	F10	F11	F12	F7	F8	F9	F4	F5	F6	F1	F2	F3	E10	E11	E12	E7	E8	E9
405758	3.0659662517859	2.06128601387246	3.53449940584789	3.66437756131793	2.26533712655829	3.66624271448572	3.8670500145564	2.36090276710104	3.36113006073216	6.02090698733605	1.00648610354753	5.74202793260609	8.67825400980589	0.441065003766951	3.06851574991457	4.84265894643638	6.3618706539084	4.34509546305023
368564	5.56846659231508	2.06128601387246	4.01992623301814	8.94977978018018	2.26533712655829	3.66624271448572	3.8670500145564	5.82033438573833	3.36113006073216	1.991159643942	3.81384102560513	0.456625713743845	5.87089908774829	2.02602750448811	6.23844075135688	4.60165084693259	6.67789814735608	5.38691563874485
393205	6.52539787042319	10.1750281799217	10.1403492730429	6.47173248337554	6.65765454933706	6.28515254713021	5.45201251527755	5.90522328332485	7.4485929019825	9.46959222450935	8.65753779472646	6.79647571662847	5.87089908774829	6.32370805312879	7.82340325207803	10.1562396986102	5.95661417542214	7.45730496663625
402875	6.97285684739441	8.71949749662426	8.71241719804374	3.66437756131793	8.14798017592014	8.59359741265395	6.674404936614	7.18533120251758	9.03355540270365	8.09968410072017	8.40736553982971	7.75124646263547	5.87089908774829	7.94091089085016	7.59207770597158	8.62603500555955	7.92706989980813	8.05853252172019
494492	8.49223100648799	8.50422950972119	9.00047387035196	7.12380917995523	8.92354860931009	8.81888972449619	7.56748973269749	8.72430749796456	9.77052099686986	7.73711402133546	9.04540509283983	8.46225026293772	8.19282718263565	8.62594034667523	7.82340325207803	9.35653834909606	7.43366133697641	8.44250796470817
64815	1.48100375106474	4.38321410875983	4.67200292959783	3.66437756131793	2.26533712655829	0.858887792428111	3.8670500145564	0.775940266379879	3.36113006073216	5.26417813834841	3.32841419843489	0.456625713743845	5.87089908774829	5.4854591231254	3.06851574991457	1.14221922829529	3.06908890468056	1.84259512252104
751672	5.56846659231508	6.45360343665122	5.73613326701755	6.47173248337554	2.26533712655829	5.38244974848512	5.45201251527755	6.55729997990454	3.36113006073216	6.02090698733605	7.23530479404341	4.84894313652261	5.87089908774829	6.63088956264697	6.52794736855186	6.42762144715754	6.76952862282165	4.90148881157461
678610	8.77562449995637	8.29010470436834	7.95403829736168	6.83430256276025	8.45516168543831	7.89231079396556	9.35890311088607	8.93075837543198	9.90028887184019	8.86972151649202	8.61381641729714	8.21817694618832	10.7288800828759	8.4578732914535	8.90140576407931	6.63407232462497	8.14804024607538	7.87968444125627
406751	11.4880310179587	9.54510179113672	11.0407077951546	9.59511489888082	10.7041289791366	10.2142388888529	12.147820784687	9.96823308085065	10.9535870980002	11.5140680575005	11.0163147209156	11.2567167013688	9.57133880588938	10.3732797557353	10.8694156498349	10.1166338181008	10.2882574251427	10.1539650257098
368900	6.97285684739441	2.06128601387246	6.0705523060881	3.66437756131793	2.26533712655829	5.61377529459158	3.8670500145564	3.58329518843748	3.36113006073216	5.16108464538431	6.13576912049249	4.36351630935236	5.87089908774829	6.37180234132984	3.06851574991457	4.84265894643638	4.65405140540171	6.03899233532455
557312	1.48100375106474	3.64624851459362	3.53449940584789	7.75184040256827	6.35279996780863	4.5593275105692	3.8670500145564	0.775940266379879	3.36113006073216	5.05005333299557	5.9606824139344	5.21151321590731	5.87089908774829	5.86732975846905	6.52794736855186	5.53453665107405	5.79155492915165	5.11561361692746
368848	6.12485994083946	8.69064263395207	6.94049176552373	7.12380917995523	7.12331812168587	7.39804660353614	3.8670500145564	5.16825768915864	3.36113006073216	6.74604714610547	6.13576912049249	6.01121456542148	5.87089908774829	5.7264672226292	8.19779876685953	5.78607541807001	6.23901390612287	5.21182893218676
561024	3.0659662517859	5.52071763250976	1.21257131096053	3.66437756131793	4.58726522144566	6.35074088875779	3.8670500145564	6.88446472315805	3.36113006073216	4.31308773882936	5.53004805960454	3.26398063580145	5.87089908774829	2.76299309865431	5.39044384480193	5.53453665107405	3.5545157318508	4.34509546305023
562393	5.38789434667326	2.06128601387246	7.3210957677387	5.24934006203909	7.55073934542054	6.06834115805706	3.8670500145564	3.09786836126724	5.68305815561952	7.06440862597264	6.73440655811073	6.96442035394254	9.95836192899863	6.59081212327163	5.39044384480193	5.04910982390381	5.13947823257196	6.09052263596463
555778	6.83855575568282	8.36506676204957	8.31060339392106	3.66437756131793	6.78889908261531	7.6790667548433	3.8670500145564	8.07056101527151	8.97583990484736	7.70081789211247	7.72073162121365	7.63653480375878	7.45586158846944	8.20261623621143	6.52794736855186	8.01258394787869	7.3765174298728	7.41750395857828
566167	4.94043536970204	3.64624851459362	7.04546132512527	5.9863056562053	5.0726920486159	6.21643979704619	7.32648163319369	7.28373490657858	3.36113006073216	5.83246189792294	7.0725752940053	6.4789935267723	8.67825400980589	6.41834492726687	7.71237193968929	5.89710673045876	7.31701641812414	6.79679143290792
368917	4.94043536970204	7.27073937950141	6.0705523060881	3.66437756131793	6.90919331633302	5.38244974848512	3.8670500145564	6.26779336270955	3.36113006073216	3.86562876185814	5.39880352632629	3.91605733238114	9.0408240891906	5.79861700838504	3.06851574991457	7.25074368507346	5.39101699956792	6.14027567116173
556781	7.15342909303623	6.70514220364719	7.68830474192693	9.44573727484259	7.62288913117638	8.52422370961329	10.496406634636	8.30732172689619	8.85298315706183	7.68232154849508	8.08330170059836	7.51190814924503	5.87089908774829	8.04839531751656	7.31644326335815	8.08473373363453	7.34707365198032	8.18244512540567
323361	6.00456570712175	4.86864093593007	6.42202467658948	3.66437756131793	5.43526212800061	6.35074088875779	3.8670500145564	5.02386777982347	6.16848498278976	5.36039345360772	5.39880352632629	6.72341225443875	5.87089908774829	6.54958946054512	6.76895546805566	5.6657811843523	3.5545157318508	5.11561361692746
30453	8.35136847064814	8.08365382690092	7.72036595115923	8.0566949840967	8.09822714072304	8.05856013726448	8.91144413391485	7.37585310856701	5.68305815561952	6.33693448078373	7.0725752940053	7.05653855593097	5.87089908774829	7.09927648651875	7.31644326335815	7.29196634779997	7.25495544999189	7.29105562333734
565460	8.82973190529582	8.43632544521939	11.3534010817335	11.2864293807743	8.77313176675699	10.4864216769009	9.69994002872114	10.5752218879018	10.8925115212485	10.2719304140726	9.76470931827425	11.6284280024268	8.19282718263565	10.1152572719126	9.51145924576329	9.20291515998284	10.8622044599549	10.0952605549713
573719	6.97285684739441	5.52071763250976	2.79753381168169	7.12380917995523	2.26533712655829	7.16266854060521	3.8670500145564	6.92568738588456	6.16848498278976	5.26417813834841	6.73440655811073	5.5010198331023	5.87089908774829	3.90049662240425	3.06851574991457	6.63407232462497	4.99508832323678	3.4275576232422
570547	6.00456570712175	5.76172573201355	4.38249631240284	3.66437756131793	2.26533712655829	4.31831941106541	3.8670500145564	0.775940266379879	3.36113006073216	4.92975909927785	5.53004805960454	5.58590873068881	5.87089908774829	0.441065003766951	5.87587067197217	4.3121442297376	0.747160809793195	4.64995004457865
796753	5.18144346920583	6.1487488551228	4.01992623301814	6.47173248337554	2.26533712655829	0.858887792428111	3.8670500145564	2.36090276710104	3.36113006073216	4.65412465666443	5.65034229332225	5.74202793260609	5.87089908774829	3.61099000520926	5.87587067197217	2.72718172901645	5.50204831195666	5.11561361692746
368404	8.16750427824796	6.81617351603593	7.55242131384516	6.47173248337554	6.35279996780863	7.00863491193279	5.45201251527755	6.7532201898798	6.53105506217447	6.63501583371672	4.70692582168862	7.22481003852077	8.67825400980589	7.49634743926814	7.59207770597158	7.82871975547851	7.1565517459309	7.47680114226205
393858	6.52539787042319	6.81617351603593	6.3418543279055	3.66437756131793	6.90919331633302	6.35074088875779	3.8670500145564	7.11579026926451	4.94609256145331	7.30101490652879	6.73440655811073	6.43390563724376	5.87089908774829	6.32370805312879	8.02271206030144	5.22968206954563	5.27072276585021	6.66702355793759
58013	7.54709294152251	2.06128601387246	7.81248415314766	8.52235855644551	8.09822714072304	7.75370555573606	9.97557447133456	6.60883028054462	8.21911105585973	8.08567724272629	7.97227038820962	8.48453171031373	5.87089908774829	8.36587750737273	7.31644326335815	8.54309866457747	8.57370929708411	7.83506144983564
503537	6.69045711669369	5.23121101531478	5.60488873373929	3.66437756131793	5.43526212800061	5.50274398220284	3.8670500145564	5.4197964561546	3.36113006073216	5.76374914783893	1.00648610354753	5.41082202413072	5.87089908774829	4.83338242654571	3.06851574991457	4.3121442297376	6.47508126435639	5.68389737650199
140818	6.52539787042319	7.78920646843566	8.46995915365318	9.09064231602003	7.75719022288797	7.80140229776735	7.32648163319369	8.55072732598105	9.14248977425681	8.91794979698822	8.93129860715331	8.40499294532852	9.57133880588938	8.5338221446868	8.49478050461666	7.88368621469644	8.35449112354281	7.83506144983564
563901	6.00456570712175	4.38321410875983	6.3418543279055	3.66437756131793	5.72476874519559	6.69177780659285	7.56748973269749	5.63392126150745	8.00498625050688	6.55594426272552	6.05088022290598	6.28951572790859	5.87089908774829	6.85045593990465	7.59207770597158	6.00020022342286	4.83462365104353	5.8723424659151
564029	1.48100375106474	2.06128601387246	1.21257131096053	3.66437756131793	2.26533712655829	4.5593275105692	3.8670500145564	3.94586526782219	3.36113006073216	0.406197143220842	3.81384102560513	6.28951572790859	5.87089908774829	5.08492119354168	3.06851574991457	6.42762144715754	0.747160809793195	3.06498754385749
393998	1.48100375106474	2.06128601387246	1.21257131096053	7.36481727945903	2.26533712655829	2.44385029314927	3.8670500145564	3.58329518843748	4.94609256145331	3.86562876185814	5.09394894479787	0.456625713743845	5.87089908774829	4.34795559937547	3.06851574991457	2.72718172901645	0.747160809793195	1.84259512252104
405763	3.8029318459521	5.52071763250976	3.53449940584789	5.9863056562053	5.0726920486159	6.28515254713021	3.8670500145564	6.44836560835138	6.16848498278976	6.38347706672076	5.53004805960454	6.07133555785905	5.87089908774829	4.52852784501729	4.65347825063572	5.6657811843523	5.39101699956792	6.03899233532455
798602	5.38789434667326	6.30921352731605	4.67200292959783	7.75184040256827	7.30973124591675	5.61377529459158	3.8670500145564	6.70667760394277	4.94609256145331	5.96078599489848	4.91337669915605	6.60637283324853	5.87089908774829	5.57034802071192	4.65347825063572	6.97510924246003	5.13947823257196	6.40737974130457
568701	4.28835867312234	2.06128601387246	5.46049882440412	3.66437756131793	2.26533712655829	5.50274398220284	5.45201251527755	5.82033438573833	3.36113006073216	4.65412465666443	2.59144860426868	2.77855380863121	5.87089908774829	3.61099000520926	3.06851574991457	5.04910982390381	4.20659242843049	5.30202674115834
556421	10.2458753418008	11.3257286140991	10.7380921200556	10.0042275642026	9.20785163189753	10.4569402925897	10.5812955322225	11.2985217976347	9.73616949207908	10.6741542276237	10.2802817027618	11.0648805357218	8.67825400980589	9.9898869122257	9.17704020669274	9.7606047305539	9.54482233564695	10.5418783716296
30416	4.28835867312234	4.86864093593007	5.11946190656905	3.66437756131793	6.65765454933706	0.858887792428111	3.8670500145564	5.16825768915864	7.06156977887325	5.16108464538431	5.53004805960454	6.4789935267723	5.87089908774829	2.76299309865431	3.06851574991457	6.00020022342286	6.10471281441128	5.98555307636309
321928	7.82085375394936	6.1487488551228	4.67200292959783	8.30823375109266	5.43526212800061	6.74153084178995	5.45201251527755	7.83122270188107	8.31532637111903	6.63501583371672	7.48221953451393	6.33926876310569	5.87089908774829	6.16898545833015	6.23844075135688	6.56848398299739	7.1565517459309	6.36615707857806
393515	10.177971277299	7.6158748655501	5.73613326701755	3.66437756131793	8.49415581705418	5.1068153058717	5.45201251527755	6.44836560835138	6.16848498278976	6.94535595432887	6.67891144551902	5.58590873068881	8.67825400980589	5.7264672226292	5.39044384480193	6.92357894181995	7.12220024114012	7.07781158421508
565158	5.56846659231508	6.45360343665122	8.17835559562262	7.57126815692645	7.62288913117638	6.53131313439961	6.18897810944376	5.4197964561546	4.94609256145331	6.1875568567455	5.65034229332225	6.23798542726851	5.87089908774829	6.22242471729161	7.82340325207803	6.35167259392424	4.83462365104353	5.54303484066214
559380	6.23589125322821	6.45360343665122	6.57012331557862	9.39229801588113	8.83519273488924	7.70437784337249	3.8670500145564	5.82033438573833	4.94609256145331	5.53548016016581	6.4983391998772	7.65629805858021	9.0408240891906	7.38357950910619	6.97540634552309	7.40900576899019	6.67789814735608	7.90868431297882
561547	3.0659662517859	6.30921352731605	5.30003415221087	3.66437756131793	4.58726522144566	4.31831941106541	5.45201251527755	6.06134248524213	3.36113006073216	6.23908715738558	1.00648610354753	5.21151321590731	5.87089908774829	5.29904599889452	3.06851574991457	4.60165084693259	6.47508126435639	5.46708598742884
447827	6.12485994083946	4.38321410875983	3.53449940584789	3.66437756131793	6.17222772216681	5.61377529459158	5.45201251527755	5.63392126150745	6.16848498278976	5.69159936208309	5.09394894479787	2.041588214465	5.87089908774829	6.66988369426283	3.06851574991457	4.60165084693259	6.03256302865544	5.30202674115834
559089	6.83855575568282	2.06128601387246	5.11946190656905	3.66437756131793	2.26533712655829	3.66624271448572	3.8670500145564	0.775940266379879	3.36113006073216	3.21355206527845	1.00648610354753	0.456625713743845	5.87089908774829	4.14150472190804	3.06851574991457	1.14221922829529	0.747160809793195	0.257632621799888
555361	1.48100375106474	2.06128601387246	5.73613326701755	3.66437756131793	6.35279996780863	3.18081588731547	3.8670500145564	0.775940266379879	3.36113006073216	5.36039345360772	4.91337669915605	5.31460670887142	5.87089908774829	5.4854591231254	3.06851574991457	4.3121442297376	5.13947823257196	3.95807233994098
503566	7.03559260274238	2.06128601387246	5.11946190656905	6.47173248337554	3.85029962727945	6.53131313439961	3.8670500145564	6.88446472315805	3.36113006073216	6.1875568567455	5.53004805960454	4.98018766980086	5.87089908774829	6.05577484788216	6.52794736855186	6.35167259392424	6.30174966147083	5.11561361692746
494085	6.12485994083946	3.64624851459362	6.76716016263817	7.12380917995523	6.65765454933706	5.61377529459158	3.8670500145564	6.26779336270955	6.53105506217447	6.81558807935854	6.05088022290598	7.25104158009395	5.87089908774829	7.20924932854388	4.65347825063572	6.56848398299739	6.97597950028908	6.18836995936277
445186	6.52539787042319	6.45360343665122	6.3418543279055	6.83430256276025	7.62288913117638	6.69177780659285	3.8670500145564	3.58329518843748	6.53105506217447	7.77251935746666	7.92534934082212	6.86601664988155	5.87089908774829	7.60093634054534	3.06851574991457	5.89710673045876	5.79155492915165	5.30202674115834
568316	5.18144346920583	5.23121101531478	3.53449940584789	3.66437756131793	2.26533712655829	6.06834115805706	3.8670500145564	6.50386072094308	7.4485929019825	6.38347706672076	6.36403810816561	5.88289046844594	5.87089908774829	5.6505183693959	6.97540634552309	5.22968206954563	4.99508832323678	5.30202674115834
100334818	6.61028676800971	5.52071763250976	6.3418543279055	3.66437756131793	5.0726920486159	6.28515254713021	3.8670500145564	3.58329518843748	3.36113006073216	3.86562876185814	4.70692582168862	4.36351630935236	5.87089908774829	6.37180234132984	6.97540634552309	6.97510924246003	7.22289424075959	6.09052263596463
192334	4.65092875250705	7.34668823273471	6.88499665293203	3.66437756131793	6.35279996780863	6.47359763654332	3.8670500145564	5.73013657676676	6.16848498278976	6.02090698733605	3.81384102560513	5.10048190351857	5.87089908774829	5.4854591231254	3.06851574991457	6.09641553868217	4.65405140540171	5.98555307636309
553324	7.95673718203114	6.58484796992948	5.46049882440412	7.75184040256827	6.90919331633302	8.53836789193356	3.8670500145564	8.68882960260984	6.16848498278976	7.4174243986441	8.55338056343516	6.89956920959257	5.87089908774829	7.60093634054534	7.59207770597158	7.61795265926169	8.6236777563582	6.8869892418795
554477	8.71940849038982	7.34668823273471	7.98075563573746	9.27908740543314	8.45516168543831	8.07805631289027	7.56748973269749	7.43415174913167	8.49041307767712	6.74604714610547	9.13060741537672	7.22481003852077	10.514755277523	8.71252803167133	9.37229649809167	8.30209056507368	8.49535365938266	7.43754171181482
324984	6.33898474619231	7.10568013323092	6.49797352982278	3.66437756131793	6.35279996780863	6.21643979704619	3.8670500145564	7.25167369734628	7.75344748351092	6.88193057418724	6.43275085824963	7.25104158009395	5.87089908774829	7.26124396618214	6.97540634552309	5.89710673045876	6.81325000025097	7.26885987722314
566140	6.23589125322821	5.52071763250976	4.01992623301814	3.66437756131793	5.72476874519559	6.69177780659285	7.56748973269749	4.86340310763022	3.36113006073216	4.92975909927785	4.17641110498984	4.36351630935236	5.87089908774829	4.14150472190804	7.15597859116491	5.6657811843523	5.50204831195666	5.11561361692746
334098	1.48100375106474	6.45360343665122	5.60488873373929	6.83430256276025	6.51326464000188	6.35074088875779	3.8670500145564	5.98539363200883	7.26802065634067	4.65412465666443	5.09394894479787	5.21151321590731	5.87089908774829	6.59081212327163	5.87587067197217	5.39014674173888	6.47508126435639	6.63267205314681
497400	5.56846659231508	7.34668823273471	7.3210957677387	7.36481727945903	6.17222772216681	6.96741224920628	8.51090620433112	6.88446472315805	7.06156977887325	5.83246189792294	7.51428074374622	6.72341225443875	5.87089908774829	6.05577484788216	7.31644326335815	7.48206923117992	5.87644382673816	7.24631730857205
100002040	8.39986698833933	7.10568013323092	8.10738907426848	5.24934006203909	8.49415581705418	8.50993948360704	8.82124632494327	9.17254504756174	9.33840998423207	8.19409970261227	7.90130386685547	8.27040690496088	5.87089908774829	9.48272415540417	9.83670007469149	9.46864871541759	9.48525306941369	9.62613908330758
100150128	8.49223100648799	4.86864093593007	7.95403829736168	5.9863056562053	7.69160188126039	8.05856013726448	7.03697501599871	9.34199430455097	4.94609256145331	9.69390952277029	7.38152553489445	7.69503045306892	8.67825400980589	6.59081212327163	9.47790668605227	6.7569290724105	7.08701081267782	7.24631730857205
394045	4.28835867312234	5.23121101531478	1.21257131096053	6.47173248337554	4.58726522144566	6.53131313439961	3.8670500145564	4.23537188501718	6.82056167936945	5.26417813834841	5.25441361699111	3.91605733238114	5.87089908774829	4.34795559937547	3.06851574991457	2.72718172901645	4.20659242843049	5.8723424659151
