	F10	F11	F12	F7	F8	F9	F4	F5	F6	F1	F2	F3	E10	E11	E12	E7	E8	E9
492346	0	0	1	0	16	4	0	0	1	15	4	0	0	0	0	1	0	26
492349	2	0	12	0	8	43	0	9	12	10	13	2	0	13	2	11	18	15
492350	20	7	3	12	0	25	0	3	2	17	20	25	0	7	3	25	29	52
492353	32	3	15	2	3	22	2	36	23	44	35	44	0	25	14	8	63	46
492354	0	1	1	0	0	0	0	0	0	4	6	3	0	12	0	3	2	4
492355	18	14	25	0	47	34	38	46	8	56	18	49	0	22	3	38	91	66
492356	397	51	114	19	49	91	24	174	22	163	96	214	4	216	14	107	219	232
492357	22	16	33	3	10	79	18	74	8	57	44	114	0	91	5	49	29	47
492358	5	13	11	5	10	32	0	17	1	51	14	49	1	35	5	22	25	19
492359	88	21	69	1	26	80	5	74	15	92	40	95	0	79	16	50	79	115
492361	169	130	251	33	98	276	22	305	56	468	205	411	4	392	42	235	302	420
492362	0	0	9	2	0	15	0	7	0	5	5	4	0	26	7	22	14	10
492363	52	55	66	15	33	79	24	66	21	130	52	108	1	111	10	45	161	107
492364	61	34	100	9	26	104	14	76	17	112	144	117	1	103	8	91	51	123
492366	134	101	107	18	49	164	16	143	16	155	103	190	3	186	25	140	204	182
492409	12	6	11	6	9	26	4	25	0	10	5	9	0	1	1	10	12	14
492459	0	0	0	0	0	3	0	0	0	3	3	8	0	13	0	1	1	0
492460	1	0	20	0	0	31	0	30	15	21	8	13	0	22	2	15	10	15
492462	10	28	73	10	7	17	20	55	18	66	30	28	0	104	3	9	19	103
492466	3	0	4	0	4	18	0	10	0	24	7	2	0	9	0	8	6	3
492467	67	40	71	8	31	34	3	62	13	83	53	81	14	64	8	62	33	98
492468	27	0	38	0	0	0	0	27	8	0	0	10	0	2	3	31	43	0
492470	6	12	13	23	12	24	0	21	2	7	10	46	0	39	2	17	15	38
492471	66	19	71	16	10	47	1	71	1	50	19	59	0	55	20	26	72	38
492472	30	8	65	4	23	51	3	59	9	43	51	29	7	68	10	64	46	31
492473	30	21	49	6	7	49	3	44	0	31	7	34	0	42	19	29	36	58
492474	0	0	7	0	6	2	0	2	0	5	0	0	0	0	0	0	4	0
492476	13	0	17	0	11	6	0	28	13	27	18	35	0	20	0	10	30	24
492477	0	0	0	0	0	0	0	0	0	18	9	1	0	4	6	0	0	6
492478	12	0	0	0	4	12	0	9	0	3	2	16	0	15	0	1	0	16
492479	15	4	1	0	0	10	0	9	5	18	7	21	0	26	1	7	7	24
492480	31	23	45	10	9	48	2	52	7	97	47	81	0	100	10	63	85	62
492481	1	4	1	1	0	0	1	7	3	14	18	25	0	35	0	18	2	52
492482	1	13	14	0	0	34	0	25	0	20	3	18	0	3	1	4	8	9
492483	38	59	96	17	39	63	14	73	15	134	74	212	1	205	15	92	124	149
492484	59	33	22	0	15	75	8	84	1	88	20	84	5	147	14	33	102	158
492485	9	13	8	1	5	29	0	28	5	43	7	14	0	53	0	31	61	69
492486	0	6	0	0	0	3	0	0	0	20	0	4	0	3	0	0	0	0
492487	167	97	129	20	68	156	36	182	37	296	111	237	8	223	61	148	211	306
492488	12	1	1	0	5	10	0	2	1	29	15	11	0	4	0	3	11	13
492489	7	8	34	2	14	62	1	34	0	71	37	18	0	20	0	60	38	91
492490	498	463	774	131	286	827	129	799	191	1092	821	1064	33	1260	303	746	767	1410
492491	0	0	0	0	5	18	0	3	0	4	13	22	0	0	0	3	15	18
492492	15	5	40	25	19	45	15	40	8	74	30	99	0	35	3	62	21	58
492493	3	6	5	0	3	1	1	22	1	10	11	6	0	41	9	17	39	18
492494	161	62	122	22	32	123	25	97	37	169	123	155	4	299	24	157	112	306
492495	74	90	159	16	54	209	18	234	22	282	145	194	29	198	36	114	110	227
492496	11	5	21	0	9	7	0	21	1	42	11	26	0	4	0	23	25	13
492497	23	12	46	1	1	19	0	38	4	85	18	81	4	51	19	49	63	85
492500	23	5	20	1	3	52	0	13	4	25	37	69	0	93	6	27	46	61
492501	10	8	8	0	3	1	3	3	0	5	0	7	0	1	5	1	7	20
492502	78	63	86	36	23	122	23	126	12	132	44	98	8	88	8	71	85	127
492503	37	9	32	7	7	35	10	33	0	65	27	27	2	23	6	10	31	48
492506	49	9	53	6	16	59	7	60	6	97	59	54	0	82	19	78	110	92
492507	16	8	18	2	12	25	0	12	3	4	3	15	3	3	10	2	0	2
492508	4	0	4	0	11	25	0	10	0	51	15	47	0	4	0	22	15	31
492509	0	3	1	2	1	3	0	0	0	21	1	10	0	50	2	18	29	3
492510	18	39	20	2	12	64	0	29	16	56	43	33	0	69	25	19	54	49
492511	19	9	6	2	7	21	0	33	0	79	36	19	1	21	13	7	49	13
492512	3	8	27	0	0	12	15	24	0	15	24	9	0	23	0	1	16	10
492513	4	7	27	2	4	31	0	40	0	18	10	11	0	22	0	20	1	19
492514	6	2	20	4	3	9	0	21	0	17	14	17	0	37	2	3	5	44
492515	0	0	1	0	0	0	0	9	0	0	21	5	0	0	0	7	0	12
492516	0	0	12	0	0	11	0	1	2	7	11	19	0	7	11	1	18	34
492517	18	11	50	20	17	42	0	22	1	38	22	32	0	51	0	18	14	60
492518	44	19	31	0	45	28	1	22	0	115	48	30	0	62	1	26	31	39
492520	70	14	36	0	87	96	7	75	17	110	74	159	4	113	10	87	164	176
492522	35	14	9	0	6	15	3	18	2	47	13	25	0	53	4	19	7	41
492523	4	13	25	4	27	10	19	102	21	152	76	34	0	65	1	77	197	83
492549	51	18	73	15	45	87	0	81	9	128	79	129	0	107	19	69	62	152
492560	5	2	0	4	0	10	0	26	0	38	12	0	0	7	0	1	6	0
492576	27	16	40	0	17	86	1	61	0	86	27	50	9	114	10	35	52	70
492579	0	0	7	10	0	0	5	5	0	13	1	27	0	1	0	0	12	0
492587	6	0	0	1	7	21	0	0	0	5	5	12	0	0	0	6	2	14
492608	58	61	100	13	26	109	13	118	39	121	85	156	7	154	31	88	116	159
492614	201	366	468	74	76	353	59	248	69	411	366	493	15	411	56	283	249	495
492617	13	18	15	0	5	26	2	32	2	58	10	23	2	43	3	7	49	26
492622	29	33	29	10	1	75	2	31	0	53	33	23	1	49	4	28	13	73
492631	5	0	1	0	0	0	0	10	0	1	12	20	0	7	0	0	0	10
492636	19	6	28	3	11	32	0	22	3	52	26	48	0	34	1	17	28	28
492643	28	12	6	0	34	29	1	67	9	50	56	31	3	65	6	45	58	84
492647	99	43	441	18	57	273	18	180	29	444	116	165	1	340	33	105	156	204
492652	8	20	43	6	21	86	3	30	6	37	42	24	0	22	4	62	24	69
492655	0	3	8	0	0	3	0	12	0	11	13	18	0	0	0	9	0	12
492676	13	9	33	6	12	48	8	34	5	68	36	25	0	13	16	18	48	34
492678	8	1	11	6	9	35	11	44	16	33	21	60	0	55	6	27	35	44
492689	5	11	6	0	11	8	0	34	0	4	4	9	0	11	0	1	3	18
492692	62	53	51	3	15	37	11	128	19	74	48	94	7	107	23	59	115	147
492695	79	101	134	49	21	141	28	160	16	231	129	98	3	320	9	191	156	364
492696	7	0	12	0	10	27	0	15	7	14	10	14	1	4	0	10	9	8
492702	67	50	105	4	34	104	13	168	67	133	146	177	4	169	35	135	82	178
492707	0	14	0	2	26	18	12	42	11	28	11	60	0	48	0	0	0	19
492708	0	7	9	11	2	15	0	5	0	22	12	45	0	17	0	19	7	3
492710	15	11	1	7	0	11	8	25	0	16	11	38	3	27	2	25	37	35
492719	121	66	130	10	60	94	8	198	28	223	156	178	5	266	81	182	176	248
492735	18	0	14	5	18	7	0	25	0	29	16	37	0	15	13	9	40	38
492757	1	0	0	0	0	0	0	2	0	8	1	10	0	4	0	5	8	13
492758	57	24	45	13	16	48	3	123	7	59	63	34	0	36	7	22	65	85
492759	24	8	23	1	5	69	0	29	6	23	12	51	0	68	12	23	37	21
492760	39	9	20	17	21	66	6	50	2	76	77	41	0	61	7	20	50	100
492761	20	15	33	22	35	64	0	73	0	32	51	72	0	17	5	29	39	58
492762	45	15	13	13	48	49	8	82	11	71	28	75	4	68	14	36	76	86
492763	16	10	29	0	7	35	1	18	0	22	7	25	0	2	0	7	14	38
492764	20	27	15	3	18	45	2	39	6	87	36	21	2	40	0	8	19	55
492765	16	13	24	21	1	43	32	18	26	50	17	50	0	15	5	24	41	47
492766	0	9	3	0	0	9	0	7	0	10	0	22	0	0	0	1	1	1
492767	2	3	0	0	6	0	0	11	0	20	0	16	0	3	0	0	1	8
492768	22	0	9	0	2	17	10	1	0	9	14	10	0	6	0	5	14	13
492769	135	85	255	96	77	204	37	308	7	338	198	297	1	251	52	132	201	316
492770	83	39	60	14	40	53	6	90	12	139	99	146	1	159	12	78	88	186
492771	15	3	12	0	4	16	0	15	1	50	31	24	0	7	0	7	44	30
492773	28	27	23	0	0	12	2	24	2	37	8	60	0	16	0	8	28	50
492774	4	6	32	0	14	5	3	14	4	77	63	38	0	29	16	19	33	43
492775	0	0	7	0	0	22	7	0	0	3	11	3	0	3	0	8	10	0
492776	3	7	1	0	4	3	0	0	3	29	13	5	0	0	0	4	7	47
492777	0	0	0	0	2	2	1	0	4	2	0	0	0	0	0	0	11	7
492778	0	1	0	0	0	1	0	4	0	2	10	1	0	8	0	4	5	7
492779	7	0	3	0	0	37	0	20	0	23	2	21	2	4	0	1	14	2
492780	83	18	51	7	11	129	5	48	3	31	30	41	0	171	10	26	66	66
492781	5	3	26	0	13	30	0	16	9	15	15	18	0	5	1	28	26	48
492783	2	16	24	10	8	46	2	2	2	51	44	54	0	14	22	17	79	61
492784	0	17	3	0	18	8	6	3	16	9	22	4	1	7	5	6	4	5
492786	16	12	13	8	16	29	1	20	3	69	22	50	0	29	8	31	18	68
492787	36	49	59	9	44	76	9	113	20	96	71	97	0	119	21	56	67	124
492790	22	4	44	4	6	31	2	10	4	19	33	25	5	29	6	14	34	39
492792	10	2	15	0	5	17	0	8	1	23	19	27	0	12	0	19	7	19
492793	2	11	6	6	4	2	0	23	2	29	41	26	0	9	0	28	6	0
492795	39	25	54	1	4	41	2	63	4	59	91	73	3	67	16	22	68	49
492796	10	13	13	4	4	14	6	37	13	70	15	53	0	33	9	54	15	19
492797	9	10	6	0	4	12	0	12	0	1	6	18	0	11	7	0	4	5
492798	40	24	73	17	39	119	16	97	8	190	57	152	7	99	8	42	94	65
492799	0	1	4	0	2	10	0	4	3	6	25	36	0	32	0	6	19	36
492800	19	30	65	10	40	75	5	92	18	78	84	92	1	102	17	52	72	114
492801	103	53	62	15	24	88	26	135	14	173	103	103	6	163	16	81	158	132
492802	43	6	6	0	0	26	2	21	4	36	24	13	0	18	0	14	14	34
492803	6	5	6	2	0	40	0	23	18	73	13	69	2	16	2	7	25	14
492804	11	8	16	8	0	12	7	42	0	32	36	26	4	28	0	29	19	30
492805	23	13	34	19	7	74	3	30	0	45	38	53	0	44	19	47	60	72
492807	5	0	26	0	18	44	0	6	2	34	23	25	0	88	0	10	5	52
492808	5	2	3	0	0	1	0	7	0	14	6	12	0	7	2	0	0	9
492810	0	0	7	0	5	0	0	13	3	0	1	3	0	23	0	11	3	6
492811	90	45	59	15	36	51	13	97	46	124	51	126	11	84	26	63	65	123
492812	335	69	188	34	135	125	4	385	17	261	283	364	7	329	93	180	401	283
492813	7	6	8	0	10	27	3	8	1	13	12	25	0	23	0	1	23	10
492814	6	10	4	0	1	23	0	12	1	27	20	35	0	19	9	1	13	7
492815	0	1	12	4	10	7	0	14	0	6	13	9	0	22	3	2	2	4
492816	19	12	18	6	9	27	1	42	9	11	26	26	0	33	1	22	17	22
492817	0	0	3	0	9	53	0	41	0	0	103	52	0	70	0	3	7	28
492818	45	46	54	13	34	79	8	112	22	68	42	54	0	110	4	45	70	57
493587	0	0	0	0	42	37	0	0	13	76	161	228	0	57	0	0	37	73
493588	0	0	30	10	42	63	0	53	12	43	22	46	0	65	11	0	23	105
493589	37	40	36	20	35	45	5	43	28	35	56	43	0	66	0	14	55	75
493590	3	1	13	0	27	14	0	3	3	22	19	23	0	16	0	22	8	73
493591	73	16	85	10	4	34	30	9	0	53	38	65	0	36	7	33	28	61
493592	29	11	68	0	20	65	11	48	1	32	4	39	0	23	28	5	54	73
493594	82	47	109	7	48	85	0	87	41	83	44	105	0	111	38	102	54	128
493595	288	381	499	102	281	571	67	525	86	617	391	581	20	688	239	482	501	825
493596	26	44	0	3	0	0	18	24	0	64	84	52	1	40	0	26	45	50
493598	12	14	18	27	13	74	2	32	2	115	28	26	4	28	0	37	33	71
493600	22	26	29	9	15	44	1	32	2	28	32	7	0	39	6	53	22	28
493601	31	39	140	12	31	97	27	79	20	177	56	96	14	118	7	25	35	102
493602	58	26	26	0	29	118	1	30	19	127	51	53	0	154	12	31	109	151
493604	57	9	15	21	9	36	5	40	4	97	57	73	1	65	14	39	40	52
493605	122	52	200	41	113	318	29	260	11	328	214	372	3	313	32	130	245	409
493606	84	13	58	19	37	114	14	120	18	170	92	137	1	224	14	45	182	130
493607	148	96	167	45	130	245	90	229	82	656	249	385	68	368	70	158	312	387
493608	114	117	169	19	35	122	35	196	25	183	128	230	19	266	49	127	198	311
493609	8	3	5	3	5	26	0	7	14	5	10	6	0	16	0	0	4	19
493610	0	0	3	0	0	0	0	10	0	1	0	0	0	3	0	1	8	14
493611	86	39	137	6	98	173	1	189	28	226	142	257	6	177	135	195	174	232
493612	64	33	61	3	30	90	5	118	14	200	114	125	1	88	8	57	89	164
493613	116	35	130	33	62	216	29	113	60	205	170	172	2	227	65	159	174	365
493614	30	22	54	3	8	19	14	36	5	54	32	60	0	49	4	16	68	129
493615	359	230	350	127	119	496	80	474	56	746	417	575	2	459	100	381	513	633
493616	78	75	97	6	67	198	16	180	3	227	153	181	1	222	45	127	159	264
493617	6	4	11	0	0	3	13	6	0	10	9	7	0	25	0	17	19	20
493623	20	4	39	3	0	46	5	51	5	33	7	37	0	42	8	36	25	34
493629	12	14	15	3	18	6	0	31	0	16	13	15	10	31	4	36	24	17
493633	2	18	13	0	8	3	0	5	0	33	5	3	0	32	0	5	9	12
493634	59	23	29	21	46	76	6	53	0	120	76	124	0	108	0	31	49	105
493635	204	78	184	50	88	245	38	225	54	330	184	344	16	464	188	233	323	378
493780	46	16	18	34	22	101	14	74	17	141	55	81	0	116	20	40	81	78
493781	3	0	34	2	4	0	0	2	0	36	10	6	0	14	2	1	7	8
493783	21	38	36	8	21	82	11	103	4	84	83	109	0	109	18	43	68	79
493915	1	0	1	0	10	10	0	0	0	0	0	8	0	11	0	3	6	0
493916	52	31	23	0	37	104	8	149	11	127	132	237	2	194	17	44	132	187
494030	33	11	24	3	9	38	3	30	2	72	31	63	5	55	2	6	60	86
494031	50	83	60	25	92	90	35	181	14	87	57	206	5	224	21	57	114	219
494033	153	122	129	17	79	202	36	201	40	416	245	281	14	240	83	125	332	255
494034	6	3	3	0	1	4	6	3	0	12	9	26	0	0	0	18	0	2
494035	31	51	6	1	8	11	0	11	5	14	12	24	0	23	0	14	47	5
494036	76	67	79	32	45	208	6	167	23	89	62	195	1	161	52	104	149	182
494037	77	1	26	4	5	31	1	34	2	30	33	52	0	15	3	35	30	11
494038	18	11	49	2	20	48	1	50	6	83	32	103	0	85	20	66	68	73
494039	70	23	26	5	5	28	0	157	2	23	113	47	0	51	5	40	126	26
494040	47	65	63	3	32	65	4	131	8	171	100	88	1	110	15	91	75	113
494041	50	11	52	5	31	52	0	72	27	65	41	59	0	55	16	46	42	122
494042	316	117	101	2	42	243	23	219	34	354	197	295	2	174	115	179	232	243
494043	36	6	39	8	17	58	1	30	11	62	46	75	0	52	1	54	61	51
494044	37	12	47	9	10	21	0	29	5	27	34	32	0	45	15	21	48	60
494045	1	0	6	0	0	9	10	3	0	21	0	0	0	0	0	7	2	12
494046	9	18	10	2	2	35	0	9	0	52	35	63	0	31	0	9	27	8
494047	0	0	7	2	0	22	6	5	0	4	6	0	0	2	0	6	5	3
494048	40	59	104	5	45	109	12	96	26	106	82	112	4	123	21	55	95	182
494049	36	4	13	1	19	30	11	29	21	50	54	38	0	41	3	48	80	94
494050	867	616	1190	191	392	1294	171	1207	224	1507	1154	1636	62	1630	316	1238	1193	2175
494052	2	0	0	0	2	3	0	0	0	0	5	7	0	3	0	8	23	5
494053	46	18	20	16	32	39	0	41	0	30	42	46	0	19	1	6	40	47
494054	0	7	0	0	0	2	0	7	0	8	0	2	0	11	0	0	17	10
494060	40	19	36	0	3	16	32	8	0	21	53	32	0	32	0	10	12	7
494062	60	13	18	0	4	15	18	0	0	3	9	16	0	9	3	6	5	20
494063	9	5	14	0	4	7	5	25	2	22	2	5	0	7	0	3	18	30
494064	0	10	0	4	0	6	0	4	0	1	0	2	0	26	0	9	17	7
494065	12	0	21	0	8	14	0	25	7	47	27	28	0	35	11	14	14	6
494066	56	24	26	6	4	40	6	44	10	24	25	17	0	24	25	34	18	77
494070	14	8	11	0	4	16	0	5	11	14	0	11	0	65	5	12	10	33
494071	20	17	35	6	9	28	13	28	0	42	48	22	4	19	2	21	43	46
494073	2	0	17	0	0	9	0	2	0	10	1	14	0	0	0	1	21	13
494074	13	11	2	0	19	27	2	12	5	13	42	26	0	29	7	3	47	46
494075	8	18	29	0	5	39	0	48	14	49	25	31	0	63	20	11	45	32
494076	148	56	132	11	84	122	19	293	26	155	137	206	0	236	23	183	184	239
494077	23	40	15	7	1	23	0	17	1	33	6	33	0	48	8	26	29	30
494079	7	1	16	22	0	11	6	0	0	12	5	0	0	1	0	10	0	13
494080	26	6	2	13	1	25	0	18	0	40	37	47	0	32	8	14	17	23
494081	34	25	116	12	36	116	2	90	24	193	148	161	2	136	11	118	92	190
494082	8	15	31	0	6	58	0	46	25	56	56	48	0	49	5	20	16	69
494083	19	1	4	0	13	14	0	9	3	16	9	26	3	35	0	3	15	20
494084	93	62	97	5	22	98	16	116	21	161	145	90	2	167	30	88	102	143
494085	12	1	23	5	10	13	0	22	4	42	16	55	0	54	1	21	37	30
494086	17	20	5	0	4	5	0	5	6	14	4	3	0	2	0	4	1	28
494087	5	0	11	0	15	7	7	3	0	6	26	8	0	4	0	2	6	15
494088	10	0	2	0	3	17	4	13	0	6	16	5	0	18	14	3	9	8
494089	11	10	11	6	0	9	3	32	5	38	20	9	3	40	14	39	15	39
494090	87	78	178	15	32	161	7	90	29	67	90	75	11	317	56	152	177	322
494091	8	0	0	0	0	2	3	17	2	28	5	10	4	14	0	3	3	32
494092	92	67	28	1	15	223	12	67	12	187	83	77	0	148	6	89	190	45
494093	0	0	0	0	0	11	0	5	0	12	9	4	0	9	0	14	3	18
494097	0	10	3	0	0	2	0	14	15	0	7	12	0	12	3	5	0	11
494098	6	4	1	1	1	23	8	4	0	9	12	33	0	16	1	4	22	26
494099	22	26	31	12	22	45	0	75	8	65	34	169	0	95	9	51	129	136
494100	99	37	81	39	16	77	8	90	10	179	107	112	2	83	16	103	68	105
494101	25	20	26	10	24	113	19	83	14	139	41	153	0	96	11	57	57	96
494102	12	16	29	0	16	32	0	44	3	34	33	61	0	50	1	20	25	64
494103	114	68	198	9	37	99	10	112	14	151	110	178	5	187	33	90	99	126
494104	9	1	10	3	0	7	0	17	6	12	7	12	0	9	1	109	12	10
494105	0	20	3	0	0	18	0	0	0	0	7	8	0	0	0	0	25	5
494106	4	3	7	2	0	5	0	2	0	14	1	3	0	1	0	1	4	2
494107	26	17	39	0	11	14	2	57	15	57	22	52	1	35	27	33	12	27
494108	12	0	2	0	0	0	0	0	0	0	0	1	0	22	0	3	9	21
494110	17	2	3	0	19	6	0	9	1	23	23	26	0	21	13	7	6	36
494111	20	21	10	12	10	16	5	66	23	44	47	43	0	29	4	16	23	36
494112	20	14	4	0	3	57	21	21	8	20	34	11	0	15	5	11	10	33
494129	2	8	24	5	0	14	0	8	0	43	17	17	0	35	0	17	30	12
494130	68	51	68	3	33	45	3	44	13	140	68	107	0	89	30	52	130	191
494133	167	66	128	29	51	45	70	182	22	337	142	198	6	90	7	144	132	123
494134	65	25	78	5	2	52	4	52	2	105	78	96	0	100	6	48	66	92
494135	11	14	16	4	17	24	4	32	0	21	14	40	1	17	14	22	18	45
494151	58	32	52	23	26	44	13	65	5	109	68	90	0	71	13	40	48	159
494152	72	58	92	10	30	229	51	177	9	144	112	120	0	112	70	81	69	226
494153	9	19	25	0	0	57	1	32	3	57	24	42	0	15	28	17	58	23
494154	11	7	46	12	27	19	19	33	6	27	8	33	0	30	2	9	23	37
494155	11	0	0	3	13	0	0	14	0	0	0	5	0	11	4	5	4	6
494158	26	19	37	3	24	15	14	47	6	86	46	41	2	29	8	26	21	32
494160	15	12	20	3	0	2	3	12	0	18	17	17	0	4	0	11	0	24
494163	151	15	183	5	9	210	3	234	25	316	168	175	1	159	58	72	344	242
494164	526	295	534	73	352	895	112	900	82	1115	705	1040	10	934	74	524	878	1014
494165	0	0	0	0	0	30	0	3	0	0	4	21	0	7	5	0	0	10
494166	0	0	0	0	0	12	0	22	0	10	11	1	0	33	0	0	0	1
494168	16	12	3	0	7	12	0	13	0	30	13	36	0	45	19	34	3	49
494176	18	15	5	0	3	11	9	17	6	20	5	14	0	0	14	24	3	6
494180	21	15	20	16	0	19	0	35	0	37	14	34	0	29	0	37	16	35
494450	175	52	318	53	82	320	20	158	44	281	181	243	4	339	33	307	302	293
494451	0	4	30	0	3	13	0	0	0	6	6	4	0	7	0	9	0	8
494453	352	162	303	83	193	375	68	388	90	499	363	628	11	528	63	404	553	636
494472	7	2	17	2	8	0	0	14	0	8	0	23	0	14	2	0	19	17
494476	0	0	0	2	0	6	9	1	0	5	1	3	0	13	0	0	2	0
494477	46	22	48	10	25	61	5	47	0	171	78	89	0	33	11	79	87	66
494478	55	17	44	16	10	53	4	66	12	110	38	89	0	111	20	55	52	62
494479	73	83	182	16	109	300	22	287	27	305	193	280	6	191	40	113	183	255
494487	147	142	239	37	112	277	49	347	36	442	251	294	22	442	87	351	293	552
494489	1442	1174	2238	220	970	2403	313	3090	457	3124	2836	4032	84	3785	436	2247	3224	4035
494490	420	245	394	71	176	531	34	606	144	701	461	611	112	775	176	497	653	970
494492	64	43	110	5	50	124	6	123	42	80	131	128	2	145	13	148	51	145
494493	27	11	50	0	26	38	13	48	8	87	42	54	0	56	1	59	79	107
494494	0	16	0	0	0	16	0	0	0	7	3	2	0	0	0	5	11	3
494495	0	4	3	2	0	18	0	0	6	12	0	0	0	0	0	0	0	19
494496	24	7	12	3	3	27	16	50	5	24	21	15	0	33	4	11	37	39
494532	166	161	201	29	98	264	46	290	92	283	189	242	10	396	42	163	197	408
494533	136	64	128	28	43	106	39	156	33	187	151	218	1	184	41	103	121	232
494534	57	38	53	16	13	36	15	77	11	75	40	94	2	88	15	60	85	146
494572	4	0	11	0	0	15	0	17	24	6	1	0	0	0	7	0	12	2
494573	7	0	0	0	23	6	0	20	1	19	27	24	0	2	5	15	0	12
494576	0	0	1	0	0	9	0	0	0	6	9	1	0	0	8	0	9	2
494577	15	10	22	1	6	24	0	18	9	21	6	44	0	35	3	14	17	55
497072	0	11	23	5	0	0	0	13	0	0	11	18	1	11	0	0	23	25
497073	7	1	1	1	0	7	0	2	9	21	10	2	0	11	0	0	5	0
497076	0	0	0	2	1	20	0	3	12	24	37	9	0	8	2	7	1	51
497082	0	0	0	0	3	3	0	8	0	6	0	0	0	3	0	0	6	0
497102	0	0	3	0	9	17	0	9	8	30	6	24	0	5	0	4	0	22
497122	0	0	11	0	0	20	0	0	1	4	1	11	0	0	0	4	2	0
497126	42	16	34	2	0	27	0	59	7	124	0	80	0	70	10	97	17	56
497127	41	10	53	26	16	112	17	134	7	91	86	75	0	115	23	59	106	175
497129	76	53	96	0	46	97	27	49	10	65	141	203	1	121	3	96	96	42
497134	3	0	1	0	0	9	0	1	0	1	5	13	0	0	4	0	9	4
497135	22	10	38	7	4	21	0	19	3	43	35	61	0	40	13	10	49	34
497165	16	1	0	0	0	4	0	11	3	19	13	23	0	16	0	0	4	33
497167	1	11	0	0	0	2	3	6	0	0	0	5	0	3	0	0	0	10
497181	8	4	9	0	4	14	0	30	0	43	19	22	0	23	2	5	20	31
497183	8	0	0	0	0	0	0	5	0	12	0	2	0	4	0	0	0	6
497184	35	54	53	5	4	42	71	37	27	65	238	180	0	66	6	40	116	65
497278	18	7	11	0	2	20	0	16	9	21	25	11	0	28	9	6	13	41
497279	54	13	39	3	21	83	3	19	8	66	75	88	0	72	9	37	24	94
497280	78	19	45	11	27	45	15	48	6	126	51	104	6	76	1	42	56	110
497282	44	41	101	7	59	64	7	54	18	168	109	163	0	115	12	66	130	187
497283	17	6	11	0	6	3	3	16	11	43	26	21	0	22	12	2	4	16
497302	114	75	164	19	66	166	14	169	47	147	156	124	3	292	53	174	176	238
497306	166	101	317	41	151	293	49	237	48	372	267	311	4	362	52	207	292	482
497312	141	66	156	11	62	289	43	289	21	383	257	261	13	434	47	177	354	333
497317	9	5	6	0	0	2	0	21	0	11	1	7	0	15	0	15	11	3
497348	217	150	272	60	138	435	26	484	96	558	324	596	25	492	105	345	458	634
497350	187	167	319	67	114	327	32	454	60	502	382	455	9	390	82	228	359	452
497373	27	0	17	11	2	45	0	13	1	4	33	45	0	16	9	7	15	58
497376	41	28	39	16	0	77	3	64	10	130	21	92	0	60	11	65	105	113
497383	67	913	95	12	73	189	4	147	38	186	63	182	6	75	16	72	140	1409
497384	206	93	154	13	72	161	31	174	42	429	204	256	3	290	83	168	192	281
497395	2	0	4	0	0	4	0	19	0	13	21	10	0	34	4	21	19	29
497398	97	47	41	3	17	100	9	47	15	225	60	101	0	43	4	66	55	103
497399	8	17	20	5	5	30	0	40	1	47	22	15	0	33	1	4	31	23
497400	8	19	34	6	7	34	12	34	6	21	45	38	0	24	9	40	17	63
497403	333	223	342	33	188	434	52	375	74	400	308	604	12	468	100	237	285	520
497407	18	25	26	0	6	52	1	40	21	54	45	57	6	116	4	49	38	73
497419	15	0	15	0	29	41	10	45	9	15	35	40	0	27	10	15	49	42
497424	9	4	2	6	0	23	0	9	2	24	15	24	0	22	0	8	29	10
497434	24	0	5	0	0	15	0	11	8	57	15	13	0	27	11	14	29	48
497449	7	1	3	0	0	0	0	19	0	11	0	3	0	12	0	4	0	0
497461	61	59	134	16	125	117	39	144	46	254	181	191	7	142	27	71	174	182
497465	153	135	372	26	146	222	34	311	67	273	196	330	2	439	81	239	287	459
497505	44	47	36	13	28	105	4	101	29	121	54	97	12	116	10	65	100	171
497542	57	32	33	12	0	8	0	176	51	78	52	121	4	146	24	0	78	96
497562	55	15	70	2	11	44	0	24	5	42	33	55	0	79	8	13	12	45
497565	20	8	0	5	0	13	0	23	0	32	7	1	0	11	0	15	4	7
497568	0	6	17	0	0	14	0	5	0	6	10	16	0	24	10	2	4	22
497576	6	0	0	7	1	13	0	0	0	29	12	23	0	11	0	3	0	0
497580	0	2	7	0	0	11	0	22	0	5	0	12	2	21	0	7	2	0
497596	101	28	81	15	63	105	18	90	6	160	121	139	0	66	18	76	73	176
497601	106	56	85	8	29	162	5	194	28	261	127	215	12	220	23	120	146	320
497613	70	58	150	22	54	158	20	117	32	159	129	105	1	223	33	124	141	277
497615	11	1	1	0	2	5	0	5	0	3	11	25	0	1	0	5	2	15
497616	6	11	9	0	2	15	0	9	0	5	9	10	0	18	1	20	3	48
497617	31	11	13	1	14	22	3	34	1	70	30	61	0	54	2	12	66	60
497629	2	0	0	13	0	1	3	7	0	0	8	20	0	11	0	39	23	0
497637	161	87	150	40	87	215	19	206	26	203	196	334	16	266	43	188	225	295
497638	67	45	76	28	19	43	5	122	120	186	93	69	29	194	17	94	180	155
497640	0	0	6	0	0	10	0	8	0	3	2	5	0	13	0	7	18	10
497642	10	19	16	17	29	40	0	5	18	18	19	27	0	43	5	10	16	30
497644	30	34	48	1	5	41	0	40	0	16	40	11	1	60	11	26	10	62
