gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl.mod	ctrl.mean	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
100002610	Exp4	1.24024099413031	0.68442941943801		10.0016230968985		1.51176778465635	70.68	0.436949925292826	10.0016230968985	10.0015842713843	FALSE	0.525697804247285	0.183980355823383	0.990879270246718	8.48981648672793	TRUE	TRUE	TRUE	TRUE	TRUE
100002680	Exp4	0.298647781096312	0.686316827180647		7.93928027165551		1.38153856550514	67.44	0.393058038316364	7.93928027165551	7.50225053111134	FALSE	4.38700909109718	1.99932905369301	10.7306364743124	6.1207119656062	TRUE	TRUE	TRUE	TRUE	TRUE
100002948	Exp4	0.0114263091832225	1.89197944547161		2.86038845851652		1.26575686692671	64.28	0.565579697268796	2.86038845851652	3.00092952978044	TRUE	70.1140443571623	37.059804479575	152.5150042667	4.26668639670715	TRUE	TRUE	TRUE	TRUE	TRUE
100003209	Poly2	3.15949884518385	0.00125355006820222	-1.49800589173089e-07			1.33252074888732	66.13	0.419852396869832	3.15949884518385	2.81843359801294	FALSE	9539.29097709334	9136.13769014975	9914.11307905103	1.48591284912562	TRUE	TRUE	TRUE	TRUE	TRUE
100003450	Lin	-0.000254675842019149		4.50222709121275			1.5248536705372	70.15	0.304673696712981	4.50222709121275	3.57738033313255	FALSE	9618.89598249618	5749.6492620525	32397.6296817522	2.05252666259535	TRUE	TRUE	TRUE	TRUE	TRUE
100004668	Poly2	4.77536073983169	0.00200872121696261	-2.24955597158501e-07			1.74646044287835	75.87	0.454543775571564	4.77536073983169	3.59240962964206	FALSE	10205.418222038	9880.34112150795	10513.0284349281	1.84594918676372	TRUE	FALSE	TRUE	TRUE	FALSE
100004744	Exp4	0.201153038888819	1.92302630641416		3.24081002155803		1.1956900558697	62.23	0.962704873709276	3.24081002155803	3.16991619268707	TRUE	2.34463461153808	1.36047445443146	3.90594567522645	4.36560624855677	TRUE	TRUE	TRUE	TRUE	TRUE
100004801	Poly2	3.40372212977477	0.00279032042526013	-2.76488306068291e-07			1.73423765665494	75.62	0.155251390911328	3.40372212977477	1.58495369196591	TRUE	10122.2054888178	9824.88940428381	10403.0264576718	3.31919134862085	TRUE	FALSE	TRUE	TRUE	FALSE
100005520	Poly2	2.06072515272251	0.00200635091722986	-1.77736230919635e-07			1.45939221552485	69.41	0.167560920581058	2.06072515272251	2.73809756484501	TRUE	1190.56802100101	779.002880137595	1644.32977326001	4.19748978036986	TRUE	TRUE	TRUE	TRUE	TRUE
100005729	Exp2	2.66166163484808e-05			5.71070891461894		1.94718980437094	78.95	0.138653020051887	5.71070891461894	4.58023433763369	TRUE	5022.02209387058		11347.58774	6.52742414200463	FALSE	TRUE			FALSE
