"","diff","lwr.ci","upr.ci","pval"
"1-0",7.73550569948403,-32.1360044800369,47.607015879005,0.981783941889921
"10-0",18.6815850883979,-21.1899250911231,58.5530952679188,0.622602416815589
"100-0",8.15386921305289,-31.7176409664681,48.0253793925738,0.977204909502281
"1000-0",-29.7000510507233,-69.5715612302442,10.1714591287977,0.206409688182374
"10000-0",0.229256068930039,-39.6422541105909,40.100766248451,0.999999999396346
