	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
553246	37	4	12	13	1	9	0	8	0	24	10	0	8	18	0	0	24	5
553247	417	60	205	163	82	155	44	109	11	204	174	22	105	365	141	0	248	121
553250	25	7	9	23	0	0	10	10	0	10	6	0	14	25	4	0	25	2
553253	25	2	6	4	3	4	0	11	4	4	4	0	0	6	5	0	18	4
553255	255	15	167	43	88	82	38	90	1	91	45	12	29	182	96	0	179	92
553256	157	55	98	66	3	49	20	29	2	80	82	0	14	121	53	0	110	57
553257	81	13	36	25	23	25	14	11	0	58	41	3	13	54	46	0	61	20
553260	39	7	57	9	11	12	10	2	0	8	19	0	1	11	0	0	17	3
553261	259	40	145	64	39	58	44	56	2	123	92	11	27	159	66	0	121	79
553264	462	139	308	164	106	166	110	194	11	205	179	61	72	314	162	0	269	191
553265	71	20	39	13	27	33	22	15	1	40	27	0	26	27	27	0	27	17
553266	161	32	87	69	24	65	27	42	2	32	43	23	10	139	40	0	59	56
553267	178	16	101	74	37	35	29	113	14	92	88	10	42	114	64	1	111	81
553269	263	16	90	94	34	29	25	51	9	88	53	36	60	93	73	0	60	70
553270	77	26	83	32	8	68	10	30	3	88	32	8	16	90	52	0	73	51
553273	29	6	14	4	17	8	0	1	0	14	2	0	3	14	12	0	31	9
553274	121	22	82	31	14	38	19	36	0	49	24	5	16	92	44	0	222	11
553275	67	25	57	19	30	20	17	21	9	19	27	5	5	74	40	0	62	44
553276	50	9	17	28	11	15	18	18	1	20	9	1	5	40	22	0	34	23
553277	2184	415	922	753	370	545	208	484	39	881	628	141	279	1510	610	0	1003	691
553281	12	4	0	23	12	2	21	4	0	9	11	0	0	67	24	0	20	0
553283	1253	160	629	356	157	326	201	277	43	477	359	108	174	860	319	0	575	242
553284	45	1	1	12	0	9	0	0	0	11	9	0	2	1	16	0	8	13
553288	254	72	241	135	60	84	66	110	11	177	168	36	48	307	107	0	173	95
553290	16	2	5	1	17	17	8	13	0	6	0	0	0	13	0	0	15	1
553292	246	185	183	99	33	72	61	61	1	132	143	9	169	211	68	0	112	78
553293	394	136	267	211	79	102	168	95	5	269	231	20	126	615	339	0	342	200
553294	28	0	5	0	6	0	0	7	0	14	0	0	0	6	0	0	0	0
553296	389	99	257	175	104	135	52	93	11	186	166	27	66	323	144	0	252	183
553297	730	172	335	513	217	300	213	246	19	449	305	75	198	778	303	0	677	296
553298	58	15	34	38	8	11	10	18	0	17	19	9	1	45	13	0	13	10
553299	7	3	15	5	14	0	9	10	0	11	0	0	0	23	0	0	6	2
553300	518	157	297	147	103	158	129	141	2	191	132	31	72	388	131	0	336	192
553302	204	30	117	58	28	88	45	56	0	56	49	8	25	91	63	0	125	69
553303	119	36	48	22	24	58	19	55	0	31	47	3	14	103	67	0	52	39
553304	23	5	8	15	0	3	0	12	0	14	7	0	0	8	2	0	17	6
553305	69	8	40	53	2	8	1	32	0	46	47	2	19	64	25	0	25	39
553306	92	14	87	88	22	33	14	66	1	13	0	9	18	127	17	0	93	45
553307	126	29	56	61	22	69	30	10	6	64	43	12	28	101	50	0	70	53
553309	178	26	90	61	24	46	11	52	16	94	44	45	10	106	88	1	78	68
553310	85	30	57	24	12	31	20	33	0	94	60	0	5	95	57	1	65	43
553311	48	0	51	13	0	0	8	4	0	3	0	10	18	51	0	0	50	46
553313	13	3	11	10	0	89	5	5	6	15	4	4	4	4	11	0	27	6
553315	27	3	9	11	0	11	3	4	0	7	0	0	2	15	4	0	2	1
553317	459	104	225	160	43	129	46	184	5	174	183	31	21	266	124	0	133	173
553318	75	13	22	25	4	49	11	22	5	12	3	0	5	52	7	0	24	13
553319	28	0	1	20	0	2	5	5	0	5	4	0	3	7	3	0	5	0
553320	59	7	41	30	18	11	18	11	6	26	22	5	8	80	25	0	36	29
553321	149	42	113	62	35	31	38	39	0	63	63	14	17	154	28	0	67	49
553322	31	5	44	17	26	6	6	7	3	52	22	14	2	24	16	0	20	32
553323	14	2	4	0	1	1	4	3	0	2	0	0	2	1	3	0	0	0
553324	171	30	78	43	25	38	28	48	1	65	103	48	15	141	54	0	66	34
553325	118	75	102	46	13	20	26	106	0	51	51	48	48	98	70	0	114	55
553326	133	37	101	70	47	40	32	56	10	102	43	13	10	160	72	0	107	61
553327	326	70	263	131	86	137	79	93	7	188	122	39	35	273	111	0	217	124
553328	98	44	60	51	38	37	52	54	1	88	65	14	19	124	48	0	97	52
553329	291	76	206	154	61	158	94	90	4	105	83	36	62	297	168	0	240	160
553330	373	69	217	191	100	192	116	110	16	201	166	38	63	272	147	0	242	180
553331	135	4	27	35	6	32	13	7	0	14	22	2	14	79	29	0	68	14
553333	809	118	543	402	271	232	172	188	12	380	188	45	150	705	313	0	738	293
553336	132	23	73	45	14	23	33	26	0	48	17	3	10	89	61	0	90	70
553337	520	82	388	215	123	173	109	130	18	252	208	40	117	417	193	0	353	263
553341	910	99	340	412	120	182	146	363	55	420	204	41	159	664	273	0	615	167
553343	1875	434	974	577	496	617	259	213	91	855	497	130	203	1195	555	8	1305	514
553345	238	67	185	72	41	66	53	89	5	107	71	13	55	354	78	0	129	92
553346	576	101	281	190	85	161	79	136	6	273	117	19	70	343	199	0	258	131
553347	2138	420	1300	801	434	656	440	579	18	983	675	170	279	1608	672	0	1211	768
553348	127	34	67	68	34	60	34	35	3	78	24	5	6	150	39	0	79	37
553349	856	85	517	256	99	215	88	220	22	422	354	47	124	346	203	0	278	209
553350	623	97	300	209	88	173	86	153	8	370	184	34	77	480	175	0	293	177
553351	75	6	18	15	4	15	11	33	0	15	14	6	6	25	34	0	26	16
553352	646	156	381	345	194	159	83	158	18	291	140	20	134	671	276	0	388	240
553353	89	6	42	21	9	45	6	26	0	36	80	0	18	43	3	0	13	19
553354	49	23	35	13	5	20	4	1	0	7	7	3	10	25	4	0	18	19
553355	458	109	333	243	99	127	137	136	1	253	185	76	113	371	204	0	320	224
553356	67	4	18	6	9	13	11	9	0	13	8	0	9	34	8	0	25	15
553357	29	14	28	11	4	13	0	12	0	8	17	0	0	25	14	0	8	6
553359	579	43	345	120	83	158	174	149	10	149	191	8	53	287	172	0	253	236
553360	119	30	84	54	19	66	39	41	2	71	24	10	7	129	35	0	85	40
553363	36	10	4	13	3	1	1	0	0	39	8	0	5	37	2	0	13	6
553364	70	0	9	11	18	0	0	19	0	16	2	9	0	12	7	0	5	10
553365	152	44	83	57	41	63	43	33	9	86	67	14	49	95	28	0	102	60
553366	23	0	23	8	2	1	0	16	0	12	2	0	0	17	7	0	15	0
553367	138	43	135	29	37	45	52	71	11	72	32	21	27	119	32	0	61	42
553368	21	0	5	7	0	1	3	0	0	2	7	0	0	14	3	0	6	0
553370	18	4	22	7	1	11	12	15	0	1	20	0	5	19	22	0	25	4
553371	14689	2017	6181	4324	1291	3449	2162	4661	205	6096	5062	707	2209	7534	3230	39	5749	3809
553372	186	15	71	19	10	61	28	42	0	100	58	5	15	59	22	0	93	43
553373	88	13	36	33	3	12	10	15	3	44	15	4	5	43	17	0	68	16
553374	75	22	27	30	14	26	1	20	7	71	44	7	7	52	28	0	51	35
553375	25	8	23	12	7	11	6	2	0	17	14	0	2	49	3	0	7	7
553377	68	1	27	35	22	46	31	18	0	54	44	13	14	95	46	0	56	31
553378	14	4	13	0	9	20	2	0	0	3	9	1	6	17	3	0	22	8
553380	312	43	198	97	85	92	35	72	6	122	61	12	23	251	92	0	97	112
553383	2637	399	1956	1190	471	885	921	917	63	1450	783	244	386	3089	825	0	1607	1415
553384	94	29	44	15	14	10	17	33	3	33	13	0	9	79	21	0	57	42
553389	5	8	3	5	2	5	1	0	0	5	1	0	0	9	2	0	6	0
553392	98	14	31	13	22	43	13	22	0	25	42	19	9	69	50	0	64	19
553393	6	0	2	2	6	0	5	5	0	1	18	0	6	23	7	0	5	5
553396	29	3	21	11	3	0	0	12	0	9	14	0	1	39	15	0	1	0
553401	265	44	143	173	44	80	83	50	2	123	77	19	39	240	122	0	132	113
553402	179	48	68	45	26	16	12	29	7	39	21	7	26	89	32	0	42	55
553403	36	12	21	17	7	6	18	8	4	28	26	0	2	51	0	0	21	32
553404	82	15	83	41	28	21	14	30	3	35	34	5	27	75	40	0	58	27
553405	250	74	149	49	38	98	49	81	0	116	89	0	15	186	40	0	104	56
553406	1022	145	466	421	152	237	179	484	6	376	242	61	114	636	366	0	392	299
553407	250	50	157	123	69	61	83	75	2	177	108	10	53	177	78	0	159	101
553410	321	63	153	122	176	109	73	68	17	139	73	25	31	289	91	0	152	174
553411	80	48	122	60	19	41	35	25	0	96	24	1	19	159	44	0	109	59
553412	197	46	141	88	32	99	48	46	4	111	64	22	38	180	101	0	121	103
553414	48	8	32	21	18	26	15	23	1	17	4	1	7	51	6	0	27	12
553415	118	36	81	76	22	56	25	16	7	46	46	4	9	105	41	0	96	48
553417	126	25	77	32	23	73	16	31	0	33	30	10	19	117	27	0	107	91
553418	100	23	54	41	16	43	12	43	0	76	35	24	12	83	42	0	45	56
553420	256	79	323	150	76	136	45	35	5	126	65	25	40	446	94	0	285	313
553422	124	49	73	29	26	72	28	36	7	70	40	4	14	127	41	0	51	67
553423	17	0	1	11	0	0	0	0	0	25	4	0	0	1	0	0	6	0
553427	28	4	8	6	0	7	5	18	1	9	3	6	3	10	16	0	9	0
553431	98	16	61	43	21	21	18	25	3	44	18	0	20	62	33	0	64	20
553432	235	33	212	131	92	101	49	72	11	103	50	10	27	269	48	0	200	100
553433	69	5	24	27	12	26	2	19	0	39	11	1	11	70	14	0	61	13
553436	8	3	8	4	0	2	2	1	0	10	6	10	2	15	8	0	3	7
553438	17	0	0	0	0	2	3	5	3	1	2	0	0	0	7	0	2	0
553439	8	1	4	2	0	8	6	2	0	4	18	1	2	22	0	0	5	9
553440	47	23	50	12	7	12	36	26	0	20	31	6	12	69	28	0	59	42
553441	12	5	4	2	0	3	2	0	0	2	1	0	0	6	5	0	0	2
553443	30	12	30	25	2	5	5	0	0	13	27	5	3	24	10	0	18	12
553445	8	0	14	4	3	10	0	3	0	12	0	0	9	22	1	0	5	0
553447	251	17	78	50	24	63	20	82	2	87	85	11	15	87	49	0	87	77
553448	651	259	276	226	288	195	138	334	17	455	332	46	263	797	324	0	464	573
553451	3448	814	2213	1432	830	1189	711	963	55	1663	1166	309	553	3634	1247	1	2087	1472
553452	138	20	47	58	32	27	19	42	0	31	29	3	16	90	23	0	58	44
553453	20	1	6	5	0	2	21	9	0	12	13	3	3	19	2	0	2	10
553455	236	8	102	32	84	105	70	280	2	98	124	6	19	164	137	0	103	131
553460	218	15	48	42	23	61	24	35	0	117	62	13	8	235	47	0	75	122
553461	73	26	70	46	14	50	34	44	0	74	58	5	38	93	40	0	36	30
553462	56	6	42	31	17	28	8	24	0	31	26	0	6	52	7	0	26	25
553464	26	3	38	36	14	2	5	21	0	12	19	11	1	49	17	0	20	66
553465	181	37	48	67	42	49	37	56	6	99	42	22	31	182	85	0	120	97
553466	138	10	96	72	39	48	22	47	5	89	46	13	46	147	56	0	137	59
553467	77	9	33	15	11	20	16	34	1	53	32	3	20	44	11	0	40	16
553468	8	2	11	3	0	4	2	0	2	6	1	4	0	27	5	0	10	3
553469	22	9	34	20	6	14	12	2	0	12	16	0	10	28	27	0	19	12
553471	126	29	111	40	42	53	35	54	6	82	64	15	26	139	40	0	55	59
553472	52	0	42	21	12	14	12	22	0	34	32	4	7	21	23	0	44	28
553473	706	193	1724	469	276	451	147	136	22	262	121	47	133	1744	279	0	760	1068
553474	154	23	197	75	78	61	12	15	0	75	27	12	10	188	19	0	136	127
553475	4	1	0	0	0	0	0	0	0	6	1	0	3	6	5	0	5	0
553476	120	52	51	41	14	25	8	24	5	63	41	12	7	127	55	0	78	28
553479	5	2	26	2	0	2	2	0	0	12	3	0	0	6	11	0	14	8
553483	39	6	23	12	3	10	5	9	0	7	2	1	0	20	0	0	10	8
553484	18	13	20	0	0	0	0	6	0	7	28	0	0	0	0	0	17	15
553486	6	7	0	2	0	1	0	0	0	3	9	0	0	8	6	0	3	8
553488	28	6	32	3	2	7	4	0	1	4	1	8	2	30	5	0	15	14
553489	44	6	59	29	15	27	15	7	5	29	10	3	1	49	18	0	35	39
553490	375	96	290	176	69	146	117	101	15	201	197	46	72	350	146	0	240	199
553493	105	25	47	32	23	120	18	30	1	50	28	16	81	57	22	0	58	33
553494	598	115	246	246	111	208	141	244	8	252	240	27	89	413	219	0	296	254
553495	234	67	195	75	36	52	26	75	6	105	174	37	24	208	56	0	159	100
553496	516	141	378	239	192	253	161	231	14	271	163	97	59	495	222	0	276	260
553498	461	110	346	258	117	130	101	156	7	208	182	29	58	360	152	0	242	182
553501	46	37	37	18	21	14	30	25	1	44	48	8	5	56	54	4	32	13
553503	239	113	123	220	24	75	64	55	0	107	80	52	39	272	87	0	169	44
553504	159	13	80	43	12	25	24	32	0	47	58	8	8	68	49	0	53	31
553505	106	32	88	19	6	26	13	44	4	30	31	10	4	45	32	0	23	38
553506	355	154	288	180	165	156	112	112	12	192	154	64	59	449	132	0	279	282
553507	88	34	78	54	30	23	54	56	9	34	39	10	14	131	31	0	78	41
553508	240	34	162	114	64	104	65	69	7	109	99	27	62	206	90	0	134	70
553510	30	8	12	3	10	7	2	18	0	8	0	0	9	10	0	0	40	1
553511	563	143	457	211	138	210	141	192	10	284	182	50	118	629	205	0	399	269
553512	13	3	10	25	0	3	12	18	0	26	8	0	3	33	12	0	13	10
553513	196	71	102	102	16	69	30	60	6	79	87	10	24	158	75	0	92	66
553515	140	25	26	47	4	14	12	32	0	52	34	5	5	44	24	0	30	16
553516	60	18	18	5	9	2	3	9	0	11	10	3	0	26	8	0	35	19
553517	14	3	22	7	22	18	16	11	0	12	8	4	5	25	24	0	10	13
553518	540	39	191	116	52	87	117	69	9	268	112	33	33	253	156	0	596	218
553520	165	14	55	44	16	8	28	57	0	87	18	0	6	63	30	0	58	28
553523	106	23	28	52	19	17	12	11	0	55	32	2	24	39	23	0	18	19
553524	240	40	97	76	37	100	45	97	2	132	78	16	19	170	57	0	113	83
553526	15	42	18	31	1	9	34	1	0	1	1	0	9	16	28	0	3	11
553527	69	7	62	18	18	29	19	11	6	35	19	8	48	70	16	0	67	27
553528	34	1	1	4	3	8	1	6	0	14	5	0	6	8	8	0	3	0
553529	1	0	16	0	0	1	4	4	0	13	1	0	0	5	2	0	21	0
553530	439	42	275	214	82	140	57	120	1	219	150	27	65	258	150	0	290	136
553531	1018	190	625	501	232	382	198	314	41	402	392	75	110	862	325	5	632	353
553533	145	24	49	29	20	60	1	11	0	25	13	19	27	30	19	0	49	30
553534	5	0	6	2	2	3	6	2	0	2	1	0	3	7	2	0	0	12
553536	59	11	19	37	5	2	9	1	3	24	10	0	7	22	14	0	25	13
553537	51	8	35	10	9	19	3	3	0	10	19	4	11	38	23	0	59	24
553539	160	24	65	68	29	57	32	57	10	84	77	0	25	166	55	0	60	45
553542	196	59	131	55	34	43	74	21	2	11	41	8	28	166	44	0	82	38
553543	34	9	25	7	3	10	3	10	12	30	23	0	4	14	19	0	17	23
553544	9	10	6	2	3	0	0	19	0	6	10	0	1	24	3	0	10	0
553545	58	10	48	27	2	14	6	13	0	34	44	17	56	29	14	0	33	20
553547	181	26	84	112	29	52	64	73	11	107	43	6	18	131	57	0	125	41
553550	97	13	21	21	19	16	8	11	0	44	21	0	7	34	26	0	28	18
553552	21	2	12	23	18	21	6	14	2	34	16	0	2	35	12	0	12	2
553553	219	0	61	16	44	7	11	36	0	103	86	18	0	50	13	0	37	26
553554	32	13	7	14	3	5	21	0	1	8	3	0	3	25	15	0	15	10
553555	51	15	30	24	3	5	19	8	0	18	19	2	4	52	6	0	30	34
553557	39	13	19	11	9	18	15	4	0	19	14	0	1	29	15	0	28	20
553558	55	1	44	23	2	18	11	18	0	10	41	2	16	84	20	0	65	18
553559	1126	228	498	416	282	341	221	244	13	425	181	79	101	1181	393	0	630	509
553561	139	34	133	66	33	41	29	31	6	69	55	4	10	138	61	0	100	44
553563	92	15	57	23	29	44	13	37	0	50	45	5	18	106	63	0	54	52
553565	69	12	47	39	13	33	16	27	2	34	11	1	6	106	24	0	37	36
553566	51	2	13	24	1	14	1	7	0	17	1	0	2	12	2	0	13	0
553567	295	50	107	123	66	98	67	51	1	145	58	10	50	185	118	0	160	122
553568	143	14	51	81	29	41	13	19	1	22	16	5	33	55	23	0	25	51
553571	54	14	7	20	7	11	6	7	0	25	23	2	5	62	32	0	23	1
553572	82	4	47	65	33	27	8	17	0	63	12	11	3	45	22	0	47	0
553573	48	1	16	14	7	17	3	14	2	28	22	1	6	31	14	0	31	4
553574	45	10	18	15	3	9	1	15	0	18	5	0	4	15	2	0	24	2
553575	72	0	32	0	0	18	26	37	0	53	26	17	21	38	37	0	13	24
553578	104	22	66	36	28	23	26	23	6	40	37	2	8	76	29	0	82	55
553579	13	1	0	11	0	0	0	0	0	19	0	4	4	3	14	0	0	10
553580	26	6	17	13	15	13	2	18	1	19	18	1	0	29	8	0	3	10
553582	56	14	19	23	10	18	10	17	0	23	22	3	5	72	17	0	41	28
553583	8	14	29	8	3	4	3	8	0	15	5	0	0	16	21	0	3	5
553584	21	6	14	13	2	23	1	6	0	1	16	0	2	20	3	0	15	20
553587	3795	487	1136	1033	389	742	405	898	53	1609	921	273	495	1839	982	0	1869	971
553588	10	0	7	18	2	15	0	22	0	1	2	2	19	22	39	0	35	16
553589	33	13	12	2	8	4	8	13	0	33	15	16	3	27	19	0	9	6
553590	568	154	276	205	115	147	183	160	16	261	224	48	62	489	194	0	323	468
553591	233	33	168	111	51	82	53	48	6	176	69	37	47	265	60	0	117	71
553593	141	30	62	80	16	45	42	50	0	54	79	7	28	123	51	0	103	58
553594	27	7	19	6	1	2	0	16	0	11	15	8	8	20	1	0	17	2
553595	22	0	2	0	9	20	0	8	0	6	4	0	3	13	16	0	6	6
553596	15	8	1	3	8	0	0	4	0	0	0	0	0	5	0	0	0	3
553597	54	6	45	25	8	20	16	21	3	28	27	4	6	23	30	0	24	16
553599	27	9	26	10	29	17	26	2	3	32	30	0	4	91	14	0	24	34
553600	76	3	37	23	0	18	35	34	0	68	12	5	9	46	14	0	16	27
553601	84	0	42	33	7	30	8	61	0	40	15	4	6	50	20	0	36	10
553602	40	1	12	1	0	19	7	14	0	8	22	0	5	15	0	0	7	3
553603	38	4	52	43	13	32	10	15	0	33	29	2	28	66	24	0	50	14
553604	0	0	15	0	0	0	0	0	0	10	7	0	0	14	0	0	14	0
553605	171	11	66	30	23	41	22	22	4	34	17	5	19	120	70	0	68	32
553606	107	11	79	29	37	31	25	20	0	31	30	1	12	75	21	0	30	26
553607	143	35	81	93	38	76	26	50	19	38	20	4	17	144	54	0	145	79
553608	320	60	202	116	70	141	82	81	10	133	117	29	41	298	82	0	231	124
553610	25	8	16	8	12	3	0	24	0	15	2	0	1	9	10	0	21	15
553611	55	10	48	5	18	17	7	14	0	20	7	0	2	29	12	0	31	36
553612	101	17	90	25	48	29	15	46	7	40	81	3	9	32	56	0	40	35
553614	95	21	71	57	19	27	56	40	5	90	71	10	33	91	28	0	90	26
553615	0	0	1	0	0	4	0	5	0	0	2	0	0	11	2	0	0	2
553616	36	6	10	14	6	20	1	0	0	16	12	0	5	17	2	0	6	6
553617	350	106	263	200	105	165	76	153	23	166	100	41	73	377	163	0	214	167
553618	4	1	5	0	0	5	5	4	0	17	4	4	1	5	6	0	10	10
553619	53	9	24	13	28	20	7	20	2	31	23	4	5	73	34	0	66	13
553620	217	58	168	107	39	86	24	45	4	111	86	21	16	150	108	0	185	69
553621	104	24	66	25	21	37	14	29	0	81	44	5	15	99	34	0	62	65
553622	64	18	40	24	12	6	11	24	0	19	31	0	13	48	24	0	76	8
553624	134	46	106	48	10	21	26	39	6	40	48	8	15	139	52	0	58	65
553625	43	2	40	7	0	3	7	13	2	11	13	5	5	22	16	0	20	8
553626	52	9	53	37	39	63	17	18	2	42	11	1	5	40	23	0	54	28
553627	52	10	30	39	5	12	8	5	1	52	44	0	13	45	12	0	32	26
553629	305	31	144	102	35	64	48	92	10	141	85	4	32	210	122	0	99	79
553630	103	8	21	32	13	26	4	20	8	20	17	0	6	45	33	0	19	18
553631	41	12	11	22	6	10	21	4	3	11	8	4	1	38	11	0	8	9
553633	91	3	21	23	0	5	1	8	2	19	15	0	0	28	16	0	14	2
553634	100	0	32	4	5	17	0	9	0	18	5	0	3	35	14	0	29	6
553636	24	0	20	6	3	8	21	18	1	6	16	3	19	23	10	0	4	13
553637	173	17	94	92	43	26	38	40	1	85	43	16	17	125	61	0	151	86
553639	78	33	78	34	14	39	19	21	0	46	31	12	10	74	33	0	56	16
553641	29	6	30	40	36	7	33	15	0	32	41	0	14	55	11	0	12	22
553642	12	9	13	12	0	0	3	9	0	5	3	1	0	11	1	0	1	9
553643	31	0	30	1	1	9	1	14	0	5	7	6	1	19	3	0	11	5
553644	24	6	5	1	0	2	2	9	3	10	4	0	0	22	2	0	19	4
553646	53	6	63	48	7	11	1	15	1	23	46	0	37	39	4	0	84	18
553647	19	1	19	3	18	0	0	15	0	17	9	0	0	18	7	0	16	2
553648	91	29	50	39	27	10	12	31	0	9	47	2	19	65	23	0	52	42
553649	116	29	75	28	23	4	25	39	5	36	51	0	18	25	45	0	81	66
553650	21	2	16	14	2	0	6	13	0	16	7	4	4	23	10	0	5	8
553651	130	28	64	31	44	25	28	41	9	45	46	13	11	82	43	0	73	39
553652	39	5	23	56	3	9	7	3	5	20	8	30	5	51	16	0	12	16
553653	22	0	9	13	2	16	16	4	0	0	0	0	1	21	3	0	8	9
553654	19	6	21	23	0	8	3	8	0	10	6	0	1	11	8	0	9	2
553655	1455	346	1249	772	444	373	274	346	30	723	490	102	179	1433	469	1	1375	700
553656	20	10	28	59	8	17	6	16	0	6	8	7	12	53	70	0	9	32
553657	118	79	65	62	48	17	24	71	2	67	42	47	6	182	71	0	97	78
553658	126	5	68	36	30	36	40	42	2	62	32	5	21	105	41	0	69	40
553659	58	3	34	13	15	12	26	13	0	30	14	7	4	59	23	0	29	23
553660	92	27	59	29	19	46	22	51	0	51	63	9	16	64	36	0	54	52
553661	147	27	59	38	24	21	9	29	0	37	24	2	15	75	91	0	80	44
553664	917	207	496	415	179	289	151	306	21	441	321	53	135	754	259	0	587	257
553665	93	32	152	93	63	25	65	56	3	92	48	7	14	89	39	0	64	72
553667	7	6	4	0	0	0	0	0	0	3	0	0	0	0	3	0	19	9
553668	293	36	195	188	79	65	88	102	5	158	88	10	89	259	107	0	103	142
553670	52	5	35	25	11	21	6	15	3	13	21	8	11	40	12	0	55	24
553671	25	0	1	1	8	0	0	0	0	5	0	2	0	20	2	0	5	0
553672	500	103	358	210	132	163	86	117	24	251	117	18	84	380	158	0	354	129
553673	6	2	10	14	5	0	2	1	0	4	2	3	12	5	1	0	11	0
553674	162	33	79	73	21	44	19	23	3	74	44	18	23	129	62	0	58	47
553676	92	28	54	61	12	40	14	17	1	62	49	7	19	89	48	0	31	16
553677	26	14	5	5	0	0	0	2	0	17	19	0	3	20	10	0	5	0
553679	349	34	191	101	32	99	53	54	8	124	60	28	50	351	133	0	219	123
553681	32	6	0	0	6	2	14	10	0	17	12	0	12	8	0	0	2	17
553682	210	81	138	79	50	80	61	104	11	102	54	25	21	154	90	0	82	90
553683	15	8	25	18	11	5	3	10	0	12	15	0	2	8	10	0	11	13
553684	125	30	89	50	8	28	37	28	0	59	22	12	23	114	38	0	100	27
553685	87	16	28	66	23	38	10	42	0	32	33	3	28	83	6	0	39	11
553686	246	43	125	63	37	115	28	40	0	94	39	21	29	196	90	0	136	91
553687	16	0	0	8	5	6	0	4	3	4	5	0	0	1	0	0	6	0
553688	204	36	87	86	82	59	31	47	1	62	187	20	17	87	57	0	124	58
553689	23	6	10	10	1	7	0	14	0	7	6	0	0	26	5	0	9	3
553690	221	52	119	73	34	128	33	103	2	116	139	14	29	200	150	0	135	131
553691	328	56	175	141	55	143	56	88	12	113	64	6	29	263	113	0	208	184
553692	4	3	2	0	11	0	0	0	0	8	2	0	1	2	0	0	12	4
553693	67	3	57	20	19	25	7	14	9	23	65	6	5	55	14	0	29	34
553695	64	11	47	34	24	30	8	42	0	65	32	0	5	59	21	0	41	21
553696	23	22	27	0	9	3	5	3	0	19	9	0	8	37	23	0	18	7
553697	305	56	234	202	75	108	60	108	2	214	157	9	68	265	148	0	166	115
553698	11	6	6	4	0	0	0	12	0	5	5	0	3	14	4	0	1	0
553699	137	43	87	63	39	44	15	22	3	70	36	8	42	137	37	0	71	42
553700	29	11	11	8	14	8	11	7	0	30	16	2	6	32	22	0	41	24
553701	90	35	71	41	20	20	20	42	9	39	35	7	11	75	31	0	94	22
553702	107	17	34	31	24	26	31	37	4	37	27	4	18	105	21	0	55	23
553705	18	0	0	0	3	9	0	0	0	6	7	1	0	2	9	0	5	1
553706	19	0	23	3	0	16	1	2	0	8	25	0	0	9	0	0	3	0
553707	3	0	2	1	4	6	0	9	0	1	5	0	0	4	12	0	3	0
553709	5	9	3	19	0	6	2	9	0	2	20	5	8	12	7	0	10	4
553710	318	91	639	167	65	148	56	90	3	138	88	20	63	440	162	0	353	253
553711	71	7	28	24	5	12	6	11	0	24	12	4	2	32	14	0	19	22
553712	27	2	12	5	1	4	17	4	0	10	0	0	4	17	8	0	17	19
553713	76	8	46	81	16	43	6	27	0	25	51	3	18	91	65	0	76	47
553715	28	8	65	52	44	25	13	17	4	31	18	7	3	46	20	0	45	28
553716	16	7	7	0	2	5	5	0	0	12	7	0	0	5	12	0	0	7
553717	146	16	64	65	10	42	10	21	5	44	32	13	41	60	35	0	34	29
553718	216	76	231	110	56	71	48	56	9	46	34	6	18	278	98	0	183	137
553720	24	1	10	11	0	3	8	3	0	17	15	0	0	1	8	0	6	3
553721	36	1	16	4	16	14	17	6	0	5	13	0	0	21	4	0	4	4
553722	15	0	16	22	0	3	3	1	0	17	6	0	4	4	21	0	7	2
553723	29	1	12	13	4	1	6	11	0	5	5	4	1	24	11	0	30	17
553724	9	0	6	6	6	0	0	5	0	12	0	0	0	4	1	0	4	0
553725	55	17	19	15	24	12	10	13	0	10	21	0	6	38	9	0	8	7
553728	12	8	24	19	0	11	0	56	0	55	6	0	18	42	9	0	32	88
553729	402	96	255	146	79	142	55	81	11	194	145	21	52	316	123	0	202	181
553730	32	2	13	11	1	2	11	10	0	1	7	1	7	16	5	0	6	3
553731	88	6	25	29	6	38	7	15	0	21	22	6	16	59	31	0	11	33
553733	19	5	25	13	1	0	10	6	0	15	14	0	0	48	14	0	24	14
553734	323	37	242	99	71	110	94	114	2	143	47	7	60	272	96	0	186	104
553736	9	0	0	0	3	8	1	1	0	2	4	1	1	10	10	0	0	7
553738	15	3	18	3	0	7	2	4	2	11	11	0	0	18	19	0	5	9
553740	403	36	119	88	50	159	71	60	2	191	121	15	44	404	91	0	237	34
553741	15	3	9	2	2	12	1	1	0	0	0	0	0	0	7	0	0	0
553743	48	10	50	15	19	9	5	7	1	78	3	0	1	59	12	0	11	7
553744	172	51	88	134	75	63	45	59	0	81	62	10	17	171	43	0	97	67
553745	119	6	68	24	16	19	28	31	6	27	72	13	15	48	18	0	46	51
553748	23	3	38	15	7	2	3	1	0	9	6	6	3	22	54	0	30	6
553749	277	22	185	66	47	43	48	105	1	155	65	21	28	105	79	0	77	25
553750	257	13	49	27	9	167	12	17	3	8	34	2	1	148	15	0	38	51
553751	0	0	26	0	0	4	5	6	0	7	16	0	0	6	0	0	2	13
553753	68	0	26	13	2	7	13	15	1	15	7	0	3	28	8	0	66	28
553754	74	25	63	23	21	22	19	19	4	18	43	2	6	50	7	0	16	27
553755	3432	745	2382	1585	839	1094	679	923	41	1774	1229	220	564	3206	1362	0	2700	1606
