#NAME	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6
#CLASS:DOSE	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	100	100	100	0	0	0
ENSDARG00000017994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018000	0	119	145	51	211	79	98	75	22	42	60	19	87	63	105	302	45	163
ENSDARG00000018002	0	39	28	9	59	13	15	41	15	18	22	2	60	10	30	52	14	42
ENSDARG00000018004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSDARG00000018006	0	13	8	0	23	16	27	35	2	5	14	0	20	5	14	33	13	4
ENSDARG00000018008	0	6	0	0	1	0	0	0	0	0	2	0	1	0	3	6	0	11
ENSDARG00000018010	0	41	36	7	61	37	26	27	7	33	49	4	32	10	20	88	15	84
ENSDARG00000018022	0	0	29	0	38	0	0	0	1	19	0	0	0	0	41	78	0	16
ENSDARG00000018025	0	86	62	37	118	64	77	33	2	25	50	26	74	42	56	200	35	80
ENSDARG00000018032	0	132	77	23	260	60	71	47	16	24	59	6	115	28	78	225	45	134
ENSDARG00000018040	0	42	20	0	28	17	18	3	5	0	5	2	11	5	16	67	2	30
ENSDARG00000018047	0	60	17	11	56	12	26	4	0	9	21	0	10	9	32	33	14	26
ENSDARG00000018048	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0
ENSDARG00000018049	0	234	127	34	270	134	126	107	30	63	96	2	116	78	101	303	77	201
ENSDARG00000018060	0	334	135	128	617	212	206	151	70	159	187	4	272	124	205	598	143	424
ENSDARG00000018061	0	59	19	5	27	19	35	32	6	9	40	3	49	22	17	187	20	48
ENSDARG00000018065	0	10	13	3	38	9	23	11	1	11	19	2	23	22	39	32	11	22
ENSDARG00000018066	0	28	20	3	21	2	8	5	0	15	3	9	13	4	17	35	3	28
ENSDARG00000018069	0	21	8	0	54	15	12	5	7	0	15	0	18	3	7	30	5	8
ENSDARG00000018073	0	6	17	4	18	17	7	12	9	7	1	0	11	1	19	42	13	12
ENSDARG00000018077	0	1	0	5	0	0	0	12	0	0	0	0	3	0	0	12	0	1
ENSDARG00000018096	0	31	79	27	61	37	48	13	1	24	43	0	39	24	23	89	11	91
ENSDARG00000018105	0	396	148	66	477	169	299	171	30	85	151	3	279	91	125	575	107	299
ENSDARG00000018106	0	110	36	39	89	22	89	51	13	30	56	8	66	50	51	215	59	137
ENSDARG00000018107	0	4	0	1	9	3	7	4	0	0	0	0	8	1	9	17	4	7
ENSDARG00000018109	0	7	6	0	5	2	2	9	0	0	8	0	0	0	6	13	0	0
ENSDARG00000018110	0	126	56	19	149	82	96	56	10	42	73	2	76	53	76	210	48	97
ENSDARG00000018111	0	99	49	14	86	22	68	42	7	28	47	7	31	9	62	96	29	90
ENSDARG00000018117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	2
ENSDARG00000018121	0	2	0	0	0	0	2	0	0	9	0	0	0	0	0	34	0	31
ENSDARG00000018124	0	58	49	10	88	43	68	46	6	17	28	7	59	17	40	88	32	90
ENSDARG00000018145	0	112	44	16	181	57	143	52	33	19	49	3	88	16	63	165	14	116
ENSDARG00000018146	0	86	50	35	125	54	117	38	13	22	45	0	94	7	44	179	16	85
ENSDARG00000018149	0	444	151	51	400	267	400	119	39	105	118	14	257	124	183	439	296	338
ENSDARG00000018153	0	19	14	10	47	23	22	12	0	15	11	0	16	11	10	29	20	20
ENSDARG00000018159	0	81	29	12	72	65	56	46	5	11	30	0	45	9	92	96	106	47
ENSDARG00000018162	0	35	27	12	76	32	35	15	0	4	13	1	26	29	20	141	15	42
ENSDARG00000018165	0	1	0	0	10	3	7	17	0	0	7	0	7	9	2	12	9	11
ENSDARG00000018174	0	413	314	117	505	294	418	340	46	150	257	13	309	172	262	738	170	444
ENSDARG00000018178	0	79	74	28	143	42	71	61	12	19	51	11	106	42	81	104	26	96
ENSDARG00000018179	0	21	21	10	90	30	67	12	12	6	24	0	41	22	18	83	10	39
ENSDARG00000018181	0	0	0	0	24	7	0	0	0	0	0	0	0	0	7	36	0	0
ENSDARG00000018190	0	227	160	61	328	122	191	143	33	108	88	1	192	92	139	391	78	252
ENSDARG00000018192	0	501	320	125	684	285	336	280	102	152	212	17	307	159	368	778	176	467
ENSDARG00000018206	0	40	8	9	31	20	42	24	1	31	13	0	35	10	7	90	9	20
ENSDARG00000018228	0	11	0	2	8	4	5	14	2	0	10	0	0	3	3	14	2	8
ENSDARG00000018241	0	119	120	40	106	48	92	75	8	61	84	0	125	51	82	156	44	186
ENSDARG00000018257	0	298	179	57	324	146	301	178	64	98	149	23	146	130	133	629	135	233
ENSDARG00000018259	0	1956	1511	331	2850	935	1186	595	155	676	845	83	1074	720	1554	2479	750	1639
ENSDARG00000018260	0	0	0	0	0	21	0	0	7	0	0	0	5	0	0	9	0	6
ENSDARG00000018263	0	313	394	65	490	240	211	299	56	63	207	25	239	117	151	372	103	92
ENSDARG00000018264	0	132	82	42	165	67	120	55	25	22	55	9	109	48	36	228	41	163
ENSDARG00000018266	0	54	83	29	124	80	135	105	19	15	26	0	52	21	48	161	19	78
ENSDARG00000018270	0	101	37	8	109	68	45	25	5	12	26	2	35	27	44	160	26	82
ENSDARG00000018272	0	160	37	22	168	64	92	175	3	60	94	6	181	30	42	505	92	61
ENSDARG00000018281	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2
ENSDARG00000018283	0	8	5	5	3	1	15	2	4	1	5	0	4	0	1	12	4	7
ENSDARG00000018285	0	156	114	30	207	85	95	100	14	53	53	5	92	48	73	276	46	191
ENSDARG00000018296	0	12	18	9	38	21	64	14	7	8	61	3	26	21	16	101	23	47
ENSDARG00000018301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018303	0	56	34	10	21	0	21	29	4	0	18	0	4	11	0	33	23	40
ENSDARG00000018312	0	61	29	19	92	66	52	40	12	41	34	4	54	13	34	93	46	66
ENSDARG00000018319	0	94	52	24	72	30	132	77	12	20	50	7	93	43	75	189	57	72
ENSDARG00000018321	0	11	18	0	9	10	24	8	0	18	5	4	13	2	5	10	0	16
ENSDARG00000018325	0	46	18	29	71	27	17	23	5	17	25	3	36	23	24	81	27	56
ENSDARG00000018327	0	0	2	0	3	0	1	2	0	1	2	0	4	0	0	1	0	0
ENSDARG00000018328	0	66	36	17	94	66	42	45	0	15	22	0	33	22	34	219	13	116
ENSDARG00000018329	0	31	9	4	29	13	23	5	1	16	2	0	2	3	3	12	12	15
ENSDARG00000018334	0	896	648	229	1335	610	717	484	55	288	433	22	685	314	380	1519	248	906
ENSDARG00000018342	0	92	49	11	53	53	21	40	2	13	49	7	74	16	25	84	16	58
ENSDARG00000018351	0	313	174	88	555	195	236	195	31	110	117	7	277	147	159	550	57	196
ENSDARG00000018361	0	166	99	36	180	75	78	34	18	22	77	4	146	35	130	186	37	133
ENSDARG00000018382	0	23	7	1	14	11	10	20	0	4	8	2	3	0	4	24	0	15
ENSDARG00000018383	0	130	32	4	88	17	73	41	12	22	11	0	59	29	60	83	13	63
ENSDARG00000018393	1	338	140	38	361	154	246	197	30	44	94	10	165	121	120	371	109	314
ENSDARG00000018397	0	80	37	21	168	45	45	62	4	39	29	2	36	18	80	98	33	87
ENSDARG00000018399	0	53	41	20	97	49	55	0	11	8	8	10	39	13	33	138	0	20
ENSDARG00000018404	0	497	493	247	622	334	583	269	118	199	198	17	582	172	244	653	247	364
ENSDARG00000018411	0	12	9	5	44	8	30	8	4	8	18	0	18	2	33	37	12	25
ENSDARG00000018418	0	5	9	0	12	4	7	7	0	0	0	0	16	2	2	45	0	12
ENSDARG00000018423	0	122	36	0	10	8	7	0	7	45	9	18	65	49	26	50	102	75
ENSDARG00000018425	0	316	206	61	405	139	299	119	43	63	155	9	176	109	120	363	89	329
ENSDARG00000018426	0	487	377	105	761	331	469	249	50	167	212	13	255	163	296	815	102	501
ENSDARG00000018432	0	53	34	19	92	45	55	38	6	26	17	1	84	23	40	141	6	80
ENSDARG00000018441	0	80	64	27	125	33	65	34	8	20	36	6	55	29	59	150	19	79
ENSDARG00000018459	0	8	21	9	88	25	23	34	0	26	2	1	13	27	14	59	1	14
ENSDARG00000018460	0	382	195	78	578	191	231	275	42	127	152	5	254	60	229	774	105	531
ENSDARG00000018461	0	141	88	22	219	91	87	81	5	38	77	5	109	38	84	207	58	129
ENSDARG00000018476	0	323	220	52	634	186	333	75	23	88	188	14	190	114	133	399	127	294
ENSDARG00000018478	0	647	247	119	573	277	386	234	51	124	301	19	343	184	210	879	192	525
ENSDARG00000018485	0	29	26	24	53	25	47	29	14	25	18	0	55	4	33	125	13	69
ENSDARG00000018491	0	231	191	47	360	197	225	289	32	81	113	10	210	104	117	344	154	237
ENSDARG00000018492	0	93	39	27	179	76	107	87	25	24	93	2	99	64	64	241	20	150
ENSDARG00000018494	0	14	10	0	10	4	0	7	3	2	9	2	1	3	2	21	1	19
ENSDARG00000018506	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000018508	0	96	53	5	59	31	42	21	7	5	17	0	50	15	28	80	17	52
ENSDARG00000018516	0	47	108	20	75	39	44	55	1	19	25	0	47	18	10	106	15	89
ENSDARG00000018521	0	5	0	0	8	1	5	0	0	0	3	0	0	3	0	13	0	0
ENSDARG00000018524	0	343	211	78	522	150	200	215	85	126	159	26	205	136	154	563	94	404
ENSDARG00000018529	0	126	97	59	303	133	184	82	18	69	47	3	113	60	79	252	34	150
ENSDARG00000018530	0	1	6	5	20	3	6	0	0	7	0	0	3	7	0	26	0	14
ENSDARG00000018534	0	498	505	131	894	394	503	260	76	152	263	14	335	212	343	983	248	470
ENSDARG00000018542	0	14	2	0	4	3	0	0	0	12	0	0	9	5	0	0	0	1
ENSDARG00000018553	0	6	12	2	10	5	8	8	1	2	1	0	12	5	8	9	0	23
ENSDARG00000018559	0	83	45	43	384	80	77	57	17	110	46	0	60	28	44	158	29	151
ENSDARG00000018562	0	41	23	3	128	43	58	39	17	30	42	0	81	24	25	68	47	60
ENSDARG00000018566	0	371	184	74	453	182	283	130	45	98	187	14	199	112	154	359	149	290
ENSDARG00000018569	0	230	66	79	235	88	124	143	24	66	148	9	129	73	160	265	66	191
ENSDARG00000018574	0	80	57	23	141	23	22	30	8	21	25	3	94	10	39	125	42	95
ENSDARG00000018587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000018593	0	52	15	29	81	51	64	35	8	10	31	3	70	22	43	70	17	60
ENSDARG00000018600	0	113	62	16	154	46	80	66	4	18	55	9	72	57	59	153	34	94
ENSDARG00000018602	0	114	88	23	134	58	95	60	17	44	62	11	69	26	64	143	10	63
ENSDARG00000018611	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018616	0	0	0	0	0	0	0	0	0	4	6	0	0	7	0	8	0	2
ENSDARG00000018618	0	163	81	41	215	120	195	111	19	45	107	3	100	87	52	385	65	154
ENSDARG00000018619	0	50	41	27	84	43	116	41	10	34	46	2	35	54	56	86	44	48
ENSDARG00000018621	0	110	57	14	121	53	80	82	0	20	29	2	66	3	49	157	55	98
ENSDARG00000018623	0	0	5	1	19	13	16	20	0	1	11	0	21	4	19	30	3	4
ENSDARG00000018627	0	24	28	0	28	17	12	8	0	24	9	0	5	25	6	40	9	7
ENSDARG00000018637	0	85	54	10	97	51	70	61	14	11	39	0	37	28	17	164	18	68
ENSDARG00000018643	0	30	45	20	61	38	42	34	0	9	27	0	33	23	20	67	10	62
ENSDARG00000018650	0	5	0	2	14	1	3	18	1	0	0	0	5	0	0	0	2	4
ENSDARG00000018653	0	28	29	16	63	37	24	28	0	21	8	0	38	9	29	81	22	55
ENSDARG00000018658	0	101	86	27	173	49	81	69	25	46	88	10	62	33	72	191	29	92
ENSDARG00000018671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000018681	0	1	0	0	16	9	7	2	0	4	17	0	10	0	0	7	6	3
ENSDARG00000018687	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	12	0	0
ENSDARG00000018688	0	7	7	2	15	6	40	0	0	1	0	0	6	5	17	64	0	40
ENSDARG00000018691	0	284	236	55	533	191	237	194	17	127	117	12	189	151	189	615	158	312
ENSDARG00000018693	0	545	420	118	619	283	357	163	42	197	138	16	285	152	329	809	196	526
ENSDARG00000018698	0	126	173	89	149	36	71	47	21	49	51	3	59	32	94	150	96	113
ENSDARG00000018716	0	131	47	62	137	60	115	47	25	51	56	8	88	36	75	239	41	157
ENSDARG00000018721	0	61	27	10	100	24	126	39	50	11	30	6	50	73	110	112	8	65
ENSDARG00000018726	0	37	20	2	94	12	36	12	0	18	20	0	25	9	5	57	10	25
ENSDARG00000018738	0	112	33	17	105	39	95	72	16	17	40	3	48	11	45	166	34	88
ENSDARG00000018742	0	258	131	70	343	199	273	117	19	79	136	6	190	85	161	576	101	281
ENSDARG00000018743	0	35	42	7	57	32	20	12	4	31	27	3	49	12	31	97	8	34
ENSDARG00000018744	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSDARG00000018750	0	57	36	9	49	25	94	32	2	29	21	0	20	16	29	72	6	16
ENSDARG00000018757	0	69	33	24	106	44	47	68	2	19	39	3	52	17	43	136	12	78
ENSDARG00000018765	0	33	13	19	30	12	39	35	6	7	9	1	6	15	5	40	3	37
ENSDARG00000018773	0	83	95	27	141	59	84	59	5	27	44	0	59	27	56	143	28	76
ENSDARG00000018782	0	394	212	92	493	198	562	432	32	229	208	127	292	158	300	815	298	380
ENSDARG00000018787	0	80	26	30	118	60	77	33	1	18	53	2	57	21	47	215	32	118
ENSDARG00000018788	0	10	0	0	21	2	11	0	0	4	11	0	8	7	8	24	7	32
ENSDARG00000018797	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSDARG00000018809	0	52	30	8	43	21	54	25	5	23	34	1	39	7	28	76	10	60
ENSDARG00000018814	0	210	79	88	233	103	212	177	28	39	154	3	137	64	86	501	72	171
ENSDARG00000018817	1	27	16	4	100	9	40	13	0	5	36	2	39	10	26	129	6	71
ENSDARG00000018820	0	308	202	58	389	126	225	167	18	137	117	4	185	129	153	536	94	263
ENSDARG00000018825	0	54	36	6	71	35	48	18	11	36	27	4	10	12	29	110	7	69
ENSDARG00000018840	0	85	34	49	117	64	76	50	1	42	47	4	57	47	83	191	32	118
ENSDARG00000018846	0	364	143	82	346	125	237	127	36	74	122	14	192	71	100	362	40	193
ENSDARG00000018853	0	96	34	22	164	67	152	68	26	37	45	19	102	84	135	219	33	58
ENSDARG00000018854	0	129	54	20	94	78	258	102	12	49	156	3	158	105	112	355	16	52
ENSDARG00000018856	0	111	28	8	80	46	28	21	6	59	20	0	52	38	27	196	55	61
ENSDARG00000018871	0	1	1	0	0	0	0	0	0	4	1	0	0	0	0	3	0	0
ENSDARG00000018881	0	30	22	1	37	4	30	9	0	18	9	0	6	14	11	38	8	14
ENSDARG00000018882	0	179	89	43	225	87	160	140	34	82	84	6	129	70	99	419	87	192
ENSDARG00000018890	0	95	35	15	166	86	139	72	5	35	58	2	93	69	72	237	27	108
ENSDARG00000018891	0	20	20	1	29	11	12	7	11	4	9	0	18	4	23	43	9	29
ENSDARG00000018896	0	61	50	37	83	46	46	79	11	12	58	6	73	27	34	159	69	218
ENSDARG00000018898	0	120	69	27	172	94	114	97	29	41	58	10	134	35	71	249	55	138
ENSDARG00000018902	0	189	108	44	285	153	235	130	42	57	96	4	194	53	140	467	73	272
ENSDARG00000018903	0	83	49	14	128	38	64	63	6	25	33	0	69	52	33	99	15	69
ENSDARG00000018904	0	119	104	38	187	110	127	41	8	77	74	2	87	55	54	232	49	128
ENSDARG00000018907	0	527	480	138	865	294	469	250	49	203	209	32	334	197	367	1013	214	538
ENSDARG00000018914	17	190	152	40	344	136	207	171	40	63	104	3	230	96	177	428	63	230
ENSDARG00000018918	0	13	14	9	16	9	12	1	2	6	5	0	3	7	17	20	13	18
ENSDARG00000018921	0	12	11	6	38	5	22	4	0	0	19	0	17	9	4	31	15	8
ENSDARG00000018923	0	650	417	213	785	415	693	528	76	231	522	50	500	245	721	1378	257	860
ENSDARG00000018936	0	45	25	9	77	22	23	13	2	19	7	0	46	4	18	54	26	27
ENSDARG00000018944	0	0	2	1	3	6	9	7	1	2	11	0	3	1	5	16	0	15
ENSDARG00000018953	0	13	14	6	26	11	16	12	0	1	10	0	9	1	0	29	1	6
ENSDARG00000018956	0	23	7	5	25	16	11	14	1	1	14	0	15	3	3	29	17	0
ENSDARG00000018958	0	13	14	6	21	6	26	7	0	13	11	0	29	87	5	71	10	25
ENSDARG00000018961	0	3068	2009	916	3973	1822	2577	1484	298	944	1599	167	2386	1325	1221	4875	892	2849
ENSDARG00000018966	0	28	34	4	50	18	50	21	0	8	8	0	40	11	18	28	6	33
ENSDARG00000018967	0	54	46	25	78	33	27	19	9	40	17	1	30	20	41	88	23	44
ENSDARG00000018968	0	120	99	34	198	99	103	83	9	38	76	0	106	77	112	254	59	189
ENSDARG00000018971	0	57	58	13	153	66	77	36	11	25	40	7	60	10	38	156	37	82
ENSDARG00000018973	0	135	71	25	235	175	164	98	39	25	71	3	115	54	83	252	47	199
ENSDARG00000018976	0	84	18	37	39	4	23	46	0	1	15	1	48	7	11	53	6	63
ENSDARG00000018980	0	18	5	15	17	15	3	4	1	0	29	0	7	1	7	28	3	12
ENSDARG00000018984	0	105	72	53	114	75	124	35	15	29	41	7	91	26	64	88	19	95
ENSDARG00000018985	0	150	86	28	225	65	132	80	39	54	81	14	109	47	65	362	44	152
ENSDARG00000018989	0	503	316	138	660	331	277	186	48	179	143	0	309	78	279	593	127	540
ENSDARG00000018997	0	88	92	10	128	37	60	33	16	40	32	0	45	30	27	104	21	59
ENSDARG00000019000	0	811	580	189	1304	505	682	335	88	345	404	34	562	365	521	1283	190	953
ENSDARG00000019001	0	14	9	0	3	8	13	4	0	5	24	1	1	3	4	36	25	96
ENSDARG00000019004	0	172	150	50	275	85	144	109	28	34	82	10	125	47	98	289	75	184
ENSDARG00000019008	0	140	132	35	195	66	132	70	19	45	69	10	97	60	86	229	53	156
ENSDARG00000019013	0	11	18	2	29	12	12	5	8	2	16	8	4	10	20	16	6	42
ENSDARG00000019025	0	6	4	4	1	14	1	0	0	0	4	0	0	0	1	8	1	0
ENSDARG00000019033	0	124	86	46	234	55	158	126	9	51	222	0	108	53	84	357	63	96
ENSDARG00000019038	0	36	27	12	59	46	41	6	4	6	22	7	28	10	21	66	18	39
ENSDARG00000019060	0	128	82	26	210	89	98	61	18	54	41	13	101	35	48	126	23	97
ENSDARG00000019062	0	58	18	4	33	28	17	31	2	21	11	3	27	22	21	52	25	31
ENSDARG00000019063	0	94	42	37	173	58	107	51	17	41	47	1	61	46	71	205	14	94
ENSDARG00000019081	0	24	29	30	63	21	27	26	0	31	14	11	35	14	7	68	29	34
ENSDARG00000019093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000019096	0	22	8	0	25	18	13	8	0	3	7	0	12	6	1	28	3	11
ENSDARG00000019098	0	101	65	10	142	40	68	80	10	35	28	7	65	32	44	171	19	91
ENSDARG00000019103	0	128	76	42	233	83	168	54	12	37	120	5	101	46	68	322	45	165
ENSDARG00000019113	0	46	24	14	73	28	62	7	10	12	18	1	31	21	27	105	21	32
ENSDARG00000019116	0	32	75	24	95	46	74	35	10	32	20	0	58	17	28	136	13	48
ENSDARG00000019117	0	97	79	17	144	44	79	65	16	41	48	4	56	37	44	206	42	152
ENSDARG00000019122	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000019125	0	24	32	14	30	17	19	19	7	23	6	2	7	6	11	55	10	36
ENSDARG00000019128	0	144	121	62	180	41	74	55	9	41	67	10	87	44	57	155	80	132
ENSDARG00000019130	0	66	25	39	54	0	23	31	3	35	68	0	0	44	40	256	35	83
ENSDARG00000019135	0	3	2	2	2	7	0	0	0	0	0	3	0	0	0	2	0	8
ENSDARG00000019137	0	185	151	65	254	157	168	166	27	86	107	5	127	71	127	242	57	207
ENSDARG00000019142	0	26	2	5	8	5	11	40	0	1	2	6	28	7	2	34	6	24
ENSDARG00000019144	0	73	38	10	51	13	18	9	2	12	17	1	28	8	8	52	6	30
ENSDARG00000019156	0	13	6	0	1	0	1	0	0	0	26	0	1	2	8	27	15	24
ENSDARG00000019160	0	27	34	13	65	30	12	17	2	0	28	2	30	4	12	50	22	22
ENSDARG00000019179	0	76	26	6	83	39	60	41	3	27	11	1	18	29	23	149	4	45
ENSDARG00000019181	2	2021	1247	384	3013	1092	2029	1564	137	624	666	30	1672	563	812	2518	528	1816
ENSDARG00000019185	0	18	12	0	11	11	26	4	0	5	15	0	15	2	4	16	5	0
ENSDARG00000019191	0	155	126	27	223	112	117	115	53	61	80	8	125	62	87	262	63	218
ENSDARG00000019195	0	35	83	17	87	13	4	23	1	38	51	5	35	5	6	119	6	19
ENSDARG00000019205	0	625	366	154	692	281	437	348	65	170	277	29	474	164	283	1017	205	522
ENSDARG00000019207	0	0	0	0	0	1	0	7	0	0	0	0	2	0	1	11	0	3
ENSDARG00000019208	0	105	107	17	224	81	111	91	13	90	38	6	81	30	115	213	33	138
ENSDARG00000019213	0	42	44	19	73	18	38	25	5	40	29	0	42	23	29	135	13	74
ENSDARG00000019222	0	89	39	2	68	41	32	32	8	17	21	0	41	4	37	69	17	54
ENSDARG00000019223	0	267	159	54	286	163	249	180	16	63	161	7	204	106	132	716	103	253
ENSDARG00000019228	0	68	54	35	51	40	53	40	1	10	10	0	56	2	25	97	21	33
ENSDARG00000019230	11	2722	1592	719	3939	1709	2759	1619	336	926	1049	99	1985	732	1328	4537	763	2621
ENSDARG00000019231	0	1607	1415	386	3089	825	1450	783	244	921	917	63	1190	471	885	2637	399	1956
ENSDARG00000019233	0	42	14	2	26	34	46	36	0	22	11	4	29	24	5	46	18	67
ENSDARG00000019235	0	215	114	69	309	92	130	93	1	47	101	11	102	66	130	393	91	213
ENSDARG00000019236	0	13	24	21	38	37	53	26	17	26	37	0	0	0	18	72	0	32
ENSDARG00000019239	0	45	50	2	86	61	93	66	2	41	34	17	24	16	43	145	28	89
ENSDARG00000019250	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000019253	3	555	244	125	759	301	550	299	52	207	326	32	444	182	268	997	165	481
ENSDARG00000019260	0	73	41	25	124	53	48	41	3	7	44	1	75	17	46	127	5	71
ENSDARG00000019265	0	18	40	9	23	17	15	15	2	5	9	4	1	16	14	51	11	43
ENSDARG00000019274	0	11	17	7	57	11	21	15	3	8	17	0	18	1	7	24	8	16
ENSDARG00000019278	0	23	5	5	18	32	15	17	0	17	10	0	6	16	22	25	3	16
ENSDARG00000019280	0	156	119	40	245	72	149	79	29	75	87	0	100	61	97	273	52	181
ENSDARG00000019293	0	59	47	0	39	6	44	29	8	40	27	0	21	5	13	67	13	93
ENSDARG00000019294	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ENSDARG00000019299	0	57	70	15	184	55	61	66	27	40	59	2	77	45	118	349	34	159
ENSDARG00000019300	0	40	16	25	73	24	59	25	18	23	21	0	19	31	28	70	31	65
ENSDARG00000019302	0	348	268	76	478	174	258	179	43	102	161	15	229	118	164	522	126	282
ENSDARG00000019304	0	65	18	16	84	20	10	41	2	11	18	0	23	2	18	55	1	44
ENSDARG00000019307	0	17	30	0	50	0	8	21	0	0	1	0	0	0	17	30	13	7
ENSDARG00000019311	0	15	0	2	10	14	19	16	0	1	9	0	7	2	13	44	8	29
ENSDARG00000019312	0	30	11	10	34	14	15	10	0	2	17	0	12	0	19	24	26	44
ENSDARG00000019316	0	17	65	12	112	33	22	130	1	2	4	0	39	66	76	48	1447	34
ENSDARG00000019326	0	102	41	5	161	89	104	53	6	14	35	3	59	40	26	121	68	63
ENSDARG00000019328	0	207	204	54	469	188	251	124	18	133	126	18	164	99	146	541	153	253
ENSDARG00000019332	0	299	161	69	254	121	204	71	28	107	81	6	167	60	63	251	78	203
ENSDARG00000019335	0	21	11	10	20	10	11	13	0	1	2	0	10	9	11	12	9	20
ENSDARG00000019338	0	37	29	6	44	8	26	52	0	16	11	0	20	12	13	46	21	67
ENSDARG00000019339	0	27	7	0	24	9	22	2	0	0	10	0	11	13	7	42	8	28
ENSDARG00000019341	0	61	42	27	119	32	72	32	21	52	71	11	29	37	45	138	43	135
ENSDARG00000019342	0	40	35	8	24	32	25	16	4	7	22	0	10	14	4	38	17	31
ENSDARG00000019345	0	177	123	54	351	97	131	54	18	81	73	3	53	49	97	328	43	115
ENSDARG00000019353	0	818	546	183	1042	524	761	606	92	286	602	26	500	262	429	1827	242	930
ENSDARG00000019355	0	24	6	7	26	7	3	7	3	3	3	1	0	4	16	27	3	17
ENSDARG00000019357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000019360	0	184	144	32	196	184	274	158	8	34	56	10	66	32	52	305	53	272
ENSDARG00000019362	0	72	44	54	177	24	91	71	21	40	155	2	110	29	66	279	38	95
ENSDARG00000019364	0	11	25	0	23	25	24	16	3	3	11	0	13	7	10	41	4	20
ENSDARG00000019365	0	26	14	2	18	10	30	4	0	9	46	0	9	0	6	20	0	12
ENSDARG00000019367	0	92	98	23	151	25	65	46	5	17	40	2	74	27	32	186	30	101
ENSDARG00000019371	0	25	33	15	47	6	30	24	4	9	4	0	31	4	28	47	10	28
ENSDARG00000019383	0	308	296	108	485	210	311	245	79	117	179	9	270	155	172	694	109	388
ENSDARG00000019392	0	100	51	27	122	22	81	41	0	27	47	0	56	4	37	140	0	44
ENSDARG00000019396	0	12	0	0	21	3	15	6	0	0	1	0	0	0	2	2	0	13
ENSDARG00000019398	0	98	37	14	111	44	97	45	4	41	44	0	20	19	56	94	26	100
ENSDARG00000019404	1	337	167	48	393	164	217	218	19	79	187	20	195	84	122	407	107	182
ENSDARG00000019406	0	4	7	0	30	1	15	7	0	11	0	0	7	0	7	16	0	9
ENSDARG00000019417	0	42	30	8	58	30	33	31	29	10	35	1	32	21	15	70	8	60
ENSDARG00000019418	0	0	14	4	43	12	0	0	0	0	14	0	3	3	9	34	5	26
ENSDARG00000019420	0	159	154	60	232	115	210	154	20	77	183	2	136	55	148	555	78	178
ENSDARG00000019426	0	339	251	108	574	251	316	197	27	132	233	11	309	132	250	832	122	364
ENSDARG00000019438	0	173	79	26	177	106	135	93	10	55	59	11	29	51	90	196	21	93
ENSDARG00000019442	0	59	22	22	45	15	42	23	3	9	16	0	36	9	11	102	24	79
ENSDARG00000019444	0	73	40	22	117	57	105	51	10	45	31	0	53	29	46	105	41	78
ENSDARG00000019451	0	109	54	14	77	62	41	25	12	27	7	0	33	21	39	126	24	94
ENSDARG00000019457	0	11	23	0	54	3	31	42	10	0	32	0	20	3	10	53	5	49
ENSDARG00000019459	0	135	43	26	129	63	41	53	4	20	69	4	96	30	47	148	20	127
ENSDARG00000019484	0	10	36	5	43	17	39	10	0	7	20	0	8	26	17	31	8	36
ENSDARG00000019487	0	23	15	4	14	18	39	14	1	38	29	0	22	27	8	36	8	27
ENSDARG00000019492	0	122	45	30	99	55	65	70	5	40	43	5	114	35	38	130	33	74
ENSDARG00000019496	0	38	42	20	57	37	53	9	3	8	13	0	27	0	28	96	35	47
ENSDARG00000019498	0	93	46	9	123	69	52	34	9	15	54	8	57	46	43	158	17	75
ENSDARG00000019501	0	96	51	33	158	53	91	57	11	29	43	0	47	26	45	159	19	64
ENSDARG00000019503	0	4	0	0	6	2	2	0	0	0	11	0	6	3	11	1	7	1
