#NAME	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6
#CLASS:DOSE	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	100	100	100	0	0	0
ENSDARG00000054456	0	47	40	8	104	63	65	33	4	16	29	3	48	63	48	111	34	100
ENSDARG00000054458	0	556	208	206	529	192	449	194	75	181	177	60	255	159	213	906	181	348
ENSDARG00000054473	0	15	6	4	13	11	22	28	0	9	2	0	6	0	4	35	2	23
ENSDARG00000054501	0	77	44	13	75	71	18	34	13	17	14	0	40	18	27	100	29	40
ENSDARG00000054510	0	23	0	2	15	9	7	8	9	2	0	0	13	6	6	28	2	15
ENSDARG00000054530	0	95	93	44	131	87	56	101	20	36	53	0	159	23	116	177	16	110
ENSDARG00000054533	0	302	104	65	330	145	223	170	60	117	182	20	123	68	189	548	72	379
ENSDARG00000054534	0	78	46	26	78	10	11	14	7	5	12	0	62	10	14	72	12	52
ENSDARG00000054537	0	202	65	25	117	115	289	69	15	63	50	10	88	32	55	330	40	99
ENSDARG00000054539	0	73	102	40	119	61	94	66	18	24	80	0	97	13	61	163	43	83
ENSDARG00000054540	0	14	5	11	29	6	20	30	0	7	14	0	24	12	22	34	3	40
ENSDARG00000054542	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSDARG00000054543	0	76	54	31	85	30	34	18	16	8	25	4	16	7	40	150	23	39
ENSDARG00000054548	0	1	6	0	0	0	0	0	0	0	0	0	0	0	3	7	0	4
ENSDARG00000054560	0	6	4	0	0	0	2	1	0	0	0	0	2	0	3	23	3	10
ENSDARG00000054562	0	3	0	10	24	0	9	7	0	0	3	0	5	0	12	27	0	12
ENSDARG00000054570	0	114	37	0	144	39	166	73	15	45	73	6	85	15	87	240	55	77
ENSDARG00000054572	0	7	14	0	46	11	24	10	7	6	22	0	15	7	12	54	2	19
ENSDARG00000054574	0	0	3	6	14	3	5	4	2	1	6	0	6	3	6	31	1	11
ENSDARG00000054575	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0
ENSDARG00000054578	0	182	75	30	185	101	122	84	5	39	69	1	107	66	74	323	39	126
ENSDARG00000054583	0	7	15	4	51	20	12	16	0	8	3	0	7	7	20	34	1	20
ENSDARG00000054584	0	12	1	0	30	8	5	11	6	5	4	0	16	1	8	37	7	31
ENSDARG00000054588	0	4	0	0	10	2	0	5	0	0	0	0	0	0	0	6	0	7
ENSDARG00000054597	0	64	72	14	89	39	92	48	7	65	56	3	93	63	25	93	32	152
ENSDARG00000054606	0	8	13	2	1	16	11	9	0	0	0	0	12	0	9	45	1	1
ENSDARG00000054609	0	117	44	24	122	53	103	83	10	79	38	9	106	31	67	163	21	122
ENSDARG00000054610	0	34	0	9	29	0	12	17	0	0	12	0	18	29	0	22	0	14
ENSDARG00000054616	0	740	355	230	762	394	650	558	92	192	431	23	409	188	285	1397	252	873
ENSDARG00000054619	0	304	178	146	359	156	330	92	9	101	191	2	235	119	117	512	130	296
ENSDARG00000054632	0	192	108	60	152	107	128	82	16	60	95	26	189	36	34	221	43	164
ENSDARG00000054641	0	49	34	8	108	40	88	34	5	34	54	0	39	51	38	150	13	55
ENSDARG00000054645	0	36	24	7	51	9	23	3	1	28	6	0	16	5	11	60	7	24
ENSDARG00000054649	0	2	3	0	0	0	0	0	0	0	0	0	0	4	0	9	0	13
ENSDARG00000054655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054658	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	4	0	0
ENSDARG00000054666	0	125	41	18	131	57	107	43	6	64	73	11	112	29	52	181	26	84
ENSDARG00000054667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
ENSDARG00000054680	0	0	0	0	4	0	0	2	0	2	9	0	4	0	0	0	1	3
ENSDARG00000054683	0	64	28	6	57	19	49	22	13	45	16	15	53	27	37	47	34	51
ENSDARG00000054690	0	43	21	2	46	13	23	30	1	18	23	5	20	20	18	66	26	17
ENSDARG00000054696	0	204	96	39	225	98	151	102	16	63	76	14	168	47	100	304	59	131
ENSDARG00000054700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054707	0	113	74	3	178	76	97	99	19	60	61	1	76	30	66	266	71	115
ENSDARG00000054718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054720	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054723	0	359	230	145	569	259	280	326	61	174	157	16	274	93	294	1256	144	469
ENSDARG00000054734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054741	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	18	0	0
ENSDARG00000054744	0	0	7	2	0	0	0	0	0	0	0	0	0	3	0	8	0	9
ENSDARG00000054746	0	173	95	48	307	107	177	168	36	66	110	11	135	60	84	254	72	241
ENSDARG00000054748	0	95	40	16	123	23	62	17	16	30	40	1	27	18	23	104	6	65
ENSDARG00000054749	0	65	63	7	189	63	48	56	12	96	75	10	42	28	39	217	27	85
ENSDARG00000054753	0	781	425	116	763	402	560	531	78	229	342	22	390	215	299	595	319	459
ENSDARG00000054754	0	12	32	0	65	7	30	26	9	13	9	0	12	6	28	48	15	32
ENSDARG00000054755	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	4
ENSDARG00000054771	0	24	23	17	55	10	26	23	0	2	27	0	14	5	16	58	6	39
ENSDARG00000054777	0	90	48	37	138	31	111	57	10	29	81	9	62	38	60	147	30	105
ENSDARG00000054778	0	52	40	8	70	33	38	40	0	18	30	2	15	8	51	87	18	64
ENSDARG00000054786	0	0	3	7	9	11	11	0	7	8	0	0	8	0	0	6	3	20
ENSDARG00000054789	0	7	13	0	25	15	9	10	0	13	5	3	4	11	20	29	1	10
ENSDARG00000054793	0	172	82	57	190	66	83	85	1	54	37	3	88	66	79	211	80	93
ENSDARG00000054794	0	25	12	0	14	11	8	9	0	4	1	0	6	12	5	24	5	12
ENSDARG00000054797	0	6	3	1	7	0	2	6	3	0	2	0	1	7	1	3	0	8
ENSDARG00000054799	0	75	73	61	149	84	62	48	15	44	55	12	50	36	69	213	54	108
ENSDARG00000054804	0	491	282	140	668	208	219	271	56	257	208	22	212	155	262	687	195	488
ENSDARG00000054805	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	73	0	8
ENSDARG00000054807	0	60	26	16	107	69	5	63	0	11	0	0	19	25	13	97	40	33
ENSDARG00000054814	0	369	192	74	727	337	325	260	30	118	175	21	418	182	273	744	192	374
ENSDARG00000054818	0	265	121	61	534	214	246	216	43	79	215	0	207	98	97	719	103	399
ENSDARG00000054821	0	19	9	1	35	10	11	25	0	6	10	0	23	8	1	38	2	7
ENSDARG00000054823	0	68	34	32	86	45	51	48	3	11	38	0	48	25	45	78	16	36
ENSDARG00000054827	0	2	0	0	12	0	4	8	0	4	1	0	3	0	0	17	0	4
ENSDARG00000054829	0	77	26	41	112	44	57	49	2	18	47	9	28	20	48	168	20	132
ENSDARG00000054833	0	154	91	52	224	94	132	110	11	46	63	9	106	93	66	283	54	115
ENSDARG00000054835	0	26	23	6	21	10	25	7	1	13	8	0	36	2	4	63	7	14
ENSDARG00000054837	0	23	15	6	13	2	2	0	0	9	0	0	5	2	7	16	0	10
ENSDARG00000054842	0	21	20	5	47	19	41	26	3	6	17	0	25	33	19	78	2	19
ENSDARG00000054846	0	0	5	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
ENSDARG00000054847	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSDARG00000054848	0	112	47	20	135	48	84	39	7	36	46	0	86	25	58	137	24	76
ENSDARG00000054849	0	69	59	16	94	45	104	63	4	51	50	7	42	43	35	162	17	98
ENSDARG00000054856	0	33	10	5	22	11	4	12	9	9	15	0	18	20	10	33	3	7
ENSDARG00000054858	0	141	83	21	191	76	153	69	23	37	48	3	115	50	102	278	52	92
ENSDARG00000054864	1	571	293	103	813	374	514	361	51	215	308	16	332	191	296	951	224	541
ENSDARG00000054867	0	63	32	19	80	49	53	30	10	13	18	2	50	37	39	119	14	43
ENSDARG00000054874	0	19	30	9	61	10	16	34	0	11	17	0	26	22	14	62	2	39
ENSDARG00000054878	0	17	16	5	17	19	39	9	0	3	7	3	17	6	15	19	12	29
ENSDARG00000054879	0	30	26	13	75	24	32	15	2	17	14	2	57	8	36	101	17	52
ENSDARG00000054890	0	359	147	94	466	205	329	261	54	85	180	2	162	79	301	1090	80	287
ENSDARG00000054898	0	3	5	0	25	9	6	5	0	0	4	0	0	5	11	16	5	1
ENSDARG00000054903	0	61	62	0	123	52	40	38	36	63	22	8	43	32	67	211	40	93
ENSDARG00000054906	0	45	51	7	122	50	57	46	2	41	29	0	74	24	20	99	35	99
ENSDARG00000054907	0	99	49	12	91	61	54	35	14	5	42	0	69	24	38	171	33	94
ENSDARG00000054911	0	26	7	5	30	5	21	10	1	3	6	0	11	6	4	43	6	22
ENSDARG00000054914	0	47	23	15	29	37	40	34	2	7	41	0	67	9	25	51	11	55
ENSDARG00000054916	0	35	2	6	85	46	47	4	5	0	10	1	18	6	32	51	4	24
ENSDARG00000054929	0	30	14	2	29	20	6	19	4	8	12	0	9	10	41	64	11	39
ENSDARG00000054930	0	97	44	14	129	65	86	58	6	39	76	2	117	40	73	143	42	86
ENSDARG00000054931	0	27	18	4	39	22	23	0	2	10	45	0	19	11	36	96	48	25
ENSDARG00000054934	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	7	0	0
ENSDARG00000054937	0	13	20	1	10	12	11	4	0	0	0	0	8	4	3	9	1	21
ENSDARG00000054941	0	9	9	0	35	21	11	3	1	5	2	0	16	7	0	12	14	40
ENSDARG00000054942	0	14	38	1	53	19	2	10	20	3	13	0	25	8	5	17	3	23
ENSDARG00000054946	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSDARG00000054949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054950	0	7	1	0	1	3	4	0	0	0	4	0	20	11	0	7	3	2
ENSDARG00000054957	0	10	1	4	26	6	14	5	0	4	1	0	18	14	21	43	10	33
ENSDARG00000054963	0	5	3	0	9	9	7	2	0	3	3	0	0	7	15	22	5	3
ENSDARG00000054968	0	0	2	1	0	0	12	0	0	2	10	0	0	3	9	11	1	4
ENSDARG00000054973	0	336	204	90	372	156	345	229	58	143	216	16	263	96	230	542	85	344
ENSDARG00000054975	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000054978	0	276	168	37	323	163	173	111	41	97	44	14	98	65	75	447	50	195
ENSDARG00000054980	3	95	61	26	72	131	196	63	32	72	91	2	134	20	50	158	21	200
ENSDARG00000054984	0	78	35	15	130	54	69	44	17	42	47	8	78	34	19	178	15	72
ENSDARG00000055009	0	292	179	55	384	157	164	108	54	78	68	3	166	91	173	402	89	251
ENSDARG00000055011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055014	0	11	11	0	9	1	2	7	0	2	12	0	19	0	14	21	6	5
ENSDARG00000055022	0	338	331	60	619	207	255	183	21	76	139	0	224	79	178	784	122	408
ENSDARG00000055026	0	160	127	20	219	105	131	88	17	38	62	2	94	42	96	228	77	162
ENSDARG00000055027	0	16	2	5	20	9	24	3	0	3	14	0	21	0	12	11	9	41
ENSDARG00000055036	0	90	26	33	91	28	90	71	10	56	40	5	57	19	27	95	21	71
ENSDARG00000055043	0	29	18	15	21	14	20	26	0	17	21	0	19	15	19	32	19	23
ENSDARG00000055045	0	53	76	31	115	30	84	83	21	39	61	2	58	33	65	151	34	69
ENSDARG00000055046	0	2	6	0	34	1	0	19	0	0	0	0	5	0	5	5	2	4
ENSDARG00000055052	0	89	106	41	204	17	168	11	25	53	72	5	103	31	63	177	30	162
ENSDARG00000055053	0	25	5	2	17	23	28	12	11	6	11	0	4	1	3	21	3	25
ENSDARG00000055054	0	89	64	24	127	40	95	41	15	22	26	7	76	35	36	183	35	86
ENSDARG00000055064	0	88	61	65	177	83	92	59	23	31	71	12	102	40	118	219	49	135
ENSDARG00000055066	0	30	3	9	26	14	0	8	0	2	6	0	15	13	3	23	4	13
ENSDARG00000055070	0	0	0	0	1	0	0	5	0	2	0	0	0	0	0	6	1	0
ENSDARG00000055075	0	199	237	141	355	145	199	166	54	76	151	89	278	45	198	662	37	301
ENSDARG00000055076	0	171	56	56	168	74	156	85	21	49	66	3	128	62	124	355	52	90
ENSDARG00000055078	0	8	22	3	14	8	18	11	1	17	0	1	17	1	23	33	12	31
ENSDARG00000055080	0	49	40	11	155	50	47	71	4	28	16	0	51	21	52	117	40	57
ENSDARG00000055086	0	76	41	34	102	47	91	121	4	76	142	0	136	28	53	139	19	70
ENSDARG00000055092	0	78	52	31	116	33	57	89	3	33	47	2	101	46	48	266	30	81
ENSDARG00000055093	0	131	115	92	183	110	252	175	18	54	145	4	172	53	111	462	67	235
ENSDARG00000055099	0	153	120	26	202	98	137	97	19	48	114	9	80	51	85	260	40	99
ENSDARG00000055100	0	50	28	10	46	29	31	39	10	20	17	1	8	8	23	48	4	61
ENSDARG00000055106	0	57	49	24	97	57	50	45	6	40	41	6	48	27	49	142	35	75
ENSDARG00000055108	0	25	27	18	65	23	39	12	0	28	24	2	1	4	13	55	4	52
ENSDARG00000055113	0	149	68	22	121	57	106	61	2	36	103	39	61	11	63	273	26	104
ENSDARG00000055115	0	23	24	31	60	43	77	38	46	14	12	0	30	12	12	85	9	37
ENSDARG00000055118	0	93	74	17	72	55	88	61	8	39	66	8	52	29	69	245	23	101
ENSDARG00000055120	0	433	301	123	304	366	392	169	31	187	281	15	235	96	205	671	96	376
ENSDARG00000055123	0	9	7	4	19	6	13	20	5	12	14	0	0	2	5	29	3	9
ENSDARG00000055124	0	60	70	60	93	73	88	53	36	25	51	9	94	34	29	263	16	90
ENSDARG00000055128	0	0	5	0	9	7	0	15	2	9	7	0	9	0	0	22	11	11
ENSDARG00000055129	0	74	32	15	101	48	96	39	11	20	39	3	55	15	65	153	41	66
ENSDARG00000055132	0	57	33	6	110	31	21	8	3	27	10	0	32	37	25	97	21	70
ENSDARG00000055133	0	338	261	99	675	241	305	167	31	193	160	11	212	203	232	667	122	465
ENSDARG00000055136	0	29	30	8	36	24	38	10	0	11	29	0	39	1	6	22	21	13
ENSDARG00000055138	0	10	10	1	5	6	17	4	4	5	4	0	0	0	5	4	1	5
ENSDARG00000055151	0	138	74	8	117	52	100	35	24	21	36	5	93	28	82	147	63	117
ENSDARG00000055154	0	124	104	12	162	30	69	43	15	32	45	0	72	55	77	155	33	91
ENSDARG00000055158	0	127	79	19	131	72	107	46	11	54	80	11	57	16	90	174	54	99
ENSDARG00000055159	0	1	16	11	9	6	8	6	0	0	2	0	6	4	6	11	0	6
ENSDARG00000055160	0	0	1	0	1	0	10	0	0	1	1	0	4	1	0	4	4	0
ENSDARG00000055162	0	67	24	9	105	59	50	77	5	5	25	4	70	32	33	65	49	60
ENSDARG00000055163	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055172	0	247	113	25	418	141	275	134	22	87	136	20	178	96	220	421	80	292
ENSDARG00000055175	0	43	12	0	21	11	4	3	3	5	12	0	12	3	15	18	2	13
ENSDARG00000055177	0	29	5	7	49	26	19	28	7	13	30	0	27	1	23	59	2	39
ENSDARG00000055185	0	23	7	4	49	22	19	14	2	0	10	0	5	11	11	21	8	18
ENSDARG00000055186	0	15	0	0	17	7	12	2	0	0	16	0	8	2	1	23	0	23
ENSDARG00000055190	0	58	48	26	98	41	60	35	4	52	54	2	41	26	42	122	12	108
ENSDARG00000055192	6	3973	2335	1790	4115	2865	4816	3199	623	1214	3684	197	3419	1201	2464	11049	1290	5311
ENSDARG00000055206	0	44	18	10	44	14	20	26	9	17	17	2	11	5	24	49	16	22
ENSDARG00000055216	0	247	214	65	509	119	103	126	10	188	88	1	153	110	170	280	132	408
ENSDARG00000055223	0	111	51	24	130	78	68	29	9	27	53	3	76	51	77	216	20	95
ENSDARG00000055225	0	179	106	45	192	92	191	115	19	88	108	33	139	44	127	321	44	165
ENSDARG00000055226	0	53	14	1	44	9	31	41	8	1	18	0	32	12	3	52	24	15
ENSDARG00000055229	0	2	1	0	11	11	3	8	5	0	10	0	8	0	14	30	4	29
ENSDARG00000055232	0	2	0	0	0	12	14	2	0	0	0	0	3	4	4	8	7	11
ENSDARG00000055238	0	0	0	2	19	2	13	7	0	0	0	0	5	0	3	2	6	1
ENSDARG00000055240	0	234	106	60	348	102	168	129	53	69	91	17	229	54	159	359	60	164
ENSDARG00000055245	0	11	7	0	1	10	8	0	0	0	9	0	11	4	0	16	0	2
ENSDARG00000055250	0	0	1	0	0	0	8	1	0	0	0	0	0	0	0	3	0	0
ENSDARG00000055252	0	36	24	10	39	7	25	32	0	1	11	0	11	10	14	57	10	29
ENSDARG00000055253	0	4	0	0	7	0	3	1	0	4	1	0	1	9	36	15	7	3
ENSDARG00000055255	0	49	6	27	59	7	28	16	5	54	32	3	38	18	54	78	12	57
ENSDARG00000055270	0	8	7	2	47	3	9	19	3	2	3	0	23	45	2	24	7	26
ENSDARG00000055271	0	26	41	18	62	16	49	25	4	31	37	1	50	17	33	70	17	56
ENSDARG00000055276	0	49	35	19	56	24	17	38	0	15	35	0	23	9	27	59	11	37
ENSDARG00000055278	0	167	62	55	82	0	185	148	0	42	0	11	149	0	105	327	0	181
ENSDARG00000055279	0	8	2	4	7	2	11	3	2	4	9	0	0	3	10	54	0	24
ENSDARG00000055283	0	199	173	57	348	134	224	144	11	85	98	7	178	69	112	428	130	271
ENSDARG00000055284	0	156	30	21	93	66	142	112	18	32	71	1	52	68	40	209	10	59
ENSDARG00000055288	0	8	11	2	24	0	13	1	0	3	2	0	0	2	0	8	4	12
ENSDARG00000055290	0	14	2	7	4	0	7	0	2	15	0	0	4	0	1	3	0	0
ENSDARG00000055291	0	69	18	11	56	35	60	36	22	18	72	0	33	16	34	81	18	71
ENSDARG00000055292	0	149	98	29	168	77	144	80	10	47	100	11	111	49	71	322	36	152
ENSDARG00000055294	0	0	0	0	8	0	2	0	0	0	0	0	6	0	0	9	0	0
ENSDARG00000055295	0	0	0	0	18	8	7	0	7	0	4	0	2	4	4	7	0	0
ENSDARG00000055300	0	0	0	0	34	0	0	0	0	12	4	0	0	0	0	22	0	24
ENSDARG00000055302	0	61	43	18	122	16	91	57	2	24	15	0	62	14	57	145	26	49
ENSDARG00000055305	0	54	60	9	176	61	104	66	3	31	43	2	78	35	69	208	50	69
ENSDARG00000055307	0	241	135	42	301	123	213	198	41	118	140	0	147	68	156	455	117	231
ENSDARG00000055313	0	29	14	6	12	10	25	7	3	12	8	4	38	5	6	35	5	10
ENSDARG00000055314	0	69	59	10	155	62	82	37	8	48	49	8	70	45	34	165	36	78
ENSDARG00000055317	0	17	8	0	18	2	2	0	0	3	6	0	3	7	4	11	1	9
ENSDARG00000055331	0	0	0	4	20	3	0	11	0	0	9	0	3	0	4	36	0	10
ENSDARG00000055332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSDARG00000055338	0	0	0	0	1	0	5	1	0	0	0	0	31	14	0	3	1	0
ENSDARG00000055339	0	129	72	24	178	51	147	70	20	41	46	0	92	45	52	196	21	99
ENSDARG00000055342	0	48	17	16	59	15	42	45	4	39	21	0	53	6	58	76	5	58
ENSDARG00000055344	0	35	37	17	74	38	55	33	6	15	37	0	47	17	24	105	19	80
ENSDARG00000055346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055349	0	56	30	16	130	19	39	35	2	16	56	2	25	18	45	91	30	76
ENSDARG00000055350	0	249	106	59	492	165	216	193	20	115	182	4	223	77	178	540	95	362
ENSDARG00000055357	0	148	139	36	206	101	156	92	16	60	58	1	89	61	92	228	44	176
ENSDARG00000055359	0	3	1	0	9	2	0	1	0	3	11	0	0	0	0	4	2	0
ENSDARG00000055360	0	52	40	9	70	16	22	23	0	19	23	0	16	12	10	86	9	53
ENSDARG00000055365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
ENSDARG00000055370	0	4	23	0	6	1	16	4	0	3	1	2	28	1	13	74	8	6
ENSDARG00000055373	0	165	111	38	202	74	137	83	19	45	72	4	132	50	60	194	83	169
ENSDARG00000055374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055377	0	27	24	2	43	11	21	10	2	4	9	1	19	14	10	38	11	16
ENSDARG00000055381	0	57	25	14	147	78	58	59	2	13	59	2	35	14	59	97	34	67
ENSDARG00000055383	0	13	46	10	56	11	24	25	2	9	18	0	15	11	5	65	29	17
ENSDARG00000055388	0	71	42	42	137	37	70	36	8	15	22	3	63	39	44	137	43	87
ENSDARG00000055389	0	678	484	245	1039	444	528	474	69	252	393	11	584	289	391	1243	238	794
ENSDARG00000055395	0	7	16	2	20	3	16	2	0	0	6	0	4	3	15	30	9	12
ENSDARG00000055398	0	37	47	8	82	34	39	23	4	7	17	0	22	17	31	64	16	30
ENSDARG00000055400	0	65	35	9	49	3	51	1	0	9	7	3	39	17	7	55	28	28
ENSDARG00000055412	0	67	28	25	278	23	78	181	0	24	47	7	58	36	28	82	27	133
ENSDARG00000055415	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055416	0	86	68	13	101	30	88	27	20	4	52	8	39	37	50	124	12	75
ENSDARG00000055426	0	5	5	7	15	13	23	12	0	6	17	0	4	10	16	16	23	12
ENSDARG00000055429	0	337	177	91	310	219	263	201	57	90	196	7	160	90	283	385	79	241
ENSDARG00000055431	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000055433	0	45	25	4	54	10	26	26	0	15	20	1	37	2	18	45	8	30
ENSDARG00000055436	0	29	5	18	18	15	10	16	0	14	16	0	31	13	18	53	8	26
ENSDARG00000055437	0	3	0	0	3	0	4	1	0	0	0	0	8	0	0	7	0	0
ENSDARG00000055439	0	20	6	3	18	6	16	10	0	6	12	0	15	7	24	33	2	17
ENSDARG00000055443	0	71	38	14	78	29	84	33	15	29	31	4	43	43	34	158	18	90
ENSDARG00000055445	0	4	4	1	32	2	3	0	0	1	11	0	6	1	14	34	7	7
ENSDARG00000055455	1	844	531	144	1062	425	506	285	77	268	401	25	548	277	495	1468	303	950
ENSDARG00000055459	0	41	14	14	55	26	28	12	3	9	8	1	23	15	23	36	3	39
ENSDARG00000055463	0	51	30	10	78	17	33	35	0	22	3	0	31	4	0	117	4	31
ENSDARG00000055467	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
ENSDARG00000055470	0	24	15	0	30	0	2	6	0	0	20	0	4	7	18	20	7	0
ENSDARG00000055472	0	19	7	7	36	13	46	18	2	17	8	0	26	0	6	23	4	30
ENSDARG00000055474	0	7	1	3	19	3	5	8	0	0	10	0	3	3	3	18	0	4
ENSDARG00000055475	0	236	100	41	269	94	162	116	23	64	101	0	143	55	63	298	47	201
ENSDARG00000055476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ENSDARG00000055477	0	108	35	17	103	23	97	38	14	23	25	0	84	35	28	105	18	52
ENSDARG00000055479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055481	0	80	62	17	124	22	72	52	10	40	18	0	50	37	69	149	22	117
ENSDARG00000055490	0	25	31	10	18	22	35	42	6	16	8	0	14	24	28	80	1	56
ENSDARG00000055493	0	146	104	10	250	86	145	39	43	43	93	2	34	67	58	156	45	108
ENSDARG00000055498	0	6	6	0	11	14	5	0	0	0	2	0	4	0	3	14	2	0
ENSDARG00000055502	0	299	160	43	403	93	184	123	16	87	109	13	144	101	151	535	111	239
ENSDARG00000055504	0	214	117	35	292	156	121	189	5	77	134	17	161	89	117	404	45	225
ENSDARG00000055506	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000055510	0	3	6	0	11	0	13	6	3	8	8	0	10	18	8	19	0	9
ENSDARG00000055514	0	7	2	4	6	4	19	10	0	1	0	0	2	7	4	32	1	22
ENSDARG00000055518	1	1375	700	179	1433	469	723	490	102	274	346	30	772	444	373	1455	346	1249
ENSDARG00000055520	0	0	0	0	1	0	3	0	0	0	2	0	0	0	3	0	12	0
ENSDARG00000055523	0	92	107	18	78	60	34	36	2	12	9	0	55	7	11	63	13	55
ENSDARG00000055524	0	22	7	2	16	18	30	8	0	11	8	2	11	8	9	63	5	20
ENSDARG00000055525	0	29	5	0	21	0	8	4	0	6	5	0	0	2	10	18	0	3
ENSDARG00000055527	0	26	65	7	88	17	23	11	0	17	29	0	5	36	68	50	35	58
ENSDARG00000055530	0	114	54	31	111	51	84	25	8	27	46	0	88	30	40	172	17	90
ENSDARG00000055534	0	12	6	15	16	7	18	8	4	0	4	0	2	8	21	41	1	13
ENSDARG00000055536	0	106	84	33	209	72	86	86	12	22	38	0	66	53	58	159	24	106
ENSDARG00000055538	0	50	49	11	106	27	51	33	9	19	36	0	60	31	24	144	47	65
ENSDARG00000055539	0	142	48	19	117	49	117	105	4	36	39	3	107	40	60	224	31	193
ENSDARG00000055540	0	79	43	15	148	76	94	37	14	36	34	1	69	37	50	189	27	66
ENSDARG00000055543	0	444	369	73	761	279	272	191	60	149	216	15	208	145	208	723	181	514
ENSDARG00000055548	0	107	99	31	149	146	102	92	19	32	70	4	48	50	66	171	45	139
ENSDARG00000055550	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000055552	0	23	15	0	27	3	20	8	0	8	10	0	10	6	20	40	4	17
ENSDARG00000055554	0	2	0	0	17	0	5	1	0	0	2	0	0	0	0	16	2	0
ENSDARG00000055559	0	1	12	4	8	9	5	8	0	5	5	3	5	1	12	104	7	64
ENSDARG00000055560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000055561	0	70	49	2	50	31	41	58	6	22	37	0	26	0	28	161	10	63
ENSDARG00000055563	0	267	90	6	143	31	112	55	7	71	80	17	98	24	125	138	81	44
ENSDARG00000055565	5	48	24	4	52	7	16	16	3	12	33	9	25	51	26	91	16	78
ENSDARG00000055566	0	36	3	15	56	17	33	20	13	8	44	0	12	10	26	62	10	46
ENSDARG00000055569	0	1	0	0	6	1	14	0	0	0	12	0	1	2	0	18	4	0
ENSDARG00000055570	0	19	2	0	25	0	2	0	0	0	0	0	8	0	0	12	0	8
ENSDARG00000055574	0	15	10	4	17	0	12	6	0	2	12	0	10	0	1	36	1	4
ENSDARG00000055575	0	20	23	15	61	18	43	29	3	10	26	6	14	18	23	124	17	45
ENSDARG00000055585	0	18	2	0	1	6	4	0	1	4	2	0	1	2	5	2	0	0
ENSDARG00000055588	5	88	135	21	168	101	151	81	22	44	81	25	89	39	97	284	64	125
ENSDARG00000055589	0	32	38	10	37	36	22	15	1	12	11	0	17	23	24	63	2	16
ENSDARG00000055591	0	22	20	6	54	25	15	6	3	7	10	2	27	5	21	25	5	20
ENSDARG00000055592	0	133	110	68	231	99	202	119	22	57	89	8	116	32	90	328	31	192
ENSDARG00000055595	0	7	12	1	79	23	9	4	4	1	2	1	5	5	21	62	13	52
ENSDARG00000055607	0	107	65	48	100	86	71	65	1	69	37	7	61	52	57	102	26	137
