	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
368418	5.17838031975494	5.01684613364783	5.03035073563378	5.72274093314602	4.20911695687945	3.57346236917354	4.27741623353028	4.93602438646208	5.74394471890795	2.91843874651123	6.69183826846366	5.7504277435693	3.13183114719601	3.44520397873021	1.87900908725114	12.1161111373406	5.19304317471711	1.78787861096709
64604	8.26876655621205	7.08723546153922	8.20027573707609	7.24998793601089	7.98170646077638	7.66092521042388	7.4473412349726	7.55493421910658	7.32890721962911	7.8726350568981	8.16576945679608	8.07235583845667	7.21929398844635	8.13769494375581	8.41816789835917	12.1161111373406	8.02444357074137	8.4172352310467
327272	8.51515617904962	7.64911434914734	8.15688314156271	9.328765049395	7.75343747310326	7.76985958197705	9.20024837300783	7.96155947856922	8.55129964096556	7.48322336529476	7.95931857932865	9.65731833917782	8.41723336605826	8.24517937042221	8.10782777774702	12.1161111373406	8.95732937488283	8.63336866191146
58093	10.8112502013677	10.5214665260514	10.5518203127296	10.5689687468479	10.8673284396312	10.5697004503773	10.5689706793741	10.5338109275408	10.1362621416867	11.834318125347	11.2292723991022	10.4692459910253	10.4805593014271	11.5469921040125	11.2475155487588	12.1161111373406	11.325958661162	11.3671945485471
368645	4.40786216587771	7.44980554092393	5.76731632979998	5.33571781003677	4.20911695687945	7.27390208731464	5.86237873425144	5.82910918254557	5.74394471890795	4.79290786442737	6.02441360755054	6.48739333773551	3.13183114719601	3.80777405811492	5.57944880539223	12.1161111373406	6.23486335041174	1.78787861096709
30670	8.99635635756912	8.36734338073196	9.34746181422336	8.98400624612676	9.2535110762379	9.16840895846732	8.30716357692434	7.91002917792914	11.8524691756861	9.24636558202003	8.31199019764712	6.97282016490575	9.90001547197294	8.76197036850179	8.41816789835917	12.1161111373406	8.09426502023894	8.70674184824168
30338	5.67795132924545	2.69491803876046	5.64702209608227	3.22024059261683	5.4315093782159	5.44793148708969	7.21601568886614	4.45059755929184	8.91386972035027	6.61887846465232	7.42880386262987	4.16546524284815	7.21929398844635	6.78759617617729	6.12693660069472	12.1161111373406	4.80602005160787	6.3114405670241
497149	3.77983094326467	2.69491803876046	3.44538823491262	1.63527809189568	2.62415445615829	4.79585479050999	2.69245373280913	5.58810108304178	5.74394471890795	1.33347624579007	4.25887886118756	4.16546524284815	4.71679364791717	2.95977715155997	1.87900908725114	12.1161111373406	1.10558033346677	3.37284111168824
678619	5.87498817630501	5.01684613364783	5.51577756280402	6.15884004795269	5.7940794576006	1.98849986845239	5.49980865486673	6.77252565417921	5.74394471890795	5.85703820184709	6.58080695607492	4.16546524284815	5.45375924208338	4.54473965228112	6.2713265100299	12.1161111373406	4.56501195210407	4.9578036124094
368410	8.65578967932129	7.44980554092393	7.99382485960866	8.62396277866784	8.17874330783593	7.87114291781423	8.92127242330501	7.33812283003343	7.32890721962911	7.60026278648497	7.36321552100229	9.89338569741135	7.21929398844635	8.39940028911708	8.02875620675582	12.1161111373406	7.79208086064999	7.85396780142486
368688	5.81225242095704	7.82420105570543	7.23198459680343	7.12713118822535	6.53104505176681	6.38081729123115	7.08477115558789	7.25795248134945	8.55129964096556	7.11483595931473	6.69183826846366	8.25292808409849	6.30175614863833	7.20770466500355	6.52286527702586	12.1161111373406	6.39098255232902	6.54276611313056
368686	6.66024932751199	5.86484304020278	7.0061031893871	6.49325908702325	7.48213545128587	6.74338737061586	6.59934432841765	5.82910918254557	5.74394471890795	5.24036684139859	6.02441360755054	7.62489686148544	7.3797586606396	5.92325127553485	6.73699008237871	12.1161111373406	6.88694004699143	6.54276611313056
30726	0.320399324627369	8.5775610881223	7.86492712642641	8.55414132917027	8.96400445904292	8.72996685485354	2.69245373280913	8.3184940232845	5.74394471890795	8.17896629673445	7.95931857932865	9.3749186084771	8.62368424352569	8.53871586465335	8.47892192943827	12.1161111373406	6.77800567543827	8.65824333055049
368631	6.9203121668145	6.15434965739776	7.14582795305371	6.58947440228255	6.53104505176681	6.84648086357996	5.86237873425144	5.82910918254557	5.74394471890795	7.16636625995481	7.36321552100229	5.7504277435693	4.71679364791717	7.45802801908779	5.57944880539223	12.1161111373406	6.46313233808486	5.24731022960438
327216	7.48027066140576	7.90437140438941	7.89164446480219	8.0103175232426	5.7940794576006	6.94269617883926	8.66973365630905	7.55493421910658	8.06587281379532	6.94818608990528	7.06623378324516	8.41339275629173	6.30175614863833	7.73588113963313	6.83320539763801	12.1161111373406	6.39098255232902	7.4025884550823
567899	5.52985269025632	6.15434965739776	7.53285107616296	6.92068031075793	2.62415445615829	8.25528640914729	8.05000573742721	5.82910918254557	5.74394471890795	6.28767255617695	7.14640413192915	4.16546524284815	6.30175614863833	7.1456436968713	1.87900908725114	12.1161111373406	6.77800567543827	5.24731022960438
558950	5.52985269025632	5.50227296081807	5.03035073563378	4.44263301395328	6.87208196960188	5.1584248698947	5.49980865486673	6.77252565417921	5.74394471890795	5.42093908704041	4.7443056883578	4.16546524284815	4.71679364791717	4.54473965228112	4.68636400930874	12.1161111373406	5.86046783563024	4.59523353302469
100148193	6.62418007280447	2.69491803876046	1.12346014002526	1.63527809189568	6.87208196960188	6.74338737061586	2.69245373280913	7.85658991896768	5.74394471890795	1.33347624579007	1.9369507663002	8.55778266562691	7.77568733697074	6.12970215300228	7.55143442922263	12.1161111373406	7.7054931756539	1.78787861096709
368448	8.86343114488261	8.76100722921824	9.79941717296701	8.81518718191061	9.09988788712469	8.97718455522455	8.7585429232669	9.70609829244023	8.91386972035027	8.81729202305433	8.8073154858836	8.07235583845667	9.87329813359716	8.73060619759246	8.50836570733075	12.1161111373406	8.90648023338708	10.6917604567033
368635	5.44968234157234	6.39535775690156	5.76731632979998	3.22024059261683	2.62415445615829	6.74338737061586	2.69245373280913	2.12866946440448	5.74394471890795	4.14083116784768	1.9369507663002	4.16546524284815	4.71679364791717	3.44520397873021	1.87900908725114	12.1161111373406	5.01247092907529	4.10980670585445
799482	5.60580154348962	6.15434965739776	6.61531323635493	5.72274093314602	4.94608255104565	3.57346236917354	5.01438182769649	6.65223142046149	5.74394471890795	5.9773324355648	7.49153961797783	8.07235583845667	3.13183114719601	6.61512898017252	6.63389658941461	12.1161111373406	1.10558033346677	6.3114405670241
561006	8.75919117720563	10.0957974750426	9.58698451329644	8.79514942867407	9.58993874082038	8.78291573480249	8.30716357692434	8.66782827551251	9.99187223235154	9.0269632032894	9.67166038652603	7.33539024429046	7.77568733697074	8.95526167043747	8.18278983542824	12.1161111373406	8.85377318305623	9.08249935985871
368923	6.72979026076507	7.64911434914734	8.0659746453645	6.76456110884064	7.48213545128587	6.84648086357996	8.05000573742721	7.74337930851969	5.74394471890795	7.60026278648497	7.29450277091828	4.16546524284815	8.34128451282496	7.08079255252133	7.23656109186922	12.1161111373406	7.67543594179772	6.3114405670241
100005300	4.40786216587771	5.01684613364783	3.93081506208286	3.22024059261683	2.62415445615829	5.68893958659348	2.69245373280913	4.93602438646208	5.74394471890795	4.14083116784768	6.02441360755054	4.16546524284815	7.03872174280453	5.16141101272962	1.87900908725114	12.1161111373406	5.35350784691036	1.78787861096709
368916	6.89025493295832	7.98032025762271	6.40886235888751	7.41663780542034	8.55489179372118	7.54308872013003	7.21601568886614	7.25795248134945	5.74394471890795	8.29926053045216	8.62345129348342	4.16546524284815	7.65539310325303	5.92325127553485	7.94509827770891	12.1161111373406	7.5485238293155	8.35773421929804
30117	5.36479344398582	5.01684613364783	5.98144113515283	5.72274093314602	5.7940794576006	8.05458905891016	7.21601568886614	7.62052256073415	5.74394471890795	6.28767255617695	7.36321552100229	4.16546524284815	6.59126276583331	6.52049210603444	6.40257104330815	12.1161111373406	5.96356132859435	7.46030395293858
431720	6.25113666219026	2.69491803876046	7.89164446480219	7.65764590492413	4.20911695687945	7.34605187307047	6.59934432841765	7.62052256073415	5.74394471890795	6.82532934211975	6.18487827974378	10.096202580411	7.03872174280453	7.81775814668754	7.16441130611339	12.1161111373406	7.95107038441115	7.34246746264473
751594	6.89025493295832	6.60180863436898	7.35227883052114	8.17443690300371	2.62415445615829	5.44793148708969	7.5504347279367	6.52098688718324	5.74394471890795	5.72579366856883	7.81959381566204	7.33539024429046	7.21929398844635	6.82767361555262	5.57944880539223	12.1161111373406	7.37236687416167	6.64585960609466
777634	6.47014644413205	7.08723546153922	1.12346014002526	1.63527809189568	6.53104505176681	7.82138988261713	7.08477115558789	2.12866946440448	5.74394471890795	1.33347624579007	1.9369507663002	4.16546524284815	3.13183114719601	6.74637351345077	6.2713265100299	12.1161111373406	1.10558033346677	6.54276611313056
368424	9.30624126163071	10.2723468667962	8.8581697602511	8.53009585520362	8.11600755248797	8.43144336430112	7.90190709843808	9.4595863425191	9.20337633754525	8.6280969946817	8.65119628396632	8.92035274501162	9.57477464304474	8.63220249353146	7.71189910141588	12.1161111373406	8.47190254771259	9.57578117035852
402922	8.29194287857814	8.36734338073196	9.53708806904943	7.93905884007278	8.99919388750522	7.34605187307047	8.84220085231381	7.08286577479136	5.74394471890795	8.60960065106431	8.50680637463114	9.29474825979312	8.17622526655447	8.50203520132688	9.13639692994379	12.1161111373406	8.78506043297222	8.63336866191146
65237	5.52985269025632	5.50227296081807	7.56640363587399	6.15884004795269	8.05041921086039	8.09702432523056	6.94038124625272	7.33812283003343	5.74394471890795	7.7764197416388	6.32926818907896	4.16546524284815	3.13183114719601	7.48333910761698	8.02875620675582	12.1161111373406	5.7494365232415	7.62076862513183
368473	12.9622252966692	11.901932358938	11.9348348335352	11.5133290046242	9.63538171158155	11.5715826359553	11.0804710181543	12.3706526140988	10.8732277358529	12.0173481144127	11.1777420984622	9.78017508696336	10.2298632301565	11.1972261471993	10.7585923368639	12.1161111373406	10.9805616811205	10.6239289660252
405758	4.96425551440209	5.50227296081807	2.70842264074641	3.95720618678304	5.7940794576006	5.1584248698947	2.69245373280913	2.12866946440448	5.74394471890795	5.03391596393117	1.9369507663002	4.16546524284815	3.13183114719601	4.88577657011619	3.46397158797229	12.1161111373406	5.19304317471711	4.59523353302469
368564	5.87498817630501	4.27988053948162	7.56640363587399	3.95720618678304	4.94608255104565	6.23642738189597	2.69245373280913	7.08286577479136	5.74394471890795	6.82532934211975	6.98134488565865	4.16546524284815	7.3797586606396	6.41920877019726	6.92340320660959	12.1161111373406	6.14997445282523	6.3114405670241
393205	7.06186631102852	8.76100722921824	6.48101214464334	5.72274093314602	7.57835076654517	6.07596270970273	6.59934432841765	5.82910918254557	5.74394471890795	6.54292961141902	8.3463417024379	7.62489686148544	10.8933823796405	6.86666774716849	6.63389658941461	12.1161111373406	7.03631767102966	6.83227273032554
402875	7.55880406395245	8.36734338073196	8.73079045377487	8.9298988407873	8.55489179372118	9.3548220826982	8.1843068291388	8.72858230659161	8.91386972035027	8.68220440002115	1.9369507663002	7.86590496098924	8.41723336605826	8.88102304014556	7.76165213661298	12.1161111373406	7.58131376443317	8.44609009371888
368610	10.2962472926342	8.99869878693757	9.9720830804546	9.66318408846556	9.09988788712469	9.75005110089687	9.83200508520792	8.78688094715627	10.3878009086827	9.10826330539125	10.3674033179657	9.72005409452579	8.68641999887365	9.14960171043998	8.79787232452573	12.1161111373406	9.63305733952717	9.60165980218413
