	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
494492	7.85178078514368	8.67219796226038	8.95000862731617	8.53009585520362	8.85297314665417	9.10744094117589	8.84220085231381	8.05940680196737	10.267506674965	8.29926053045216	7.95931857932865	7.62489686148544	8.4893831518141	8.13769494375581	8.93429152275233	12.1161111373406	8.99432358236503	8.55606293574402
563166	8.37024787407793	8.12118279346256	7.72337298221239	7.86409678239156	8.40551416968295	8.67500039563561	7.73684785216758	7.68325831608212	5.74394471890795	8.68220440002115	7.42880386262987	8.55778266562691	8.08602745758289	7.73588113963313	7.71189910141588	12.1161111373406	8.07136461812886	8.68269637427503
64815	5.81225242095704	2.69491803876046	6.6780489917029	1.63527809189568	5.4315093782159	1.98849986845239	2.69245373280913	4.93602438646208	7.32890721962911	5.72579366856883	1.9369507663002	4.16546524284815	7.65539310325303	4.3382887748137	1.87900908725114	12.1161111373406	4.27550533490909	4.10980670585445
751672	6.82819396482607	6.60180863436898	7.49849957137218	7.74380254867385	7.98170646077638	5.1584248698947	7.08477115558789	6.65223142046149	9.20337633754525	6.69102825040816	6.98134488565865	7.86590496098924	6.83227086533711	6.78759617617729	6.12693660069472	12.1161111373406	7.4806197648137	7.21414336566919
678610	9.1437665646736	8.12118279346256	8.26301149242405	9.59528002396376	7.90955667502054	7.11778288539736	7.73684785216758	8.8429149820706	5.74394471890795	8.7846873576224	9.15611928676236	6.97282016490575	9.63962578739471	8.89994390204278	8.82152359259038	12.1161111373406	8.86713156591125	9.43893030214602
406751	11.9058313762203	10.7982058471725	11.0703664144817	11.327021611067	10.7274422645703	11.6591561175708	10.39981286489	11.8548876237367	11.6265877682698	10.8938090800025	10.4407765042959	10.4322517835431	11.3461502679968	11.4683642636494	10.9796714262563	12.1161111373406	10.8352010770198	10.4496567087391
368900	6.34276713765582	4.27988053948162	5.2109229812756	4.44263301395328	7.01647187893705	7.41476462315449	4.27741623353028	6.65223142046149	5.74394471890795	5.42093908704041	6.69183826846366	4.16546524284815	4.71679364791717	6.70393824713038	6.40257104330815	12.1161111373406	6.14997445282523	6.43173480074181
557312	6.34276713765582	5.86484304020278	6.33291350565421	5.09470971053298	6.53104505176681	6.23642738189597	4.27741623353028	7.33812283003343	5.74394471890795	6.82532934211975	6.02441360755054	6.48739333773551	3.13183114719601	5.39273655883607	5.04893408869345	12.1161111373406	5.86046783563024	8.23082210681582
561024	6.25113666219026	5.86484304020278	7.27320725952994	7.12713118822535	5.4315093782159	5.1584248698947	7.73684785216758	8.1059493879044	5.74394471890795	5.85703820184709	6.18487827974378	4.16546524284815	7.77568733697074	6.70393824713038	5.78589968285966	12.1161111373406	5.35350784691036	4.10980670585445
562393	6.79613275559377	5.01684613364783	6.54972489472736	5.5421686875042	7.48213545128587	7.27390208731464	4.27741623353028	6.98665045953205	7.32890721962911	6.28767255617695	7.76984078046494	6.97282016490575	7.52414856997477	6.3102743986441	8.10782777774702	12.1161111373406	6.46313233808486	5.87534145221743
555778	7.91285636189545	7.33877422853519	7.86492712642641	7.82510265077569	6.53104505176681	7.71642032301559	8.42037418737233	7.17306358376293	5.74394471890795	8.101660570567	7.71831047982486	4.16546524284815	6.30175614863833	7.69313149217379	8.21885909013576	12.1161111373406	7.89999619981688	6.43173480074181
368433	7.9714510158063	7.73931215811892	5.87834764218873	6.49325908702325	7.37904195832176	7.34605187307047	7.73684785216758	6.65223142046149	7.32890721962911	7.6733262486747	6.02441360755054	9.02344623797572	6.59126276583331	6.74637351345077	4.68636400930874	12.1161111373406	6.93847034763152	7.34246746264473
566167	7.37568176012856	7.44980554092393	7.14582795305371	7.36319854645888	8.05041921086039	7.54308872013003	6.39289345095022	7.08286577479136	8.91386972035027	7.48322336529476	6.18487827974378	8.25292808409849	7.65539310325303	7.87625379599768	7.08846245288009	12.1161111373406	7.17166952392455	7.85396780142486
368917	5.81225242095704	6.39535775690156	6.85138059458846	5.5421686875042	6.32459417429939	6.23642738189597	7.5504347279367	7.08286577479136	5.74394471890795	4.79290786442737	5.63739048444129	5.7504277435693	6.83227086533711	5.49583005180018	6.83320539763801	12.1161111373406	5.19304317471711	3.37284111168824
556781	8.39186168718399	6.94284555220405	8.52433957630744	8.75421916461919	6.87208196960188	9.56592869648814	9.29236657499626	7.62052256073415	8.91386972035027	8.36689924732752	8.27680076918482	7.62489686148544	5.93918606925362	8.43874895659291	7.30527384195324	12.1161111373406	7.5485238293155	7.89640306774526
565708	8.93142412193472	9.40916355642659	8.6703545999129	9.7067404544523	7.98170646077638	9.76328692805356	9.63496823814837	9.67556392429212	5.74394471890795	8.95552806524645	9.13662311113656	9.89338569741135	7.3797586606396	8.27447367721625	9.37885497433434	12.1161111373406	9.08857390816108	8.19726954710479
323361	6.42892378140554	8.47627775228512	7.31328469890528	6.92068031075793	7.14771641221531	7.48035296478206	6.39289345095022	4.93602438646208	5.74394471890795	7.63725699396718	7.29450277091828	7.33539024429046	7.65539310325303	6.66021686970106	6.63389658941461	12.1161111373406	6.72029017758198	7.62076862513183
30453	7.57778716732002	7.73931215811892	8.81694709752458	7.24998793601089	7.75343747310326	8.75668419322932	7.5504347279367	7.33812283003343	8.55129964096556	6.82532934211975	8.3463417024379	9.02344623797572	7.98981214232359	8.5143660032376	7.98753354402931	12.1161111373406	8.00039809677472	7.46030395293858
565460	10.7685156300368	8.36734338073196	8.28333147680365	8.85444661235784	10.2894903733435	10.9043792472882	9.10184466894683	10.5080478314757	8.06587281379532	8.51338533580501	10.7603180063464	8.07235583845667	7.88671864935948	8.5143660032376	9.0786814320875	12.1161111373406	8.41846328875113	8.63336866191146
573719	7.59652372990161	8.05247004337855	5.87834764218873	7.24998793601089	5.4315093782159	8.52765867956042	8.05000573742721	6.65223142046149	8.91386972035027	5.42093908704041	7.22235298516244	8.80932143262287	8.34128451282496	7.113582487639	7.16441130611339	12.1161111373406	7.03631767102966	4.10980670585445
405804	9.74035950247526	10.2418124986481	9.89494960952586	9.19752051611675	9.16331326726632	10.1229261886733	9.79048581576965	10.4460820781694	8.55129964096556	9.30501979974084	9.55900258575657	9.3749186084771	8.85975160175921	9.27809399289495	10.0134354074721	12.1161111373406	9.37704336137115	10.1844833921489
503756	8.92402566961356	8.5278080529252	9.36663412349821	8.57779259723492	8.40551416968295	9.63955155963132	9.10184466894683	9.40479386967872	8.06587281379532	8.4315083287506	8.59516224905199	7.33539024429046	8.17622526655447	8.96427854379491	9.03888042402953	12.1161111373406	9.29045567637506	8.77656329773925
570547	4.71271674740613	7.82420105570543	5.51577756280402	1.63527809189568	2.62415445615829	6.5120618245094	2.69245373280913	4.93602438646208	5.74394471890795	4.14083116784768	3.52191326702135	4.16546524284815	3.13183114719601	4.72531189792294	4.2009371821385	12.1161111373406	1.10558033346677	1.78787861096709
796753	6.89025493295832	5.01684613364783	5.51577756280402	5.88320560533926	4.94608255104565	6.5120618245094	4.27741623353028	6.37659697784807	8.06587281379532	5.42093908704041	6.18487827974378	4.16546524284815	3.13183114719601	5.68224317603106	5.96647192850148	12.1161111373406	5.19304317471711	4.59523353302469
368404	8.22126613260812	5.01684613364783	7.56640363587399	7.12713118822535	8.60143437965821	7.11778288539736	7.08477115558789	7.25795248134945	8.91386972035027	7.708515677137	7.14640413192915	7.86590496098924	8.08602745758289	7.79772039345099	8.47892192943827	12.1161111373406	7.08286025696669	8.01669730146297
393858	6.89025493295832	7.21847999481748	7.49849957137218	6.99283009651376	7.37904195832176	7.54308872013003	7.21601568886614	7.17306358376293	5.74394471890795	7.26421358335296	4.7443056883578	9.29474825979312	8.96472116136076	6.90463559736751	1.87900908725114	12.1161111373406	6.66016918514441	6.18019603374585
503537	5.93510916874258	2.69491803876046	6.16785425938371	6.92068031075793	2.62415445615829	4.31042796333975	6.15188535144643	4.93602438646208	5.74394471890795	6.19145724091765	4.7443056883578	4.16546524284815	3.13183114719601	5.49583005180018	4.68636400930874	12.1161111373406	5.86046783563024	1.78787861096709
563901	6.94975594470698	7.08723546153922	5.98144113515283	7.41663780542034	6.87208196960188	6.5120618245094	8.1843068291388	7.25795248134945	5.74394471890795	7.7764197416388	6.02441360755054	4.16546524284815	7.21929398844635	4.88577657011619	7.30527384195324	12.1161111373406	6.14997445282523	6.74207492135396
564029	3.12775424668497	2.69491803876046	1.12346014002526	5.5421686875042	2.62415445615829	5.89539046406091	5.49980865486673	2.12866946440448	5.74394471890795	2.91843874651123	1.9369507663002	4.16546524284815	3.13183114719601	6.12970215300228	7.43359793892878	12.1161111373406	3.91293525552438	4.10980670585445
393998	5.74666407932947	5.01684613364783	5.2109229812756	3.22024059261683	2.62415445615829	1.98849986845239	5.01438182769649	3.71363196512564	5.74394471890795	5.24036684139859	6.46051272235721	4.16546524284815	3.13183114719601	3.80777405811492	3.46397158797229	12.1161111373406	4.27550533490909	5.48831832910818
394032	7.5003084146423	6.94284555220405	7.14582795305371	8.3217786190789	8.69024364661606	7.34605187307047	7.21601568886614	6.88355696656795	5.74394471890795	7.39956543624785	7.71831047982486	4.16546524284815	7.21929398844635	8.64347360586648	6.12693660069472	12.1161111373406	8.36296817615943	7.34246746264473
405763	6.8595581357354	5.01684613364783	4.29338514146757	6.67967221125413	2.62415445615829	5.1584248698947	2.69245373280913	6.65223142046149	5.74394471890795	7.11483595931473	6.18487827974378	4.16546524284815	5.93918606925362	6.86666774716849	5.33844070588844	12.1161111373406	7.25532745297146	7.85396780142486
798602	4.96425551440209	6.60180863436898	6.33291350565421	5.5421686875042	5.4315093782159	5.89539046406091	7.08477115558789	6.52098688718324	5.74394471890795	5.03391596393117	6.58080695607492	4.16546524284815	6.30175614863833	6.78759617617729	6.52286527702586	12.1161111373406	4.80602005160787	5.69476920657561
568701	5.74666407932947	5.01684613364783	3.93081506208286	5.72274093314602	4.20911695687945	5.68893958659348	6.94038124625272	4.45059755929184	5.74394471890795	5.03391596393117	4.25887886118756	7.86590496098924	3.13183114719601	2.95977715155997	4.68636400930874	12.1161111373406	5.35350784691036	5.24731022960438
548345	8.08195055707185	5.50227296081807	7.56640363587399	8.14307273209437	8.89094099685319	7.91923720601528	8.1843068291388	7.08286577479136	5.74394471890795	7.11483595931473	7.14640413192915	6.97282016490575	8.34128451282496	8.02155334914666	7.60692954181434	12.1161111373406	10.0214597123025	8.52934559736823
556421	11.4005506342415	11.4262370697855	9.75645533716822	10.040419555032	9.78402579293668	10.8495867744478	11.1722339968382	10.8531833175244	9.65083531451647	11.1262665400911	10.2543633800651	10.2315544333059	10.5664593748327	10.8774475859217	10.5047179303156	12.1161111373406	11.333196276881	11.1607436710797
321928	7.14057828704256	7.98032025762271	7.42724088820236	8.23519093408281	6.53104505176681	7.9657797919523	8.47381344633379	8.1059493879044	5.74394471890795	7.21611929515191	8.3463417024379	7.62489686148544	7.65539310325303	7.43226492302271	7.98753354402931	12.1161111373406	6.93847034763152	7.67052166032893
393515	7.33162658005062	6.94284555220405	6.79588548199675	7.46816810606042	8.40551416968295	7.41476462315449	8.92127242330501	7.62052256073415	7.32890721962911	7.6733262486747	9.21307517157443	8.92035274501162	6.59126276583331	6.56858639423549	7.80974642481402	12.1161111373406	5.86046783563024	7.4025884550823
565158	5.27459563501424	6.15434965739776	6.61531323635493	6.49325908702325	6.87208196960188	5.44793148708969	2.69245373280913	5.82910918254557	5.74394471890795	2.91843874651123	6.58080695607492	4.16546524284815	4.71679364791717	6.3102743986441	6.12693660069472	12.1161111373406	4.56501195210407	6.03580612441067
561547	6.20304237398921	5.01684613364783	5.2109229812756	5.5421686875042	6.08358607479559	6.23642738189597	6.59934432841765	3.71363196512564	5.74394471890795	6.54292961141902	7.60937610827169	6.97282016490575	7.03872174280453	6.25255890078781	7.37086218358081	12.1161111373406	5.96356132859435	4.9578036124094
541519	8.7508518762929	8.47627775228512	9.25788646024619	8.7333101748562	8.60143437965821	8.25528640914729	8.24704258448677	8.43245021258158	9.65083531451647	8.6280969946817	9.03498284926072	8.55778266562691	9.79004262994781	8.60939261062338	9.53006077843007	12.1161111373406	9.44987624138259	8.55606293574402
447827	6.79613275559377	6.94284555220405	5.64702209608227	6.15884004795269	4.20911695687945	7.27390208731464	5.86237873425144	6.77252565417921	5.74394471890795	6.88806509746771	6.89114707668707	8.07235583845667	7.03872174280453	7.20770466500355	7.23656109186922	12.1161111373406	6.98822338282862	6.54276611313056
559089	4.56832683807095	2.69491803876046	1.12346014002526	1.63527809189568	6.32459417429939	5.44793148708969	5.49980865486673	2.12866946440448	5.74394471890795	5.03391596393117	5.63739048444129	4.16546524284815	3.13183114719601	3.80777405811492	1.87900908725114	12.1161111373406	4.80602005160787	3.37284111168824
555361	4.96425551440209	5.01684613364783	4.58289175866256	5.33571781003677	5.4315093782159	5.1584248698947	6.39289345095022	5.82910918254557	5.74394471890795	6.37787036514853	5.63739048444129	4.16546524284815	4.71679364791717	5.16141101272962	1.87900908725114	12.1161111373406	5.01247092907529	4.59523353302469
503566	7.55880406395245	6.60180863436898	5.64702209608227	5.72274093314602	2.62415445615829	6.94269617883926	6.77991657405947	6.52098688718324	5.74394471890795	6.82532934211975	3.52191326702135	4.16546524284815	4.71679364791717	4.72531189792294	6.52286527702586	12.1161111373406	4.80602005160787	1.78787861096709
559824	7.85178078514368	7.33877422853519	7.59919357099166	8.3495236095618	6.08358607479559	7.54308872013003	6.94038124625272	6.52098688718324	7.32890721962911	7.44200070256824	6.32926818907896	6.48739333773551	8.17622526655447	7.73588113963313	7.60692954181434	12.1161111373406	5.96356132859435	5.87534145221743
494085	6.9203121668145	8.30962788287567	7.10074006352518	6.92068031075793	8.77390157566297	7.91923720601528	8.11871848751123	7.48622146902256	5.74394471890795	7.74286718192778	6.58080695607492	5.7504277435693	7.77568733697074	7.69313149217379	8.38680372744983	12.1161111373406	7.5485238293155	6.91716162791205
445186	7.59652372990161	7.21847999481748	7.27320725952994	7.06154284659777	7.66854857551675	7.11778288539736	7.33630992258385	6.21613230565482	5.74394471890795	7.00590158776157	6.32926818907896	4.16546524284815	7.03872174280453	7.01288848801953	6.40257104330815	12.1161111373406	7.12794814649523	8.12772861385171
568316	6.15328933879211	2.69491803876046	6.73816998414047	7.24998793601089	6.08358607479559	6.84648086357996	6.15188535144643	5.58810108304178	5.74394471890795	5.72579366856883	4.7443056883578	5.7504277435693	7.88671864935948	6.3102743986441	6.52286527702586	12.1161111373406	6.53184508816887	4.9578036124094
100334818	6.04831977919057	6.15434965739776	5.98144113515283	4.44263301395328	6.08358607479559	4.31042796333975	6.77991657405947	3.71363196512564	5.74394471890795	5.85703820184709	4.25887886118756	6.48739333773551	7.03872174280453	4.3382887748137	1.87900908725114	12.1161111373406	5.49789775624553	6.43173480074181
192334	7.91285636189545	8.18677113509014	6.40886235888751	7.30770343386717	6.71161729740863	7.66092521042388	7.5504347279367	4.93602438646208	8.06587281379532	6.37787036514853	7.5516606104154	6.48739333773551	8.74654099131122	6.56858639423549	7.16441130611339	12.1161111373406	8.2036124164273	8.01669730146297
554477	7.66912747885845	7.21847999481748	7.78167162277705	7.41663780542034	7.98170646077638	7.03289398781084	8.36487907478063	9.24761053712799	9.99187223235154	8.57188098511515	7.36321552100229	8.07235583845667	7.98981214232359	8.74113686508463	9.24533130149695	12.1161111373406	8.43649721158139	7.93762573047177
324984	8.40254836598124	7.55289903388804	8.0182779033332	8.55414132917027	8.05041921086039	8.58841271063952	8.71482154583758	7.85658991896768	5.74394471890795	7.52330080467009	7.76984078046494	8.68902719890516	9.15419896022447	7.48333910761698	7.60692954181434	12.1161111373406	8.26545167024516	7.07328082982934
334098	6.94975594470698	7.44980554092393	6.79588548199675	7.24998793601089	6.08358607479559	7.27390208731464	6.15188535144643	5.82910918254557	8.91386972035027	6.82532934211975	6.89114707668707	5.7504277435693	7.03872174280453	6.56858639423549	7.55143442922263	12.1161111373406	6.77800567543827	7.46030395293858
497400	7.16588937557174	7.73931215811892	7.05419747758815	5.88320560533926	5.7940794576006	6.23642738189597	6.59934432841765	6.77252565417921	5.74394471890795	6.82532934211975	7.22235298516244	6.48739333773551	6.59126276583331	7.08079255252133	7.23656109186922	12.1161111373406	7.17166952392455	6.43173480074181
100150128	7.85178078514368	7.44980554092393	9.23720230607445	9.95269070566055	7.66854857551675	8.29228061662949	7.8217367497541	8.27841658390916	5.74394471890795	7.84127088598877	8.16576945679608	7.62489686148544	8.17622526655447	7.40603338144953	7.43359793892878	12.1161111373406	8.43649721158139	8.50212412863321
