"","diff","lwr.ci","upr.ci","pval"
"1-0",8.72244871958852,-17.8674221943195,35.3123196334965,0.861835067334647
"10-0",-0.705167422427515,-27.2950383363355,25.8847034914805,0.999998750055697
"100-0",20.5375198515969,-6.05235106231109,47.1273907655048,0.180059655755191
"1000-0",18.4854883736904,-8.10438254021757,45.0753592875984,0.261225338030565
"10000-0",5.33734662583123,-21.2525242880767,31.9272175397392,0.978929109095356
