plate_id,is_VC,endpoint,endpoint_value_norm,dose
17beta_estradiol,FALSE,ld_pearson,21.06283944687324,100
17beta_estradiol,FALSE,ld_pearson,18.795985251299257,100
17beta_estradiol,FALSE,ld_pearson,-24.57757563695128,100
17beta_estradiol,FALSE,ld_pearson,40.974284221866355,100
17beta_estradiol,FALSE,ld_pearson,-94.5860088603029,100
17beta_estradiol,FALSE,ld_pearson,39.96968970219265,100
17beta_estradiol,FALSE,ld_pearson,38.82040380919386,100
17beta_estradiol,FALSE,ld_pearson,29.314590957125773,100
17beta_estradiol,FALSE,ld_pearson,31.314668706108563,100
17beta_estradiol,FALSE,ld_pearson,-82.45498949137603,10
17beta_estradiol,FALSE,ld_pearson,33.543630013141296,10
17beta_estradiol,FALSE,ld_pearson,29.32578038276492,10
17beta_estradiol,FALSE,ld_pearson,-56.01787979745281,10
17beta_estradiol,FALSE,ld_pearson,36.11065746532381,10
17beta_estradiol,FALSE,ld_pearson,25.932758753259378,10
17beta_estradiol,FALSE,ld_pearson,41.165566787574875,10
17beta_estradiol,FALSE,ld_pearson,41.49336725324534,10
17beta_estradiol,FALSE,ld_pearson,48.43703402963985,10
17beta_estradiol,FALSE,ld_pearson,-12.459970763490475,1
17beta_estradiol,FALSE,ld_pearson,20.64592019637071,1
17beta_estradiol,FALSE,ld_pearson,15.808893703252892,1
17beta_estradiol,FALSE,ld_pearson,24.761612395455828,1
17beta_estradiol,FALSE,ld_pearson,20.142729568636298,1
17beta_estradiol,FALSE,ld_pearson,25.7128388140206,1
17beta_estradiol,FALSE,ld_pearson,42.96073225097328,1
17beta_estradiol,FALSE,ld_pearson,-28.539795528822907,1
17beta_estradiol,FALSE,ld_pearson,36.45675571764241,1
17beta_estradiol,FALSE,ld_pearson,21.826421176845884,0.1
17beta_estradiol,FALSE,ld_pearson,30.885027826878485,0.1
17beta_estradiol,FALSE,ld_pearson,46.687733554118694,0.1
17beta_estradiol,FALSE,ld_pearson,35.78184000865883,0.1
17beta_estradiol,FALSE,ld_pearson,42.96364010808023,0.1
17beta_estradiol,FALSE,ld_pearson,32.195927807467314,0.1
17beta_estradiol,FALSE,ld_pearson,29.78925644660879,0.1
17beta_estradiol,FALSE,ld_pearson,4.470922518443317,0.1
17beta_estradiol,FALSE,ld_pearson,34.69444620469733,0.1
17beta_estradiol,FALSE,ld_pearson,-23.81094413898917,0.01
17beta_estradiol,FALSE,ld_pearson,44.15302876668321,0.01
17beta_estradiol,FALSE,ld_pearson,36.854177983722224,0.01
17beta_estradiol,FALSE,ld_pearson,7.457829073673921,0.01
17beta_estradiol,FALSE,ld_pearson,32.25835981094477,0.01
17beta_estradiol,FALSE,ld_pearson,16.738060813969156,0.01
17beta_estradiol,FALSE,ld_pearson,10.431958911523068,0.01
17beta_estradiol,FALSE,ld_pearson,37.467852277020086,0.01
17beta_estradiol,FALSE,ld_pearson,28.22839486114856,0.01
17beta_estradiol,TRUE,ld_pearson,-30.28692461230105,0
17beta_estradiol,TRUE,ld_pearson,0,0
17beta_estradiol,TRUE,ld_pearson,43.72192682962927,0
17beta_estradiol,TRUE,ld_pearson,24.45928143942453,0
17beta_estradiol,TRUE,ld_pearson,21.031571176474742,0
17beta_estradiol,TRUE,ld_pearson,-8.895016761700106,0
17beta_estradiol,TRUE,ld_pearson,11.863614176719821,0
17beta_estradiol,TRUE,ld_pearson,-62.64356299517155,0
17beta_estradiol,TRUE,ld_pearson,-11.939627555254788,0
1decanol,FALSE,ld_pearson,-30.194494794564065,1000
1decanol,FALSE,ld_pearson,9.074938405035923,1000
1decanol,FALSE,ld_pearson,-18.45993783030687,1000
1decanol,FALSE,ld_pearson,-26.33371769586242,1000
1decanol,FALSE,ld_pearson,-48.89795391860109,1000
1decanol,FALSE,ld_pearson,13.895961530647654,1000
1decanol,FALSE,ld_pearson,-1.133311993595143,1000
1decanol,FALSE,ld_pearson,23.797921026244666,1000
1decanol,FALSE,ld_pearson,36.376410729679264,1000
1decanol,FALSE,ld_pearson,50.35500973178202,100
1decanol,FALSE,ld_pearson,38.157200357192266,100
1decanol,FALSE,ld_pearson,-2.8882572763901777,100
1decanol,FALSE,ld_pearson,-81.93130500444477,100
1decanol,FALSE,ld_pearson,-76.53680695887489,100
1decanol,FALSE,ld_pearson,12.741247973886118,100
1decanol,FALSE,ld_pearson,-77.73307832730644,100
1decanol,FALSE,ld_pearson,19.705900594218235,100
1decanol,FALSE,ld_pearson,-1.53316268124955,100
1decanol,FALSE,ld_pearson,-28.22628166626602,10
1decanol,FALSE,ld_pearson,-87.6070478375576,10
1decanol,FALSE,ld_pearson,39.45516327542512,10
1decanol,FALSE,ld_pearson,12.911171120359839,10
1decanol,FALSE,ld_pearson,-47.085722527078474,10
1decanol,FALSE,ld_pearson,-81.19161145426219,10
1decanol,FALSE,ld_pearson,-54.43557467117316,10
1decanol,FALSE,ld_pearson,-19.876099375868108,10
1decanol,FALSE,ld_pearson,36.33046069031897,10
1decanol,FALSE,ld_pearson,5.689553954930602,1
1decanol,FALSE,ld_pearson,16.929545178929345,1
1decanol,FALSE,ld_pearson,19.76483639319744,1
1decanol,FALSE,ld_pearson,-21.74194899103246,1
1decanol,FALSE,ld_pearson,21.953100593220725,1
1decanol,FALSE,ld_pearson,-53.77550370826643,1
1decanol,FALSE,ld_pearson,11.986517151853505,1
1decanol,FALSE,ld_pearson,16.995502339462007,1
1decanol,FALSE,ld_pearson,-32.71063345269421,1
1decanol,FALSE,ld_pearson,27.077157127401435,0.1
1decanol,FALSE,ld_pearson,-7.185732674871673,0.1
1decanol,FALSE,ld_pearson,14.918958377590315,0.1
1decanol,FALSE,ld_pearson,27.462610012200344,0.1
1decanol,FALSE,ld_pearson,48.9273994746095,0.1
1decanol,FALSE,ld_pearson,-28.247804134402998,0.1
1decanol,FALSE,ld_pearson,36.59297025910607,0.1
1decanol,FALSE,ld_pearson,25.198016808843434,0.1
1decanol,FALSE,ld_pearson,23.79464277774386,0.1
1decanol,TRUE,ld_pearson,-28.835807913646264,0
1decanol,TRUE,ld_pearson,-17.31028154195961,0
1decanol,TRUE,ld_pearson,9.633478047458581,0
1decanol,TRUE,ld_pearson,3.1001822420116127,0
1decanol,TRUE,ld_pearson,-25.895313926556383,0
1decanol,TRUE,ld_pearson,0,0
1decanol,TRUE,ld_pearson,33.71187625826596,0
1decanol,TRUE,ld_pearson,-1.5197456359521055,0
1decanol,TRUE,ld_pearson,2.5590172063463257,0
1octanol,FALSE,ld_pearson,44.537163822034415,10000
1octanol,FALSE,ld_pearson,-25.536391343783436,10000
1octanol,FALSE,ld_pearson,-76.00244135540619,10000
1octanol,FALSE,ld_pearson,15.261630579301894,10000
1octanol,FALSE,ld_pearson,40.285460781488524,10000
1octanol,FALSE,ld_pearson,20.67735279178531,10000
1octanol,FALSE,ld_pearson,30.310102048596065,10000
1octanol,FALSE,ld_pearson,-24.31099563672724,10000
1octanol,FALSE,ld_pearson,24.880786500954557,10000
1octanol,FALSE,ld_pearson,-30.72552474403392,1000
1octanol,FALSE,ld_pearson,-64.4149499729289,1000
1octanol,FALSE,ld_pearson,2.678113971584523,1000
1octanol,FALSE,ld_pearson,-70.01385182762759,1000
1octanol,FALSE,ld_pearson,-23.063568245090366,1000
1octanol,FALSE,ld_pearson,49.37509837961716,1000
1octanol,FALSE,ld_pearson,-88.0502450390608,1000
1octanol,FALSE,ld_pearson,18.018623584668035,1000
1octanol,FALSE,ld_pearson,-13.064791995763898,1000
1octanol,FALSE,ld_pearson,-12.487276026003443,100
1octanol,FALSE,ld_pearson,41.299583435949984,100
1octanol,FALSE,ld_pearson,26.735711425993713,100
1octanol,FALSE,ld_pearson,35.532855965315605,100
1octanol,FALSE,ld_pearson,33.245927080831336,100
1octanol,FALSE,ld_pearson,12.19908203388249,100
1octanol,FALSE,ld_pearson,1.8101959912620629,100
1octanol,FALSE,ld_pearson,-55.03681413155754,100
1octanol,FALSE,ld_pearson,38.12492070967534,100
1octanol,FALSE,ld_pearson,21.43202124308459,10
1octanol,FALSE,ld_pearson,34.71188872393162,10
1octanol,FALSE,ld_pearson,-3.432442837953147,10
1octanol,FALSE,ld_pearson,26.40201344347885,10
1octanol,FALSE,ld_pearson,-6.714599977855144,10
1octanol,FALSE,ld_pearson,34.21337812612535,10
1octanol,FALSE,ld_pearson,33.834106438124024,10
1octanol,FALSE,ld_pearson,40.41664986377771,10
1octanol,FALSE,ld_pearson,35.310614340740386,10
1octanol,FALSE,ld_pearson,12.014906078620015,1
1octanol,FALSE,ld_pearson,10.769116832726695,1
1octanol,FALSE,ld_pearson,-30.901304007593026,1
1octanol,FALSE,ld_pearson,-10.267943372864238,1
1octanol,FALSE,ld_pearson,13.400159041864313,1
1octanol,FALSE,ld_pearson,27.241875826433386,1
1octanol,FALSE,ld_pearson,19.745720215635913,1
1octanol,FALSE,ld_pearson,36.88204645488332,1
1octanol,FALSE,ld_pearson,38.774337793523415,1
1octanol,TRUE,ld_pearson,37.228288737531784,0
1octanol,TRUE,ld_pearson,-13.18664641268495,0
1octanol,TRUE,ld_pearson,-7.310924445039262,0
1octanol,TRUE,ld_pearson,34.58542337175558,0
1octanol,TRUE,ld_pearson,32.76828179741139,0
1octanol,TRUE,ld_pearson,-57.81062168769809,0
1octanol,TRUE,ld_pearson,30.685878026619065,0
1octanol,TRUE,ld_pearson,-8.920315820021969,0
1octanol,TRUE,ld_pearson,0,0
24DMP,FALSE,ld_pearson,-60.66842720689004,1000
24DMP,FALSE,ld_pearson,24.80170889668733,1000
24DMP,FALSE,ld_pearson,9.069963871324987,1000
24DMP,FALSE,ld_pearson,-16.58025437246978,1000
24DMP,FALSE,ld_pearson,-53.068082164841364,1000
24DMP,FALSE,ld_pearson,-25.34947639593412,1000
24DMP,FALSE,ld_pearson,31.153550553433803,1000
24DMP,FALSE,ld_pearson,-14.658574429637028,1000
24DMP,FALSE,ld_pearson,6.3065189096460585,1000
24DMP,FALSE,ld_pearson,0.14303088569850786,100
24DMP,FALSE,ld_pearson,25.885080559129435,100
24DMP,FALSE,ld_pearson,-40.70859434565025,100
24DMP,FALSE,ld_pearson,-27.52873542451691,100
24DMP,FALSE,ld_pearson,16.537864475432954,100
24DMP,FALSE,ld_pearson,8.98943713054723,100
24DMP,FALSE,ld_pearson,-32.22460710216306,100
24DMP,FALSE,ld_pearson,19.75870482231055,100
24DMP,FALSE,ld_pearson,22.74010292171289,100
24DMP,FALSE,ld_pearson,-4.1909689643492385,10
24DMP,FALSE,ld_pearson,13.174023934070632,10
24DMP,FALSE,ld_pearson,23.3778908519414,10
24DMP,FALSE,ld_pearson,-31.703001272164386,10
24DMP,FALSE,ld_pearson,-9.309705047525682,10
24DMP,FALSE,ld_pearson,5.8514513172035265,10
24DMP,FALSE,ld_pearson,0.958860153464741,10
24DMP,FALSE,ld_pearson,10.856542843023846,10
24DMP,FALSE,ld_pearson,13.942714140141447,10
24DMP,FALSE,ld_pearson,-61.54952858850262,1
24DMP,FALSE,ld_pearson,-47.87094838418097,1
24DMP,FALSE,ld_pearson,1.4047404845050124,1
24DMP,FALSE,ld_pearson,-63.71383990497021,1
24DMP,FALSE,ld_pearson,11.343403125005452,1
24DMP,FALSE,ld_pearson,23.02677320219783,1
24DMP,FALSE,ld_pearson,-17.165437231770284,1
24DMP,FALSE,ld_pearson,16.50888114114821,1
24DMP,FALSE,ld_pearson,2.786259956776732,1
