	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
ENSDARG00000102551	5.797071795	5.704679157	5.868292679	5.68248611	5.852947996	5.918850096	5.422353574	5.674545374	5.772612637	5.79445855	5.960455038	5.793606881	5.756001427	5.49921973
ENSDARG00000102555	9.068942207	9.200418798	9.117099335	9.075253757	8.804078996	9.33340839	9.199816483	9.330774141	9.261743327	8.993343772	9.377150139	9.094091542	9.047768613	9.193678592
ENSDARG00000102556	5.955427228	6.280694453	6.616542619	6.784685405	6.963026349	6.661652004	6.479636399	6.101695034	6.633002643	6.167960924	6.389528166	6.288663524	6.506947498	6.27255234
ENSDARG00000102558	14.37108173	15.07871593	14.44917898	15.48375206	15.29060757	14.6814777	15.19873315	14.87482056	14.73092683	15.3203286	15.30197311	14.92164063	15.42768416	15.24164745
ENSDARG00000102564	5.742556011	6.330038881	6.020067351	6.13932207	6.480814122	6.303198842	6.261519779	6.398493912	5.892943543	6.431901856	6.270113266	6.3639271	6.195564128	6.055721561
ENSDARG00000102565	7.727974169	7.292798094	7.645390619	7.105797631	7.456770169	7.751453715	7.650896222	7.765920361	7.449614857	7.671097338	7.469464197	7.517421774	7.512562457	7.683124102
ENSDARG00000102566	6.413977592	6.479636399	6.507983181	6.465710251	6.731747658	6.236608175	6.100212279	6.567386709	6.78023821	6.167960924	5.88684685	6.523851644	6.386157015	6.554752316
ENSDARG00000102568	4.441027231	4.769820366	4.560063142	3.822326801	4.510953728	3.836614273	4.506372989	4.157676536	4.827967415	4.001326404	4.938758819	3.608645937	4.441027231	4.168360562
ENSDARG00000102569	8.922350032	8.67313694	8.826787399	8.738759002	8.651001368	8.798202856	9.005191863	8.672856701	8.741957799	8.643619767	8.544806988	8.648323438	8.694331855	8.466803168
ENSDARG00000102572	10.1703733	10.73822417	10.26289633	10.57603321	10.52533216	10.26006062	10.87996811	10.69174181	10.40708581	10.73954398	10.94521041	10.38734914	10.79452393	10.79265218
ENSDARG00000102575	3.828977473	4.457354204	3.108225374	5.060682402	4.863964147	3.36735775	5.217228888	5.36091204	1.118698436	4.441027231	4.492986673	3.138271783	4.506372989	4.457354204
ENSDARG00000102578	6.154400952	6.042268432	5.757892299	5.532925546	6.260846243	5.3204553	5.326035064	5.622736868	5.942648525	5.622736868	6.270113266	6.071505514	5.776345631	6.021828926
ENSDARG00000102583	5.658154548	6.424810588	6.145922427	6.062479684	6.331319017	5.627034957	5.917174455	6.398493912	6.018494043	5.936942564	6.156916728	5.818842605	6.177123239	5.981909549
ENSDARG00000102584	5.933507257	6.464518912	6.101695034	6.619716015	6.311892603	5.468793353	5.620654987	5.867506025	6.541559748	5.59628707	5.936942564	5.960455038	6.213277048	5.922162365
ENSDARG00000102585	6.8623561	6.941625137	7.297925023	7.196861224	7.446160875	7.546406703	7.009188399	7.032467378	7.169703231	7.128724932	7.159762314	7.105797631	7.336735834	7.106482348
ENSDARG00000102586	6.888747372	6.991462606	6.837141158	6.710435352	6.591123663	6.610016183	6.564434114	6.783355437	6.944220537	6.661652004	6.931535294	6.889537029	6.575462929	6.68354421
ENSDARG00000102587	8.795629496	8.74218231	8.762151078	8.819030951	8.853618185	8.819593375	8.597941969	8.823106961	8.762591985	8.669389568	8.717667577	8.837074053	8.680764879	8.614340966
ENSDARG00000102590	9.635453805	9.241975957	9.522128241	9.516930513	9.207879442	9.343538384	9.480365085	9.441203608	9.508699184	9.413191367	9.358748845	9.606359811	9.323436516	9.406716679
ENSDARG00000102591	3.502119073	4.860585168	4.389782512	5.214480735	3.723070174	4.184217829	4.990912758	5.123646229	4.339242142	3.132843101	3.95422028	3.715960483	3.096087874	2.91414917
ENSDARG00000102593	5.49921973	5.680485083	5.258560713	6.931535294	5.763948635	5.691873099	6.331319017	5.730810437	5.548189602	6.81078638	6.495831065	6.288663524	5.892943543	6.172860877
ENSDARG00000102594	5.843982776	5.98358519	5.466752699	5.422353574	5.918850096	5.392549456	5.111677455	6.01385228	5.691873099	5.767197584	6.346269042	5.847632632	5.006606487	6.236608175
ENSDARG00000102595	7.549080834	7.698815337	6.992223124	7.879288136	7.896656159	7.374598001	7.796992521	7.668669129	7.04884025	7.677543309	8.347129098	7.188305982	7.728983285	7.75080104
ENSDARG00000102599	9.975170586	9.951500043	9.880420592	9.981355819	9.977196337	9.861625325	10.0956251	10.0147669	9.777097878	9.824616066	9.941539553	9.924376659	9.975771196	9.859889446
ENSDARG00000102601	6.449515602	6.820888938	6.119568645	6.13932207	6.205107948	6.01385228	6.207861451	6.213277048	6.167960924	6.600699942	6.583698406	6.120915718	6.177123239	6.438863072
ENSDARG00000102602	4.506372989	3.959791888	5.152695176	4.842291826	3.493152582	4.975580604	4.935682481	3.336857026	4.977327375	4.746602077	4.407028937	4.716734011	4.506372989	4.168360562
ENSDARG00000102606	6.345077703	6.438863072	5.868292679	6.2117274	6.095549483	5.918850096	6.625756732	6.417432182	6.042268432	6.185331208	6.366302439	6.232436434	6.125275371	6.473868084
ENSDARG00000102607	9.984351475	9.487021039	9.912369374	9.558396544	9.459633736	9.745793027	9.720282037	9.592353874	9.811223406	9.590219079	9.358748845	9.791481422	9.566834688	9.458356793
ENSDARG00000102608	8.275803226	8.433936989	8.155783865	8.130993553	8.39997492	8.285068939	8.311685718	8.135388253	8.42932413	8.285719729	8.593196541	8.405417416	8.37446247	8.486050647
ENSDARG00000102610	6.982543006	7.043517179	7.015275209	7.569231279	7.356927701	6.843951867	6.948553963	6.646230419	6.661652004	7.19949464	7.116981287	6.506947498	7.141823689	7.085293334
ENSDARG00000102612	6.73266366	6.6185516	6.902647977	6.839372148	6.591123663	6.783355437	6.993931363	6.357970558	6.576362931	6.819669401	6.78023821	6.506947498	6.933149616	6.725109279
ENSDARG00000102615	6.720994592	7.181525692	7.115534917	7.21244737	7.039683662	7.121172978	7.167743961	6.983357632	7.15865824	7.066783764	6.78023821	7.300226091	6.854509679	6.897854456
ENSDARG00000102618	6.213277048	6.707023128	6.494611528	6.760202626	6.520362244	6.420917323	6.931535294	6.812469842	6.78023821	6.31892236	6.659471039	6.3639271	6.521488481	6.570014393
ENSDARG00000102624	8.657747963	8.231478569	8.622312606	7.834330679	8.287096302	8.351429404	7.997365848	8.374002959	8.38204386	8.257594729	8.291565669	8.518379469	8.282520236	8.191323152
ENSDARG00000102626	9.228057892	9.164871689	9.092608852	8.985201584	9.133333511	9.253220537	9.113796019	9.177728025	8.930945719	9.136251508	8.88127625	9.173022986	9.134959812	9.07077524
ENSDARG00000102631	6.086968087	5.98358519	6.449515602	6.55696921	6.410308529	6.3639271	6.207861451	6.357970558	6.4449031	6.263398589	6.722307344	6.330038881	6.081994548	6.4197396
ENSDARG00000102632	13.77851438	13.98389055	13.87965452	13.97575711	13.88917308	13.75249334	13.91122332	13.82286924	13.82931844	13.9658461	13.82931844	13.75890199	13.75249334	13.85055613
ENSDARG00000102634	9.982500474	9.943590725	9.792734625	10.05440137	9.980135112	9.870901517	9.932153491	9.943543863	10.02035127	9.817546357	10.01609469	10.01888606	9.897647158	9.918275281
ENSDARG00000102636	7.583211084	7.643421798	7.921961473	7.73036201	7.862851716	7.851324806	7.530295654	7.78418993	8.065755864	7.989678699	7.966897291	7.618966038	7.885005708	7.813836176
ENSDARG00000102640	11.83602916	11.70397477	11.86437715	11.49247026	11.49816012	11.71942096	11.5246174	11.63453302	11.7806017	11.44189981	11.66808321	11.63251105	11.53777835	11.62477736
ENSDARG00000102641	4.037203549	4.333956386	4.25687738	3.608645937	4.510953728	4.610319557	3.475937717	4.739066854	4.672449205	3.807427757	5.075399487	4.780931859	3.542011237	4.827967415
ENSDARG00000102645	10.10207997	10.21339095	9.959355041	10.13803598	10.28457993	10.04648126	9.987552973	10.10286083	10.12543853	10.15171382	10.13889576	9.917808578	10.10970879	10.11171714
ENSDARG00000102650	5.981909549	4.813625428	5.114664611	5.016504613	4.624318599	5.87262465	6.013178743	5.206404449	5.497137848	5.767197584	5.075399487	4.842291826	5.51141629	4.394810321
ENSDARG00000102657	8.345596472	8.231478569	8.22060245	8.168097382	8.378020641	8.165947494	8.278256401	8.065932622	8.272886821	8.276250296	8.400696318	8.322180383	8.11251621	8.476191111
ENSDARG00000102658	5.318190382	5.87262465	5.60017293	6.159779402	6.110790318	5.3204553	6.100212279	6.120915718	5.18055242	6.263398589	6.177123239	5.424354601	6.213277048	5.955427228
ENSDARG00000102665	5.742556011	5.569934185	5.778271849	5.705503572	5.940999695	4.935682481	5.768989797	5.891151331	5.10531132	6.042268432	6.036652936	5.98358519	5.51141629	6.172860877
ENSDARG00000102668	5.253060494	4.333956386	3.608645937	3.065279171	4.26190519	4.26190519	3.95422028	2.412495158	4.501987236	4.441027231	4.324134706	3.850833655	3.934212572	3.336857026
ENSDARG00000102671	4.109017218	3.381118113	3.108225374	3.608645937	3.822326801	4.184217829	4.080305367	4.380173964	4.109017218	3.576440965	3.083950374	4.228568855	4.109017218	3.807427757
ENSDARG00000102674	11.10339865	11.24586105	11.09236221	11.29739753	11.31482489	11.05155848	11.07350337	11.18540626	11.0225539	11.23572251	11.10258288	11.00542826	11.22045972	11.01033899
ENSDARG00000102678	5.658154548	6.424810588	5.98358519	6.436603851	6.095549483	5.847632632	6.070857395	6.287350772	5.994504846	6.245715836	5.960455038	6.004747741	6.255560065	6.27255234
ENSDARG00000102679	6.661652004	6.3639271	6.788326694	7.255224073	6.591123663	6.404321762	6.827055981	6.722307344	6.674844522	7.055961982	6.529227179	6.973746555	6.854509679	6.602746615
ENSDARG00000102684	8.524070513	8.584400537	8.489781118	8.393290346	8.497695047	8.626211455	8.65865551	8.72787721	8.452757591	8.334603062	8.417416507	8.535881144	8.249236943	8.507025057
ENSDARG00000102687	7.308729673	6.768783367	7.047738232	6.674844522	6.480814122	7.40721162	7.105797631	7.001924986	6.974561181	6.915514882	6.156916728	7.167743961	6.888747372	7.033600351
ENSDARG00000102689	4.324134706	4.624318599	4.560063142	4.457354204	4.863964147	3.836614273	4.651854297	4.157676536	4.501987236	4.849179666	5.55911046	4.314055079	4.856837495	4.70845913
ENSDARG00000102690	9.987838754	10.38319735	10.04293797	10.57603321	10.55404168	10.29455221	10.41812914	10.36582084	10.2828431	10.46504253	10.42427636	10.19749916	10.42850641	10.36245184
ENSDARG00000102696	8.118897061	8.43797834	8.31006662	8.043958942	8.501661602	8.351429404	7.907054268	8.268689079	8.244470127	7.983147501	8.417416507	8.127683767	8.243094509	8.268155061
ENSDARG00000102701	6.996243381	6.707023128	7.015275209	6.784685405	6.973342437	6.597569762	6.900444433	6.915514882	6.734695001	6.81078638	6.482048264	7.012987556	6.973746555	6.725109279
ENSDARG00000102702	9.616675377	9.840031313	9.838583115	9.984772105	9.948279593	9.783451856	9.796913602	9.747836603	9.842162791	9.832948306	9.840194047	9.934743042	9.953416275	10.02951987
ENSDARG00000102705	8.285719729	8.372633481	8.349677127	8.449561315	8.506054786	8.339911851	8.362913201	8.21932702	8.357001131	8.51356418	8.527169998	8.470881405	8.378490572	8.59242463
ENSDARG00000102706	7.009990346	7.153148259	6.537208759	6.368864293	6.350293738	6.709476744	6.602746615	7.157596546	6.674844522	6.5735899	6.795877023	6.597569762	6.575462929	6.255560065
ENSDARG00000102711	3.934212572	3.799790956	2.499797123	3.914204863	4.394810321	3.723070174	3.143700465	4.157676536	4.031313395	3.807427757	4.055991721	3.460052544	3.542011237	4.085333176
ENSDARG00000102713	4.109017218	4.90544799	4.700801301	6.58777396	5.60017293	4.610319557	6.207861451	4.441027231	3.608645937	6.980914489	4.884266456	5.146889178	5.310843267	4.394810321
ENSDARG00000102716	4.746602077	4.207498545	5.078475824	4.457354204	4.510953728	4.780931859	3.475937717	4.791896511	5.217228888	4.085333176	4.624318599	3.966039234	3.752839493	4.887437465
ENSDARG00000102717	6.840265309	6.781970912	6.915514882	6.240535208	6.766966939	6.992223124	6.915514882	6.876926388	6.811607497	6.469297366	6.78023821	6.856535432	6.386157015	6.637723052
ENSDARG00000102720	3.715960483	2.723679437	4.739066854	3.347714389	3.608645937	4.610319557	4.080305367	4.157676536	4.935682481	3.708850792	4.813625428	4.168360562	3.856723809	3.991881404
ENSDARG00000102722	9.847611147	9.294944845	9.788302166	8.766837831	8.947530899	9.6822611	9.473514365	9.549351976	10.10413853	9.391055902	9.600373857	9.687610382	9.225057852	9.328051518
ENSDARG00000102724	5.658154548	5.622736868	6.282007206	6.10305995	5.072127795	5.659050654	6.361703179	5.840630608	5.424354601	6.63079431	5.075399487	5.87262465	5.726054089	5.671868609
ENSDARG00000102725	6.048332249	6.26472828	5.41774552	6.240535208	6.766966939	5.49921973	6.123001991	6.337517276	5.574399648	6.431901856	6.424810588	5.528921983	5.960455038	6.10305995
ENSDARG00000102729	3.715960483	4.055991721	2.757519886	3.065279171	4.324134706	4.037203549	4.651854297	4.624318599	3.493152582	4.700801301	4.746602077	2.92628667	3.752839493	4.168360562
ENSDARG00000102730	8.629265625	8.64036023	8.706214339	8.941073477	9.071182048	8.92735848	8.687116105	8.544328983	8.741957799	8.833507654	8.535333305	8.687343735	8.891552723	8.681004673
ENSDARG00000102733	6.691343446	6.380014841	6.700554809	6.647706339	6.659471039	6.641158474	6.331319017	6.680266261	6.866151199	6.81078638	7.015275209	6.936437808	6.772165011	6.970374964
ENSDARG00000102734	6.915514882	6.81078638	7.00235258	7.308729673	6.895054953	6.783355437	7.141823689	6.902647977	7.208284049	6.915514882	6.795877023	6.63079431	6.370903668	6.570014393
ENSDARG00000102736	7.792767259	7.483297557	7.731734228	7.286484183	7.512304186	7.627813544	7.660031351	7.627567601	7.652908632	7.683387657	7.701696913	7.544241447	7.837211418	7.808037868
ENSDARG00000102742	6.769788738	6.495831065	6.758755627	7.145409436	6.952272176	6.420917323	7.129485449	6.629680249	7.060526212	6.980914489	6.659471039	6.597569762	7.104399276	6.473868084
ENSDARG00000102744	10.0654279	10.15415241	10.16385418	9.642374364	9.721475618	9.914233179	9.93750553	9.915524966	10.16693448	9.735642319	10.1643753	9.970465043	9.686163046	9.983733392
ENSDARG00000102746	9.098021418	8.866299971	8.952769379	8.853618185	8.6658824	8.906163767	8.836683725	8.923056866	9.195611398	8.725218248	8.699637419	8.920089633	8.72787721	8.804530137
ENSDARG00000102750	10.78360094	10.68703904	10.60271507	10.3818719	10.29720921	10.61774414	10.57579353	10.66634554	10.43996115	10.38868198	10.61728672	10.60336012	10.44710596	10.50383632
ENSDARG00000102753	6.398493912	5.680485083	5.693763971	5.780272876	5.87262465	6.035911559	5.847632632	6.144299565	5.847632632	6.042268432	6.012505206	6.071505514	6.001306698	6.195564128
ENSDARG00000102755	8.739232782	9.255725185	8.914885235	9.292617913	9.181357808	8.899963852	9.005191863	9.068942207	9.080986108	9.005191863	9.044359117	8.946259852	9.169840923	9.041617277
ENSDARG00000102758	5.532925546	5.917174455	5.436698198	6.950520245	5.717667805	5.964431624	6.236608175	6.972387245	5.331004438	6.245715836	6.734695001	5.76809369	6.461050524	6.10305995
ENSDARG00000102759	7.33552437	7.568734654	7.383037594	7.52249446	7.693288578	7.553918218	7.446160875	7.521907281	7.858042689	7.837919645	7.748981057	7.728509493	7.435638239	7.902315979
ENSDARG00000102761	4.394810321	3.661568055	3.815676129	4.581238227	4.672449205	4.26190519	2.92628667	3.708850792	4.827967415	3.132843101	4.055991721	4.594127918	3.752839493	5.035864748
ENSDARG00000102762	4.394810321	3.959791888	4.115264564	4.303483567	3.906568063	4.610319557	4.311412201	4.157676536	2.886628445	3.708850792	4.249767689	4.441027231	3.096087874	3.895837472
ENSDARG00000102765	9.299075121	9.123427225	9.259754675	9.097215222	9.109187944	9.138674913	9.072523841	9.068942207	9.151035656	9.015594557	8.813209222	9.022817796	9.001599798	8.837291826
ENSDARG00000102766	9.603127096	9.66127138	9.745855747	9.579688072	9.686296099	9.663716541	9.639467996	9.588280463	9.688160767	9.565159649	9.53733392	9.681815166	9.594482479	9.575915087
ENSDARG00000102769	8.065932622	8.552680908	8.449561315	8.802313947	8.880098526	8.507846864	8.622428784	8.703424258	8.387493344	8.793151346	8.813209222	8.416597897	8.840971866	8.563944341
ENSDARG00000102772	9.15769369	9.232581761	9.292383085	9.324648549	9.199816483	9.284546136	9.508899028	9.343239549	9.21152915	9.290221548	9.355152904	9.170179596	9.320558704	9.273247733
ENSDARG00000102773	8.636641246	8.819376765	8.876292564	9.284867737	9.065697265	8.996408597	8.66748097	8.530656575	8.888089221	8.853618185	8.643131339	8.972960774	8.947943019	8.872669084
ENSDARG00000102774	7.081764442	7.360797886	7.703615209	7.60826107	7.366948937	7.285281479	7.446160875	7.537648822	7.328632701	7.444296752	7.460172882	7.468883634	7.301971283	7.21476319
ENSDARG00000102777	7.592756304	7.466116753	7.130143916	7.381443006	7.330572392	7.276497617	7.680325655	7.970123097	7.291594209	7.272001152	7.041712233	7.229559833	7.293682645	7.193778086
ENSDARG00000102783	4.264548067	4.624318599	3.985230732	4.791896511	4.990912758	4.037203549	4.506372989	4.506372989	4.501987236	4.746602077	4.884266456	4.594127918	4.25687738	4.887437465
ENSDARG00000102787	9.168137828	9.409545086	9.2826054	9.501799908	9.450263873	9.276224219	9.225412612	9.298923242	9.349778067	9.406861978	9.193530212	9.108543179	9.414090468	9.392896241
ENSDARG00000102788	5.473401407	5.541408269	5.41774552	5.14535101	5.892943543	5.532925546	5.326035064	5.326035064	5.424354601	5.868292679	5.424354601	5.313212329	5.247674251	5.569934185
ENSDARG00000102792	4.037203549	3.959791888	3.608645937	3.715960483	3.083950374	3.36735775	4.184217829	4.234140463	4.109017218	3.42955182	4.249767689	4.314055079	4.178932073	3.708850792
ENSDARG00000102793	7.009990346	6.91874374	7.174903065	4.085333176	6.994358957	6.182602406	4.651854297	6.839786005	7.352753377	5.114664611	6.156916728	6.616044791	5.114664611	7.095275067
ENSDARG00000102795	7.418682084	7.21244737	7.553368619	7.452641184	7.389802201	7.417511183	7.394049677	6.936437808	7.61804804	7.188305982	7.278522852	7.568466992	7.379840003	6.874100958
ENSDARG00000102797	7.155485817	7.21244737	7.264698787	7.239128977	7.424411324	7.074653435	7.309911553	7.194472025	7.418682084	7.404947141	7.169703231	7.371074059	7.301971283	7.046655424
ENSDARG00000102798	11.131174	10.67278826	10.84275475	10.44041426	10.27908454	10.72218081	10.38296804	10.72947343	10.84617519	10.59937495	10.2756684	10.8284764	10.33311684	10.28930332
ENSDARG00000102800	5.60017293	5.541408269	5.60017293	5.960455038	5.852947996	5.691873099	6.179946693	6.120915718	6.20635705	5.891151331	6.68588694	5.744317586	6.146604885	5.730810437
ENSDARG00000102802	10.808038	11.07453691	10.88328135	11.02431321	11.11141777	10.99969844	10.91816157	10.84760928	11.02790489	10.96078848	11.08238478	10.97018335	11.0139618	11.10426182
ENSDARG00000102805	8.931478585	8.600776063	8.628609909	8.263334574	8.163470322	8.690108019	8.899963852	8.730275535	8.643131339	8.563287609	9.044359117	8.513233741	8.534202647	8.681004673
ENSDARG00000102808	10.10526918	9.380989793	9.825486744	9.17885477	9.191236492	9.660734237	9.22291426	9.67425769	9.675833249	9.149644571	9.090738476	9.490314522	9.208439704	9.155557992
ENSDARG00000102810	7.797503934	7.977845691	7.943388743	7.950923857	8.005889864	8.118140999	8.162895224	7.765920361	8.014851287	7.877186301	7.73199121	7.891972547	7.897236722	7.83874741
ENSDARG00000102813	4.037203549	3.520052056	2.757519886	4.004881249	4.863964147	3.108225374	4.184217829	3.708850792	4.109017218	3.807427757	3.36735775	3.715960483	4.25687738	3.895837472
ENSDARG00000102820	8.053988308	8.517792089	8.349677127	8.368393934	8.497695047	8.447468934	8.441340663	8.401452409	8.416434585	8.408973419	8.648107627	8.3880474	8.378490572	8.59242463
ENSDARG00000102822	8.327452504	8.397837913	8.548952801	8.637728163	8.438127041	8.466241129	8.536658607	8.749827914	8.467220227	8.490763435	8.676120303	8.501661602	8.495427459	8.681004673
ENSDARG00000102824	10.73405082	10.99458416	10.82288823	11.08866784	11.07496746	10.92052605	10.98851751	10.96512079	10.88816078	11.04752346	10.93037307	10.95579685	11.09366785	11.05605589
ENSDARG00000102825	7.668669129	7.69229996	7.894342441	8.025161668	8.055669475	7.946578395	7.693539308	7.643148457	8.329596915	7.770145482	7.877186301	8.025161668	7.779222657	8.105495909
ENSDARG00000102827	8.867680148	8.666101589	8.772466152	8.997876964	8.94948316	8.721357384	8.98046353	8.957578146	8.846974226	8.761835961	8.940633009	8.728081471	8.797546438	8.932371034
ENSDARG00000102828	4.948687786	4.718607847	4.938758819	4.884266456	4.780931859	5.016504613	4.791896511	4.849179666	5.388083993	5.114664611	3.856723809	5.388083993	4.979074147	4.769820366
ENSDARG00000102829	8.974458588	8.811502628	9.034684644	8.827008492	8.750364054	8.841873606	8.998180431	8.916315838	8.952488619	8.847521798	8.575314811	8.75700505	8.845586365	8.630492539
ENSDARG00000102831	9.558065254	9.646767608	9.671162168	9.593748543	9.620406862	9.490691773	9.585080442	9.424051835	9.603522787	9.584659332	9.484278077	9.564887202	9.42994948	9.476528077
ENSDARG00000102832	10.53320518	10.79234105	10.65828583	10.8827192	10.85149232	10.59914111	10.68904907	10.79146402	10.69647291	10.79816305	10.68862268	10.45908807	10.76316609	10.80209331
ENSDARG00000102843	5.000532479	4.718607847	5.114664611	4.222997247	5.033255757	4.560063142	4.990912758	3.576440965	4.501987236	4.506372989	5.17504043	4.780931859	4.624318599	4.938758819
ENSDARG00000102845	6.154400952	5.758912626	6.080396847	6.062479684	6.144299565	6.100212279	5.583134635	5.891151331	6.390824405	6.207861451	6.012505206	5.818842605	6.10305995	5.671868609
ENSDARG00000102846	6.782966569	6.523851644	6.537208759	6.570565466	6.718018805	6.829652944	6.863204767	6.927490514	6.766118789	6.915514882	6.62671534	6.734695001	6.684539866	6.944220537
ENSDARG00000102848	3.381118113	5.481218374	4.780931859	4.791896511	4.95143594	3.934212572	4.990912758	4.739066854	3.608645937	4.985332994	5.685324957	3.715960483	5.048270257	5.035864748
ENSDARG00000102850	7.308729673	7.466116753	7.320888786	7.046655424	6.983357632	7.085640304	7.383037594	7.409065642	7.369872568	7.239128977	7.402522126	7.550654891	7.301971283	7.193778086
ENSDARG00000102855	10.17681748	10.35367522	10.18176243	10.40655352	10.39218241	10.24036562	10.36383835	10.21587641	10.21571289	10.37038743	10.23152423	10.24176898	10.37973933	10.16907552
ENSDARG00000102856	4.746602077	4.624318599	4.975580604	5.214480735	4.780931859	4.610319557	5.691873099	4.849179666	4.827967415	5.272788427	4.564269834	4.520562275	4.712348257	5.271576022
ENSDARG00000102858	6.944220537	6.495831065	6.004747741	7.231853487	7.206373152	6.725109279	7.318642491	7.032467378	5.847632632	7.009990346	6.918363481	7.033600351	6.991462606	7.095275067
ENSDARG00000102859	6.235328039	6.941625137	6.601183747	6.68588694	6.766966939	6.303198842	6.747239354	6.696124359	6.9613347	6.531205959	6.86442057	6.988205698	6.888747372	6.897854456
ENSDARG00000102861	7.367611638	6.908828826	7.022620797	7.097445313	6.895054953	6.881864054	6.882733677	6.902647977	7.319279066	7.066783764	7.180514065	7.022620797	7.427144111	6.970374964
ENSDARG00000102865	5.60017293	6.159779402	5.552624067	6.316200946	5.65407324	5.792832057	6.042268432	6.01385228	5.667602664	6.064052992	6.177123239	6.399858828	5.847632632	6.172860877
ENSDARG00000102867	6.345077703	6.179946693	6.187430827	6.860087979	6.311892603	6.259424846	6.523851644	6.398493912	6.123626542	6.469297366	5.685324957	6.3639271	6.47727818	6.055721561
ENSDARG00000102873	3.715960483	4.207498545	3.985230732	4.636404587	4.457354204	3.836614273	4.399604192	4.157676536	3.36735775	4.441027231	4.407028937	3.319642161	3.752839493	3.991881404
ENSDARG00000102874	11.6824658	11.79107043	11.76849964	11.75205593	11.67631185	11.67660561	11.80151113	11.69090219	11.7667569	11.75923517	11.67983746	11.65723289	11.68941032	11.66551939
ENSDARG00000102877	7.998490663	8.236659393	8.329596915	7.908694918	7.748738587	7.618966038	8.216280746	8.162509204	8.183740975	8.101925742	8.054572297	8.179735813	8.233338245	8.169231176
ENSDARG00000102879	9.396730527	9.629736848	9.633129631	9.781124705	9.96223001	9.5363609	9.458843103	9.292383085	9.459262191	9.627131008	9.139809122	9.349152563	9.650705566	9.525576051
ENSDARG00000102883	11.76207391	12.00269419	11.83034655	12.16806016	12.31845233	11.96256219	11.91785304	11.83034655	11.85984761	11.97762986	11.73592264	11.78614279	12.04990416	11.90050714
ENSDARG00000102885	6.591123663	6.450780031	6.218585869	6.352175054	6.260846243	6.507983181	6.261519779	6.144299565	6.042268432	6.303198842	5.936942564	6.004747741	6.446108373	5.671868609
ENSDARG00000102887	8.311685718	9.532407746	8.568066149	9.46813513	9.564564476	8.375828704	9.599542556	9.810561681	8.805757473	9.562710271	9.875581957	8.748974363	9.474056402	9.741450712
ENSDARG00000102888	10.43333525	9.373083291	10.37727695	9.640070258	9.558854426	10.21707003	9.757935944	9.429881817	10.62396741	9.146403537	9.558922989	10.18514789	9.583190327	9.496648972
ENSDARG00000102889	11.69459609	11.82106768	11.78410717	11.82895346	11.93242886	11.69897583	11.81583531	11.80947487	11.68429531	11.91633266	11.97227663	11.74080638	11.7904143	11.83836659
ENSDARG00000102890	4.746602077	5.114664611	5.006606487	3.822326801	4.73153163	4.560063142	4.73153163	3.966039234	4.501987236	4.700801301	4.680034877	3.850833655	4.809736301	4.510953728
ENSDARG00000102891	7.803505731	7.670618117	8.049256934	8.150515953	8.21493253	7.989678699	7.943388743	7.885005708	7.822673579	8.009934251	7.717774094	7.664997888	8.068886864	7.690694752
ENSDARG00000102893	8.378020641	8.580735115	8.489781118	8.630719552	8.445819465	8.328977741	8.714055909	8.592057345	8.60502265	8.493641769	8.490883961	8.563044853	8.641538879	8.534973543
ENSDARG00000102894	3.608645937	4.394810321	3.2517514	2.832365183	2.773405059	3.108225374	4.080305367	3.815676129	4.501987236	3.319642161	4.624318599	3.850833655	4.109017218	4.168360562
ENSDARG00000102896	8.481713348	8.411446472	8.512903301	8.368393934	8.474347404	8.639501567	8.244827318	8.451898727	8.476334434	8.341462368	8.432535514	8.136423676	8.491297937	8.504183458
ENSDARG00000102898	5.955427228	5.917174455	6.235328039	6.227151115	6.380014841	5.991542229	5.620654987	5.917174455	6.225886687	6.303198842	5.824017822	6.13932207	6.159779402	6.129676494
ENSDARG00000102899	4.849179666	5.892943543	5.217228888	6.120915718	6.292148665	5.392549456	5.847632632	5.466752699	5.994504846	6.020067351	6.135379469	5.793606881	5.457780043	6.317481082
ENSDARG00000102900	4.568850573	4.938758819	4.606112865	3.48418609	4.568850573	4.420445227	4.311412201	4.157676536	3.36735775	4.168360562	3.95422028	3.460052544	3.752839493	4.324134706
ENSDARG00000102902	8.91949594	8.935440649	8.832115252	8.907553263	9.004214718	9.042263378	8.940741597	8.6658824	8.930945719	8.804530137	8.58022896	8.870447062	8.901808893	8.563944341
ENSDARG00000102906	8.736073997	8.552680908	8.509613208	8.311685718	8.405417416	8.714055909	8.560784081	8.495298162	8.445943771	8.633539554	8.385693664	8.60795612	8.30215527	8.345738218
ENSDARG00000102908	7.133021653	6.991462606	6.872237568	7.161847479	6.973342437	7.243473121	6.980006556	7.138988766	7.191770125	7.316589156	7.180514065	7.239128977	6.944220537	7.165634815
ENSDARG00000102911	4.264548067	4.207498545	3.906568063	4.518048371	4.780931859	4.488192802	3.828977473	4.441027231	4.560063142	4.001326404	4.055991721	4.594127918	4.506372989	4.168360562
