	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
ENSDARG00000022974	9.594422181	9.634447488	9.525436606	9.492918582	9.514970573	9.444397897	9.656183548	9.651688251	9.651447377	9.611974646	9.679984808	9.647260722	9.542008025	9.592672328
ENSDARG00000022978	10.27538472	10.01297003	10.12835768	10.01396107	10.0702247	10.15805241	10.0019675	10.09891411	10.03885339	10.09238701	9.992462846	10.18514789	9.96223001	9.941270352
ENSDARG00000022995	10.72314852	10.43247468	10.72935882	10.26033812	10.44894233	10.53981325	10.34919669	10.48299295	10.58022086	10.31148688	10.43547667	10.385456	10.49481621	10.33748407
ENSDARG00000022996	8.456895143	8.277394895	8.41466742	8.409250808	8.323595213	8.430678349	8.401452409	8.567519394	8.219514725	8.301698595	8.171254663	8.32870833	8.243094509	8.218671868
ENSDARG00000023002	6.193033188	5.422353574	6.282007206	5.917174455	5.519224749	5.964431624	5.217228888	5.985067944	5.892943543	6.228553173	5.622736868	5.793606881	5.51141629	5.345891343
ENSDARG00000023003	8.029489821	7.966897291	8.03930498	7.851324806	7.828898536	8.029489821	7.892201039	8.127683767	8.014851287	7.900299315	7.966897291	8.049448121	7.809787076	7.920699122
ENSDARG00000023026	6.900923737	6.464518912	6.507983181	6.042268432	5.9959876	6.3639271	6.434082821	5.985067944	6.426015861	6.001306698	5.988106922	6.542685985	5.726054089	5.759932953
ENSDARG00000023031	6.3639271	6.495831065	6.266169557	6.538299242	6.796863151	6.507983181	6.434082821	6.357970558	6.525969066	6.586136738	6.78023821	6.734695001	6.537208759	7.033600351
ENSDARG00000023036	6.591123663	7.292798094	7.561567809	8.326221816	7.031070201	7.354590572	7.828026865	6.902647977	6.901731974	7.887161012	7.61804804	7.576377689	7.693790037	7.231853487
ENSDARG00000023040	7.308729673	7.846173396	7.671097338	7.549080834	7.700465178	7.170469403	7.650896222	7.758390937	7.440904799	7.816038683	7.794028335	7.539170455	7.660031351	7.877387178
ENSDARG00000023053	4.898460904	4.132973672	2.955932206	4.085333176	3.985230732	3.836614273	4.572466721	1.622905128	4.977327375	5.027053322	3.608645937	3.966039234	4.324134706	3.336857026
ENSDARG00000023058	11.63960975	11.83836659	11.72956363	11.98845806	12.00777243	11.7384295	11.7384295	11.71822337	11.73592264	11.89142275	11.72533522	11.80505281	11.91494949	11.7471797
ENSDARG00000023062	9.965159962	8.85918518	10.06448538	9.24075279	9.230888601	10.09251413	9.266934163	8.984056458	10.26234104	9.473580044	8.989133937	10.29773858	9.576094403	9.202643188
ENSDARG00000023082	9.899856739	8.726405155	8.706214339	9.317635438	8.361593326	9.326455242	9.511284019	8.891346515	8.65393489	8.710661689	7.980927609	8.874516158	8.703781916	7.897236722
ENSDARG00000023104	9.394281493	9.641402255	9.468987205	9.521414393	9.650312581	9.5062739	9.555501486	9.528101775	9.416217659	9.473580044	9.386659573	9.409677718	9.556298145	9.355152904
ENSDARG00000023110	8.31940256	8.808211143	8.489781118	8.876837973	8.707543923	8.466241129	8.681004673	8.687343735	8.538822253	8.684875316	8.867477891	8.522822479	8.72787721	8.732104857
ENSDARG00000023111	11.64413886	10.90652166	11.35218395	11.24586105	10.77897124	11.43379816	11.71277338	11.37924758	11.50008644	11.48578838	11.25357049	11.40072647	11.36703041	10.96419093
ENSDARG00000023117	7.764841068	7.698815337	7.953295745	7.851324806	7.907054268	7.984337092	8.044744129	7.803505731	8.053988308	8.014851287	7.862851716	7.850103496	8.058857651	7.792540775
ENSDARG00000023151	14.05877238	14.23784381	14.40085395	14.0784115	14.10845843	14.32437336	14.47607323	14.01294689	14.38264829	14.280546	14.73092683	14.13949628	14.38264829	14.25784414
ENSDARG00000023152	6.110790318	6.438863072	6.523851644	6.316200946	6.184066779	6.159779402	6.434082821	6.646230419	6.410308529	6.401988165	6.012505206	6.004747741	6.297866305	6.154400952
ENSDARG00000023157	7.73683959	7.197154814	7.691145736	7.21244737	7.117600206	7.396632959	7.641216006	7.873685265	7.90993924	7.326786839	7.991727919	7.105797631	7.435638239	7.483297557
ENSDARG00000023160	8.501407472	8.29046601	8.372328863	8.112122138	8.218671868	7.928639147	8.264130885	8.548297681	8.396974799	8.309010625	8.106026804	8.171588698	8.272043287	8.290126765
ENSDARG00000023174	11.88118627	12.03494951	11.95999532	12.0973749	12.22994353	11.95192289	12.0370747	12.06758815	12.04354901	12.11013248	12.15206275	12.02920805	12.12782665	12.16952367
ENSDARG00000023176	10.58419244	10.39890697	10.80480859	10.50805601	10.18769537	10.88898356	10.90466606	10.51623163	10.89676547	10.80034758	10.82288823	10.87258219	10.77813937	10.56343815
ENSDARG00000023181	8.390928122	8.558904539	8.616086757	8.527310201	8.710422068	8.700535184	8.564779392	8.468876726	8.51864336	8.572130212	8.801975531	8.786855438	8.564644333	8.894169083
ENSDARG00000023185	6.531205959	6.6185516	6.944220537	6.931535294	6.973342437	7.057596238	7.19108237	7.126582289	7.141068743	6.992223124	6.795877023	7.046220613	6.781970912	7.474352949
ENSDARG00000023188	7.653373868	7.473486929	7.645390619	7.511739529	7.456770169	7.739154523	7.693539308	8.102821273	7.404041807	7.51584852	7.213607601	7.290392092	7.619225609	7.383037594
ENSDARG00000023190	11.43064604	11.38949769	11.49816012	11.57548413	11.55660548	11.37835398	11.47183961	11.47952774	11.48274305	11.51489834	11.37328909	11.36811364	11.51177877	11.33169743
ENSDARG00000023203	4.184217829	4.278334161	4.055991721	3.219580181	3.493152582	4.26190519	4.080305367	4.234140463	3.715960483	3.900320717	4.564269834	3.850833655	4.031313395	4.394810321
ENSDARG00000023214	7.427144111	7.261199854	7.289044328	7.60826107	7.240564121	7.488460956	7.836177051	7.399807101	7.291594209	7.412171726	7.169703231	7.129814683	7.402843154	7.483297557
ENSDARG00000023217	8.436871899	8.808211143	8.914885235	8.899963852	8.952769379	8.956982299	8.813547542	8.703424258	8.79842761	9.019166555	8.798671514	8.861147124	8.864278227	8.74332922
ENSDARG00000023220	10.87839651	10.8023933	10.95872105	10.73321722	10.76824805	10.88472894	10.91938006	10.89696831	10.85789925	10.76744596	10.75136065	10.85879644	10.81269645	10.76952963
ENSDARG00000023228	11.5180555	11.76937861	11.70397477	11.83836659	12.00346426	11.6473942	11.56485455	11.74528268	11.71206803	11.6693055	11.83218313	11.72359241	11.79612414	11.84733717
ENSDARG00000023236	4.324134706	5.388083993	5.289445042	5.422353574	4.824351267	5.392549456	4.860585168	4.791896511	4.618746991	5.155966868	4.746602077	5.356346914	4.809736301	4.168360562
ENSDARG00000023237	9.019074134	9.019166555	8.964091895	8.702659639	8.81635737	8.96296286	8.861584335	9.081644527	8.822895184	8.890967815	8.69480364	9.087380525	8.71480329	8.684764151
ENSDARG00000023267	7.478160227	7.774408099	7.528644515	7.411027258	7.456770169	7.778994165	7.539170455	7.324384026	7.532910615	7.741783201	7.538620855	7.517421774	7.859482675	7.632941225
ENSDARG00000023272	8.280958941	8.441340663	8.453370265	8.624815399	8.384177446	8.209168893	8.290640375	8.307479052	8.396974799	8.501264941	8.453370265	8.368393934	8.416597897	8.558542574
ENSDARG00000023279	9.899856739	9.817150001	9.80314569	9.623644665	9.781773949	9.690912755	9.695507427	9.898212153	9.735762494	9.782804563	9.679984808	9.981604652	9.697587469	9.760126799
ENSDARG00000023287	4.746602077	4.568850573	4.780931859	5.388083993	4.510953728	4.935682481	5.217228888	4.506372989	4.935682481	4.746602077	5.912015637	4.842291826	4.979074147	4.572466721
ENSDARG00000023290	12.70974693	12.55841313	12.55000169	12.64926081	12.38657437	12.56686716	12.77242711	12.60433869	12.54608131	12.7439715	12.63682122	12.7588928	12.63147682	12.69461019
ENSDARG00000023298	14.24604712	14.09339127	14.280546	14.13949628	13.91122332	14.27145059	14.16234921	14.14596395	14.17069303	14.12356172	14.27145059	14.30457	14.10845843	14.3370826
ENSDARG00000023299	10.40655352	10.25060501	10.42979149	9.974977326	9.901513452	10.20677595	10.19401669	10.25488064	10.38258078	10.07453065	10.10349201	10.43693373	10.04642844	10.16409872
ENSDARG00000023303	9.508319306	9.33063917	9.477674981	9.25001002	9.293437587	9.280942361	9.249849871	9.20237459	9.213387188	9.285043936	9.245421767	9.38016674	9.145495465	9.206325526
ENSDARG00000023309	9.026413975	8.841179837	8.804530137	8.736073997	8.545883764	8.746699852	8.805533933	8.815886039	8.910578248	8.772907083	8.758275609	8.866188806	8.653670984	8.974458588
ENSDARG00000023316	6.110790318	6.26472828	6.080396847	6.195564128	6.260846243	5.991542229	5.917174455	6.196741852	6.167960924	6.042268432	6.135379469	6.004747741	6.146604885	5.703854743
ENSDARG00000023318	9.223319659	9.470756167	9.356597276	9.736867703	9.536222486	9.599542556	9.542976668	9.424051835	9.501533294	9.504063884	9.647446335	9.432943498	9.491519895	9.590219079
ENSDARG00000023330	11.74970612	11.55276334	11.54568293	11.35612133	11.36299254	11.55660548	11.33671004	11.57476162	11.51402059	11.37458921	11.34857358	11.51759014	11.38067538	11.3741245
ENSDARG00000023369	4.791896511	3.381118113	2.955932206	4.085333176	3.985230732	3.36735775	3.328608653	4.99418445	3.822326801	3.576440965	3.856723809	4.062239067	4.25687738	3.708850792
ENSDARG00000023394	10.06302432	10.18366273	10.03978816	10.20594617	10.01960893	10.13648305	10.18066326	10.17668513	9.996998648	10.0815044	10.07238994	10.06223991	10.06738363	10.07507824
ENSDARG00000023445	11.08450291	11.47342461	11.33498982	11.73634853	11.80905332	11.41125533	11.36974173	11.39203749	11.38022361	11.62149049	11.51333478	11.33113859	11.68941032	11.46217777
ENSDARG00000023448	8.039758483	8.202067334	8.108908542	8.519987313	8.421388215	8.312399428	8.597941969	8.259057572	8.51864336	8.51356418	8.385693664	8.179735813	8.334280885	8.378020641
ENSDARG00000023472	12.22796927	12.15112583	12.09468358	12.00346426	11.99008074	12.10151975	11.97389955	12.07765754	12.05612109	11.96598042	11.89669731	12.11903828	12.09468358	11.92468761
ENSDARG00000023484	3.828977473	3.799790956	3.715960483	3.608645937	3.822326801	4.26190519	3.143700465	4.380173964	2.694033901	3.900320717	3.36735775	3.850833655	3.542011237	4.394810321
ENSDARG00000023495	10.04524913	10.02121699	9.952449181	9.784173299	9.911128833	9.928523876	9.898743817	10.04712599	10.04668147	9.809627759	9.745738184	9.926280893	10.02811098	9.827777734
ENSDARG00000023498	7.081764442	7.345428447	6.826638773	6.735572024	7.167743961	7.185753487	6.64320417	7.409065642	6.689901573	7.231168769	7.420671159	6.842296015	6.805645031	7.106482348
ENSDARG00000023508	6.933566823	7.400708889	7.059411571	6.963026349	7.29324037	7.374598001	7.117600206	6.902647977	7.180514065	7.066783764	7.192428591	7.345117118	7.366948937	7.152791684
ENSDARG00000023532	11.04879219	11.22246571	11.31482489	11.27676752	11.14074783	11.13286038	11.35673415	11.18156305	11.19533665	11.16389674	11.40925606	11.26460145	11.12088323	11.55114356
ENSDARG00000023536	13.41568135	13.41568135	13.36787676	13.43689828	13.4117471	13.39365852	13.382185	13.43689828	13.26682347	13.43689828	13.14258332	13.23286964	13.3848437	13.12882786
ENSDARG00000023537	8.481713348	8.731010136	8.602957662	9.011835071	8.793151346	8.836878889	8.77740553	8.744985864	8.673959593	8.940073692	8.691204879	8.611128761	8.832348805	8.833903977
ENSDARG00000023542	8.03503434	8.184733381	8.093802945	8.484515565	8.579851511	8.184557228	8.251536048	8.28617031	8.208132298	8.214078548	8.127867457	8.197178877	8.262150382	8.023200416
ENSDARG00000023546	6.8623561	6.781970912	6.722307344	7.318297842	7.223237095	6.677747807	6.844947524	6.9613347	6.541559748	7.166674748	6.564434114	6.827460099	7.093877521	6.970374964
ENSDARG00000023578	8.777943654	8.706214339	8.700535184	8.510141038	8.408973419	8.653670984	8.603894958	8.693220962	8.801975531	8.456895143	8.584400537	8.572528505	8.546709865	8.486050647
ENSDARG00000023583	9.806627933	9.848936922	9.714592709	10.00467501	9.681938648	9.791430077	9.872071959	9.892085264	9.797036971	9.843467342	9.944534015	9.786371761	9.690701848	9.76288291
ENSDARG00000023584	6.827055981	6.179946693	6.159779402	6.296553553	5.072127795	6.138704999	5.886047999	6.159779402	6.189530446	6.28611663	5.824017822	6.232436434	5.699814601	6.317481082
ENSDARG00000023587	6.431901856	6.200268524	6.406746572	6.177123239	6.438863072	6.420917323	6.304390181	6.661652004	6.302007503	6.431901856	6.763793105	6.251690481	5.699814601	6.637723052
ENSDARG00000023591	8.597941969	8.993535876	8.898586505	8.86339767	8.796186504	8.805310393	8.861584335	8.937649869	8.794570503	8.824263976	8.77270948	8.58022896	8.687696437	8.74713108
ENSDARG00000023600	11.53804081	11.80505281	11.68429531	11.95999532	11.85109665	11.73677442	11.7667569	11.5977043	11.67885389	11.91366792	11.82106768	11.79369603	11.93459062	11.79450808
ENSDARG00000023609	8.432107779	8.69480364	8.782462419	8.982086964	8.858731637	8.481983465	8.760093285	8.887997946	8.611652975	8.882255268	8.518235343	8.604157206	9.047768613	8.721562867
ENSDARG00000023627	9.297474782	9.315419433	9.280155466	9.419508528	9.457368928	9.369816859	9.237286323	9.119151166	9.369414425	9.174973609	9.302830127	9.248196162	9.42994948	9.14185053
ENSDARG00000023645	9.26402852	8.801431061	8.994126348	8.634001337	8.700535184	8.893048593	8.887472256	8.825625266	8.973902582	8.804530137	8.972623466	8.879779533	8.735945023	8.661505298
ENSDARG00000023648	10.55044064	10.34655573	10.51009515	10.31568498	10.18293589	10.46965662	10.43412954	10.46065471	10.40433274	10.19427057	10.36803216	10.37830022	10.16241711	10.35775486
ENSDARG00000023659	7.24087545	7.345428447	7.21476319	7.774834807	7.61826683	7.354590572	7.530295654	7.324384026	7.685801196	7.452934774	7.576377689	7.378355352	7.744730364	7.797503934
ENSDARG00000023672	8.505674383	8.272886821	8.504183458	8.122861298	8.055669475	8.355947873	8.33117331	8.355947873	8.597426342	8.14079342	8.417416507	8.671666869	8.280131801	8.272886821
ENSDARG00000023678	8.167055261	8.550332537	8.536658607	8.453370265	8.445819465	8.301170096	8.278256401	8.317619642	8.176977978	8.591380897	8.374918339	8.405417416	8.503574549	8.650579438
ENSDARG00000023683	8.941862216	9.194362904	9.128458651	9.38813702	9.281349937	9.233273887	9.228388541	9.137674954	9.248196162	9.419641926	9.245421767	9.30328398	9.181357808	9.252721428
ENSDARG00000023694	10.18317125	10.30995361	10.07766928	10.38598512	10.47225512	10.23087698	10.13418199	10.35516152	10.20385105	10.28032739	10.13060379	10.26313567	10.38296804	10.21246215
ENSDARG00000023712	10.87384377	10.57734858	10.87346469	10.0815044	10.42116678	10.54073078	10.34397393	10.43268821	10.77596954	10.19427057	10.57659486	10.24488389	10.49048203	10.35553199
ENSDARG00000023713	10.35258393	10.263375	10.32158486	10.28476063	10.26393305	10.41060719	10.3007261	10.29807618	10.39323667	10.2756684	10.39671702	10.40731384	10.2745357	10.50826452
ENSDARG00000023724	8.162509204	7.862851716	7.995740142	7.556263808	7.366948937	7.922732036	7.549080834	7.778124357	7.61804804	7.435935213	7.290392092	7.898503534	7.320888786	7.530879506
ENSDARG00000023759	9.883707756	10.15630636	9.981853485	10.51156347	10.57842584	10.35258393	10.48907881	10.01757485	10.15973961	10.36439998	10.57931549	10.15779641	10.62385074	10.63028685
ENSDARG00000023766	9.520842007	9.723616528	9.700736345	9.828272602	9.703619396	9.864467078	9.846069731	9.722036467	9.811223406	9.845390914	9.842267695	9.844586254	9.825179179	9.850147218
ENSDARG00000023768	5.447305556	5.072127795	5.868292679	5.10531132	5.60017293	5.627034957	5.583134635	5.284305768	5.917174455	5.348207163	5.936942564	5.146889178	5.43007774	5.606807937
ENSDARG00000023771	10.57176984	10.84057912	10.74057178	10.99145216	10.92297172	10.90764481	10.78000885	10.71303368	10.73822417	10.9242815	10.94013855	10.8655303	10.93884431	10.91572017
ENSDARG00000023797	11.68941032	11.70536238	11.65032787	11.94994002	11.82106768	11.76207391	11.6972914	11.79450808	11.62783107	11.82640842	11.38497227	11.48274305	11.75000974	11.41276915
ENSDARG00000023814	9.779419679	9.735642319	9.844020807	9.886572697	9.896550625	9.850307751	9.752939184	9.634068887	9.757711081	9.79633855	9.807016072	9.732560318	9.915118227	9.775018817
ENSDARG00000023815	7.081764442	6.707023128	6.982543006	6.918363481	6.927490514	6.9613347	6.731747658	6.646230419	6.901731974	7.076811241	6.944220537	6.923198897	6.805645031	6.81078638
ENSDARG00000023820	12.14431087	12.00921827	12.34542554	11.53379465	11.66196934	12.09641908	12.00705153	11.82246286	12.21587996	11.76341162	12.26349188	11.80645152	11.83034655	11.94006627
ENSDARG00000023840	6.255560065	6.380014841	6.476221251	6.368864293	6.058011595	6.563408736	6.236608175	5.674545374	6.10305995	6.001306698	6.036652936	5.917174455	6.081994548	5.955427228
ENSDARG00000023858	8.847521798	8.98486431	8.798549562	8.903403405	8.806549153	8.753102295	8.858515826	8.96112641	8.846974226	8.853618185	9.032634413	8.846974226	8.782462419	9.060579612
ENSDARG00000023861	7.645390619	7.321205863	6.616542619	6.931535294	7.956717376	7.097445313	6.64320417	7.463543675	7.630704222	7.546406703	7.338884457	7.188305982	8.074699172	7.241186779
ENSDARG00000023886	9.259381387	9.305127136	9.087579102	9.508822751	9.391055902	9.441756847	9.406716679	9.068942207	9.172086123	9.370886969	9.339918951	9.181541661	9.252548739	9.095558084
ENSDARG00000023900	8.994979129	9.22706881	9.141206977	9.361223783	9.293437587	9.135527712	9.11728432	9.08719402	9.097849812	9.083213965	8.940633009	9.096734775	9.181357808	8.974458588
ENSDARG00000023903	5.377380097	5.220131887	5.189186485	5.622736868	5.457780043	5.792832057	5.917174455	5.123646229	5.460095862	5.473401407	5.035864748	5.18636303	5.276217039	5.20408863
ENSDARG00000023914	7.998490663	7.962139584	8.145050636	8.435105726	8.302955734	8.258258758	7.990891471	7.561029689	7.858042689	8.222301942	7.966897291	8.006464787	8.03464818	7.808037868
ENSDARG00000023916	8.053988308	8.597941969	8.233338245	8.714055909	8.811769667	8.345425008	8.374918339	8.405006039	8.503574549	8.739013761	8.40485061	8.201893557	8.624537262	8.72787721
ENSDARG00000023920	9.587306894	9.549351976	9.633129631	9.700556388	9.428023459	9.737298839	9.750197681	9.722036467	9.57102398	9.647873522	9.519650241	9.617695266	9.630705899	9.49391168
ENSDARG00000023927	6.591123663	6.464518912	7.059411571	6.4197396	6.260846243	6.752715513	6.502279469	6.357970558	6.718018805	6.349236809	6.615546963	6.616044791	6.297866305	6.68354421
ENSDARG00000023933	7.399265937	7.774408099	7.652908632	7.683651212	7.93834475	7.689254455	7.498202898	7.521907281	7.700231505	7.977845691	7.365711055	7.411027258	7.721349301	7.34754434
ENSDARG00000023940	7.922732036	8.59242463	8.217492864	8.899963852	9.153009795	8.417147096	8.687116105	8.741158182	8.56266703	8.815457303	8.365864854	8.287250799	8.809342239	8.580613737
ENSDARG00000023950	6.646230419	6.671714499	6.812890455	6.85012931	6.239814569	6.3639271	6.915514882	6.479636399	6.410308529	6.499226131	6.750084127	6.542685985	6.386157015	6.742368703
ENSDARG00000023952	7.278522852	7.292798094	6.973746555	7.845264056	7.668245927	7.518497318	7.836177051	7.418682084	7.115534917	7.887161012	7.61804804	7.300226091	8.06391693	7.501830405
ENSDARG00000023958	7.308729673	6.91874374	7.21476319	7.076430982	7.04884025	7.185753487	6.382562493	6.9613347	7.082277131	6.674844522	7.061683546	6.800401001	6.585567397	7.106482348
ENSDARG00000023963	10.5649259	10.15095287	10.23782385	10.15787289	10.11537491	10.21081843	10.20371986	10.30839803	10.34655573	9.966489395	10.15616152	10.36909584	10.16018344	10.03643438
ENSDARG00000023967	11.02667662	11.0364484	10.99375277	11.10166201	11.14487167	11.06395759	11.06797523	10.97254344	11.11013103	11.09490901	11.16147881	11.16448689	11.14634904	11.11627809
ENSDARG00000023988	9.699697992	10.01111493	9.64098291	9.990839126	10.1438457	9.766875514	9.842162791	10.0197953	9.748744589	10.04901245	9.924992073	9.86587339	10.05970606	9.998059147
ENSDARG00000023989	8.717667577	8.505123477	8.506466424	8.306447896	8.231116356	8.438675935	8.236659393	8.604027583	8.462378456	8.280634285	8.518235343	8.448040427	8.416597897	8.392075292
ENSDARG00000024006	6.827055981	6.941625137	6.798623446	6.996243381	6.869592584	6.949286371	6.731747658	6.972387245	6.933149616	7.066783764	6.795877023	6.867831009	7.085640304	7.140392889
ENSDARG00000024017	8.408065083	8.768221611	8.581181681	8.753679244	9.090159805	8.585655441	8.755061127	8.625838265	8.86290719	8.926043854	8.710292445	8.563044853	8.745529176	8.74713108
ENSDARG00000024026	8.581181681	8.388695011	8.457050573	8.150515953	8.223300207	8.258258758	8.082283136	8.368393934	8.439865832	8.235332331	8.395376592	8.218848625	8.127683767	8.499489097
ENSDARG00000024030	8.053988308	7.110702773	7.149662091	7.338884457	7.167743961	7.531900268	7.157596546	7.399807101	7.141068743	7.264031796	7.245307162	7.395773452	7.373034604	7.140392889
ENSDARG00000024032	8.399029215	7.83129778	7.803713074	7.724513652	8.038851478	7.996792042	8.244827318	7.521907281	7.449614857	7.877186301	7.840949872	7.766808141	7.80260159	7.418682084
ENSDARG00000024047	13.00724313	12.89137095	12.95461864	12.98977416	12.76465628	13.00385475	13.0332948	12.82619894	12.99477499	13.02444567	12.84662807	12.98396997	12.97404285	12.92520294
ENSDARG00000024090	8.297110305	8.925819342	8.287250799	8.997876964	8.871382684	8.351429404	8.894618427	8.964294728	8.544328983	8.919043954	9.193530212	8.410866433	9.017926349	9.148919431
ENSDARG00000024092	7.167072625	7.101470488	7.264698787	7.366326278	7.356927701	7.294328727	6.796863151	7.138988766	7.440904799	7.272001152	7.245307162	7.271302508	7.202295669	7.033600351
ENSDARG00000024101	6.840265309	7.189060928	6.73266366	7.170469403	6.895054953	6.537208759	7.469994016	7.052182836	6.800401001	6.898289267	7.061683546	6.898289267	6.999357524	6.712759019
ENSDARG00000024112	8.97834522	8.994979129	8.902039452	8.736073997	8.939010258	8.819593375	8.840119673	8.990048311	8.969490254	8.739013761	8.867477891	8.939228956	8.877047033	8.847831266
ENSDARG00000024116	9.102291304	9.05999988	9.252876507	8.982086964	8.486050647	9.0964792	9.311455624	9.148390861	8.937747546	8.744985864	8.969777892	8.99739127	8.828138735	8.9100492
ENSDARG00000024124	9.190184432	9.205777679	9.040949814	9.139010243	9.219525748	9.008974705	8.945036093	9.081644527	9.028714765	9.076245943	9.080531368	9.101097415	8.964387817	9.065697265
ENSDARG00000024139	4.184217829	4.457354204	3.715960483	4.222997247	4.624318599	4.109017218	4.080305367	4.380173964	4.339242142	4.570658647	4.990912758	4.062239067	4.506372989	4.64015226
ENSDARG00000024141	10.56600196	10.45045364	10.36245184	10.24588645	10.22003848	10.34884393	10.32181685	10.54611677	10.46539237	10.44564943	10.33530814	10.50540336	10.30839803	10.43602926
ENSDARG00000024160	9.855434239	9.151117507	9.328719822	8.960281019	8.845586365	9.429814155	9.40384654	9.409395135	9.393517429	9.187163018	9.001599798	9.220060798	9.119519645	8.974458588
ENSDARG00000024167	4.394810321	5.072127795	5.530962637	5.422353574	5.362323768	5.286621588	5.217228888	4.624318599	5.217228888	5.348207163	4.813625428	5.228128304	5.457780043	5.271576022
ENSDARG00000024184	9.165974825	9.264110111	9.058150175	9.073160728	9.149720961	9.082217315	9.181622739	9.276928742	9.113065368	9.268647214	9.175878453	9.090738476	9.13679089	9.23793965
ENSDARG00000024189	5.933507257	6.879276711	6.218585869	6.58777396	6.895054953	6.259424846	6.765169016	6.479636399	6.479636399	6.718018805	6.734695001	6.049715487	6.69760382	6.523851644
ENSDARG00000024204	10.4271442	9.865356146	10.11181011	9.620031114	9.566834688	9.966036182	9.590021083	9.99440661	10.0338165	9.672421281	9.510391022	10.05670455	9.521414393	9.573079742
ENSDARG00000024209	9.674809949	9.712112467	9.690438489	9.53746122	9.43823839	9.788005633	9.916563208	9.736502326	9.688160767	9.490691773	9.426845866	9.69495886	9.510942481	9.430511266
ENSDARG00000024219	8.653670984	8.914011881	8.832115252	9.029429697	9.169156578	9.150163219	8.801221397	8.490349738	8.687116105	8.957578146	8.753102295	8.690349219	8.848273474	8.86339767
ENSDARG00000024229	7.778552839	7.95501409	8.010721834	8.207323162	8.257926743	7.627813544	8.216280746	8.059033204	7.891134353	7.781300027	8.082283136	7.864923825	7.981935314	8.100935305
ENSDARG00000024276	10.29937208	10.51821843	10.33066457	10.58773286	10.57414029	10.37480184	10.43082006	10.41211412	10.40290999	10.59740778	10.35553199	10.39230929	10.48833111	10.33924762
ENSDARG00000024277	6.73266366	6.406746572	6.688833691	6.633002643	6.396791434	6.404321762	6.261519779	6.839786005	6.390824405	6.641158474	7.116981287	6.451436407	6.461050524	6.712759019
ENSDARG00000024278	10.71427379	10.3793636	10.52516582	9.670244743	9.97067157	10.42614424	10.07737661	10.15351956	10.4322079	9.894563828	10.35344025	10.32212125	9.995733819	10.21937439
ENSDARG00000024295	10.12694618	9.975077032	10.06448538	9.852782387	9.79720352	10.03643438	9.985683626	10.11683397	9.982770844	9.88901135	10.08421151	9.926280893	9.848492898	9.817777303
ENSDARG00000024299	10.83758206	11.06329457	11.00121099	11.18005458	11.12296574	10.91816157	10.999983	11.04396784	10.9752964	11.12210622	11.1557114	11.02210466	11.18993379	11.13538955
ENSDARG00000024311	7.133021653	6.999357524	6.641158474	6.796863151	7.008296189	6.661652004	6.863204767	7.138988766	6.734695001	6.915514882	7.015275209	7.188305982	6.747239354	6.957997718
ENSDARG00000024314	9.199484565	9.430788347	9.154298058	9.392502143	9.561476002	9.116506815	9.356267583	9.397211656	9.168976715	9.288739583	9.467918379	9.157122009	9.392738666	9.508822751
ENSDARG00000024317	10.32049097	10.07704512	10.10970879	9.854579808	9.950679381	10.02453416	9.846069731	10.15839947	10.14300013	9.978578444	10.00444081	10.09072754	9.824846042	9.862746339
ENSDARG00000024325	8.011706322	8.256569864	7.943388743	7.908694918	7.828898536	8.133573104	8.110728835	8.087976247	8.111749444	7.77644521	8.196832476	8.049448121	7.996589586	8.14079342
ENSDARG00000024365	7.983147501	8.052865439	7.758390937	7.808421666	7.67266866	7.751453715	7.915111872	7.796992521	7.644849674	7.719695599	7.748981057	7.678734163	7.846933081	7.863248825
ENSDARG00000024381	9.678172105	9.521414393	9.658939866	9.403388897	9.430788347	9.490691773	9.57511888	9.482036613	9.498953451	9.453752883	9.585848722	9.577929708	9.425845831	9.583834984
ENSDARG00000024398	9.793600901	9.534615863	9.603713455	9.584525291	9.617695266	9.684395982	9.485429263	9.70098215	9.6822611	9.716914636	9.722332627	9.672240169	9.586525035	9.655666978
ENSDARG00000024416	9.326055048	9.090738476	9.548443586	9.518307638	9.169156578	9.384945661	9.496648972	9.137674954	9.471296316	9.338185887	9.2968768	9.418034487	9.482036613	9.391055902
ENSDARG00000024431	5.797071795	5.220131887	5.289445042	4.932303502	5.362323768	5.598761203	5.422353574	5.695726881	5.460095862	5.473401407	4.884266456	5.146889178	5.457780043	4.990912758
ENSDARG00000024433	14.03926532	13.84374252	13.77258639	14.00941628	13.77258639	13.9658461	13.94696347	13.88917308	13.84374252	14.04793543	13.86105592	13.88917308	13.90550754	13.96105451
ENSDARG00000024443	9.231198075	9.14185053	9.214742063	9.28960748	9.117099335	9.276224219	9.105880865	9.148390861	9.148571024	8.998180431	9.207216724	9.199484565	9.08174768	9.168137828
ENSDARG00000024465	8.708404638	8.580735115	8.884173168	8.370562101	8.557389614	8.714055909	8.501661602	8.718105301	8.808978391	8.439595005	8.552543325	8.853618185	8.322327387	8.665543977
