"","diff","lwr.ci","upr.ci","pval"
"0.1-0",9.15294320298133,-20.6757002781199,38.9815866840826,0.889831129115927
"1-0",17.0610903035109,-12.7675531775903,46.8897337846122,0.438437093833584
"10-0",8.04449344468297,-21.7841500364183,37.8731369257842,0.930949235204719
"100-0",22.1248537506617,-7.7037897304396,51.9534972317629,0.20961750171862
"1000-0",7.74539485731268,-22.0832486237886,37.5740383384139,0.940181561454637
