	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBC_10-4_A	DBC_10-4_B	DBC_10-4_C	DBC_10-3_A	DBC_10-3_B	DBC_10-3_C	DBC_10-2_A	DBC_10-2_B	DBC_10-2_C	DBC_10-1_A	DBC_10-1_B	DBC_10-1_C	DBC_3uM_A	DBC_3uM_B	DBC_3uM_C
100007472	3.134393792	3.29810648	3.308193993	3.387392167	3.246315057	3.351471705	3.381511395	3.150253387	3.292300566	3.446575626	3.056438226	3.286512632	3.170943326	3.121516899	3.3608934	3.349509577	3.323401512	3.325020953	3.358409791
100007488	1.217803339	3.66544994	1.746538597	1.366583081	1.546477795	1.24415609	2.048955127	1.864951481	1.139537258	1.172783567	1.066617334	5.649341979	0.258666662	1.053221013	5.201981107	1.791724703	0.949089881	5.333667593	2.043679418
100007493	1.785991614	1.688084977	1.643810462	1.497477662	1.769441674	1.654316542	1.931647431	1.813037661	1.737718313	1.49648348	1.801534479	1.5803779	2.095653767	1.946679506	1.82665722	1.844927119	2.132487171	1.554902037	1.852742803
100007502	2.835358055	2.184304717	3.196490045	2.514311426	2.633479957	2.754960555	2.678106252	2.040757568	2.276307734	2.001065532	1.739608663	2.096334922	2.500603115	2.002985317	1.685716486	2.30026683	2.683358678	2.365041942	2.677993594
100007503	3.003470301	2.669914152	2.501252582	2.814690452	2.492688823	2.321271485	2.838786946	2.636316382	2.015266992	2.659588249	2.339244901	1.705386438	2.808543268	2.726062598	1.9703203	2.733097576	2.674854024	2.146409374	2.729437152
100007529	1.337078992	1.157169514	0.407115303	1.062675003	0.451755642	0.480392767	1.35512269	0.913083558	-0.85643762	0.833413918	0.758512505	-0.163746522	1.083873828	0.691435192	-0.016615945	1.474803291	0.977030237	-0.04979118	1.022981417
100007552	0.851760158	1.04603399	0.504143844	1.128794221	1.11540475	2.025997102	0.988186201	1.209272493	1.928551065	1.396441795	1.903893177	1.914062998	1.256424919	1.537863156	1.985434382	0.656614795	1.384184568	1.093029141	1.118694369
100007575	2.99623916	3.328107297	3.167158326	3.311131868	3.279663249	3.07134928	3.09061945	2.948493548	2.848524849	2.995033381	2.656566433	2.789803635	3.068806608	2.829327405	2.916496367	2.905778861	3.131639546	3.072382794	3.101552906
100007608	4.195616632	4.67726609	4.599917783	4.861769106	3.888994783	4.211932843	4.140679998	3.512235127	3.777310257	3.471374732	3.5149409	3.989290299	3.819999178	3.894393205	3.644112364	3.800363205	3.63972895	4.005254842	3.770607921
100007612	3.781643416	3.791391516	3.615607168	3.238122711	3.690049262	3.842477585	3.812310662	3.760836831	3.914493352	3.809552995	3.668235955	3.806004157	3.617832641	3.733973608	3.83559349	3.699258781	3.652779732	3.718160063	3.553719018
100007636	4.124439751	4.103854802	4.27162915	4.205376607	4.283556288	3.991217683	3.959420936	3.796919666	3.700881198	3.948511456	3.862333109	3.907078332	3.823923849	3.727304159	3.749681796	3.827050847	3.843183896	3.828536251	3.928621975
100007653	3.342589868	3.506616261	3.411867093	3.446921323	3.232756907	3.221967287	3.047411859	2.263408833	2.770895019	2.320583792	2.81508709	2.83838757	2.613742246	2.896263595	2.648650988	2.861283154	2.895861	2.89640887	2.591666781
100007661	3.831252187	3.720776321	3.653116847	3.565064315	3.960655917	3.842477585	3.9085863	3.733169843	3.950149161	4.063068905	3.814325363	3.674554843	3.722454244	3.740612367	3.67706767	3.695642827	3.720457504	3.832617379	3.684598166
100007670	4.764695606	4.858811136	4.925272588	4.939816789	4.519590163	4.69664824	4.766899876	4.550044899	4.42267599	4.45993683	4.465100307	4.554255404	4.659944964	4.711122034	4.49643189	4.620436292	4.482596225	4.527396639	4.554472277
100007677	1.769120122	1.742566151	2.112415601	1.850859747	1.308723956	1.86178802	1.433928102	0.581916445	1.170097391	0.53714797	1.164129045	1.874672763	0.857533288	0.745244518	1.487653477	0.999338005	0.977030237	1.197990707	0.810101717
100007678	1.468300047	1.074630728	1.226988407	1.310708402	1.692291841	1.513812869	1.833320177	1.499365283	1.419408056	1.699040906	1.382465004	1.292263274	1.324492872	1.288873874	1.422513939	1.405662924	1.504251034	1.431174075	1.472760646
100007679	3.046112161	2.688535683	3.144761431	3.176932763	2.844302694	2.931049544	2.902524835	2.456248013	2.590602117	2.637845254	2.561334697	2.593507527	2.743727298	2.692215417	2.600381151	2.560949004	2.74152754	2.864874018	2.677993594
100007681	4.52195007	4.403446762	4.332347841	4.347522424	4.579731953	4.627295461	4.420141798	4.528745388	4.623739948	4.412704106	4.604080962	4.858463219	4.413976987	4.563549269	4.854331823	4.527896453	4.586002819	4.791268304	4.110366224
100007686	1.681669789	2.447445647	1.766234735	2.476721772	1.945992606	2.157756162	1.862104103	1.385492318	2.472967671	1.396441795	1.691355059	2.130180328	1.77728127	1.827012957	2.015195663	1.805210368	1.947164112	2.065492545	1.496711901
100007702	2.414939396	2.769480258	2.934542246	2.501890047	2.458150208	2.173411098	2.560095083	2.237385389	2.344883172	2.57057815	2.400557186	2.457930743	2.23186217	2.509933176	2.40064261	2.470741284	2.263044066	2.353727	2.499843796
100007704	7.034609174	7.459527759	7.070348848	7.176101077	6.729970716	7.053560942	6.937728363	7.057927596	7.11287485	6.980204493	7.028773807	7.226904416	7.040226487	7.126141239	7.189854486	6.962844645	6.945296069	7.144305465	6.921366814
100007732	4.275443652	3.870991042	4.305676732	4.068886564	4.253659447	3.857091876	3.98581768	4.075549346	3.840423934	4.150122161	3.94354307	3.639731981	3.83563421	4.022494661	3.686346839	3.872598284	4.200992486	4.012468257	3.553719018
100007749	4.906446255	5.304377323	5.295972195	5.443774363	4.642602436	4.919560277	4.963998313	4.666765854	4.567455595	4.748199899	4.525982261	4.673820787	4.800021671	4.737912905	4.627457461	4.881409328	4.480157742	4.722555982	4.577114973
100007758	2.425745196	2.837805973	2.326543064	2.574863044	2.010977072	2.234385453	1.94516269	1.795309463	2.097064904	1.422110065	1.75534109	2.412810117	2.069445234	1.958117842	2.044355389	1.77811179	1.465328668	1.994412379	1.34665005
100007763	2.598046453	2.447445647	2.635816141	2.463971045	2.285042901	2.141929487	2.122175336	2.314088454	2.015266992	2.001065532	2.012619224	2.237586122	2.430261141	2.405185734	2.283242256	2.328559448	2.02951921	2.146409374	2.310134804
100007768	2.891002469	3.017935271	3.059529927	3.063177891	3.004469396	2.744518065	2.950222381	2.907823967	3.067254954	3.20920906	3.17815264	3.076890365	3.001092711	2.954531926	3.135556598	3.204383458	3.112873446	3.139809402	3.177607478
100007793	5.871293357	6.195521212	6.265374326	6.487233633	5.725026721	5.626361848	5.889716614	5.832514596	5.246197987	5.665042944	5.697431348	5.383071889	5.723200748	6.021891092	5.399681045	5.900004873	5.529180041	5.552352025	5.306494112
100007808	1.883275916	2.223140935	2.326543064	2.550946495	1.788101301	2.157756162	2.460086535	1.499365283	2.247938072	1.895076117	1.816609341	2.118986518	2.015555072	1.426988814	2.029849197	2.309759486	1.597196708	1.934913935	2.183049936
100007836	6.626062612	6.344502987	6.718646095	5.985838791	6.246454698	6.463121607	6.107326886	6.111301312	5.775502546	6.524089746	6.694170858	5.864596672	6.499107864	6.454530696	6.574053675	6.52240709	6.615026036	6.52522124	6.522734836
100007842	0.752251481	0.687183142	0.721508892	1.310708402	0.196354842	1.020066811	1.18328901	0.581916445	0.668984439	0.628180213	0.324647847	1.077768291	1.324492872	0.691435192	0.891550752	1.423261131	0.800644801	0.452635181	1.320048982
100007877	4.201916458	4.629878893	4.476816791	4.473733789	4.090355704	4.241938748	4.327717217	3.992412997	3.918998819	3.979096051	3.967378391	4.007614984	4.078377812	4.112258433	3.928454076	3.959593724	4.018102985	4.247650615	4.182281994
100007897	1.989057506	1.941986973	2.081304648	1.640325018	1.824711775	1.330472873	1.727798048	1.337301286	1.717169731	1.780678236	1.233167486	1.596609295	1.471841981	1.750138965	1.722263378	1.693621284	1.975141429	1.686998337	1.520272009
100007906	3.42568172	3.103685836	3.380262259	3.253023113	3.488031483	3.309582074	3.366522036	3.244722188	3.191628408	3.133541846	3.136710542	3.161156349	3.237189826	3.23400611	2.970665334	3.173520368	3.392459321	2.840762124	3.598677628
100007924	4.208188895	4.632285586	4.690323669	4.595643471	4.276965881	4.328384398	4.424972958	4.18170906	4.2258141	4.099318736	4.139102284	4.252640259	4.071791604	4.179764819	4.205139084	4.177464653	4.357981242	4.365006566	4.17487853
100007940	3.559259261	3.267468523	3.075405795	3.318233617	2.664107789	3.128685658	3.041132339	2.940450833	3.169110489	2.743424357	2.909508102	3.105529397	2.930043424	3.085464218	3.080315068	3.048689173	2.74152754	3.210511075	2.77910932
100007963	1.060295899	0.308130147	1.226988407	0.843924972	1.201445799	0.6688985	0.07056547	1.235803333	0.099138997	1.260767757	1.09162008	0.485664563	0.857533288	0.353163989	0.721443519	0.626545455	0.736708364	0.888687976	0.466370952
100007978	2.278532882	2.812561511	2.524569609	2.586674263	1.788101301	1.880984098	2.441134158	1.898551095	1.963865325	1.983932583	1.875381309	2.206195548	2.095653767	1.958117842	1.908228996	2.261659	1.889527268	2.271935682	2.107289386
100008009	2.725954369	3.096731443	2.547515769	2.902361918	2.311080929	2.712729279	2.888602219	2.410400496	2.233541259	2.951629523	3.154617405	2.732198749	2.567674261	2.829327405	2.731664461	2.781658908	2.340367695	3.241537412	2.788841776
100008021	3.473332633	3.369087177	3.328208697	3.497849714	3.488031483	3.266439683	3.32059625	3.375751122	3.199056949	3.252774882	3.252094011	3.495706419	3.460341738	3.495762766	3.540473624	3.460206536	3.345004286	3.504567536	3.338667813
100008047	3.290336111	3.391992007	3.308193993	3.651948683	2.548476908	3.011639561	3.028490702	2.626323965	2.750816853	2.951629523	2.74589933	2.97503217	2.855313063	3.01053796	2.908589201	2.808691561	2.640325012	3.016076503	2.70907932
100008070	10.74188328	10.82630425	10.73921463	10.75894001	10.90431571	11.00490535	11.15514678	10.47649639	10.66770909	10.66995099	10.58502529	10.62485445	10.82859305	10.79128112	10.27891592	10.6717705	10.64261687	10.71182026	11.091829
100008101	3.694972075	3.97704675	3.974252629	4.07728297	3.191300768	3.730528172	3.668986388	3.129179421	3.528802773	3.252774882	3.27955352	3.51718291	3.371963537	3.572188757	3.227414444	3.493907956	2.994842122	3.636477341	3.338667813
100008368	2.230039171	2.837805973	2.339748754	2.538837877	2.217814513	2.530237016	2.332197115	2.595924623	2.770895019	2.475713178	2.468942814	2.593507527	2.743727298	2.509933176	2.540241182	2.801980736	2.757725353	2.757348134	2.534965825
100008376	7.319173086	7.394379841	7.630381983	7.50030949	6.680266727	6.137095102	6.33303497	6.204858754	5.923343942	6.009976332	6.17857543	5.892236538	5.831458963	6.675235968	5.628715963	6.135748398	5.923087114	5.713727558	5.781363234
100008541	6.711578985	6.650889298	6.596314262	6.62390295	6.704412115	6.578177917	6.544254591	6.794045372	6.388865176	6.753188374	6.700379018	6.324961921	6.663075895	6.705667112	6.408850963	6.63067823	6.697573215	6.601011469	6.504989639
100008568	3.806661023	4.380724507	4.515153402	4.231943053	3.944111897	4.362928643	3.989083571	3.231599505	3.563749233	3.554961021	3.582642495	4.126965952	3.969210611	3.949873859	3.639342403	3.563011731	3.854524814	4.25375076	3.842461543
100008592	1.851571165	2.075320214	1.966808233	1.927163333	2.217814513	1.918626586	2.048955127	1.740779055	1.9812035	2.067632391	1.846294583	2.001995149	2.159164844	1.827012957	1.859841411	1.750494451	2.094730131	2.259863273	1.942675123
100009619	4.616944692	4.184784013	4.640502693	4.444824113	4.90656897	4.828562244	4.664404745	4.770215752	4.481733364	4.514647694	4.851023995	4.599254819	4.502343704	4.869427364	4.423396459	4.465565585	4.786807249	4.439147438	4.29925351
100009622	5.750785308	5.751151462	6.075167724	5.683996276	5.762072489	5.774854831	5.571332791	5.599559296	5.843827613	5.806972903	5.737586796	5.842912654	5.728444643	5.469141172	5.945109233	5.97202127	5.669561212	5.88266828	5.423568375
100009626	5.991626184	6.059071182	6.417139618	6.521480482	6.111389623	6.126075662	6.187105247	5.825981032	5.938956348	5.882877612	5.67899021	5.911827761	6.109025203	5.949955411	5.848190959	5.98170392	5.910464528	6.057613924	6.118871427
100009628	1.626536519	2.248462844	1.766234735	2.017195777	1.75053754	1.302270559	2.010902627	1.454888748	1.873904007	1.719887394	1.917940554	1.513562101	1.793383562	1.911810087	2.207924365	1.722338102	2.094730131	1.740106946	1.815139164
100009630	2.699484066	2.829440137	2.749027763	2.621538587	2.653970587	2.765328004	2.628707152	2.78744334	2.839046505	2.722917621	2.552357263	2.78272756	2.808543268	2.860138446	2.570624517	2.544961588	2.47382108	2.514784411	2.624647618
100009631	5.40393928	5.196295091	5.624744359	5.245702915	5.423178868	5.259176294	5.655957306	5.159570097	5.151738581	5.500098819	5.138798082	5.103895406	5.417751866	5.135580984	5.18571522	5.289074867	5.324204863	4.888564933	5.539077307
100009632	5.116105041	5.525054459	5.125358656	5.07592849	5.178181727	5.41215897	5.250560796	5.558110096	5.698091458	5.833518026	5.638206898	5.817170765	5.611841295	5.62975009	5.83677762	5.615200666	5.502994736	5.644610212	5.549133614
100009635	4.888982626	4.89132618	4.785083476	4.958118181	5.025356576	4.874778604	5.017754606	4.998469387	4.873970899	4.975401724	4.869212457	4.917802146	4.974346151	5.039246569	4.920701645	4.875029104	5.016191467	4.994359017	4.970410927
100009637	5.413470937	5.51596005	5.582319106	5.615025162	5.418695277	5.372019121	5.468622282	5.347687187	5.20804894	5.400316382	5.263678728	5.218456911	5.394188515	5.256315533	5.157635236	5.312872818	5.188893542	5.250697529	5.425129335
100009638	5.506748978	5.129719214	5.362181558	4.258029125	4.934057058	5.936108292	5.313137517	4.370134833	5.716325469	5.675752361	4.440982593	5.626797632	4.644493595	4.426163441	5.829467292	5.03810289	4.482596225	5.289813489	4.271755489
100009639	2.588461155	2.592927157	2.657071897	2.632975279	2.53749054	2.589783798	2.686177456	2.533134056	2.384516453	2.347624924	2.478452851	2.702510165	2.289764597	2.45447729	2.970665334	2.356307876	2.483593062	2.534961703	2.282845368
100009640	3.712727902	3.45860224	3.705064909	3.668714853	3.447522774	3.562359344	3.648478442	3.411101573	3.199056949	3.434014364	3.555941879	3.316220777	3.311750502	3.472022547	3.214644581	3.385865084	3.487792098	3.359371887	3.609701729
100009645	4.531986044	4.469542099	4.627100847	4.395315464	4.471336653	4.47455229	4.484035789	4.205394745	4.403512601	4.275106749	4.340265663	4.255198756	4.395635061	4.382260132	4.328798068	4.339162114	4.445579009	4.247650615	4.326237202
100009646	3.242244186	3.117494854	3.637160537	3.651948683	3.17011725	3.719906672	2.950222381	3.018928869	3.28533808	2.70211519	3.030812749	3.34532949	2.727057861	3.30290952	3.313772067	2.733097576	3.221974291	3.478758736	2.788841776
100009648	3.981624049	4.334177349	4.261256192	4.405354045	3.738823678	3.822758688	3.656716636	3.74245125	3.35349557	3.600636568	3.551443334	3.325989084	3.440028661	3.91801404	3.277392733	3.344900039	3.507083851	3.617680002	3.519056069
100009650	4.50676398	4.563332498	4.876268491	4.508298776	4.767745032	4.808650905	4.959010577	4.731120892	4.952985518	4.99691219	4.845522438	4.860144909	5.060032234	4.527533508	5.002841122	5.000495951	4.900593118	5.003438263	4.918160159
100009653	3.929429429	3.938669967	3.909303907	4.089786658	3.587256132	3.693005682	3.336067856	3.631930378	3.534686285	3.471374732	3.348594425	3.784910923	3.254741322	3.530656307	3.775996706	3.538998321	3.371560662	3.740052391	3.428570031
100009654	7.858381196	8.014597593	7.781688077	7.984716028	7.791139562	7.707912833	7.625919702	7.71466365	7.459880313	7.608482146	7.839672321	7.521769777	7.750446299	7.996133977	7.515532952	7.939438563	7.460823201	7.528645766	7.362879821
100009656	4.373582427	4.434116786	4.518060604	4.395315464	4.001204517	4.468219905	4.511549438	4.254877044	4.659181404	4.484509261	4.21501994	4.673820787	4.552877172	4.373743968	4.709390339	4.538028055	4.264718906	4.638800127	4.596639946
100009657	2.914208393	3.117494854	3.04347741	2.773947124	2.733141187	2.874707952	2.772102452	2.386918532	2.485172236	2.535730676	2.614056866	2.62550049	2.345432509	2.726062598	2.667515616	2.419051164	2.86628691	2.799657901	2.389036227
100009658	5.366572851	5.64431728	5.700918053	5.822792855	5.424670307	5.218254307	5.350436933	5.243678852	4.809915467	4.984044434	5.11765274	4.990236755	5.249950942	5.363426899	4.864586224	5.291472405	4.997556912	5.096320908	4.931401331
100009661	5.072076328	5.10913225	5.206893911	5.241973317	4.902293159	4.900873975	5.00490553	4.654526682	4.77554702	4.75073447	4.766213069	4.90482503	4.745198083	4.894945752	4.769561993	4.881409328	4.819967995	4.882672399	4.845411769
100009663	5.299125589	5.40210576	5.237201919	5.2788424	5.033199275	5.271957215	5.032074333	5.08492022	5.213560955	5.173533669	5.159637972	5.343945845	5.092930722	5.122932658	5.167608344	5.267315819	5.05930294	5.189960171	4.987415614
100033387	5.501651163	5.802275663	5.970812466	6.083610327	4.904432648	5.168346144	5.292138105	4.955217511	4.699021971	4.691282171	4.773956992	4.917802146	4.954792239	5.081696324	4.729727683	5.169039413	4.528161093	4.964915396	5.02083526
100034366	5.521935225	5.817160434	5.597516436	5.810254654	5.663195461	5.204986428	5.335119474	5.50320128	4.807487546	5.248978017	5.369689766	4.719003768	5.252865194	5.519228572	4.920701645	5.525372077	5.426535251	4.940541934	4.953203416
100034367	6.258894881	6.346795733	6.384058746	6.218777405	6.387818284	6.332773651	6.425732822	6.202338586	6.190723997	6.358797033	6.262851468	6.172240424	6.311976904	6.293119685	6.134131494	6.2803619	6.266553013	6.241514932	6.293105117
100034386	4.414843465	4.817108909	4.799492565	4.817348166	3.888994783	4.317857747	4.027708251	3.517651071	3.620175575	3.459028464	3.600172264	4.052433551	3.911364428	3.949873859	3.61038663	3.769737416	3.652779732	4.21049795	3.72571274
100034387	4.392984519	4.785021613	4.597171093	4.691736819	4.131121153	4.595691231	4.36338854	4.023201546	4.438453301	3.677246163	4.087212484	4.603276922	4.007675754	4.305981776	4.340600416	4.055812798	4.093424772	4.774394589	4.133466099
100034394	3.686011536	3.891228291	3.765029958	3.880233978	3.447522774	3.637650446	3.563400871	3.549726588	3.153900884	3.315752013	3.369189779	3.529917002	3.445133806	3.669333345	3.488376568	3.485556119	3.227800158	3.425713318	3.27083911
100034395	1.192717503	1.61208739	1.664949617	1.72825867	1.8952582	1.585774482	2.048955127	1.703245641	1.229341604	1.740436942	1.299052504	0.982165184	1.901331718	1.443359309	1.330817305	1.9212237	1.363164817	1.365089108	1.208450563
100034402	1.699589072	2.171123465	1.983731784	2.257809469	1.912368675	1.899928109	1.958552511	1.521099716	2.21899933	1.612505435	1.889707677	2.130180328	2.082609014	2.067773978	2.377914404	2.005418353	2.120010964	2.119938179	1.675225863
100034405	3.01066538	2.447445647	3.490939081	2.753135687	3.331467088	2.480764168	3.150182762	1.584404873	2.081072141	2.001065532	2.296872862	1.478956773	2.604645581	2.540690723	1.629099331	2.309759486	3.100225713	1.87285576	2.970855688
100034406	5.479782213	5.284623463	4.740972072	5.090519254	5.223442775	5.403888101	5.028904432	5.597003318	5.445168974	5.357722419	5.45886489	5.374860632	5.00750914	5.436802109	5.499126965	5.286673338	5.348471977	5.300165991	4.90703225
100034409	2.478592512	2.651049118	3.083278693	2.824699002	2.570201796	2.530237016	2.628707152	2.456248013	2.204309329	2.46340414	2.264256625	2.278405223	2.490761816	2.607587484	2.40064261	2.365440005	2.789585398	2.722583593	2.667481037
100034410	4.080668553	4.363444835	4.211837801	4.261717499	3.813587215	4.200517757	4.226198672	4.09379402	4.080547365	4.169195269	4.090317039	4.250077217	4.06848719	4.091634479	4.097964284	4.235893615	3.920759599	4.188375342	4.261307088
100034417	2.468176783	2.391715246	2.244665087	2.655580219	2.422764403	2.043140238	2.524525286	1.994895423	2.317842875	2.279047335	2.596696009	2.288432061	2.266881732	2.478505582	2.142009076	2.401401213	2.055958328	2.494320916	2.138072641
100034426	2.835358055	2.804047564	2.58126489	2.385005422	2.64376165	2.816076315	2.702185649	2.814098222	2.688849273	2.888583085	2.038566997	2.891979717	2.710193566	2.643454302	2.784466503	2.675520494	2.683358678	2.713759968	2.46384535
100034432	2.325449431	2.223140935	2.477552503	2.451106621	2.323925811	1.86178802	2.258329948	2.224195494	2.032001807	2.177209041	2.307583111	2.366232648	2.23186217	2.486426896	2.411873836	2.462253854	2.604949288	2.197937749	2.168212761
100034434	3.359595505	3.54288615	3.72533146	3.612052831	3.571185396	3.676620977	3.509837003	3.468159685	3.319819285	3.369513199	3.409518901	3.383249444	3.585832041	3.360074555	3.252619998	3.264196847	3.613267779	3.436479581	3.177607478
100034439	1.663525134	0.445846963	1.685783497	1.393729334	1.929278595	1.719749349	1.544609389	1.154700681	1.419408056	1.343693181	1.46131729	1.054454867	1.659233317	1.696515311	0.64735661	1.351542443	1.650219267	1.342370529	1.736857255
100034441	1.266703164	0.759420936	1.077348438	0.993379358	1.173331773	0.985011486	1.039490687	1.209272493	1.010380197	0.907975163	1.402585784	0.740635531	1.160364318	0.420862959	0.569258172	0.532383694	1.230177807	1.223079862	0.847835182
100034442	2.17985856	1.894656056	1.983731784	1.472231616	2.203984557	1.937085814	1.833320177	1.625115919	1.444626156	2.236279467	2.400557186	1.861300009	2.042751764	1.553029012	2.029849197	1.957910372	2.274347284	1.668851946	1.736857255
100034448	1.313999734	0.92561741	1.438174283	1.028443192	0.821408774	0.949083111	0.879756463	1.008493502	0.486757384	1.260767757	0.906754594	1.100710963	0.887845311	1.195315933	0.721443519	0.656614795	0.920597706	0.979827829	0.989612028
100034454	1.588574559	1.157169514	1.897056068	1.88951594	1.11540475	1.698266475	1.205921252	1.209272493	1.043769547	2.067632391	1.341361504	1.272193167	1.324492872	1.537863156	1.722263378	1.175816766	1.684515066	1.49436404	1.022981417
100034462	3.094318541	2.934585563	2.925811774	3.011539016	2.733141187	3.160454424	3.066088072	3.296050896	3.017704196	2.83225984	2.937359832	3.139162274	3.035346898	3.032345458	3.12194325	3.125951317	3.028608857	2.856881412	3.037683813
100034473	2.34834769	2.046737275	2.096943984	2.017195777	2.132773345	1.719749349	2.157437466	1.777360703	1.797664273	1.819827465	1.75534109	1.914062998	1.809308114	1.969466204	1.609722191	1.736484965	1.904153785	2.051553917	1.61084365
100034477	6.612201456	6.656811818	6.718244445	6.678731552	6.634600331	6.658242696	6.555312973	6.556216869	6.56161047	6.357966087	6.512963852	6.576852931	6.501553875	6.653853452	6.484603804	6.5159299	6.633183718	6.661339859	6.378568528
100034485	4.049568215	4.519801359	4.467823315	4.758522022	3.624072647	4.211932843	3.610813098	3.064045061	3.631200764	3.179416697	3.364068439	3.860790049	3.213450658	3.737296806	3.412127906	3.229607746	3.250871181	3.765892073	3.501407197
100034487	5.524450797	5.791548868	5.7793414	5.751132536	5.348142593	5.601985529	5.679395625	5.385205572	5.410392515	5.344359503	5.324265312	5.660965868	5.57970603	5.471138495	5.361090811	5.466116802	5.336389443	5.552352025	5.544832349
100034489	2.230039171	1.845719515	2.096943984	2.501890047	1.824711775	1.880984098	2.372768682	1.477298403	1.541308848	2.034732857	1.75534109	1.659768118	1.93074651	1.935149756	1.66708989	2.062684455	1.904153785	1.668851946	2.138072641
100034498	4.961321734	4.663212643	4.940522084	4.859336833	4.645163506	4.749825803	4.686701958	4.417259013	4.400293808	4.541244254	4.575564065	4.637019494	4.494977946	4.574738375	4.450879574	4.628044652	4.360635029	4.686932302	4.63221412
100034503	2.819057329	2.821025507	2.994219527	2.598389569	3.104633939	3.128685658	3.028490702	2.916050118	2.895004401	2.851279624	2.622659575	2.544147164	2.839890986	2.712618866	3.051880297	3.008448944	3.001658991	2.791294631	2.749511707
100034506	3.721524534	3.357496936	3.360961596	3.207852124	3.845116146	3.817786561	3.681152668	3.988517814	3.636681923	3.843194206	3.876788987	3.689765908	3.60420492	3.583311315	3.856295181	3.745459596	3.884338519	3.79127708	3.58756864
100034507	2.959529585	2.821025507	3.260384055	3.137327749	3.004469396	2.578069442	3.028490702	2.128326997	2.081072141	2.425834074	2.410527275	2.440051473	2.800598741	2.835542479	2.283242256	2.645846679	2.63156207	2.695949152	2.613737566
100034513	5.895787723	5.95524547	6.038179893	6.105326441	5.847950912	5.90948008	5.822654274	5.612271696	5.603295529	5.540208991	5.537170607	5.627785182	5.763606409	5.7579883	5.492529995	5.626639485	5.677032813	5.801710672	5.813900191
100034519	1.569212299	2.309888862	2.758892468	2.398470173	1.806522665	1.80261799	1.743353461	1.235803333	1.541308848	1.260767757	1.164129045	1.690340038	1.109823884	1.522536178	1.487653477	1.387847397	1.465328668	1.740106946	1.292948203
100034520	5.478485423	6.041975854	6.052287041	6.172503764	5.214848296	5.535398495	5.575684006	4.9710959	5.255134319	4.920179127	5.075975888	5.502019498	5.473781124	5.361274632	5.139170198	5.38985131	4.968276121	5.402547472	5.466649223
100034521	1.929563729	1.592445565	2.049507991	2.034547157	1.479173062	2.234385453	1.997992105	1.154700681	1.777957755	1.110997556	1.422429801	1.675135057	1.693958331	1.233470205	1.775404339	1.387847397	1.363164817	1.774456739	0.989612028
100034522	2.769020058	2.403034884	3.225237278	3.184724949	2.771154691	2.335257048	2.831527957	2.040757568	1.696324237	2.001065532	2.264256625	1.547356772	1.727867138	2.283167218	1.400130362	1.764369204	2.924841003	1.172457506	2.401776912
100034533	3.955762767	3.870991042	4.015982227	3.885024652	3.762606148	3.918763651	3.744361535	3.056622994	3.580910064	3.459028464	3.582642495	3.579758289	3.68841646	3.637673097	3.767278293	3.472937004	3.674272061	3.686941736	3.298354438
100034534	2.254489771	2.61256247	2.286184855	2.655580219	2.492688823	2.234385453	2.073777062	2.250455787	2.857941327	2.034732857	2.380407896	3.392575721	1.760997226	2.283167218	3.051880297	2.106915006	2.240168433	2.353727	1.942675123
100034535	0.851760158	1.490013012	1.045463495	0.720707196	0.404165066	0.949083111	0.879756463	0.452166369	0.668984439	0.223498744	0.694670133	1.054454867	1.135315406	0.745244518	0.825894606	0.851190344	0.831580926	0.791399931	1.087490311
100034540	1.468300047	1.941986973	2.049507991	2.438126452	0.70839771	1.538201083	1.089033185	0.87982461	0.668984439	0.53714797	0.789404589	0.9318779	1.184985729	1.156125139	1.014526495	0.686070189	0.56325057	1.197990707	1.022981417
100034546	3.154021549	3.229822892	3.448901069	3.394129122	3.447522774	3.104391403	3.066088072	3.041663318	3.091406408	2.670338084	2.998127254	2.885388564	2.951727999	2.91399252	3.037449949	3.054347237	3.081043754	2.880727604	2.749511707
100034551	0.851760158	1.074630728	0.945349109	0.329017288	0.747060068	0.754653447	1.314044659	0.452166369	1.076403591	0.833413918	0.758512505	0.982165184	0.794928995	0.847192482	0.443561584	0.686070189	1.057744301	0.687073801	0.51408976
100034575	1.52969032	1.777776498	1.785665592	2.034547157	1.524389933	1.918626586	1.984965005	0.913083558	1.393741292	1.046446592	1.422429801	1.369862979	1.74452728	1.682792077	0.954348538	1.540781129	1.275882506	1.87285576	1.208450563
100034578	2.569097362	2.631934129	2.816704828	2.721344569	2.481267579	2.416437543	2.382735773	1.740779055	2.590602117	2.067632391	2.24209547	2.449018805	1.809308114	2.470540535	2.59053031	2.062684455	2.454076276	2.330827359	2.240918239
100034579	3.087529752	3.068573711	2.826118935	3.07998812	2.72347922	3.020322318	2.725869736	2.848888882	2.688849273	2.615769549	2.957901353	3.059430024	2.847622631	2.878314089	2.676856227	2.560949004	2.789585398	2.765909935	2.646223287
100034580	3.420288699	3.414538866	3.490939081	3.47896162	3.177213039	3.451164799	3.458926099	3.41691001	3.511006888	3.50779198	3.389495256	3.354903328	3.581202027	3.41090448	3.277392733	3.481362	3.463308878	3.247663406	3.351859103
100034581	3.066969581	3.017935271	3.341399219	3.161220984	3.134105165	3.020322318	2.867463083	2.456248013	2.957658343	2.582009402	2.656566433	2.724833683	2.649565957	2.785055652	2.389323264	2.374514691	2.781686105	2.89640887	2.499843796
