	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBC_10-4_A	DBC_10-4_B	DBC_10-4_C	DBC_10-3_A	DBC_10-3_B	DBC_10-3_C	DBC_10-2_A	DBC_10-2_B	DBC_10-2_C	DBC_10-1_A	DBC_10-1_B	DBC_10-1_C	DBC_3uM_A	DBC_3uM_B	DBC_3uM_C
100034521	5.9247522593	5.5876340953	6.0446965213	6.0297356873	5.4743615923	6.2295739833	5.9931806353	5.1498892113	5.7731462853	5.1061860863	5.4176183313	5.6703235873	5.6891468613	5.2286587353	5.7705928693	5.3830359273	5.3583533473	5.7696452693	4.9848005583
406794	8.1653271053	8.4098636123	8.3275363713	8.5250597113	7.9843476813	8.1957062873	7.9579355933	7.8402930933	7.8731224713	7.8851203173	8.0478025723	8.0238922253	7.8729653813	8.0945915833	7.9736004723	7.8022700713	7.8684189853	8.0112500143	7.9586035913
569216	7.6355430533	8.0920897553	8.1028015503	8.2308871673	7.6551614953	7.6215084143	7.4493960253	7.4004581873	7.4637975973	7.0488737893	7.4342312593	7.7369646173	7.3831468353	7.6221519083	7.3790777353	7.5138657613	7.6129003463	7.5647749143	7.3003405783
564500	6.9017030153	6.5581523633	6.9726078033	6.4069989483	6.4764561093	6.2880754673	6.1756641893	6.2841596993	5.9057529263	6.0131859323	6.3134029643	5.9971836793	6.1165831983	6.3579711063	5.9191926733	6.1660062683	6.3674669863	5.9601583883	6.1929246033
555267	5.6028689283	5.4200587793	5.7417271273	5.6801502253	5.4276815553	5.8951166393	5.9801535353	6.0359460983	6.0104555223	5.4916720103	5.7505296203	5.4023402663	5.8202473373	5.8469420583	5.2531938823	5.5197559123	5.4801096383	5.5697182573	5.9378636533
406484	7.5931786523	7.8331976593	7.3233972273	7.4550114863	7.3581131473	7.8079857693	7.5095659343	7.9481682003	7.6589681683	7.9079333113	8.0414218193	7.8626828143	7.7343651803	7.8100285303	7.5202296143	8.0538191993	7.6084563093	8.0076567873	7.5489075483
796447	11.4028678523	11.4628252273	11.2087125783	11.0784618383	11.0781381303	11.6528550403	11.2110663423	11.5053216803	11.7757046613	11.7194244723	11.6628936583	11.7248823183	11.5855066143	11.5158917083	11.7191035913	11.6862509303	11.3212923933	11.7457772463	11.1644185883
100004252	6.4209337263	6.6744434923	6.7442162933	6.6840256203	6.6183129933	6.2880754673	5.9537410413	6.1376072693	5.9057529263	6.0949869043	6.0966538263	5.9971836793	6.2270507003	6.5510155703	5.9034175263	5.8531152533	6.4591709863	6.0606810753	5.8292520273
556137	5.4842436163	5.6072759203	5.5283913813	5.8847044703	5.6874803713	5.7978065203	5.7991387883	5.8082261913	5.7531668543	5.7758667663	5.4755634233	5.4565263043	5.7230556683	5.6073352733	5.4828420073	5.5520032113	5.4205155653	5.7001078433	5.7717176303
403075	5.6587136643	5.7198219213	5.7614232653	5.5418703723	5.8017111953	5.7149378793	5.3503112203	4.9725745673	5.4145965863	5.2272203243	5.1826994013	5.6549566483	5.0257185123	5.1710421393	5.5653577423	5.4358357873	4.9157862363	5.4263626053	5.1743364653
556369	5.6587136643	6.1794932473	6.0921325143	6.1926549573	5.8378629443	5.9862758623	6.0188871673	4.6178853183	5.6049815793	5.2841310403	5.1113854153	5.5591503393	5.3196814023	5.2473640313	5.2025274243	5.3830359273	5.0788642933	5.5500905673	5.3679580333
445483	8.7341214923	8.7295803073	8.9826144113	8.7484800443	8.5961831913	8.6972436033	8.7544575683	8.5292883493	8.3362811703	8.2310316593	8.2271747993	8.5008483803	8.5361934893	8.5150238363	8.3061000413	8.3956081953	8.4231623273	8.5450690213	8.6882697003
556728	8.0093958243	7.7605027083	7.9438114633	7.6072413613	8.0241138593	7.9819828933	8.0636052463	7.9441649323	7.9453376913	7.7247675653	7.9489949943	7.7976984953	7.8691846973	7.7124303463	8.0508166133	8.0481779433	8.0498059253	7.8278059093	7.7608765353
100307076	7.4475370383	7.0204675973	7.5666982233	7.4867696493	7.5281643613	7.1556429543	7.3915351483	6.5175865663	6.7760188093	6.6867889303	6.6766721783	6.5724295293	6.9252319543	6.8795106353	6.2412632943	6.8693253923	7.0890485533	6.5598967203	7.2308786823
792098	5.8626991623	4.9822702083	5.5052145923	5.1239827513	5.6267838333	4.6192190703	5.6091329153	4.8409693333	5.0055687273	5.9084791553	4.9019431243	4.9270664303	5.0790623583	5.2658299033	5.1500166273	5.4358357873	5.2933916353	5.2429286823	5.3936129993
393589	6.4316591923	6.8162140373	6.3738442163	6.7272081663	6.3318458683	6.7911792233	6.6973741793	6.4738252583	6.5398813363	6.7487579743	6.5743122213	6.5642269673	6.6968754433	6.5808199593	6.7357886293	6.8369738113	6.5360630003	6.8600625483	6.7042678503
326663	12.2013855723	12.1795073703	12.4321937733	12.3058637783	12.1896966553	12.0809934413	12.2151989593	12.0365541823	11.8927591103	11.9517905833	11.9288174283	11.9414353493	12.0303252233	12.0857790613	11.8608773623	12.0195980983	12.0971540993	11.9997510693	12.1374503423
100149670	5.1879060333	5.8242199053	5.4333628133	5.8263246993	4.3501394263	5.0829096633	5.1554845893	4.1465364003	4.4819459143	4.4845716413	4.4411327783	4.8749628073	5.2516134493	4.6589472393	4.5237526403	5.0632603753	5.1043378723	5.0607391253	4.1959612543
554886	7.8426050033	7.7865800463	8.1066564613	8.0213440413	7.7811914493	7.5214269663	7.8367011113	7.6271189083	7.4821208703	7.7092660603	7.7637347813	7.4469583743	7.7049725273	7.7258312683	7.4128984493	7.6050602553	7.8231111783	7.4894878843	7.8971537253
100318353	6.8783719943	7.3292218463	7.4379829123	7.3758121343	6.5545687753	6.9536046753	6.6570156353	5.9265744993	6.4309105313	6.3020592833	6.4449211123	6.9196797513	6.3074787013	6.3231277463	6.5557561993	6.3876831273	6.3138833863	6.8600625483	6.3321061413
797346	8.3348908463	7.9760174043	7.9481148233	7.8512275713	8.3772242153	8.1569901953	8.1849497813	8.2947663033	8.1425374153	8.1376102803	8.3638595553	7.9844788293	8.1124643933	8.3011703063	8.1275080343	8.1932457873	8.2627382693	8.0076567873	8.1438515903
564322	8.6331944343	8.8207348773	8.8089476943	8.8447550533	8.6631993483	8.7292658593	8.6978928943	8.4608857523	8.4920697053	8.5567852483	8.4769345083	8.5264066973	8.6463244143	8.7063105643	8.6274553433	8.7760933743	8.5834574703	8.5200651963	8.7956038983
767796	6.7556976803	7.2502173383	6.9726078033	7.0667960203	6.5326790703	6.5132154723	7.0674486633	6.6315049123	6.8531298573	6.5885393213	6.8834492023	6.7273872793	6.7222463913	6.8120048813	6.8389100283	6.7904270793	7.0036323313	6.8520699423	6.7144826743
554102	8.4917389103	8.4727836313	8.6436729773	8.6053711173	8.1801053413	8.4182859763	8.5180489093	7.9601117813	8.1841699533	8.0785085703	7.8683771043	8.1165559493	8.2784407763	8.0971718393	7.9353258433	8.1674587753	8.0530800433	8.3797856653	8.4307887353
569100	9.5133421533	9.7441237873	9.7439177783	9.7331414263	9.2457945533	9.5305870253	9.5913634653	9.2599555313	9.2715468743	9.3529109493	9.1709920973	9.3747470303	9.4739569533	9.3182692443	9.2370496643	9.3658934353	9.3139448153	9.4168266883	9.5095475083
100003037	6.7123733183	6.5581523633	6.5427042993	6.4591595753	6.3938708263	6.4377019033	6.1173638663	6.0657304223	6.1846567393	5.9264665643	6.4156174653	6.2430882113	5.9830243513	6.2964316183	6.0822073523	5.8914256933	6.6785472083	6.3027468953	6.1782384663
568408	9.4775608333	9.6069475103	9.6426793323	9.6401773763	9.3307009923	9.4812939103	9.4485222323	9.2551163233	9.1237728023	9.0770863813	9.1204288053	9.3112233073	9.3037357773	9.3060535643	9.0862618383	9.2890544963	9.2281984893	9.2041109253	9.3855804533
100462964	7.2914249583	7.0637622413	6.3217315943	6.8495032053	6.4992088883	6.8794408763	6.5640407043	6.7645843633	6.7560793943	6.6547767793	6.6092453963	7.0190508463	6.4957916453	6.1045929953	7.1033887503	6.4743676053	6.4981292013	6.8031614983	6.4221141553
101886162	7.1029895573	7.0422773203	6.9894080573	7.0583664213	7.0155277943	6.8889225423	6.7443598133	7.0443510763	6.7858861163	6.6761969423	6.8546235863	7.1287994923	6.7553948573	7.0436759763	6.9116848973	6.8820655913	7.1143445043	7.0744575723	6.7246256823
568029	7.8744001893	7.8456544043	7.9308238243	7.9410861673	7.6802684163	7.5515901773	7.6186663193	7.5289665003	7.5121518043	7.3313364773	7.3643783093	7.6620772733	7.5717456373	7.5486469863	7.4621878513	7.3900011253	7.7115079243	7.6821302663	7.2590660233
100332164	4.7813779263	5.1253664193	5.5957681293	5.0913018923	4.4469441723	5.5090013993	4.5963229153	2.7572431193	4.1564950343	4.3309859313	4.1873978783	4.8209067013	4.3437814603	3.3354271633	4.7166320493	3.8843769073	4.5210967353	5.1151826093	4.7267269323
799070	6.1622243943	6.2183294653	6.3992112153	6.4719103023	5.5848527183	5.9322743443	6.1526259963	6.2967730023	6.2431266023	6.0464649333	6.0842916333	6.2634967403	5.9259350403	6.0523644383	5.9347971913	5.8531152533	6.3247605033	6.4046231623	6.3584007903
572335	6.3206379613	6.3869037763	6.6416716953	6.2381472053	6.0530523523	6.2444232513	5.7691585183	5.4041858503	5.7531668543	5.5852240303	6.0465564793	5.9849453383	5.6891468613	5.6779806073	5.9034175263	5.5678605303	6.2353569633	5.8680442903	6.0710234833
100330974	7.7384728093	7.7692476323	7.9609484173	7.8754225083	7.6398849023	7.5752747583	7.6353814663	7.0293134353	7.5415703443	7.3245698203	7.2963394493	7.3163017283	7.5948221193	7.4632161133	7.2602480673	7.4165154473	7.4683406113	7.3658313463	7.4727229423
563573	6.6309517413	6.4535264983	6.5312768393	6.5818627933	6.1852092693	6.3850702503	6.0933676723	6.0359460983	6.3926777603	6.3693570533	6.5018010473	6.2836205913	6.2388185913	6.4087073653	6.1371976063	5.7733003203	6.2353569633	6.4155111343	6.1179516463
569667	5.7299619703	5.7729650283	5.7217583643	5.6580045113	5.4743615923	5.6716473923	5.6091329153	5.2570436033	5.3090704453	4.9740601003	5.3365500343	5.4565263043	5.3416752823	5.4221773443	5.6992941863	5.0407109983	5.2483996703	5.6270482533	5.0181699473
569632	6.3090510843	6.5275535093	6.6835681613	6.5340264073	6.3938708263	6.3442968653	6.3066638243	6.5495578763	6.3400717023	6.0949869043	6.3134029643	6.1800710433	6.2962598773	6.5510155703	6.2906101683	6.2271981443	6.3779489593	6.5598967203	6.6089260963
569432	7.6493925093	7.9531744913	7.9394952283	7.9906609403	7.7049458713	7.5456077753	7.8617767393	7.4293848423	7.0945564053	7.3380715443	7.2801717863	7.3405180203	7.5099600173	7.7489874643	7.1575924133	7.4425512623	7.4878278053	7.3085749793	7.6103708793
436901	6.7726695823	6.8982301223	6.9810323853	6.4719103023	6.7089406393	6.7911792233	6.7132066923	6.4626743313	6.2854745993	6.6439462433	6.2812710373	6.6127570463	6.6623381933	6.4496658203	6.4938968683	6.5640652913	6.3779489593	6.5696774643	6.6306643153
393433	5.7811801443	5.6832735073	6.1380583303	5.7019611313	5.6874803713	5.7569671163	5.0842217153	5.6402371173	6.1080708533	5.6942294363	5.8560997783	6.1584384213	5.3846820113	5.5632256303	5.5852697763	5.7175266323	5.9281578633	6.0881607163	5.6912521053
393451	6.5932349833	5.8242199053	6.0446965213	5.7654825523	5.8199003053	6.1529446923	6.3376360023	6.3092769843	6.5514963503	6.0949869043	6.2372840003	6.7420055653	6.3515014263	5.9187156493	6.7088139473	5.9530989023	5.8993423153	6.4687515113	6.1024779163
692332	6.7385237423	6.9833689863	6.5764534203	6.9890955163	7.0390099993	6.5495399853	6.3376360023	6.6114503863	6.5857906473	6.3824479333	6.7567522083	6.1800710433	6.5440156603	6.9610969483	6.2784307863	6.7700093823	7.0370858553	6.5200968613	6.1782384663
570698	8.7872841013	9.0497368383	9.0361491133	9.0436220553	8.5775955223	8.9604323343	8.8235486913	8.3593231203	8.5966775383	8.3820549573	8.4312988193	8.7794194663	8.6485317323	8.5662068373	8.6129789213	8.5190123363	8.4155509703	8.8580434923	8.6274026503
567494	7.5739431903	7.4097273963	7.9652010383	7.7553981593	7.2073662693	7.2616282133	6.9046246103	6.4848906583	6.9702593543	6.7077424293	6.7567522083	7.0546185543	6.6358816083	7.0754280233	6.9505834373	6.9134323973	7.1575724423	7.0675713243	6.8596130043
449556	10.1868257593	10.1931488543	9.9370657253	9.9400076553	9.8815311673	9.8559466353	9.9869289253	9.9624503653	9.8566789863	10.1970550653	10.2274497563	9.9327308263	10.0667410713	10.1472794243	9.9633053773	10.2314293893	10.0271684653	9.7022626233	9.9202757243
393912	9.0075836873	9.1995936713	9.2655272903	9.2758498813	8.5829307673	8.8506877553	8.7410057053	8.5292883493	8.3825348693	8.5740045733	8.4910509443	8.6536282983	8.7005188303	8.7691449363	8.4889803193	8.7879887243	8.4753462723	8.6246357213	8.6830776793
100151009	7.8264407173	8.1231202633	7.3690458823	8.1014799653	7.9098838783	7.8376661153	7.5453837183	8.4552708303	7.5646807503	7.9914747223	8.2411625653	7.6697433733	7.6175352873	8.6944312773	8.0255343303	8.0844578753	8.1013205353	7.8876766723	7.2308786823
100150331	7.2189767393	6.5172079523	6.5985220553	6.2822486963	7.2279454373	7.1318822043	6.8411981233	7.0957817553	7.2452010643	6.6867889303	7.1438616423	7.1993519803	6.8037317983	7.0221129393	7.3327136403	6.8564716843	7.1636434693	7.1803889813	6.6626695673
403079	8.0621174123	8.0920897553	8.0794532333	7.8609542913	7.9883739883	8.0927986463	8.0820132273	7.6953949983	7.8116636023	7.7603028643	7.8057539633	8.0028035143	7.9572939453	7.8068794253	7.9314419343	7.7016521433	7.8269416523	7.8072838303	7.9413119333
317638	9.9499860593	10.3048749333	9.6360263493	9.8079595573	9.9737731763	10.3801601713	10.2111522093	10.9111394003	10.8326576593	10.5717772173	10.4906946023	11.4702579413	10.3985230373	10.5934715053	11.3811014973	10.7175706283	10.5837918293	11.2827692623	10.5537855323
557026	5.3322675223	5.7902531063	5.7417271273	6.4591595753	5.3039124863	5.1787905773	4.2934470783	3.9043071623	4.7871688703	3.6542164513	4.7537010353	4.9773537143	4.1579488103	4.6866237223	4.7166320493	4.5596472083	4.6988337343	5.3602776383	4.2531368383
436878	8.1813035403	8.1930301353	8.1925901923	8.2195909573	8.0083386753	8.1687145043	8.0971758043	7.7741795833	7.8068257513	7.6724346933	7.8095138933	8.0298613813	7.8073061883	7.7878390613	7.8920166913	7.9150428703	7.7031959243	7.8837616663	7.8791049123
494102	6.0827985243	6.1395826003	6.3349372843	6.3250419503	6.5104521153	5.9505003683	5.5574465553	5.7725492333	5.2814371473	5.4172985953	5.4371930973	5.4206293433	5.4264437343	5.7714099543	5.0955221273	5.5197559123	5.7296654633	5.8521034833	5.4435935653
560091	9.9985844033	9.6251260883	9.2928535353	9.0046657643	10.1823456943	9.7177971733	9.2713740223	9.9781974633	9.8402004173	9.5956556373	9.9987433983	9.5154040613	9.7861195913	9.7879300033	9.5561572583	9.7968625623	10.1182924123	9.5073935533	9.2604470183
560026	9.5544043923	8.9628292093	8.5674012173	8.0299921043	9.8330999053	9.1982695473	8.8051992983	9.3803941023	9.1902936073	8.9531479373	9.5470725253	8.9129906763	9.2938985103	8.9795537893	8.9431500533	9.1405654833	9.5878250783	8.6386424843	8.5150161713
606665	7.2374327163	7.2376694273	7.2555725853	7.3484157893	7.3393210593	7.2543106983	7.3667243433	7.0064589343	7.0295994573	7.2971812803	7.0388709123	6.8673037563	7.1845028533	7.1116098793	7.0613562663	7.1371711053	7.0304569213	7.1415704613	7.3205433243
572074	5.9842460363	5.9057947153	6.4117293913	6.0638246653	5.9075572053	5.6495050723	5.4481632853	4.8750131403	5.0055687273	5.2559562873	5.6195874273	5.3460393703	4.7901175253	5.3547720303	5.5039175993	4.8463788743	5.6965505323	5.4477349313	4.9156530253
692351	6.9695142223	7.5482722023	7.6900123923	7.8015852843	6.8215489743	7.1158214733	6.9915818463	6.2967730023	6.5514963503	6.4585926703	6.6178481053	6.8060145033	6.7797657573	6.8369194253	6.5758002753	6.8238272783	6.6179341063	7.0881322373	6.7936975473
100331186	5.6587136643	5.3283573513	5.5736570033	5.5174780403	5.5195784633	5.5809630123	5.3299184023	5.2309918633	5.2814371473	5.2272203243	5.0363621533	5.0729568213	5.2746614503	5.5330516863	5.0388881443	4.9468145513	5.3583533473	5.4477349313	4.9506410273
436627	8.5070323223	8.2873675363	8.3242293223	8.4071963663	8.2983373053	8.1009805323	8.0004915713	8.2757781853	7.8684867093	8.0210732463	8.1070523803	7.8219819623	7.8804971553	8.2206327103	7.9811350393	7.9757354653	8.0790088833	8.1962468703	7.5489075483
561348	9.4194762303	9.4954235323	9.6780847083	9.5648120973	9.2424269853	9.4106426173	9.5064581113	8.8383972053	8.7355283433	9.0527264763	9.0087559683	8.9178271573	9.2896619173	9.1079220763	8.7712839403	9.1245721093	9.0963519513	8.9128604413	9.3887731893
393606	6.8224192453	6.6174693433	6.3349372843	6.1615097813	6.8124934713	6.4377019033	6.6154955123	7.0368518483	6.3266149043	6.4461777083	6.7489412943	6.7200222133	6.5721948233	6.5434672623	6.4726732933	6.5401501183	6.9554546173	6.4370436233	6.6089260963
561547	6.8546574583	7.0919199733	6.7736103283	7.0835088793	6.1568695073	6.9626127193	6.6322472243	6.4626743313	6.7560793943	6.3954210963	6.5110667703	6.5140074133	6.7138388853	6.4169926103	6.7968348223	6.4743676053	6.3986871653	6.7000705753	6.3187768873
561683	6.5045845033	6.3982234143	6.1380583303	5.9948216993	6.5761313093	5.9322743443	5.9403512203	6.1653844273	6.4434328993	5.9084791553	6.2703993703	5.8962405833	6.0107436023	5.9418680363	5.9655088303	5.6595097593	6.4191314853	5.4046688993	5.6492712933
563117	8.2220327503	8.5810459483	8.5896076933	8.7484800443	7.9762612013	8.0762943413	8.0820132273	7.9798006173	7.9929685513	7.7040616563	7.7520593703	8.0796261353	8.0537168233	8.1967713233	7.7404374613	7.9119401703	7.4285583203	7.9712235433	7.6534820733
321585	9.8202960173	9.7888891473	10.0683809723	10.0224923223	9.8880112323	9.6759635723	9.8602317383	9.5832100973	9.6137992863	9.4226899653	9.5334962793	9.5666027713	9.5748945603	9.6409427603	9.5586773503	9.5478014813	9.5889533863	9.6081157823	9.6478859203
692284	5.7811801443	5.9526135873	5.5052145923	6.2676974793	5.5634211113	5.7361055443	5.6091329153	5.4724869333	5.4398146863	5.3654970823	5.3776535343	5.8156100553	5.5258469053	5.4385478393	5.7530958093	5.7733003203	5.6102768233	5.9749547553	5.9378636533
570320	7.5931786523	7.6977574583	7.8457369123	7.9906609403	7.5058671993	7.5515901773	7.5932247753	7.0217354243	7.1942454793	6.9643366033	6.9800313843	6.8805770943	7.0237493463	7.4870216233	7.1171317803	7.2883871263	7.2911235813	7.2119584823	7.2798509003
378444	7.5247016533	8.0568100783	7.8318312543	7.9547763803	7.6192611773	7.5869728163	7.9072201033	7.6019297573	7.5646807503	7.7702970893	7.6169776573	7.7906846193	8.0636757203	7.5821883903	7.6769032453	7.8677868143	7.4535505083	7.7133485933	7.9841585853
570210	9.3812573343	9.2813411603	9.0720811753	9.1306267633	9.3958087903	9.2247189883	9.3303080043	9.2502608283	9.0334758733	9.0931007683	9.1782806383	9.3197752863	9.4564254543	9.3532287293	9.1343587283	9.2267428203	9.4293027273	9.1050241783	9.3565233393
30066	9.8900044213	10.1784519383	10.1841813523	10.2243644853	9.6251529953	9.8425900163	9.8423458963	9.4068156873	9.5616247323	9.4952873493	9.5105813803	9.7017354533	9.7871217443	9.7823292503	9.5737061523	9.7358817423	9.4592265303	9.8349074933	9.8031184593
563228	5.5837630893	5.8073364673	5.8000267503	6.0805717823	5.4512103643	5.4841938123	4.9028259493	4.5771049753	4.9004976183	3.8924736533	4.9840876293	5.2673816973	4.7577662553	5.2658299033	4.3484240043	4.6518033253	4.7958333313	5.5890824943	4.7267269323
445211	4.7126844703	4.7546094663	4.9746868743	4.6723680663	4.7422485983	4.5729107983	4.8465145843	4.6575445493	4.8259427313	4.9031636933	4.9298475513	4.7930996403	5.0526369703	4.3825990673	5.0674830183	5.1500904493	4.7958333313	4.5302760073	5.3679580333
321195	12.2928290753	12.1091380443	12.2717121303	12.1427561463	12.3150122823	12.2866459063	11.9765657303	12.3662224513	12.1979419443	12.2439540643	12.4669934363	12.0139965133	12.1881124453	12.4319394173	11.8899371503	11.9866134053	12.1318244663	11.9402072583	11.8306118253
322701	12.2887791493	12.3215337183	11.9448262703	11.9557120793	11.8892358213	12.3284042293	11.7834006853	12.1427662083	12.1329894973	12.1111655183	12.1887081943	12.2246350093	11.8759242983	12.1081777833	12.1110082853	12.0483174513	11.9289166203	11.9575385313	11.4419158623
571972	7.5297021293	7.7517044533	7.8866673383	7.6804769423	7.3518762763	7.4006856983	7.5004707973	7.1798952213	7.3750703493	7.2335871523	7.2583291413	7.4602804113	7.2672703843	7.3159297613	7.1102766293	7.2495871073	7.0697811993	7.4316681113	7.3071063103
751751	4.8469486883	5.5677211583	5.7217583643	5.0236317223	5.4276815553	4.9442716413	5.4669617553	5.0639542863	4.7871688703	4.8286024483	4.7845931193	4.3342006963	5.7561857563	5.3374168653	4.5237526403	5.4530148833	5.4605171983	4.3603719673	5.9203200893
286776	7.5835929793	7.6321587383	7.6269908373	7.2920111543	7.4889152263	7.6100881603	7.3001454553	7.5659093373	7.3013140683	7.2971812803	7.1674932573	7.1176323713	7.4454094803	7.3552630853	7.2226029743	7.3900011253	7.5815007183	7.4370212623	7.3205433243
192314	5.5837630893	5.3976740603	6.0764931783	5.5418703723	5.8378629443	4.9074256173	5.3092331893	5.1218091683	4.6641729693	4.8663647013	4.7537010353	4.2135169223	4.6561177883	5.1110284583	4.3484240043	5.0854627223	4.2741365863	5.0607391253	5.2323583843
562259	5.1099200993	4.7189426533	4.5455044063	4.6723680663	4.5376597683	4.1989590253	4.5963229153	5.2044610233	4.3814046083	5.1679720973	4.8444609613	4.8481879163	5.1050124143	4.6866237223	4.7522959633	4.5910245613	4.8267694563	4.8197521343	5.0181699473
561832	9.0182966623	9.1384709713	9.2306251413	9.3117554413	8.7320506183	8.6918367703	8.9033497533	8.8034676213	8.5189413053	8.5451904493	8.7120369473	8.6955377203	8.8051379993	8.9809515753	8.5661544313	8.7726766103	8.7419815053	8.7374029133	8.7565923683
393853	8.6355157023	8.7295803073	9.0562217513	9.0919160773	8.6249169733	8.4791875873	8.7117508603	8.5791881633	8.4616133473	8.5451904493	8.5461746833	8.3915151863	8.6983896943	8.7979796553	8.5306529153	8.7502681923	8.5186205283	8.4661027703	8.5062234413
791149	6.0963435563	6.0419258053	6.2949519523	6.3666023503	5.9740392323	6.0038363363	6.2426503753	6.0803951273	6.0104555223	6.2601203123	6.0208399763	6.1141750483	5.9547620643	6.2321496913	6.0250377273	6.0352385803	6.4690096103	6.1284230193	6.2502182993
405771	11.4629191573	11.0065426833	11.1774395423	11.0463203783	11.2430790503	11.2317358333	10.9949467893	11.2923446063	11.0183161893	11.0063773303	11.3499138653	10.8082914293	10.8411482673	11.3334259663	11.1339938803	10.8934323733	11.2638143013	10.9027335903	10.7384317303
558306	8.8121226603	9.0533213923	9.1167292623	9.2975002703	8.8606163563	8.9604323343	8.8824973393	8.8405524773	8.7507224723	8.7306483463	8.6877282153	8.6898939843	9.0095832623	8.8153212993	8.7338638183	8.6899609523	8.6036939583	8.6455951983	8.7565923683
393374	8.0058115913	7.9260590993	8.0794532333	8.1617438173	8.2285669123	7.8999524293	8.1240732203	8.2072797983	7.7724987873	8.1181774923	8.0509823963	7.8793083553	8.0996145553	7.8866017513	7.9391993253	8.0425145413	8.1961810163	8.1150847823	8.1811580573
323994	6.5247607213	6.4205996773	6.7142108953	6.6281638093	6.3444660233	6.5965923323	6.5197138163	6.3938958193	6.7858861163	6.4210226043	6.7172677493	6.7347149373	6.2735570633	6.5051217063	6.6627041463	6.3330568813	6.6954075753	6.3260158893	6.7144826743
557996	5.2857337883	5.0412225203	5.8742665773	5.3889178643	5.4971471693	5.3804641153	5.9403512203	5.3077768863	5.2245301343	5.1679720973	5.1355505483	5.2673816973	5.6718888293	5.4547346573	5.6622784203	5.5197559123	4.7958333313	5.2182683923	5.7520180673
557834	6.8705103823	6.8246286673	7.1324063913	7.0327780123	7.3266556183	6.7810305663	7.3516304333	6.9987595973	6.8810160443	7.3447753163	6.9666235223	6.6826221093	7.0031974523	7.0002227173	6.8717084283	6.8564716843	7.1143445043	6.6456242253	7.3601194003
393708	8.2158410733	8.3787729673	8.3762534063	8.5672602843	7.9883739883	7.9551543283	8.4056192023	8.1141435743	8.1916121013	7.9436999863	7.9039831733	8.1443338513	8.0768482053	8.2324170213	8.3619964193	8.1252161663	7.8758338563	8.2489392903	7.9841585853
407633	9.6721435273	9.7617588273	10.0323554713	9.8266937373	9.8998162813	9.7597443923	9.7863830083	9.4356164133	9.3781221593	9.5132519033	9.4683944083	9.5940567023	9.4912779653	9.5749072583	9.2697174533	9.3522236883	9.6572392443	9.6536597643	9.6182700403
557525	7.0827182823	7.4097273963	7.4742412213	7.7501737773	7.0773171153	6.8698964823	7.1336537383	7.3037912513	6.6734460713	6.9902219113	6.9999123933	6.5054648643	6.7957872713	7.3422707673	6.4182068333	7.0719486973	6.9343041183	6.8196492273	6.8317314603
794311	8.5019525103	8.6955770333	8.4986541833	8.2458124973	8.3048094493	8.4084304943	8.3125498173	8.2205803123	8.4115049653	8.5393579163	8.4980577003	8.3868716923	8.4527628013	8.4599546093	8.2322501563	8.3297078733	8.2768097083	8.1867450903	8.1248302443
557628	6.2128452303	6.7381886873	6.5312768393	6.3666023503	6.2130030433	5.9322743443	5.8138984843	6.1790749913	6.1080708533	6.1873934653	5.9679895023	5.8831112293	6.1292834453	6.3919927503	6.2286582573	6.1660062683	6.0113042353	5.8031961963	5.7117931253
553687	4.3996271453	5.3518349213	5.6389989923	5.4417244323	4.9547019363	4.9442716413	4.6300745263	4.6575445493	4.2160939683	4.6233687433	4.5530172413	4.8481879163	4.6205786233	4.7404330483	4.5644467023	4.4947678813	4.5948392433	5.1676460363	4.6857804203
335916	10.2979736173	10.7485797243	10.7335165043	10.6558744193	10.1295468443	10.2325072743	10.6167079253	10.1513946553	10.1529343473	10.5407302413	10.4019579273	10.5226271993	10.5348280493	10.1553491513	10.2697523863	10.4930650393	10.0850916803	10.2542463233	10.6868385403
557342	5.9842460363	6.0127651103	6.1229115873	5.9770426543	6.3191143413	6.2736709873	6.0933676723	6.5808360093	6.7049908003	6.7688366013	6.4156174653	6.5886960573	6.0777975443	6.4894934843	6.5456287533	6.3606285353	6.5172207753	6.5200968613	6.2780338983
393446	8.2913902393	8.2689871063	8.1521294243	8.3217333963	7.7146998623	8.0169954443	7.9810062103	7.7143233343	7.8638360033	7.8478521673	7.6717110273	7.9628016373	8.0503818553	7.8037234303	7.7755247653	7.6354754743	7.8192705073	7.8480401553	7.8235627943
544656	8.3405930733	8.0780812403	8.2248707083	8.1695921023	8.1226509663	7.9139521813	7.8933893693	8.0998196233	7.7064972553	7.8047415253	7.8647676843	7.6659154153	7.7672394973	8.0790123763	7.7755247653	7.8089572653	7.8758338563	7.6911189323	7.8791049123
555843	6.5347439953	6.9061810093	6.5540419553	6.6840256203	5.9740392323	6.4505651823	6.0188871673	5.6000925233	6.1846567393	5.6298192933	6.1331172583	6.1253688583	6.0777975443	5.9533063723	5.9034175263	5.5835454473	6.1026144523	6.3714573623	5.9378636533
368217	10.9927062233	11.0707342933	11.2131891803	11.3350860033	10.7946343973	10.9199780743	10.9716885043	10.7276848863	10.7354452833	10.6257564743	10.6925165953	10.8048144093	10.8338926863	10.9413332533	10.7333822133	10.8883108123	10.5798246983	10.8480254403	10.8068611133
