"","diff","lwr.ci","upr.ci","pval"
"1-0",25.7080278247125,-17.5128208824971,68.9288765319221,0.401359761971375
"10-0",32.3091087650453,-10.9117399421643,75.5299574722548,0.203881759985387
"100-0",6.78684199908701,-36.4340067081226,50.0076907062966,0.99284078712961
"1000-0",17.593727235891,-25.6271214713186,60.8145759431006,0.734792389651072
"10000-0",-10.2886096583867,-53.5094583655962,32.9322390488229,0.957422039508535
