"","plate_id","is_VC","endpoint","endpoint_value_norm","dose"
"1","Clofibric Acid",FALSE,"ld_pearson",-38.8854469511995,"10000"
"2","Clofibric Acid",FALSE,"ld_pearson",-12.774715691621,"10000"
"3","Clofibric Acid",FALSE,"ld_pearson",-9.28649243182046,"10000"
"4","Clofibric Acid",FALSE,"ld_pearson",-30.1428417173811,"10000"
"5","Clofibric Acid",FALSE,"ld_pearson",-56.7434823926042,"10000"
"6","Clofibric Acid",FALSE,"ld_pearson",25.602212601258,"10000"
"7","Clofibric Acid",FALSE,"ld_pearson",-25.6873688322282,"10000"
"8","Clofibric Acid",FALSE,"ld_pearson",-77.7489486402521,"10000"
"9","Clofibric Acid",FALSE,"ld_pearson",-18.7173598555266,"10000"
"10","Clofibric Acid",FALSE,"ld_pearson",9.66669447005583,"1000"
"11","Clofibric Acid",FALSE,"ld_pearson",25.9004383313249,"1000"
"12","Clofibric Acid",FALSE,"ld_pearson",-8.46518976695214,"1000"
"13","Clofibric Acid",FALSE,"ld_pearson",30.9779278826787,"1000"
"14","Clofibric Acid",FALSE,"ld_pearson",17.7913917689205,"1000"
"15","Clofibric Acid",FALSE,"ld_pearson",-2.0512777878134,"1000"
"16","Clofibric Acid",FALSE,"ld_pearson",19.6595873115417,"1000"
"17","Clofibric Acid",FALSE,"ld_pearson",-12.6395770443877,"1000"
"18","Clofibric Acid",FALSE,"ld_pearson",-74.2834070282446,"1000"
"19","Clofibric Acid",FALSE,"ld_pearson",-80.2173037541176,"100"
"20","Clofibric Acid",FALSE,"ld_pearson",24.7315983961761,"100"
"21","Clofibric Acid",FALSE,"ld_pearson",38.1828295589082,"100"
"22","Clofibric Acid",FALSE,"ld_pearson",-80.943838712932,"100"
"23","Clofibric Acid",FALSE,"ld_pearson",-6.95416583901572,"100"
"24","Clofibric Acid",FALSE,"ld_pearson",19.7124452664822,"100"
"25","Clofibric Acid",FALSE,"ld_pearson",40.9322186704595,"100"
"26","Clofibric Acid",FALSE,"ld_pearson",18.4306894709814,"100"
"27","Clofibric Acid",FALSE,"ld_pearson",-64.5798520510542,"100"
"28","Clofibric Acid",FALSE,"ld_pearson",41.374569055622,"10"
"29","Clofibric Acid",FALSE,"ld_pearson",-17.0198746872044,"10"
"30","Clofibric Acid",FALSE,"ld_pearson",1.14317509169244,"10"
"31","Clofibric Acid",FALSE,"ld_pearson",-22.6269883651633,"10"
"32","Clofibric Acid",FALSE,"ld_pearson",39.1309962873655,"10"
"33","Clofibric Acid",FALSE,"ld_pearson",31.4903172776274,"10"
"34","Clofibric Acid",FALSE,"ld_pearson",10.3057808815036,"10"
"35","Clofibric Acid",FALSE,"ld_pearson",24.6317952975205,"10"
"36","Clofibric Acid",FALSE,"ld_pearson",30.5652510605483,"10"
"37","Clofibric Acid",FALSE,"ld_pearson",34.9421710421892,"1"
"38","Clofibric Acid",FALSE,"ld_pearson",26.0444896785165,"1"
"39","Clofibric Acid",FALSE,"ld_pearson",-10.9217123901835,"1"
"40","Clofibric Acid",FALSE,"ld_pearson",8.36285627519948,"1"
"41","Clofibric Acid",FALSE,"ld_pearson",15.8551049312005,"1"
"42","Clofibric Acid",FALSE,"ld_pearson",17.6374038779453,"1"
"43","Clofibric Acid",FALSE,"ld_pearson",-0.375218398873855,"1"
"44","Clofibric Acid",FALSE,"ld_pearson",-39.9864499053286,"1"
"45","Clofibric Acid",FALSE,"ld_pearson",28.0266483258521,"1"
"46","Clofibric Acid",TRUE,"ld_pearson",-91.1775566560972,"0"
"47","Clofibric Acid",TRUE,"ld_pearson",23.8899636029089,"0"
"48","Clofibric Acid",TRUE,"ld_pearson",-25.622852235953,"0"
"49","Clofibric Acid",TRUE,"ld_pearson",-71.6489632291724,"0"
"50","Clofibric Acid",TRUE,"ld_pearson",0,"0"
"51","Clofibric Acid",TRUE,"ld_pearson",20.6312035110878,"0"
"52","Clofibric Acid",TRUE,"ld_pearson",-39.0857957611044,"0"
"53","Clofibric Acid",TRUE,"ld_pearson",3.66559983237738,"0"
"54","Clofibric Acid",TRUE,"ld_pearson",27.5614439500578,"0"
