"","diff","lwr.ci","upr.ci","pval"
"1-0",-0.869705758118836,-26.2002830294226,24.4608715131849,0.999995473910254
"10-0",-13.1921781710781,-38.5227554423818,12.1383991002256,0.526998886811886
"100-0",-14.0288165623183,-39.359393833622,11.3017607089854,0.46889786923223
"1000-0",-1.88276093808908,-27.2133382093928,23.4478163332146,0.999793997397273
"10000-0",7.20464526471874,-18.125932006585,32.5352225360225,0.915912706821539
