	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
561486	5.6710984054	5.4440356524	5.6395883434	5.4514458504	5.2264960144	5.0980642084	5.5695178064	5.0840568944	4.9614939804	5.2677830964	5.4149759964	4.7593971034	5.0442123524	5.4131050944	5.0704041164	5.5248773444	4.8601015544	5.2124650504	5.1671081494
100137118	8.5171154984	8.6963474874	8.6914260094	8.8881622204	8.5074560434	8.2592062584	8.6611208704	8.2046478134	8.0344446324	8.2536986654	8.4152819674	8.2717434754	8.2020183964	8.4243252604	8.6798291484	8.1535887024	8.0903759414	8.3421537824	8.4111847924
326050	8.2696766724	8.4144911124	8.4207922164	8.3382115434	7.9726372074	7.8841960644	8.1453699964	7.8589710714	8.0380930334	8.1221334164	7.9482999714	8.0885260374	7.9908894404	8.0304822984	7.9062515414	7.9553823284	7.7223702824	7.5239664864	7.8147768744
406341	12.6741983434	12.8766166904	12.5305910474	12.5774923164	12.5500098574	12.7646046324	12.4251636734	12.7746542384	12.8303813734	12.5799194124	12.8370059744	12.6465075454	12.4987018724	12.8254529344	12.6153188214	12.5974558174	12.5995250024	12.3667347854	12.2928274764
30332	6.6966584264	6.5949312914	6.8614366684	6.9021222684	6.7498890334	6.7139972254	7.0798084214	6.4841957074	6.5681716334	6.4107701894	6.8054263884	6.4877718924	6.7915854014	6.3608921344	6.5284223494	6.6294573464	6.6874641824	6.8271500104	6.6896455924
497424	5.7228962754	5.3789445084	5.1811593154	5.7848744684	4.7444471034	4.9933616974	4.3048949514	5.0840568944	5.0508860674	4.9943956354	5.0984165494	5.0543183124	5.1932195184	5.3932613614	4.8724025134	4.9598746954	5.1643380484	4.8818873884	4.6593071674
393545	6.7641391214	7.2206993594	7.0047322934	7.2209522364	7.0100545724	6.5848224404	6.7996990044	6.8964972384	6.4194534564	6.4551886074	6.8706499434	6.4375295794	6.4503280834	6.9553458534	6.9171642914	6.4065569524	6.6318712514	6.6592609984	6.7622834524
562188	8.3181928274	8.7184411244	8.6484174144	8.7347962554	8.0324574364	7.8167576564	8.4164483494	7.7698929224	8.2161199424	8.0978233504	8.6140674564	8.2102292444	8.1206152974	8.2858935314	8.2882112874	8.2236685014	8.0244439284	8.0637835634	8.1721905614
393719	10.0437577324	10.2353089764	10.3962375024	10.4581258644	10.3117774124	10.0569728814	10.4326182714	10.2623199124	10.1231702874	10.2656055874	10.3800491454	10.1205133624	10.1039005544	10.3357319884	10.0690788944	10.2929405174	10.1497801814	9.7829313444	10.1395186994
565830	10.2365018634	10.4432909694	10.2328729764	10.4697468734	10.3697434704	10.0930493494	10.2133931154	10.3617551234	10.0318879204	10.0625597234	10.3229330684	10.1527917344	10.0240728054	10.3402734534	10.1160489754	9.9831259344	10.3027951234	10.1189361824	10.0233258454
447869	7.1137105164	7.2452560484	7.3333912054	7.2714034364	6.4499108694	6.6974276884	7.0465777294	6.4546761274	6.8513654214	6.5193527514	6.6836693694	6.7654002954	6.6611895634	6.6472299224	6.6022622614	6.7839370914	6.6247690564	6.4780335804	6.2959462884
393322	7.4471485894	6.9785695224	7.1784005144	7.2499971584	7.1570422574	7.0827045194	7.2055679994	7.1630372804	6.8513654214	7.0975743024	7.0573200574	6.8291451274	7.0215897624	6.8860401334	7.0810888984	6.8507317714	7.1251023284	6.9075567174	6.9910810084
572018	4.7069713904	5.0004592964	5.1811593154	4.8751020334	4.8546034184	4.3966798334	5.4475255244	4.6354060694	4.9304218844	4.9943956354	4.2770527504	5.0543183124	5.2396542804	4.8689844794	4.7621810734	5.2416923334	4.5359587704	4.5886335254	4.8039674494
378958	9.7769958584	10.1427615214	10.1938154084	10.1458288134	9.8720694784	9.6690477854	10.1773870154	9.6936374444	9.6171347244	9.7679455494	10.0486371064	9.7728986894	9.8656202824	10.0483470704	10.0420624614	9.6509852384	9.6019500204	9.8292521444	9.8277650294
550377	8.9290530034	9.0271519234	9.1616062384	9.1397226544	8.4776389884	8.5003706044	9.0507790174	8.4905911954	8.6567498624	8.6781918314	8.7887503304	8.6809706904	8.5903211734	8.7314111574	8.9233474134	8.6718764584	8.4750411564	8.5337842344	8.5889554224
563413	7.4160174894	7.5561804634	7.6884219584	7.6106628144	7.2405752274	7.2958256934	7.0961410714	7.3294951754	7.2414448114	7.4279839944	7.2837251354	7.0323828934	7.2371856224	7.2592928264	7.0521043744	7.2757129974	7.1794319004	7.1636603584	7.1551797804
550584	6.9781887014	6.7140755524	7.0904022684	6.9293110134	6.5016219994	6.4528399764	6.9238448454	6.4245398954	6.3389201124	6.4551886074	6.9099662954	6.2522982014	6.4601662024	6.5519987824	6.6951808494	6.2737646514	6.6942650584	6.6974569674	6.7081507904
100034575	5.4836329754	5.7315970334	5.7394050264	5.9881692594	5.3817478094	5.0202582784	6.1096049274	4.7693249394	5.4074573174	5.6581489564	5.7104966414	5.2990631064	5.6709138414	5.3932613614	5.4361483154	5.7007127474	5.3131359274	5.7226079584	5.9522165744
564531	11.8024978914	11.8420674214	11.6081950754	11.8352887084	11.7892626004	11.8809662234	11.6512547614	11.9315638514	11.6772126464	11.6499553374	12.0253402414	11.6628756354	11.6428250234	12.0661569604	11.6324778294	11.6095126154	11.8446090224	11.6365054564	11.6218177484
550487	10.3032425354	10.0801529814	10.1973303294	9.9888474064	10.1777949894	10.0431057284	10.0698565844	10.0401786184	10.1779382544	10.2292981164	10.0834448004	9.9984587854	10.3279568254	10.0178924954	10.0827580504	10.3352086844	10.2781103794	10.1795635434	10.3187944954
100331895	5.7058361234	5.9859030794	5.2639432364	5.9532740694	5.0980054064	4.3550288884	5.4975669454	4.8009486164	5.3616043894	5.0241866574	4.8939917744	5.5275905094	5.1452403544	5.2238456574	5.2648354964	5.4529908514	4.8108866814	5.0566241064	5.6025648224
101882192	5.6173713284	5.9264045014	5.3921622124	5.5481590264	4.6251793624	5.1956794664	5.0381274764	4.7369925104	4.4504168834	5.0533749334	5.7456929354	5.0807477414	5.0178098774	5.2897296294	5.2648354964	4.8144639884	4.6522881934	4.9843120174	4.8039674494
101887125	8.3542228484	8.0111388824	7.7709407184	7.4384205104	7.8449983364	7.4668875464	7.3957026494	7.7658923524	7.7750093344	7.4986574834	7.5705254064	7.4724418814	8.0604473104	7.6671815634	7.5477310184	7.8978826734	7.8126418674	7.6225480584	7.2902747184
566073	6.4729213804	6.7315625594	7.0206918204	6.9735170264	6.6917116704	6.6115992604	6.6856054994	6.4546761274	6.2282979944	6.2933452824	6.8220107964	6.3092893924	6.4404224134	6.3194337044	6.7824753014	6.4065569524	6.1581127304	6.4514582134	6.2334417984
81595	7.1707750074	7.1180662574	7.0904022684	7.0079317624	7.3480654554	7.5102236324	7.2789415034	7.3722254254	7.1089533494	7.3941598864	7.3250348124	7.0985463904	7.2024402914	7.1570939054	7.0925216024	7.3167948544	7.2595671124	7.3333637884	7.3266585194
571727	9.8320838294	9.7932043244	10.0784698654	9.8078000124	10.0242025054	9.7804221144	10.1793046444	9.7774957174	9.8456239904	9.9641726274	9.8313710714	9.8764750044	10.0306901374	9.9094315644	9.9421256534	9.9234220694	10.0027599144	10.1019494924	10.2517851364
58023	7.9600790394	7.6232937744	8.3530759524	8.1116946664	7.9355170824	7.6372794784	7.5459458404	7.9428675444	7.7306059724	7.6966452234	8.0219258404	7.6724986094	7.8483357934	7.7630759414	7.6974973284	7.5699855354	7.9610044914	7.6923009684	7.5837671194
373871	5.8369818964	5.7828199514	6.4189513324	6.7064566884	6.3405722074	6.1459867464	6.2908096134	5.7349875694	6.4635313994	6.0252345454	6.4041783924	5.7742386064	6.1556436524	6.1285959934	5.8937103104	6.1729563534	5.8154589974	5.7948550384	6.4246083534
327429	8.0095801094	8.1606324764	8.2653759604	8.4643927614	7.8714455164	7.9590858114	8.2657691324	7.8813318034	7.6326581294	7.6448506634	8.1652954454	7.9448516594	7.5635196344	7.9814845354	8.1555175814	7.6090975214	7.7323168764	7.8666891094	7.8147768744
492516	8.0906771364	7.7911334204	7.8173640724	7.5651645494	7.6525499214	7.6021050824	7.7298953254	7.7658923524	7.9283531904	7.8459035474	7.4949701534	7.5263187474	7.7475002404	7.6463753384	7.7669269714	7.9202699474	7.5643045654	7.3138257224	7.4137953704
678603	9.0954891164	8.9110851144	8.9106829014	8.4950444664	8.9442445754	9.0184211954	8.7229026434	8.8417372184	9.0918587204	9.0944416114	8.8221096984	8.9446929954	9.2606926514	8.6791050044	8.8728574774	9.1616547914	8.9825076584	9.1959092374	9.0811951364
555838	6.7138268074	6.9785695224	7.1350722274	6.9908270104	7.2303943054	6.7465760914	6.7281453114	6.6669176594	6.6177767274	6.8621966424	6.6836693694	6.8676011804	6.9465901224	6.7047141244	6.9552353954	6.6617049704	6.8363047774	6.8408662014	6.6614349834
568925	8.6299447944	8.8603222734	8.7808235454	8.9624293614	8.3423744764	8.5404061614	8.9777335994	8.4759721874	8.3216697234	8.4828435064	8.7394031034	8.4317286484	8.4566522934	8.7761522504	8.7590895134	8.4832667704	8.5178407234	8.6435067544	8.5914496004
337401	9.4209934754	9.6929996384	9.3737327634	9.5879877054	8.9872027874	9.1505876584	9.2168195234	8.9444213884	8.7663860984	8.8080244034	9.0075271834	8.8575772804	8.8120274594	8.9861221794	9.0808806814	8.8053634694	9.0222374524	9.0426255974	8.9705790954
797513	6.1205896664	6.1638946714	6.5998124994	6.2549585544	5.8491226334	5.5122167574	5.4475255244	5.6507162404	6.0226966124	6.0687672974	5.9098422154	5.8530180364	5.9889600874	5.7460121524	5.7129318994	6.6828097734	5.6434022394	5.7806921644	5.9980564744
799022	6.1461098124	6.5949312914	5.9540723154	6.6530930894	5.2669031284	5.2871064074	5.6380501114	4.9494361354	5.5974700434	5.3167517224	5.4366762874	5.5655143344	5.1452403544	5.5627335024	5.6829937104	4.7358656774	5.3652030664	5.2944987774	5.2196468814
393639	9.6116663304	9.6407389924	9.7857396864	9.8487237414	9.2339174894	9.1955285234	9.2949531414	9.1670356514	9.0848205894	9.2188122574	9.1241215624	9.3699965874	9.0937803564	9.1384226644	9.1900100184	9.2509161544	8.8410586334	8.6297454544	8.8998951684
799102	6.9422212774	6.8722197634	6.8436029404	6.7779974294	6.5184551964	6.3716200824	6.6963586244	6.3728702604	6.9630525564	6.7946617304	6.1780804264	6.6465846254	6.9535716864	6.6388276754	6.6725062074	6.9584994784	6.6032502524	6.1101003234	6.6803032144
641490	9.4236045334	9.5276704144	9.4872017194	9.5358726064	9.0318528194	8.9795476804	9.2825185774	9.0033771964	9.0235682264	9.0057637204	9.1307931194	9.1660345524	9.2105763334	9.0025876464	9.0178184624	9.1158341084	8.8713801224	8.9742649394	9.0269470174
100148657	6.4526108624	6.2391802004	6.3448214774	6.2692157674	5.2669031284	5.2871064074	5.8646885174	5.7349875694	5.7653443344	5.8533357474	5.4998848774	5.7903423984	5.9615169734	5.3731408734	5.8937103104	5.8198151374	5.0837579874	5.5158501864	5.5624457894
446214	8.6656753454	8.6442101894	8.8934512424	8.7877505634	8.7724520764	8.0726530364	8.6665994744	8.5684504744	8.1298507874	8.4028921254	8.6116847424	8.2339735364	8.5448168474	8.6055576454	8.2090181124	8.5071273334	8.5519380934	8.2003921694	8.5612310504
568211	7.1707750074	7.3337912864	7.2613384224	7.6050533854	7.0453282304	7.0763107214	7.2931788014	6.9748377034	7.1499937754	6.9345761694	7.4042664754	7.1305239934	7.1179576914	7.5239670754	7.2437377714	7.3100286034	6.7734690274	6.9713001084	7.1752709844
550330	8.1070134244	8.0430030704	7.8623400574	7.7544173574	8.0557078714	8.1044219364	7.7660723714	8.1004860884	8.1161085174	8.1426494714	7.9331129284	8.1491003774	7.9942788834	7.9881145194	7.9159366574	8.1191661294	7.8557442214	7.8155080584	8.0469399894
100330496	8.0972338664	8.0979690104	8.3687474874	8.1774251754	8.0324574364	7.9131857274	8.1648574384	8.1626644224	7.7260895344	7.8951010374	7.9369247034	7.9838852884	7.9142331034	7.9848033354	7.9255571894	8.0878631794	8.0405445814	7.8700374774	8.1418825214
100149082	6.8127558174	6.7402272134	7.2747094304	7.0985461744	6.5678074804	6.4528399764	6.9688860494	6.4143529514	6.3270393974	6.2933452824	6.6561858424	6.5646886174	6.4796434344	6.7047141244	6.4770088874	6.6828097734	6.4905611104	6.3591624004	6.3906411364
394001	10.5120954784	10.5895114564	10.7066817974	10.7877047064	10.3847391604	10.2231822284	10.7229043224	10.1752617964	10.3143189824	10.3945147194	10.3574733294	10.2549674334	10.3083477424	10.2706030884	10.4662139464	10.2695901054	10.2121175764	10.3054673934	10.3382308114
550589	6.8751300354	7.2330299524	7.2546061584	7.0985461744	6.7920324264	6.6722110054	6.9054271114	6.7339840524	6.4957279974	6.7772722034	6.8137424224	6.6287830434	6.6526348584	6.8206842314	7.1207131634	6.3679866814	6.3767980704	6.7419960594	6.6803032144
553770	7.2843064234	7.4333254454	7.1129101294	7.4819175214	7.2303943054	7.2049673654	7.1904346284	6.9037975094	7.1089533494	6.9423986884	7.3764663094	7.1741343054	7.1054745254	7.1452783464	7.0925216024	7.4581473134	7.0475566774	7.3763803704	7.2275185924
436959	8.4314953204	7.9858597244	8.1062093134	7.9396375044	8.0147703594	8.1898242344	8.4422306784	8.2134874764	8.2225471804	8.2186977554	8.3366696844	8.1677125244	8.4517296234	8.0078235974	8.2656640874	8.1611278934	8.1285356774	8.5692348444	8.3506342184
541508	4.8690013484	4.0005737414	4.9998145494	4.4931337834	4.6860453664	4.6241065004	5.0039110704	4.4877721584	4.7989750044	4.1626550144	5.0143261524	4.6577286964	5.0442123524	4.1829122754	4.2522846884	4.8522135954	5.0417148314	5.0329205274	5.3431871054
504083	7.7472866814	7.6279702014	7.3587249564	7.3269810374	7.0797599954	7.4372563084	7.3212387004	7.1569402404	7.4800824114	7.3240354534	7.0432437734	7.5069591534	7.3473079804	6.7830538954	7.4219666794	7.5239479034	6.9199162514	7.0677707024	7.3562927724
100148665	8.1199505614	8.4439620144	8.5054584054	8.5368913864	7.8582825284	7.6416165864	8.4769454594	7.8015042874	7.7923949544	7.9426760154	8.0919760584	8.0047394594	8.0211115134	8.0464519374	8.0063525214	7.9335374364	7.8063779054	7.9225806974	8.0649998574
571938	6.1461098124	6.0289701004	5.7961398444	5.6820622754	4.7444471034	5.2190850964	5.6601893784	5.0317061484	5.8508042734	5.7140534954	5.1778743484	5.6561791264	5.5097392154	5.1068770334	5.3625082594	5.7212585504	5.2219505064	5.6465512854	5.4569777714
30559	6.7475625414	6.5949312914	6.3823624784	6.8650547164	6.1376305034	6.4429340494	6.6638557764	6.3192811364	6.7121458584	6.5503954704	6.6469070744	6.4678844354	6.3159248424	6.3912223714	6.5029446344	6.6510356524	6.1182110194	6.1547122564	6.3440705144
556760	5.2446841944	5.0290262044	4.9672437874	5.1150119704	5.4180838704	4.9933616974	5.1674129604	4.7039188324	5.3847130124	5.2677830964	5.0709274374	4.8543700664	5.3495953594	5.1781897944	4.7621810734	4.8522135954	5.3131359274	5.2334149134	5.4349263374
100034387	8.3459877354	8.7380401844	8.5501277954	8.6447130064	8.3704609984	8.1231528164	8.7720168174	8.1225546294	8.2064250774	8.4113714604	8.2717500844	8.4846462454	8.2223939774	8.2858935314	8.7822191974	8.2055539514	7.8916910864	8.2267499774	8.2245478444
541377	6.6966584264	7.2206993594	7.2273584754	7.3063895224	6.3962771074	6.0707903064	6.9420304154	5.8900610524	6.2282979944	6.1655091914	6.2533790314	6.1807970904	6.2032837114	6.2982489894	6.4236952744	6.2024846034	6.1080607394	6.1765113464	6.2836601544
100332110	7.8479152394	8.1702825614	8.3656267704	8.3415887084	7.3574515374	6.7465760914	8.0770717484	6.6839788004	6.9707088764	7.0692753934	7.3876507414	7.1863560384	7.1965671684	7.2204044044	7.7308018714	7.0261171894	6.5960053954	6.5632407414	7.0209940634
100000094	7.7305141954	7.7052343614	7.9441141904	8.0756445764	7.9479968794	7.7338758184	8.0479813054	7.9069886964	7.9005648634	8.0515596454	8.0747797874	7.8935944674	7.7714033554	7.8273400674	7.6899907364	8.0639320264	7.8219871094	7.3997356354	7.8443564554
100332318	6.3465341754	6.5164000094	6.2532292904	6.5163410564	5.8754950014	5.3090856804	6.0437664744	5.5047223644	5.7115278484	5.9340183394	6.3931218484	5.8983001914	5.8611339874	6.1285959934	6.1228428664	6.0155062904	5.9235909354	5.5826803394	5.6025648224
100002200	5.6173713284	6.3452184014	5.9540723154	5.5713572024	4.8546034184	4.7579706394	4.8583026174	5.1345743324	4.6918807774	4.9329020324	5.2285146344	4.6221822214	5.3282671924	4.8399577384	4.2109222064	5.5248773444	5.3988990024	4.9843120174	5.3666745834
280651	5.2911771464	5.2634746274	5.5762057494	5.2067563804	5.2669031284	4.2679361704	5.1674129604	5.0581189634	5.0794935384	4.9639764484	5.2285146344	4.6924203634	5.0442123524	4.9253425734	4.9245082364	5.1537310334	4.9537641004	5.1028939604	4.9969335294
30619	8.2314430274	8.1113894024	8.4997762154	8.2935734724	7.6677198524	8.0822573754	8.2765579504	8.2222733074	7.9322796164	8.1628778594	8.0038686234	7.8672663764	8.2735039574	7.9914181204	7.8467343954	8.2592292144	8.1310441274	8.1544482124	8.1621584614
569052	5.7397570434	5.6419642404	5.7774750484	5.2067563804	6.1805669864	5.0202582784	5.2573000544	5.3846327704	5.8836194334	5.9803472294	5.2531834344	5.3650633754	6.2494007784	5.3731408734	5.2444815984	6.2597876024	5.5860505074	5.5328501884	5.4786972204
541499	5.8369818964	5.4858534234	5.9373541564	4.6319999974	5.7669834494	5.3730830904	5.5219514554	5.4053547904	5.7476276284	6.1248400504	5.6744201724	5.3214003684	6.1188519594	5.7769711494	5.4890120094	6.4191879144	5.7775357634	5.8227703804	5.6415983274
568823	5.5231255334	5.6603418414	5.5323488304	4.9828390234	5.5871860514	4.9659541334	5.4218384914	5.2986335234	5.3847130124	6.2933452824	5.3012905494	5.2533234754	6.1915203664	5.9086098784	5.2444815984	5.9987733184	5.6849677254	5.7077140124	4.9969335294
569137	4.4443908414	4.7489423294	4.3623140654	3.5730610594	4.4951558934	3.5201618354	5.1042179554	4.3662018104	4.1602516434	5.1645584264	4.6182516804	4.0024023084	5.6709138414	4.5839662514	4.0324839464	5.4529908514	4.6799618124	4.3790042814	3.9330887814
571888	5.0421032874	5.6603418414	5.9204399914	5.8808447354	4.9066800434	4.5148699814	5.3419136904	4.8009486164	4.9304218844	5.3406265254	5.8301009224	4.9434752284	5.1694293804	5.1781897944	4.5463678784	4.7757000234	4.8108866814	4.9081832934	4.8711983814
504044	6.3465341754	6.5756955814	6.7980296314	6.5633801584	6.3022036224	5.9640137984	6.0770612414	6.3728702604	6.4082202884	5.7853748114	6.2533790314	6.0397318194	5.9889600874	6.2215524014	6.0659835354	6.3679866814	6.2532904134	6.0987284074	6.2959462884
100329171	7.3461699044	7.2144943154	7.4733345344	7.9035334234	6.8858284284	7.0439096554	7.1980211574	7.1691086624	6.9162412264	7.1858904044	7.2350186564	6.9197736004	6.7196929144	7.0214742444	7.2178713624	7.0343508484	7.1351338284	6.6279589914	6.7622834524
100002134	7.0270826294	6.9111079454	6.3946621574	6.7168965694	7.1133891214	6.9491128914	6.6528567064	7.0687602774	6.9934370234	6.5297747174	6.9928662314	6.8213293604	6.8300300324	7.0597435934	6.7101016804	7.0343508484	7.1450960584	7.2840133594	6.8730357324
100333499	8.9308895074	8.7806632714	8.9979195124	8.7322254834	8.3281234714	8.2364476584	8.6306109124	8.3073085924	8.2321346654	8.4392812954	8.3104637684	8.2102292444	8.3964417894	8.2366316974	8.3346842934	8.5904569794	8.2489033994	8.1323105964	8.5329634404
559014	7.3014430644	7.0075688154	7.5301865504	7.0580618964	6.9981023964	7.0439096554	7.1361816214	7.0023024104	6.7921027014	7.2248970304	6.7631116124	6.8291451274	7.4347259344	7.0019520344	6.9739007124	7.2405612384	7.1599115944	7.3187351014	7.7492729954
794433	6.5983966494	6.5561999284	6.3062774474	5.9708271654	6.1805669864	6.0835983904	6.2765488004	6.1698509604	6.1762716474	5.9022846824	6.1651395144	5.9848115134	6.0553673684	6.0032876244	6.3870258864	6.0155062904	6.1873310734	5.8636560264	5.9522165744
100333421	6.8442799904	6.9034137164	6.9557662624	6.9821979794	6.3593805074	6.3716200824	6.6417731344	6.5508128404	6.1495375644	6.1248400504	6.7544976604	6.2406247344	6.2494007784	6.5960663574	6.5617074994	6.2597876024	6.4019423894	6.3399729264	6.4133745734
100329706	7.7514495114	7.9712130964	7.9566124914	8.2293942094	8.0671940684	8.1012763424	7.8742025854	8.2251900684	8.0740784014	8.2442368654	8.3595708134	7.9908702264	8.0701159354	8.3771176404	7.9602935594	7.9769013794	8.1057611664	8.0222528004	8.1143969004
100004357	9.0938507444	9.2603764724	9.4256011494	9.4939956924	9.3035535864	9.0150821634	9.5429739814	9.3126352624	9.1162252574	9.1529189714	9.4463893154	9.2470312774	8.9855451864	9.4191780194	9.1926684294	9.3548354194	9.1427333824	9.0201967054	9.1938128954
560115	9.3677547054	9.1782689584	9.4165823604	9.2993311924	8.8139508104	8.7776071764	9.1002006754	8.7105148664	8.7729694264	8.7468033794	8.9708146574	8.7607805174	8.8461916784	8.7234864614	8.5939501984	8.8642841334	8.8302937414	8.7326529314	8.9297687754
100003007	8.0473162634	8.4198944314	8.2820240584	8.4550688044	8.3185439884	7.8620650204	8.3634588444	8.0716070014	7.5532962414	7.7732037714	8.2986621304	7.8326942674	7.8706376804	8.2056776654	8.1609578024	7.5812690044	7.9151675194	7.8015474674	7.9913629684
393331	8.2433155104	8.5683865984	8.1826766104	8.4488191864	8.5074560434	8.3573977644	8.2255051744	8.4387631324	8.4228145654	8.4141868664	8.4767981804	8.3057516134	8.4041069654	8.5074385774	8.3585554324	8.2627375484	8.4671211394	8.2577565674	8.0614059254
791139	7.7679817444	8.0638614764	8.1210904114	7.8711837504	7.6294916824	7.5290740254	7.5811831424	7.5824448804	7.2223302804	7.5761212844	7.5851729754	7.6148874104	7.7714033554	7.5466013204	7.6324106574	7.7557328034	7.1301267974	7.4720288504	7.7038908344
568566	5.1720087194	5.1639457664	5.1232073754	5.2648304524	5.4535272014	4.9380157954	5.5927255154	5.5047223644	4.7989750044	4.8686701694	5.4149759964	4.7262973704	5.1452403544	5.1310417454	4.8724025134	4.6093051084	4.9537641004	4.6522471684	4.7334497014
568467	6.6076112824	6.4226205514	6.6923932264	6.4045362464	6.2627866764	6.1337230454	6.2621456134	6.1938719014	5.9314837384	6.0829911214	6.1780804264	5.8983001914	5.9050132034	6.1405484054	6.0425971404	5.9818439914	6.0667300424	6.0757120764	6.0855853434
567193	5.1720087194	4.8801750144	4.4115642144	4.8751020334	5.2264960144	5.6733989644	5.1361614504	5.8300167324	5.5775519024	4.3624552664	5.5604399704	5.8682705544	5.6191641374	5.6321039104	5.6677883724	5.5480649664	6.0667300424	6.1656529734	5.8559213434
100003922	7.5270230904	7.4754503114	7.5577939144	7.5418657734	7.4913730984	7.0439096554	7.3419311794	7.2572404524	6.9476169324	6.9423986884	7.3708414104	7.1618081504	7.2598928294	7.1570939054	7.1428763704	7.1219490714	7.0686464574	7.1906915384	7.1752709844
110438115	4.7408659384	5.0570384224	5.1811593154	4.4437069634	4.0153326894	2.9775416604	5.2573000544	4.1376130364	4.8329764544	4.2660111964	4.7626994474	4.7917544304	4.7232254114	4.4366394084	4.9498719664	4.5183096164	4.2707062704	4.0416267324	4.6593071674
436620	8.1199505614	8.4909251564	8.3562239074	8.0345031924	8.0499302964	8.0368797674	7.9967052744	8.1535067984	7.9244160494	7.7421700954	8.0782354784	7.8973167064	7.8998471744	8.1476375144	8.0971213574	7.8046889354	7.8827879904	7.9193522184	7.7889311114
100330514	6.2080023924	6.3223187204	6.5008807914	5.7032192204	6.5016219994	6.0448278814	5.8454947354	6.5320911764	6.2154662394	6.3880373854	6.6654053144	6.5170983134	6.4304482604	6.4691174874	6.2093991324	6.3013189574	6.9082643594	6.4780335804	6.7173151324
678587	6.8751300354	7.3788784764	6.9557662624	6.8556370824	6.9738968194	7.3013187474	6.7796146394	7.4440869904	7.0231947424	7.1184400574	7.2595774324	7.3309845694	6.6949099674	7.2810530204	7.2791888844	7.1219490714	7.1150005864	6.8944629654	6.9293273644
100003520	7.4876385484	7.8077161154	7.7519448704	7.6869873354	7.5822392514	7.3230841784	7.5636720714	7.1384929764	7.3393202084	7.3998525954	7.5705254064	7.4421837764	7.5076923274	7.3751056484	7.3523433304	7.4083340754	7.4240640644	7.1080294274	7.6135220944
796884	6.6076112824	6.9489753424	6.9804570104	7.2282684704	7.0100545724	6.1337230454	6.7796146394	6.5226384434	6.3389201124	6.9345761694	6.7801867424	6.1055666984	6.3480708434	6.7127423214	6.7248697744	6.5740558714	6.4348006414	6.3008108504	6.5323822554
324141	9.9417994344	10.1370316734	10.0889153054	10.1583306534	9.8372723674	9.9137054064	9.9725833604	10.0858238544	9.7353363414	9.8419500434	10.1522781544	9.9035627324	9.8526073994	10.0546774534	9.9507887094	9.7911976434	9.8565763634	9.8649313214	9.9367243744
100149182	6.5609380424	5.8801128134	6.0030949074	5.9532740694	7.0453282304	6.4229157814	6.2030503504	6.6233606494	5.9778109104	6.3765352294	6.4897066024	6.5740211534	6.5083749464	6.5339878184	6.0775360904	6.3679866814	6.5740499414	6.3874763574	6.4686886514
393393	5.9132793264	6.2269022854	5.7585656084	5.9355047744	5.7948860344	5.9075079334	5.8646885174	6.2057340374	5.4736148494	5.7140534954	5.5604399704	5.8530180364	5.4713387744	6.1524026064	5.9323971044	5.6154722374	5.9235909354	5.5826803394	5.8052510294
100002460	4.9290395414	5.3789445084	5.8684741094	5.3206569974	4.4254682104	4.9380157954	5.3142568964	4.5261209664	4.6918807774	4.8014447714	4.8622717624	4.7917544304	4.9909151934	5.2897296294	5.1600668184	4.8522135954	4.5952956694	4.5220850204	4.8711983814
100008592	5.8052960814	6.0289701004	5.9204399914	5.8808447354	6.1376305034	5.8486983754	6.0096851364	6.0166666274	5.8341124794	5.9803472294	6.1651395144	5.7579530274	5.7848992754	6.2767485524	5.7851671714	6.2597876024	6.3425757474	5.8636560264	6.2334417984
553684	10.3081964464	9.8025421624	10.2642132804	10.0017125074	10.1988334484	10.0946319984	10.5312605154	10.1631453804	10.2186966194	10.3852181834	9.9264639914	10.2737031704	10.5509109844	9.9310979114	10.2573425334	10.3754636964	10.4243510754	10.6287099424	10.7406036014
101885814	6.9494868554	7.1114026494	6.8614366684	6.8461575684	6.1805669864	6.4329596354	6.6193472234	6.3623104994	6.5882188034	6.2933452824	6.3014797324	6.6554037174	6.1796603164	6.4011923874	6.6494694934	6.5740558714	6.1969404844	6.0043743244	6.2461612144
405767	7.5653609724	7.8362849474	8.0489968174	7.9573562814	7.5416444594	6.9768391984	7.9390192154	7.2109076244	7.0231947424	7.4664685684	7.5507610684	7.1802581144	7.2371856224	7.4823084514	7.4128754194	7.4581473134	7.0790768514	7.1799397664	7.2902747184
335618	8.0026116684	7.8241103694	8.2246187744	7.8428661424	8.2087448334	7.6021050824	8.1375007134	7.7618806574	7.8433290244	8.0149344434	7.6044745634	7.8634656904	8.1081552054	7.6876919864	7.7561841034	8.1460099064	7.7905979684	8.0071258034	8.2843506674
338214	7.6300944184	7.5163799994	7.5246011114	7.2784688574	7.3943968774	7.4272424254	7.6380643554	7.1990881254	7.6083232484	7.7555520664	7.2100345694	7.3582484054	7.7595013014	7.3288456374	7.2590378974	7.6631941724	7.5152201084	7.6500763354	7.7312910734
