	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
100332380	6.6528217754	6.8722197634	6.8346027204	7.2499971584	5.8754950014	6.1702057664	6.3868731134	5.9756869684	6.0078893384	6.3414680904	6.1651395144	5.8833635054	6.0682897414	6.2658769704	5.9576237234	5.9647136464	5.7902879254	5.5496522014	5.4349263374
101884120	5.8369818964	5.3338594134	5.6187686874	5.2930137414	4.9569421784	5.0202582784	5.2279555844	4.9773840014	4.7284693144	5.2677830964	4.7279206234	4.8234019264	5.5654888794	5.0572983704	4.7332577764	5.5013109444	5.0417148314	5.2944987774	4.8039674494
100331504	5.1966429044	4.9111992634	5.0316661884	5.5713572024	4.1936001964	3.6635452684	5.2279555844	4.3232900924	3.6517652654	4.3624552664	4.7966595614	4.4299906064	4.0216401824	4.4366394084	4.9498719664	4.7358656774	4.1172225504	4.1336507304	3.7307502204
100332843	6.7558746394	6.7743746344	6.7121841274	6.7879339764	6.5678074804	6.7862915974	6.2475971794	6.5320911764	6.6467412064	6.3295870374	6.6281685654	6.6901506684	6.3898474374	6.6388276754	6.8310597584	6.4191879144	6.6668670564	6.2707254904	6.3081286754
322372	8.7780839814	8.7848571314	8.5800548794	8.6474443944	7.5167277334	8.1477549314	8.0395608614	8.0877222534	8.4667914844	8.2283279804	8.0608736494	8.1079309454	8.1694066244	8.0527906234	8.2807346394	8.5100823464	7.7056386994	7.6539664144	7.6759601084
64277	9.9848663834	10.3085047064	10.3361261434	10.3448956554	9.9408045914	9.7293794734	10.2917075694	9.8359075714	9.6329029364	9.7800006914	10.2273446344	9.8099034584	9.8404179984	10.0688200644	10.0092620494	9.8057006184	9.8413389054	9.8923587764	9.9801990544
393126	8.3596869234	8.6162412524	8.7038353824	8.6610243004	8.3423744764	8.0917981994	8.5587724344	8.2710736534	8.3600704204	8.3212516294	8.5180957784	8.2973244394	8.3964417894	8.3846749394	8.3298622994	8.2801523724	8.2019544144	8.5671734544	8.5561325104
791222	8.1327727154	8.0253876984	8.2586625544	8.2402909864	8.3797029634	8.1169361714	8.4326162184	8.1717642844	8.1901207734	8.4961912874	8.1974292114	8.1014915994	8.3627472014	8.0778704834	8.1112411284	8.3244709904	8.3578572394	8.4734265374	8.4935017814
100003148	6.8978422214	6.6963739814	6.8072601904	6.4922335754	6.2826297624	5.9360374924	6.4644103054	6.3083202334	6.4850754354	6.3532520984	6.1520814714	6.5832937064	6.7680170694	6.2438849044	6.4857060454	6.5046374654	6.4905611104	6.5212661234	6.5733341994
568741	7.2136487704	7.0912251414	7.2478423314	6.8929442844	7.0336659084	6.7139972254	6.9510379534	7.1751546004	6.8513654214	6.9959999524	7.1390100214	7.0119273234	7.0479237794	7.1273715614	7.1095025584	6.8875560814	7.2034666304	6.7565420164	7.2275185924
100534944	5.2681179504	5.6964093074	5.6601118194	5.5006127004	3.2913581884	4.1752461234	5.2860595354	4.4877721584	4.6918807774	4.0513189224	4.7279206234	4.5857377464	4.7871512024	3.7555540314	5.0233926264	4.6949001564	4.2707062704	3.9933156274	4.6968546704
791214	6.9053341824	7.6465257834	7.4381159054	7.5880930344	7.4655648844	6.9136884564	7.0879978594	7.4239177514	6.7921027014	7.1253287804	7.3932106094	6.8901922024	7.1788029684	7.6630442544	6.7753991494	7.1219490714	7.2224102184	6.6358483944	7.0790214364
571626	8.2433155104	8.6442101894	8.5528742384	8.5250584674	7.9541965274	8.1898242344	8.7385937654	8.2046478134	8.0987445294	8.1894152684	8.4872339354	8.2515287664	8.0507134514	8.2642067754	8.2090181124	8.0918133944	8.1509562474	8.3755197974	8.2966309464
100334336	6.4005472334	6.6044538164	6.6209055164	6.5749041384	5.9268361054	5.7557291774	6.3735352094	6.3192811364	6.0518628864	6.1385242104	6.7716744394	5.8376025404	6.4892843224	6.5960663574	5.9700735224	6.3013189574	6.1482402864	6.0640647314	6.1274357024
569482	8.6722774134	8.6302934974	8.4564310834	8.5309870584	8.3934558424	8.9200928434	8.8071654714	8.5776086924	8.8579918914	8.7907961604	8.4015545664	9.0045872474	8.6730142614	8.5189304814	8.8860572514	8.8503610774	8.4985436294	9.0292101484	8.8170690094
553705	8.3293751314	8.0499894334	8.0254610504	8.1774251754	8.0842536974	8.2899244374	8.0479813054	8.3902107094	8.1022340864	8.0659532904	8.1750109494	8.3580101314	8.3705930154	8.2723775594	8.3466692344	8.3642062514	8.3748895794	8.4241650854	8.2626053934
569398	9.0472042164	9.3451789724	9.3518210634	9.5000530454	9.0052289614	8.7233973624	9.1002006754	9.1160911454	8.7194419554	8.9032824434	9.1473382724	8.7381281644	9.0969367424	9.2775232114	9.0267850684	8.6665891404	8.8333776304	8.9332391094	8.9820302464
100334463	7.0677119894	7.3107080394	7.4963448744	7.3337800784	7.1244268594	6.9279627774	7.1751408294	6.9110610254	7.0879868624	6.7238094744	6.9707254424	7.1863560384	6.8674767344	7.0970239754	6.8581049504	7.2190515854	6.8363047774	6.8476757034	6.9758886374
569271	6.1334061674	6.2513545074	6.4068578604	6.4045362464	6.0005765014	5.6391046864	6.3464836684	5.9756869684	5.6556258124	6.0252345454	6.0986342944	5.6561791264	6.0423282014	5.9363005624	6.1667700334	5.7811966244	6.1282903854	5.9673374994	5.8223396364
393366	5.2681179504	5.2145683154	5.3166059764	5.4514458504	5.4535272014	4.9933616974	5.0715511374	5.1095367174	4.9614939804	5.0241866574	4.8298386264	5.1572495204	5.0701403124	4.7491997964	4.9498719664	4.5645246664	4.7856350054	5.3142985444	4.5404192924
393888	7.6833583634	7.4702514794	6.5998124994	6.8173394724	7.3195351604	7.5841909714	7.4975826464	7.2226310764	7.8391525314	7.3180349384	7.5656096474	7.8596549644	7.6040166034	7.5555565154	7.6087193654	7.2826417274	7.3570733984	7.7110929134	7.4417094264
393678	8.6634679244	8.5214055494	8.7901644924	8.7602551314	9.0579942444	8.8506083444	9.0674417254	8.8129446494	9.0143371014	9.2553812524	9.0397881874	9.0403757794	9.2091185414	8.9576922534	8.9783059924	9.0483244704	9.1649360724	9.1878820944	9.2967450254
566739	6.5418375914	6.2634269384	6.5008807914	6.2973143464	6.4845900734	6.3820261674	5.9207836984	6.5414823774	6.2410166264	6.0829911214	6.4368485254	6.4477189934	6.2830462124	6.5609206404	6.3205224614	6.4441228454	6.4589623514	6.4152453114	6.5933823434
100038797	11.5370071704	12.1911579934	11.6999464844	11.9011406634	11.9240758224	11.1812915644	10.7783581114	11.8486436574	10.9388683834	11.2601669534	11.8537354774	10.4739273404	11.0494889974	11.7436022774	10.5628763754	11.0143050434	11.9107013424	10.7019353064	10.9431220204
544651	7.2435111164	7.1114026494	7.5848828884	7.4129632994	7.4034872514	6.7862915974	7.4538926354	6.9254792604	6.8922533744	7.4446032454	7.1055328314	6.8291451274	7.3097138444	6.8428001364	7.1038644184	7.1972163764	6.9934426624	7.1581928104	7.1141379924
798577	7.8401182634	8.0810160354	8.1062093134	8.2110479964	7.9292364654	7.5706078844	8.0811800524	7.6620931794	7.4907717674	7.3240354534	7.7760049434	7.5875012894	7.5543638184	7.8012241174	7.8734900294	7.4824234554	7.4524218944	7.5699873154	7.5118550924
108190639	7.7347256334	7.9033984144	8.2853307474	8.1156451874	7.9479968794	7.9274649994	7.9480455154	7.9069886964	7.8844421514	7.9620450374	8.1224220704	8.1982089254	8.0701159354	8.1357439334	7.8091159244	7.8797193144	8.0877957104	7.9096232044	8.0212702374
100009626	9.9445291134	10.0120229244	10.3700030994	10.4743691924	10.1962203574	9.8514134874	10.2810318684	10.1300691074	9.9383473854	10.0741769194	10.3287475114	9.8998565954	10.0487328364	10.2834619974	9.8167657934	10.2063202684	10.1571829554	9.7909027134	10.0971451304
555592	5.5035143844	5.6603418414	5.7585656084	5.4514458504	5.1421194314	4.8804616724	5.5927255154	5.5238002194	4.8986658124	5.1100374804	4.9554132274	5.3433970474	5.4517483344	5.3932613614	5.2444815984	4.8522135954	4.9984095774	5.1477258554	5.0845285274
100537416	5.0690370174	5.3565780704	5.5976441764	5.7032192204	5.0980054064	4.7256509634	5.1361614504	4.8621894294	4.6918807774	4.7309331104	4.9554132274	4.9719945574	4.7555423464	4.9795815894	4.4429829464	4.6949001564	4.7599334594	4.0883723394	4.8039674494
562526	5.3798960284	5.4858534234	5.0933344064	4.9119155874	5.0524998224	4.6925906294	5.0715511374	4.7039188324	4.9304218844	4.2660111964	4.3702102544	5.0543183124	5.1694293804	5.3320379834	4.9992996484	4.9598746954	5.1446110334	4.8818873884	4.7334497014
562671	7.2611362594	7.1766929374	7.6884219584	7.2427905634	7.2506848074	7.0954077274	7.4088381024	7.2854605964	7.2727501294	7.3595236914	7.0361537914	7.2283347274	7.2655142244	7.1333652194	7.4970132354	7.2045315604	7.4604227944	7.4453416094	7.5379513664
60639	9.3068295774	9.4036179744	9.5310389824	9.5255167834	9.6551801184	9.4688165094	9.7813065804	9.6146472944	9.5095563184	9.6245896244	9.6735522054	9.5627943174	9.7094105494	9.7321973374	9.4947045074	9.8295528864	9.8056696934	9.7882504814	9.9744775674
795154	4.6366955394	4.8484689194	5.0628297744	5.0504386014	5.4535272014	5.3307351214	4.9688633984	4.9773840014	5.3616043894	5.3167517224	5.3478451474	5.5082480894	4.9635096004	4.6185616354	5.2238364284	5.1836513314	5.0837579874	5.1254840454	5.4125326104
565512	6.4005472334	5.4009694804	4.6762434734	4.7586654724	6.5515435844	6.0316693354	4.8583026174	6.0300718614	6.4305998364	4.6943413584	6.2896040684	5.5841088464	5.7208713744	6.2767485524	5.8937103104	5.4282100404	6.2159693964	5.9547775444	5.5419599984
794264	5.6710984054	5.4650960484	5.4639575934	5.5713572024	5.5549142124	5.6216469184	4.8961054934	5.3422738554	5.7476276284	4.9011435384	5.5800730494	5.6024667454	5.1206388354	5.2897296294	5.3242289534	5.4282100404	5.2953540914	4.6522471684	4.6968546704
100151764	7.6493047134	7.2767483504	7.4506115234	7.8702755204	6.7000995564	6.4775808984	6.1537537464	6.3303365014	6.5231259004	5.9492135624	6.8751158754	6.8160571094	5.5420041414	6.6909423784	6.5354915954	6.2719572834	5.5730483054	4.4898376624	5.2193335264
550430	8.3732572534	8.7162469234	8.6251182404	8.7114927044	8.4603198414	8.1749399144	8.7043779974	8.4108533344	8.1703092254	8.2878705004	8.4794142044	7.9627252424	8.2873856374	8.4533638554	8.3152988574	8.2164499514	8.2853926614	8.2704818494	8.1854590924
565952	6.8978422214	6.4754708974	7.0828209324	6.7579166354	6.9738968194	6.7705363484	7.2205442734	6.8964972384	6.4635313994	6.8948144114	6.8054263884	6.7976247504	7.0673635654	6.7286659224	6.9552353954	6.9584994784	7.1401235424	7.0909130644	7.2466337144
30394	6.4526108624	6.1638946714	6.3574439974	6.5633801584	6.7498890334	6.4026158334	7.0961410714	6.6669176594	6.4082202884	6.8704204814	6.4792887834	6.6016619144	6.8224226264	6.4972769624	6.5451609144	6.7543361694	6.9486407994	7.2840133594	7.5275694324
494450	9.8813515474	10.0655758844	9.9478874064	10.0561724914	9.4156264994	9.3359601544	10.1035715364	9.3571904894	9.1110383904	9.4058246914	9.8086669874	9.3470444974	9.5225200324	9.7232838614	9.7756900174	9.2456070454	9.1710433264	9.5196065494	9.5278610264
793997	7.0201984194	7.3165135684	7.4440457064	7.4065281834	6.7920324264	6.9136884564	7.2645623034	6.9326347004	6.8678599194	6.9108508564	7.2350186564	7.0119273234	7.0282184674	7.0722777324	7.2282736434	7.0506785214	6.9823719534	7.1080294274	7.2654988764
101884625	6.9422212774	7.5011671174	7.4020159714	7.6050533854	7.1022662854	6.7705363484	7.3142747244	7.0687602774	7.1158750084	7.1990101444	7.2956490914	7.0525524804	7.1179576914	7.2147623454	6.9042473454	7.1675789844	6.8052289724	7.2789841844	7.0790214364
557645	5.2446841944	5.8801128134	5.4639575934	5.9881692594	5.4180838704	5.2190850964	5.5695178064	5.2763081304	4.8661949754	5.5598734174	5.8301009224	5.2298981064	5.3913284634	5.6655770804	5.5892607024	5.0600565014	5.3988990024	5.2334149134	5.3193109074
798497	5.8679867274	5.7315970334	5.6187686874	5.5006127004	5.5549142124	5.1956794664	6.0770612414	5.9046896274	5.5974700434	5.7322170874	5.7629742374	5.7903423984	6.0810973944	5.7922050274	5.7422614324	5.0274294674	5.9691652314	5.9673374994	6.1411203214
570481	8.6568253254	8.9187386474	8.9817046404	8.9447731634	8.6931247754	8.3521145174	8.7669249394	8.6269653604	8.2729595804	8.5303283904	8.8707455664	8.5826820494	8.6300829364	8.7856976564	8.7464797494	8.4802562604	8.6461429434	8.8576678874	8.8085187354
560599	6.0681538004	5.8957089994	6.0030949074	5.8432191994	5.8491226334	5.8183694744	5.8454947354	5.5047223644	5.5573549134	5.7322170874	5.7969279594	5.6909076304	5.1206388354	5.4898582594	5.5400069304	5.7614926634	5.7516882204	5.5662607844	5.6415983274
560512	7.1007170494	6.7994650384	7.0047322934	6.5163410564	6.8596459984	7.3122425084	6.7176273744	6.8669210454	7.1567217604	7.0257582034	6.9781435244	7.0658438994	7.3891063544	6.7982240144	7.1701099974	7.3567391904	7.1251023284	7.4982313774	7.3206579164
560222	6.3131282464	6.5164000094	6.1554256264	6.5163410564	6.1592584694	6.1821644984	6.3189151844	6.3937606984	6.3029803624	6.4442115544	6.2287136044	6.1183806904	6.3586289514	6.5248973084	6.4770088874	6.2314205894	6.4266559714	6.3399729264	6.7444639664
101884490	6.3018188034	6.5659806864	6.1408962764	5.7446244694	5.2264960144	5.4931433424	5.8836302934	5.5795652504	4.9919109464	5.5598734174	5.6374183764	5.6024667454	5.6014933464	5.6150715074	5.2028915284	6.0320474094	5.7775357634	5.0799445204	5.6025648224
550517	7.0743736834	7.1313018444	7.0206918204	7.4880256924	6.9738968194	6.5297300804	7.0879978594	7.0158411524	6.8262645974	6.7772722034	7.0074402094	6.7072152744	6.7993567224	6.9349014664	6.8104378614	6.8692614144	6.7798771964	6.8133021624	6.7972754204
100150998	6.5028608904	6.4858125474	7.0206918204	6.7879339764	6.4673546704	6.2744249994	6.6856054994	6.2861453924	6.4526375214	6.6492970614	6.2410990294	6.4375295794	6.8821874364	6.0797707984	6.5942419974	6.8224832864	6.3767980704	6.5632407414	7.1210598844
561303	6.0814425174	5.8484053354	5.8327602694	5.2648304524	5.7095051944	5.8183694744	5.4218384914	5.7512668384	6.0373534534	5.3641126534	5.8301009224	5.7903423984	5.8905345794	5.7769711494	5.7851671714	5.5708857944	5.5860505074	5.6149692454	5.4569777714
405804	9.3825922964	9.4767316724	9.6678084144	9.5563638784	9.4576901514	9.0708207104	9.4649438174	9.3208392324	9.0848205894	9.2155881004	9.3638472434	9.1644908834	9.3199722324	9.3679912934	9.2098297164	9.1784691814	9.3257699584	9.1999061214	9.3119486274
799475	6.9127874384	6.9931420314	7.2747094304	6.7168965694	6.7640740574	6.8992714884	6.5498988204	6.7902138724	6.8513654214	7.1045631384	6.8384067254	7.0658438994	6.9674342674	6.9417485034	6.4416862754	7.0425377834	6.8606922914	6.6358483944	6.4357553354
799686	7.7802577694	8.0638614764	8.2072908124	8.1811999754	7.8449983364	7.5886903964	8.1335499164	7.6491200924	7.6660517654	7.5911271464	7.8587073074	7.4823885164	7.6040166034	7.7860856774	8.0153904514	7.8238155134	7.6507551214	7.6383427624	7.8733417304
561440	6.2556730574	6.9931420314	6.7605052264	6.5163410564	6.5678074804	6.4026158334	6.5498988204	6.6839788004	6.0373534534	6.7507884744	6.7195181304	6.0926378714	6.7837719934	6.7906588944	6.2093991324	6.6828097734	6.6529704354	6.2296101494	6.7264216274
402826	6.7886522484	6.9187613564	7.5020405684	7.1456738124	6.5678074804	6.5203399564	6.8487196904	6.1819114244	6.1894551794	6.8704204814	6.1389041574	6.6377112914	6.2265265084	5.9634697534	6.6339047534	6.7036102854	5.7775357634	5.5328501884	5.8223396364
100535117	7.2316402494	7.3107080394	7.0286058624	7.2784688574	7.0683738034	6.5108883134	7.0632887514	6.7743705894	6.9398367454	6.7507884744	7.1190170684	6.9701249654	6.7032183434	7.0019520344	7.1262859674	6.8692614144	6.7211524314	6.4954823664	6.9293273644
100000085	10.1213999334	10.0715960664	9.9798730344	9.6272589164	9.9974357704	9.7026457614	9.6519445504	9.9697529584	9.7576361744	9.9889335204	9.5520639334	9.7421820284	9.6938601384	9.6747922704	9.7251710094	10.1477575084	9.7241139774	9.2738158714	9.8684385884
100001422	6.7138268074	6.4754708974	6.4894576114	6.4301412774	6.2222624684	6.2174571884	6.3600728424	6.0824808794	6.4526375214	6.5907732874	6.4260404754	6.3533149204	6.5458146534	6.2875388234	6.1559129944	6.2314205894	6.4589623514	6.5714910824	6.1814121694
100334500	6.5797889164	6.5264533964	6.6723270534	6.4552997824	6.5838900704	6.7625937284	6.6193472234	6.5965809124	6.0662278484	6.3532520984	6.1780804264	6.3748339144	6.6090834734	6.1758227444	6.2810971834	6.5627156234	6.5960053954	6.4692294054	6.5114619504
562900	8.5793240654	8.9149169564	8.9755767694	8.8098634724	8.7759562624	8.4443734684	8.9952564494	8.6639806434	8.4144175424	8.4881974474	8.8323782674	8.4394081824	8.5471264754	8.8102241254	8.6873886614	8.5479566754	8.6566272584	8.8235344254	8.7847407884
641560	8.1037609324	8.4439620144	8.3404149884	8.7501254284	7.7195926064	7.5476812904	7.1980211574	7.6316391574	7.7032927974	7.3884446254	7.8865683404	7.3690112934	7.3525994854	7.9273183734	7.2891598034	7.2045315604	7.2176975904	6.6746609474	7.1210598844
793926	8.0741537454	8.2663936344	8.0528823844	8.2293942094	7.7555349144	7.7540457924	7.8930206654	7.8054074474	7.7837283334	7.8035839174	8.0433003354	8.0116243954	7.7026219794	7.9029658084	7.8568259954	7.8473725744	7.7356172264	7.7222516994	7.5584937534
100148293	5.5990082794	5.8159853034	5.3166059764	5.8240319374	5.4180838704	4.9659541334	5.0381274764	5.4853888434	5.2652804064	5.2677830964	5.5405360214	4.9999610254	4.8483642204	5.5627335024	5.3242289534	5.0600565014	5.2030008404	4.7131739144	5.2950329054
792456	7.0610193924	6.6326499794	6.9885942414	6.5633801584	6.6767932254	6.8249430154	6.8487196904	6.6924343014	7.3511006284	6.8621966424	6.7283428444	7.1178178794	7.0928824034	6.5960663574	6.7965243274	7.2826417274	6.6032502524	7.0442510534	7.0061150624
406839	5.6885718154	5.2145683154	5.8507276974	5.5006127004	5.4881206184	5.6563537244	5.7454977644	5.3422738554	5.7115278484	5.4099681054	5.2774375004	5.5466770304	5.9615169734	5.2897296294	5.9450655514	6.1428110844	5.9002522854	5.8088802264	6.1681061934
793560	6.9993464644	7.5214155194	7.3587249564	7.5535621934	6.8727966084	6.7784354804	7.4665110864	6.8669210454	6.6937594074	6.8621966424	7.2473503004	6.9559172804	6.6526348584	6.9821620264	7.2073935314	6.8413769324	6.7077713814	6.9713001084	6.8974301494
564431	7.2727678554	7.7140581054	7.6884219584	7.7943988064	7.5822392514	6.9768391984	7.7088079894	7.3186118924	7.1296194924	7.3998525954	7.4845904104	7.2164649364	7.5029410514	7.5733018504	7.4444473044	7.3698119254	7.3951376324	7.5111563144	7.6036717994
793278	6.2673486054	6.0289701004	6.5346174664	6.6639248864	6.2222624684	5.5860845494	6.5498988204	6.1698509604	6.0662278484	6.1788147334	6.1389041574	5.8682705544	6.4988612114	5.9086098784	6.2405641684	6.0320474094	6.0875433924	6.0757120764	6.5219600224
793210	7.7220542584	7.3954294024	7.6983786214	7.6106628144	6.7498890334	6.8992714884	7.3487632404	7.2284572704	6.5168000174	7.2376683444	7.3820693644	6.8134710204	7.0673635654	7.2702139494	6.7824753014	7.0668234724	7.0997141004	6.6200262084	6.8812131224
561771	6.1958344744	6.2990496854	6.1408962764	6.2692157674	6.0005765014	6.1821644984	5.6819940294	5.9756869684	6.0662278484	6.2180105554	5.9405442374	6.1183806904	6.0024883344	5.6655770804	5.7276711964	6.4191879144	6.0562096724	6.1325787224	6.3440705144
569643	7.6963726584	7.9526931964	7.9524584094	8.1156451874	7.3480654554	7.4863089104	7.6874078504	7.5173055944	7.4530072954	7.6010450384	7.7107103324	7.4573921544	7.4933912964	7.6295115774	7.7704902244	7.5413846274	7.4880816044	7.4895499724	7.6474779464
794738	10.3825478914	10.4741343294	10.1796694584	10.2256758834	9.9944308004	10.3264682924	10.1414432324	10.2630296824	10.4194636594	10.2164521584	10.2897828704	10.1236944554	10.0968232784	10.3773627074	9.9933404594	10.1372839684	10.0618005864	9.8699570724	9.8245882784
100000332	6.1334061674	6.7488401404	6.0812698634	6.5282453974	6.3593805074	6.1213542014	5.4975669454	6.6496523384	6.0804511854	6.0829911214	6.1520814714	6.8676011804	6.2940892204	6.2102551594	5.8539574524	6.0645713404	6.6247690564	6.4152453114	6.3081286754
573723	11.4845181614	11.4148200204	11.4906477884	11.4212182694	11.1569785534	11.3053898864	11.3861924204	11.1524124504	11.3642449274	11.3798530214	11.1847063334	11.3274285944	11.3459292964	11.2112038324	11.3157037844	11.4202448234	11.0805338534	11.1480639894	11.2219434124
796299	7.8517979824	7.7573850204	7.7989735974	7.8897580034	7.5416444594	7.5976473654	7.6547004114	7.6050140714	7.7529784774	7.8206610234	7.8096569024	7.8052201264	7.7475002404	7.6505606584	7.4621829444	7.6684939244	7.4443763754	7.3810817684	7.6570346144
568776	6.5797889164	6.2990496854	6.5784065094	6.4045362464	6.3022036224	6.4917972114	6.5259860324	6.1205748724	6.7921027014	6.7328586474	6.5995963964	6.0926378714	6.7359814804	6.5873598694	6.4505983364	6.5740558714	6.6668670564	6.7492873704	6.8565405744
492517	8.0807858284	7.8118321774	8.0333490444	7.8236741534	8.1011139534	8.0854446664	8.2908186734	8.0585839234	8.0344446324	8.1695581154	8.0885531624	8.2310267834	8.3011350184	7.9781580824	7.8734900294	8.2801523724	8.4021453034	8.5609715544	8.4665812994
569091	5.4430288424	6.0004020704	5.8145662474	6.0880595824	5.8491226334	5.4542229354	6.1256055574	5.4053547904	5.7296906494	5.2170937784	5.8784725904	5.6384962654	5.8004718974	5.9499491144	5.6524210684	5.3773336994	5.7120273114	5.4636141674	4.9665120764
569132	6.7392022764	7.3788784764	7.3649894894	7.0743921854	7.0336659084	6.7385000864	6.9420304154	6.7663832224	6.4082202884	6.8456069784	6.9482395594	6.6016619144	6.7680170694	6.6885224504	6.5284223494	6.6402868424	6.7798771964	6.9587747534	6.7622834524
569184	8.0337079554	8.1378613724	8.0294104384	8.0593285384	7.6752454164	7.7338758184	8.1687235374	8.1657040914	7.5327543664	7.7241321644	7.9965819744	7.7486505804	7.9460863494	7.9580366714	7.9319354194	7.9683322374	7.9005395774	7.6265129754	8.0757282494
567542	6.3574997744	6.5561999284	6.7219786914	6.5749041384	6.3593805074	6.0707903064	5.9390076534	6.4040935644	6.1629665294	6.2933452824	6.4687951894	6.0664273514	6.2494007784	6.0547242394	6.2508046834	6.3013189574	6.1776572264	6.3302816174	6.2587694704
568230	9.4131318304	9.8015076044	9.6627320544	9.7092835264	9.6302295464	9.2058163134	9.4006466684	9.2905271564	9.1093052824	9.2300404004	9.7029501984	9.2367846984	9.3440814664	9.7103108304	9.5203268694	9.2456070454	9.3125708034	9.3392994144	9.3389177654
58154	8.0234168204	7.8200292384	8.0055502904	8.0177124144	7.9292364654	7.7580461684	8.0140005704	7.7658923524	7.6083232484	8.2090028154	7.4423081294	8.0354661714	8.1990839644	7.6588950464	7.8331681724	8.3007764184	8.0298308024	8.2188930744	8.3298724724
573644	7.9273359234	8.4492562754	8.6586530384	8.8364380274	7.8909675184	7.4372563084	7.3623310604	7.8476593824	7.7662373214	7.6206785934	8.1157115994	7.3528367004	7.3151447864	7.8162053554	7.5225949874	7.1142017774	7.5605875614	6.8944629654	6.9134669084
568584	8.1070134244	8.1957049364	8.2820240584	8.1774251754	7.7555349144	7.1693639924	8.0140005704	7.6272356264	7.5935228234	7.6255455164	7.7887165924	7.8404488724	7.8445850624	7.9444647784	7.7916868794	7.9510397314	7.5864076954	7.5699873154	7.7889311114
321796	7.4054893644	7.0638751674	7.5077138654	7.3539870364	7.0568970324	6.7705363484	7.4022853254	7.2742386914	7.1634185144	7.2312968194	7.1055328314	7.2342332004	7.2199175534	6.9953854824	7.0284900494	7.0985812524	7.1200602984	7.0851621834	7.3025048884
114378	7.7135444194	7.6784346314	8.1394784954	7.8476245114	7.1570422574	6.9279627774	7.8551358004	7.1569402404	7.1364429404	7.1184400574	7.3595253864	7.1984751054	7.5543638184	7.4248237114	7.3088972564	7.0506785214	7.1099230664	7.0203416084	7.3853305434
556678	10.6716193694	10.8148972994	10.7776642204	10.6058684364	10.6654127084	10.2454371734	10.7037136844	10.5233268834	10.3732748824	10.4094067924	10.5724330984	10.3291823904	10.5503354364	10.6864554584	10.3194734924	10.4838989334	10.6084299204	10.3348441524	10.5108820304
100004517	6.2200685424	6.0430447414	6.1698101104	5.8045860494	5.6798838694	5.6039753074	5.9923377154	6.0031356664	5.3616043894	5.7501548394	5.6744201724	5.8530180364	5.5654888794	5.5267559774	5.7422614324	6.0320474094	5.9002522854	5.7077140124	5.8559213434
436645	8.2812398904	8.2931382714	8.4237959794	8.5427716494	7.9787320894	7.8508708734	7.8406685004	7.8476593824	7.8965510454	7.7195872214	8.0538699894	7.9908702264	7.7150006054	7.8638470914	7.9255571894	7.6200803454	7.3179775934	6.9960292324	7.0209940634
100037378	5.2208635104	5.4440356524	5.5099100654	4.9828390234	5.4180838704	5.2190850964	5.1980018324	5.4459267354	5.1350609484	5.4099681054	5.4366762874	5.1572495204	5.3913284634	4.9795815894	5.4180876854	5.7007127474	5.2406544934	5.3531010584	5.2703393454
556158	8.4724207824	8.7616385564	8.9611763614	8.9906676604	8.5774023724	8.2981898404	8.8844281714	8.4710660784	8.3186730504	8.2057566374	8.8727369084	8.4005950764	8.4541930584	8.7432171744	8.7839831384	8.5159742764	8.3471090014	8.4931039704	8.5839540944
556869	7.4725876674	7.3899334974	7.5686906164	7.1223024214	6.2826297624	6.6291782964	6.9952508894	6.3833532914	6.7029819234	7.1390083274	6.4041783924	6.6901506684	7.0928824034	6.0673018724	6.4770088874	6.7839370914	6.2896702704	6.3686622624	6.4020526324
100004954	7.8710564814	8.3423418774	8.8825759944	7.8943644404	8.2746313054	7.0174544544	7.7141087904	8.1927767064	7.3511006284	7.6352303804	7.8944308014	7.4319550534	7.4044737224	7.9512666844	7.4533423784	7.5355957704	8.6106345184	7.7479580424	8.2277579344
557748	6.8442799904	6.8563661574	8.3276419294	7.0580618964	7.2201410274	5.9778011054	7.3623310604	6.9609067594	6.4082202884	6.4982801984	6.7716744394	6.3748339144	6.7520881934	6.7982240144	6.0889968714	6.9757033304	7.3441588244	7.0442510534	7.3206579164
570913	5.7728986954	5.6603418414	5.2639432364	5.1768185084	5.4881206184	5.7716460704	5.7034740284	5.3636087694	5.8508042734	6.0970760774	5.3247556244	5.8062684174	5.7044103314	5.5978356164	5.9323971044	5.8198151374	5.2219505064	5.4457732414	5.7527360894
557791	5.6534107664	5.1114821314	5.3422335794	5.2067563804	5.0980054064	5.6391046864	5.3142568964	5.2986335234	4.6918807774	5.2426610484	5.3247556244	4.9143807364	5.3066189814	5.0572983704	5.0704041164	5.4529908514	5.3131359274	5.2124650504	5.5419599984
406277	11.2950432654	11.1870054314	11.4569544774	11.4087956454	11.3834726834	11.1343599314	11.4801922744	11.2771091904	11.1659278864	11.3229371844	11.2215028514	11.1900315754	11.4328039574	11.1887153894	11.2215449214	11.3473541354	11.3829524684	11.4373282734	11.5479764934
