	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
327590	3.747864736	3.069032699	3.887207261	3.447244172	3.530001493	3.186188196	3.813252309	3.109430509	3.275909909	3.672725454	3.076208732	3.251676613	3.910421896	3.186514017	3.535564116	3.667260283	3.626257485	3.776823164	3.956952704
327593	3.929669315	3.646861461	3.965967936	4.008932118	3.892178274	3.817161104	3.87812234	3.832965122	3.759634702	3.901400458	3.744469088	3.693374324	3.880453943	3.624884225	3.870089066	3.747069924	3.847266565	3.93053371	4.075831114
327597	3.887298201	3.842476935	3.841519052	3.946136154	3.744769342	3.449079274	3.718326756	3.844770477	3.635735352	3.653158471	3.637202573	3.706586384	3.637823462	3.701913808	3.513762933	3.571127841	3.715311522	3.820394287	3.625927679
327599	4.3255377	4.322543652	4.247480868	4.03933399	4.301857073	3.995802296	3.921382523	4.337877723	4.088912169	4.123834997	4.372261276	4.196280315	3.96498722	4.176940107	4.056551398	4.057857797	4.052609814	4.258173086	3.916416398
327601	1.589653608	1.829999889	1.933184811	1.750399158	1.665931702	1.596803305	1.616697744	1.765702445	1.235747181	1.52330908	1.371935562	1.593856968	1.847651835	1.026761527	1.63644064	1.747892685	1.837467863	1.580030126	1.852430967
327606	5.805680324	5.823632946	6.025010646	5.933387775	5.785540195	5.600143134	5.847301834	5.792527875	5.489492679	5.697071584	5.648112712	5.643564847	5.65735999	5.698146082	5.71713958	5.611264432	5.797635708	5.693261773	5.773059576
327613	4.819129708	4.848691647	4.632610031	4.949132751	4.721650827	4.697130118	4.617689637	4.780410894	4.665451314	4.682581889	4.801781238	4.850242429	4.824214477	4.90524048	4.799077373	4.765789998	4.679224211	4.593575859	4.435596487
327615	2.883643227	2.593532347	3.246766191	2.412435859	1.634365989	1.596803305	2.655182111	1.389453793	2.664956665	2.423715167	0.324232688	2.126772072	1.893385851	2.553722561	2.532885983	2.68746678	0.931273341	1.006559417	1.525877158
327626	4.658922036	4.859003963	5.05913949	4.921418468	4.62458231	4.219124472	4.954928073	4.518246016	4.500372085	4.827103028	4.48953096	4.634477963	4.617201584	4.566110419	4.589956787	4.606593006	4.461733212	4.680870604	4.900032672
327627	4.760583143	4.859003963	5.028884578	4.797305366	4.717890931	4.367182109	4.826801033	4.537771133	4.643347476	4.598121225	4.835930268	4.54659571	4.73492335	4.716004957	4.598267484	4.662548828	4.684527371	4.713976338	4.864248947
327635	3.032455759	2.965941294	3.30851836	2.883795292	2.497090807	2.354736215	2.721951562	2.398852814	2.740939345	2.789031352	2.406614466	2.453702231	2.611356285	2.428362913	2.136176809	2.68746678	2.234511011	1.361478482	1.817634255
327642	3.331486361	3.198110235	3.491225644	3.177314966	2.678269275	2.500019914	3.260255507	2.229091362	2.693921144	2.997358959	2.505404647	2.602475256	2.799268131	2.291064842	2.742360787	2.539915843	2.720945428	2.453228192	2.746107799
333933	2.851945894	2.838329898	2.872725938	2.883795292	2.64697529	2.529336017	2.796133839	2.756378007	2.674676247	2.556034886	2.844242077	2.693764563	2.742089905	2.553722561	3.063716278	2.515814062	2.522028179	2.846500043	2.482935273
333938	7.250991606	6.977317655	7.296317948	6.652346056	7.241956938	7.157879954	7.100053684	7.036742703	7.336102982	7.302644911	6.924906998	7.241000018	7.575138259	6.954774901	6.966462221	7.362372795	7.359225144	7.476586527	7.536515872
333939	5.087595517	4.93895168	5.226668186	5.171299229	5.110919617	4.927453804	5.016071649	4.941172619	4.949882893	5.028472392	4.903908615	4.940610002	5.133038984	4.977592942	5.060494111	5.045874023	4.995959652	5.171990268	5.11589841
333952	5.112889855	5.156891971	5.329541532	5.232724992	5.26315024	5.01641205	5.055440253	5.177344399	5.072587323	5.174591775	5.220602014	5.079114815	5.019036303	5.105960404	5.069488669	5.16495258	5.053109959	5.201126371	5.184076079
333957	5.285956594	5.300006999	4.931937549	5.177170285	5.067260547	5.019858775	5.046784046	5.152229463	4.947880352	5.04920576	5.29613788	4.951749295	4.964730279	5.311108159	4.790036561	4.920672015	5.047632927	4.636868283	5.133689361
333974	3.549713969	3.578614075	3.75051124	3.553376492	3.504038459	3.257996703	3.442882587	3.445483033	3.313723111	3.265648663	3.318881743	3.275514665	3.28436556	3.386434527	3.482676984	3.153592593	3.167240236	3.356079518	3.215784894
333979	5.402680257	5.465720082	5.495084441	5.499609454	5.520063202	5.405710872	5.417930828	5.42155151	5.307806222	5.430193143	5.372284538	5.317362242	5.359025388	5.384343349	5.226507053	5.273151367	5.343080147	5.460639045	5.512503433
333987	3.914405231	4.246031402	4.332510685	4.312581161	3.580566544	3.337491581	3.887848438	3.764179619	3.055572543	3.219830196	3.818922653	3.339108272	3.243747106	3.575702359	4.019900378	3.273437099	3.236273832	3.469898763	3.379814205
333988	4.063694991	3.61314129	4.003792429	3.770866862	3.995176817	3.938678212	3.940200603	3.990047482	3.963689324	3.905541033	3.961081444	3.891490538	4.000250283	3.782938975	3.845863722	3.731457297	4.005361891	4.007949151	4.137089722
333991	3.654487256	3.871290307	3.873652076	3.76047618	3.759475367	3.622329742	3.848544326	3.776559002	3.467011771	3.701587157	3.766768858	3.463654629	3.861402853	3.575702359	3.702899117	3.694357032	3.821823461	3.852230238	3.870470187
333996	5.919002838	6.151864767	5.948415156	6.123763095	6.046115849	5.892965732	5.969124027	6.078220302	5.912447753	5.876529292	6.216570334	5.975513124	5.884770312	6.198800758	6.132086048	5.824953883	5.996219761	6.045844242	5.86326252
333997	3.499452355	3.879418097	3.137582206	2.976490951	3.03323031	3.443956793	3.068322492	3.197997262	3.90709507	3.475163932	3.536969554	3.724016332	3.356893782	3.333622108	3.702899117	3.229653722	3.221756467	3.285286829	3.133293399
333999	2.458291291	2.4037133	2.899727298	2.92159121	2.782743088	2.252968563	2.743538562	2.409490437	2.262646177	2.423715167	2.607777987	2.252206611	2.638467947	2.279941803	2.696649431	2.205142391	2.363545447	2.737078184	2.73682553
334003	5.325442235	5.414901391	5.427112544	5.397694567	5.628179834	5.72047051	5.409515309	5.751308821	5.492243467	5.617271704	5.717301194	5.542809177	5.606779043	5.765487967	5.501469617	5.406938005	5.692766745	5.655667962	5.777593059
334006	5.328324553	5.220658558	5.394262024	5.358617374	5.370027423	5.435696392	5.402747369	5.521776969	5.197515777	5.348907944	5.308351451	5.372283722	5.350852567	5.226732753	5.254382707	5.378818263	5.354215252	5.214796574	5.497467042
334010	1.945519168	1.879466322	1.644824114	1.44772404	-0.254530089	0.956705657	1.639905453	0.75109877	0.977601822	0.813799617	1.06150609	0.870581864	0.954265301	1.225369732	1.228818005	0.899393533	0.97809228	0.569264958	1.504157709
334017	3.272847922	3.151888058	2.952259663	3.208226953	2.723973163	3.443956793	3.033695972	3.042665033	3.350570486	2.734214205	2.597861428	3.333441486	2.958346283	2.634539807	2.864524568	2.750790223	2.73464412	3.558336252	3.023068575
334032	5.708363848	5.826788669	5.544397471	5.562266026	5.564705505	5.723644431	5.553958942	5.519323661	5.61972739	5.548770071	5.69886371	5.652695222	5.490075739	5.70855365	5.610252385	5.402015357	5.534378449	5.447962165	5.438569079
334035	5.129509682	5.368015187	5.493608231	5.565253928	5.308856671	4.88272359	5.50265997	5.212697957	4.955873891	5.148625541	5.41385604	4.864065459	5.039521134	5.354168687	5.377788646	5.052171997	5.039378195	5.055270447	5.008146482
334050	8.939711046	9.148818084	8.826253975	8.966841612	9.008435583	9.146945449	8.884263451	9.102407784	9.158436399	9.034518944	9.18660434	9.054856536	8.9414294	9.197191611	9.007977231	8.983698223	8.950688431	8.654469987	8.685989415
334054	1.735751753	1.813126853	1.623385687	1.571761663	1.465263808	1.596803305	1.593110595	1.078886086	1.794807566	1.457148043	1.665735343	1.515947379	1.648673284	1.627571253	1.803885528	1.808672601	1.647783533	1.662149183	1.589139936
334055	2.371529661	2.211074609	2.899727298	2.633516733	2.514534608	2.241204855	2.352110777	2.008944201	2.262646177	2.587301873	2.383711157	2.54479369	2.647393117	2.101904177	2.387018239	2.466367852	2.244120422	2.234468541	2.746107799
334065	4.904654717	4.871282224	4.972773535	4.87159927	4.546179519	4.610627677	5.033701566	4.537771133	4.655669172	4.689802252	4.625086764	4.655069017	4.6530945	4.711872365	4.665063195	4.866905377	4.568849299	4.710120745	4.660885191
334081	4.025133537	4.076107959	3.873652076	3.899547175	4.245515908	3.92771099	3.833524764	3.825040874	3.923492659	4.050943024	3.83589653	4.002782297	3.845978748	3.87821256	3.972737127	4.062024793	3.965255331	4.026670906	4.115764798
334082	6.243783512	6.47446306	6.109356612	6.149872457	5.515738615	5.752935761	5.829748536	5.808691307	5.889677674	5.933399622	5.982245738	5.48135996	5.472605616	6.059391578	5.63166559	6.028177563	5.391444369	4.357644437	4.608410988
334086	6.883156864	6.912950722	7.069388262	7.017771444	6.896804881	6.74975297	6.976739711	6.848265054	6.78928032	6.921728841	6.770146088	6.770566825	6.909954884	6.752870238	6.912915173	6.845816684	6.837603873	6.761276674	6.875513204
334098	4.861531347	4.774364642	4.521105656	4.41881257	4.755056086	4.673252524	4.71104271	4.730379074	4.684818837	4.461366804	4.719571114	4.639079218	4.666327414	4.543034336	4.501892382	4.786084268	4.861954574	4.642948213	4.713884884
334100	8.760183948	8.648181678	8.560072845	8.489256269	8.753428215	8.901518052	8.75471943	8.922861262	8.790705981	8.789938689	8.896626316	8.840246749	8.791731902	8.887823874	8.697490079	8.814643344	8.845328721	8.881845065	8.888699052
334101	4.929543706	4.532961827	4.835014857	4.766482391	4.648481308	4.599152887	4.561067043	4.44257906	4.682412067	4.809533846	4.49221014	4.620585489	4.928577138	4.424297578	4.653146293	4.796125343	4.457609067	4.540283908	4.685217583
334108	4.957738167	5.246025168	5.472781087	5.329038346	4.755056086	4.399294455	5.214617571	4.42433739	4.447492912	4.640969548	4.827468491	4.506869247	4.755707512	4.794311079	4.800878757	4.58937412	4.506337341	4.427403934	4.67066745
334110	3.75645054	3.61800698	3.78953226	3.652233323	3.55550554	3.585587594	3.634153188	3.476166495	3.750472735	3.628320538	3.567777355	3.662067348	3.681926598	3.432367214	3.740928852	3.523572546	3.5313426	3.758272851	3.732510499
334113	4.176757782	4.319559818	4.305842492	4.486573641	3.699729859	3.731465227	4.341541875	3.990047482	3.610638466	3.753045786	4.33095295	3.775077227	3.826463793	3.874520005	4.149965797	3.741884466	3.73929224	3.79513798	3.723140046
334130	3.067378357	2.973554319	3.196839992	3.145726112	3.277574243	3.129884457	3.214612637	3.2162886	3.263082012	2.958030794	3.166197006	2.988748223	3.035161477	3.094279541	2.97075959	3.089717721	3.157103004	3.227119704	3.229086291
334133	4.875392741	4.838305088	4.981225248	5.00080821	4.891489744	4.737464685	5.097958955	4.749344915	4.75978913	4.818345182	4.708093474	4.832273103	4.917552137	4.817574481	4.717503651	4.945694959	4.825614084	5.02610442	5.192588329
334135	3.743552596	3.55850678	4.007934583	3.623854279	3.925162183	3.640355769	3.685244293	3.809060595	3.727309985	3.905541033	3.494841619	3.504572092	3.872863669	3.534176975	3.599058044	3.922322456	3.79592358	3.708895185	4.104982955
334144	4.40413741	4.469768458	4.503611021	4.495999124	4.365723926	4.345369778	4.479796156	4.359983235	4.359840903	4.322717762	4.510826367	4.355729706	4.540226402	4.367633624	4.447732641	4.443682848	4.4983294	4.422699735	4.397814156
334149	2.60811798	2.274082223	2.709368263	2.644859504	2.531770011	2.632002378	2.460364533	2.679357828	2.397883724	2.637953225	2.748885033	2.675962981	2.611356285	2.759922259	2.641421935	2.402077259	2.473835909	2.551308192	2.579562193
334161	2.982098861	2.553456012	3.0757858	2.784732325	2.880159543	2.761177163	2.620601645	2.569818381	2.684330785	2.65772611	2.675348503	2.78793057	2.986754547	3.015996182	2.742360787	2.916441352	3.00715231	2.980572952	2.537413752
334167	4.254580805	4.734594355	4.153389251	4.402198801	4.208481857	4.006265749	4.235080075	4.052463136	3.915317161	3.934197018	4.409588	3.988430153	3.888004492	4.519583141	4.026073906	3.866237526	4.160572624	3.385387177	3.689855705
334175	5.243834026	5.352041614	5.509764064	5.54117563	5.049420135	4.737464685	5.417930828	4.778360512	4.873872636	5.045458152	5.032791901	5.034407867	5.121875569	5.105960404	5.082876228	5.083255955	4.934969177	4.823314545	4.889599866
334189	5.112889855	5.238145909	5.004215357	4.844800328	4.966290163	4.718499332	5.191243036	4.627069129	4.660568534	5.095247509	4.97841376	4.573286616	4.655308432	5.036610278	4.827633034	4.922964848	4.975914622	4.464495316	4.613491573
334190	4.124653535	3.907510094	4.149644868	4.069108403	4.137075642	3.875398525	4.061180508	3.739097548	3.675003817	3.909669758	4.025382634	4.062234519	3.869053504	3.81411641	3.927282057	3.998219669	3.926987977	4.014216769	4.18223999
334191	4.025133537	4.181758756	4.236932133	4.186303736	4.044043688	3.92771099	4.212037376	3.739097548	3.983375323	3.926067509	4.021678513	4.205616403	3.996762511	3.885569437	3.966330573	3.736680302	3.821823461	4.081421164	3.773940291
334195	7.890472592	7.643864827	7.894233679	7.757419303	7.214868939	7.159052673	7.4722761	7.318656512	7.318773947	7.568885581	7.22102523	7.18034099	7.285738432	7.195769284	7.269700778	7.635877685	7.072150404	6.738744121	6.821104569
334202	5.154085858	5.356415612	5.444025998	5.370622875	5.255389712	5.179391801	5.163485303	5.227802911	5.10349954	5.167713015	5.347346231	5.28249488	5.257756271	5.169117972	5.298403025	5.264136969	5.327345187	5.446804178	5.334725296
334203	3.895095177	3.973539259	4.060727537	4.098280735	3.67667162	3.852384886	4.164817578	3.979377205	4.018147039	4.05467643	4.149376224	3.973933797	3.861402853	4.152753739	4.08934935	4.208307831	3.866058688	3.862687996	4.011855601
334205	4.208392508	3.903530287	4.13077578	3.866015935	3.995176817	4.207080368	3.990719362	3.917374697	4.220810038	4.123834997	4.017964857	4.106100275	4.207562995	3.995049677	3.900649903	4.208307831	4.095707961	4.276539403	4.147635134
334206	4.994493618	4.875351865	4.938462679	4.944550518	4.137075642	4.234039568	4.826801033	4.272370006	4.341652846	4.427213791	4.415245812	4.281153474	4.456374488	4.316839041	4.389067136	4.527436198	4.173202795	3.923890926	4.097750032
334208	3.851680759	3.712025674	3.740588817	3.657842752	3.55550554	3.739849597	3.813252309	3.625068301	3.684656171	3.582505356	3.423646247	3.82842706	3.596943966	3.261942283	3.781635297	3.77779727	3.573876357	3.641664215	3.57474937
334210	2.19328975	2.274082223	2.417136974	2.287738977	1.922674939	1.850142467	2.056865074	1.84621061	1.776870587	1.933332138	2.172785312	1.960263755	1.556919153	1.573935915	2.066005329	1.866995075	1.899590785	1.989287219	2.146850723
334217	4.491589616	4.328492869	4.409679224	3.765680875	4.403666022	4.494033798	4.069751021	4.445166285	4.670317624	4.350319492	4.392480203	4.205616403	4.657518971	4.37549283	4.26926883	4.490811383	4.471992287	4.347752176	4.331530605
334219	4.674861915	4.675140879	4.741096375	4.702787605	4.524818926	4.552318682	4.683386322	4.64293248	4.582692689	4.63848398	4.542191447	4.549042664	4.533020645	4.514846808	4.600337699	4.586484218	4.612163489	4.59566713	4.737346705
334222	8.430197698	8.289746931	8.723581727	8.656366748	8.605607677	8.443099428	8.716342541	8.495828947	8.326321799	8.593647927	8.385334867	8.418077433	8.675742463	8.386382269	8.486063238	8.603595394	8.556548281	8.697946675	8.849268636
334230	5.515729229	5.924291167	5.730111132	5.839020654	5.659879709	5.409657552	5.648531254	5.518095441	5.49498902	5.513937787	5.604205922	5.485198319	5.452377231	5.617599893	5.475764036	5.492788872	5.537312478	5.392506334	5.539447178
334240	3.067378357	2.927261649	3.218448835	3.063588624	3.267320965	2.975142715	3.183361559	3.076433961	3.282281336	3.04317989	3.104499995	3.251676613	2.986754547	3.07510332	3.051662697	3.184499894	3.18730348	3.514795056	3.426749495
334269	9.230992851	8.981687873	9.134962676	8.839508253	9.141924924	8.952119399	9.243669654	9.140719843	9.055254167	9.136463579	9.076097981	9.221164875	9.292205467	9.038049104	9.05014441	9.135499223	9.103758214	9.254427999	9.35269795
334270	4.473476972	4.328492869	4.6027954	4.464338376	4.296825107	4.367182109	4.573173667	4.41116495	4.266517078	4.281892539	4.336927049	4.504349644	4.481546727	4.286592981	4.490775547	4.571947237	4.457609067	4.425053752	4.546006056
334271	3.631334454	3.915436923	3.715480024	3.76047618	3.795597669	3.894300043	3.575179035	4.052463136	3.66040311	3.628320538	3.810360233	3.715327681	3.838204414	3.874520005	3.737170674	3.856674342	3.840947732	3.816813201	3.680203125
334273	4.468259887	4.86720107	5.012485389	5.115318887	4.640558883	3.988784262	4.212037376	4.48594307	4.234017621	4.316511663	4.523978118	4.350127959	4.117295873	4.393666174	4.155608145	4.14293276	4.134975648	3.604761002	3.773940291
334274	6.252155518	6.093670026	6.771632944	6.611015295	6.727628625	6.070478773	7.094289532	6.18500915	6.031638092	6.90889535	6.600495914	5.80275289	6.793169187	6.189914422	5.850963063	6.870973089	6.165699715	6.486021219	7.603798367
334278	2.794742479	2.632525433	2.657577494	2.743120648	2.206438407	1.954687871	2.393663606	2.252913975	2.374219335	2.328239456	2.440301786	2.432654169	2.6650795	2.050467562	2.617090104	2.551817403	2.234511011	1.937463212	2.746107799
334283	5.807747125	5.675136248	5.897973652	5.874382855	5.6520198	5.497573172	5.779692975	5.527892049	5.682493529	5.694680896	5.572909357	5.643564847	5.748317798	5.533460782	5.735151205	5.703509884	5.672448429	5.612944401	5.801162899
334289	0.853535684	1.018495224	1.824654986	1.61853714	0.322280898	0.562049919	1.051091008	0.495556023	0.880156392	1.314963034	1.505234942	0.156148948	1.37544713	1.129480602	-0.361219023	1.595244904	0.123337188	-1.328974254	0.744034608
334292	3.831506611	3.946715753	4.048714888	3.941544378	3.885490025	3.821117597	4.048228513	3.868095275	3.645653126	3.766767159	3.972638969	3.840463356	3.615255781	3.790796726	3.774319045	3.611490472	3.732481184	3.953545502	3.952949945
334296	5.005340101	4.761229319	5.212380354	5.135562134	5.037402772	4.855975828	5.254633295	4.909672389	4.789166845	4.948457047	5.016134215	4.738907615	4.893371616	4.935681842	4.862550687	4.954687669	5.141887886	5.101626545	5.207784946
334300	5.494073738	5.5947327	5.700985153	5.590404311	5.247587213	5.317435991	5.530867097	5.341878252	5.235771129	5.278817249	5.46384932	5.219372703	5.316291833	5.483428527	5.407649735	5.216331995	5.287240184	5.247086059	5.378656706
334304	7.64613935	8.348015351	7.878766932	9.072861874	7.136058716	7.672984078	7.829118471	7.575497724	7.65765342	7.663912367	8.354010228	7.10542814	7.152200259	7.508777111	6.887286244	7.484213096	6.779728615	6.032783677	6.346272687
334306	4.758447608	4.933106889	5.07304421	4.921418468	4.766021469	4.735369693	4.816653063	4.924581737	4.817958257	4.995832096	4.905919385	4.864065459	4.814341674	4.778591095	4.841701671	4.888183765	4.803037097	4.772456785	4.823176104
334307	5.900723169	5.987695259	6.104529268	6.002251569	5.941989795	5.74878752	5.96568403	5.804667395	5.705196061	5.946520362	5.792046756	5.710674452	5.881937134	5.809664449	5.740792683	5.889685401	5.830698118	5.730852521	5.977022269
334310	3.764985551	3.702894777	3.775022777	3.816720479	3.744769342	3.956773654	3.729187783	3.784753302	3.74586984	3.811584853	3.587956365	3.977571565	3.957829985	3.629273269	3.631812458	3.954059252	3.799186607	3.758272851	3.870470187
334311	1.268043448	1.381039351	0.597145101	1.223998446	0.399422671	0.35931957	1.151397893	0.495556023	0.310774932	0.455542536	1.090084295	0.739600301	1.09139229	0.404100857	0.658571875	0.251986273	1.171790471	0.760353852	0.851147387
334315	2.700001713	2.469800489	2.863612004	2.79495038	2.693665341	2.529336017	2.846878942	2.821550527	2.847899249	2.917600419	2.587876234	2.583503163	3.133724824	2.6169676	2.857617799	3.048310396	2.90181389	3.04320917	3.261812945
334316	3.025368639	2.787407151	2.863612004	2.844982491	2.996458118	2.567519894	2.952607049	2.748020472	2.542907935	2.627964221	2.86092236	2.77126033	2.620450234	2.791595623	2.957900212	2.527915282	2.65043019	2.92177672	3.133293399
334334	6.166165407	6.161061906	5.895740025	5.820383995	5.946816447	6.257280626	6.245521971	5.992377621	6.202620313	6.070633159	6.125456821	6.190598865	6.080343771	6.105799821	6.11698203	6.19018617	6.170117161	6.293969135	6.318541406
334337	6.542618543	6.642075698	6.737117004	6.809909762	6.467061343	6.468770778	6.716512674	6.514329008	6.457523386	6.526810462	6.541575945	6.514862073	6.501722571	6.489353441	6.489578101	6.457858058	6.418943038	6.559645053	6.611095708
334347	4.996307037	5.09367349	5.127360487	5.157506466	4.891489744	4.901530003	5.035890234	4.922726473	4.965803933	5.030369605	5.090508553	5.056934509	4.91015505	4.977592942	4.96732272	4.8692852	4.872835451	4.887882039	4.93495028
334351	2.70887625	3.018407633	3.051912231	2.753636626	3.267320965	2.87973051	3.007169539	2.731158738	2.821893475	2.933908782	3.047351561	2.828782431	2.929367374	2.830233833	3.002415333	2.771295094	2.700150373	2.967712639	3.111911868
334358	1.570305471	1.334499743	1.078846126	1.791804407	1.314083066	1.145244146	1.333239473	1.23056247	1.584051095	0.848624709	1.567533562	1.515947379	1.396775297	1.460285032	1.536191947	1.398386451	1.647783533	1.769787896	1.459712548
334362	4.69510062	4.743527425	4.780369429	4.923748435	4.546179519	4.739556638	4.646621706	4.498453022	4.635903627	4.650869217	4.55249675	4.504349644	4.730730343	4.622235677	4.497455922	4.724324407	4.788334497	4.533754539	4.83627324
334370	6.890976193	6.811469547	6.987852501	6.927773847	6.706913506	6.66037986	6.773367343	6.758543963	6.588619056	6.712557243	6.694808209	6.652076061	6.719436944	6.708447897	6.69581439	6.803511628	6.684129292	6.673911801	6.786659474
334373	4.449850071	4.593502949	4.546956153	4.716291245	4.516185341	4.263414989	4.450562255	4.292623865	4.415968763	4.275507918	4.33095295	4.383416751	4.348314956	4.591074935	4.61474662	4.394962623	4.246746314	4.48042767	4.242510955
334380	4.489015976	4.151874749	4.656553693	4.763883836	4.516185341	4.277881404	4.393672324	4.197621231	4.180445936	4.483694421	4.32495401	4.310294626	4.30384762	4.305913701	4.384269197	4.381687813	4.339312769	4.443748875	4.590486706
334381	2.26724848	2.104163336	2.646992437	2.551517608	2.866639204	2.470095719	2.511590243	2.51176319	2.249699267	2.686886419	2.199261409	2.593020396	2.60220465	2.397818621	2.406078879	2.621235809	2.65043019	2.737078184	2.92021567
334383	2.875783944	2.958287883	2.709368263	2.854784021	2.662707132	2.736250943	2.688953072	2.2994106	2.477779774	2.566532689	2.917829881	2.675962981	2.638467947	2.669054873	2.641421935	2.36208118	2.583878226	2.928429223	2.87861867
334389	3.266850832	3.386684785	3.196839992	3.547344932	3.404631475	3.110617423	3.402743038	3.197997262	3.197173713	3.065555926	3.192793177	3.257673154	3.152654463	3.138057032	3.167893101	3.184499894	3.292925118	3.414111299	3.287470044
334393	6.678707422	6.912950722	6.68374356	6.671189653	6.412277815	6.569225016	6.439033704	6.566353679	6.621027218	6.674241627	6.522699764	6.684711397	6.50724863	6.46316292	6.643066934	6.457067201	6.321891252	6.304235802	6.386153095
334402	2.922309973	3.198110235	3.367735468	2.994336226	3.267320965	3.142587665	3.068322492	3.315774773	2.890226848	2.789031352	3.231790119	2.98151985	2.972620337	3.427335207	2.97714655	3.081530786	3.320437815	3.012230962	3.023068575
334420	5.233108373	5.349118231	5.378352056	5.498046728	4.84398444	4.826756287	5.120820895	4.930133258	4.771159156	4.922130832	5.060134302	4.702001825	4.870685598	5.187091906	4.790036561	4.830728767	4.855699885	4.657035859	4.84277749
334431	6.460268293	6.437782466	6.428815886	6.463478565	6.48043824	6.694209833	6.616229558	6.446866377	6.666184085	6.518048156	6.395379967	6.6463739	6.559603461	6.366574699	6.509543588	6.56377221	6.607098018	6.786669856	6.667143644
334440	7.526060198	7.593494374	7.529567922	7.560367706	7.367258376	7.363802006	7.525036913	7.387867545	7.357758446	7.385762591	7.480152231	7.426101461	7.406642922	7.347653857	7.377141271	7.327316012	7.343666238	7.461758422	7.406812517
334455	4.018010266	4.175171156	4.024385289	4.08168313	4.175963708	3.617787822	3.853516299	3.909901949	3.943730983	3.982034941	4.029077269	3.970286833	3.906709768	3.903799155	4.041393132	3.9085043	3.850415633	3.838167585	3.737173001
334459	5.570314389	5.434341198	5.327885729	5.568235654	4.794861455	4.804946128	4.746221194	4.711160581	5.110677746	5.235067825	4.521357342	4.873858587	4.694589008	4.711872365	5.408831418	5.5127155	4.379105598	3.907148908	4.151133211
334460	4.214637056	4.270959585	4.215600413	4.17851991	3.925162183	3.86776803	3.999717513	3.760029439	4.029553835	3.982034941	4.094012102	4.051919397	4.02100168	4.143578281	3.953431479	4.189385463	3.988309705	3.776823164	3.844777853
334465	2.875783944	3.090196898	3.315219354	3.238490473	2.971412074	2.676358234	3.110468689	2.921552069	2.963421164	3.012794869	2.893715276	2.52504237	2.965500964	3.215993419	2.898570972	2.934736019	2.807746598	2.901633153	2.999975769
334466	4.939003214	4.732352418	4.92757101	4.976324659	4.62859307	4.474070222	4.844390012	4.564193865	4.722790912	4.715971982	4.66362618	4.648237935	4.571042035	4.552309109	4.740212351	4.600876182	4.587841546	4.529385152	4.72096358
334470	5.44711307	5.568580502	5.456203332	5.463231403	5.096512898	5.133992728	5.302686557	5.112090584	5.245586171	5.188251678	5.255714204	5.065505799	5.235733191	5.239707962	5.090260429	5.274947508	5.101489466	4.844573619	5.063028184
334471	5.154085858	5.111034568	5.142511085	5.00080821	5.252793565	5.12921369	5.066187982	5.230805016	5.237411613	5.152114827	5.15786511	5.15014189	5.314892033	5.138654656	5.069488669	5.083255955	5.245988358	5.261647289	5.222823158
334474	5.814957699	5.894523444	5.937598646	5.95974033	6.101995295	5.828585056	5.908304273	5.889750701	5.692096069	5.900584722	5.966917994	5.659505281	5.780113589	6.004699951	5.835228056	5.786437309	5.918084324	5.792317865	6.00628834
334488	4.042789343	3.774373287	3.948833389	4.154913237	3.976416403	3.821117597	3.833524764	3.674415564	3.703769275	3.876304304	3.617705344	3.844453243	4.155335143	3.738939248	3.907354174	4.049487522	4.016619062	4.039018452	3.952949945
334490	7.03775157	7.001257477	7.342970789	7.249969904	7.133238481	6.849007005	7.238095963	6.994533013	6.902694239	7.122722916	7.026358921	6.915576266	7.161575686	7.006302073	6.883891048	7.003625479	7.089245204	7.157518465	7.277549803
334494	1.49020878	1.047639234	1.311123174	1.130266472	1.145185344	1.266265034	1.707369316	1.300811757	1.520794787	1.157217418	1.348470487	1.535822752	1.784326653	0.887137676	1.536191947	1.684439094	1.324530286	1.629860277	1.292395689
334496	4.195821735	4.191584097	4.488868335	4.319675966	4.463269856	4.138978137	4.427408029	4.263601974	4.266517078	4.353354006	4.33095295	4.190022522	4.518500254	4.275435277	4.271868835	4.238076684	4.170685591	4.32019343	4.608410988
334500	2.663947372	2.752431854	2.977825518	2.721855902	2.782743088	2.894826325	3.024907909	2.430533229	2.847899249	2.997358959	2.818854377	2.966953538	3.04869886	2.32392849	2.297984621	3.048310396	2.788174078	2.690874826	2.976507302
334503	4.409591158	4.313573572	4.371610853	4.467535901	4.170472037	4.067501189	4.38339584	4.191470612	4.149414024	4.322717762	4.132302064	4.287028985	4.456374488	4.238564998	4.180729142	4.427624892	4.332572599	4.215293621	4.551310816
334511	5.539553872	5.434341198	5.589318806	5.553265011	5.386700483	5.321631338	5.56915069	5.343265963	5.410260731	5.513937787	5.433504247	5.47879537	5.448552629	5.37653234	5.355899393	5.415105277	5.348658443	5.339832422	5.441428945
334526	3.230335153	3.217475217	2.881782658	2.575425335	3.05723451	3.142587665	3.093757667	2.958240963	3.092296964	2.925777644	2.87741199	3.072776483	2.986754547	3.156419658	2.764684561	3.089717721	2.925896081	3.188844666	3.255326736
