	dose_3.dose_0	dose_30.dose_0	dose_300.dose_0	dose_3000.dose_0	dose_30000.dose_0	AveExpr	F	P.Value	adj.P.Val
563241	-1.25819215558333	-1.40255484225	-1.18040645125	-1.07681190025	-2.42230648625	8.47546852682105	59.7089293582388	8.80756368947564e-11	9.94550091815589e-07
561967	-1.48410996591667	-1.63563972058333	-1.42637074458333	-1.45527075625	-2.73807185858333	8.53415787387368	47.4411417012675	6.33029536480302e-10	3.44085572381838e-06
100006895	-1.91386738825	-1.64825652558333	-1.88726867291667	-1.87507100391667	-3.34646746791667	7.70043944629474	45.4299553271174	9.14148704521354e-10	3.44085572381838e-06
565316	-1.460775568	-1.14444695433333	-1.26736074166667	-1.18562879633333	-2.63574270066667	8.02424504413684	43.2960226613428	1.37265120820704e-09	3.87499436076848e-06
405833	-0.762008337583334	-0.995194423916667	-0.904052290916667	-0.854776854916667	-1.75172490458333	8.31802207408421	39.7947153321775	2.78683288295627e-09	5.70140889809081e-06
556522	-1.11470718441667	-0.962760393416665	-1.16575393475	-0.861621002416666	-1.70722044641667	7.27337756534737	39.3993370639131	3.0294414973915e-09	5.70140889809081e-06
447920	-1.24034274741667	-1.39207935675	-1.16645409141667	-1.12893166475	-1.79254965575	7.27392263066316	37.227845524252	4.85840646135478e-09	5.84326512015926e-06
100384898	-1.3036074415	-1.1388975825	-1.16209860083333	-1.0356493655	-2.30783704616666	6.67693630903158	37.0823019296674	5.01907043622055e-09	5.84326512015926e-06
557037	-1.23636265533333	-1.35989490733333	-1.31847333233333	-1.05990313233333	-2.066857686	6.35676317134737	37.0282657525414	5.08021136803934e-09	5.84326512015926e-06
100148922	-1.0301002955	-1.07745739216667	-0.936371547166663	-1.02016272083333	-2.22772093916666	10.4107404546105	36.946162814109	5.17469458037483e-09	5.84326512015926e-06
562916	-1.11905372775	-1.43652089875	-1.24841789408334	-1.32658307841667	-2.44358047975	7.79565901829474	33.5819611732664	1.13833373484547e-08	1.10384597432093e-05
406458	-1.19912763758333	-1.43952579891666	-1.31995263458333	-1.25963329958333	-1.63811153325	7.29406523997895	33.4559186159647	1.17403214990859e-08	1.10384597432093e-05
100003906	-1.0163293545	-0.768071570499998	-1.01507791116667	-0.822868166499997	-1.96015240883333	11.1757639814	33.1344983029505	1.27081098708574e-08	1.10384597432093e-05
359841	-1.13381323083333	-0.97708035483333	-1.0736187695	-0.820515628499997	-1.8509390155	6.92538052561053	32.5776413691179	1.46010396950898e-08	1.17767814454967e-05
393341	-0.539345603166666	-0.691952558833332	-0.720201712499998	-0.408889947499998	-1.1736500095	7.29903092671579	31.6275394424854	1.85951693629598e-08	1.25216032158313e-05
