gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
ENSDARG00000010276	Exp4	127.945045166002	1.19139888741025	NA	6.42774045485509	NA	0.362712214328939	18.46	0.531569549229482	6.44065584866667	TRUE	0.002847382934941	0.00148252631816286	0.00459608547764575	6.80336806299561	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000025428	Exp4	50.9855143522119	1.1580240551969	NA	7.99472597635155	NA	0.440330241233169	25.06	0.66609491850968	8.08001252133333	TRUE	0.0105507389829396	0.00574542121502008	0.0173189542861445	8.5203427625665	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000026904	Poly2	4.68267702390297	-2.5287071212902	0.853122520542064	NA	NA	0.384506452769763	20.45	0.120497502023388	4.327179588	TRUE	2.97548873529836	2.901060208281	3.04637621537941	4.71168604076976	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000031683	Exp3	2.48876481611529e-06	NA	0.0360078761233317	4.79660812112223	NA	0.380091285589602	20.05	0.643177100436322	7.47758914233333	TRUE	0.0012248774988786	0.000345880193156393	0.00422264771238181	7.85768042792294	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000037421	Exp4	49.0833096079985	1.07475220530578	NA	10.3632606475911	NA	0.282499456223115	9.96	0.345979006970911	10.40755947	TRUE	0.0111631441142883	0.00584104342931853	0.0186162531985831	10.6900589262231	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000042667	Lin	0.343243655202045	NA	9.01233140352804	NA	NA	0.397096145429971	20.71	0.767873724561302	8.84462292933333	TRUE	0.668293967144836	0.459500460810412	1.22739289295798	9.2417190747633	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000044685	Exp2	-0.056149718567659	NA	NA	8.51842306892827	NA	0.139431345551602	-14.87	0.845098761192512	8.50238006933333	FALSE	0.328054262846889	0.178137390778706	0.476718850709225	8.36294872378173	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000055752	Exp4	43.7409987904478	1.21370367224767	NA	7.21423876938916	NA	0.41503134869532	23.04	0.39031535992412	7.16942758866667	TRUE	0.00627822931280467	0.00290724852485293	0.0104589982410869	7.58445893736199	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000056587	Lin	0.377391063588023	NA	5.66630843377099	NA	NA	0.49817894987932	28.43	0.766675393715864	5.77114345966667	TRUE	1.59784910444244	1.05323812035592	3.32802763577203	6.26932240954599	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000074728	Poly2	3.66760284720805	4.23486181162311	-1.38569717908668	NA	NA	0.394909598520664	21.35	0.710369773252433	3.814419231	TRUE	0.13377640643438	0.0854618755728742	0.183828167006161	4.20932882952066	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000075016	Lin	-0.500990534529159	NA	5.03184094558985	NA	NA	0.754737475913802	42.55	0.116909095932109	5.785807001	FALSE	0.00153979056325259	0.000981060811501098	0.00378763358369589	5.0310695250862	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000077799	Exp4	308.854328203254	1.23467820463884	NA	7.1053157108133	NA	0.391455538123934	21.06	0.136649463818274	7.15195314133333	TRUE	0.000986877846717344	0.000565802659843495	0.00149602974039134	7.54340867945727	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000086576	Poly2	4.27060250811048	2.21769587765139	-0.865596483645286	NA	NA	0.370999633593667	19.23	0.153824175526266	4.010700909	FALSE	2.82046314609953	2.75198657185363	2.88601776661799	3.63970127540633	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000090557	Poly2	6.09734421335972	4.43367020430879	-1.60395783895446	NA	NA	0.788526528054469	44.87	0.382089554596297	6.63943317733333	FALSE	2.81871452936493	2.73391771390035	2.8987722487769	5.85090664927886	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000092604	Exp4	493.502313104026	1.17405536146142	NA	3.66475877300662	NA	0.514475273706182	30.35	0.155635073072308	4.05363828833333	TRUE	NA	NA	NA	4.56811356203952	FALSE	NA	NA	NA	FALSE
ENSDARG00000096269	Exp2	-0.0559792713230586	NA	NA	6.20895461718844	NA	0.256454647553548	5.85	0.948061314961144	6.16376977133333	FALSE	0.889634805755269	0.507743746952813	1.26352577767105	5.90731512377979	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000099195	Exp4	66.9239765385184	1.09564449938853	NA	8.42740607424678	NA	0.267562622198533	8.12	0.619255035184505	8.48449696	TRUE	0.00770227748783113	0.00423430263438121	0.0123865151521887	8.75205958219853	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000102813	Poly2	4.0904312207112	-5.21792388306797	1.67499420182012	NA	NA	0.470504201088406	27.31	0.47906133378549	3.86715028166667	FALSE	0.139180195308208	0.0923318656305018	0.187631302558721	3.39664608057826	TRUE	TRUE	TRUE	TRUE	TRUE
