plate_id,Cycle,Dose_mg_L,estimate,std.error,statistic,pval,Dose,se,value,sd
Fenitrothion,Dark,0.001,165.2111111111111,28.33934971282053,5.829742488281964,6.447107915308337e-7,Dose4,23.774262970970728,1488.022962962963,276.23197366477586
Fenitrothion,Dark,0.01,-107.47777777777868,28.33934971282088,-3.7925280172944524,0.004171130296756714,Dose3,16.950604600150047,1215.3340740740741,196.9482279735839
Fenitrothion,Dark,0.1,-123.22222222222183,28.33934971282066,-4.348096320872048,4.977322026989379e-4,Dose2,15.092111883332684,1199.5896296296296,175.3544939497396
Fenitrothion,Dark,1,-76.47555555555557,28.339349712820763,-2.6985642342018146,0.08665230064808585,Dose1,17.7367498363333,1246.3362962962963,206.08241019589798
Fenitrothion,Light,1e-04,-132.17703703703376,39.76029051605344,-3.324347868727633,0.016495426211288862,Dose5,29.771158625485413,698.5133333333333,345.90960466141286
Fenitrothion,Light,0.001,-50.001481481479864,39.7602905160537,-1.257573343466672,0.9611153582525558,Dose4,28.86986396769432,780.6888888888889,335.43750706246107
Fenitrothion,Light,0.01,-190.1637037037047,39.7602905160542,-4.78275438221261,7.953347710351215e-5,Dose3,20.83480488865878,640.5266666666666,242.078557065769
Fenitrothion,Light,0.1,-238.8940740740728,39.760290516053885,-6.0083583639212925,1.999860712448287e-7,Dose2,25.20143808156814,591.7962962962963,292.8142499711724
Fenitrothion,Light,1,-11.117777777777029,39.760290516054035,-0.279620134397358,0.9999999999883988,Dose1,24.8231119777174,819.5725925925926,288.418497872224
Fluoxetine,Dark,1e-05,-12.485185185184056,34.45270917034436,-0.36238616601828366,0.9999999999883988,Dose5,30.675106926226114,1290.3103703703705,356.4125348052166
Fluoxetine,Dark,1e-04,-189.3599999999983,34.4527091703437,-5.496229601676611,2.4149986774801846e-6,Dose4,23.875886294384184,1113.4355555555555,277.41272998227555
Fluoxetine,Dark,0.001,-155.46444444444455,34.452709170343965,-4.512401148942576,3.247159991642823e-4,Dose3,21.083194323486346,1147.331111111111,244.9645814991521
Fluoxetine,Dark,0.01,-91.00814814814771,34.452709170343866,-2.6415382226743875,0.09741945804065018,Dose2,18.515067935682563,1211.7874074074075,215.1256493063925
Fluoxetine,Dark,0.1,-108.9660792463294,34.51708675841486,-3.1568735800035252,0.026332874279215955,Dose1,35.38622353366392,1192.863432835821,411.15076329316
Fluoxetine,Light,1e-05,146.4399999999982,42.126915164072415,3.4761624351001217,0.010562251934026363,Dose5,31.410541514464313,758.322962962963,364.9575125426309
Fluoxetine,Light,1e-04,-28.694814814814936,42.12691516407269,-0.6811515797692892,0.9999999999883988,Dose4,28.94427890668983,583.1881481481481,336.302130520777
Fluoxetine,Light,0.001,110.18518518518637,42.12691516407322,2.6155531387960442,0.10209128268990622,Dose3,27.977099409668945,722.0681481481481,325.0645202665115
Fluoxetine,Light,0.01,35.8718518518522,42.12691516407289,0.8515186006889202,0.9999999999883988,Dose2,31.122874470922525,647.7548148148148,361.6151235359607
Fluoxetine,Light,0.1,124.8666666666671,42.12691516407304,2.964059109962002,0.045938167447266816,Dose1,35.18668416905301,736.7496296296297,408.8323253850074
Flutamide,Dark,1e-04,44.32814814814563,36.78485067877285,1.2050653279863859,0.9797970784517018,Dose5,27.160123726526788,1191.6266666666668,315.5721206213135
Flutamide,Dark,0.001,278.31407407407124,36.7848506787731,7.56599711398785,6.403072516647512e-12,Dose4,37.98699740345147,1425.6125925925926,441.36902494797573
Flutamide,Dark,0.01,23.89925925925906,36.78485067877355,0.6497038541208479,0.9999999999883988,Dose3,14.736023874555588,1171.1977777777777,171.21712516640605
Flutamide,Dark,0.1,39.44962962962928,36.78485067877327,1.0724422935443292,0.9999999999883988,Dose2,23.78819715262353,1186.7481481481482,276.39387422522884
Flutamide,Dark,1,324.62000000000063,36.7848506787734,8.824828537018412,0,Dose1,34.66668055850572,1471.9185185185186,402.79042941415526
Flutamide,Light,1e-04,118.29851851852032,47.09509767732309,2.511907275977105,0.12905458081511825,Dose5,30.434858561295297,777.4481481481481,353.6211010562247
Flutamide,Light,0.001,138.14740740740396,47.0950976773222,2.933371289596589,0.0480730502166068,Dose4,33.769532831243,797.2970370370371,392.3665147938262
Flutamide,Light,0.01,28.440740740739322,47.09509767732255,0.6039002389506507,0.9999999999883988,Dose3,27.332568323923574,687.5903703703704,317.5757457828971
Flutamide,Light,0.1,80.15703703703585,47.095097677322414,1.7020250724659536,0.5702268242791466,Dose2,27.912700521708643,739.3066666666666,324.31627280475794
Flutamide,Light,1,334.1695132539014,47.183098559442996,7.08239864393184,2.2330826077165966e-10,Dose1,47.847412828747444,992.6037313432836,555.9366991345498
Glyphosate,Dark,1e-04,-6.9259259259266965,32.26708414081132,-0.21464368753316648,0.9999999999883988,Dose5,18.349185480127577,1288.537037037037,213.19826934301514
Glyphosate,Dark,0.001,-13.600000000000497,32.267084140811534,-0.4214821500650926,0.9999999999883988,Dose4,21.216335913826804,1281.862962962963,246.51154698538056
Glyphosate,Dark,0.01,-20.717037037037933,32.26708414081194,-0.6420486259815056,0.9999999999883988,Dose3,21.72737614748369,1274.745925925926,252.44929792796577
Glyphosate,Dark,0.1,157.42592592592501,32.26708414081168,4.878839539356187,5.369653545126283e-5,Dose2,31.067640513613245,1452.888888888889,360.9733629455488
Glyphosate,Dark,1,-81.28296296296381,32.267084140811804,-2.5190674995065985,0.12849878589214775,Dose1,20.995177176595032,1214.18,243.94191466687982
Glyphosate,Light,1e-04,111.97851851851736,45.03313103871655,2.4865807892026326,0.13466466898345178,Dose5,29.915876015830897,889.9214814814815,347.59106878955686
Glyphosate,Light,0.001,-7.1466666666663405,45.03313103871685,-0.15869797417643589,0.9999999999883988,Dose4,33.02261478500307,770.7962962962963,383.68811133161915
Glyphosate,Light,0.01,-174.8370370370389,45.03313103871741,-3.8824090842522603,0.0032212110452230318,Dose3,31.32684412467137,603.1059259259259,363.9850367522636
Glyphosate,Light,0.1,131.8533333333338,45.03313103871706,2.9279184078933667,0.0480730502166068,Dose2,32.5271883623699,909.7962962962963,377.93177647923096
Glyphosate,Light,1,-70.05111111111039,45.03313103871722,-1.5555460945161455,0.6855284223828262,Dose1,33.708165383856795,707.8918518518518,391.6534894886481
Malathion,Dark,1e-04,-113.7022646310412,32.400967761369444,-3.509224337632424,0.009109507403686712,Dose5,14.766808228332186,1180.957037037037,171.57480703490762
Malathion,Dark,0.001,-164.21189426067193,32.40096776136954,-5.068116960890767,2.2078174164441577e-5,Dose4,23.415121496198466,1130.4474074074074,272.05912681259986
Malathion,Dark,0.01,-149.12300537178413,32.400967761369714,-4.602424423556172,2.2849874810254984e-4,Dose3,15.33628905131777,1145.5362962962963,178.1915762651306
Malathion,Dark,0.1,-104.77707944585717,32.40096776136956,-3.233763886854605,0.020402175275015325,Dose2,19.342391166511106,1189.8822222222223,224.7382765911809
Malathion,Dark,1,32.24514277636376,32.40096776136986,0.9951907305314538,0.9999999999883988,Dose1,34.33028941837892,1326.9044444444444,398.88191756358674
Malathion,Light,1e-04,57.8229629629626,38.61447730673299,1.4974425913795897,0.7358455049889986,Dose5,24.778728381288694,779.6785185185186,287.90280708278453
Malathion,Light,0.001,29.14074074074041,38.61447730673324,0.7546584279585499,0.9999999999883988,Dose4,32.87783191295001,750.9962962962962,382.00588637478637
Malathion,Light,0.01,-201.58148148148416,38.614477306733725,-5.220360226042259,1.006333611513239e-5,Dose3,22.92739565433207,520.2740740740741,266.39226462340923
Malathion,Light,0.1,-147.15777777777782,38.61447730673342,-3.810948329271237,0.003659158721471802,Dose2,23.98626697258031,574.6977777777778,278.6952375674656
Malathion,Light,1,-16.30962962963043,38.61447730673356,-0.4223708507064621,0.9999999999883988,Dose1,33.64600542902494,705.5459259259259,390.93125607905375
Prochloraz,Dark,1e-04,41.78740740740854,34.105707006530636,1.2252321114295326,0.9671882491334393,Dose5,20.366655985391198,1332.7022222222222,236.63915834806713
Prochloraz,Dark,0.001,50.99481481481734,34.105707006530864,1.4951988769812747,0.7358455049889986,Dose4,20.906448836576992,1341.9096296296295,242.91098451720032
Prochloraz,Dark,0.01,-41.35333333333192,34.10570700653129,-1.2125047964967475,0.9765721399722898,Dose3,21.8603387474894,1249.5614814814815,253.99418373443743
Prochloraz,Dark,0.1,37.48000000000144,34.10570700653102,1.0989363156384433,0.9999999999883988,Dose2,25.173823509157785,1328.3948148148147,292.49339763399854
Prochloraz,Dark,1,-324.0103703703691,34.10570700653115,-9.500180433389698,0,Dose1,33.58651562628225,966.9044444444445,390.24004703317894
Prochloraz,Light,1e-04,44.46740740740673,43.80754270372886,1.0150628102594237,0.9999999999883988,Dose5,34.280311381942994,772.3244444444445,398.3012252552093
Prochloraz,Light,0.001,-146.69777777777787,43.807542703729155,-3.348687662531003,0.015004670255921464,Dose4,26.460514640552493,581.1592592592592,307.443397604812
Prochloraz,Light,0.01,-94.72296296296511,43.8075427037297,-2.1622523683552912,0.26735744336312395,Dose3,32.04138798690065,633.1340740740741,372.28728618790984
Prochloraz,Light,0.1,-5.114074074075431,43.807542703729354,-0.11673957858494692,0.9999999999883988,Dose2,23.01898984222079,722.742962962963,267.45649291631645
Prochloraz,Light,1,-165.6629629629647,43.80754270372952,-3.7816082057682077,0.004527689949163083,Dose1,38.16010916116171,562.194074074074,443.3804018119091
SDS,Dark,1e-05,104.29925925925845,35.47638644810992,2.939962879585083,0.0480730502166068,Dose5,20.099032388102295,1317.6437037037037,233.52965314201103
SDS,Dark,1e-04,-44.055555555555344,35.476386448110155,-1.2418275919954131,0.96369814954873,Dose4,17.055186095900584,1169.2888888888888,198.16335514767377
SDS,Dark,0.001,-46.26148148148158,35.476386448110595,-1.3040077108514354,0.9216129702261922,Dose3,21.718661010454916,1167.082962962963,252.3480371862487
SDS,Dark,0.01,72.09037037037095,35.47638644811032,2.032066328847055,0.33707031752439287,Dose2,27.102041668414625,1285.434814814815,314.89726808996795
SDS,Dark,0.1,121.05037037037177,35.476386448110446,3.412139242180884,0.013178563956907505,Dose1,35.087302038061246,1334.3948148148147,407.67760937028225
SDS,Light,1e-05,159.89037037036815,44.22846525889795,3.615101031302486,0.006510110033405448,Dose5,36.962781722426506,783.922962962963,429.46871412137324
SDS,Light,1e-04,12.255555555555217,44.22846525889825,0.2770965595078962,0.9999999999883988,Dose4,31.071001022415395,636.2881481481481,361.01240852942533
SDS,Light,0.001,-93.63777777777871,44.228465258898794,-2.117138300631825,0.2912279035129881,Dose3,29.30661330736263,530.3948148148148,340.51207581946835
SDS,Light,0.01,145.02222222222252,44.228465258898446,3.2789340840409356,0.018755940716835322,Dose2,35.10208091863935,769.0548148148148,407.84932444534604
SDS,Light,0.1,88.08518518518612,44.22846525889861,1.991594885094135,0.3590825096722047,Dose1,29.90609056749378,712.1177777777777,347.4773721542224
TEG,Dark,0.1,-103.39407407407245,34.77175235606306,-2.9735077201550326,0.04466599892433866,Dose5,32.429315377447736,1173.9007407407407,376.7945951572895
TEG,Dark,1,33.50518518518563,34.771752356063296,0.9635748248202163,0.9999999999883988,Dose4,19.277418915514165,1310.8,223.98336725295061
TEG,Dark,10,-3.353333333332492,34.77175235606373,-0.09643843367438787,0.9999999999883988,Dose3,31.873484934741985,1273.9414814814816,370.3364290135461
TEG,Dark,100,-26.169629629628332,34.77175235606346,-0.7526117568551273,0.9999999999883988,Dose2,21.233842729935215,1251.1251851851853,246.71495780707954
TEG,Dark,1000,134.28740740740912,34.77175235606359,3.8619683596127916,0.0032212110452230318,Dose1,19.55013947311105,1411.5822222222223,227.152093786174
TEG,Light,0.1,-13.260740740740518,42.80800893344065,-0.3097724250936027,0.9999999999883988,Dose5,28.512224602084626,683.4622222222222,331.28211314159745
TEG,Light,1,-18.854074074073925,42.80800893344093,-0.44043333347712477,0.9999999999883988,Dose4,28.894710093437894,677.8688888888889,335.72619295612895
TEG,Light,10,28.320740740740963,42.808008933441464,0.6615757529105004,0.9999999999883988,Dose3,29.426487874374043,725.0437037037037,341.90489242447546
TEG,Light,100,-41.536296296296086,42.80800893344113,-0.9702926468941283,0.9999999999883988,Dose2,29.53706361372015,655.1866666666667,343.1896664154216
TEG,Light,1000,19.901481481481202,42.808008933441286,0.46490089068203116,0.9999999999883988,Dose1,30.68689107905896,716.6244444444444,356.5494542882289
TGSH,Dark,1e-04,-64.05481481481421,29.47597010782976,-2.173119818634882,0.26252878849761696,Dose5,23.283368880140547,1052.1755555555555,270.5282997491651
TGSH,Dark,0.001,-32.274074074074534,29.47597010782996,-1.0949283079066934,0.9999999999883988,Dose4,23.172230373522318,1083.9562962962964,269.2369869934008
TGSH,Dark,0.01,3.351851851851871,29.475970107830324,0.1137147255744247,0.9999999999883988,Dose3,19.826856499671326,1119.5822222222223,230.36725509261396
TGSH,Dark,0.1,-30.532592592592135,29.475970107830097,-1.0358469112601438,0.9999999999883988,Dose2,20.640383074237313,1085.6977777777777,239.8195797175877
TGSH,Dark,1,175.1103703703707,29.4759701078302,5.940783958247168,3.065905910847779e-7,Dose1,18.904034722681494,1291.3407407407408,219.6450349712165
TGSH,Light,1e-04,5.950370370371452,43.67806666251482,0.13623245773096798,0.9999999999883988,Dose5,25.61439329576399,678.2777777777777,297.6123559731025
TGSH,Light,0.001,49.5237037037051,43.67806666251512,1.13383461054623,0.9999999999883988,Dose4,30.2099303825183,721.8511111111111,351.0076717847365
TGSH,Light,0.01,21.279259259260932,43.67806666251566,0.4871840922739995,0.9999999999883988,Dose3,37.13637817516732,693.6066666666667,431.48572263265083
TGSH,Light,0.1,-2.612592592591108,43.67806666251532,-0.05981474896262395,0.9999999999883988,Dose2,23.748431609056105,669.7148148148148,275.9318403612603
TGSH,Light,1,-42.12222222222081,43.678066662515484,-0.9643792741030386,0.9999999999883988,Dose1,38.76895863997655,630.2051851851852,450.45459348730003
Trenbolone,Dark,1e-05,-68.8622222222214,31.383952678437133,-2.194185765183566,0.25446771770459986,Dose5,15.267681148232175,1193.0696296296296,177.39442446692442
Trenbolone,Dark,1e-04,-2.0081481481483787,31.383952678437414,-0.06398646367855673,0.9999999999883988,Dose4,18.859014534052033,1259.9237037037037,219.12194764880147
Trenbolone,Dark,0.001,-135.56814814814885,31.383952678437566,-4.319664560330902,5.660018498554969e-4,Dose3,14.8988486875271,1126.3637037037038,173.10897853337005
Trenbolone,Dark,0.01,-117.03777777777853,31.383952678437506,-3.7292236251104818,0.004701751869062709,Dose2,24.0643473973082,1144.894074074074,279.60245012137335
Trenbolone,Dark,0.1,-177.42167179774395,31.50230867110353,-5.63202124803283,2.1356951024342763e-6,Dose1,31.099410104445738,1084.1691729323309,361.342492234179
Trenbolone,Light,1e-05,29.163703703702954,37.17555896577414,0.7844859503135558,0.9999999999883988,Dose5,21.050360706338537,669.6177777777777,244.58308934192445
Trenbolone,Light,1e-04,136.53629629629538,37.175558965774385,3.672743600761922,0.00556607011400956,Dose4,25.45010218748278,776.9903703703703,295.7034657941933
Trenbolone,Light,0.001,-65.05111111111161,37.17555896577485,-1.7498354542832832,0.533508021061731,Dose3,28.999117024752703,575.402962962963,336.9392918747616
Trenbolone,Light,0.01,-29.4511111111111,37.175558965774556,-0.7922170353437074,0.9999999999883988,Dose2,25.166011543881964,611.002962962963,292.40263079975534
Trenbolone,Light,0.1,116.46740740740788,37.17555896577469,3.132902655603173,0.0289104506345871,Dose1,34.64002087625752,756.9214814814815,402.4806718980679
Vinclozolin,Dark,1e-04,2.3296296296292094,36.528132871004715,0.0637763128451173,0.9999999999883988,Dose5,30.338113758509397,1448.502962962963,352.497028026159
Vinclozolin,Dark,0.001,85.88740740740634,36.52813287100488,2.3512673837096565,0.18480161718826404,Dose4,21.66916500703341,1532.0607407407408,251.77294559538274
Vinclozolin,Dark,0.01,-0.25185185184997255,36.52813287100528,-0.0068947365237461535,0.9999999999883988,Dose3,28.03135793201326,1445.9214814814816,325.6949473267996
Vinclozolin,Dark,0.1,8.23481481481517,36.52813287100513,0.22543760569135754,0.9999999999883988,Dose2,26.31808421444208,1454.4081481481483,305.78850559985545
Vinclozolin,Dark,1,248.76216315876223,36.95428310392368,6.731619240432499,1.96869016815089e-9,Dose1,32.41874007908681,1693.7015503875969,376.67172129399034
Vinclozolin,Light,1e-04,-161.1639606022543,55.061631062814115,-2.9269739651990876,0.0480730502166068,Dose5,28.805914929510436,983.437037037037,334.69448638278453
Vinclozolin,Light,0.001,-84.73433097262615,55.06163106281435,-1.538899762630736,0.6986692209896471,Dose4,36.59805381976124,1059.8666666666666,425.2309588426141
Vinclozolin,Light,0.01,69.53900236070666,55.061631062814676,1.2629303022530536,0.9587834806458359,Dose3,41.45592955538775,1214.14,481.67437430869376
Vinclozolin,Light,0.1,-60.18099763929374,55.06163106281453,-1.0929752075567654,0.9999999999883988,Dose2,36.74867996335649,1084.42,426.98107647955754
Vinclozolin,Light,1,67.97034696852286,55.481184831230834,1.2251062621550535,0.9671882491334393,Dose1,52.19895677532433,1212.2435114503817,606.4970708406959
17betaestradiol,Light,0,NA,NA,NA,NA,Control,32.30000508066211,759.8711111111111,375.2921452794579
17betaestradiol,Dark,0,NA,NA,NA,NA,Control,23.308838928013156,1284.4474074074074,270.8242349628783
1decanol,Light,0,NA,NA,NA,NA,Control,32.59086783679541,748.5548148148148,378.6716651110667
1decanol,Dark,0,NA,NA,NA,NA,Control,23.56630989697775,1165.3896296296296,273.81577728767354
1octanol,Light,0,NA,NA,NA,NA,Control,29.12687053078764,705.271111111111,338.42365347864035
1octanol,Dark,0,NA,NA,NA,NA,Control,18.036242304988185,1160.8666666666666,209.56219822614273
24DMP,Light,0,NA,NA,NA,NA,Control,31.936000055733565,691.4918518518518,371.0627890810057
24DMP,Dark,0,NA,NA,NA,NA,Control,27.697499941985,1213.6807407407407,321.8158680206664
24DNP,Light,0,NA,NA,NA,NA,Control,31.007948289591624,803.3696296296297,360.27980197694734
24DNP,Dark,0,NA,NA,NA,NA,Control,20.215035096103474,1280.0970370370371,234.8774828106216
34DCA,Light,0,NA,NA,NA,NA,Control,29.026964228995972,690.2881481481481,337.26284714957944
34DCA,Dark,0,NA,NA,NA,NA,Control,17.52040750260644,1166.5237037037036,203.56873942908663
4C3MP,Light,0,NA,NA,NA,NA,Control,24.416085712680907,799.325925925926,283.689280034358
4C3MP,Dark,0,NA,NA,NA,NA,Control,24.320305954048017,1243.2592592592594,282.57641980409113
4TOP,Light,0,NA,NA,NA,NA,Control,31.650433842368912,842.7666666666667,367.74480951520326
4TOP,Dark,0,NA,NA,NA,NA,Control,17.658528605530403,1361.4362962962964,205.17356162323958
4TPP,Light,0,NA,NA,NA,NA,Control,34.89953590340652,765.7903703703704,405.49596403278383
4TPP,Dark,0,NA,NA,NA,NA,Control,19.90810786853093,1226.6874074074074,231.31131068796338
Aniline,Light,0,NA,NA,NA,NA,Control,31.013039394633516,773.7666666666667,360.33895527207045
Aniline,Dark,0,NA,NA,NA,NA,Control,21.109181449928034,1375.6103703703704,245.2665246229254
BPA,Light,0,NA,NA,NA,NA,Control,24.504716487385487,716.34,284.7190765775349
BPA,Dark,0,NA,NA,NA,NA,Control,17.647262191817074,1250.325925925926,205.04265772518997
BPAF,Light,0,NA,NA,NA,NA,Control,33.56852217898248,634.0251851851851,390.03098206798035
BPAF,Dark,0,NA,NA,NA,NA,Control,28.90122003879015,1127.1607407407407,335.80183168593095
ClofibricAcid,Light,0,NA,NA,NA,NA,Control,33.78836968434443,709.7333333333333,392.58537924889663
ClofibricAcid,Dark,0,NA,NA,NA,NA,Control,32.9481584185372,1096.0333333333333,382.8230065295948
DES,Light,0,NA,NA,NA,NA,Control,31.06058338483641,721.4688888888888,360.89136651887463
DES,Dark,0,NA,NA,NA,NA,Control,19.449247053954235,1177.2948148148148,225.97982980871524
DMSO,Light,0,NA,NA,NA,NA,Control,21.978565910877858,725.5555555555555,255.36785923905597
DMSO,Dark,0,NA,NA,NA,NA,Control,30.93221594382038,1089.0466666666666,359.3998716351236
Dimethylformamide,Light,0,NA,NA,NA,NA,Control,32.56493865174835,620.8614814814815,378.3703952054627
Dimethylformamide,Dark,0,NA,NA,NA,NA,Control,21.838717268899856,1216.5674074074075,253.7429648549444
EE2,Light,0,NA,NA,NA,NA,Control,34.03439906900862,687.5274074074074,395.44398237734276
EE2,Dark,0,NA,NA,NA,NA,Control,26.81811235172108,1098.8696296296296,311.5983075448055
Fadrozole,Light,0,NA,NA,NA,NA,Control,31.44347762533509,661.022962962963,365.34019556930497
Fadrozole,Dark,0,NA,NA,NA,NA,Control,15.814959708466894,1264.6533333333334,183.75322671550074
Fenitrothion,Light,0,NA,NA,NA,NA,Control,37.1664268020441,830.6903703703704,431.8348561270613
Fenitrothion,Dark,0,NA,NA,NA,NA,Control,24.478657439507234,1322.8118518518518,284.4162978021834
Fluoxetine,Light,0,NA,NA,NA,NA,Control,26.79333261825443,611.882962962963,311.3103930596861
Fluoxetine,Dark,0,NA,NA,NA,NA,Control,21.067186053452843,1302.7955555555557,244.77858220942804
Flutamide,Light,0,NA,NA,NA,NA,Control,32.21908834547058,659.1496296296297,374.3519777759791
Flutamide,Dark,0,NA,NA,NA,NA,Control,20.668707596896816,1147.2985185185184,240.14868093123624
Glyphosate,Light,0,NA,NA,NA,NA,Control,32.27932439427344,777.942962962963,375.0518574175435
Glyphosate,Dark,0,NA,NA,NA,NA,Control,22.615746720224994,1295.462962962963,262.7712312284292
Malathion,Light,0,NA,NA,NA,NA,Control,24.692266794129438,721.8555555555556,286.89821422132115
Malathion,Dark,0,NA,NA,NA,NA,Control,26.699758710879728,1294.7189393939393,310.2231625049808
Prochloraz,Light,0,NA,NA,NA,NA,Control,31.229694387603406,727.857037037037,362.85625881100566
Prochloraz,Dark,0,NA,NA,NA,NA,Control,21.813536415346224,1290.9148148148147,253.45038977557488
SDS,Light,0,NA,NA,NA,NA,Control,26.015707247385766,624.0325925925926,302.275202726798
SDS,Dark,0,NA,NA,NA,NA,Control,25.488203509662874,1213.3444444444444,296.14616315300924
TEG,Light,0,NA,NA,NA,NA,Control,37.72436546945067,696.7229629629629,438.3175176282737
TEG,Dark,0,NA,NA,NA,NA,Control,22.499978166404702,1277.2948148148148,261.4261221855477
TGSH,Light,0,NA,NA,NA,NA,Control,27.324121256959778,672.3274074074075,317.47759973387184
TGSH,Dark,0,NA,NA,NA,NA,Control,20.14644278137046,1116.2303703703703,234.08051213270525
Trenbolone,Light,0,NA,NA,NA,NA,Control,22.32771211560337,640.4540740740741,259.42457154793624
Trenbolone,Dark,0,NA,NA,NA,NA,Control,24.687911353542834,1261.931851851852,286.8476085747492
Vinclozolin,Light,0,NA,NA,NA,NA,Control,34.79876448749712,1144.0293233082707,404.32510598601124
Vinclozolin,Dark,0,NA,NA,NA,NA,Control,17.91609916799573,1446.1733333333334,208.16626111994404
