plate_id,Cycle,Dose_mg_L,estimate,std.error,statistic,pval,Dose,se,value,sd
24DMP,Light,0.1,46.05407407407394,45.11076425640863,1.020910969548278,0.9999999999883988,Dose2,35.16149741959577,737.545925925926,408.5396818014284
24DMP,Light,1,42.91208275607298,45.1950572559666,0.9494861907804701,0.9999999999883988,Dose1,34.21104136631388,734.6470149253731,397.49638040444006
24DNP,Dark,0.001,-15.525185185183668,31.638271148303687,-0.49070902491510077,0.9999999999883988,Dose5,19.799312981247873,1264.5718518518518,230.047228328164
24DNP,Dark,0.01,-181.40444444444304,31.6382711483039,-5.733702818150605,6.553491531457483e-7,Dose4,21.409318415433276,1098.6925925925925,248.7538010298745
24DNP,Dark,0.1,-1.708888888888413,31.638271148304295,-0.05401334607943657,0.9999999999883988,Dose3,21.99120747591165,1278.388148148148,255.51474095159358
24DNP,Dark,1,-177.1177777777769,31.63827114830405,-5.598212903212671,1.3904434789537072e-6,Dose2,18.782090404203732,1102.9792592592592,218.22817002732955
24DNP,Dark,10,65.90814814814806,31.638271148304163,2.0831779283768097,0.3089231634921796,Dose1,30.886548337989417,1346.0051851851852,358.86926200459015
24DNP,Light,0.001,-99.65703703703451,40.08264888671982,-2.4862887010956225,0.13466466898345178,Dose5,30.44416441561116,703.7125925925926,353.7292253125874
24DNP,Light,0.01,-188.22814814814708,40.08264888672009,-4.696000722909048,1.1379838634759785e-4,Dose4,28.65498765883928,615.1414814814815,332.94086996539073
24DNP,Light,0.1,-215.42888888889155,40.082648886720584,-5.374617069289134,3.491526592420007e-6,Dose3,25.597632674891,587.9407407407407,297.41761515656293
24DNP,Light,1,-280.68518518518516,40.08264888672027,-7.002660577110177,4.2057367689484306e-10,Dose2,22.854471117181124,522.6844444444445,265.5449580696627
24DNP,Light,10,-90.14444444444574,40.08264888672041,-2.2489642513200034,0.22777879473306092,Dose1,32.30698984483362,713.2251851851852,375.3733009053983
34DCA,Dark,1e-04,49.62444444444386,29.120404198525964,1.704112487798359,0.5702268242791466,Dose5,17.99179989041356,1216.148148148148,209.0458240316044
34DCA,Dark,0.001,43.91481481481434,29.12040419852616,1.5080427632607158,0.7302265704438352,Dose4,19.50411704026567,1210.4385185185185,226.6173614382877
34DCA,Dark,0.01,78.21407407407519,29.120404198526522,2.685885592138614,0.08807493916775785,Dose3,15.627207598314019,1244.7377777777779,181.5717443279886
34DCA,Dark,0.1,-30.328888888887985,29.120404198526295,-1.041499585037451,0.9999999999883988,Dose2,13.763710399320017,1136.194814814815,159.91986347576477
34DCA,Dark,1,251.62148148148248,29.1204041985264,8.640727641212324,0,Dose1,34.36647867494973,1418.1451851851853,399.30239872761797
34DCA,Light,1e-04,28.425925925926443,39.12798453020152,0.7264858199886443,0.9999999999883988,Dose5,27.722563768813572,718.7140740740741,322.10708337236423
34DCA,Light,0.001,-75.32740740740668,39.12798453020179,-1.9251542933233263,0.40864163583618307,Dose4,26.637048458422274,614.9607407407408,309.49453521476823
34DCA,Light,0.01,-72.5940740740744,39.127984530202276,-1.8552980672449453,0.452754968780813,Dose3,24.491984762225876,617.694074074074,284.5711472989999
34DCA,Light,0.1,-8.681481481480574,39.12798453020197,-0.22187397551181157,0.9999999999883988,Dose2,25.44236298741997,681.6066666666667,295.61354441532455
34DCA,Light,1,64.84814814814915,39.12798453020211,1.657334230903055,0.6046869447502115,Dose1,32.24744489357377,755.1362962962963,374.68145109165783
4C3MP,Dark,1e-04,146.02814814814477,32.26512391644075,4.5258821421645266,2.2849874810254984e-4,Dose5,24.958634532625076,1389.2874074074075,289.99312766680276
4C3MP,Dark,0.001,38.659259259257496,32.26512391644097,1.198174826768861,0.9824507199599206,Dose4,21.72794356209218,1281.9185185185186,252.45589068995298
4C3MP,Dark,0.01,52.524444444443574,32.26512391644137,1.6279015255130833,0.6240825208661984,Dose3,22.88142482930982,1295.7837037037036,265.8581319042415
4C3MP,Dark,0.1,129.26444444444377,32.26512391644112,4.006321028836197,0.0018599803125191976,Dose2,35.70590292686143,1372.5237037037036,414.8651021910989
4C3MP,Dark,1,187.8585185185185,32.26512391644123,5.822339905001638,3.99681551928784e-7,Dose1,22.740153260994475,1431.1177777777777,264.2167046101076
4C3MP,Light,1e-04,36.86148148148124,48.53618601629474,0.7594639073846052,0.9999999999883988,Dose5,38.724302450191075,836.1874074074074,449.9357354492673
4C3MP,Light,0.001,79.20444444444468,48.53618601629507,1.6318637895827526,0.6235124122020004,Dose4,32.605557087466714,878.5303703703704,378.8423387807214
4C3MP,Light,0.01,-92.89925925925962,48.53618601629567,-1.9140205871979592,0.4120096169620692,Dose3,32.8112776254452,706.4266666666666,381.2325954334119
4C3MP,Light,0.1,65.191111111112,48.53618601629529,1.3431444961337726,0.880138272379857,Dose2,41.24329496124283,864.5170370370371,479.20378358284125
4C3MP,Light,1,11.60000000000106,48.53618601629547,0.23899694129461457,0.9999999999883988,Dose1,36.49501129743267,810.925925925926,424.03371292382474
4TOP,Dark,1e-05,-87.32370370370222,30.754614072888312,-2.8393691917819353,0.06171678850905972,Dose5,18.756090160506357,1274.1125925925926,217.92607449481773
4TOP,Dark,1e-04,-26.081481481481006,30.75461407288852,-0.8480510085305517,0.9999999999883988,Dose4,21.356814650764456,1335.3548148148147,248.14376241134792
4TOP,Dark,0.001,-9.769629629629085,30.754614072888902,-0.3176638668420587,0.9999999999883988,Dose3,19.089602864767762,1351.6666666666667,221.8011419428768
4TOP,Dark,0.01,3.028888888889599,30.75461407288866,0.09848567378251309,0.9999999999883988,Dose2,19.630369780261525,1364.4651851851852,228.0842857165387
4TOP,Dark,0.1,83.21111111111206,30.75461407288877,2.7056464084999026,0.08526905744572333,Dose1,31.71682010438846,1444.6474074074074,368.51614817685925
4TOP,Light,1e-05,-181.38222222221955,44.02588846264525,-4.119899190134854,0.001500827779409203,Dose5,28.057731801380818,661.3844444444444,326.0013839973064
4TOP,Light,1e-04,-16.343703703703508,44.02588846264555,-0.37122938967082014,0.9999999999883988,Dose4,39.4977262249152,826.422962962963,458.9221076464695
4TOP,Light,0.001,-254.38370370370603,44.025888462646094,-5.7780481572686195,6.414473641720781e-7,Dose3,22.312854414643294,588.382962962963,259.2519406627923
4TOP,Light,0.01,-123.71777777777756,44.02588846264575,-2.8101142781649315,0.06598683932349936,Dose2,28.891416872425268,719.0488888888889,335.6879291857171
4TOP,Light,0.1,-4.7866666666668944,44.02588846264591,-0.10872390845055126,0.9999999999883988,Dose1,34.98911127787441,837.98,406.5367358334171
4TPP,Dark,1e-04,-29.49703703703804,37.069105177572624,-0.7957310244134029,0.9999999999883988,Dose5,18.972516443039325,1197.1903703703704,220.44072065861306
4TPP,Dark,0.001,-21.20666666666832,37.06910517757287,-0.5720846663301313,0.9999999999883988,Dose4,20.24042527625128,1205.4807407407407,235.17249004523057
4TPP,Dark,0.01,-15.600000000001476,37.069105177573334,-0.4208356237700449,0.9999999999883988,Dose3,25.83729862959732,1211.0874074074075,300.2022819102544
4TPP,Dark,0.1,21.088888888887897,37.06910517757304,0.5689074173186883,0.9999999999883988,Dose2,28.61831921710198,1247.7762962962963,332.51482117285093
4TPP,Dark,1,151.72666666666603,37.06910517757318,4.093076051872456,0.0014092836093374335,Dose1,38.85659080719132,1378.414074074074,451.47278725994454
4TPP,Light,1e-04,-24.330370370369018,47.35368578657604,-0.5138009843632122,0.9999999999883988,Dose5,33.57394515806951,741.46,390.09399139105307
4TPP,Light,0.001,-54.869629629628726,47.35368578657636,-1.1587192996322784,0.9999999999883988,Dose4,30.498953902735586,710.9207407407407,354.36582162612785
4TPP,Light,0.01,43.74074074074217,47.35368578657694,0.9237029813873768,0.9999999999883988,Dose3,31.88942947057418,809.5311111111112,370.5216877787694
4TPP,Light,0.1,-96.25555555555317,47.35368578657658,-2.0326940544686996,0.33707031752439287,Dose2,27.012849353648257,669.5348148148148,313.86094704086844
4TPP,Light,1,264.5548148148166,47.35368578657674,5.586784015233075,1.3876655339957593e-6,Dose1,42.96051788538076,1030.345185185185,499.15611094357666
Aniline,Dark,0.001,-18.07407407407348,31.218734436928443,-0.5789496083061513,0.9999999999883988,Dose5,22.06627052214917,1357.5362962962963,256.3868947355741
Aniline,Dark,0.01,-157.76074074074114,31.218734436928653,-5.053399620009128,3.155181136879895e-5,Dose4,22.726650459296277,1217.8496296296296,264.05981623179485
Aniline,Dark,0.1,-55.877037037038,31.21873443692904,-1.7898559324986711,0.505889393964266,Dose3,22.093610581433865,1319.7333333333333,256.70455751845594
Aniline,Dark,1,-145.13111111111115,31.2187344369288,-4.648846717483679,1.3785968616581308e-4,Dose2,25.939248241469056,1230.4792592592592,301.386829357049
Aniline,Dark,10,231.75111111111096,31.218734436928912,7.4234627152909365,2.4133041244390873e-11,Dose1,19.53138693785134,1607.3614814814814,226.93420901589394
Aniline,Light,0.001,41.47111111111119,40.844367774114794,1.0153446698076594,0.9999999999883988,Dose5,32.93090256414122,815.2377777777778,382.62251161949416
Aniline,Light,0.01,-60.07185185185161,40.844367774115064,-1.470749949762275,0.7592417507310374,Dose4,27.4377381373638,713.6948148148148,318.7977085908303
Aniline,Light,0.1,-27.86888888888951,40.844367774115575,-0.682319017471754,0.9999999999883988,Dose3,34.28292576279866,745.8977777777777,398.33160161575324
Aniline,Light,1,-212.00962962962953,40.844367774115256,-5.19066988139277,2.632947779749687e-5,Dose2,26.12359676518458,561.7570370370371,303.52876564379346
Aniline,Light,10,57.16296296296255,40.844367774115405,1.399531100079577,0.8232236838857153,Dose1,21.757944993535286,830.9296296296296,252.8044758229776
BPA,Dark,1e-04,-97.81259259259085,26.386629852401796,-3.706899787495508,0.004815174563471029,Dose5,12.600295468031796,1152.5133333333333,146.4022035149398
BPA,Dark,0.001,-89.22962962962883,26.386629852401974,-3.3816228191606768,0.013178563956907505,Dose4,17.01990810407322,1161.0962962962963,197.7534619231687
BPA,Dark,0.01,-45.64592592592598,26.3866298524023,-1.7298884390031442,0.5497205978328655,Dose3,17.88937153536558,1204.68,207.8557140917637
BPA,Dark,0.1,-43.45999999999919,26.386629852402095,-1.6470462595299122,0.6116188461840215,Dose2,16.516833705261973,1206.865925925926,191.9082656176709
BPA,Dark,1,50.63555555555608,26.38662985240219,1.9189853285089498,0.4108897503655886,Dose1,28.918284559289763,1300.9614814814815,336.000103497049
BPA,Light,1e-04,-135.4711111111089,39.90018524449725,-3.395250179441012,0.013178563956907505,Dose5,26.959347781409107,580.8688888888889,313.239314946034
BPA,Light,0.001,-91.28592592592584,39.90018524449752,-2.2878571958137646,0.2105347707049192,Dose4,27.53086838341065,625.054074074074,319.8797842667332
BPA,Light,0.01,-105.55333333333463,39.90018524449802,-2.645434668699684,0.09652198657324722,Dose3,28.862883979980083,610.7866666666666,335.3564069339391
BPA,Light,0.1,-149.01555555555518,39.900185244497706,-3.7347083639443666,0.004653013112843847,Dose2,25.343475177457194,567.3244444444445,294.4645718919383
BPA,Light,1,110.1474074074071,39.90018524449785,2.760573835245444,0.07528307456009059,Dose1,34.92390944611075,826.4874074074074,405.7791590077284
BPAF,Dark,1e-04,110.00296296296209,36.969263503793705,2.9755248695087966,0.04466599892433866,Dose5,25.202774698897567,1237.1637037037037,292.82978006114377
BPAF,Dark,0.001,-31.461481481480767,36.969263503793954,-0.8510172640645667,0.9999999999883988,Dose4,31.324426127073547,1095.6992592592592,363.956942158981
BPAF,Dark,0.01,96.64518518518663,36.969263503794416,2.614203693164384,0.10209128268990622,Dose3,31.132690125190543,1223.805925925926,361.7291711324972
BPAF,Dark,0.1,17.687407407408422,36.969263503794124,0.4784354821024005,0.9999999999883988,Dose2,18.76474234813165,1144.848148148148,218.02660383056084
BPAF,Dark,1,93.97111111111253,36.96926350379426,2.541871333235189,0.12265045708451751,Dose1,30.21942226784222,1221.131851851852,351.1179575260874
BPAF,Light,1e-04,105.16148148147994,48.13207100213218,2.184852620964958,0.2577776538186268,Dose5,36.37900453604689,739.1866666666666,422.68583615914105
BPAF,Light,0.001,-21.96592592592643,48.1320710021325,-0.45636777035738246,0.9999999999883988,Dose4,31.68267365875662,612.0592592592593,368.1194023310664
BPAF,Light,0.01,18.465185185185344,48.132071002133095,0.3836357921180456,0.9999999999883988,Dose3,33.08254500063838,652.4903703703703,384.3844375128897
BPAF,Light,0.1,121.1392592592595,48.132071002132726,2.516809618557486,0.12849878589214775,Dose2,30.953928557839156,755.1644444444445,359.65214941261564
BPAF,Light,1,89.74074074074163,48.132071002132896,1.8644687185133777,0.4480725401041852,Dose1,39.68524334944626,723.7659259259259,461.100859747782
ClofibricAcid,Dark,0.001,161.3444444444417,33.68804651392688,4.789367777016716,6.533639547991107e-5,Dose5,29.2938866128654,1257.3777777777777,340.36420499194827
ClofibricAcid,Dark,0.01,48.12666666666568,33.68804651392711,1.428597726697196,0.8007527336203267,Dose4,14.974733250761226,1144.16,173.99067748229004
ClofibricAcid,Dark,0.1,-2.738518518519006,33.688046513927524,-0.08129051108341442,0.9999999999883988,Dose3,21.972238333866706,1093.2948148148148,255.29433943789786
ClofibricAcid,Dark,1,100.9540740740738,33.68804651392726,2.9967328034986394,0.04334037704472971,Dose2,25.096150170437443,1196.9874074074073,291.5909149920739
ClofibricAcid,Dark,10,125.52444444444464,33.68804651392738,3.7260826148690476,0.004653013112843847,Dose1,14.598082613620994,1221.5577777777778,169.61439254734245
ClofibricAcid,Light,0.001,-57.487407407406565,46.20972319198533,-1.244054355585866,0.96369814954873,Dose5,32.29564139364701,652.2459259259259,375.24144381804524
ClofibricAcid,Light,0.01,-26.478518518518793,46.209723191985645,-0.5730075120448044,0.9999999999883988,Dose4,24.07696907235025,683.2548148148148,279.74910073309064
ClofibricAcid,Light,0.1,7.212592592593124,46.20972319198622,0.15608387357412143,0.9999999999883988,Dose3,42.78058053013377,716.945925925926,497.06542780288004
ClofibricAcid,Light,1,-8.771851851850744,46.20972319198586,-0.18982697246219482,0.9999999999883988,Dose2,29.282353823131952,700.9614814814814,340.2302060842294
ClofibricAcid,Light,10,285.50296296296443,46.20972319198603,6.178417511327531,1.276461549951488e-7,Dose1,30.748908569707,995.2362962962962,357.2700324135892
DES,Dark,1e-05,62.7948148148129,37.25924112332992,1.685348732867612,0.5795431740279247,Dose5,20.9207777377972,1240.0896296296296,243.07747130458625
DES,Dark,1e-04,-29.143703703704958,37.25924112333017,-0.7821872594569941,0.9999999999883988,Dose4,24.709774081848103,1148.151111111111,287.10163052263607
DES,Dark,0.001,87.69925925925932,37.25924112333063,2.353758600959391,0.18458354858182655,Dose3,29.69312591592348,1264.994074074074,345.0029465076345
DES,Dark,0.01,126.5059259259254,37.25924112333035,3.395289923033674,0.013178563956907505,Dose2,38.54514978742733,1303.8007407407408,447.85416961132916
DES,Dark,0.1,202.49481481481513,37.259241123330476,5.434754136417978,3.63722638505757e-6,Dose1,21.10291372508326,1379.7896296296296,245.19370024109816
DES,Light,1e-05,-134.4207407407401,49.45098221761161,-2.718262301630626,0.08341756202635334,Dose5,32.833456858483395,587.0481481481481,381.49029483397766
DES,Light,1e-04,-25.63185185185285,49.45098221761194,-0.5183284679575906,0.9999999999883988,Dose4,30.10153407220286,695.837037037037,349.7482204708104
DES,Light,0.001,2.049629629628276,49.450982217612555,0.04144770311353444,0.9999999999883988,Dose3,42.63400945198046,723.5185185185185,495.3624257687097
DES,Light,0.01,13.41481481481379,49.450982217612165,0.2712749921888518,0.9999999999883988,Dose2,39.53452793531806,734.8837037037038,459.34970488097616
DES,Light,0.1,8.952592592591374,49.45098221761235,0.18103973250106323,0.9999999999883988,Dose1,32.4274398642145,730.4214814814815,376.7728036627357
Dimethylformamide,Dark,0.1,23.128148148147904,34.855334675032815,0.6635468677543584,0.9999999999883988,Dose5,18.56666085689554,1239.6955555555555,215.72510488031264
Dimethylformamide,Dark,1,133.93703703703423,34.855334675032154,3.842655314768131,0.00361307008496029,Dose4,23.23725894506271,1350.5044444444445,269.9925507172116
Dimethylformamide,Dark,10,36.86962962962847,34.85533467503242,1.0577901481473633,0.9999999999883988,Dose3,16.418844649852087,1253.437037037037,190.76973567853165
Dimethylformamide,Dark,100,-19.51777777777852,34.85533467503232,-0.5599652954059728,0.9999999999883988,Dose2,33.91820276161905,1197.0496296296296,394.09390328711095
Dimethylformamide,Dark,1000,147.8779643483868,34.92046460042342,4.234707815044183,9.293972275117055e-4,Dose1,32.83822274137584,1363.955223880597,381.5456693891948
Dimethylformamide,Light,0.1,74.6399999999985,41.861842209132334,1.7830080106631205,0.5090679955134259,Dose5,27.864450941952924,695.5014814814815,323.7556633481917
Dimethylformamide,Light,1,84.34370370370324,41.86184220913262,2.014811084575316,0.34745960858389324,Dose4,27.243549387251456,705.2051851851852,316.5414392052125
Dimethylformamide,Light,10,164.4429629629647,41.86184220913314,3.9282304429279904,0.0026139067055508834,Dose3,30.53827548528058,785.3044444444445,354.8226971291577
Dimethylformamide,Light,100,90.0333333333337,41.86184220913281,2.150725543408874,0.27196560009321125,Dose2,32.47347918757129,710.8948148148148,377.3077322606303
Dimethylformamide,Light,1000,109.81851851851916,41.861842209132966,2.6233560857137848,0.10145665905233679,Dose1,31.380153400174187,730.68,364.604434560926
DMSO,Dark,0.001,-26.00962962962896,40.83991737630404,-0.6368678317826411,0.9999999999883988,Dose5,29.74529802887659,1063.037037037037,345.609131681446
DMSO,Dark,0.01,-55.87333333333348,40.839917376304314,-1.3681059346547966,0.8555070229867532,Dose4,34.3321286912915,1033.1733333333334,398.90328798366545
DMSO,Dark,0.1,19.113333333333628,40.83991737630482,0.4680061704635847,0.9999999999883988,Dose3,31.86350708400831,1108.16,370.22049686437873
DMSO,Dark,1,-44.31555555555458,40.8399173763045,-1.0851039473764132,0.9999999999883988,Dose2,21.691556808561888,1044.7311111111112,252.0331148186169
DMSO,Dark,10,275.7933333333344,40.83991737630465,6.753033577226331,1.4458199452486535e-9,Dose1,23.886992401098752,1364.84,277.54177128131573
DMSO,Light,0.001,-152.1851851851827,39.414528287992745,-3.86114440018668,0.0033977827433251816,Dose5,30.068644334433177,573.3703703703703,349.36607625088106
DMSO,Light,0.01,-108.81407407407332,39.41452828799301,-2.7607605317256008,0.07528307456009059,Dose4,29.608029915427363,616.7414814814815,344.0142203293835
DMSO,Light,0.1,-142.89629629629783,39.4145282879935,-3.625472700121774,0.0065110699338132225,Dose3,25.65407865372213,582.6592592592592,298.073458164483
DMSO,Light,1,-112.87925925925913,39.41452828799319,-2.8638997892978826,0.05735734118915248,Dose2,26.888236102311566,612.6762962962963,312.41307189943717
DMSO,Light,10,-23.32962962962983,39.414528287993335,-0.5919043216543233,0.9999999999883988,Dose1,31.850881169083173,702.2259259259259,370.0737969896716
EE2,Dark,1e-05,66.2925925925932,31.653421201885116,2.0943263026697774,0.3037427408718021,Dose3,17.852221359850795,1165.1622222222222,207.42406805853136
EE2,Dark,1e-04,118.53333333333437,31.65342120188539,3.7447242298811636,0.004527689949163083,Dose2,18.345688462822764,1217.4029629629629,213.15763767366633
EE2,Dark,0.001,318.1681481481512,31.653421201885585,10.051619574354193,0,Dose1,21.057189202257902,1417.0377777777778,244.66242929485048
EE2,Dark,1e-07,163.3837037037047,31.653421201885482,5.1616443815549555,4.091939901584851e-5,Dose5,18.97513786929231,1262.2533333333333,220.47117887927644
EE2,Dark,1e-06,113.80483067450348,31.772793421376193,3.5818327071593754,0.007671151001670145,Dose4,31.24004578631331,1211.645864661654,362.9765311954459
EE2,Light,1e-05,11.152592592593175,45.69017657598904,0.24409169384681367,0.9999999999883988,Dose3,30.794277443585628,698.68,357.7971710924935
EE2,Light,1e-04,-44.11629629629555,45.69017657598934,-0.965553202074494,0.9999999999883988,Dose2,28.55066830689298,643.4111111111112,331.7287886270652
EE2,Light,0.001,136.58444444444638,45.69017657599002,2.9893612736927104,0.043785467456917616,Dose1,35.08481050532294,824.1118518518518,407.6486603758763
EE2,Light,1e-07,27.78222222222287,45.6901765759897,0.608056792602165,0.9999999999883988,Dose5,31.458870757476763,715.3096296296296,365.519047602597
EE2,Light,1e-06,-59.34148148148077,45.690176575989625,-1.2987798675452036,0.9226877571911127,Dose4,35.43792113632378,628.185925925926,411.7514351555815
Fadrozole,Dark,1e-04,176.43629629630166,44.847163121213455,3.9341684962196495,0.0025062466351880425,Dose5,43.80722870944761,1441.0896296296296,508.99400170557004
Fadrozole,Dark,0.001,38.05555555555385,44.84716312121261,0.8485610439326464,0.9999999999883988,Dose4,18.85306178325632,1302.7088888888889,219.05278293471366
Fadrozole,Dark,0.01,92.25629629629633,44.847163121212944,2.0571266915355593,0.32465979679681417,Dose3,35.14004876131459,1356.9096296296295,408.2904709124639
Fadrozole,Dark,0.1,162.18740740740762,44.847163121212816,3.616447420967249,0.0065110699338132225,Dose2,29.02099960783619,1426.8407407407408,337.19354451432457
Fadrozole,Dark,1,568.5479772790266,44.93096356138416,12.65381225359841,0,Dose1,50.20964385418691,1831.5716417910448,583.3833433988144
Fadrozole,Light,1e-04,-4.72222222222429,60.531939221456625,-0.0780120756572493,0.9999999999883988,Dose5,26.842585253296345,656.3007407407407,311.8826569655086
Fadrozole,Light,0.001,5.490370370367607,60.53193922145704,0.09070203996407586,0.9999999999883988,Dose4,29.963567906015047,666.5133333333333,348.14519847885396
Fadrozole,Light,0.01,137.133333333334,60.53193922145778,2.2654706770854953,0.22070126262050502,Dose3,43.964802805094976,798.1562962962963,510.8248472502779
Fadrozole,Light,0.1,177.8733333333337,60.531939221457314,2.9385037985084295,0.0480730502166068,Dose2,43.92113370665472,838.8962962962963,510.31745817726886
Fadrozole,Light,1,632.9948148148168,60.531939221457534,10.45720363424985,0,Dose1,69.73571703090099,1294.0177777777778,810.2558120895372
Fenitrothion,Dark,1e-04,66.87407407407352,28.339349712820336,2.3597603597735555,0.18343852798478164,Dose5,21.55630326009022,1389.6859259259259,250.4616105963782
