plate_id,Dose,estimate,SE.x,df.x,t.ratio,p.value,adj.p.value,Group_1,contrast_1,Group,emmean,SE.y,df.y,lower.CL,upper.CL,.group,mean_totaldist,percent15,sd,legacy_group,keep
17betaestradiol,Dose4,128.63873972602764,56.766295207317576,443,2.266111241824448,0.06171989431717839,0.14846905453256737,C,A,A,917.3972602739717,40.41013723895417,443,820.542227732848,1014.2522928150954,a,988.291928251121,467.625,490.06031981613853, a,TRUE
17betaestradiol,Dose4,128.63873972602764,56.766295207317576,443,2.266111241824448,0.06171989431717839,0.14846905453256737,C,A,C,1046.0359999999994,39.86769468997693,443,950.481093969761,1141.5909060302376,a,988.291928251121,467.625,490.06031981613853, a,TRUE
17betaestradiol,Dose4,46.484000000000606,56.38143453111517,443,0.8244557873806407,0.6880441186340498,0.8767164004707554,C,B,B,999.5519999999988,39.867694689976844,443,903.9970939697606,1095.106906030237,a,988.291928251121,467.625,490.06031981613853, a,TRUE
17betaestradiol,Dose4,46.484000000000606,56.38143453111517,443,0.8244557873806407,0.6880441186340498,0.8767164004707554,C,B,C,1046.0359999999994,39.86769468997693,443,950.481093969761,1141.5909060302376,a,988.291928251121,467.625,490.06031981613853, a,TRUE
17betaestradiol,Dose5,117.6206666666664,59.70781579301045,447,1.9699375216541648,0.12088691315339917,0.24085102544303194,A,B,B,946.331333333332,42.21980143707495,447,845.1423330589313,1047.520333607733,a,1043.9217777777778,438.7049999999999,521.0673236142145, a ,TRUE
17betaestradiol,Dose5,117.6206666666664,59.70781579301045,447,1.9699375216541648,0.12088691315339917,0.24085102544303194,A,B,A,1063.9519999999984,42.21980143707482,447,962.7629997255979,1165.141000274399,a,1043.9217777777778,438.7049999999999,521.0673236142145, ab,TRUE
17betaestradiol,Dose5,175.15066666666684,59.707815793010425,447,2.933462970306318,0.009846699867606667,0.03298001304962975,C,B,B,946.331333333332,42.21980143707495,447,845.1423330589313,1047.520333607733,a,1043.9217777777778,438.7049999999999,521.0673236142145, a ,TRUE
17betaestradiol,Dose5,175.15066666666684,59.707815793010425,447,2.933462970306318,0.009846699867606667,0.03298001304962975,C,B,C,1121.4819999999988,42.219801437074935,447,1020.2929997255981,1222.6710002743996,a,1043.9217777777778,438.7049999999999,521.0673236142145,  b,TRUE
17betaestradiol,Dose5,57.53000000000043,59.70781579301043,447,0.9635254486521521,0.6003359831051949,0.791351977729575,C,A,A,1063.9519999999984,42.21980143707482,447,962.7629997255979,1165.141000274399,a,1043.9217777777778,438.7049999999999,521.0673236142145, ab,TRUE
17betaestradiol,Dose5,57.53000000000043,59.70781579301043,447,0.9635254486521521,0.6003359831051949,0.791351977729575,C,A,C,1121.4819999999988,42.219801437074935,447,1020.2929997255981,1222.6710002743996,a,1043.9217777777778,438.7049999999999,521.0673236142145,  b,TRUE
17betaestradiol,Control,50.01584340044718,55.90194167624674,440,0.894706729331718,0.6439351596890446,0.8361546103424907,C,B,B,917.8606666666666,39.46248527132187,440,823.2745194860217,1012.4468138473114,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
17betaestradiol,Control,50.01584340044718,55.90194167624674,440,0.894706729331718,0.6439351596890446,0.8361546103424907,C,B,C,967.8765100671138,39.59468827235798,440,872.9734904840404,1062.7795296501872,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
17betaestradiol,Control,118.1455833333335,56.38672252315381,440,2.095273107686299,0.09196297537749554,0.19836641796302756,A,B,B,917.8606666666666,39.46248527132187,440,823.2745194860217,1012.4468138473114,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
17betaestradiol,Control,118.1455833333335,56.38672252315381,440,2.095273107686299,0.09196297537749554,0.19836641796302756,A,B,A,1036.0062500000001,40.27623037368129,440,939.4696677798462,1132.542832220154,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
17betaestradiol,Control,68.12973993288632,56.47932429216073,440,1.2062775322958788,0.4500631679018061,0.6436170466598629,A,C,C,967.8765100671138,39.59468827235798,440,872.9734904840404,1062.7795296501872,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
17betaestradiol,Control,68.12973993288632,56.47932429216073,440,1.2062775322958788,0.4500631679018061,0.6436170466598629,A,C,A,1036.0062500000001,40.27623037368129,440,939.4696677798462,1132.542832220154,a,973.0871331828442,450.09999999999997,484.6340232206461, a,TRUE
1decanol,Dose1,84.72154362416077,54.68512253857257,446,1.5492612924914226,0.2690297380604362,0.447240519960343,B,C,C,812.1099999999999,38.6035042438572,446,719.5874677703233,904.6325322296765,a,907.678841870824,340.62,478.978444491964, a ,TRUE
1decanol,Dose1,84.72154362416077,54.68512253857257,446,1.5492612924914226,0.2690297380604362,0.447240519960343,B,C,B,896.8315436241608,38.73282957844925,446,803.9990522943382,989.6640349539833,a,907.678841870824,340.62,478.978444491964, ab,TRUE
1decanol,Dose1,201.91266666666655,54.5935992567903,446,3.698467758407646,7.12466832111236e-4,0.003475772769738927,A,C,C,812.1099999999999,38.6035042438572,446,719.5874677703233,904.6325322296765,a,907.678841870824,340.62,478.978444491964, a ,TRUE
1decanol,Dose1,201.91266666666655,54.5935992567903,446,3.698467758407646,7.12466832111236e-4,0.003475772769738927,A,C,A,1014.0226666666665,38.603504243857394,446,921.5001344369895,1106.5451988963437,a,907.678841870824,340.62,478.978444491964,  b,TRUE
1decanol,Dose1,117.19112304250578,54.685122538572706,446,2.1430165573798217,0.08249672196144053,0.1840311489909058,A,B,B,896.8315436241608,38.73282957844925,446,803.9990522943382,989.6640349539833,a,907.678841870824,340.62,478.978444491964, ab,TRUE
1decanol,Dose1,117.19112304250578,54.685122538572706,446,2.1430165573798217,0.08249672196144053,0.1840311489909058,A,B,A,1014.0226666666665,38.603504243857394,446,921.5001344369895,1106.5451988963437,a,907.678841870824,340.62,478.978444491964,  b,TRUE
1decanol,Dose2,112.18533333333343,56.50827962811771,446,1.985290192368759,0.11700531900248312,0.23491067892036996,B,C,C,836.9226666666667,39.95738771822772,446,741.155228829422,932.6901045039115,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose2,112.18533333333343,56.50827962811771,446,1.985290192368759,0.11700531900248312,0.23491067892036996,B,C,B,949.1080000000002,39.957387718227636,446,853.3405621627556,1044.8754378372446,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose2,116.52901118568182,56.60301277027819,446,2.058706868813003,0.09975446043185066,0.20912380861616883,A,C,C,836.9226666666667,39.95738771822772,446,741.155228829422,932.6901045039115,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose2,116.52901118568182,56.60301277027819,446,2.058706868813003,0.09975446043185066,0.20912380861616883,A,C,A,953.4516778523486,40.09124868855422,446,857.363410178955,1049.539945525742,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose2,4.3436778523483905,56.60301277027799,446,0.07673934018277624,0.9967585937059608,0.9999999299342638,A,B,B,949.1080000000002,39.957387718227636,446,853.3405621627556,1044.8754378372446,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose2,4.3436778523483905,56.60301277027799,446,0.07673934018277624,0.9967585937059608,0.9999999299342638,A,B,A,953.4516778523486,40.09124868855422,446,857.363410178955,1049.539945525742,a,913.0710467706014,369.24,491.26205211408234, a,TRUE
1decanol,Dose3,131.36,53.04772530776524,447,2.476260748936793,0.03629814775986706,0.09473816565325302,C,B,B,777.8599999999992,37.51040629164207,447,687.9580965484888,867.7619034515096,a,880.0066666666667,362.8,464.3946058398879, a ,TRUE
1decanol,Dose3,131.36,53.04772530776524,447,2.476260748936793,0.03629814775986706,0.09473816565325302,C,B,C,909.2199999999992,37.51040629164206,447,819.3180965484888,999.1219034515096,a,880.0066666666667,362.8,464.3946058398879,  b,TRUE
1decanol,Dose3,175.08000000000004,53.04772530776526,447,3.3004242686042446,0.002989512684468454,0.012191606416347913,A,B,B,777.8599999999992,37.51040629164207,447,687.9580965484888,867.7619034515096,a,880.0066666666667,362.8,464.3946058398879, a ,TRUE
1decanol,Dose3,175.08000000000004,53.04772530776526,447,3.3004242686042446,0.002989512684468454,0.012191606416347913,A,B,A,952.9399999999993,37.51040629164196,447,863.0380965484891,1042.8419034515096,a,880.0066666666667,362.8,464.3946058398879,  b,TRUE
1decanol,Dose3,43.72000000000001,53.04772530776525,447,0.8241635196674527,0.6882241472251327,0.8767164004707554,A,C,C,909.2199999999992,37.51040629164206,447,819.3180965484888,999.1219034515096,a,880.0066666666667,362.8,464.3946058398879,  b,TRUE
1decanol,Dose3,43.72000000000001,53.04772530776525,447,0.8241635196674527,0.6882241472251327,0.8767164004707554,A,C,A,952.9399999999993,37.51040629164196,447,863.0380965484891,1042.8419034515096,a,880.0066666666667,362.8,464.3946058398879,  b,TRUE
1decanol,Dose4,76.02266666666686,47.624636413804865,447,1.5962886520773587,0.2482790273542571,0.4238988578441308,B,A,A,778.3506666666672,33.675703359745114,447,697.6394685908391,859.0618647424952,a,841.694,369.53999999999996,414.24859141257815, a ,TRUE
1decanol,Dose4,76.02266666666686,47.624636413804865,447,1.5962886520773587,0.2482790273542571,0.4238988578441308,B,A,B,854.373333333334,33.67570335974522,447,773.6621352575057,935.0845314091623,a,841.694,369.53999999999996,414.24859141257815, ab,TRUE
1decanol,Dose4,114.00733333333362,47.62463641380485,447,2.3938730438325524,0.044928186765898825,0.11496330143038816,C,A,A,778.3506666666672,33.675703359745114,447,697.6394685908391,859.0618647424952,a,841.694,369.53999999999996,414.24859141257815, a ,TRUE
1decanol,Dose4,114.00733333333362,47.62463641380485,447,2.3938730438325524,0.044928186765898825,0.11496330143038816,C,A,C,892.3580000000007,33.675703359745214,447,811.6468019241725,973.069198075829,a,841.694,369.53999999999996,414.24859141257815,  b,TRUE
1decanol,Dose4,37.984666666666755,47.62463641380484,447,0.797584391755193,0.7047024835773128,0.8842660971811473,C,B,B,854.373333333334,33.67570335974522,447,773.6621352575057,935.0845314091623,a,841.694,369.53999999999996,414.24859141257815, ab,TRUE
1decanol,Dose4,37.984666666666755,47.62463641380484,447,0.797584391755193,0.7047024835773128,0.8842660971811473,C,B,C,892.3580000000007,33.675703359745214,447,811.6468019241725,973.069198075829,a,841.694,369.53999999999996,414.24859141257815,  b,TRUE
1decanol,Dose5,62.77266666666657,49.5935531949529,447,1.2657424730167328,0.41535358059526906,0.6107452649879731,C,B,B,758.2979999999988,35.067937767287,447,674.2500072673613,842.3459927326362,a,821.6802222222223,325.98499999999996,431.6857699194551, a ,TRUE
1decanol,Dose5,62.77266666666657,49.5935531949529,447,1.2657424730167328,0.41535358059526906,0.6107452649879731,C,B,C,821.0706666666654,35.06793776728699,447,737.0226739340279,905.1186593993028,a,821.6802222222223,325.98499999999996,431.6857699194551, ab,TRUE
1decanol,Dose5,127.37400000000034,49.59355319495292,447,2.568358018214413,0.0283713407115469,0.07673492150998695,A,B,B,758.2979999999988,35.067937767287,447,674.2500072673613,842.3459927326362,a,821.6802222222223,325.98499999999996,431.6857699194551, a ,TRUE
1decanol,Dose5,127.37400000000034,49.59355319495292,447,2.568358018214413,0.0283713407115469,0.07673492150998695,A,B,A,885.6719999999991,35.06793776728689,447,801.6240072673619,969.7199927326363,a,821.6802222222223,325.98499999999996,431.6857699194551,  b,TRUE
1decanol,Dose5,64.60133333333377,49.593553194952904,447,1.302615545197681,0.39444472638659134,0.588551862851551,A,C,C,821.0706666666654,35.06793776728699,447,737.0226739340279,905.1186593993028,a,821.6802222222223,325.98499999999996,431.6857699194551, ab,TRUE
1decanol,Dose5,64.60133333333377,49.593553194952904,447,1.302615545197681,0.39444472638659134,0.588551862851551,A,C,A,885.6719999999991,35.06793776728689,447,801.6240072673619,969.7199927326363,a,821.6802222222223,325.98499999999996,431.6857699194551,  b,TRUE
1decanol,Control,23.33133333333334,55.18858751845693,447,0.4227564861218917,0.9062172617676112,0.9999999299342638,C,B,B,889.9713333333327,39.02422447840819,447,796.4412330712718,983.5014335953937,a,916.696,390.775,477.45311553499755, a,TRUE
1decanol,Control,23.33133333333334,55.18858751845693,447,0.4227564861218917,0.9062172617676112,0.9999999299342638,C,B,C,913.302666666666,39.02422447840818,447,819.7725664046051,1006.832766928727,a,916.696,390.775,477.45311553499755, a,TRUE
1decanol,Control,56.842666666666574,55.18858751845695,447,1.0299713984826382,0.5583241237636993,0.7550393590794068,A,B,B,889.9713333333327,39.02422447840819,447,796.4412330712718,983.5014335953937,a,916.696,390.775,477.45311553499755, a,TRUE
1decanol,Control,56.842666666666574,55.18858751845695,447,1.0299713984826382,0.5583241237636993,0.7550393590794068,A,B,A,946.8139999999993,39.02422447840807,447,853.2838997379387,1040.34410026206,a,916.696,390.775,477.45311553499755, a,TRUE
1decanol,Control,33.51133333333323,55.18858751845694,447,0.6072149123607468,0.8162537736222908,0.972046680841029,A,C,C,913.302666666666,39.02422447840818,447,819.7725664046051,1006.832766928727,a,916.696,390.775,477.45311553499755, a,TRUE
1decanol,Control,33.51133333333323,55.18858751845694,447,0.6072149123607468,0.8162537736222908,0.972046680841029,A,C,A,946.8139999999993,39.02422447840807,447,853.2838997379387,1040.34410026206,a,916.696,390.775,477.45311553499755, a,TRUE
1octanol,Dose1,106.3121395348826,47.11795552382728,426,2.256297803098039,0.06324279605235028,0.1514345850427837,A,C,C,850.941860465117,34.54856121636854,426,768.1233142295621,933.7604067006719,a,961.5060606060606,504.02,400.50526763381725, a ,TRUE
1octanol,Dose1,106.3121395348826,47.11795552382728,426,2.256297803098039,0.06324279605235028,0.1514345850427837,A,C,A,957.2539999999996,32.03901762888821,426,880.4512397859885,1034.0567602140106,a,961.5060606060606,504.02,400.50526763381725, ab,TRUE
1octanol,Dose1,209.90147286821653,47.117955523827334,426,4.454808586974244,3.1939100689881705e-5,2.5260925091088256e-4,B,C,C,850.941860465117,34.54856121636854,426,768.1233142295621,933.7604067006719,a,961.5060606060606,504.02,400.50526763381725, a ,TRUE
1octanol,Dose1,209.90147286821653,47.117955523827334,426,4.454808586974244,3.1939100689881705e-5,2.5260925091088256e-4,B,C,B,1060.8433333333335,32.039017628888146,426,984.0405731193225,1137.6460935473444,a,961.5060606060606,504.02,400.50526763381725,  b,TRUE
1octanol,Dose1,103.58933333333393,45.31001325588434,426,2.2862348935614345,0.05881613234666805,0.1423661284275874,B,A,A,957.2539999999996,32.03901762888821,426,880.4512397859885,1034.0567602140106,a,961.5060606060606,504.02,400.50526763381725, ab,TRUE
1octanol,Dose1,103.58933333333393,45.31001325588434,426,2.2862348935614345,0.05881613234666805,0.1423661284275874,B,A,B,1060.8433333333335,32.039017628888146,426,984.0405731193225,1137.6460935473444,a,961.5060606060606,504.02,400.50526763381725,  b,TRUE
1octanol,Dose2,61.81712511091329,51.332022265275846,432,1.2042604671106094,0.45127172237070845,0.6436170466598629,C,B,B,870.4959183673477,35.71950955235407,432,784.8751109925311,956.1167257421644,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose2,61.81712511091329,51.332022265275846,432,1.2042604671106094,0.45127172237070845,0.6436170466598629,C,B,C,932.313043478261,36.865880529048304,432,843.9443481899289,1020.6817387665931,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose2,79.38741496598612,50.26180516125738,432,1.5794779895247224,0.25561038560321525,0.4318078358733927,A,B,B,870.4959183673477,35.71950955235407,432,784.8751109925311,956.1167257421644,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose2,79.38741496598612,50.26180516125738,432,1.5794779895247224,0.25561038560321525,0.4318078358733927,A,B,A,949.8833333333338,35.360510395178,432,865.1230584257742,1034.6436082408934,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose2,17.570289855072836,51.08286251366056,432,0.34395664202205184,0.93688061608925155,0.9999999299342638,A,C,C,932.313043478261,36.865880529048304,432,843.9443481899289,1020.6817387665931,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose2,17.570289855072836,51.08286251366056,432,0.34395664202205184,0.93688061608925155,0.9999999299342638,A,C,A,949.8833333333338,35.360510395178,432,865.1230584257742,1034.6436082408934,a,917.4818390804597,443.63,433.44100419367993, a,TRUE
1octanol,Dose3,83.60921461187156,54.16421800810312,443,1.5436245123923582,0.27159484559940683,0.44933584521229625,C,B,B,920.4113333333331,38.04022261417614,443,829.236513080162,1011.5861535865042,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose3,83.60921461187156,54.16421800810312,443,1.5436245123923582,0.27159484559940683,0.44933584521229625,C,B,C,1004.0205479452047,38.55780045455445,443,911.6051969243211,1096.4358989660882,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose3,99.14733333333261,53.796998736659546,443,1.842990048918276,0.15691160580370933,0.2989337891588915,A,B,B,920.4113333333331,38.04022261417614,443,829.236513080162,1011.5861535865042,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose3,99.14733333333261,53.796998736659546,443,1.842990048918276,0.15691160580370933,0.2989337891588915,A,B,A,1019.5586666666658,38.04022261417622,443,928.3838464134944,1110.733486919837,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose3,15.538118721461046,54.16421800810318,443,0.2868705446672651,0.9556544455273452,0.9999999299342638,A,C,C,1004.0205479452047,38.55780045455445,443,911.6051969243211,1096.4358989660882,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose3,15.538118721461046,54.16421800810318,443,0.2868705446672651,0.9556544455273452,0.9999999299342638,A,C,A,1019.5586666666658,38.04022261417622,443,928.3838464134944,1110.733486919837,a,981.1266816143498,463.02500000000003,466.90005246771693, a,TRUE
1octanol,Dose4,143.54219819819835,44.9276451868675,441,3.1949637600894385,0.004269645619139784,0.016632500098440053,B,C,C,1184.4851351351344,31.87507048580478,441,1108.0856390748665,1260.8846311954023,a,1287.5137387387388,890.47,393.82052198358826, a ,TRUE
1octanol,Dose4,143.54219819819835,44.9276451868675,441,3.1949637600894385,0.004269645619139784,0.016632500098440053,B,C,B,1328.0273333333328,31.661856919044194,441,1252.1388764270325,1403.915790239633,a,1287.5137387387388,890.47,393.82052198358826,  b,TRUE
1octanol,Dose4,165.84500185116636,45.232270789390824,441,3.6665194772857856,8.046597576488734e-4,0.0038535081971808435,A,C,C,1184.4851351351344,31.87507048580478,441,1108.0856390748665,1260.8846311954023,a,1287.5137387387388,890.47,393.82052198358826, a ,TRUE
1octanol,Dose4,165.84500185116636,45.232270789390824,441,3.6665194772857856,8.046597576488734e-4,0.0038535081971808435,A,C,A,1350.3301369863009,32.0926502846019,441,1273.4091366053322,1427.2511373672696,a,1287.5137387387388,890.47,393.82052198358826,  b,TRUE
1octanol,Dose4,22.302803652968016,45.08227352132753,441,0.49471337425822154,0.8738715450154665,0.9999999299342638,A,B,B,1328.0273333333328,31.661856919044194,441,1252.1388764270325,1403.915790239633,a,1287.5137387387388,890.47,393.82052198358826,  b,TRUE
1octanol,Dose4,22.302803652968016,45.08227352132753,441,0.49471337425822154,0.8738715450154665,0.9999999299342638,A,B,A,1350.3301369863009,32.0926502846019,441,1273.4091366053322,1427.2511373672696,a,1287.5137387387388,890.47,393.82052198358826,  b,TRUE
1octanol,Dose5,49.52720325203171,50.99952423771492,420,0.9711306917527202,0.5955386781737575,0.7870156709030415,B,C,C,949.3979999999997,34.23240068748639,420,867.332715259631,1031.4632847403684,a,1047.0990543735224,611.23,430.9363903853391, a ,TRUE
1octanol,Dose5,49.52720325203171,50.99952423771492,420,0.9711306917527202,0.5955386781737575,0.7870156709030415,B,C,B,998.9252032520313,37.80336249124752,420,908.2992569355739,1089.5511495684887,a,1047.0990543735224,611.23,430.9363903853391, a ,TRUE
1octanol,Dose5,234.9046666666648,48.4119253248332,420,4.852206663761191,5.1458860642616955e-6,5.0682123123483116e-5,A,C,C,949.3979999999997,34.23240068748639,420,867.332715259631,1031.4632847403684,a,1047.0990543735224,611.23,430.9363903853391, a ,TRUE
1octanol,Dose5,234.9046666666648,48.4119253248332,420,4.852206663761191,5.1458860642616955e-6,5.0682123123483116e-5,A,C,A,1184.3026666666644,34.23240068748631,420,1102.237381926296,1266.367951407033,a,1047.0990543735224,611.23,430.9363903853391,  b,TRUE
1octanol,Dose5,185.3774634146331,50.99952423771494,420,3.6348861324777535,9.10559687067547e-4,0.004302448696227069,A,B,B,998.9252032520313,37.80336249124752,420,908.2992569355739,1089.5511495684887,a,1047.0990543735224,611.23,430.9363903853391, a ,TRUE
1octanol,Dose5,185.3774634146331,50.99952423771494,420,3.6348861324777535,9.10559687067547e-4,0.004302448696227069,A,B,A,1184.3026666666644,34.23240068748631,420,1102.237381926296,1266.367951407033,a,1047.0990543735224,611.23,430.9363903853391,  b,TRUE
1octanol,Control,81.11266666666626,44.829027757331865,433,1.8093782248801982,0.16768672547914343,0.3137364541222683,B,A,A,850.125333333332,31.6989095212095,433,774.1427158005179,926.1079508661462,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
1octanol,Control,81.11266666666626,44.829027757331865,433,1.8093782248801982,0.16768672547914343,0.3137364541222683,B,A,B,931.2379999999982,31.698909521209348,433,855.2553824671844,1007.2206175328121,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
1octanol,Control,100.8967254901964,45.96824090212551,433,2.1949224836561254,0.07316219022608828,0.16824080748025586,C,A,A,850.125333333332,31.6989095212095,433,774.1427158005179,926.1079508661462,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
1octanol,Control,100.8967254901964,45.96824090212551,433,2.1949224836561254,0.07316219022608828,0.16824080748025586,C,A,C,951.0220588235285,33.29051376596664,433,871.2243492758906,1030.8197683711664,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
1octanol,Control,19.784058823530145,45.9682409021254,433,0.4303853798898666,0.902975903720939,0.9999999299342638,C,B,B,931.2379999999982,31.698909521209348,433,855.2553824671844,1007.2206175328121,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
1octanol,Control,19.784058823530145,45.9682409021254,433,0.4303853798898666,0.902975903720939,0.9999999299342638,C,B,C,951.0220588235285,33.29051376596664,433,871.2243492758906,1030.8197683711664,a,909.5034403669724,488.77500000000003,389.804766885921, a,TRUE
