plate_id,dose,Dose_mg_L,Group,endpoint,endpoint_value_norm
Aniline,Dose3,0.1,B,ld_pearson,-24.877684363996536
Aniline,Dose3,0.1,C,ld_pearson,-1.5585805632160827
Aniline,Dose3,0.1,C,ld_pearson,-93.51961956604967
Aniline,Dose4,0.01,C,ld_pearson,-63.43806330614674
Aniline,Dose4,0.01,A,ld_pearson,-52.49457650350627
Aniline,Dose4,0.01,A,ld_pearson,15.448654782564205
Aniline,Dose4,0.01,A,ld_pearson,-14.585607024325796
Aniline,Dose4,0.01,B,ld_pearson,-6.601527340552366
Aniline,Dose4,0.01,B,ld_pearson,3.04908775513897
Aniline,Dose4,0.01,B,ld_pearson,10.877272702071792
Aniline,Dose4,0.01,C,ld_pearson,-1.5432526475559882
Aniline,Dose4,0.01,C,ld_pearson,-1.246645517468508
Aniline,Dose5,0.001,C,ld_pearson,11.957515836146754
Aniline,Dose5,0.001,A,ld_pearson,5.483556199566834
Aniline,Dose5,0.001,A,ld_pearson,-10.696364733101248
Aniline,Dose5,0.001,A,ld_pearson,2.4828967136550943
Aniline,Dose5,0.001,B,ld_pearson,-22.627067341639716
Aniline,Dose5,0.001,B,ld_pearson,17.512020055593467
Aniline,Dose5,0.001,B,ld_pearson,-10.232156550716283
Aniline,Dose5,0.001,C,ld_pearson,5.355378332744195
Aniline,Dose5,0.001,C,ld_pearson,-1.6335542403615904
Aniline,Control,0,C,ld_pearson,-24.302354521369722
Aniline,Control,0,A,ld_pearson,-6.265611941777564
Aniline,Control,0,A,ld_pearson,16.10571672795504
Aniline,Control,0,A,ld_pearson,18.266320642077275
Aniline,Control,0,B,ld_pearson,-18.655538029025323
Aniline,Control,0,B,ld_pearson,0
Aniline,Control,0,B,ld_pearson,9.889603259184582
Aniline,Control,0,C,ld_pearson,14.85024818557146
Aniline,Control,0,C,ld_pearson,-1.6934378826934875
Aniline,Dose1,10,C,ld_pearson,-74.54043052348554
BPA,Dose1,1,A,ld_pearson,-61.91726800698547
BPA,Dose1,1,A,ld_pearson,23.355562704174602
BPA,Dose1,1,A,ld_pearson,4.710658250161856
BPA,Dose1,1,B,ld_pearson,14.598713580448262
BPA,Dose1,1,B,ld_pearson,17.64977235864322
BPA,Dose1,1,B,ld_pearson,3.818253362523947
BPA,Dose1,1,C,ld_pearson,-4.5860180835408215
BPA,Dose1,1,C,ld_pearson,-8.839897253454026
BPA,Dose2,0.1,C,ld_pearson,21.109241800108578
BPA,Dose2,0.1,A,ld_pearson,-17.58029031309397
BPA,Dose2,0.1,A,ld_pearson,5.215189675804169
BPA,Dose2,0.1,A,ld_pearson,24.833800455738483
BPA,Dose2,0.1,B,ld_pearson,28.60200471497285
BPA,Dose2,0.1,B,ld_pearson,-35.140877418791476
BPA,Dose2,0.1,B,ld_pearson,11.951108874765566
BPA,Dose2,0.1,C,ld_pearson,-31.125417662583132
BPA,Dose2,0.1,C,ld_pearson,15.706383127035807
BPA,Dose3,0.01,C,ld_pearson,-17.296119656816884
BPA,Dose3,0.01,A,ld_pearson,1.903839263663059
BPA,Dose3,0.01,A,ld_pearson,9.77401093954417
BPA,Dose3,0.01,A,ld_pearson,-20.35153184263868
BPA,Dose3,0.01,B,ld_pearson,13.118962623276744
BPA,Dose3,0.01,B,ld_pearson,-60.76960516844392
BPA,Dose3,0.01,B,ld_pearson,-81.0752162279662
BPA,Dose3,0.01,C,ld_pearson,-47.4905087219483
BPA,Dose3,0.01,C,ld_pearson,14.940148024969375
BPA,Dose4,0.001,C,ld_pearson,-34.315184408030916
BPA,Dose4,0.001,A,ld_pearson,34.78500712705318
BPA,Dose4,0.001,A,ld_pearson,27.113643527822504
BPA,Dose4,0.001,A,ld_pearson,-43.58862781953634
BPA,Dose4,0.001,B,ld_pearson,-2.114155117600262
BPA,Dose4,0.001,B,ld_pearson,-4.003988604676195
BPA,Dose4,0.001,B,ld_pearson,-0.4962405894345636
BPA,Dose4,0.001,C,ld_pearson,40.40063348887742
BPA,Dose4,0.001,C,ld_pearson,-29.43764983648134
BPA,Dose5,1e-4,C,ld_pearson,-38.81749588815623
BPA,Dose5,1e-4,A,ld_pearson,23.154067008555486
BPA,Dose5,1e-4,A,ld_pearson,3.111449256948106
BPA,Dose5,1e-4,A,ld_pearson,6.0526422858086875
BPA,Dose5,1e-4,B,ld_pearson,37.74113314977805
BPA,Dose5,1e-4,B,ld_pearson,5.141506504201402
BPA,Dose5,1e-4,B,ld_pearson,-0.8219904091238135
BPA,Dose5,1e-4,C,ld_pearson,-25.060826738104325
BPA,Dose5,1e-4,C,ld_pearson,32.82142806621695
BPA,Control,0,C,ld_pearson,0.39270165621643116
BPA,Control,0,A,ld_pearson,-70.92342234159045
BPA,Control,0,A,ld_pearson,-6.708861225669693
BPA,Control,0,A,ld_pearson,19.364931358671768
BPA,Control,0,B,ld_pearson,9.798400873970195
BPA,Control,0,B,ld_pearson,0
BPA,Control,0,B,ld_pearson,-5.132599521146389
BPA,Control,0,C,ld_pearson,15.683003136245134
BPA,Control,0,C,ld_pearson,-12.127556804217093
BPA,Dose1,1,C,ld_pearson,-0.5993073568217397
BPAF,Dose1,1,A,ld_pearson,-32.36071826694909
BPAF,Dose1,1,A,ld_pearson,26.709558597865012
BPAF,Dose1,1,A,ld_pearson,-36.86990627583844
BPAF,Dose1,1,B,ld_pearson,9.155508839473427
BPAF,Dose1,1,B,ld_pearson,-8.146539214776752
BPAF,Dose1,1,B,ld_pearson,16.658861757976595
BPAF,Dose1,1,C,ld_pearson,-14.565139662554003
BPAF,Dose1,1,C,ld_pearson,-3.726291257680515
BPAF,Dose2,0.1,C,ld_pearson,-13.291637798271523
BPAF,Dose2,0.1,A,ld_pearson,-72.22555025133292
BPAF,Dose2,0.1,A,ld_pearson,-47.92820884013798
BPAF,Dose2,0.1,A,ld_pearson,-2.0954018783217805
BPAF,Dose2,0.1,B,ld_pearson,9.521493389125112
BPAF,Dose2,0.1,B,ld_pearson,6.903860432157273
BPAF,Dose2,0.1,B,ld_pearson,-14.42377294978445
BPAF,Dose2,0.1,C,ld_pearson,-67.40579158960267
BPAF,Dose2,0.1,C,ld_pearson,-3.2294188939053754
BPAF,Dose3,0.01,C,ld_pearson,7.613621948903344
BPAF,Dose3,0.01,A,ld_pearson,13.748043020125024
BPAF,Dose3,0.01,A,ld_pearson,-43.379083455710735
BPAF,Dose3,0.01,A,ld_pearson,23.740656307689065
BPAF,Dose3,0.01,B,ld_pearson,-30.318767783264605
BPAF,Dose3,0.01,B,ld_pearson,12.80898978008085
BPAF,Dose3,0.01,B,ld_pearson,4.809308030135952
BPAF,Dose3,0.01,C,ld_pearson,-3.8691434422027413
BPAF,Dose3,0.01,C,ld_pearson,-48.271510011507054
BPAF,Dose4,0.001,C,ld_pearson,-75.09331956978835
BPAF,Dose4,0.001,A,ld_pearson,-6.38721534408549
BPAF,Dose4,0.001,A,ld_pearson,26.739774800302627
BPAF,Dose4,0.001,A,ld_pearson,-5.461846192287297
BPAF,Dose4,0.001,B,ld_pearson,7.264919499359124
BPAF,Dose4,0.001,B,ld_pearson,18.709732709370513
BPAF,Dose4,0.001,B,ld_pearson,-26.686075587833074
BPAF,Dose4,0.001,C,ld_pearson,1.2107094709096629
BPAF,Dose4,0.001,C,ld_pearson,-42.79768121875024
BPAF,Dose5,1e-4,C,ld_pearson,-10.044787445354757
BPAF,Dose5,1e-4,A,ld_pearson,19.063130603336532
BPAF,Dose5,1e-4,A,ld_pearson,-8.47740997088097
BPAF,Dose5,1e-4,A,ld_pearson,22.42665551339374
BPAF,Dose5,1e-4,B,ld_pearson,-3.4834915204121586
BPAF,Dose5,1e-4,B,ld_pearson,-63.886387311030106
BPAF,Dose5,1e-4,B,ld_pearson,5.48579846900239
BPAF,Dose5,1e-4,C,ld_pearson,14.745677043253139
BPAF,Dose5,1e-4,C,ld_pearson,-34.033448492990914
BPAF,Control,0,C,ld_pearson,0
BPAF,Control,0,A,ld_pearson,3.801747956182112
BPAF,Control,0,A,ld_pearson,16.368086336834466
BPAF,Control,0,A,ld_pearson,-85.32971173248437
BPAF,Control,0,B,ld_pearson,5.027673608045319
BPAF,Control,0,B,ld_pearson,15.061831716677915
BPAF,Control,0,B,ld_pearson,-15.47215555672419
BPAF,Control,0,C,ld_pearson,-10.620011296003938
BPAF,Control,0,C,ld_pearson,-38.68044832215396
BPAF,Dose1,1,C,ld_pearson,-70.5534351947647
Clofibric_Acid,Dose1,10,A,ld_pearson,-17.819043581636805
Clofibric_Acid,Dose1,10,A,ld_pearson,-14.561174817595784
Clofibric_Acid,Dose1,10,A,ld_pearson,-11.202150470077385
Clofibric_Acid,Dose1,10,B,ld_pearson,-31.671697143667217
Clofibric_Acid,Dose1,10,B,ld_pearson,-56.17502364389907
Clofibric_Acid,Dose1,10,B,ld_pearson,22.85335151085836
Clofibric_Acid,Dose1,10,C,ld_pearson,-22.71396973472983
Clofibric_Acid,Dose1,10,C,ld_pearson,-75.73883226165559
Clofibric_Acid,Dose1,10,C,ld_pearson,-21.650635987410595
Clofibric_Acid,Dose2,1,A,ld_pearson,10.142727947471954
Clofibric_Acid,Dose2,1,A,ld_pearson,23.145050436272996
Clofibric_Acid,Dose2,1,A,ld_pearson,-7.888042735180761
Clofibric_Acid,Dose2,1,B,ld_pearson,28.11141683799778
Clofibric_Acid,Dose2,1,B,ld_pearson,16.910861141000694
Clofibric_Acid,Dose2,1,B,ld_pearson,-2.936266308139551
Clofibric_Acid,Dose2,1,C,ld_pearson,19.08551516820829
Clofibric_Acid,Dose2,1,C,ld_pearson,-4.048820225552035
Clofibric_Acid,Dose2,1,C,ld_pearson,-78.05492390707673
Clofibric_Acid,Dose3,0.1,A,ld_pearson,-79.48130992395346
Clofibric_Acid,Dose3,0.1,A,ld_pearson,24.39427442272259
Clofibric_Acid,Dose3,0.1,A,ld_pearson,35.15863599042643
Clofibric_Acid,Dose3,0.1,B,ld_pearson,-30.82875626808199
Clofibric_Acid,Dose3,0.1,B,ld_pearson,-8.187206863458442
Clofibric_Acid,Dose3,0.1,B,ld_pearson,19.424482113135653
Clofibric_Acid,Dose3,0.1,C,ld_pearson,37.84785348083673
Clofibric_Acid,Dose3,0.1,C,ld_pearson,17.40266241298181
Clofibric_Acid,Dose3,0.1,C,ld_pearson,-65.09249465630121
Clofibric_Acid,Dose4,0.01,A,ld_pearson,40.76351138143818
Clofibric_Acid,Dose4,0.01,A,ld_pearson,-19.000514559959953
Clofibric_Acid,Dose4,0.01,A,ld_pearson,-1.8908664978530538
Clofibric_Acid,Dose4,0.01,B,ld_pearson,-20.8879594555726
Clofibric_Acid,Dose4,0.01,B,ld_pearson,36.086051662249446
Clofibric_Acid,Dose4,0.01,B,ld_pearson,30.80190672956263
Clofibric_Acid,Dose4,0.01,C,ld_pearson,7.891689100541768
Clofibric_Acid,Dose4,0.01,C,ld_pearson,24.758938762543565
Clofibric_Acid,Dose4,0.01,C,ld_pearson,27.70777163430604
Clofibric_Acid,Dose5,0.001,A,ld_pearson,31.501781820470086
Clofibric_Acid,Dose5,0.001,A,ld_pearson,23.285949154740095
Clofibric_Acid,Dose5,0.001,A,ld_pearson,-9.710731400281517
Clofibric_Acid,Dose5,0.001,B,ld_pearson,6.5049761036097635
Clofibric_Acid,Dose5,0.001,B,ld_pearson,13.796161815558051
Clofibric_Acid,Dose5,0.001,B,ld_pearson,15.06285621991725
Clofibric_Acid,Dose5,0.001,C,ld_pearson,-2.555551691666153
Clofibric_Acid,Dose5,0.001,C,ld_pearson,-41.29987352530665
Clofibric_Acid,Dose5,0.001,C,ld_pearson,25.224727365793328
Clofibric_Acid,Control,0,A,ld_pearson,-90.3243192642003
Clofibric_Acid,Control,0,A,ld_pearson,23.277195786148667
Clofibric_Acid,Control,0,A,ld_pearson,-27.250629671312012
Clofibric_Acid,Control,0,B,ld_pearson,-65.65899877185426
Clofibric_Acid,Control,0,B,ld_pearson,0
Clofibric_Acid,Control,0,B,ld_pearson,17.99113519738364
Clofibric_Acid,Control,0,C,ld_pearson,-39.14197650867831
Clofibric_Acid,Control,0,C,ld_pearson,1.396831409508792
Clofibric_Acid,Control,0,C,ld_pearson,24.769704197648394
DES,Dose1,0.1,A,ld_pearson,-12.029016845209156
DES,Dose1,0.1,A,ld_pearson,-4.930084009677273
DES,Dose1,0.1,A,ld_pearson,0.4729091190366148
DES,Dose1,0.1,B,ld_pearson,-37.64119180254144
DES,Dose1,0.1,B,ld_pearson,6.263126266267221
DES,Dose1,0.1,B,ld_pearson,4.5275118120893865
DES,Dose1,0.1,C,ld_pearson,-10.823993493930942
DES,Dose1,0.1,C,ld_pearson,10.936548462346636
DES,Dose2,0.01,C,ld_pearson,-9.538704690065586
DES,Dose2,0.01,A,ld_pearson,-18.7666015019566
DES,Dose2,0.01,A,ld_pearson,12.241663956227569
DES,Dose2,0.01,A,ld_pearson,-38.72246789899428
DES,Dose2,0.01,B,ld_pearson,-21.82560801548557
DES,Dose2,0.01,B,ld_pearson,-29.612739153408114
DES,Dose2,0.01,B,ld_pearson,-22.4921778474791
DES,Dose2,0.01,C,ld_pearson,-36.83260125063359
DES,Dose3,0.001,C,ld_pearson,-7.761117771308406
DES,Dose3,0.001,C,ld_pearson,-10.168296064540058
DES,Dose3,0.001,A,ld_pearson,-86.53938924275056
DES,Dose3,0.001,A,ld_pearson,12.302758749912712
DES,Dose3,0.001,A,ld_pearson,-9.931757582042295
DES,Dose3,0.001,B,ld_pearson,-2.338745964604854
DES,Dose3,0.001,B,ld_pearson,-18.028687297854106
DES,Dose3,0.001,B,ld_pearson,-9.924867879422521
DES,Dose4,1e-4,C,ld_pearson,6.483395965527336
DES,Dose4,1e-4,C,ld_pearson,-88.47748569803966
DES,Dose4,1e-4,C,ld_pearson,-10.724697919030248
DES,Dose4,1e-4,A,ld_pearson,-40.427996080304816
DES,Dose4,1e-4,A,ld_pearson,4.818339835244245
DES,Dose4,1e-4,A,ld_pearson,-46.412573932299026
DES,Dose4,1e-4,B,ld_pearson,1.4782955407152514
DES,Dose4,1e-4,B,ld_pearson,-16.9338695265633
DES,Dose4,1e-4,B,ld_pearson,-9.034283886579757
DES,Dose5,1e-5,C,ld_pearson,2.720906368240648
DES,Dose5,1e-5,C,ld_pearson,10.698939877255725
DES,Dose5,1e-5,C,ld_pearson,-12.566784863009474
DES,Dose5,1e-5,A,ld_pearson,6.722254166830737
DES,Dose5,1e-5,A,ld_pearson,-11.440392684186108
DES,Dose5,1e-5,A,ld_pearson,7.577344222681859
DES,Dose5,1e-5,B,ld_pearson,-35.98898483287523
DES,Dose5,1e-5,B,ld_pearson,-9.779362662600647
DES,Dose5,1e-5,B,ld_pearson,10.426856802315115
DES,Control,0,C,ld_pearson,-37.3281271988668
DES,Control,0,C,ld_pearson,3.0016049693036564
DES,Control,0,C,ld_pearson,1.0024988597993882
DES,Control,0,A,ld_pearson,-14.430969148107692
DES,Control,0,A,ld_pearson,0
DES,Control,0,A,ld_pearson,1.9962864956488033
DES,Control,0,B,ld_pearson,-35.185465698269994
DES,Control,0,B,ld_pearson,13.56342113551949
DES,Control,0,B,ld_pearson,-77.70855918676882
DES,Dose1,0.1,C,ld_pearson,6.176574581156331
DES,Dose2,0.01,C,ld_pearson,-39.77070530064948
DES,Dose3,0.001,C,ld_pearson,-29.41174825725379
Dimethylformamide,Dose1,1000,A,ld_pearson,0.23282232032903494
Dimethylformamide,Dose1,1000,A,ld_pearson,-42.37408883234024
Dimethylformamide,Dose1,1000,A,ld_pearson,18.29546106280739
Dimethylformamide,Dose1,1000,B,ld_pearson,1.7637793424550665
Dimethylformamide,Dose1,1000,B,ld_pearson,11.714441710652238
Dimethylformamide,Dose1,1000,B,ld_pearson,12.164886446434451
Dimethylformamide,Dose1,1000,C,ld_pearson,-23.60946125355005
Dimethylformamide,Dose1,1000,C,ld_pearson,-12.296190015908365
Dimethylformamide,Dose2,100,C,ld_pearson,7.326555047179738
Dimethylformamide,Dose2,100,A,ld_pearson,8.46140320667837
Dimethylformamide,Dose2,100,A,ld_pearson,9.862747132752745
Dimethylformamide,Dose2,100,A,ld_pearson,-28.956042623665994
Dimethylformamide,Dose2,100,B,ld_pearson,16.919691740365337
Dimethylformamide,Dose2,100,B,ld_pearson,-82.89177865968223
Dimethylformamide,Dose2,100,B,ld_pearson,-8.081659056913608
Dimethylformamide,Dose2,100,C,ld_pearson,17.13906791518116
Dimethylformamide,Dose3,10,C,ld_pearson,-4.78862741279346
Dimethylformamide,Dose3,10,C,ld_pearson,-49.572546879536304
Dimethylformamide,Dose3,10,A,ld_pearson,-5.422929231747574
Dimethylformamide,Dose3,10,A,ld_pearson,5.627809238056969
Dimethylformamide,Dose3,10,A,ld_pearson,-6.572113072403326
Dimethylformamide,Dose3,10,B,ld_pearson,-2.0323370593974914
Dimethylformamide,Dose3,10,B,ld_pearson,5.9538254134982935
Dimethylformamide,Dose3,10,B,ld_pearson,5.225456742529232
Dimethylformamide,Dose3,10,C,ld_pearson,-75.85669755922441
Dimethylformamide,Dose4,1,C,ld_pearson,-9.37935185780249
Dimethylformamide,Dose4,1,C,ld_pearson,5.967262068042345
Dimethylformamide,Dose4,1,A,ld_pearson,8.328468717879417
Dimethylformamide,Dose4,1,A,ld_pearson,-33.989775835834905
Dimethylformamide,Dose4,1,A,ld_pearson,10.603342505959318
Dimethylformamide,Dose4,1,B,ld_pearson,13.406389441065002
Dimethylformamide,Dose4,1,B,ld_pearson,7.067982658101997
Dimethylformamide,Dose4,1,B,ld_pearson,2.140943522109339
Dimethylformamide,Dose4,1,C,ld_pearson,11.779081102508144
Dimethylformamide,Dose5,0.1,C,ld_pearson,-8.58558611293509
Dimethylformamide,Dose5,0.1,C,ld_pearson,-11.429234513345008
Dimethylformamide,Dose5,0.1,A,ld_pearson,-13.125782525413769
Dimethylformamide,Dose5,0.1,A,ld_pearson,-5.797724882959187
Dimethylformamide,Dose5,0.1,A,ld_pearson,12.842515382011925
Dimethylformamide,Dose5,0.1,B,ld_pearson,-43.469510084323474
Dimethylformamide,Dose5,0.1,B,ld_pearson,19.01190468106826
Dimethylformamide,Dose5,0.1,B,ld_pearson,-23.195292603329364
Dimethylformamide,Dose5,0.1,C,ld_pearson,14.96878400272827
Dimethylformamide,Control,0,C,ld_pearson,9.772292001422372
Dimethylformamide,Control,0,C,ld_pearson,-17.15612161911963
Dimethylformamide,Control,0,A,ld_pearson,-14.88573401463556
Dimethylformamide,Control,0,A,ld_pearson,-39.851181540412284
Dimethylformamide,Control,0,A,ld_pearson,7.161645378988297
Dimethylformamide,Control,0,B,ld_pearson,7.14392318188419
Dimethylformamide,Control,0,B,ld_pearson,0
Dimethylformamide,Control,0,B,ld_pearson,-0.8143491053119476
Dimethylformamide,Control,0,C,ld_pearson,4.923942937012043
Dimethylformamide,Dose1,1000,C,ld_pearson,-85.73952442520462
Dimethylformamide,Dose2,100,C,ld_pearson,36.3884805264687
DMSO,Dose1,10,A,ld_pearson,42.0197281436036
DMSO,Dose1,10,A,ld_pearson,50.5520351757682
DMSO,Dose1,10,A,ld_pearson,34.344675444268404
DMSO,Dose1,10,B,ld_pearson,-14.45572221606109
DMSO,Dose1,10,B,ld_pearson,39.17925915323468
DMSO,Dose1,10,B,ld_pearson,-7.604353194337065
DMSO,Dose1,10,C,ld_pearson,12.503280357490283
DMSO,Dose1,10,C,ld_pearson,13.150834335027199
DMSO,Dose1,10,C,ld_pearson,11.820057818313074
DMSO,Dose2,1,A,ld_pearson,-4.7986903815626505
DMSO,Dose2,1,A,ld_pearson,-2.8360694197898084
DMSO,Dose2,1,A,ld_pearson,-10.614165314598495
DMSO,Dose2,1,B,ld_pearson,-74.18975266440631
DMSO,Dose2,1,B,ld_pearson,12.273859820007772
DMSO,Dose2,1,B,ld_pearson,25.025341716025082
DMSO,Dose2,1,C,ld_pearson,3.9881526162871808
DMSO,Dose2,1,C,ld_pearson,10.012670114702104
DMSO,Dose2,1,C,ld_pearson,-39.07788416158502
DMSO,Dose3,0.1,A,ld_pearson,-13.921197364316512
DMSO,Dose3,0.1,A,ld_pearson,45.38161044172381
DMSO,Dose3,0.1,A,ld_pearson,15.335802972033449
DMSO,Dose3,0.1,B,ld_pearson,33.535910519653385
DMSO,Dose3,0.1,B,ld_pearson,21.06269003013992
DMSO,Dose3,0.1,B,ld_pearson,41.67483990201612
DMSO,Dose3,0.1,C,ld_pearson,-3.065353578293113
DMSO,Dose3,0.1,C,ld_pearson,-61.24032497416428
DMSO,Dose3,0.1,C,ld_pearson,28.890453966176267
DMSO,Dose4,0.01,A,ld_pearson,50.291680450590945
DMSO,Dose4,0.01,A,ld_pearson,34.25494619168791
DMSO,Dose4,0.01,A,ld_pearson,-90.4708466624538
DMSO,Dose4,0.01,B,ld_pearson,-13.312409220043875
DMSO,Dose4,0.01,B,ld_pearson,3.312142122002527
DMSO,Dose4,0.01,B,ld_pearson,-5.370147904420435
DMSO,Dose4,0.01,C,ld_pearson,8.759248846335126
DMSO,Dose4,0.01,C,ld_pearson,-13.53334811709938
DMSO,Dose4,0.01,C,ld_pearson,-45.177425435180105
DMSO,Dose5,0.001,A,ld_pearson,43.0169087516567
DMSO,Dose5,0.001,A,ld_pearson,-19.720242564705813
DMSO,Dose5,0.001,A,ld_pearson,34.21562778705035
DMSO,Dose5,0.001,B,ld_pearson,-64.0679498271093
DMSO,Dose5,0.001,B,ld_pearson,14.864518917121387
DMSO,Dose5,0.001,B,ld_pearson,-4.13685431516808
DMSO,Dose5,0.001,C,ld_pearson,-4.603154061221787
DMSO,Dose5,0.001,C,ld_pearson,-23.604800658959306
DMSO,Dose5,0.001,C,ld_pearson,-26.423237159151554
DMSO,Control,0,A,ld_pearson,-40.87321626259551
DMSO,Control,0,A,ld_pearson,-66.63417636260985
DMSO,Control,0,A,ld_pearson,7.024761274475495
DMSO,Control,0,B,ld_pearson,5.298823529678515
DMSO,Control,0,B,ld_pearson,0
DMSO,Control,0,B,ld_pearson,37.835502998824154
DMSO,Control,0,C,ld_pearson,-25.619176102199646
DMSO,Control,0,C,ld_pearson,23.840371081557137
DMSO,Control,0,C,ld_pearson,-47.2704923409609
EE2,Dose1,0.001,A,ld_pearson,31.51901020978889
EE2,Dose1,0.001,A,ld_pearson,56.865728134847814
EE2,Dose1,0.001,A,ld_pearson,47.33702807552871
EE2,Dose1,0.001,B,ld_pearson,31.40984618912995
EE2,Dose1,0.001,B,ld_pearson,18.27279942014792
EE2,Dose1,0.001,B,ld_pearson,27.194852117352312
EE2,Dose1,0.001,C,ld_pearson,9.78998514546032
EE2,Dose1,0.001,C,ld_pearson,64.09099974075173
EE2,Dose2,1e-4,C,ld_pearson,-2.3237728322254725
EE2,Dose2,1e-4,A,ld_pearson,51.39354292907524
EE2,Dose2,1e-4,A,ld_pearson,-8.07168056700175
EE2,Dose2,1e-4,A,ld_pearson,31.901679456375547
EE2,Dose2,1e-4,B,ld_pearson,22.229492573595167
EE2,Dose2,1e-4,B,ld_pearson,26.229993070024804
EE2,Dose2,1e-4,B,ld_pearson,28.16961760592727
EE2,Dose2,1e-4,C,ld_pearson,9.703228003481826
EE2,Dose2,1e-4,C,ld_pearson,48.67056278688321
EE2,Dose3,1e-5,C,ld_pearson,10.143856425467732
EE2,Dose3,1e-5,A,ld_pearson,48.81780322103276
EE2,Dose3,1e-5,A,ld_pearson,18.661307408550257
EE2,Dose3,1e-5,A,ld_pearson,-12.760400299043383
EE2,Dose3,1e-5,B,ld_pearson,1.201365224642032
EE2,Dose3,1e-5,B,ld_pearson,-37.55012188322199
EE2,Dose3,1e-5,B,ld_pearson,54.83973994242211
EE2,Dose3,1e-5,C,ld_pearson,-22.38878608011342
EE2,Dose3,1e-5,C,ld_pearson,41.741505485595354
EE2,Dose4,1e-6,C,ld_pearson,28.679151166459746
EE2,Dose4,1e-6,A,ld_pearson,31.462281133410784
EE2,Dose4,1e-6,A,ld_pearson,44.62629172290963
EE2,Dose4,1e-6,A,ld_pearson,29.52053731847829
EE2,Dose4,1e-6,B,ld_pearson,36.84032057965118
EE2,Dose4,1e-6,B,ld_pearson,-84.36748676902663
EE2,Dose4,1e-6,B,ld_pearson,42.906365938641756
EE2,Dose4,1e-6,C,ld_pearson,34.66926374677939
EE2,Dose5,1e-7,C,ld_pearson,-0.6232102017240635
EE2,Dose5,1e-7,C,ld_pearson,-44.18588318090554
EE2,Dose5,1e-7,A,ld_pearson,23.391035133218054
EE2,Dose5,1e-7,A,ld_pearson,3.0271821569797908
EE2,Dose5,1e-7,A,ld_pearson,41.00711635759754
EE2,Dose5,1e-7,B,ld_pearson,28.1805937384064
EE2,Dose5,1e-7,B,ld_pearson,33.86712141224555
EE2,Dose5,1e-7,B,ld_pearson,43.23115792360872
EE2,Control,0,C,ld_pearson,-21.49949615223302
EE2,Control,0,C,ld_pearson,29.408926315133357
EE2,Control,0,C,ld_pearson,31.030183066872382
EE2,Control,0,A,ld_pearson,-21.110435509985805
EE2,Control,0,A,ld_pearson,4.010540652191125
EE2,Control,0,A,ld_pearson,-14.726699165757935
EE2,Control,0,B,ld_pearson,-34.6224256047111
EE2,Control,0,B,ld_pearson,18.257332942041813
EE2,Control,0,B,ld_pearson,0
EE2,Dose1,0.001,C,ld_pearson,-75.35601088059381
EE2,Dose5,1e-7,C,ld_pearson,49.750063490812835
EE2,Dose4,1e-6,C,ld_pearson,-7.691371862612556
Fadrozole,Dose1,1,A,ld_pearson,-96.92131825175461
Fadrozole,Dose1,1,A,ld_pearson,21.64528537545243
Fadrozole,Dose1,1,A,ld_pearson,14.297799007916055
Fadrozole,Dose1,1,B,ld_pearson,-23.98163202477643
Fadrozole,Dose1,1,B,ld_pearson,-58.35384246805673
Fadrozole,Dose1,1,B,ld_pearson,-33.30374784873527
Fadrozole,Dose1,1,C,ld_pearson,-35.16776237336808
Fadrozole,Dose2,0.1,C,ld_pearson,-12.419585214289711
Fadrozole,Dose2,0.1,C,ld_pearson,-7.4780702738848674
Fadrozole,Dose2,0.1,A,ld_pearson,10.422060652075643
Fadrozole,Dose2,0.1,A,ld_pearson,-4.661231374423167
Fadrozole,Dose2,0.1,A,ld_pearson,-5.812009636039335
Fadrozole,Dose2,0.1,B,ld_pearson,15.685995333133036
Fadrozole,Dose2,0.1,B,ld_pearson,-47.22673752172224
Fadrozole,Dose2,0.1,B,ld_pearson,21.23334049940088
Fadrozole,Dose2,0.1,C,ld_pearson,-98.75542498350505
Fadrozole,Dose3,0.01,C,ld_pearson,6.649566035014303
Fadrozole,Dose3,0.01,C,ld_pearson,-0.1380385245417557
Fadrozole,Dose3,0.01,A,ld_pearson,22.848474284798442
Fadrozole,Dose3,0.01,A,ld_pearson,-63.830690397872175
Fadrozole,Dose3,0.01,A,ld_pearson,-22.986420543288844
Fadrozole,Dose3,0.01,B,ld_pearson,17.587868530617428
Fadrozole,Dose3,0.01,B,ld_pearson,11.070251539991034
Fadrozole,Dose3,0.01,B,ld_pearson,2.1900194850851022
Fadrozole,Dose3,0.01,C,ld_pearson,20.763447295840876
Fadrozole,Dose4,0.001,C,ld_pearson,9.56963540468783
Fadrozole,Dose4,0.001,C,ld_pearson,17.400385935592368
Fadrozole,Dose4,0.001,A,ld_pearson,0.5844091029726144
Fadrozole,Dose4,0.001,A,ld_pearson,-10.32862367787098
Fadrozole,Dose4,0.001,A,ld_pearson,-24.96347821741037
Fadrozole,Dose4,0.001,B,ld_pearson,5.815593159951618
Fadrozole,Dose4,0.001,B,ld_pearson,16.91658467506589
Fadrozole,Dose4,0.001,B,ld_pearson,6.411842127230145
Fadrozole,Dose4,0.001,C,ld_pearson,7.547251495862611
Fadrozole,Dose5,1e-4,C,ld_pearson,1.2406869810988752
Fadrozole,Dose5,1e-4,C,ld_pearson,-5.301509494452844
