plate_id,Dose,Group,emmean,SE,df,lower.CL,upper.CL,.group,mean_totaldist,percent15,sd,legacy_group
1decanol,Dose3,C,909.2199999999992,37.51040629164206,447,819.3180965484888,999.1219034515096,a,880.0066666666667,362.8,464.3946058398879, ab
1decanol,Dose3,A,952.9399999999993,37.51040629164196,447,863.0380965484891,1042.8419034515096,a,880.0066666666667,362.8,464.3946058398879,  b
1decanol,Dose4,A,778.3506666666672,33.675703359745114,447,697.6394685908391,859.0618647424952,a,841.694,369.53999999999996,414.24859141257815, a
1decanol,Dose4,B,854.373333333334,33.67570335974522,447,773.6621352575057,935.0845314091623,a,841.694,369.53999999999996,414.24859141257815, a
1decanol,Dose4,C,892.3580000000007,33.675703359745214,447,811.6468019241725,973.069198075829,a,841.694,369.53999999999996,414.24859141257815, a
1decanol,Dose5,B,758.2979999999988,35.067937767287,447,674.2500072673613,842.3459927326362,a,821.6802222222223,325.98499999999996,431.6857699194551, a
1decanol,Dose5,C,821.0706666666654,35.06793776728699,447,737.0226739340279,905.1186593993028,a,821.6802222222223,325.98499999999996,431.6857699194551, a
1decanol,Dose5,A,885.6719999999991,35.06793776728689,447,801.6240072673619,969.7199927326363,a,821.6802222222223,325.98499999999996,431.6857699194551, a
1decanol,Control,B,889.9713333333327,39.02422447840819,447,796.4412330712718,983.5014335953937,a,916.696,390.775,477.45311553499755, a
1decanol,Control,C,913.302666666666,39.02422447840818,447,819.7725664046051,1006.832766928727,a,916.696,390.775,477.45311553499755, a
1decanol,Control,A,946.8139999999993,39.02422447840807,447,853.2838997379387,1040.34410026206,a,916.696,390.775,477.45311553499755, a
1octanol,Dose1,C,850.941860465117,34.54856121636854,426,768.1233142295621,933.7604067006719,a,961.5060606060606,504.02,400.50526763381725, a 
1octanol,Dose1,A,957.2539999999996,32.03901762888821,426,880.4512397859885,1034.0567602140106,a,961.5060606060606,504.02,400.50526763381725, ab
1octanol,Dose1,B,1060.8433333333335,32.039017628888146,426,984.0405731193225,1137.6460935473444,a,961.5060606060606,504.02,400.50526763381725,  b
1octanol,Dose2,B,870.4959183673477,35.71950955235407,432,784.8751109925311,956.1167257421644,a,917.4818390804597,443.63,433.44100419367993, a
1octanol,Dose2,C,932.313043478261,36.865880529048304,432,843.9443481899289,1020.6817387665931,a,917.4818390804597,443.63,433.44100419367993, a
1octanol,Dose2,A,949.8833333333338,35.360510395178,432,865.1230584257742,1034.6436082408934,a,917.4818390804597,443.63,433.44100419367993, a
1octanol,Dose3,B,920.4113333333331,38.04022261417614,443,829.236513080162,1011.5861535865042,a,981.1266816143498,463.02500000000003,466.90005246771693, a
1octanol,Dose3,C,1004.0205479452047,38.55780045455445,443,911.6051969243211,1096.4358989660882,a,981.1266816143498,463.02500000000003,466.90005246771693, a
1octanol,Dose3,A,1019.5586666666658,38.04022261417622,443,928.3838464134944,1110.733486919837,a,981.1266816143498,463.02500000000003,466.90005246771693, a
1octanol,Dose4,C,1184.4851351351344,31.87507048580478,441,1108.0856390748665,1260.8846311954023,a,1287.5137387387388,890.47,393.82052198358826, a 
1octanol,Dose4,B,1328.0273333333328,31.661856919044194,441,1252.1388764270325,1403.915790239633,a,1287.5137387387388,890.47,393.82052198358826,  b
1octanol,Dose4,A,1350.3301369863009,32.0926502846019,441,1273.4091366053322,1427.2511373672696,a,1287.5137387387388,890.47,393.82052198358826,  b
1octanol,Dose5,C,949.3979999999997,34.23240068748639,420,867.332715259631,1031.4632847403684,a,1047.0990543735224,611.23,430.9363903853391, a 
1octanol,Dose5,B,998.9252032520313,37.80336249124752,420,908.2992569355739,1089.5511495684887,a,1047.0990543735224,611.23,430.9363903853391, a 
1octanol,Dose5,A,1184.3026666666644,34.23240068748631,420,1102.237381926296,1266.367951407033,a,1047.0990543735224,611.23,430.9363903853391,  b
1octanol,Control,A,850.125333333332,31.6989095212095,433,774.1427158005179,926.1079508661462,a,909.5034403669724,488.77500000000003,389.804766885921, a
1octanol,Control,B,931.2379999999982,31.698909521209348,433,855.2553824671844,1007.2206175328121,a,909.5034403669724,488.77500000000003,389.804766885921, a
1octanol,Control,C,951.0220588235285,33.29051376596664,433,871.2243492758906,1030.8197683711664,a,909.5034403669724,488.77500000000003,389.804766885921, a
24DMP,Dose1,C,1067.344000000001,37.630271632525485,446,977.154052529472,1157.53394747053,a,1091.0360801781737,600.6,460.8293549781749, a
24DMP,Dose1,B,1072.2395973154369,37.756336547226596,446,981.7475051209526,1162.7316895099211,a,1091.0360801781737,600.6,460.8293549781749, a
24DMP,Dose1,A,1133.399333333334,37.63027163252567,446,1043.2093858628045,1223.5892808038634,a,1091.0360801781737,600.6,460.8293549781749, a
24DMP,Dose2,C,951.3566666666661,35.89898364497573,447,865.3168904892198,1037.3964428441125,a,1081.8471111111112,564.39,463.64552733085594, a 
24DMP,Dose2,B,1002.4179999999997,35.89898364497574,447,916.3782238225532,1088.457776177446,a,1081.8471111111112,564.39,463.64552733085594, a 
24DMP,Dose2,A,1291.766666666667,35.89898364497564,447,1205.726890489221,1377.8064428441132,a,1081.8471111111112,564.39,463.64552733085594,  b
24DMP,Dose3,C,822.1846666666677,35.61423434506334,447,736.8273545465171,907.5419787868183,a,936.1188888888889,447.915,444.2463978756482, a 
24DMP,Dose3,B,946.6406666666676,35.614234345063345,447,861.283354546517,1031.997978786818,a,936.1188888888889,447.915,444.2463978756482, ab
24DMP,Dose3,A,1039.5313333333347,35.614234345063245,447,954.1740212131843,1124.888645453485,a,936.1188888888889,447.915,444.2463978756482,  b
24DMP,Dose4,B,900.584000000001,33.01226994790102,446,821.4621982346732,979.7058017653287,a,1008.5492204899778,538.1,431.3064573867899, a 
24DMP,Dose4,A,900.6006711409393,33.122864126856655,446,821.2138039706111,979.9875383112675,a,1008.5492204899778,538.1,431.3064573867899, a 
24DMP,Dose4,C,1223.743333333333,33.012269947901096,446,1144.6215315680051,1302.865135098661,a,1008.5492204899778,538.1,431.3064573867899,  b
24DMP,Dose5,B,919.8593333333324,37.181282761802066,447,830.7462464990892,1008.9724201675756,a,981.8988888888889,480.645,457.8472288497061, a
24DMP,Dose5,A,969.6333333333324,37.181282761801945,447,880.5202464990896,1058.7464201675753,a,981.8988888888889,480.645,457.8472288497061, a
24DMP,Dose5,C,1056.2039999999993,37.18128276180205,447,967.0909131657562,1145.3170868342424,a,981.8988888888889,480.645,457.8472288497061, a
24DMP,Control,C,829.1600000000003,35.91748086833634,426,743.0599296865182,915.2600703134824,a,866.0662004662005,332.29999999999995,441.744143712687, a
24DMP,Control,A,837.2000000000005,35.91748086833643,426,751.0999296865182,923.3000703134828,a,866.0662004662005,332.29999999999995,441.744143712687, a
24DMP,Control,B,942.5457364341088,38.73081568514148,426,849.7016428849707,1035.389829983247,a,866.0662004662005,332.29999999999995,441.744143712687, a
24DNP,Dose1,A,822.9966666666661,41.78303599420297,447,722.8544704276773,923.138862905655,a,864.26,275.54499999999985,511.64201628532015, a
24DNP,Dose1,C,866.8499999999996,41.78303599420308,447,766.7078037610105,966.9921962389886,a,864.26,275.54499999999985,511.64201628532015, a
24DNP,Dose1,B,902.9333333333329,41.78303599420309,447,802.7911370943439,1003.075529572322,a,864.26,275.54499999999985,511.64201628532015, a
24DNP,Dose2,A,841.8893333333335,37.09064857205945,446,752.9927216099547,930.7859450567123,a,920.8545657015591,416.36,456.6990583962762, a
24DNP,Dose2,C,958.4746666666672,37.090648572059266,446,869.5780549432889,1047.3712783900455,a,920.8545657015591,416.36,456.6990583962762, a
24DNP,Dose2,B,962.4771812080544,37.2149056992495,446,873.2827575559298,1051.6716048601788,a,920.8545657015591,416.36,456.6990583962762, a
24DNP,Dose3,B,926.7479999999998,37.746453070210926,445,836.2788296546157,1017.2171703453839,a,982.8598214285714,482.9049999999999,463.0544284492437, a
24DNP,Dose3,C,1000.9324324324324,38.00064081138609,445,909.8540352011921,1092.0108296636727,a,982.8598214285714,482.9049999999999,463.0544284492437, a
24DNP,Dose3,A,1021.1399999999998,37.74645307021103,445,930.6708296546154,1111.609170345384,a,982.8598214285714,482.9049999999999,463.0544284492437, a
24DNP,Dose4,C,900.8339999999998,35.29854171178853,447,816.2333144121337,985.4346855878659,a,945.8068888888889,519.5799999999999,433.0237646272402, a
24DNP,Dose4,A,942.91,35.29854171178843,447,858.3093144121341,1027.510685587866,a,945.8068888888889,519.5799999999999,433.0237646272402, a
24DNP,Dose4,B,993.6766666666667,35.29854171178854,447,909.0759810788006,1078.2773522545328,a,945.8068888888889,519.5799999999999,433.0237646272402, a
24DNP,Dose5,B,785.3093333333327,35.141922152207776,447,701.0840208196629,869.5346458470025,a,950.064,453.09000000000003,445.11231969256204, a 
24DNP,Dose5,C,1019.9273333333332,35.14192215220776,447,935.7020208196634,1104.152645847003,a,950.064,453.09000000000003,445.11231969256204,  b
24DNP,Dose5,A,1044.955333333333,35.14192215220766,447,960.7300208196635,1129.1806458470026,a,950.064,453.09000000000003,445.11231969256204,  b
24DNP,Control,B,1033.8180000000002,31.763157808312407,447,957.6906361853817,1109.9453638146188,a,1085.3651111111112,618.805,391.2864243552688, a
24DNP,Control,C,1070.3260000000002,31.7631578083124,447,994.1986361853817,1146.4533638146188,a,1085.3651111111112,618.805,391.2864243552688, a
24DNP,Control,A,1151.9513333333339,31.763157808312315,447,1075.8239695187156,1228.0786971479522,a,1085.3651111111112,618.805,391.2864243552688, a
34DCA,Dose1,B,846.7580000000017,40.534755470942805,446,749.6067622317584,943.9092377682451,a,948.7407572383073,393.92,502.2058862180967, a 
34DCA,Dose1,C,950.7726666666671,40.5347554709429,446,853.6214288984235,1047.9239044349108,a,948.7407572383073,393.92,502.2058862180967, ab
34DCA,Dose1,A,1049.3624161073833,40.6705506770147,446,951.8857126443404,1146.8391195704262,a,948.7407572383073,393.92,502.2058862180967,  b
34DCA,Dose2,A,755.4059999999995,28.801016943596487,447,686.3780554760965,824.4339445239025,a,842.0966666666667,459.18,361.25277050594127, a 
34DCA,Dose2,B,819.9366666666666,28.80101694359657,447,750.9087221427635,888.9646111905697,a,842.0966666666667,459.18,361.25277050594127, a 
34DCA,Dose2,C,950.9473333333335,28.801016943596565,447,881.9193888094304,1019.9752778572366,a,842.0966666666667,459.18,361.25277050594127,  b
34DCA,Dose3,C,728.0820000000007,34.2474880930386,437,645.9933303715728,810.1706696284285,a,822.3120454545455,333.955,424.0122934301095, a
34DCA,Dose3,B,862.4304054054063,34.478113514269474,437,779.7889438770321,945.0718669337805,a,822.3120454545455,333.955,424.0122934301095, a
34DCA,Dose3,A,880.0373239436628,35.19898827195423,437,795.6679794924215,964.4066683949042,a,822.3120454545455,333.955,424.0122934301095, a
34DCA,Dose4,A,822.9813333333336,32.04781722099536,442,746.1684531741626,899.7942134925047,a,844.4334831460674,398.2,391.9274225855498, a
34DCA,Dose4,B,852.1153333333334,32.04781722099534,442,775.3024531741623,928.9282134925045,a,844.4334831460674,398.2,391.9274225855498, a
34DCA,Dose4,C,858.6786206896554,32.59568284240121,442,780.5526047237558,936.804636655555,a,844.4334831460674,398.2,391.9274225855498, a
34DCA,Dose5,B,790.222818791947,31.325013285199578,435,715.137774819834,865.30786276406,a,856.8506849315069,425.57,384.49561205042204, a
34DCA,Dose5,A,888.4014388489217,32.432243941069466,435,810.6623987962215,966.1404789016218,a,856.8506849315069,425.57,384.49561205042204, a
34DCA,Dose5,C,893.797333333334,31.220421963876063,435,818.9629913765459,968.6316752901221,a,856.8506849315069,425.57,384.49561205042204, a
34DCA,Control,C,739.23,32.37541864502249,447,661.6352190051705,816.8247809948296,a,839.0244444444445,397.625,401.93053442275453, a 
34DCA,Control,B,881.9180000000003,32.37541864502249,447,804.3232190051708,959.5127809948299,a,839.0244444444445,397.625,401.93053442275453, ab
34DCA,Control,A,895.9253333333338,32.37541864502241,447,818.3305523385045,973.5201143281631,a,839.0244444444445,397.625,401.93053442275453,  b
4C3MP,Dose1,B,908.0307692307684,45.39252086042816,404,799.1940890141302,1016.8674494474067,a,1113.7714987714987,535.22,544.0092865618033, a 
4C3MP,Dose1,C,1101.8166666666675,42.2581371657871,404,1000.4952314591974,1203.1381018741376,a,1113.7714987714987,535.22,544.0092865618033, a 
4C3MP,Dose1,A,1338.4921259842529,45.925523714078516,404,1228.3774761806055,1448.6067757879002,a,1113.7714987714987,535.22,544.0092865618033,  b
4C3MP,Dose2,C,952.8119047619056,46.163340276905295,386,842.1055590271841,1063.518250496627,a,1038.4035989717224,512.88,525.7942751993168, a 
4C3MP,Dose2,B,994.5839160839155,43.3325732368447,386,890.666157846364,1098.501674321467,a,1038.4035989717224,512.88,525.7942751993168, ab
4C3MP,Dose2,A,1180.4933333333329,47.30334750096888,386,1067.0530859110336,1293.9335807556322,a,1038.4035989717224,512.88,525.7942751993168,  b
4C3MP,Dose3,C,961.6736486486493,44.420397886380655,428,855.1926607065283,1068.1546365907702,a,1096.5236658932715,563.05,550.4754474355061, a 
4C3MP,Dose3,B,1105.4079999999997,44.12326814436176,428,999.639267462661,1211.1767325373382,a,1096.5236658932715,563.05,550.4754474355061, ab
4C3MP,Dose3,A,1236.5624060150385,46.85840282697874,428,1124.2372296586968,1348.8875823713802,a,1096.5236658932715,563.05,550.4754474355061,  b
4C3MP,Dose4,C,814.1553719008274,40.21222516608944,399,717.7343469252379,910.5763968764169,a,990.1970149253731,456.42,463.4508035087032, a 
4C3MP,Dose4,B,961.9227272727269,38.50027443721569,399,869.6066242034465,1054.2388303420073,a,990.1970149253731,456.42,463.4508035087032, a 
4C3MP,Dose4,A,1158.2053691275166,36.23745229627563,399,1071.3150695114332,1245.0956687436,a,990.1970149253731,456.42,463.4508035087032,  b
4C3MP,Dose5,B,940.3394557823126,43.51773120098208,430,836.0241733820471,1044.654738182578,a,1073.3101616628176,508.88,535.9595681943687, a 
4C3MP,Dose5,A,1102.4772413793096,43.816825657030364,430,997.4450070197855,1207.5094757388338,a,1073.3101616628176,508.88,535.9595681943687, ab
4C3MP,Dose5,C,1181.9446808510634,44.433994441472436,430,1075.4330463881568,1288.45631531397,a,1073.3101616628176,508.88,535.9595681943687,  b
4C3MP,Control,C,857.151333333334,37.231872674240634,437,767.9093168882015,946.3933497784666,a,994.8459090909091,549.2800000000001,470.4679428696119, a 
4C3MP,Control,B,982.7173611111124,37.99962092506731,437,891.6351094829292,1073.7996127392955,a,994.8459090909091,549.2800000000001,470.4679428696119, ab
4C3MP,Control,A,1148.2753424657535,37.73845205069221,437,1057.8190931121771,1238.7315918193299,a,994.8459090909091,549.2800000000001,470.4679428696119,  b
4TOP,Dose1,A,999.8120000000004,41.366185593661186,447,900.6688770360878,1098.955122963913,a,1033.1526666666666,442.91499999999996,506.1951735920926, a
4TOP,Dose1,B,1035.0593333333336,41.36618559366131,447,935.9162103694207,1134.2024562972465,a,1033.1526666666666,442.91499999999996,506.1951735920926, a
4TOP,Dose1,C,1064.586666666667,41.36618559366129,447,965.4435437027541,1163.72978963058,a,1033.1526666666666,442.91499999999996,506.1951735920926, a
4TOP,Dose2,A,1007.6713333333325,35.54326591291798,447,922.4841126028948,1092.8585540637703,a,1050.41,564.28,435.4719992200154, a
4TOP,Dose2,C,1061.8359999999996,35.54326591291807,447,976.6487792695616,1147.0232207304375,a,1050.41,564.28,435.4719992200154, a
4TOP,Dose2,B,1081.7226666666663,35.54326591291809,447,996.5354459362283,1166.9098873971043,a,1050.41,564.28,435.4719992200154, a
4TOP,Dose3,C,878.9386666666662,40.30906783205784,447,782.329157927074,975.5481754062585,a,918.7811111111112,387.33,495.13368433812497, a
4TOP,Dose3,B,887.9006666666662,40.30906783205785,447,791.291157927074,984.5101754062584,a,918.7811111111112,387.33,495.13368433812497, a
4TOP,Dose3,A,989.5039999999998,40.30906783205773,447,892.8944912604078,1086.1135087395917,a,918.7811111111112,387.33,495.13368433812497, a
4TOP,Dose4,A,1040.4819999999995,36.93926185098918,447,951.9489692810641,1129.015030718935,a,1156.638222222222,645.02,474.8347396552504, a 
4TOP,Dose4,B,1065.1719999999998,36.93926185098929,447,976.6389692810642,1153.7050307189354,a,1156.638222222222,645.02,474.8347396552504, a 
4TOP,Dose4,C,1364.2606666666666,36.93926185098928,447,1275.727635947731,1452.7936973856022,a,1156.638222222222,645.02,474.8347396552504,  b
4TOP,Dose5,A,870.9806666666665,35.40589295480537,437,786.1153871527134,955.8459461806195,a,1000.2602272727273,550.1999999999999,442.5524737402511, a 
4TOP,Dose5,C,1063.4578571428572,36.64858098880996,437,975.6139472780452,1151.3017670076692,a,1000.2602272727273,550.1999999999999,442.5524737402511,  b
4TOP,Dose5,B,1070.5553333333326,35.405892954805346,437,985.6900538193795,1155.4206128472856,a,1000.2602272727273,550.1999999999999,442.5524737402511,  b
4TOP,Control,B,1013.0226666666667,36.49826153282132,447,925.546589789227,1100.4987435441064,a,1048.7657777777779,538.215,446.7344811446762, a
4TOP,Control,A,1064.488666666667,36.49826153282121,447,977.0125897892276,1151.9647435441066,a,1048.7657777777779,538.215,446.7344811446762, a
4TOP,Control,C,1068.7860000000003,36.49826153282131,447,981.3099231225606,1156.26207687744,a,1048.7657777777779,538.215,446.7344811446762, a
4TPP,Dose1,C,968.9673333333346,40.99520907205371,407,870.6770095907298,1067.2576570759395,a,1082.4260975609757,535.9849999999999,510.0418681475692, a 
4TPP,Dose1,B,1093.6744186046515,44.20627082294325,407,987.6852367223626,1199.6636004869404,a,1082.4260975609757,535.9849999999999,510.0418681475692, ab
4TPP,Dose1,A,1201.264122137405,43.867520460678286,407,1096.0871298628438,1306.441114411966,a,1082.4260975609757,535.9849999999999,510.0418681475692,  b
4TPP,Dose2,A,966.4733333333336,38.21871571460079,447,874.8738112300407,1058.0728554366265,a,998.2526666666666,471.145,468.09486365998, a
4TPP,Dose2,C,987.2800000000001,38.21871571460089,447,895.6804778967069,1078.8795221032933,a,998.2526666666666,471.145,468.09486365998, a
4TPP,Dose2,B,1041.004666666667,38.218715714600904,447,949.4051445633737,1132.60418876996,a,998.2526666666666,471.145,468.09486365998, a
4TPP,Dose3,A,911.7506666666662,36.9030855074096,447,823.3043404777334,1000.1969928555991,a,977.1162222222222,449.48499999999996,453.8155331794645, a
4TPP,Dose3,B,984.0873333333327,36.90308550740971,447,895.6410071443996,1072.533659522266,a,977.1162222222222,449.48499999999996,453.8155331794645, a
4TPP,Dose3,C,1035.510666666666,36.903085507409706,447,947.064340477733,1123.9569928555993,a,977.1162222222222,449.48499999999996,453.8155331794645, a
4TPP,Dose4,A,786.8653333333324,35.908966652290246,447,700.8016306925796,872.9290359740852,a,935.0626666666667,361.32,451.2221236145212, a 
4TPP,Dose4,B,1001.5026666666663,35.90896665229036,447,915.4389640259133,1087.5663693074193,a,935.0626666666667,361.32,451.2221236145212,  b
4TPP,Dose4,C,1016.8199999999995,35.908966652290346,447,930.7562973592464,1102.8837026407525,a,935.0626666666667,361.32,451.2221236145212,  b
4TPP,Dose5,B,1021.6680000000009,33.84892856648262,446,940.5409457188923,1102.7950542811095,a,1075.039420935412,648.88,416.86117157469613, a
4TPP,Dose5,C,1058.7546666666667,33.8489285664827,446,977.627612385558,1139.8817209477754,a,1075.039420935412,648.88,416.86117157469613, a
4TPP,Dose5,A,1145.1630872483222,33.96232562973353,446,1063.764249779524,1226.5619247171203,a,1075.039420935412,648.88,416.86117157469613, a
4TPP,Control,C,942.9566666666663,35.81348415124472,447,857.121808750323,1028.7915245830095,a,1028.0168888888888,504.44,447.4103114055286, a 
4TPP,Control,B,983.8986666666663,35.81348415124474,447,898.063808750323,1069.7335245830095,a,1028.0168888888888,504.44,447.4103114055286, a 
4TPP,Control,A,1157.1953333333336,35.81348415124463,447,1071.3604754169905,1243.0301912496766,a,1028.0168888888888,504.44,447.4103114055286,  b
Aniline,Dose1,C,1137.1226666666666,41.38024252502098,434,1037.934680068117,1236.3106532652164,a,1245.1913043478262,686.8799999999999,512.5311576274081, a 
Aniline,Dose1,A,1266.3393333333336,41.38024252502072,434,1167.1513467347845,1365.5273199318826,a,1245.1913043478262,686.8799999999999,512.5311576274081, ab
Aniline,Dose1,B,1340.3598540145981,43.29905097613351,434,1236.5725046448165,1444.1472033843797,a,1245.1913043478262,686.8799999999999,512.5311576274081,  b
Aniline,Dose2,B,780.3753333333336,36.7941559475499,447,692.1900806901625,868.5605859765047,a,913.7333333333333,366.49499999999995,463.64859043463804, a 
Aniline,Dose2,C,904.099333333334,36.794155947549896,447,815.9140806901629,992.2845859765051,a,913.7333333333333,366.49499999999995,463.64859043463804, ab
Aniline,Dose2,A,1056.7253333333344,36.79415594754979,447,968.5400806901637,1144.9105859765052,a,913.7333333333333,366.49499999999995,463.64859043463804,  b
Aniline,Dose3,B,930.1833333333333,39.483606168807164,447,835.552224245707,1024.8144424209595,a,984.9806666666667,450.2049999999999,488.51200786704266, a
Aniline,Dose3,A,931.8066666666666,39.48360616880705,447,837.1755575790406,1026.4377757542927,a,984.9806666666667,450.2049999999999,488.51200786704266, a
Aniline,Dose3,C,1092.9520000000002,39.48360616880716,447,998.3208909123739,1187.5831090876266,a,984.9806666666667,450.2049999999999,488.51200786704266, a
Aniline,Dose4,B,985.2459999999988,32.89231374248144,447,906.4123667041567,1064.079633295841,a,1033.6844444444444,597.74,405.57796806063567, a
Aniline,Dose4,A,1006.6533333333318,32.89231374248135,447,927.8197000374901,1085.4869666291736,a,1033.6844444444444,597.74,405.57796806063567, a
Aniline,Dose4,C,1109.1539999999989,32.892313742481434,447,1030.3203667041569,1187.9876332958409,a,1033.6844444444444,597.74,405.57796806063567, a
Aniline,Dose5,A,889.318,35.64516890184782,447,803.8865464398519,974.749453560148,a,1042.2704444444444,575.0050000000001,468.38388961991564, a 
Aniline,Dose5,C,954.9666666666667,35.64516890184792,447,869.5352131065184,1040.398120226815,a,1042.2704444444444,575.0050000000001,468.38388961991564, a 
Aniline,Dose5,B,1282.5266666666676,35.645168901847924,447,1197.0952131065192,1367.958120226816,a,1042.2704444444444,575.0050000000001,468.38388961991564,  b
Aniline,Control,A,937.795333333333,35.99588748175686,447,851.5233058891143,1024.0673607775518,a,1013.7524444444444,495.85,443.6967967975918, a
Aniline,Control,C,1024.7659999999998,35.99588748175696,447,938.4939725557809,1111.0380274442189,a,1013.7524444444444,495.85,443.6967967975918, a
Aniline,Control,B,1078.696,35.99588748175697,447,992.4239725557809,1164.968027444219,a,1013.7524444444444,495.85,443.6967967975918, a
BPA,Dose1,C,826.0226666666662,37.205049346437555,444,736.850352153235,915.1949811800973,a,953.7774049217002,487.71,464.98906627241433, a 
BPA,Dose1,B,975.3753333333332,37.205049346437505,444,886.2030188199021,1064.5476478467642,a,953.7774049217002,487.71,464.98906627241433, ab
BPA,Dose1,A,1062.100680272108,37.58277526749431,444,972.0230398627559,1152.1783206814603,a,953.7774049217002,487.71,464.98906627241433,  b
BPA,Dose2,B,672.1793333333334,34.54314717852543,447,589.3891161757265,754.9695504909403,a,729.5748888888888,246.81999999999996,424.2634845117792, a
BPA,Dose2,A,742.7200000000001,34.543147178525324,447,659.9297828423936,825.5102171576067,a,729.5748888888888,246.81999999999996,424.2634845117792, a
BPA,Dose2,C,773.8253333333334,34.543147178525416,447,691.0351161757267,856.6155504909402,a,729.5748888888888,246.81999999999996,424.2634845117792, a
BPA,Dose3,C,741.278666666666,32.548870837181795,447,663.2681695073215,819.2891638260105,a,769.6991111111112,339.46999999999997,399.14858556963105, a
BPA,Dose3,A,751.3493333333327,32.5488708371817,447,673.3388361739884,829.3598304926769,a,769.6991111111112,339.46999999999997,399.14858556963105, a
BPA,Dose3,B,816.4693333333327,32.5488708371818,447,738.4588361739882,894.4798304926771,a,769.6991111111112,339.46999999999997,399.14858556963105, a
BPA,Dose4,C,726.4379999999996,32.568547395671246,447,648.3803436590717,804.4956563409276,a,786.294,330.83500000000004,400.3728402516033, a
BPA,Dose4,B,803.6726666666664,32.56854739567125,447,725.6150103257384,881.7303230075944,a,786.294,330.83500000000004,400.3728402516033, a
