gene	0	0	0	0.1	0.1	0.1	1	1	1	10	10	10	100	100	100	1000	1000	1000
ENSDARG00000099104	7.185270076822811e-4	7.599597685672228e-4	7.863051507654986e-4	7.205977655501986e-4	7.063269663803427e-4	6.572035513153188e-4	7.11557342260919e-4	6.701128229190252e-4	8.183677184492264e-4	8.855915389804266e-4	8.83592688371286e-4	6.698642296630197e-4	9.746129116444818e-4	7.13420434632812e-4	7.197613163572345e-4	6.524406666850347e-4	6.821761035640911e-4	7.288715236236272e-4
ENSDARG00000099640	1.3030282522735667e-5	8.209441944399012e-6	1.499764592740733e-5	7.1582559491741575e-6	1.1181957251403842e-5	8.941544915854677e-6	8.700264446858398e-6	1.0709565663089444e-5	1.0408492444505264e-5	1.4800972796330249e-5	1.0719495352857889e-5	9.065831679649891e-6	1.2081978243526635e-5	8.442845380269966e-6	1.4899517695293071e-5	1.5173038760117085e-5	1.574252546686364e-5	1.401676006968514e-5
ENSDARG00000104071	1.4891751454555049e-5	1.7591661309426455e-5	9.641343810476142e-6	1.1930426581956929e-5	1.6772935877105763e-5	1.2667188630794127e-5	1.677908143322691e-5	1.2239503614959364e-5	1.5612738666757896e-5	1.2334143996941874e-5	6.1254259159187935e-6	9.065831679649891e-6	1.610930432470218e-5	1.8996402105607423e-5	1.3753400949501296e-5	1.9914613372653673e-5	1.3993355970545458e-5	2.0023942956693056e-5
ENSDARG00000102746	1.1168813590916286e-5	1.1727774206284303e-6	3.2137812701587137e-6	1.193042658195693e-6	5.590978625701921e-6	5.215901200915228e-6	7.457369525878627e-6	4.589813855609762e-6	3.903184666689474e-6	4.93365759877675e-6	6.1254259159187935e-6	3.02194389321663e-6	8.05465216235109e-6	5.276778362668728e-6	3.438350237375324e-6	8.53483430256586e-6	6.996677985272729e-6	8.009577182677221e-6
ENSDARG00000103929	1.1168813590916286e-5	4.691109682513721e-6	5.356302116931189e-6	8.35129860736985e-6	5.590978625701921e-6	8.941544915854677e-6	7.457369525878627e-6	7.649689759349603e-6	9.107430888942107e-6	1.9734630395107e-5	4.5940694369390956e-006	6.04388778643326e-6	2.416395648705327e-5	2.0051757778141168e-5	1.0315050712125973e-5	1.4224723837609767e-5	8.745847481590911e-6	1.7020351513189097e-5
ENSDARG00000100223	1.4891751454555049e-5	2.1109993571311746e-5	2.3567729314497232e-5	1.4316511898348315e-5	1.1181957251403842e-5	1.3412317373782016e-5	1.6157633972737024e-5	1.3004472590894325e-5	1.4311677111194739e-5	2.2201459194495375e-5	2.1438990705715778e-5	2.5182865776805252e-5	2.0136630405877722e-5	1.7941046433073677e-5	2.6360685153210817e-5	2.2759558140175628e-5	1.0495016977909093e-5	2.502992869586632e-5
ENSDARG00000100782	3.722937863638762e-6	4.691109682513721e-6	7.498822963703665e-6	3.5791279745870788e-6	1.8636595419006403e-6	2.235386228963669e-6	6.8359220653887415e-6	3.8248448796748016e-6	6.50530777781579e-6	4.93365759877675e-6	7.656782394898491e-6	3.02194389321663e-6	4.027326081175545e-6	9.498201052803711e-6	1.1461167457917747e-5	1.8966298450146356e-6	5.2475084889545464e-6	4.004788591338611e-6
ENSDARG00000075827	1.4891751454555049e-5	9.382219365027443e-6	1.7140166774179805e-5	9.544341265565544e-6	3.7273190838012806e-6	5.9610299439031185e-6	1.0564606828328054e-5	9.179627711219523e-6	1.1709554000068423e-5	1.7267801595718624e-5	1.2250851831837587e-5	7.05120241750547e-6	1.2081978243526635e-5	1.8996402105607423e-5	8.022817220542423e-6	6.638204457551224e-6	8.745847481590911e-6	1.0011971478346528e-5
ENSDARG00000088581	1.4891751454555049e-5	1.6418883888798024e-5	1.9282687620952283e-5	1.1930426581956929e-5	1.8636595419006403e-5	1.4902574859757795e-5	1.6157633972737024e-5	2.1419131326178887e-5	2.602123111126316e-5	1.9734630395107e-5	1.990763422673608e-5	2.5182865776805252e-5	3.221860864940436e-5	1.8996402105607423e-5	2.2922334915835494e-5	2.560450290769758e-5	1.3993355970545458e-5	2.3027534400197015e-5
