	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
368671	3.095220849	3.415252401	2.891329393	3.154094194	2.963706765	2.959073924	2.889879972	2.883173543	2.632994341	2.668849598	3.280213847	3.142075317	2.656436182	2.933616942	2.896500808	3.346832125	2.828367585	3.03745295	3.241703498
368672	2.828305508	3.062349527	3.044356591	3.290334686	2.174454719	2.985018999	3.029190198	2.667903564	2.500293066	2.985065391	2.456148127	2.818207599	2.964562531	2.204289651	2.966440747	2.795777727	2.435345514	3.022102717	2.574210114
368684	6.212999411	5.818380061	6.029148468	5.447162526	5.856229693	5.850357412	5.519953229	5.659691502	5.913868938	5.607493155	5.802058139	5.665735856	5.620431893	5.821352679	5.914114441	5.421998472	6.245293241	5.933800801	5.84686279
368686	3.941299853	3.966138275	4.34585724	4.035224676	3.877258483	3.834646496	3.734523106	3.52516983	3.745322369	3.681735321	3.647698329	3.459745999	3.675135932	3.562561856	3.78356436	3.63069617	3.597332083	3.91825096	3.607534486
368688	1.885293167	1.74476481	2.035113373	1.947485535	2.020629681	1.853383712	1.899215155	1.96700417	2.19148932	2.367498303	2.170270985	1.59194798	2.407072735	1.81354705	1.691363246	2.295331131	1.984459174	2.074922117	2.494910721
368704	5.332759523	5.272552788	5.306282478	5.009681008	5.166887432	5.141307037	4.901094449	5.365079549	5.247990596	5.046652379	5.444104435	5.283915251	5.055453803	5.440451613	5.336353389	5.28463439	5.531720028	5.174079102	5.286711745
368709	1.035881272	1.814244735	1.080781144	1.031973796	1.652841331	1.43095128	1.556358424	2.046795627	2.050949946	1.89605418	1.906707194	1.914169496	1.723531212	2.004344669	1.862542175	1.804361778	2.214968129	1.562295772	1.62705632
368717	3.790608682	3.496759909	3.247191735	3.381298533	3.225506733	3.420118958	3.322578063	3.366295296	3.601559708	3.479524799	3.400606168	3.312861537	3.278013721	3.739399422	3.487858942	3.282683694	3.844152459	3.370071972	3.507184276
368722	3.314576567	3.280581951	3.261140513	3.238869914	2.273137174	2.57944061	2.011020546	2.107596298	2.67464759	1.766496799	2.834210671	2.836249312	2.117344491	2.294747632	2.576929711	2.599103917	2.288263768	2.90145431	2.76976892
368723	4.263877651	4.268029498	4.437768066	4.209572618	3.346996509	3.99005978	3.809891155	3.569069637	3.802804117	3.730323772	3.839786237	3.813976221	3.878139457	3.395459161	3.764058519	3.889484118	3.582838573	3.80172726	3.623601303
368727	1.591036397	1.263409798	1.881048164	1.396466161	1.610329085	1.935510186	1.696739692	1.179130418	1.255377751	1.941787972	1.441554564	1.285498005	1.061583297	0.610715044	1.497104373	1.307459645	1.436687191	1.604132801	1.86189398
368728	4.773500858	4.691498363	4.698314386	4.832540829	4.347394915	4.691449045	4.733951515	4.574660494	4.574622161	4.665597796	4.482237403	4.647882284	4.66623305	4.479102448	4.741661536	4.578386167	4.223170575	4.56281182	4.572419186
368752	6.94037717	7.037100286	7.167101519	7.115764494	6.389146911	6.995653011	6.945377694	6.517145005	6.535364339	6.797157019	6.455867659	6.763888007	6.688804753	6.284793586	6.754592934	6.832061248	6.093385993	6.843913982	6.633432508
368775	6.499221969	6.315813226	6.327270465	6.331938722	6.331427464	6.110385118	6.258911158	6.458540979	6.38246231	6.31113797	6.539837642	6.180965605	6.410131058	6.53802735	6.280942219	6.433907986	6.456121787	6.163648694	6.422333758
368779	2.338431759	2.512903697	2.430297322	2.515559199	2.589941231	2.52742377	2.22323231	2.24925178	2.67464759	2.443650856	2.608368276	2.375464219	2.327123151	1.931025005	2.784790932	2.419846686	2.456699425	2.732548444	2.50650958
368822	3.18063681	3.262051781	3.538153113	3.801836089	2.159789613	3.096322205	2.727504656	2.208196158	2.618838324	2.773727289	2.139841027	2.914756159	2.598018624	2.022106809	2.896500808	3.159498379	1.709984355	2.70397405	1.966377843
368823	3.236941297	2.966416244	3.226012391	3.541585094	3.482806107	2.662172887	2.954239003	3.159296098	3.177893527	3.11716794	3.021114124	2.923221168	2.735988612	2.816358664	2.784790932	3.08622579	3.027015872	2.942801691	2.992321987
368824	1.316965857	1.359508345	1.080781144	1.369372249	1.734282727	1.673616793	1.380155213	1.882539972	2.029706818	1.380226346	1.561201513	1.879789712	1.522827854	1.751014425	2.33399619	0.991557784	2.150908873	1.644790703	1.7686439
368826	3.468823847	3.838549789	4.044930233	4.18258752	3.10053709	3.862905828	3.79824959	3.322081394	3.685454978	3.760412852	3.193981747	3.885030668	3.846227766	2.988855604	3.74826171	3.676349018	2.946284514	3.98310717	3.495590862
368847	5.296422696	5.586102629	5.627585591	5.575693439	4.822731211	5.627586932	5.475569471	5.266869248	5.263997464	5.433000485	5.117039852	5.449830369	5.361667146	4.899976347	5.59887774	5.414534463	4.699109808	5.49219227	5.149188573
368848	2.664614972	2.335216405	2.900270394	2.399824009	2.793651828	3.016807659	2.947228151	2.353343222	1.746912449	2.515984443	2.229270527	2.177399482	2.759023399	2.265220711	2.753480653	2.671029327	2.529043178	2.229938889	2.72082054
368851	4.248743409	3.935283322	3.873925267	3.57161111	3.6495351	4.061908154	3.427060619	3.52516983	3.705688069	3.725973642	3.966569122	4.12775047	3.385537296	4.123610318	4.126788597	3.763536754	3.635284352	4.078945954	3.929588418
368852	2.405474679	2.633137032	2.341180545	2.785272611	2.745356881	2.29829034	2.458369518	2.414781871	2.371127886	2.433014946	2.705068006	2.482440307	2.407072735	2.643534742	2.323373771	2.395788492	2.335137251	2.269477289	2.518015931
368856	1.063821266	0.535900652	1.25817523	1.225700475	0.398736596	1.206761176	1.316290521	0.715377332	0.783281766	1.335239977	0.903526803	0.788795909	0.959216897	0.51360588	1.250298887	1.38283097	0.729849852	1.20258643	1.446152966
368857	3.903144931	3.757086033	3.827807888	3.871079077	3.881733668	3.947808928	3.76275042	4.008322922	4.161312941	3.991804943	4.0466635	3.969193636	4.002384688	4.081877741	4.045101836	3.880843558	3.895878224	3.922391021	4.069094515
368882	3.748190522	3.907733076	4.004041471	3.750259637	3.711181236	3.86988501	3.650690287	3.616911002	3.809051866	3.626794055	3.564225748	3.710184881	3.742177205	3.525681779	3.818023749	3.7775692	3.548443168	3.837244584	3.73132157
368885	4.205502907	4.14869664	4.716145861	4.432101701	3.899496868	4.486491048	4.351328064	3.789200182	4.060176896	4.326615468	3.839786237	4.11302637	4.077607795	3.812668585	4.249691055	4.177473307	3.334417646	3.926519235	4.088518078
368888	5.028710893	5.104183867	4.981348394	4.926153957	4.683568908	5.062777987	4.871773375	4.909491354	4.86884515	4.814384484	4.947316018	4.950823485	4.861567122	4.836143348	4.956249368	4.754255455	4.918900211	4.967220092	4.808587258
368889	0.918373918	1.336077129	1.465153714	1.642628826	0.124436118	1.092071925	1.179397796	0.027752386	0.076950638	1.002673809	0.533945117	1.362213137	0.69828899	0.610715044	0.896142661	0.991557784	-0.164494658	0.900754695	0.236016565
368890	5.989974854	6.432955343	6.420335442	6.472250423	5.381169808	6.306393823	6.281384803	5.957840867	6.199572028	6.162932929	5.897228999	6.177431602	6.093407593	5.785402972	6.199783999	6.20125749	5.397372898	6.392027864	6.119392885
368892	3.47923531	3.647138644	3.583266077	3.441073641	3.696014888	3.476075296	3.693215536	3.616911002	3.594343141	3.730323772	3.457233078	3.614114929	3.617485913	3.500560659	3.67077018	3.615151778	3.582838573	3.732679492	3.784691959
368893	8.456485359	8.533073581	8.621008286	8.640472469	8.458823941	8.733973844	8.76640203	8.643984031	8.467557863	8.698695444	8.503425634	8.59522516	8.680761139	8.364585956	8.591534948	8.647502946	8.403593111	8.730594721	8.706020099
368900	2.089368116	1.880531703	2.159483268	2.372793678	2.144973903	1.935510186	2.535187693	1.811217114	1.941460946	2.287100942	1.561201513	1.879789712	1.885806923	2.124318504	1.771697314	1.87567634	1.999087417	2.216514902	2.240892451
368905	4.939157407	5.153609321	5.155746936	5.157565749	4.459414104	4.955327256	4.890168761	4.703344891	4.690828463	4.85678148	4.59588862	4.841187703	4.786950053	4.566428344	4.893002948	4.823525151	4.33405771	4.918308572	4.81092784
368907	6.008063756	6.03849498	6.265468391	6.233013762	6.047612608	6.349473346	6.411248246	6.010532103	6.070298084	6.341312792	5.913060281	6.144325031	6.178451945	5.764450787	6.13899302	6.161679399	5.630154845	6.17930222	6.010579458
368909	4.61964883	4.431725157	4.664602464	4.675500078	4.543725166	4.830307661	4.853140402	4.561137507	4.895512294	4.930469234	4.53580629	4.940435833	4.723956717	4.504596698	4.745645142	4.681491351	4.609002279	4.839496496	4.836426695
368911	6.685527576	6.820453799	6.654351032	6.776119392	6.531224099	6.910218451	6.973254364	6.858561227	6.827708971	6.937337345	6.675961696	6.862365604	6.885667347	6.65506332	6.882661852	6.866934229	6.552866074	6.630223208	6.845217618
368914	5.132948179	5.561056795	5.347725042	5.707292285	5.199517627	4.561691171	4.839952637	5.412539535	5.087638111	4.810280928	5.242273859	4.502936063	5.148524691	5.182600607	4.529312125	5.264847113	5.131332926	4.785972323	5.208978574
368916	1.470971046	1.405259121	1.172203023	1.596642259	1.631741792	1.539983192	1.537809923	1.716799752	1.218302466	1.527472583	1.441554564	1.61303086	1.843328931	1.520518766	1.378972911	1.35814214	1.499766066	1.08931403	1.648153921
368917	1.091230423	1.554844506	1.339311088	1.73042509	0.711876092	1.206761176	1.105750717	1.15051999	0.833181565	0.81881567	1.628499176	1.058418259	0.760487208	1.416914342	1.294477735	1.500309243	1.071811196	1.20258643	1.446152966
368919	1.293559065	1.594881429	1.489056665	1.474822499	1.351073036	1.557380164	1.793730787	1.121330681	1.059669013	1.911460426	1.416386641	1.481648609	1.828887046	1.052225618	1.623711319	1.4071044	0.58222441	1.644790703	1.729588098
368923	3.761047435	3.59873335	3.549564293	3.479590675	3.41649879	3.429597033	3.354724924	3.474131214	3.630070322	3.232060165	3.341665479	3.57166888	3.283319754	3.500560659	3.492607518	3.449736702	3.466602397	3.351769004	3.442235754
368924	7.63312713	7.988832228	7.542490698	7.581515973	7.876935371	8.108858166	7.876402396	8.270095723	7.74523243	7.77623385	8.261443602	8.131188093	7.468244398	7.761422924	7.878514399	7.690000216	8.067512916	7.880024688	7.439497531
368925	1.118128539	0.691712468	1.080781144	1.341759757	1.298487882	0.859412734	1.537809923	1.461267499	1.017127029	1.605323102	1.628499176	1.118625935	1.110165586	1.184299556	1.10901453	1.804361778	1.637036174	1.08931403	1.153340195
369190	7.046581108	7.224623571	7.340527938	7.334677437	6.28572606	7.321927334	7.183623816	6.687386913	6.953597856	7.158442769	6.620565972	7.016187149	6.939591793	6.354800807	7.109033617	7.082910785	5.985495458	7.176717106	6.940221181
369191	4.007534525	4.168731014	4.394127723	4.247267692	3.434886933	4.548702197	4.083655334	3.861592777	3.968259481	4.237741333	3.647698329	4.156755377	4.065339839	3.807556701	4.360344844	4.312107848	3.51320767	4.010589984	4.137828518
369193	8.903114728	9.098962807	9.142165244	9.28658099	8.75312579	9.178547473	9.190055994	8.869878751	9.039260141	9.114040079	8.762694744	8.961141542	9.009773895	8.599364742	8.947872336	8.931661524	8.319038678	9.068810564	8.852244503
369194	2.315373437	2.358661491	2.789137635	2.634122877	1.426522783	1.824935387	1.337894406	1.551568166	1.871543291	1.445180279	2.139841027	1.93105696	1.522827854	1.469646374	1.832891639	1.629714959	1.015365819	2.089723338	1.605645609
369195	5.1312987	5.280246582	5.36235766	5.295294308	5.101245953	5.079431717	4.936927153	4.852901606	5.056466784	4.810280928	4.927411099	5.120534353	4.900069395	5.088796605	4.961396851	5.114491675	4.887794911	5.088239974	4.99304467
369196	5.15422153	5.389563414	5.395934103	5.44066937	4.706454098	5.365258336	5.396705884	4.928574139	5.250288194	5.396513766	5.026378894	5.226932737	5.256332902	4.785044202	5.358633487	5.457297807	4.540652894	5.371713016	5.244044696
369197	2.761632249	3.243280507	2.978339643	2.994795916	1.987793803	2.570900338	1.98387097	2.262681397	2.515654967	1.89605418	2.585969941	2.948322202	2.639985419	2.309287524	2.874840121	3.032626706	2.456699425	2.614689647	2.226937507
373076	9.067388225	8.774315159	8.950627772	8.758565864	9.10852457	8.946231426	8.751764501	8.836029116	8.866559134	8.678857828	8.97028258	8.970105646	8.799623226	9.014784689	8.907993696	8.784529751	9.154604172	9.04313784	8.87716923
373077	4.91443479	4.752507174	4.977129107	5.050764678	4.763340625	4.917093795	4.822817853	4.720478448	4.70429864	4.806165668	4.658943419	4.805001448	4.771929616	4.520304818	4.809834572	4.758978355	4.703582419	4.765377481	4.916859932
373080	4.959750648	4.761330042	5.039158251	5.169395232	5.056424652	5.134078577	4.750155354	4.459839774	4.895512294	4.638079685	4.623642993	4.823208027	4.706288377	4.634405585	5.096981314	4.630859641	4.409914133	4.965214879	4.777809009
373081	6.923321247	7.031640821	6.799410355	6.740217418	6.585041985	6.458819424	6.27649852	6.516444473	6.697373697	6.327740399	6.795469732	6.704968075	6.286109552	6.541110487	6.730172132	6.709325843	6.683699684	6.716793487	6.697451206
373082	5.394570446	5.476517948	5.450214603	5.190833865	5.250583901	4.819533578	4.286144871	5.355710628	5.352207244	4.562023754	5.261834335	5.211464662	4.796259027	5.283619683	5.149041259	5.279712956	4.922741639	5.137151282	5.271496568
373083	5.281627775	5.26791674	5.400667578	5.488670332	4.966594173	5.312444645	5.473131004	5.072778046	5.19172111	5.56428628	4.859005121	5.109449874	5.338915168	4.69656087	5.101651158	5.130981126	4.567891894	5.156612259	4.990981859
373084	5.52088756	5.40653528	5.373636857	5.311398988	5.740266985	5.729904302	5.819672828	5.722998052	5.683340869	5.667703698	5.722153182	5.559783761	5.758278658	5.777581518	5.685413045	5.68901365	5.794308987	5.690921962	5.769549729
373087	1.869549441	1.575001849	2.002270339	1.524791385	1.884548862	1.766298423	1.854948487	0.459569286	1.638824661	1.697076691	1.734123459	1.752567092	1.739061341	1.569658226	0.83762725	1.840459662	1.436687191	1.452066038	1.123521013
373089	4.942923563	4.71666603	4.532822518	4.239807058	4.85949697	4.576698635	4.509616172	4.814663045	4.782580791	4.654195636	4.863667822	4.640200605	4.631289176	4.841155111	4.396265482	4.49874043	5.167397066	4.557497748	4.753678396
373092	9.714599287	9.772606621	9.656248716	9.725081241	9.345858842	9.289819955	9.166195766	9.402062029	9.527227526	9.167450417	9.471056269	9.417711651	9.273351747	9.334834009	9.346655629	9.560656579	9.180303801	9.452073815	9.458316168
373093	2.860521169	2.779290269	2.636982359	2.865027629	2.972125048	2.52742377	2.438508407	2.647573149	2.701762964	2.48542731	2.673549479	2.337967081	2.416761959	2.721703894	2.385965848	2.993084594	2.57858271	2.256417852	3.048942584
373095	1.961533396	2.146066747	1.806912308	2.259304071	1.544115396	1.867400239	1.610614612	1.26170723	1.964033593	1.240826768	1.628499176	1.844570608	1.94056607	1.443521271	1.5708056	1.650197494	1.348048207	1.307609105	1.561846686
373099	5.559423469	6.05921371	5.676546439	5.931084845	6.174314919	6.482918176	6.34810995	6.623763668	6.214946229	6.436902101	6.192342843	6.454268437	6.173459662	6.001145373	6.435049391	6.149141439	6.071059783	6.247714334	6.144664837
373102	6.010757635	6.26398542	6.128557939	6.019790432	6.255871017	6.090356936	5.924236181	6.28924742	6.068997086	5.931277741	6.378157793	6.24988639	5.920307098	6.273715222	6.164510621	5.981456243	6.50626507	6.199059918	6.104205314
373103	4.910593425	5.186735332	5.116003768	5.39605913	4.721511668	5.221249057	5.268983774	4.859545623	5.013828858	5.195662064	4.784737109	5.147878589	5.033580104	4.693792971	5.016839179	5.221020319	4.44238884	5.133584544	5.045667921
373104	6.458363231	6.579836398	6.635734134	6.599388743	6.171576277	6.509975537	6.461934037	6.25269898	6.411495224	6.399149727	6.308046424	6.3490333	6.427009125	6.199554844	6.426389422	6.391956129	6.188191934	6.494994099	6.419268893
373105	3.371576617	3.286706159	3.543869985	3.353915534	3.850111876	3.336937534	3.267355028	3.14486377	2.890348295	3.377825839	3.230540164	3.177888319	3.405139604	3.422461026	3.272833318	3.063498144	3.345907573	3.53596844	3.442235754
373108	5.441914438	5.701763875	5.596291164	5.588966482	5.714157001	5.611021054	5.536397312	5.994523418	5.447398878	5.582446657	5.810535171	5.633856893	5.520626473	5.804773079	5.688520479	5.604944675	5.975359115	5.500523768	5.59312444
373110	1.916274388	1.238350568	2.217865827	1.449173686	1.954193138	1.720701737	2.246264205	1.484378052	1.361208255	2.163870806	1.583984659	1.285498005	1.609871131	1.334016244	1.724035597	1.92694016	1.796270075	1.741688416	2.094868962
373113	4.65451861	4.501841692	4.731256505	4.683771652	4.599126831	4.673611562	4.746121424	4.309431628	4.522346875	4.799970682	4.31527473	4.541935396	4.620848398	4.517176847	4.538525994	4.559560066	4.45570715	4.42078519	4.605154362
373114	3.19334019	3.132033965	3.122843952	3.261151418	3.225506733	3.269926217	2.911653554	3.173585478	3.177893527	3.156490794	3.2591342	3.494243872	3.11498106	3.481428527	3.384348474	3.180773629	3.311159571	3.405995689	3.316091565
373116	4.771384343	4.646965238	4.883295239	4.996460333	4.686129708	4.935505824	4.959750064	4.403364346	4.507056443	4.949251059	4.497318263	4.645326266	4.870408304	4.234420989	4.6574756	4.623109261	4.14311144	4.4893656	4.594324957
373117	6.080799304	6.132450611	6.215301243	6.211243956	5.146577249	6.108173446	5.918870605	5.580132085	5.78033328	5.802922395	5.65245846	6.038240271	5.822558206	5.451963972	6.034598624	6.038896882	5.306206235	5.892190881	5.755036584
373118	3.663989469	3.656627818	3.914206909	3.547640498	3.391610914	3.761477207	3.543204178	3.497038239	3.324658861	3.636097463	3.475625336	3.448060925	3.566169084	3.381766317	3.775793642	3.383995243	3.492679855	3.525119924	3.574853888
373121	8.011338116	8.162064438	7.469276252	7.515082325	7.638618558	7.688244014	7.734215085	8.170974496	8.058794366	7.836745012	8.272005067	8.186295986	7.919201435	8.250317853	8.055619335	8.056073881	8.098834528	7.980979266	7.923585735
373124	5.687289503	5.671660152	5.694647309	5.72610302	5.509611334	5.684113881	5.744827499	5.654606782	5.54981344	5.776873573	5.553483165	5.559783761	5.706883366	5.479545955	5.719232161	5.696418833	5.567738827	5.744516872	5.667336935
373125	6.259798506	6.159400769	6.268924244	6.238639227	5.891052585	6.164602911	5.840633176	5.918081057	6.017320751	5.623952465	5.970386552	6.047949339	5.796818051	5.816271527	6.08734753	5.994531178	5.903310088	6.129138575	5.925652495
373126	4.032492981	4.152055082	4.416112899	4.19034919	3.886195014	4.206753946	4.158410077	3.789200182	3.995907196	3.984539585	3.909087895	4.009502781	3.939920234	3.574648643	4.057974028	3.730253641	3.528414094	3.876183492	3.963647639
373129	6.04970064	5.781991648	6.1744253	6.099239514	6.122316161	6.133767703	5.903558867	5.798702301	5.7819223	5.889100325	5.939801882	5.793584287	5.886712414	5.862603058	6.090483285	5.790532984	6.051894707	5.933800801	5.884019176
373130	2.268120831	1.831104188	2.098638095	2.103605664	2.004305158	2.308600581	2.246264205	1.829381106	2.229251085	2.422300044	1.924668323	2.05947977	2.006215652	1.873481469	2.201053963	1.892967469	2.672833164	1.884341837	1.999589312
373132	4.057026991	4.217632562	4.115730763	4.110786812	4.340909087	3.911065609	3.866730239	3.926312567	3.678647062	3.851088979	4.256214267	3.880690831	4.08977231	4.008038511	3.806628495	3.931927305	4.072248648	4.002791028	3.867978668
373136	5.645143641	5.114549678	5.365589296	4.641931221	5.36527878	5.308597213	5.122636424	4.984353211	5.273065135	5.050136544	5.282874853	4.893820161	5.512742242	5.217708012	5.288004626	5.058124574	5.608853513	5.238588912	5.448789378
373140	2.019751394	2.105067794	2.314673736	2.345247221	1.753944468	1.810498058	1.628255858	2.151572176	1.69388057	1.661072433	1.774298993	1.996696853	1.885806923	1.729553039	1.787240954	1.822523618	1.877685099	1.540913317	1.949480935
373865	3.510026334	3.409651279	3.555236214	3.826948951	3.246478856	3.569062076	3.738589551	3.513982933	3.449888288	3.636097463	3.12574726	3.614114929	3.476363705	3.206434668	3.429622413	3.594161911	3.116943381	3.503175052	3.367880132
373866	4.593531137	4.255594347	4.092514517	4.081869939	4.135146534	4.292362602	4.408597711	4.043759456	4.5561691	4.396711384	4.223939808	4.001530548	4.500717699	4.135898267	4.465530123	4.384189197	4.146400574	4.446886366	4.46356773
373867	5.687289503	5.743548927	5.926761107	5.793899705	5.204884956	5.763083612	5.605936559	5.406502686	5.606510699	5.524762803	5.406253812	5.49027171	5.425448619	5.266956441	5.631536123	5.665309952	5.142905963	5.68362315	5.513450032
373868	4.060498038	3.992605432	4.446950263	4.351323238	3.934380304	4.212255918	3.980983455	3.930525714	3.973831573	3.704024039	3.839786237	4.029242731	4.002384688	3.750097034	4.032113759	3.923537972	3.756468004	4.193003867	3.881404048
373870	2.673709313	2.879941602	2.873279421	3.268502764	2.188972252	2.836175839	2.918838997	2.137061982	2.515654967	2.910353548	2.214745297	2.435871771	2.501155561	1.949707202	2.784790932	2.671029327	2.635868529	2.723086391	2.494910721
373871	1.885293167	1.831104188	2.466867106	2.754189897	2.130004463	2.000549088	1.970102153	2.077516235	2.284102782	2.275240938	1.713608204	2.074757696	1.913446286	1.617178938	1.80261891	1.822523618	1.812924789	2.229938889	1.689445511
373872	5.569203353	5.752426581	5.874409462	6.073239611	5.318179545	5.792765372	5.985403118	5.490230723	5.601120226	5.932222133	5.414221669	5.65434041	5.731354703	5.172694997	5.59887774	5.749592318	5.045852847	5.722130283	5.523474923
373873	1.220970048	1.405259121	1.53570631	1.474822499	1.097698151	1.781182603	1.203134413	0.998282973	1.581584069	1.191197322	0.829191035	1.088836154	1.268372023	0.354464607	1.250298887	1.35814214	0.542830747	0.683791993	0.785559374
373874	1.269766241	1.513664706	1.53570631	1.50002327	0.347890835	1.43095128	1.105750717	0.863753627	0.731594011	0.569729991	0.866837641	1.058418259	0.63328796	0.7016979	1.006501236	0.784793515	0.798358969	1.282061446	1.266811018
373878	5.76805822	5.583617522	5.793938179	5.633772054	5.576010561	5.81463269	5.730606441	5.440874575	5.586646381	5.558181663	5.642996572	5.637719771	5.504814688	5.396868628	5.706003958	5.679080572	5.384895455	5.63651955	5.711853051
373879	2.761632249	2.287151302	2.478853899	2.785272611	2.633049565	2.814635062	2.608121538	2.519179674	2.604542027	2.555745847	2.85309139	2.84518626	2.554794381	2.560886314	2.646758198	2.681017801	2.607509935	2.573162073	2.529431237
373881	5.349881379	5.512237484	5.564302831	5.532074607	5.14843549	5.514118218	5.418414769	5.253478739	5.381849164	5.282648809	5.322364441	5.255705307	5.231842901	5.10555468	5.384412312	5.354950679	5.0101904	5.341112981	5.21252379
373882	5.391817571	5.151932886	5.505459402	5.234656327	5.157690961	5.08993032	4.647924057	4.810097024	5.135655328	4.68365586	5.118991222	5.019542887	4.834713766	5.103470535	5.063862191	4.981392144	4.89953813	5.327128333	4.953337827
373884	3.871877383	3.903754025	3.837150054	3.932530024	3.690923801	3.798525668	3.946241536	3.883490225	3.881987644	4.11668815	3.844511366	3.818521135	3.683186764	3.812668585	3.920251569	3.681333518	3.639958949	3.694456652	3.706393877
378437	6.887126953	6.608233508	6.969411178	6.833626306	7.047175969	6.938294435	6.999332146	6.684271515	6.697373697	6.889030089	6.7318613	6.711091757	6.81231837	6.690900241	6.8880782	6.72510021	6.814027332	6.688510015	6.834903946
378438	5.770179617	5.413548385	5.350989585	5.229015279	5.92179899	5.575173993	5.597005375	5.614580535	5.523459181	5.589647279	5.793531002	5.318018079	5.612022089	5.82388656	5.646527337	5.236342265	6.138680342	5.589128664	5.703059038
378440	5.606486325	5.848708069	5.670026407	5.78623766	5.632866127	5.100353075	5.057393991	5.551695061	5.622562316	5.118109054	5.756404273	5.318018079	5.437397488	5.562300564	5.203638494	5.737678372	5.446230742	5.368682054	5.569818908
378441	7.413216017	7.734275058	7.474523978	7.753458314	7.128506719	7.881492647	7.922708572	7.554843397	7.657500127	7.855285864	7.27831032	7.632633832	7.684199661	7.261745808	7.702690668	7.635183051	6.939251179	7.70513443	7.445159039
378444	3.530194547	4.062089443	3.837150054	3.960032632	3.680687409	4.052737071	4.15537142	3.807641723	3.928640349	4.069398431	3.853915448	3.969193636	3.959939569	3.750097034	4.192469701	3.854606972	3.794701418	3.871908485	4.009203698
378446	5.070625385	5.303084803	5.477354767	5.179179576	4.811047077	4.624937741	4.895641948	4.949485337	5.008409411	4.866694981	4.884465478	4.781915283	4.873929662	4.693792971	4.905519954	5.21759323	4.625595387	4.808515871	5.293422878
378451	3.974797263	4.227217065	4.07682683	4.213386756	3.092837643	3.927883212	3.650690287	3.479892159	3.64411709	3.535284268	3.620407261	3.75829025	3.77644734	3.318487497	3.712073492	3.973157442	3.269533298	3.655193509	3.547042913
378452	7.120359893	7.352011655	7.240665462	7.451105609	6.721117997	6.662959538	6.610780503	6.826138834	6.912843366	6.491099858	6.87671721	6.717189556	6.650308956	6.672038694	6.633517097	7.020853679	6.649336244	6.765425519	6.88963106
378453	7.395803651	7.281696665	7.527420843	7.581884831	7.279856454	7.425329479	7.395791422	7.165159708	7.269533159	7.340905906	7.172362713	7.250336007	7.304037216	7.111699835	7.377705865	7.33104126	7.04436629	7.386804264	7.420080503
378454	4.173803599	3.915658406	4.092514517	3.880705117	4.208232786	3.813082701	4.051326903	3.839357838	3.928640349	4.016949376	3.796548875	3.910799063	4.160681061	3.887249735	3.992432874	4.075147013	3.945813447	4.11194656	4.100047919
378456	4.699738145	4.95642687	4.770794502	4.930794721	4.483168724	5.027322672	4.813209852	4.459839774	4.83862514	4.791669104	4.6153726	4.908816438	4.82383089	4.569451443	4.966526034	4.742380114	4.418101598	4.924513968	4.970189886
378458	4.95602822	5.133362363	4.925511047	4.799936136	4.574459008	4.792241005	4.774124898	4.83503317	4.907207956	4.685897308	4.911737367	4.944599873	4.834713766	4.790236335	5.000262329	4.843673708	4.877935344	4.967220092	4.81092784
378477	4.684072022	4.92732258	4.72874903	4.805000454	4.596406698	4.823133886	4.626139903	4.673491213	4.743970609	4.760105674	4.512243109	4.777253385	4.764360344	4.611122852	4.82873519	4.534988395	4.625595387	4.790509302	4.433503178
378478	4.351493322	4.23357154	4.012312458	4.056614203	3.745961395	4.124523445	3.991244957	4.366521866	4.19509959	4.11668815	4.263289364	4.163916396	4.09279748	4.365425656	4.29116523	4.215767654	4.278180728	4.161825891	4.371426608
378713	7.48018926	7.519985462	7.530663376	7.432818966	7.289992891	7.392991638	7.251715914	7.195236044	7.40562454	7.147912528	7.293076923	7.338418802	7.207560781	7.289969311	7.361897354	7.397291335	7.211098311	7.308697132	7.39923241
378719	1.470971046	1.554844506	1.465153714	2.087070203	0.124436118	1.22864417	1.316290521	0.791472139	1.141164986	1.086502885	0.790535673	1.362213137	1.268372023	0.409485433	1.133543794	1.38283097	0.460661717	1.118476751	0.997670082
378720	3.622321908	3.707731142	3.999888127	3.691311142	3.280768815	3.59877188	3.888853335	3.415220003	3.940071557	3.866980284	3.592589965	3.867592435	3.77644734	3.409023264	3.623927622	3.696184515	3.368616492	3.645208461	3.686136889
378721	5.051565609	5.365172938	5.237393974	5.41605639	5.060377911	5.159933273	5.224733767	5.04195529	5.130675487	5.129681831	4.990589887	5.092661817	5.090684428	4.967993689	5.124776295	5.177585212	4.777569069	5.029958218	5.134313057
378722	3.115385842	2.974026502	2.720123238	2.774985936	3.333991957	2.919259908	2.616984381	2.975779027	2.854551933	2.739608223	3.094353096	2.836249312	2.759023399	2.979794789	2.910762675	2.609601135	2.860766347	2.918135731	2.97572796
