	dose_3.dose_0	dose_30.dose_0	dose_300.dose_0	dose_3000.dose_0	dose_30000.dose_0	AveExpr	F	P.Value	adj.P.Val
550432	-1.37237885275	-1.13531484275	-1.04679292141666	-1.19353005975	-1.09560904841666	7.31059817428421	16.6025854364589	2.87362581849e-06	0.0247784018705866
100535376	-0.95479864375	-1.44836165341667	-0.450534644416667	-0.159209777416667	-1.08246679108333	4.40785291649474	14.4671783718739	7.74293876013559e-06	0.0247784018705866
561717	-0.969610106583332	-0.815899549916666	-0.896169135583332	-0.997058691583332	-1.04085407791667	4.60884959123158	14.4623939481663	7.76110601141055e-06	0.0247784018705866
324428	-0.668485434999997	-1.03160879833333	-0.695566204999997	-0.566927985666664	-0.857531323666664	7.53723602833684	14.2121568134088	8.78044006753601e-06	0.0247784018705866
447920	-1.33760227516666	-1.1434131475	-1.08365044116666	-1.14072432116666	-1.20430428083333	7.3485192086	13.1993167368608	1.47223182233347e-05	0.0271066304592039
100008376	-1.99597503033333	-1.85022155533333	-1.76779770233333	-1.70258244	-1.49295154	9.96938273302105	13.1709703435643	1.49430891676319e-05	0.0271066304592039
100331179	-1.27123460125	-0.752671476583332	-0.891755558583331	-0.424973483249998	-0.657803063249998	5.15390909517895	12.9484012451046	1.68095688531562e-05	0.0271066304592039
561082	-0.754458688666666	-0.871472416999998	-0.719417586333332	-0.658367578333333	-0.725635392999998	8.05552781712632	12.0176056809391	2.7962930044348e-05	0.0394556942925751
568448	-0.981884785083333	-0.921517803083332	-0.809191952749998	-0.672936392416664	-0.688637450749999	8.27714383149474	11.7492980693613	3.25529770430728e-05	0.0408286672069117
562916	-1.47118228883333	-1.19456387716666	-1.09529752816666	-1.07822356983333	-1.05238224316666	8.0078424666	11.3280680672699	4.15363157847786e-05	0.0433983579782488
556371	-0.868814258750001	-1.11880637241667	-0.953436205083333	-0.649417999083333	-0.678806578083333	5.09949874707368	11.1704004211246	4.55785936745494e-05	0.0433983579782488
100329297	-0.893123161833332	-0.892642199499998	-0.523286599499998	-0.379411957166665	-0.788672233166665	5.91703756554737	11.1490054392101	4.61598974568171e-05	0.0433983579782488
100002040	-1.99948384541667	-1.68336781608333	-1.88464094741667	-1.82543341875	-1.75721526675	7.5721650386	10.6533696413136	6.2214471529622e-05	0.0433983579782488
492478	-0.630078782583332	-1.13098364725	-0.850306789916666	-0.685252310249999	-0.610309818583333	5.43649989870526	10.4814194162576	6.91578228324658e-05	0.0433983579782488
445143	-1.20027421383333	-1.05901042883333	-1.22115256483333	-1.00560851816666	-1.23412825183333	5.19065568523158	10.2929468397594	7.776905792991e-05	0.0433983579782488
30709	-0.812822409833332	-1.22365125083333	-0.930708031833333	-0.604034662833332	-0.714339155833331	5.79636304444211	10.2413674921775	8.03278167971182e-05	0.0433983579782488
