	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
799862	8.9490623306	8.8226392456	8.7960024576	8.7092890376	9.0043204206	8.6237939186	8.5099348646	8.8977111576	8.9817314156	8.8503578426	9.1070920376	8.9615673096	8.7731716416	9.1568572186	9.0482832386	8.6885479826	9.0088326706	8.8175505516	8.8922866496
497398	9.7306394216	9.3350059166	9.8050678706	9.2902581826	9.6171580336	9.5411696396	9.4297878976	9.3736885626	9.3605913176	9.3080208016	9.6718519386	9.4965376526	9.6460432706	9.7040150586	9.4142525266	9.5353269426	9.8484734716	9.5205614216	9.6603434596
571772	8.0536861916	8.3664513296	8.3277690326	8.4047304736	7.6003300526	8.1941996896	8.1316100386	7.7870720906	8.0159188466	7.9857080906	7.9210895896	8.2845652436	7.8690879986	7.6060642316	7.9280903666	8.1422351756	7.5013730566	8.0111885396	7.8416970166
556205	5.6705409006	6.2579034706	6.0437528336	6.1135750606	5.2503150156	6.0676952476	5.2793971926	5.4939257556	5.4808260486	5.7319712996	4.8734613066	5.6706851456	5.3857268066	5.2614235166	6.0043340556	5.4439887216	5.5913321676	5.7140195816	5.6288300776
556123	8.9473149586	9.0545257916	9.1852010796	9.1092928586	7.8802500876	8.9061324066	8.7201433446	8.2781495066	8.6754590716	8.7659369606	8.4923255686	8.7493361856	8.5511887306	8.2258854566	8.8083183636	8.9361340736	7.9575892056	8.8883374096	8.3598312916
407983	10.0838926976	10.2336509886	9.9273711326	9.9081007776	9.8899873226	10.0155083686	9.7698294006	10.1620008916	10.1094751116	9.7736771096	10.1072531776	10.1946709596	9.7955092906	10.1701742676	10.2013023366	9.9783509816	10.2141528526	10.2185639006	10.1451188696
450025	8.1780967576	7.8461733776	8.0491112916	8.1759722786	8.3466304706	7.8271251916	7.9796968756	8.3648999346	8.0943415696	8.2543057906	8.2939832306	7.6902763496	8.0425199036	8.3654263446	7.7360600586	8.0872604106	8.3335804166	7.7881750076	7.8502114506
393561	11.7592030326	12.1763179276	11.9815136006	12.2518103586	11.3959171036	11.0028231506	10.7724762186	11.5999714356	11.4711557036	10.7916727686	11.7409900356	11.1712797676	11.0725596716	11.3305117376	11.1858972586	11.7433169406	11.3602839756	11.6531060516	11.5524139216
555686	7.5074029106	7.9931122426	7.7867198136	8.1353042026	7.0891031296	7.8699550006	7.8242295566	7.6219745776	7.6767809666	7.7582984916	7.2542150616	7.5341206286	7.6719214806	7.2532264486	7.8474186756	7.4450294366	7.0228761386	7.7364865636	7.4462848926
678520	7.0862444616	7.1042309426	6.9833759316	7.2252447016	7.0818670946	7.0191739446	7.2486585916	6.9848878276	6.9771961176	7.2320053516	6.7893693126	6.6991793836	6.9409732586	6.6742965626	6.9453670926	7.2079283126	7.2104015506	7.2571378096	7.1752344136
100124622	6.5909697756	7.0244570276	6.3661090856	6.4634020196	6.8629487446	6.2780220266	6.6750339286	6.4406298456	6.0519545136	6.1744829176	6.4738809856	6.7444282396	6.9409732586	6.1793016886	6.6994368666	6.7132892486	5.4194359876	6.8420436706	7.0477820176
406703	11.8970655786	11.5573194676	12.1040775326	12.1380569956	11.7538702896	11.3865834426	11.4394760146	11.4791120836	11.5150290406	11.4508527626	11.4825462166	11.2396373846	11.5437906826	11.5888493356	11.4322418946	11.7642781486	11.5769513826	11.5177200806	11.8517367416
100004460	8.5537605896	8.6605720216	8.6404850316	8.7392034656	7.7123450426	8.4738062256	8.5707547036	7.8671423826	8.1687202366	8.3628007696	8.0022012706	8.2784252036	8.3931103186	7.6115451016	8.2543815076	8.2081326596	7.2104015506	8.3575789976	8.0031127926
556881	6.8067766866	7.1235037516	6.8260076396	7.0612522366	6.3635298836	7.0250165046	7.0185170356	6.4184216536	6.7416616596	6.8248506286	6.6752810516	6.8803669946	6.7324954416	6.3724558726	6.9060749906	6.9473869786	6.3129127606	6.7231468156	6.4844329676
564337	9.5281118786	9.5779051066	9.7110597506	9.9277184696	8.5981079456	9.4722793256	9.4736744646	8.7499220966	9.2363967036	9.2583222556	8.8640236126	9.2769924876	9.0808212806	8.6013227666	9.1343904776	9.1838763696	8.2012141576	9.3718049126	8.9899132016
550284	6.5998953236	6.7043610186	6.9675963486	6.7739359756	6.5428703276	6.3542574246	6.5597418196	5.7817819516	6.5037840066	6.4352441006	5.8416505666	6.2372090606	6.5309311346	5.7530206716	6.4939482156	6.2828492366	6.2343792306	6.3050733166	6.4734520936
564497	6.2146154166	6.6344293496	6.5146682906	6.4023907696	5.7106132906	5.6199437166	5.9369106066	5.6160417316	5.8855004776	5.9563404766	5.8416505666	6.3468975636	6.1197640336	5.9562301806	6.4850873326	6.4877717406	5.9128108036	6.0324791116	5.3453949456
566728	5.6705409006	5.5521695866	5.8159767366	5.8829100746	5.3974639866	5.8870157386	5.9887740736	5.5764738746	5.5658572086	6.1260431916	5.0052329876	5.1847399846	5.9434596806	5.2332582236	5.6070338896	5.9698738906	4.9431065226	5.6409303956	5.5262982996
100321084	5.0951807306	4.7315667376	4.5843368776	4.6243230376	4.8342175626	4.8136956836	5.2584215266	4.9603602546	5.2604502346	3.9623292956	5.3407965436	5.5330520556	5.1241543596	4.5099570236	4.7953846406	4.1524756466	5.3782866926	4.9885560096	5.4159183026
100329124	6.9180152236	6.8503162046	6.8083983046	6.6638673666	6.0736966986	6.2780220266	6.0388376186	6.3844549116	6.6407457486	6.2998704836	6.5513899406	6.7174495786	6.3160039386	6.2652665576	6.7957427876	6.6950197066	6.6860603496	6.7053324836	6.4172579106
553778	6.4793202696	6.6522326186	6.5574630416	6.5104188346	5.4878357526	6.3999366866	5.9887740736	5.7817819516	5.9289487976	6.2778684316	6.0390830066	6.3930932816	5.7989347726	5.7127890296	6.6044450366	6.0439226756	5.4395787126	6.3168531566	5.9151546536
393975	7.0925821696	6.8112318196	7.2544209086	7.1078575996	6.6737693916	6.8185018876	6.5767870236	6.5671455436	6.5037840066	6.6813744316	6.6851406676	6.3701803156	6.1952036206	6.5542064156	6.8927361636	6.6483072856	6.6519373266	6.6872954276	6.5898759706
100333762	10.0767176216	10.4797016866	10.8734244036	11.0783003826	7.9574012446	9.8352226096	10.2393453906	8.2375011046	9.0765459846	9.8806523666	7.5196492406	8.5674109976	9.4243544566	7.0093135026	9.4270319886	9.7239653636	7.0027099886	10.1908261076	8.8860893476
394026	7.0988921576	6.9033143146	7.2737985676	6.9028752856	7.0376717466	6.5932235386	6.7964163856	6.8336629426	6.6794211276	6.5220376646	6.6653535896	6.8964928846	6.7468939006	6.8234432986	6.8656827266	6.4114996176	6.9615118116	7.0398030556	6.8581828236
492702	9.4914102566	9.8860110896	9.3870148916	9.4911415156	9.1532819486	9.5319669796	9.2166066636	9.9057885346	9.8131109176	9.3949132356	9.7145988996	9.7790711696	9.4187447686	9.8233624376	9.7173129936	9.6369203516	9.3481391336	9.8452952826	9.5219782336
407079	11.9446987556	12.1738164456	11.9634776936	11.8948037246	11.6371565206	11.7223752766	11.7481648846	12.2479861206	12.1728993286	11.8092416616	12.0489177946	11.9917826836	11.7898290886	12.2768219116	12.0209147326	12.1209989366	11.9541208516	11.9819885526	11.7118695786
393425	7.4294365266	6.7464072146	7.3729673096	7.3337949396	6.5844264086	6.9347919666	6.2448280716	6.2399771426	6.7416616596	6.2778684316	6.5186803546	6.8884524706	6.2160525656	6.6950964136	7.2630034576	6.4877717406	6.7679955956	6.8501728246	6.6593531816
562652	6.4301227996	6.7380954366	6.9191948526	6.8398456276	5.1431552756	6.8185018876	6.4713574326	5.8330514866	6.6143738826	6.2998704836	6.2262894876	6.4705388056	5.9182365286	5.8856030966	6.6684627096	6.8516700556	5.5174498406	6.6128038496	5.7059121936
436985	7.0670625586	6.7710590356	7.1323487546	7.0847431046	7.2526970686	7.0308354976	7.0247414426	6.9924243666	6.9563497776	7.0940121996	7.1441500016	6.9360362196	7.0022701096	7.2878709636	7.2315614366	7.1949855756	7.2162513156	6.8742890146	7.3414777336
558865	8.7226294256	8.8823131286	9.2222446086	9.0627345946	8.3853527176	8.9140252446	8.9951837676	8.4712079976	8.5419090286	8.7659369606	8.4203664426	8.7337135356	8.7157717416	8.3718998446	8.7577123776	8.8229133926	8.0813365926	8.7818733776	8.6283792786
558662	7.0279162486	6.9254450446	7.1878818586	7.0924891576	6.7211133346	6.7636475006	6.6510922956	6.5157720196	6.7537939126	6.6980392616	6.5621303836	6.6806748446	6.6196671706	6.3594847166	6.7740821006	6.8598935356	6.4181697986	6.5542972106	6.3941527006
335475	8.9852765826	8.5002555406	8.6052254286	8.5830136316	9.4102983546	8.4479441766	8.6168055896	9.1221297736	8.7007471596	8.7420291096	8.9826982226	8.9207572956	8.7608091016	8.9817037776	8.6369088806	8.5119522046	9.2673311836	8.6669223486	8.8589224196
559418	6.0419815886	6.4735145036	6.7263830376	6.6429203536	5.6725838286	6.3261391126	6.0632326336	5.4725290106	5.8632755726	5.5963186706	5.8935988786	6.5024979946	6.0861847696	5.6922445146	6.4399477146	6.0725097856	5.4983725516	6.3516263376	6.0978579996
559209	10.9506282356	11.1767163886	11.2794552036	11.3838746246	11.1114165226	11.6319516806	11.4785456186	11.4033974956	11.2981512876	11.3483542206	11.1670370606	11.4560390996	11.2804674936	11.0797817816	11.5060938476	11.2452706246	11.0849883696	11.3386344156	11.2032345136
101886139	6.4696140756	6.7380954366	6.5254865736	6.9376932486	5.9519767906	6.1340738966	6.1568856996	6.5871934406	6.4893446216	6.3949270816	6.6452913456	6.6236930536	6.3446871836	6.0720730996	6.0650539826	6.6857974376	6.5257194456	6.3967240206	6.5898759706
550328	6.8818803946	6.9544343026	6.5468827726	6.6947284396	6.8963310996	6.5123469286	6.6985847246	7.0799194206	6.9563497776	6.9414104446	7.0249892396	6.8054831676	6.8030923656	7.0340143956	6.8860202156	6.6765158376	7.0688623876	6.6598098406	6.8832908106
100462714	6.6778336306	6.9254450446	7.1603824926	7.2940395426	5.5728787096	6.8385462346	6.4984458916	5.8330514866	6.1833447616	6.3743380396	5.7877616126	6.5643677886	6.0165864706	5.9388949016	6.8724937946	6.4877717406	5.3359291706	6.5139316266	6.2211429256
561377	6.3371048726	6.3149015816	6.5362243386	6.3255991796	5.6531864476	6.4442139106	6.1455061846	5.8986941906	6.0907312996	6.0631127856	5.8059491736	6.2244902676	5.8795551696	5.0516391906	5.9793119816	6.0147576396	5.6092263346	6.3050733166	5.7611359596
570766	6.8597569326	7.4065297566	7.0448229886	7.4163480456	6.7759485446	7.0308354976	7.2379830106	6.7292804326	6.8013277046	7.0296369856	6.3429876686	7.0193948516	6.6658626296	6.6209458736	6.8927361636	6.9473869786	6.3345874936	7.0110877886	6.7890100506
100150992	5.2842324196	5.6261010866	5.7802901436	5.8829100746	5.2242620116	5.4907991076	5.6613614146	5.2888699166	4.9163690086	5.2344819566	5.1827491496	5.2363339496	5.4749233806	5.3945487706	5.5229532986	5.0138227736	5.2472901866	5.5835761036	5.6870243196
561810	5.8901780186	5.6079703546	6.3780958786	5.7520900276	6.5322915446	6.5533518966	6.2341240026	5.7817819516	6.1470096536	6.0759203866	6.3429876686	5.9739996756	6.1086575606	5.9902880826	6.1682978176	5.9849908256	6.4483055606	6.2072029246	6.5590442836
406610	9.4301732556	9.4565041136	9.4365739876	9.5874750206	8.9457358316	9.4431205196	9.3489996406	9.1204111076	9.2956868026	9.2639296196	9.1415158386	9.2816045356	9.3520264996	9.0254741716	9.3907230896	9.3881558896	9.0405003246	9.4353230536	9.2142629106
100004621	8.5560555466	8.5884304506	8.8784822726	8.7293007496	8.3222742826	8.7942687516	8.6634279196	8.3056344806	8.4253862746	8.5210236516	8.3723546116	8.4977682076	8.6251485546	8.3392379016	8.6567723626	8.6792841186	8.2646871366	8.5141449246	8.5907666876
101885898	8.5094480826	8.6181743576	8.6651530846	8.7268144136	8.3912188076	8.6988116366	9.0723284596	8.5163434236	8.4253862746	8.9265795766	8.4437861796	8.5496757606	8.7483397096	8.3259632256	8.7814289456	8.5980428156	8.3890120826	8.6082177366	8.7539342576
100004296	4.2193874126	5.4941234086	5.0416101396	5.3992652496	2.7501915926	4.0015184916	4.5324107566	4.1589988986	3.5997023546	4.1677173096	3.6429617546	4.1563848446	4.3930218276	2.0857005396	4.6758797436	3.7183264826	2.8670433916	4.5830339726	3.7547919436
394077	5.6705409006	5.9763151986	5.9822591946	5.7520900276	5.0572157666	5.4566221436	5.2584215266	5.4287593126	5.1907660546	5.2794683256	5.2373781566	5.7615296076	5.4220698336	5.5624261386	5.7321336186	5.7397016416	4.4420727266	5.0743331176	5.6484901366
474329	7.5262534916	7.6954900026	7.6301420306	7.7654838436	7.9652874966	7.7932916266	7.8664288996	8.1254361336	7.9436178696	7.9374003346	7.9210895896	7.7086589236	8.0483443066	7.9768792916	7.8474186756	7.4613351456	8.1863905416	7.7923999376	7.8837754106
406739	11.0778612086	10.7191680096	10.9750805886	11.1463950026	10.9233253146	10.1658649956	10.3849594476	10.6216769286	10.5642595436	10.1676443726	10.5531653806	10.3838546936	10.5734784856	10.5789947986	10.2504978196	10.8418182986	10.4471420676	10.2534606556	10.8362522746
100535938	4.9904724026	4.9197130076	4.5843368776	5.0944077666	4.4405741006	4.3002285506	2.7833339956	4.4047211516	5.0002343526	2.8561188856	5.1827491496	4.6119506386	3.6412701836	5.1752223616	4.4757247236	4.3981189696	4.2727705556	4.7312384096	4.4360393436
768182	6.0934488766	6.2579034706	6.1593947416	5.8467275146	5.3500625866	5.0612154946	5.4370519026	5.2641771096	5.5097302116	5.6992350886	5.7506838396	5.5936521706	5.1019235286	5.8113396856	5.7170766556	5.6091980276	5.8236582336	5.1813034256	5.2456582046
793290	8.0108278166	7.9861100936	8.0640284846	8.0895911696	7.3218962286	7.8001221136	7.7052630416	7.6171076266	7.6116118426	7.6891291676	7.7006594956	7.6480386226	7.7773814366	7.3806705066	7.7946076426	7.8845421456	7.5109234166	7.6645554066	7.7399891736
554861	7.1484024806	7.0380627836	7.0523230676	7.0769552376	6.3988985066	6.8451662706	6.6985847246	6.2897614506	6.2533797406	6.6729692686	6.4964545556	6.5024979946	6.7397126336	6.1793016886	6.6287857676	6.6387805226	6.4582125316	6.7581288466	6.4734520936
393628	7.6898506616	7.6160732366	7.8697170076	7.7847361386	7.4454413136	7.6188359786	7.7397257236	7.1888912756	7.0379865386	7.6164758126	7.2739490996	7.3473029046	7.5824287436	6.9060502606	7.5741961106	7.3949765146	7.2902154706	7.4725504076	7.4685763966
30138	7.5813709756	7.5272129536	7.9956519086	7.8547270986	7.4454413136	7.9052282056	7.8904869366	7.2277232116	7.7082938456	7.7463306306	7.5196492406	7.4922899806	7.8723750886	7.4124178756	7.7619674586	7.7405495376	7.5251314526	7.7796878486	8.0145210676
445206	6.0807531606	5.5330791846	5.9180272926	6.0353606376	5.5309837716	5.3301932596	5.5274978376	5.3370226826	5.4513309356	5.8998369626	5.7126279616	5.3577814296	5.6688708716	5.4928562126	5.5229532986	5.5289569386	5.3782866926	5.5033747806	5.4831543326
368275	9.8901266856	9.7582618866	10.1296887586	9.9406502816	9.8123229416	9.9355656036	9.9276312646	9.7002472006	9.6045211736	9.6803150996	9.6656405066	9.7516308056	9.8672832706	9.5541089646	9.8577956786	9.7295858086	9.6026850726	9.9089405106	9.9755055716
767778	7.9701033296	7.6911907986	7.9995368306	8.0262961606	7.7720113526	7.7932916266	7.4331167676	7.2530423916	7.7752905146	7.5213617356	7.5141285246	7.6480386226	7.6063151386	7.3283752406	7.6514691376	7.7316146576	7.5345263316	7.7143909116	7.6156586786
571285	5.4113550996	6.0851746826	5.7250484526	6.2583281736	4.7269760616	5.8213849886	5.3603769996	5.7286230856	5.6719568186	5.7952961596	5.3156286206	6.1184895756	5.7425709106	5.5164209176	5.7908375596	5.7749183196	5.3572633786	5.4615377516	5.8143235596
450061	6.2029465656	5.4129066856	6.1732193616	5.3223025926	5.7106132906	5.9620239616	6.0264836586	5.2641771096	5.7222171306	5.6992350886	5.3655329286	5.6132994456	5.5425113166	5.3427632506	5.8333492426	5.6477047516	5.2242525736	5.5238469546	6.2600028986
557507	8.3279714776	8.1232712796	8.2965310286	8.1796131556	8.0306351766	7.9702632856	7.7585218166	7.8834475506	7.8841535876	7.8052011806	8.0789943866	7.8765880486	7.8919418916	8.0594065496	7.9794696306	8.0117727476	8.0257943196	8.1160379676	8.1274077056
795051	8.2046698986	8.1826661886	8.3277690326	8.1465096716	7.8464891416	8.0353900716	7.9141503596	7.8381572566	8.2264508866	7.9268348186	7.8217994996	8.2378650456	8.0570370576	7.8247459936	8.3005667436	8.1150096336	7.8029159446	8.3547248436	8.1857572316
101882842	4.7550666196	4.7646781436	4.2081957236	4.6664491206	4.7636161506	4.1796961436	3.7060770646	4.3588112656	5.0002343526	4.3045924096	4.1778475096	3.3989506426	4.6597291876	5.3427632506	4.7953846406	4.3522228276	5.0777216486	3.7650715346	4.1899475006
563246	6.0550215626	5.9477666396	5.8848061006	5.7124255406	4.9969401306	5.2724230166	5.3000722536	5.2641771096	5.4808260486	5.1642575846	5.8059491736	4.9576602386	5.2708589186	5.6502564046	5.7617841546	5.2067016246	5.5548639036	5.6779377906	5.3927914556
402974	7.7985153266	7.5793232146	8.0491112916	7.8271368266	7.4953134376	7.7410053716	7.7770761716	7.2902070116	7.7573250656	7.8090417696	7.5085866016	7.6716565216	7.6643561526	7.2810082966	7.5318003366	7.7044731296	7.2104015506	7.6599383676	7.6743759336
566350	9.2262487616	9.2944848946	9.3870148916	9.4525386566	8.6794598946	9.4189178856	9.2634176206	8.9643758526	9.0423349856	9.0917545496	9.0162818316	9.1831572306	9.0636699146	8.8111765976	9.3498207006	9.2926694106	8.7390841416	9.2860150156	9.1028863416
100535981	7.0345148436	6.7380954366	6.7169756206	6.7348757256	6.2519034876	6.4529085926	6.4344296726	6.7649203716	6.3201717256	6.5031964216	6.6553573406	6.4919234006	6.7611500786	6.7656214066	6.8100046546	6.3309689696	6.5351105086	6.9669139406	6.6593531816
553328	8.5023252556	7.9684545756	8.7982344966	8.4566701036	8.5118930706	8.6804197276	8.6209200506	7.9430014356	8.0058093406	8.3176833836	8.1049345586	8.1123142896	8.2386633826	7.9683608576	8.3550784356	8.2895321946	7.9783914276	8.2904610286	8.3864182496
436646	7.7868378426	7.6385755216	7.5739308816	7.7410514656	7.7987388476	7.2361795136	7.2163918946	7.4244118096	7.5710488466	7.2659334686	7.4691853586	7.4762854146	7.2649069526	7.5270619796	7.3727606916	7.7670268856	7.6600085216	7.5394318806	7.7168969266
555250	7.5768574306	7.5746629336	7.6450997226	7.5905531216	7.2845632566	7.6149674236	7.5542416436	7.3848721706	7.4269582246	7.1972600856	7.1225441976	7.4216170296	7.3940195516	7.0663045126	7.4567388426	7.4395529876	7.2622146646	7.5089482906	7.2607492996
100332055	5.7367789796	5.3488455106	4.3118161406	5.2957081406	4.9015245346	5.1706808506	5.5098565916	4.9907805636	5.2260288336	5.8410299516	4.9075496386	5.1847399846	5.1460478216	4.9514675976	5.0806275096	4.9536221896	5.3990080456	5.5033747806	5.1385109656
559639	7.2368895076	7.5368286206	7.7731672466	7.8131412696	6.3635298836	6.7981751226	7.3008827496	6.9231347716	6.9245043626	7.2881168936	6.6452913456	6.9592522116	7.2798367976	6.4479251636	6.6527226326	7.2271272796	6.0889266986	6.2691454556	6.6593531816
559345	7.6344599806	7.6115303536	7.6301420306	7.5740492496	7.4112089386	7.5677170956	7.4746319646	7.3323892986	7.8047445456	7.4977603346	7.2934168426	7.6240276396	7.3894380716	7.4124178756	7.5949357696	7.6052429026	7.3176831476	7.8863074646	7.6404152636
406454	11.2926392116	10.9534955216	11.1230898266	10.5487604346	11.2982265756	10.7673842136	11.1498904906	11.0764189226	10.8773057376	11.1138779686	11.2026521296	10.9144396016	11.2473034886	11.2352050556	10.9422344206	10.7754437266	11.4289564126	10.9685096316	11.1810476756
568304	5.8755516006	5.7634852786	5.4577193836	5.6508059896	4.8342175626	5.1494421716	5.4739134536	5.2390542966	5.7707852706	5.2794683256	5.2103222106	5.1312322526	5.2708589186	4.7673136516	5.0806275096	5.2322654226	4.5571665306	5.1552951926	4.9923144446
492518	9.0338377536	8.8595054346	8.9343469036	8.8912683596	8.5879279506	8.1169789676	7.8206565876	8.4078040896	8.6268149726	7.9617563976	8.5173766486	8.3936820956	8.1894373236	8.5819099436	8.3404147046	8.5732509286	8.4448858246	8.3886075796	8.6602020326
335380	10.3849725356	10.4114318656	10.5396529086	10.4942517276	10.2042559526	10.6564898336	10.7885687546	10.3923759656	10.2848430526	10.9166315826	10.0915848226	10.1930398096	10.6644595186	9.7444887116	10.3453497766	10.3681625956	9.7490807026	10.2603398456	10.3238701216
559912	6.7275474876	6.6522326186	6.4817180176	6.5559516296	6.3025843046	6.5694330246	6.0872219956	6.3729525956	6.6010049436	6.1744829176	6.6949333586	6.3701803156	6.0974649216	6.3724558726	6.5374542256	6.1143556156	6.6258047446	6.5542972106	6.1676457806
563785	5.5467606566	5.7303461676	5.6077833456	5.7906931216	4.6111180716	5.4566221436	4.6658396626	4.7978221676	4.4636365026	5.0390415666	5.3898523226	4.6880378886	4.5325299396	5.2890494596	5.3580339926	5.2573841196	4.6637530126	5.5835761036	4.7590243856
751622	7.7310571816	7.6563280126	7.8353509506	7.9727423696	7.6839517796	7.4510482266	7.1778120146	7.5161529816	7.4495108106	6.9963391236	7.5360857536	7.1991604506	7.2191673936	7.3547598126	7.1157825086	7.5605333296	7.5204109706	7.5985322356	7.6695730806
555902	6.6778336306	6.7464072146	6.7169756206	6.7930765516	6.4782018116	5.5728587726	5.6452921436	6.4946991986	5.7707852706	5.7639811446	6.2922833986	6.1184895756	5.7281290256	6.1939896116	6.1571844376	6.1945731106	5.9554027676	6.1816615506	6.3706714226
100320270	5.8755516006	5.9038557746	5.9505006816	6.1585460506	5.3974639866	6.2180796426	5.5621460776	5.6734302976	6.0121066296	5.8107024056	5.9272201636	6.0766414616	5.6227731916	5.3945487706	6.0043340556	5.9545968776	5.8389048566	5.9288269096	6.1539556826
83415	7.9031755006	7.7666818916	7.9522127176	7.5905531216	7.7765004626	7.5757004006	7.6896780086	7.5875560026	7.8896618576	7.7463306306	7.7199714056	7.4437335856	7.8425181196	7.8057456436	7.5825277856	7.7887260976	7.9852593756	7.9253045256	8.0069255836
796749	5.6873877046	5.5710106706	5.9015123186	5.9006666536	5.5520833106	5.5728587726	5.8129159176	5.2134862346	5.3904676036	5.4267145626	5.2373781566	5.2861463316	5.5425113166	5.3945487706	5.9409458426	5.9391563596	5.2699656986	6.0747188016	5.7059121936
796680	6.5638569516	6.4533468966	6.2664510946	6.6000912246	6.3635298836	6.1975323196	6.2015268696	6.1212535686	6.7046404656	6.4252699796	6.7046600266	6.0766414616	6.3912605966	6.4356179316	6.6527226326	6.4114996176	6.6345683056	6.5342555886	6.6299859566
30672	8.1449393946	8.3254297276	8.1328520606	8.2779969976	7.5382416786	8.2476456476	7.9538345196	7.5675131796	7.9114870046	8.0192493846	7.8217994996	7.9363056786	7.9459820376	7.7170043986	8.1489330346	7.8845421456	7.5438604266	8.0002719976	7.9246612266
100136850	7.3039680466	7.4930442626	7.3669650186	7.4039509936	6.7669528616	6.4178109716	6.1108189736	7.1009885056	7.0674474076	6.1625246066	7.3252904466	6.2991735676	6.4972606036	6.6742965626	6.4399477146	7.3548092546	6.8679959416	6.8420436706	6.9481845636
557317	7.0476221746	7.2458014966	7.0892495246	7.3977122896	6.3754160286	6.3818381676	6.1455061846	6.8586197796	6.7658249906	5.9837834686	6.7523333696	6.6524652546	6.1846650626	6.4722290676	5.9793119816	6.8762011936	6.8150122746	6.3050733166	6.6881345196
393452	4.5492897276	4.9488165176	4.8483522786	4.3419187456	5.1150737656	5.2325829586	5.1713292836	4.6531683586	5.1546197306	5.3014461766	5.0052329876	4.7246277686	4.7766165946	4.2537065866	5.4700475796	5.2573841196	4.7306729286	5.2068510846	4.5657754326
557463	8.6832790876	8.8671481326	9.0362000786	9.0686372116	8.0040847986	8.7787914216	8.8219426706	8.1858470786	8.2944720866	8.7156738726	8.1765782896	8.6362489546	8.6540845436	8.0872108136	8.6705158466	8.8561788886	7.7595084866	8.7539828276	8.4935669366
556980	6.1553038136	5.9186417286	6.1732193616	6.0191957286	5.4205931616	5.8611206046	6.0632326336	5.4725290106	5.8407029256	5.9973116566	5.7317813786	5.7258752846	5.8398080496	5.4928562126	6.0886440156	6.0582870366	5.5913321676	6.0181198476	5.9472575406
560549	6.5362248166	6.7872626306	6.7169756206	6.7048704846	5.6335247066	6.4701423176	6.3576114976	6.2014780606	6.4451385656	6.3534509076	6.1571314696	6.5129956426	6.1086575606	5.8113396856	6.5796865786	6.3544400486	5.7610074866	6.6032160296	5.7611359596
100003157	10.1867044186	10.2901755946	10.4381079626	10.3951727936	9.9095338686	10.5964474976	10.5033517706	10.1569796946	10.2477922376	10.4226615636	10.1416731796	10.3909864156	10.3346166646	9.8778222896	10.4343484176	10.4969964816	9.8782952826	10.3795678316	10.3503717446
550502	9.4902106466	8.9341693956	9.4163730536	9.0686372116	8.7079408316	9.2142458906	8.8165713706	8.4630942436	8.9076513906	8.7238345756	8.9483141716	9.0543256746	8.7285245696	8.6920673906	9.1358065276	8.9554491896	8.6468040436	9.0057911576	8.8777846476
445138	7.2311562636	7.2805567446	7.5791324546	7.5573543926	7.0891031296	7.4768551856	7.6499625426	7.2530423916	7.4790427796	7.5537681886	7.2869567396	7.4492101516	7.4478916456	6.7557550366	7.3239035476	7.4174369106	6.7679955956	7.4189069006	7.5387331366
100003026	9.1386181266	9.7427663586	9.5600905536	9.6491753396	8.0567057566	9.3034803236	9.4403033786	8.8320226766	9.1263878586	9.4426663026	8.7010866086	9.0774968166	9.1365631426	8.4226680016	9.2303026066	9.1838763696	7.6340230516	9.3302741936	8.8777846476
393128	6.1308791486	6.2344583846	6.1313416166	5.9526615986	6.1448661556	6.2682029906	5.8272312306	5.9918766406	6.0519545136	5.5045650816	6.1712308346	5.9118925556	5.7710280806	6.1343188086	6.1682978176	5.9235487996	6.3453039576	6.1944887596	6.1676457806
101180910	8.1234354456	8.2367653806	8.4030271366	8.3476179276	7.7401902746	7.9702632856	8.1992116826	7.9035732366	8.1956524866	8.0324505616	8.0938744046	8.0631583756	8.0337389726	7.6493390136	8.1148732736	8.1689564386	7.5851322566	8.0540469676	7.9406965406
100150704	5.4902783766	5.3918674466	5.5239524786	5.9182073396	4.5703346326	5.6804245826	5.7984571346	4.9907805636	5.1175444456	5.4661648786	5.1827491496	5.7438125876	5.3294357886	4.8438182906	5.6393404056	5.3995512226	5.5362781536	5.8660721916	4.9923144446
556202	4.8775656146	5.5896088656	5.5664767226	5.6296670696	4.1944293966	5.3674603366	5.2371363856	4.9292846686	4.8273259536	5.2114515576	4.4792478586	4.5723473036	4.9359065346	4.3087274126	5.2153119586	4.7562999436	3.5980572966	4.9587916096	4.1899475006
100331377	5.7367789796	6.2106259926	6.3171404366	5.8282901496	5.7476659876	6.2483621296	5.9630753826	5.9918766406	5.9917622086	5.9563404766	5.9272201636	6.1856469476	6.1740489556	5.6922445146	6.3451968576	6.2456759926	5.8389048566	6.0747188016	5.9941109416
777610	7.2368895076	7.1106838616	7.2215349586	7.2600521426	7.5329449856	7.1744348786	7.4700777216	7.1690761876	7.4935851206	7.5719644946	7.1724634446	7.1926451116	7.3756056846	7.3082652436	7.4338976616	7.4285373276	7.2846586166	7.3857365046	7.3594829096
