gene.id	bmd
ENSDARG00000045038	0.700521415
ENSDARG00000045143	2.648802225
ENSDARG00000045299	2.513111591
ENSDARG00000045411	0.270779528
ENSDARG00000045516	1.108295342
ENSDARG00000045592	0.750491754
ENSDARG00000046091	0.70391048
ENSDARG00000046142	1.272645599
ENSDARG00000051876	1.036721527
ENSDARG00000051940	0.477715081
ENSDARG00000052027	0.61623545
ENSDARG00000052099	0.893455102
ENSDARG00000052115	0.134699313
ENSDARG00000052176	1.064755706
ENSDARG00000052207	1.482585829
ENSDARG00000052336	0.446017591
ENSDARG00000052450	0.488196041
ENSDARG00000052578	1.201864626
ENSDARG00000053405	1.018787447
ENSDARG00000053620	0.354473689
ENSDARG00000053853	1.251169678
ENSDARG00000053973	2.480658996
ENSDARG00000054218	1.55063557
ENSDARG00000054319	0.911390019
ENSDARG00000054534	1.148831475
ENSDARG00000054786	0.995196526
ENSDARG00000054837	0.401617993
ENSDARG00000055036	1.202610883
ENSDARG00000055138	0.91665116
ENSDARG00000055185	0.554049327
ENSDARG00000055240	1.275708816
ENSDARG00000055278	1.4524834
ENSDARG00000055294	2.412552691
ENSDARG00000055388	0.849361185
ENSDARG00000055493	0.177825841
ENSDARG00000055656	1.126357575
ENSDARG00000055705	0.973949271
ENSDARG00000055752	0.011231183
ENSDARG00000055835	0.868580563
ENSDARG00000056018	1.522297903
ENSDARG00000056144	1.303282255
ENSDARG00000056226	2.19141305
ENSDARG00000056314	1.053699725
ENSDARG00000056719	1.07593176
ENSDARG00000056744	1.148074859
ENSDARG00000056765	0.947463663
ENSDARG00000056781	1.339619074
ENSDARG00000056909	0.779365612
ENSDARG00000058053	2.64993676
ENSDARG00000058445	1.461383739
ENSDARG00000058462	1.084028048
ENSDARG00000058603	2.28216792
ENSDARG00000059227	0.600103895
ENSDARG00000059651	0.57274188
ENSDARG00000059729	0.835417458
ENSDARG00000060471	0.86852661
ENSDARG00000060671	0.991048631
ENSDARG00000060879	0.98254516
ENSDARG00000060889	1.10271484
ENSDARG00000061355	0.491996071
ENSDARG00000061383	2.35405919
ENSDARG00000061432	0.865532934
ENSDARG00000061858	1.166760191
ENSDARG00000061921	0.392475824
ENSDARG00000061968	0.515414356
ENSDARG00000062077	0.72094327
ENSDARG00000062297	2.525745543
ENSDARG00000062467	2.780688921
ENSDARG00000062549	0.847209942
ENSDARG00000063078	1.511414038
ENSDARG00000063257	0.028861005
ENSDARG00000067848	1.238353001
ENSDARG00000067889	2.228309185
ENSDARG00000068168	0.029302328
ENSDARG00000068283	1.490184082
ENSDARG00000068290	1.223696524
ENSDARG00000068493	1.364667503
ENSDARG00000068515	1.127262486
ENSDARG00000068586	0.97481297
ENSDARG00000068680	1.020167002
ENSDARG00000068883	2.404140331
ENSDARG00000069333	1.086787297
ENSDARG00000069377	0.043047788
ENSDARG00000069744	2.596564162
ENSDARG00000070021	0.956287888
ENSDARG00000070038	0.737296094
ENSDARG00000070057	1.639265251
ENSDARG00000070078	1.805878841
ENSDARG00000070394	2.435965297
ENSDARG00000070584	0.259368519
ENSDARG00000070775	0.710828507
ENSDARG00000070892	1.496106675
ENSDARG00000070918	1.208567962
ENSDARG00000070960	0.903014973
ENSDARG00000071306	2.915218874
ENSDARG00000071495	1.233784577
ENSDARG00000071565	1.197013663
ENSDARG00000071579	0.762516415
ENSDARG00000071592	0.554988378
ENSDARG00000071876	1.660931215
ENSDARG00000073742	1.293981045
ENSDARG00000073959	0.017150649
ENSDARG00000074191	1.494815777
ENSDARG00000074457	2.884238688
ENSDARG00000074698	0.903953861
ENSDARG00000074712	1.857139412
ENSDARG00000075046	0.765454531
ENSDARG00000075053	1.50454477
ENSDARG00000075159	0.863062133
ENSDARG00000075225	0.340810712
ENSDARG00000075332	0.690914298
ENSDARG00000075931	0.802971303
ENSDARG00000075958	2.525473155
ENSDARG00000076381	0.893431035
ENSDARG00000076448	0.809813139
ENSDARG00000076487	0.875337054
ENSDARG00000076838	0.71831173
ENSDARG00000076844	0.069523842
ENSDARG00000077058	1.95256623
ENSDARG00000077201	0.817945747
ENSDARG00000077688	1.021539117
ENSDARG00000077799	0.002110921
ENSDARG00000077866	1.422648526
ENSDARG00000077872	0.844115173
ENSDARG00000077875	0.607159535
ENSDARG00000077960	1.371351506
ENSDARG00000078211	0.839503895
ENSDARG00000078363	2.706716623
ENSDARG00000078757	1.101546413
ENSDARG00000079166	1.092456225
ENSDARG00000079191	0.042421739
ENSDARG00000079274	1.38811294
ENSDARG00000079305	1.470035908
ENSDARG00000079416	0.306543593
ENSDARG00000079420	1.195864843
ENSDARG00000079478	2.60142635
ENSDARG00000079543	2.267802118
ENSDARG00000079547	0.904584887
ENSDARG00000079560	1.163555655
ENSDARG00000079727	1.257182858
ENSDARG00000079858	0.78449524
ENSDARG00000086215	0.300020608
ENSDARG00000086266	0.000922609
ENSDARG00000086569	2.405039744
ENSDARG00000087318	0.719286421
ENSDARG00000087390	1.51925239
ENSDARG00000087633	0.726214188
ENSDARG00000087709	2.149074131
ENSDARG00000087767	0.001028398
ENSDARG00000088079	0.754035696
ENSDARG00000088330	2.751768063
ENSDARG00000088366	0.585325687
ENSDARG00000088625	1.408581965
ENSDARG00000088825	0.228741072
ENSDARG00000088836	1.371126082
ENSDARG00000088911	2.638795786
ENSDARG00000088933	0.928102179
ENSDARG00000089124	2.732830025
ENSDARG00000089310	2.585079447
ENSDARG00000089320	0.398526307
ENSDARG00000089475	1.787015985
ENSDARG00000089602	0.435120397
ENSDARG00000089919	0.783716162
ENSDARG00000090286	0.9913439
ENSDARG00000090428	0.830305026
ENSDARG00000090618	1.221374539
ENSDARG00000090722	1.400088803
ENSDARG00000090850	0.557632528
ENSDARG00000090903	0.88804711
ENSDARG00000090943	2.582174261
ENSDARG00000091136	2.796469939
ENSDARG00000091143	0.02580562
ENSDARG00000091211	0.820500446
ENSDARG00000091465	0.00352959
ENSDARG00000091560	0.781184558
ENSDARG00000091723	0.793469378
ENSDARG00000092018	0.591865379
ENSDARG00000092091	1.312461588
ENSDARG00000092976	1.090315995
ENSDARG00000093043	2.329245437
ENSDARG00000093068	2.54246549
ENSDARG00000093205	0.009749015
ENSDARG00000093619	0.767052588
ENSDARG00000093774	0.421319042
ENSDARG00000093844	0.923389393
ENSDARG00000094104	2.343062911
ENSDARG00000095293	1.198224971
ENSDARG00000095304	1.693044628
ENSDARG00000095360	1.237235824
ENSDARG00000095608	2.758191751
ENSDARG00000095638	0.697700445
ENSDARG00000095751	1.676235558
ENSDARG00000095963	1.110754461
ENSDARG00000096269	2.791693505
ENSDARG00000096445	2.556696172
ENSDARG00000096722	0.906257229
ENSDARG00000096739	1.290670891
ENSDARG00000096808	0.080446359
ENSDARG00000096843	1.235708815
ENSDARG00000096908	1.113394195
ENSDARG00000096978	0.478199576
ENSDARG00000097137	1.550419565
ENSDARG00000097441	0.514516962
ENSDARG00000097693	1.182805961
ENSDARG00000098063	1.242310784
ENSDARG00000098296	0.9640855
ENSDARG00000098315	0.725745907
ENSDARG00000098408	0.723649431
ENSDARG00000098428	2.636644138
ENSDARG00000098586	1.465125977
ENSDARG00000098711	0.342910926
ENSDARG00000098791	0.568831107
ENSDARG00000098805	1.107944674
ENSDARG00000098989	1.351061289
ENSDARG00000098995	2.146718477
ENSDARG00000099003	0.737961461
ENSDARG00000099026	0.922461124
ENSDARG00000099111	0.905295319
ENSDARG00000099185	2.228314701
ENSDARG00000099195	0.002763626
ENSDARG00000099276	1.178747159
ENSDARG00000099424	2.352948564
ENSDARG00000099525	2.273786664
ENSDARG00000099558	0.69475222
ENSDARG00000099564	0.521126734
ENSDARG00000099633	2.523937807
ENSDARG00000099715	0.738721702
ENSDARG00000099803	0.358401951
ENSDARG00000099841	0.490967892
ENSDARG00000099864	0.681484721
ENSDARG00000100075	1.63512411
ENSDARG00000100190	0.324153706
ENSDARG00000100315	1.155380184
ENSDARG00000100406	1.053945717
ENSDARG00000100442	1.390001656
ENSDARG00000100504	2.970713091
ENSDARG00000100625	0.7856734
ENSDARG00000100635	1.626869128
ENSDARG00000100709	2.565783618
ENSDARG00000100719	1.176597871
ENSDARG00000100782	0.68067503
ENSDARG00000100792	0.872651992
ENSDARG00000100955	0.960332127
ENSDARG00000101146	1.480653427
ENSDARG00000101184	0.00091506
ENSDARG00000101324	2.281116527
ENSDARG00000101407	2.651974894
ENSDARG00000101461	0.096676595
ENSDARG00000101726	0.660037537
ENSDARG00000101785	0.590962198
ENSDARG00000101979	0.916322241
ENSDARG00000102129	2.730575181
ENSDARG00000102175	2.827124213
ENSDARG00000102334	0.93086217
ENSDARG00000102456	2.339659649
ENSDARG00000102554	1.507769404
ENSDARG00000102568	0.015581944
ENSDARG00000102720	0.627384549
ENSDARG00000102722	2.751098118
ENSDARG00000102805	1.215612414
ENSDARG00000102888	1.539585092
ENSDARG00000102894	1.752809611
ENSDARG00000103137	0.1121729
ENSDARG00000103277	1.305283061
ENSDARG00000103295	0.925092943
ENSDARG00000103342	1.131444046
ENSDARG00000103589	2.601981818
ENSDARG00000103659	0.119426387
ENSDARG00000103687	1.131837058
ENSDARG00000103878	0.828521182
ENSDARG00000104016	1.474929825
ENSDARG00000104108	0.855366348
ENSDARG00000104166	1.788157454
ENSDARG00000104207	1.384157329
ENSDARG00000104256	2.172984931
ENSDARG00000104450	0.813444443
ENSDARG00000104569	0.681518771
ENSDARG00000104718	2.694717029
ENSDARG00000104811	1.415100975
ENSDARG00000104818	0.756772095
ENSDARG00000104829	1.171501607
ENSDARG00000104839	0.59413995
ENSDARG00000104841	0.762933486
ENSDARG00000105039	0.633594201
ENSDARG00000105052	2.795297448
ENSDARG00000105212	1.069051381
ENSDARG00000105351	0.762432297
ENSDARG00000105411	2.818542366
ENSDARG00000105416	1.316335167
ENSDARG00000105558	1.093762349
ENSDARG00000105621	0.028526315
ENSDARG00000105728	0.019741832
ENSDARG00000109262	1.179815482
ENSDARG00000110019	1.411300197
ENSDARG00000110341	0.872902063
ENSDARG00000110366	1.2792638
ENSDARG00000110427	2.953003649
ENSDARG00000110637	2.728990795
ENSDARG00000110787	0.547373235
ENSDARG00000112431	0.652415013
ENSDARG00000112895	0.284499949
ENSDARG00000113737	0.303101775
ENSDARG00000113826	0.044606334
ENSDARG00000115405	2.603382237
ENSDARG00000116986	0.873486886
ENSDARG00000117001	1.3439732
ENSDARG00000117363	0.411878677
ENSDARG00000117378	2.438046322
ENSDARG00000117512	0.839779207
ENSDARG00000117518	2.79396462
ENSDARG00000117613	0.502388369
ENSDARG00000117717	0.111696396
ENSDARG00000117787	1.580337509
