animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	27	    52.5	     0.0	37	     5.7	    75.7	13	     1.5	   104.2	5	     0.3
Animal01	Dose1A	1	     0.0	    60.0	27	    52.5	     0.0	37	     5.7	    75.7	13	     1.5	   104.2	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	102	    24.0	     0.0	180	    31.8	   504.5	104	     4.1	   105.3	0	     0.0
Animal02	Dose1A	1	     0.0	    60.0	102	    24.0	     0.0	180	    31.8	   504.5	104	     4.1	   105.3	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	65	    27.6	     0.0	126	    20.2	   313.3	96	    12.2	   639.2	1	     0.0
Animal03	Dose1A	1	     0.0	    60.0	65	    27.6	     0.0	126	    20.2	   313.3	96	    12.2	   639.2	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	80	    37.5	     0.0	105	    18.7	   256.6	31	     3.8	   205.9	2	     0.1
Animal04	Dose1B	1	     0.0	    60.0	80	    37.5	     0.0	105	    18.7	   256.6	31	     3.8	   205.9	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	94	    20.8	     0.0	114	    37.3	   552.8	24	     1.9	    60.6	0	     0.0
Animal05	Dose1B	1	     0.0	    60.0	94	    20.8	     0.0	114	    37.3	   552.8	24	     1.9	    60.6	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	77	    25.4	     0.0	130	    29.6	   481.5	71	     5.0	   157.6	0	     0.0
Animal06	Dose1B	1	     0.0	    60.0	77	    25.4	     0.0	130	    29.6	   481.5	71	     5.0	   157.6	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	58	    12.9	     0.0	217	    35.4	   668.5	185	    11.7	   396.2	0	     0.0
Animal07	Dose1C	1	     0.0	    60.0	58	    12.9	     0.0	217	    35.4	   668.5	185	    11.7	   396.2	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	59	    36.8	     0.0	94	    17.6	   266.0	50	     5.5	   286.8	0	     0.0
Animal08	Dose1C	1	     0.0	    60.0	59	    36.8	     0.0	94	    17.6	   266.0	50	     5.5	   286.8	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	79	    12.1	     0.0	151	    39.3	   640.9	96	     8.4	   511.3	6	     0.2
Animal09	Dose1C	1	     0.0	    60.0	79	    12.1	     0.0	151	    39.3	   640.9	96	     8.4	   511.3	0	     0.0
Animal10	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal10	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal11	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal11	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal12	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal12	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal13	Dose2A	0	     0.0	    60.0	36	    46.4	     0.0	44	    11.0	   159.9	15	     2.5	   129.7	1	     0.0
Animal13	Dose2A	1	     0.0	    60.0	36	    46.4	     0.0	44	    11.0	   159.9	15	     2.5	   129.7	0	     0.0
Animal14	Dose2A	0	     0.0	    60.0	74	    30.1	     0.0	101	    21.4	   315.0	50	     8.4	   464.5	0	     0.0
Animal14	Dose2A	1	     0.0	    60.0	74	    30.1	     0.0	101	    21.4	   315.0	50	     8.4	   464.5	0	     0.0
Animal15	Dose2A	0	     0.0	    60.0	78	    13.1	     0.0	152	    42.4	   719.2	83	     4.5	   150.3	0	     0.0
Animal15	Dose2A	1	     0.0	    60.0	78	    13.1	     0.0	152	    42.4	   719.2	83	     4.5	   150.3	0	     0.0
Animal16	Dose2B	0	     0.0	    60.0	71	    27.3	     0.0	125	    27.8	   444.7	67	     4.9	   191.6	0	     0.0
Animal16	Dose2B	1	     0.0	    60.0	71	    27.3	     0.0	125	    27.8	   444.7	67	     4.9	   191.6	0	     0.0
