"","diff","lwr.ci","upr.ci","pval"
"0.1-0",-2.82691216083451,-50.6642015217033,45.0103772000343,0.999933247657959
"1-0",-17.9167498588908,-65.7540392197596,29.920539501978,0.790679238261793
"10-0",25.1343740227452,-22.7029153381236,72.971663383614,0.518626848098462
"100-0",-3.08183220519054,-50.9191215660593,44.7554571556783,0.999897795900997
"1000-0",-102.054234803048,-149.891524163917,-54.2169454421796,0.00000424953962652186
