	dose_0.0003.dose_0.00003	dose_0.003.dose_0.00003	dose_0.03.dose_0.00003	dose_0.3.dose_0.00003	dose_3.dose_0.00003	AveExpr	F	P.Value	adj.P.Val
ENSDARG00000099229	0.0771316008742593	-0.155572357019412	-0.494419872295583	-0.330600937653887	-0.721210000801401	4.90343215051502	2.37690309978487	0.0774629651218369	0.0934553192115065
ENSDARG00000044528	-0.181626210204268	-0.080074437372101	-0.0112646523088351	-0.298604619367969	-0.621780603233034	11.443524134169	2.3365792869926	0.081444519003947	0.0976290067547314
ENSDARG00000090903	-0.121953872934506	-0.0899130201148086	-0.141777453951237	-0.26486134743968	-0.705370841847273	7.98448457526266	2.29206345858955	0.0860926081582061	0.102125501465247
ENSDARG00000074989	-0.220001244686586	-0.195987522476814	-0.661896590564616	-0.43710260521611	-0.281502239347832	9.45582602303856	2.29024948218201	0.0862878568529896	0.102125501465247
ENSDARG00000010075	0.238188808117328	0.397483343321758	0.243786602757122	0.645341082955565	0.609311941804836	4.92445845217529	2.27065012746581	0.0884275038627694	0.103999642907785
ENSDARG00000112451	0.262476229976081	0.255912207933557	0.294272597966894	0.516621704903585	1.01099055254766	4.13985482416612	2.24109561850415	0.0917603957376935	0.10669189962492
ENSDARG00000015149	0.342032965178389	0.0790401131849938	0.301650530043523	0.149957827851195	0.64144496788002	5.77243230858015	2.23898572195821	0.0920033397771245	0.10669189962492
ENSDARG00000069640	0.557536257805207	0.275322235853716	0.502552786820092	0.177288539588123	0.610005256439019	5.7654559568688	2.23530934279846	0.0924282766804121	0.10669189962492
ENSDARG00000101307	-0.461112643972182	-0.0663268526079186	-0.578064439587323	-0.355605080363635	-0.618051116831439	5.09285936248051	2.22970088167008	0.0930805211091058	0.106785628511674
ENSDARG00000055138	-0.0288652747267726	0.13144797896364	-0.0807024619675589	-0.328369959721063	-0.596210593415987	6.87756645397987	2.2231550750217	0.0938479094200712	0.106858968218939
ENSDARG00000070404	0.331152142701697	0.172979131323943	0.272850469067526	0.281134267970541	0.608945289266019	6.58652873417979	2.21487202476522	0.0948285177048562	0.106858968218939
ENSDARG00000100792	-0.164327019222799	-0.0725720464015005	-0.0403894997826661	-0.394442405021671	-0.663080925571341	10.3539122398826	2.21461798034842	0.0948587632317857	0.106858968218939
ENSDARG00000018621	-0.234882297534101	-0.191129832376198	-0.109944894964867	-0.456264910810736	-0.661452804446158	10.3215456341755	2.16473735218765	0.100998436088488	0.11309405717693
ENSDARG00000071198	0.2310283351982	0.183852243104408	0.191802489568308	0.452489668318637	0.680204081426868	5.47308431927536	2.14497126290806	0.103545592707828	0.115256106168833
ENSDARG00000074125	0.441057939979273	0.286682555752724	0.324988988545594	0.418458447119592	0.697740410237411	6.0490307653908	2.12873009246791	0.105688904379722	0.116945710763361
ENSDARG00000052176	-0.332894341254085	-0.101471092866425	-0.364703985227584	-0.306216934468101	-0.755150907464145	4.43687489672782	2.09954160636516	0.109658465157507	0.120624311673258
ENSDARG00000102668	-0.0478996061850543	0.100701877403623	0.143529478800937	-0.229017600790552	-0.620170304034787	4.87324840499545	2.07313359245826	0.113384327149279	0.123993386999503
ENSDARG00000002060	0.157110939620247	0.305956203767973	0.36903550246488	0.0202996416917518	0.585005153443833	5.1761064504704	2.06300597674601	0.11484809138838	0.124863913311785
ENSDARG00000093494	0.277159442673733	0.379496250524397	0.513249873413749	0.628543253996837	0.61016944660563	9.06929351545676	2.04901772569198	0.116902350440061	0.126362656256019
ENSDARG00000091043	-0.283811050254293	-0.0829073290710909	-0.359055113569505	-0.266205299324794	-0.71087582195149	4.69314663664623	2.03027505908414	0.119715068045276	0.12865929726705
ENSDARG00000006474	0.383791462302911	0.36826894310537	0.44915740690806	0.468796462832469	0.804181897841164	4.83893863932696	1.92262470974289	0.137291694087341	0.146705981681901
ENSDARG00000038095	0.136677245408402	0.280263232261587	0.597755250109604	0.450124501853158	1.08340895425728	6.30757752500812	1.88636928433105	0.143796255353643	0.152783521313245
ENSDARG00000093349	0.943636445618985	0.698010278782118	0.501173698886708	0.69085214822379	0.8262780711444	4.27650000389311	1.87661928481413	0.145599182125782	0.153825124618764
ENSDARG00000078875	-0.299138345282526	-0.166628333064046	-0.153732591495452	-0.166955000764509	-0.601536923732916	4.63054544257118	1.8205744071676	0.156423695928241	0.164332759205512
ENSDARG00000058716	-0.166699275961332	-0.444171179687379	-0.158048758959746	-0.129378189878381	-0.778873497952122	4.88303616544232	1.80904841919303	0.158750410167454	0.165845400565999
ENSDARG00000109481	-0.245856960649481	-1.43876436231594e-05	-0.420549702883807	-0.404593759953744	-0.716069615864714	5.48505033421638	1.79280841186843	0.162089038093085	0.168392500685594
ENSDARG00000056781	-0.2529181395496	-0.133726093860167	-0.1467030447558	-0.269182998720838	-0.604278355736799	13.0820952714989	1.78426009172614	0.163875178409917	0.169307504766047
ENSDARG00000005565	-0.109943745251089	-0.0977181186955907	-0.0860507837679325	-0.207135154957312	-0.646263572557601	9.02640695189369	1.75817437931247	0.16945098660019	0.173638297075197
ENSDARG00000091514	0.393488187416788	0.624038512411609	0.301282173479545	0.437413565279183	0.517990651542967	5.0203492527253	1.75600138696412	0.169924108902466	0.173638297075197
ENSDARG00000077874	0.267888937625731	0.127303329001214	0.401940571009144	0.224953830287165	0.872527986482251	6.08685484855868	1.73410103552674	0.174768218059267	0.177617699875451
ENSDARG00000079532	-0.235036088213826	-0.226087339919223	-0.346149002607563	-0.613330617516115	-0.564025171760673	5.27556271136579	1.68123374686833	0.187048178968789	0.189070321444127
ENSDARG00000029039	0.368667980759765	0.284622724354512	0.326035132920769	0.170844204414315	0.631505477769978	5.83883733569607	1.66856110836756	0.190119384737027	0.191141531966796
ENSDARG00000055835	-0.296228000112032	-0.134054320210305	-0.012860112685086	-0.214677544634622	-0.610148866989959	8.26137102419842	1.66329163009659	0.191411381540114	0.191411381540114
