	dose_0.0003.dose_0.00003	dose_0.003.dose_0.00003	dose_0.03.dose_0.00003	dose_0.3.dose_0.00003	dose_3.dose_0.00003	AveExpr	F	P.Value	adj.P.Val
ENSDARG00000091539	0.467662842757766	0.910019264875216	0.428767825554476	0.622346068333917	1.22456408886572	3.89482260363046	2.99896447450133	0.0364812203548178	0.0635606330677798
ENSDARG00000092045	0.276966380525836	-0.027309804278266	0.586179754816244	0.308785452002765	0.462372788027444	5.28628502725508	2.99368764946853	0.0367088148198942	0.0635606330677798
ENSDARG00000100515	0.140825423418859	0.143266732341147	0.518031755510409	0.459274559252213	0.680715834731551	9.98571839596002	2.96869291525005	0.0378078244512721	0.0648629648842924
ENSDARG00000107408	-0.473353463711144	-0.600654777711094	-0.561706084245728	-0.263958909595674	-0.310894656755441	6.51095319416427	2.91663503535602	0.0402121188624581	0.0668512825146383
ENSDARG00000018846	-0.233097481772306	-0.149427561747618	0.030026137243647	-0.215532841797666	-0.776324369381777	9.2134591583019	2.91283916722916	0.0403937511185943	0.0668512825146383
ENSDARG00000074362	-0.65710563246221	-0.15260142519503	-0.370874313539597	-0.192755700096249	-0.517254122850789	4.5465879792512	2.90694580818755	0.0406774980143355	0.0668512825146383
ENSDARG00000090171	-0.777478588626552	-1.0145037130732	-0.583325279665589	-0.659796842160852	-0.504790135879222	4.21392412414308	2.90154078210715	0.0409396171593656	0.0668512825146383
ENSDARG00000088143	-0.169828059948827	-0.3309293800521	-0.540459945454552	-0.146295535817081	-0.678414621922217	5.46845491864294	2.89208651706305	0.0414024804676266	0.0668512825146383
ENSDARG00000100788	0.231115168265641	0.252345182476364	0.637267244737748	0.719527425318042	0.353290158290697	6.61474233925153	2.89085638082986	0.0414631178925861	0.0668512825146383
ENSDARG00000099558	-0.138880668893147	-0.006650510497753	0.0164135473332436	-0.20796726743113	-0.650232050661801	9.52938456211707	2.89073219397224	0.0414692447684388	0.0668512825146383
ENSDARG00000069473	0.190661489889418	0.271537651938213	0.605112117570247	0.505461009960688	0.184863064299717	7.20191464433652	2.88181171499178	0.0419118996658589	0.0669873951924412
ENSDARG00000092945	-0.30017383100966	-0.599170353143034	-0.545282404488601	-0.604025668683162	-0.230529386741152	8.42633249771045	2.85625727320025	0.04320830317345	0.0673825519032899
ENSDARG00000012060	-0.196645363897811	-0.142805057576522	-0.166768578432503	-0.270791375854808	-0.808267080041942	7.18061788967368	2.85077431802411	0.0434920312344892	0.0673825519032899
ENSDARG00000036382	0.632951013626836	0.353109684459633	0.480472330250059	0.369157107863474	0.578970273913348	6.01278044425978	2.84791888901985	0.0436405834680407	0.0673825519032899
ENSDARG00000086881	0.122131720006168	0.285343765759183	0.538934049978238	0.571279329808757	0.879925016659923	8.28065592867054	2.84250327533671	0.0439238263240696	0.0673825519032899
ENSDARG00000008553	0.0301841701363621	-0.0373247105778178	0.0725800958756322	-0.110577341827521	-0.597801951410874	7.70366612805762	2.84179892825262	0.0439608092631089	0.0673825519032899
ENSDARG00000069560	-0.590539404530348	-0.508669431928507	-0.58678715331376	-0.22210402153812	-0.781079432318543	5.63316375424502	2.82794262645545	0.0446951951930664	0.0679512317162879
ENSDARG00000014849	1.07822438384274	0.566940428536934	0.713407127047411	0.485068198206483	1.36439280257019	4.6540197511253	2.82081936843018	0.045077842975003	0.0679802954542384
ENSDARG00000040747	-0.0887894463100363	-0.0704041198411343	-0.0657306964650335	-0.216854641393605	-0.606328270649401	12.0171522038354	2.80974401464922	0.0456797874388637	0.0683369620085401
ENSDARG00000054786	-0.235479768166648	-0.153926955986089	-0.098331156667701	-0.40667454909062	-0.639997261996442	7.96323140178396	2.80021051551311	0.0462048391869454	0.0685738486345936
ENSDARG00000110756	0.58063025152949	0.34077281691226	0.0184920410312337	0.453616177859731	0.639595416016998	6.00783262273134	2.75914600171186	0.0485415499622134	0.071474565692393
ENSDARG00000060471	0.300269753418575	0.631102648734274	0.369945520760908	0.852484443157044	0.508375083274593	4.17995122317895	2.7218616658953	0.0507730291882343	0.074176222329686
ENSDARG00000096830	-0.1201009882172	-0.0124506487936022	0.42833241351817	0.508453550858547	0.742401605720224	5.14180264937997	2.71281996390067	0.0513305633675972	0.0744094213158192
ENSDARG00000009094	0.573464987572303	0.603441535092911	0.694034599939196	0.279814115837182	0.986812781589271	5.11566886098591	2.69855772435038	0.0522233701051197	0.0751213093050568
ENSDARG00000079166	-0.126439848737432	-0.080422906111032	0.0696330057079333	-0.191051145973484	-0.655073877195099	12.2830640473915	2.66797814288247	0.05419411544045	0.077361065552398
ENSDARG00000079892	-0.616914003246253	-0.22177227647366	-0.0108264640047055	-0.404522963893602	-0.691838370038489	4.38852990994461	2.64835242750234	0.0555007090244408	0.0786260044512911
ENSDARG00000101629	-0.248753538216333	-0.0925081711118327	0.0664920955809336	-0.271405888222223	-0.685615485751867	11.5786723095464	2.61754840539782	0.0576198390000284	0.0810143600977842
ENSDARG00000097483	0.427425475561265	0.388371384544801	0.284320889922651	0.538228764973559	0.738033040395211	5.96784713870583	2.59352893708885	0.0593321407285392	0.0823490661618553
ENSDARG00000069957	0.576191892031193	0.359524791452281	0.603259874256608	0.270090759553274	0.608371398431744	5.54970288021673	2.59190487281898	0.0594498605981308	0.0823490661618553
ENSDARG00000061940	-0.218243497319619	-0.538070798385072	-0.34893836022065	-0.635576861225096	-0.326549576720502	4.79414321076268	2.56597626257152	0.0613634127773783	0.0834346673616761
ENSDARG00000098995	0.508954687537687	0.492764944385955	0.871907689301158	0.826401435179697	1.16937302670466	5.65826450060155	2.56589452055174	0.0613695482353344	0.0834346673616761
ENSDARG00000102927	-0.31526588577128	-0.573891972715651	-0.0819521025377634	-0.249639276326852	-0.980891361029447	4.805276831438	2.56320072707326	0.0615721074647663	0.0834346673616761
ENSDARG00000041117	0.414966847713526	0.384923795967789	0.55122178681093	0.22729583362164	0.795277657712586	7.12389714581122	2.54682098195771	0.0628192192319084	0.084486609856673
ENSDARG00000020149	-0.257932958781938	-0.309788093780424	-0.0411413174309772	-0.217977736758462	-0.883740485721121	5.70458272986843	2.54121753559449	0.0632520073793274	0.084486609856673
ENSDARG00000087197	-0.083279301792011	-0.442004877612585	-0.304811211847647	-0.61088086582973	-0.460776132793977	7.08935871713259	2.52158491701043	0.0647935842707884	0.085931916727925
ENSDARG00000097886	-0.38355119163618	-0.0399829763582629	-0.120760219060477	-0.109495659331785	-0.748115014653202	5.3714037039213	2.51566182076062	0.0652664906400353	0.0859495334484972
ENSDARG00000078434	0.576847157326261	0.470909389972848	0.124842195712894	0.567974263352084	0.797978149750764	5.47184889935892	2.50009002008686	0.0665273708305411	0.0868176699020963
ENSDARG00000018065	-0.296573019299991	-0.261845854828973	-0.186422883645529	0.105178450347008	-0.604183118164279	6.17634222611223	2.48827278362575	0.0675015241133679	0.0868176699020963
ENSDARG00000091799	-0.216829485099579	-0.162474901053632	-0.406885358843649	-0.668076757463416	-0.503064196523659	6.32056147941313	2.48498566239168	0.0677751866678196	0.0868176699020963
ENSDARG00000101351	0.497899658931847	0.585316311059954	0.64381837667395	0.800491749221896	0.66372014328712	5.55419386713823	2.48489465927368	0.067782779709658	0.0868176699020963
ENSDARG00000111638	-0.320687610972202	-0.72435749607058	-0.675079188204453	-0.697895665131924	-0.788020347830326	4.81522688359063	2.45352990708559	0.0704544176211403	0.0896256877221308
ENSDARG00000110100	0.302151628688703	0.125423564193337	0.391807496722103	0.0731053461534374	0.703287603523201	5.31296837445345	2.4414755738268	0.071510769754037	0.0903548239459792
ENSDARG00000061049	-0.577978468963967	-0.246377814853204	-0.529233108041471	-0.491704257574326	-0.694123571276364	6.16803776769202	2.42570478877841	0.0729182651388311	0.0913015256211976
ENSDARG00000105351	-0.348218436138932	-0.131456285207821	-0.115607840058241	-0.285773266596479	-0.746406567631935	7.60149463729141	2.42218360350794	0.073236517877966	0.0913015256211976
ENSDARG00000111107	-0.117370938092106	-0.0214960285366894	-0.173945827077443	0.111321034991126	0.600116825021773	4.64344096179627	2.41302754887191	0.0740709816126843	0.0915435196469452
ENSDARG00000036272	-0.370000209625956	-0.270853680219422	-0.637668882538212	-0.36753639229469	-0.615623522456415	4.85476729562532	2.40934211931246	0.0744097058092816	0.0915435196469452
ENSDARG00000026500	-0.273833539189223	-0.12632659756272	-0.217390208412644	-0.0189269803518402	-0.749782156033099	5.80268034340567	2.39182578412215	0.076042222756891	0.0924537335051657
ENSDARG00000101077	-0.390104525256386	-0.120424169182433	-0.229142326755214	-0.240719735156953	-0.649186576039535	5.22350546317567	2.39080663401113	0.07613836876896	0.0924537335051657
