gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
ENSDARG00000002060	Exp2	0.0250269313327325	NA	NA	5.1006452529884	NA	0.255585181478464	5.73	0.302888910085476	4.92364041039544	TRUE	0.610881722471813	NA	1.60495864012572	5.1792255918739	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000005565	Exp2	-0.02144673051216	NA	NA	9.13490269146684	NA	0.27540362763515	8.27	0.986903623222183	9.21665395017199	FALSE	0.999084689408437	0.285626300758084	1.70178663524539	8.94125032253684	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000006474	Lin	0.166077497346464	NA	4.74417687088662	NA	NA	0.33692661814133	15.13	0.537253132197849	4.42989204778946	TRUE	0.136332713357767	0.0791966592219442	0.674312494770607	4.76681866593079	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000008553	Exp2	-0.0271025523523663	NA	NA	7.82012665610329	NA	0.202360052174424	-2.21	0.965677898243202	7.81062153226851	FALSE	1.01341219241082	0.527946556161454	1.49256859678735	7.60826148009409	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000009094	Exp2	0.0342408410494425	NA	NA	5.01285891404215	NA	0.427107351857367	23.19	0.253477693377465	4.5784400407356	TRUE	NA	NA	NA	5.00554739259296	FALSE	NA	NA	NA	FALSE
ENSDARG00000010075	Poly2	4.79209277803604	1.61633910999582	-0.493999612639576	NA	NA	0.261427580222552	7.33	0.356654250705176	4.58581173135681	TRUE	0.034481556335193	NA	0.116024001754575	4.84723931157936	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000010276	Exp4	127.945056926254	1.19139888820991	NA	6.4277404454543	NA	0.362712214326683	18.46	0.531569548373668	6.44065584863775	TRUE	0.00284738272562655	0.00148252625038798	0.00459608514665858	6.80336806296443	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000012060	Exp2	-0.0324993323805657	NA	NA	7.31019414561802	NA	0.259046127001402	6.19	0.917995713014157	7.44444383035345	FALSE	0.529825129214002	NA	1.07718841583092	7.18539770335205	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000012609	Lin	0.350567651342686	NA	7.94336643990741	NA	NA	0.353276585181403	16.74	0.122252667623063	8.20429864825384	TRUE	1.75204065474827	1.25509680844506	2.904456440646	8.55757523343524	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000014849	Exp2	0.0540462967417266	NA	NA	4.50400060159991	NA	0.620166291118018	35.87	0.327921352007023	3.93995912627796	TRUE	0.229139021084722	NA	1.49652248078169	4.56012541739597	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000015149	Exp2	0.0264399187104532	NA	NA	5.68342737605447	NA	0.250741663637385	5.08	0.432940891824881	5.51405458007643	TRUE	0.537647133597443	NA	1.36411339341606	5.76479624371382	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000018065	Poly2	6.20760111936448	1.10482905753555	-0.413800715515005	NA	NA	0.234650319754129	3.65	0.439827897224107	6.40203150417825	FALSE	2.70587494236071	2.60250168263297	2.80197278438083	6.16738118442412	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000018621	Poly2	10.4611107187099	-1.17903451128672	0.333447650087526	NA	NA	0.259045468271053	7.02	0.723648222060148	10.5865314759159	FALSE	0.117220029568722	NA	0.234569746226389	10.3274860076448	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000018846	Exp2	-0.0253619369068956	NA	NA	9.34399071425594	NA	0.279057991727411	8.72	0.800754076161734	9.43802007068834	FALSE	0.78860582003833	0.189786588417769	1.37845943183814	9.15896207896093	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000019207	Lin	-0.285277101795759	NA	4.77868065049895	NA	NA	0.413520606916852	22.09	0.516359256259692	5.04231718326608	FALSE	0.525398176301852	0.338358392660105	1.2243483641001	4.62879657634922	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000020149	Lin	-0.244245791328619	NA	5.84394636124665	NA	NA	0.349822242165201	16.4	0.823655047611294	5.99362767343668	FALSE	0.819424267815426	0.529529208123167	1.87902207532764	5.64380543127148	TRUE	TRUE	TRUE	TRUE	TRUE
