D3,Counts
ENSDARG00000001829,93
ENSDARG00000001835,53
ENSDARG00000001857,331
ENSDARG00000001859,5
ENSDARG00000001870,1796
ENSDARG00000001873,29
ENSDARG00000001879,75
ENSDARG00000001880,24
ENSDARG00000001881,9
ENSDARG00000001882,45
ENSDARG00000001888,72
ENSDARG00000001889,190
ENSDARG00000001890,182
ENSDARG00000001891,4
ENSDARG00000001897,54
ENSDARG00000001898,13
ENSDARG00000001906,1
ENSDARG00000001909,3
ENSDARG00000001910,169
ENSDARG00000001912,0
ENSDARG00000001913,8
ENSDARG00000001929,17
ENSDARG00000001930,40
ENSDARG00000001933,4
ENSDARG00000001937,12
ENSDARG00000001939,37
ENSDARG00000001940,34
ENSDARG00000001950,1098
ENSDARG00000001953,35
ENSDARG00000001968,146
ENSDARG00000001969,19
ENSDARG00000001971,25
ENSDARG00000001975,25
ENSDARG00000001976,12
ENSDARG00000001993,428
ENSDARG00000001994,375
ENSDARG00000001999,52
ENSDARG00000002002,9
ENSDARG00000002006,34
ENSDARG00000002013,51
ENSDARG00000002016,5
ENSDARG00000002020,25
ENSDARG00000002021,48
ENSDARG00000002026,17
ENSDARG00000002031,30
ENSDARG00000002037,20
ENSDARG00000002060,4
ENSDARG00000002071,128
ENSDARG00000002077,24
ENSDARG00000002082,164
ENSDARG00000002084,238
ENSDARG00000002097,22
ENSDARG00000002127,118
ENSDARG00000002128,19
ENSDARG00000002131,159
ENSDARG00000002165,13
ENSDARG00000002167,86
ENSDARG00000002168,25
ENSDARG00000002172,8
ENSDARG00000002174,22
ENSDARG00000002184,30
ENSDARG00000002190,128
ENSDARG00000002192,35
ENSDARG00000002193,900
ENSDARG00000002194,2
ENSDARG00000002196,58
ENSDARG00000002197,89
ENSDARG00000002204,27
ENSDARG00000002210,26
ENSDARG00000002213,10
ENSDARG00000002215,45
ENSDARG00000002216,31
ENSDARG00000002217,113
ENSDARG00000002219,11
ENSDARG00000002220,41
ENSDARG00000002230,87
ENSDARG00000002231,55
ENSDARG00000002235,159
ENSDARG00000002240,81
ENSDARG00000002241,3
ENSDARG00000002249,40
ENSDARG00000002255,28
ENSDARG00000002259,6
ENSDARG00000002264,27
ENSDARG00000002267,27
ENSDARG00000002271,112
ENSDARG00000002285,32
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,5
ENSDARG00000002299,9
ENSDARG00000002300,7
ENSDARG00000002304,0
ENSDARG00000002305,146
ENSDARG00000002311,10
ENSDARG00000002330,9
ENSDARG00000002332,33
ENSDARG00000002333,49
ENSDARG00000002336,103
ENSDARG00000002339,22
ENSDARG00000002344,697
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,3
ENSDARG00000002362,33
ENSDARG00000002365,46
ENSDARG00000002369,223
ENSDARG00000002377,9
ENSDARG00000002385,78
ENSDARG00000002391,0
ENSDARG00000002394,29
ENSDARG00000002396,156
ENSDARG00000002401,53
ENSDARG00000002402,49
ENSDARG00000002403,54
ENSDARG00000002405,27
ENSDARG00000002406,0
ENSDARG00000002411,33
ENSDARG00000002445,22
ENSDARG00000002463,26
ENSDARG00000002467,3
ENSDARG00000002479,14
ENSDARG00000002483,3
ENSDARG00000002487,110
ENSDARG00000002494,57
ENSDARG00000002506,38
ENSDARG00000002507,29
ENSDARG00000002508,25
ENSDARG00000002509,3
ENSDARG00000002510,0
ENSDARG00000002523,195
ENSDARG00000002533,2
ENSDARG00000002536,61
ENSDARG00000002538,67
ENSDARG00000002546,45
ENSDARG00000002549,11
ENSDARG00000002552,169
ENSDARG00000002564,48
ENSDARG00000002571,59
ENSDARG00000002576,6
ENSDARG00000002582,15
ENSDARG00000002587,328
ENSDARG00000002589,611
ENSDARG00000002591,34
ENSDARG00000002593,25
ENSDARG00000002597,0
ENSDARG00000002600,43
ENSDARG00000002601,0
ENSDARG00000002607,19
ENSDARG00000002609,7
ENSDARG00000002613,1
ENSDARG00000002632,139
ENSDARG00000002634,8
ENSDARG00000002635,70
ENSDARG00000002642,47
ENSDARG00000002644,56
ENSDARG00000002656,36
ENSDARG00000002659,165
ENSDARG00000002663,51
ENSDARG00000002666,0
ENSDARG00000002670,23
ENSDARG00000002682,83
ENSDARG00000002685,0
ENSDARG00000002690,48
ENSDARG00000002696,483
ENSDARG00000002701,2
ENSDARG00000002707,0
ENSDARG00000002710,939
ENSDARG00000002720,16
ENSDARG00000002722,0
ENSDARG00000002728,2
ENSDARG00000002731,198
ENSDARG00000002732,12
ENSDARG00000002745,305
ENSDARG00000002748,22
ENSDARG00000002750,27
ENSDARG00000002754,5
ENSDARG00000002758,541
ENSDARG00000002760,19
ENSDARG00000002764,22
ENSDARG00000002768,3361
ENSDARG00000002771,12
ENSDARG00000002779,2
ENSDARG00000002787,62
ENSDARG00000002790,375
ENSDARG00000002791,1006
ENSDARG00000002792,116
ENSDARG00000002795,14
ENSDARG00000002797,0
ENSDARG00000002798,3
ENSDARG00000002816,28
ENSDARG00000002826,20
ENSDARG00000002830,0
ENSDARG00000002831,12
ENSDARG00000002840,93
ENSDARG00000002847,31
ENSDARG00000002872,30
ENSDARG00000002877,117
ENSDARG00000002880,100
ENSDARG00000002894,14
ENSDARG00000002897,14
ENSDARG00000002909,96
ENSDARG00000002912,23
ENSDARG00000002916,107
ENSDARG00000002917,3
ENSDARG00000002933,29
ENSDARG00000002937,111
ENSDARG00000002945,32
ENSDARG00000002947,37
ENSDARG00000002949,184
ENSDARG00000002952,59
ENSDARG00000002956,9
ENSDARG00000002959,0
ENSDARG00000002967,71
ENSDARG00000002968,223
ENSDARG00000002970,92
ENSDARG00000002971,32
ENSDARG00000002986,22
ENSDARG00000002988,187
ENSDARG00000002991,39
ENSDARG00000002994,37
ENSDARG00000003008,70
ENSDARG00000003017,22
ENSDARG00000003020,35
ENSDARG00000003021,8
ENSDARG00000003022,13
ENSDARG00000003027,13
ENSDARG00000003032,1178
ENSDARG00000003035,580
ENSDARG00000003041,24
ENSDARG00000003046,34
ENSDARG00000003054,11
ENSDARG00000003058,55
ENSDARG00000003061,20
ENSDARG00000003068,94
ENSDARG00000003069,37
ENSDARG00000003077,17
ENSDARG00000003081,5714
ENSDARG00000003084,13
ENSDARG00000003085,12
ENSDARG00000003087,127
ENSDARG00000003090,3
ENSDARG00000003091,42
ENSDARG00000003098,253
ENSDARG00000003109,41
ENSDARG00000003113,242
ENSDARG00000003127,65
ENSDARG00000003132,40
ENSDARG00000003142,18
ENSDARG00000003144,7
ENSDARG00000003146,20
ENSDARG00000003151,360
ENSDARG00000003153,20
ENSDARG00000003157,18
ENSDARG00000003165,70
ENSDARG00000003167,27
ENSDARG00000003169,281
ENSDARG00000003175,36
ENSDARG00000003181,8
ENSDARG00000003189,214
ENSDARG00000003193,4
ENSDARG00000003197,0
ENSDARG00000003200,8
ENSDARG00000003203,257
ENSDARG00000003205,26
ENSDARG00000003206,23
ENSDARG00000003207,31
ENSDARG00000003208,10
ENSDARG00000003210,12
ENSDARG00000003213,222
ENSDARG00000003216,157
ENSDARG00000003217,76
ENSDARG00000003219,174
ENSDARG00000003229,0
ENSDARG00000003235,11
ENSDARG00000003244,3
ENSDARG00000003250,21
ENSDARG00000003251,2
ENSDARG00000003257,14
ENSDARG00000003259,12
ENSDARG00000003269,214
ENSDARG00000003270,26
ENSDARG00000003281,30
ENSDARG00000003287,21
ENSDARG00000003290,17
ENSDARG00000003293,125
ENSDARG00000003303,0
ENSDARG00000003307,72
ENSDARG00000003308,42
ENSDARG00000003311,28
ENSDARG00000003313,2
ENSDARG00000003320,53
ENSDARG00000003326,1
ENSDARG00000003328,12
ENSDARG00000003344,5
ENSDARG00000003373,10
ENSDARG00000003375,22
ENSDARG00000003380,0
ENSDARG00000003381,83
ENSDARG00000003382,32
ENSDARG00000003383,53
ENSDARG00000003395,19
ENSDARG00000003398,34
ENSDARG00000003399,47
ENSDARG00000003403,63
ENSDARG00000003411,57
ENSDARG00000003414,0
ENSDARG00000003420,1
ENSDARG00000003421,73
ENSDARG00000003429,50
ENSDARG00000003444,5
ENSDARG00000003446,16
ENSDARG00000003449,30
ENSDARG00000003462,163
ENSDARG00000003469,18
ENSDARG00000003475,5
ENSDARG00000003486,155
ENSDARG00000003487,62
ENSDARG00000003495,87
ENSDARG00000003512,127
ENSDARG00000003517,28
ENSDARG00000003519,5
ENSDARG00000003520,37
ENSDARG00000003523,3
ENSDARG00000003526,196
ENSDARG00000003527,53
ENSDARG00000003531,57
ENSDARG00000003533,1
ENSDARG00000003544,43
ENSDARG00000003553,0
ENSDARG00000003564,16
ENSDARG00000003570,386
ENSDARG00000003573,61
ENSDARG00000003576,4
ENSDARG00000003584,112
ENSDARG00000003592,2
ENSDARG00000003599,3099
ENSDARG00000003607,71
ENSDARG00000003615,60
ENSDARG00000003616,95
ENSDARG00000003631,102
ENSDARG00000003632,4
ENSDARG00000003635,43
ENSDARG00000003641,103
ENSDARG00000003642,36
ENSDARG00000003655,255
ENSDARG00000003675,13
ENSDARG00000003680,138
ENSDARG00000003681,385
ENSDARG00000003684,70
ENSDARG00000003693,72
ENSDARG00000003695,577
ENSDARG00000003697,27
ENSDARG00000003699,83
ENSDARG00000003701,0
ENSDARG00000003705,136
ENSDARG00000003706,9
ENSDARG00000003732,6
ENSDARG00000003749,15
ENSDARG00000003750,60
ENSDARG00000003751,52
ENSDARG00000003754,45
ENSDARG00000003757,40
ENSDARG00000003769,14
ENSDARG00000003776,61
ENSDARG00000003779,52
ENSDARG00000003789,116
ENSDARG00000003795,943
ENSDARG00000003797,18
ENSDARG00000003803,11
ENSDARG00000003808,79
ENSDARG00000003811,314
ENSDARG00000003818,102
ENSDARG00000003820,113
ENSDARG00000003822,14
ENSDARG00000003827,5
ENSDARG00000003829,156
ENSDARG00000003835,275
ENSDARG00000003841,4
ENSDARG00000003845,56
ENSDARG00000003846,13
ENSDARG00000003854,316
ENSDARG00000003860,76
ENSDARG00000003865,9
ENSDARG00000003866,114
ENSDARG00000003867,14
ENSDARG00000003869,24
ENSDARG00000003872,79
ENSDARG00000003877,143
ENSDARG00000003899,2
ENSDARG00000003900,1
ENSDARG00000003902,582
ENSDARG00000003903,0
ENSDARG00000003904,2
ENSDARG00000003909,14
ENSDARG00000003910,118
ENSDARG00000003920,182
ENSDARG00000003925,0
ENSDARG00000003927,76
ENSDARG00000003931,140
ENSDARG00000003934,5
ENSDARG00000003938,120
ENSDARG00000003940,111
ENSDARG00000003941,41
ENSDARG00000003944,0
ENSDARG00000003952,392
ENSDARG00000003961,30
ENSDARG00000003963,70
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,40
ENSDARG00000003971,12
ENSDARG00000003973,23
ENSDARG00000003974,77
ENSDARG00000003977,18
ENSDARG00000003984,105
ENSDARG00000003989,57
ENSDARG00000003991,52
ENSDARG00000003994,14
ENSDARG00000003998,28
ENSDARG00000004015,7
ENSDARG00000004017,30
ENSDARG00000004018,2
ENSDARG00000004023,153
ENSDARG00000004034,105
ENSDARG00000004037,15
ENSDARG00000004046,3
ENSDARG00000004049,48
ENSDARG00000004051,20
ENSDARG00000004055,134
ENSDARG00000004059,13
ENSDARG00000004060,584
ENSDARG00000004074,98
ENSDARG00000004078,53
ENSDARG00000004082,18
ENSDARG00000004094,150
ENSDARG00000004105,96
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,16
ENSDARG00000004115,27
ENSDARG00000004130,7
ENSDARG00000004131,2
ENSDARG00000004132,256
ENSDARG00000004150,9
ENSDARG00000004151,17
ENSDARG00000004154,4
ENSDARG00000004158,16
ENSDARG00000004160,56
ENSDARG00000004161,90
ENSDARG00000004167,14
ENSDARG00000004169,120
ENSDARG00000004171,21
ENSDARG00000004173,267
ENSDARG00000004174,267
ENSDARG00000004176,22
ENSDARG00000004177,68
ENSDARG00000004184,135
ENSDARG00000004187,29
ENSDARG00000004189,70
ENSDARG00000004196,85
ENSDARG00000004199,11
ENSDARG00000004204,1
ENSDARG00000004211,37
ENSDARG00000004218,12
ENSDARG00000004219,2
ENSDARG00000004227,62
ENSDARG00000004232,10
ENSDARG00000004243,2
ENSDARG00000004246,208
ENSDARG00000004251,19
ENSDARG00000004256,0
ENSDARG00000004260,9
ENSDARG00000004261,154
ENSDARG00000004262,37
ENSDARG00000004270,27
ENSDARG00000004274,9
ENSDARG00000004280,27
ENSDARG00000004282,29
ENSDARG00000004291,62
ENSDARG00000004296,125
ENSDARG00000004297,132
ENSDARG00000004301,3
ENSDARG00000004302,2
ENSDARG00000004305,4
ENSDARG00000004306,17
ENSDARG00000004307,13
ENSDARG00000004308,1
ENSDARG00000004311,12
ENSDARG00000004318,22
ENSDARG00000004322,5
ENSDARG00000004325,14
ENSDARG00000004328,21
ENSDARG00000004336,105
ENSDARG00000004343,162
ENSDARG00000004358,55
ENSDARG00000004363,11
ENSDARG00000004372,84
ENSDARG00000004377,146
ENSDARG00000004378,19
ENSDARG00000004386,64
ENSDARG00000004392,0
ENSDARG00000004396,11
ENSDARG00000004402,18
ENSDARG00000004405,12
ENSDARG00000004406,13
ENSDARG00000004415,153
ENSDARG00000004427,9
ENSDARG00000004433,0
ENSDARG00000004436,1
ENSDARG00000004445,47
ENSDARG00000004447,4
ENSDARG00000004451,23
ENSDARG00000004452,400
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,17
ENSDARG00000004470,170
ENSDARG00000004472,21
ENSDARG00000004473,16
ENSDARG00000004492,20
ENSDARG00000004497,7
ENSDARG00000004498,0
ENSDARG00000004502,40
ENSDARG00000004517,41
ENSDARG00000004525,37
ENSDARG00000004527,2
ENSDARG00000004529,0
ENSDARG00000004537,427
ENSDARG00000004539,47
ENSDARG00000004561,9
ENSDARG00000004574,34
ENSDARG00000004576,49
ENSDARG00000004580,76
ENSDARG00000004581,119
ENSDARG00000004586,9
ENSDARG00000004587,26
ENSDARG00000004588,432
ENSDARG00000004592,25
ENSDARG00000004594,44
ENSDARG00000004597,58
ENSDARG00000004598,1
ENSDARG00000004616,23
ENSDARG00000004618,6
ENSDARG00000004621,276
ENSDARG00000004627,10
ENSDARG00000004632,17
ENSDARG00000004633,24
ENSDARG00000004634,38
ENSDARG00000004635,168
ENSDARG00000004636,41
ENSDARG00000004643,23
ENSDARG00000004647,11
ENSDARG00000004648,23
ENSDARG00000004658,111
ENSDARG00000004672,106
ENSDARG00000004680,28
ENSDARG00000004687,40
ENSDARG00000004692,89
ENSDARG00000004695,9
ENSDARG00000004696,42
ENSDARG00000004697,20
ENSDARG00000004702,127
ENSDARG00000004706,53
ENSDARG00000004712,42
ENSDARG00000004713,13
ENSDARG00000004714,176
ENSDARG00000004721,7
ENSDARG00000004724,47
ENSDARG00000004726,75
ENSDARG00000004735,321
ENSDARG00000004745,19
ENSDARG00000004748,32
ENSDARG00000004753,66
ENSDARG00000004754,107
ENSDARG00000004757,2347
ENSDARG00000004763,3
ENSDARG00000004771,32
ENSDARG00000004774,107
ENSDARG00000004782,298
ENSDARG00000004785,156
ENSDARG00000004789,47
ENSDARG00000004794,8
ENSDARG00000004796,124
ENSDARG00000004806,40
ENSDARG00000004823,0
ENSDARG00000004830,237
ENSDARG00000004836,76
ENSDARG00000004840,51
ENSDARG00000004843,69
ENSDARG00000004851,1
ENSDARG00000004861,40
ENSDARG00000004864,0
ENSDARG00000004866,75
ENSDARG00000004869,27
ENSDARG00000004870,35
ENSDARG00000004871,0
ENSDARG00000004874,2
ENSDARG00000004875,26
ENSDARG00000004877,85
ENSDARG00000004880,13
ENSDARG00000004889,0
ENSDARG00000004891,51
ENSDARG00000004898,0
ENSDARG00000004904,45
ENSDARG00000004906,162
ENSDARG00000004925,0
ENSDARG00000004930,167
ENSDARG00000004931,29
ENSDARG00000004932,28
ENSDARG00000004937,0
ENSDARG00000004939,44
ENSDARG00000004948,133
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,7
ENSDARG00000004956,25
ENSDARG00000004964,108
ENSDARG00000004979,47
ENSDARG00000004988,90
ENSDARG00000005002,10
ENSDARG00000005004,0
ENSDARG00000005010,0
ENSDARG00000005015,142
ENSDARG00000005023,24
ENSDARG00000005026,177
ENSDARG00000005034,17
ENSDARG00000005049,5
ENSDARG00000005050,0
ENSDARG00000005057,17
ENSDARG00000005058,38
ENSDARG00000005078,16
ENSDARG00000005085,50
ENSDARG00000005092,17
ENSDARG00000005095,9
ENSDARG00000005098,19
ENSDARG00000005104,42
ENSDARG00000005108,55
ENSDARG00000005112,611
ENSDARG00000005115,23
ENSDARG00000005122,207
ENSDARG00000005126,36
ENSDARG00000005128,0
ENSDARG00000005134,64
ENSDARG00000005139,49
ENSDARG00000005141,57
ENSDARG00000005150,8
ENSDARG00000005154,14
ENSDARG00000005159,50
ENSDARG00000005162,359
ENSDARG00000005163,0
ENSDARG00000005172,5
ENSDARG00000005176,5
ENSDARG00000005179,23
ENSDARG00000005185,392
ENSDARG00000005186,80
ENSDARG00000005191,768
ENSDARG00000005210,28
ENSDARG00000005216,38
ENSDARG00000005218,9
ENSDARG00000005220,35
ENSDARG00000005221,46
ENSDARG00000005230,92
ENSDARG00000005232,62
ENSDARG00000005236,382
ENSDARG00000005246,4
ENSDARG00000005251,25
ENSDARG00000005254,32
ENSDARG00000005271,1
ENSDARG00000005274,0
ENSDARG00000005284,8
ENSDARG00000005314,0
ENSDARG00000005315,149
ENSDARG00000005318,45
ENSDARG00000005320,36
ENSDARG00000005327,0
ENSDARG00000005332,1
ENSDARG00000005335,0
ENSDARG00000005343,34
ENSDARG00000005350,86
ENSDARG00000005355,55
ENSDARG00000005356,40
ENSDARG00000005359,167
ENSDARG00000005364,0
ENSDARG00000005368,131
ENSDARG00000005371,0
ENSDARG00000005372,31
ENSDARG00000005374,17
ENSDARG00000005382,7
ENSDARG00000005392,1
ENSDARG00000005394,154
ENSDARG00000005397,111
ENSDARG00000005414,3
ENSDARG00000005416,105
ENSDARG00000005423,57
ENSDARG00000005425,13
ENSDARG00000005448,3
ENSDARG00000005451,290
ENSDARG00000005453,127
ENSDARG00000005454,45
ENSDARG00000005456,140
ENSDARG00000005458,103
ENSDARG00000005462,23
ENSDARG00000005463,74
ENSDARG00000005464,9
ENSDARG00000005468,127
ENSDARG00000005476,82
ENSDARG00000005479,315
ENSDARG00000005481,32
ENSDARG00000005482,205
ENSDARG00000005485,54
ENSDARG00000005500,15
ENSDARG00000005510,4
ENSDARG00000005513,1419
ENSDARG00000005518,8
ENSDARG00000005522,8
ENSDARG00000005525,25
ENSDARG00000005526,45
ENSDARG00000005536,183
ENSDARG00000005540,202
ENSDARG00000005541,7
ENSDARG00000005544,22
ENSDARG00000005547,25
ENSDARG00000005549,50
ENSDARG00000005551,32
ENSDARG00000005559,14
ENSDARG00000005560,99
ENSDARG00000005561,6
ENSDARG00000005565,73
ENSDARG00000005574,26
ENSDARG00000005576,108
ENSDARG00000005578,147
ENSDARG00000005586,28
ENSDARG00000005590,39
ENSDARG00000005595,0
ENSDARG00000005606,41
ENSDARG00000005612,6
ENSDARG00000005616,0
ENSDARG00000005619,23
ENSDARG00000005625,52
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,61
ENSDARG00000005640,0
ENSDARG00000005643,29
ENSDARG00000005645,144
ENSDARG00000005648,15
ENSDARG00000005651,32
ENSDARG00000005652,182
ENSDARG00000005670,62
ENSDARG00000005673,12
ENSDARG00000005675,62
ENSDARG00000005679,41
ENSDARG00000005690,36
ENSDARG00000005699,64
ENSDARG00000005704,117
ENSDARG00000005713,89
ENSDARG00000005716,34
ENSDARG00000005738,15
ENSDARG00000005739,29
ENSDARG00000005749,75
ENSDARG00000005754,403
ENSDARG00000005762,140
ENSDARG00000005772,7
ENSDARG00000005774,281
ENSDARG00000005775,436
ENSDARG00000005776,10
ENSDARG00000005780,0
ENSDARG00000005783,32
ENSDARG00000005786,27
ENSDARG00000005789,46
ENSDARG00000005791,1043
ENSDARG00000005799,15
ENSDARG00000005800,41
ENSDARG00000005814,0
ENSDARG00000005821,2
ENSDARG00000005823,91
ENSDARG00000005827,111
ENSDARG00000005828,13
ENSDARG00000005834,110
ENSDARG00000005840,121
ENSDARG00000005841,26
ENSDARG00000005842,9
ENSDARG00000005853,8
ENSDARG00000005861,185
ENSDARG00000005865,0
ENSDARG00000005867,120
ENSDARG00000005870,32
ENSDARG00000005883,35
ENSDARG00000005891,158
ENSDARG00000005894,3
ENSDARG00000005897,15
ENSDARG00000005908,29
ENSDARG00000005913,18
ENSDARG00000005915,70
ENSDARG00000005916,15
ENSDARG00000005924,251
ENSDARG00000005926,68
ENSDARG00000005927,85
ENSDARG00000005941,158
ENSDARG00000005942,0
ENSDARG00000005943,52
ENSDARG00000005945,99
ENSDARG00000005948,23
ENSDARG00000005972,30
ENSDARG00000005980,55
ENSDARG00000005989,144
ENSDARG00000005993,1
ENSDARG00000006003,45
ENSDARG00000006008,119
ENSDARG00000006010,49
ENSDARG00000006011,16
ENSDARG00000006019,145
ENSDARG00000006025,54
ENSDARG00000006029,26
ENSDARG00000006031,607
ENSDARG00000006038,41
ENSDARG00000006040,16
ENSDARG00000006044,28
ENSDARG00000006052,17
ENSDARG00000006060,235
ENSDARG00000006062,203
ENSDARG00000006065,22
ENSDARG00000006074,18
ENSDARG00000006079,5
ENSDARG00000006092,419
ENSDARG00000006093,19
ENSDARG00000006094,165
ENSDARG00000006109,0
ENSDARG00000006110,19
ENSDARG00000006112,76
ENSDARG00000006120,95
ENSDARG00000006124,299
ENSDARG00000006125,90
ENSDARG00000006128,117
ENSDARG00000006137,0
ENSDARG00000006151,4
ENSDARG00000006169,51
ENSDARG00000006174,4
ENSDARG00000006181,13
ENSDARG00000006192,65
ENSDARG00000006196,50
ENSDARG00000006200,928
ENSDARG00000006202,377
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,173
ENSDARG00000006219,150
ENSDARG00000006220,276
ENSDARG00000006225,197
ENSDARG00000006235,34
ENSDARG00000006240,26
ENSDARG00000006242,489
ENSDARG00000006251,51
ENSDARG00000006253,19
ENSDARG00000006257,225
ENSDARG00000006260,827
ENSDARG00000006266,155
ENSDARG00000006272,56
ENSDARG00000006279,19
ENSDARG00000006283,141
ENSDARG00000006288,9
ENSDARG00000006290,52
ENSDARG00000006292,0
ENSDARG00000006299,33
ENSDARG00000006300,25
ENSDARG00000006301,62
ENSDARG00000006307,13
ENSDARG00000006308,9
ENSDARG00000006314,307
ENSDARG00000006316,661
ENSDARG00000006332,99
ENSDARG00000006341,1
ENSDARG00000006345,28
ENSDARG00000006350,0
ENSDARG00000006353,45
ENSDARG00000006356,73
ENSDARG00000006368,16
ENSDARG00000006370,52
ENSDARG00000006372,0
ENSDARG00000006383,123
ENSDARG00000006385,19
ENSDARG00000006389,96
ENSDARG00000006392,28
ENSDARG00000006395,223
ENSDARG00000006396,115
ENSDARG00000006397,110
ENSDARG00000006399,179
ENSDARG00000006408,77
ENSDARG00000006409,0
ENSDARG00000006413,34
ENSDARG00000006420,158
ENSDARG00000006422,48
ENSDARG00000006427,623
ENSDARG00000006434,14
ENSDARG00000006447,12
ENSDARG00000006456,9
ENSDARG00000006467,34
ENSDARG00000006468,0
ENSDARG00000006474,7
ENSDARG00000006477,51
ENSDARG00000006487,178
ENSDARG00000006491,10
ENSDARG00000006494,34
ENSDARG00000006497,545
ENSDARG00000006501,0
ENSDARG00000006508,80
ENSDARG00000006514,31
ENSDARG00000006522,4
ENSDARG00000006524,325
ENSDARG00000006526,1116
ENSDARG00000006527,102
ENSDARG00000006544,3
ENSDARG00000006545,57
ENSDARG00000006546,39
ENSDARG00000006553,41
ENSDARG00000006560,1
ENSDARG00000006566,81
ENSDARG00000006567,6
ENSDARG00000006568,0
ENSDARG00000006577,13
ENSDARG00000006580,0
ENSDARG00000006584,140
ENSDARG00000006585,13
ENSDARG00000006588,30
ENSDARG00000006598,32
ENSDARG00000006600,66
ENSDARG00000006601,10
ENSDARG00000006602,1
ENSDARG00000006603,136
ENSDARG00000006604,19
ENSDARG00000006607,10
ENSDARG00000006609,39
ENSDARG00000006615,97
ENSDARG00000006617,32
ENSDARG00000006621,92
ENSDARG00000006624,79
ENSDARG00000006636,27
ENSDARG00000006639,35
ENSDARG00000006640,45
ENSDARG00000006642,13
ENSDARG00000006666,17
ENSDARG00000006672,60
ENSDARG00000006677,61
ENSDARG00000006678,1
ENSDARG00000006683,77
ENSDARG00000006691,612
ENSDARG00000006712,22
ENSDARG00000006719,67
