TXID,GENEID,GENENAME,BIOTYPE,Malathion_0.001_B
ENSDART00000136587,ENSDARG00000056078,rftn2,protein_coding,247
ENSDART00000078494,ENSDARG00000056079,l3mbtl2,protein_coding,155
ENSDART00000153279,ENSDARG00000056079,l3mbtl2,protein_coding,155
ENSDART00000153235,ENSDARG00000056079,l3mbtl2,protein_coding,155
ENSDART00000164212,ENSDARG00000056079,l3mbtl2,protein_coding,155
ENSDART00000078460,ENSDARG00000056080,si:dkey-191g9.5,protein_coding,213
ENSDART00000104188,ENSDARG00000056084,igsf21b,protein_coding,258
ENSDART00000078513,ENSDARG00000056085,mob4,protein_coding,638
ENSDART00000149189,ENSDARG00000056087,ecrg4a,protein_coding,217
ENSDART00000078523,ENSDARG00000056087,ecrg4a,protein_coding,217
ENSDART00000147845,ENSDARG00000056089,nrbp1,protein_coding,405
ENSDART00000016672,ENSDARG00000056090,capza1b,protein_coding,3102
ENSDART00000078509,ENSDARG00000056090,capza1b,protein_coding,3102
ENSDART00000170037,ENSDARG00000056090,capza1b,protein_coding,3102
ENSDART00000136562,ENSDARG00000056091,cttnbp2nlb,protein_coding,215
ENSDART00000132632,ENSDARG00000056091,cttnbp2nlb,protein_coding,215
ENSDART00000144797,ENSDARG00000056091,cttnbp2nlb,protein_coding,215
ENSDART00000181244,ENSDARG00000056091,cttnbp2nlb,protein_coding,215
ENSDART00000190196,ENSDARG00000056091,cttnbp2nlb,protein_coding,215
ENSDART00000140255,ENSDARG00000056092,si:dkey-12h9.6,protein_coding,404
ENSDART00000179929,ENSDARG00000056092,si:dkey-12h9.6,protein_coding,404
ENSDART00000112714,ENSDARG00000056099,gtf2h5,protein_coding,106
ENSDART00000151874,ENSDARG00000056099,gtf2h5,protein_coding,106
ENSDART00000152102,ENSDARG00000056099,gtf2h5,protein_coding,106
ENSDART00000141626,ENSDARG00000056099,gtf2h5,protein_coding,106
ENSDART00000078535,ENSDARG00000056099,gtf2h5,protein_coding,106
ENSDART00000078533,ENSDARG00000056101,kcnd3,protein_coding,214
ENSDART00000178481,ENSDARG00000056101,kcnd3,protein_coding,214
ENSDART00000149827,ENSDARG00000056102,uxs1,protein_coding,299
ENSDART00000078525,ENSDARG00000056102,uxs1,protein_coding,299
ENSDART00000078543,ENSDARG00000056105,syt11b,protein_coding,271
ENSDART00000055019,ENSDARG00000056108,ndufa4,protein_coding,913
ENSDART00000078545,ENSDARG00000056111,lmod1a,protein_coding,65
ENSDART00000143964,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000123278,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000148767,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000112453,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000110204,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000184170,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000078540,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000180355,ENSDARG00000056112,pikfyve,protein_coding,527
ENSDART00000078522,ENSDARG00000056119,eef1g,protein_coding,19251
ENSDART00000172927,ENSDARG00000056119,eef1g,protein_coding,19251
ENSDART00000151950,ENSDARG00000056121,serac1,protein_coding,174
ENSDART00000126299,ENSDARG00000056122,gdi1,protein_coding,1553
ENSDART00000078559,ENSDARG00000056125,myct1a,protein_coding,77
ENSDART00000078557,ENSDARG00000056127,polr2gl,protein_coding,316
ENSDART00000148216,ENSDARG00000056127,polr2gl,protein_coding,316
ENSDART00000141405,ENSDARG00000056128,fastkd1,protein_coding,186
ENSDART00000040229,ENSDARG00000056128,fastkd1,protein_coding,186
ENSDART00000078563,ENSDARG00000056130,neurog1,protein_coding,32
ENSDART00000124260,ENSDARG00000056133,kitb,protein_coding,79
ENSDART00000044030,ENSDARG00000056133,kitb,protein_coding,79
ENSDART00000181888,ENSDARG00000056133,kitb,protein_coding,79
ENSDART00000078570,ENSDARG00000056134,c1qtnf5,protein_coding,47
ENSDART00000078568,ENSDARG00000056138,sf3b1,protein_coding,4474
ENSDART00000141105,ENSDARG00000056138,sf3b1,protein_coding,4474
ENSDART00000078576,ENSDARG00000056141,coq10b,protein_coding,515
ENSDART00000131596,ENSDARG00000056141,coq10b,protein_coding,515
ENSDART00000169526,ENSDARG00000056141,coq10b,protein_coding,515
ENSDART00000078580,ENSDARG00000056144,zgc:123244,protein_coding,78
ENSDART00000134528,ENSDARG00000056145,si:dkey-159a18.1,protein_coding,23
ENSDART00000078587,ENSDARG00000056145,si:dkey-159a18.1,protein_coding,23
ENSDART00000060059,ENSDARG00000056150,rbms2b,protein_coding,281
ENSDART00000078594,ENSDARG00000056151,tyrp1b,protein_coding,1788
ENSDART00000100867,ENSDARG00000056152,fam3c,protein_coding,225
ENSDART00000137856,ENSDARG00000056154,olfcx3,protein_coding,1
ENSDART00000099130,ENSDARG00000056154,olfcx3,protein_coding,1
ENSDART00000078592,ENSDARG00000056156,npdc1b,protein_coding,762
ENSDART00000078596,ENSDARG00000056160,hspd1,protein_coding,841
ENSDART00000127938,ENSDARG00000056160,hspd1,protein_coding,841
ENSDART00000143483,ENSDARG00000056162,nr2c2ap,protein_coding,25
ENSDART00000136133,ENSDARG00000056162,nr2c2ap,protein_coding,25
ENSDART00000078610,ENSDARG00000056163,slc25a51a,protein_coding,21
ENSDART00000073704,ENSDARG00000056165,si:ch211-215a10.4,protein_coding,153
ENSDART00000173291,ENSDARG00000056166,jac2,protein_coding,2
ENSDART00000143103,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000144947,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000127916,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000185153,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000183298,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000078608,ENSDARG00000056167,hspe1,protein_coding,407
ENSDART00000053782,ENSDARG00000056175,scrt2,protein_coding,281
ENSDART00000078625,ENSDARG00000056178,dpt,protein_coding,20
ENSDART00000132758,ENSDARG00000056180,olfck1,protein_coding,0
ENSDART00000101117,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000143661,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000145469,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000132570,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000017229,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000156658,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000157454,ENSDARG00000056181,ncam1a,protein_coding,843
ENSDART00000012450,ENSDARG00000056184,dvl2,protein_coding,355
ENSDART00000139927,ENSDARG00000056186,eif5a2,protein_coding,3555
ENSDART00000078634,ENSDARG00000056186,eif5a2,protein_coding,3555
ENSDART00000134077,ENSDARG00000056186,eif5a2,protein_coding,3555
ENSDART00000140804,ENSDARG00000056186,eif5a2,protein_coding,3555
ENSDART00000125178,ENSDARG00000056186,eif5a2,protein_coding,3555
ENSDART00000133094,ENSDARG00000056191,si:ch211-168k14.2,protein_coding,25
ENSDART00000140220,ENSDARG00000056191,si:ch211-168k14.2,protein_coding,25
ENSDART00000137137,ENSDARG00000056191,si:ch211-168k14.2,protein_coding,25
ENSDART00000078630,ENSDARG00000056193,nme7,protein_coding,120
ENSDART00000156397,ENSDARG00000056193,nme7,protein_coding,120
ENSDART00000078639,ENSDARG00000056196,slc2a2,protein_coding,844
ENSDART00000138979,ENSDARG00000056196,slc2a2,protein_coding,844
ENSDART00000078649,ENSDARG00000056200,abcb9,protein_coding,146
ENSDART00000078647,ENSDARG00000056203,si:ch211-201h21.5,protein_coding,117
ENSDART00000078660,ENSDARG00000056204,zgc:113436,protein_coding,113
ENSDART00000134871,ENSDARG00000056204,zgc:113436,protein_coding,113
ENSDART00000160013,ENSDARG00000056204,zgc:113436,protein_coding,113
ENSDART00000188791,ENSDARG00000056204,zgc:113436,protein_coding,113
ENSDART00000173206,ENSDARG00000056206,camk2g2,protein_coding,1702
ENSDART00000173367,ENSDARG00000056206,camk2g2,protein_coding,1702
ENSDART00000078652,ENSDARG00000056206,camk2g2,protein_coding,1702
ENSDART00000165842,ENSDARG00000056206,camk2g2,protein_coding,1702
ENSDART00000060576,ENSDARG00000056209,myoz1a,protein_coding,1081
ENSDART00000141267,ENSDARG00000056210,hspa1b,protein_coding,17
ENSDART00000133641,ENSDARG00000056211,ogfod2,protein_coding,24
ENSDART00000144298,ENSDARG00000056211,ogfod2,protein_coding,24
ENSDART00000157419,ENSDARG00000056213,si:ch73-130a3.4,protein_coding,34
ENSDART00000171266,ENSDARG00000056213,si:ch73-130a3.4,protein_coding,34
ENSDART00000109729,ENSDARG00000056213,si:ch73-130a3.4,protein_coding,34
ENSDART00000171224,ENSDARG00000056213,si:ch73-130a3.4,protein_coding,34
ENSDART00000078672,ENSDARG00000056214,gnrh3,protein_coding,14
ENSDART00000167007,ENSDARG00000056214,gnrh3,protein_coding,14
ENSDART00000051234,ENSDARG00000056218,tnika,protein_coding,548
ENSDART00000161407,ENSDARG00000056218,tnika,protein_coding,548
ENSDART00000138688,ENSDARG00000056226,creb3l3a,protein_coding,136
ENSDART00000133623,ENSDARG00000056228,pld1a,protein_coding,362
ENSDART00000150075,ENSDARG00000056230,ghsra,protein_coding,3
ENSDART00000078695,ENSDARG00000056230,ghsra,protein_coding,3
ENSDART00000140102,ENSDARG00000056233,zgc:110591,protein_coding,258
ENSDART00000078694,ENSDARG00000056233,zgc:110591,protein_coding,258
ENSDART00000144180,ENSDARG00000056233,zgc:110591,protein_coding,258
ENSDART00000031547,ENSDARG00000056235,smndc1,protein_coding,708
ENSDART00000180115,ENSDARG00000056235,smndc1,protein_coding,708
ENSDART00000168140,ENSDARG00000056239,tmem45b,protein_coding,448
ENSDART00000112783,ENSDARG00000056239,tmem45b,protein_coding,448
ENSDART00000065132,ENSDARG00000056244,RFFL,protein_coding,73
ENSDART00000183975,ENSDARG00000056244,RFFL,protein_coding,73
ENSDART00000078172,ENSDARG00000056247,bricd5,protein_coding,58
ENSDART00000167528,ENSDARG00000056248,si:dkey-183i3.5,protein_coding,13361
ENSDART00000101147,ENSDARG00000056248,si:dkey-183i3.5,protein_coding,13361
ENSDART00000078703,ENSDARG00000056250,add3b,protein_coding,115
ENSDART00000191289,ENSDARG00000056250,add3b,protein_coding,115
ENSDART00000143667,ENSDARG00000056252,sort1b,protein_coding,846
ENSDART00000134190,ENSDARG00000056252,sort1b,protein_coding,846
ENSDART00000132190,ENSDARG00000056258,cdc27,protein_coding,480
ENSDART00000143197,ENSDARG00000056258,cdc27,protein_coding,480
ENSDART00000147721,ENSDARG00000056258,cdc27,protein_coding,480
ENSDART00000139384,ENSDARG00000056258,cdc27,protein_coding,480
ENSDART00000177169,ENSDARG00000056258,cdc27,protein_coding,480
ENSDART00000078665,ENSDARG00000056259,tmem131,protein_coding,1367
ENSDART00000155586,ENSDARG00000056259,tmem131,protein_coding,1367
ENSDART00000144795,ENSDARG00000056262,slc35g2a,protein_coding,151
ENSDART00000078651,ENSDARG00000056267,dixdc1b,protein_coding,247
ENSDART00000168505,ENSDARG00000056267,dixdc1b,protein_coding,247
ENSDART00000167523,ENSDARG00000056267,dixdc1b,protein_coding,247
ENSDART00000189259,ENSDARG00000056267,dixdc1b,protein_coding,247
ENSDART00000143922,ENSDARG00000056268,atxn7l2b,protein_coding,130
ENSDART00000078724,ENSDARG00000056270,atpaf2,protein_coding,126
ENSDART00000139407,ENSDARG00000056270,atpaf2,protein_coding,126
ENSDART00000134297,ENSDARG00000056270,atpaf2,protein_coding,126
ENSDART00000132956,ENSDARG00000056270,atpaf2,protein_coding,126
ENSDART00000145024,ENSDARG00000056270,atpaf2,protein_coding,126
ENSDART00000078748,ENSDARG00000056277,or132-5,protein_coding,4
ENSDART00000132804,ENSDARG00000056279,ccdc157,protein_coding,11
ENSDART00000078746,ENSDARG00000056279,ccdc157,protein_coding,11
ENSDART00000098590,ENSDARG00000056281,cyb561a3a,protein_coding,64
ENSDART00000146285,ENSDARG00000056281,cyb561a3a,protein_coding,64
ENSDART00000078755,ENSDARG00000056284,drd7,protein_coding,2
ENSDART00000104327,ENSDARG00000056292,vsx1,protein_coding,391
ENSDART00000078763,ENSDARG00000056292,vsx1,protein_coding,391
ENSDART00000132568,ENSDARG00000056294,SBK1,protein_coding,107
ENSDART00000078771,ENSDARG00000056294,SBK1,protein_coding,107
ENSDART00000185870,ENSDARG00000056294,SBK1,protein_coding,107
ENSDART00000142077,ENSDARG00000056307,znf706,protein_coding,898
ENSDART00000078781,ENSDARG00000056307,znf706,protein_coding,898
ENSDART00000140834,ENSDARG00000056307,znf706,protein_coding,898
ENSDART00000151599,ENSDARG00000056307,znf706,protein_coding,898
ENSDART00000078734,ENSDARG00000056314,a2ml,protein_coding,3955
ENSDART00000157481,ENSDARG00000056314,a2ml,protein_coding,3955
ENSDART00000143346,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000131689,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000146332,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000145707,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000143230,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000126510,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000078796,ENSDARG00000056318,kansl2,protein_coding,470
ENSDART00000131856,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078747,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000130424,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078757,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000044719,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078721,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000130957,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000139218,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000130101,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000137220,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000133065,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000147348,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000136863,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000131870,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078720,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078740,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078759,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000192972,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000178372,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000188182,ENSDARG00000056322,ldb3a,protein_coding,1992
ENSDART00000078807,ENSDARG00000056324,zgc:123295,protein_coding,28
ENSDART00000141410,ENSDARG00000056324,zgc:123295,protein_coding,28
ENSDART00000061203,ENSDARG00000056328,rhot2,protein_coding,159
ENSDART00000145390,ENSDARG00000056328,rhot2,protein_coding,159
ENSDART00000099281,ENSDARG00000056330,mhc2dbb,protein_coding,7
ENSDART00000078792,ENSDARG00000056331,ahcyl1,protein_coding,905
ENSDART00000078795,ENSDARG00000056331,ahcyl1,protein_coding,905
ENSDART00000143694,ENSDARG00000056334,mlh3,protein_coding,77
ENSDART00000078824,ENSDARG00000056338,szrd1,protein_coding,399
ENSDART00000136948,ENSDARG00000056338,szrd1,protein_coding,399
ENSDART00000078790,ENSDARG00000056339,stk31,protein_coding,16
ENSDART00000052902,ENSDARG00000056346,acap1,protein_coding,123
ENSDART00000142891,ENSDARG00000056346,acap1,protein_coding,123
ENSDART00000078838,ENSDARG00000056347,rab3aa,protein_coding,337
ENSDART00000158050,ENSDARG00000056347,rab3aa,protein_coding,337
ENSDART00000078854,ENSDARG00000056367,mpv17l2,protein_coding,33
ENSDART00000122670,ENSDARG00000056369,ufsp2,protein_coding,203
ENSDART00000145162,ENSDARG00000056369,ufsp2,protein_coding,203
ENSDART00000148322,ENSDARG00000056369,ufsp2,protein_coding,203
ENSDART00000078848,ENSDARG00000056369,ufsp2,protein_coding,203
ENSDART00000078860,ENSDARG00000056374,noxo1b,protein_coding,14
ENSDART00000103236,ENSDARG00000056376,ankrd37,protein_coding,23
ENSDART00000078866,ENSDARG00000056378,ifi30,protein_coding,371
ENSDART00000136072,ENSDARG00000056378,ifi30,protein_coding,371
ENSDART00000078858,ENSDARG00000056379,si:ch73-86n18.1,protein_coding,184
ENSDART00000146258,ENSDARG00000056381,cfap97,protein_coding,87
ENSDART00000181078,ENSDARG00000056381,cfap97,protein_coding,87
ENSDART00000131515,ENSDARG00000056386,TMC1,protein_coding,8
ENSDART00000098446,ENSDARG00000056386,TMC1,protein_coding,8
ENSDART00000132295,ENSDARG00000056387,rnf17,protein_coding,25
ENSDART00000176057,ENSDARG00000056387,rnf17,protein_coding,25
ENSDART00000097345,ENSDARG00000056394,TOM1L2,protein_coding,492
ENSDART00000135984,ENSDARG00000056395,onecut3a,protein_coding,30
ENSDART00000078888,ENSDARG00000056396,dusp22a,protein_coding,86
ENSDART00000078889,ENSDARG00000056400,helt,protein_coding,28
ENSDART00000078894,ENSDARG00000056407,irf8,protein_coding,31
ENSDART00000149927,ENSDARG00000056410,fdx1,protein_coding,393
ENSDART00000078904,ENSDARG00000056410,fdx1,protein_coding,393
ENSDART00000150164,ENSDARG00000056410,fdx1,protein_coding,393
ENSDART00000147450,ENSDARG00000056410,fdx1,protein_coding,393
ENSDART00000144430,ENSDARG00000056410,fdx1,protein_coding,393
ENSDART00000078908,ENSDARG00000056414,usp1,protein_coding,420
ENSDART00000151002,ENSDARG00000056414,usp1,protein_coding,420
ENSDART00000133162,ENSDARG00000056414,usp1,protein_coding,420
ENSDART00000137928,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000129369,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000189511,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000185282,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000192440,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000180314,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000185138,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000078920,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000189808,ENSDARG00000056427,auts2a,protein_coding,1240
ENSDART00000078936,ENSDARG00000056438,her9,protein_coding,382
ENSDART00000143756,ENSDARG00000056438,her9,protein_coding,382
ENSDART00000078939,ENSDARG00000056439,march4,protein_coding,15
ENSDART00000013001,ENSDARG00000056443,zgc:152753,protein_coding,1
ENSDART00000186405,ENSDARG00000056443,zgc:152753,protein_coding,1
ENSDART00000078951,ENSDARG00000056450,MANEAL,protein_coding,314
ENSDART00000078949,ENSDARG00000056453,afap1l1b,protein_coding,97
ENSDART00000078953,ENSDARG00000056453,afap1l1b,protein_coding,97
ENSDART00000147202,ENSDARG00000056458,lhfpl5b,protein_coding,11
ENSDART00000078966,ENSDARG00000056458,lhfpl5b,protein_coding,11
ENSDART00000185509,ENSDARG00000056458,lhfpl5b,protein_coding,11
ENSDART00000078998,ENSDARG00000056462,crp2,protein_coding,13
ENSDART00000056381,ENSDARG00000056462,crp2,protein_coding,13
ENSDART00000078972,ENSDARG00000056464,fitm1l,protein_coding,93
ENSDART00000078974,ENSDARG00000056467,tmub2,protein_coding,224
ENSDART00000137944,ENSDARG00000056468,asb16,protein_coding,56
ENSDART00000079222,ENSDARG00000056473,chaf1b,protein_coding,203
ENSDART00000138230,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000134627,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000146170,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000146021,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000155677,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000137891,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000131393,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000143416,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000078975,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000147008,ENSDARG00000056475,trnau1apb,protein_coding,753
ENSDART00000098500,ENSDARG00000056477,ccdc125,protein_coding,90
ENSDART00000137027,ENSDARG00000056477,ccdc125,protein_coding,90
ENSDART00000147831,ENSDARG00000056478,ACAP2,protein_coding,222
ENSDART00000188119,ENSDARG00000056478,ACAP2,protein_coding,222
ENSDART00000078980,ENSDARG00000056479,rab1bb,protein_coding,331
ENSDART00000100289,ENSDARG00000056479,rab1bb,protein_coding,331
ENSDART00000078984,ENSDARG00000056480,cpvl,protein_coding,679
ENSDART00000147067,ENSDARG00000056480,cpvl,protein_coding,679
ENSDART00000182737,ENSDARG00000056480,cpvl,protein_coding,679
ENSDART00000078982,ENSDARG00000056481,vat1,protein_coding,2448
ENSDART00000133982,ENSDARG00000056483,ssbp4,protein_coding,1590
ENSDART00000064902,ENSDARG00000056483,ssbp4,protein_coding,1590
ENSDART00000137476,ENSDARG00000056490,SSBP4,protein_coding,1932
ENSDART00000004816,ENSDARG00000056490,SSBP4,protein_coding,1932
ENSDART00000138822,ENSDARG00000056490,SSBP4,protein_coding,1932
ENSDART00000155577,ENSDARG00000056490,SSBP4,protein_coding,1932
ENSDART00000170171,ENSDARG00000056490,SSBP4,protein_coding,1932
ENSDART00000141462,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000125335,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000079011,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000143832,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000136727,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000190425,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000189387,ENSDARG00000056491,ikzf5,protein_coding,230
ENSDART00000147783,ENSDARG00000056498,crp2,protein_coding,272
ENSDART00000079003,ENSDARG00000056498,crp2,protein_coding,272
ENSDART00000132733,ENSDARG00000056499,ca6,protein_coding,674
ENSDART00000139717,ENSDARG00000056499,ca6,protein_coding,674
ENSDART00000141127,ENSDARG00000056499,ca6,protein_coding,674
ENSDART00000079007,ENSDARG00000056499,ca6,protein_coding,674
ENSDART00000153539,ENSDARG00000056501,si:ch211-208g24.8,protein_coding,0
ENSDART00000079008,ENSDARG00000056501,si:ch211-208g24.8,protein_coding,0
ENSDART00000139211,ENSDARG00000056502,si:ch73-334d15.4,protein_coding,6
ENSDART00000159038,ENSDARG00000056504,frg1,protein_coding,156
ENSDART00000158166,ENSDARG00000056504,frg1,protein_coding,156
ENSDART00000079001,ENSDARG00000056504,frg1,protein_coding,156
ENSDART00000162729,ENSDARG00000056504,frg1,protein_coding,156
ENSDART00000178599,ENSDARG00000056504,frg1,protein_coding,156
ENSDART00000145871,ENSDARG00000056506,si:ch73-113g13.2,protein_coding,0
ENSDART00000079013,ENSDARG00000056506,si:ch73-113g13.2,protein_coding,0
ENSDART00000079014,ENSDARG00000056509,pdik1l,protein_coding,60
ENSDART00000151530,ENSDARG00000056509,pdik1l,protein_coding,60
ENSDART00000182797,ENSDARG00000056509,pdik1l,protein_coding,60
ENSDART00000138701,ENSDARG00000056510,gstk1,protein_coding,375
ENSDART00000147475,ENSDARG00000056510,gstk1,protein_coding,375
ENSDART00000030282,ENSDARG00000056510,gstk1,protein_coding,375
ENSDART00000143840,ENSDARG00000056510,gstk1,protein_coding,375
ENSDART00000078996,ENSDARG00000056511,arr3a,protein_coding,7473
ENSDART00000079019,ENSDARG00000056515,spsb1,protein_coding,195
ENSDART00000079016,ENSDARG00000056517,thoc3,protein_coding,155
ENSDART00000173436,ENSDARG00000056519,si:dkey-280e21.3,protein_coding,250
ENSDART00000067500,ENSDARG00000056519,si:dkey-280e21.3,protein_coding,250
ENSDART00000187601,ENSDARG00000056519,si:dkey-280e21.3,protein_coding,250
ENSDART00000128965,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000184472,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000176130,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000183780,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000190379,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000192281,ENSDARG00000056525,bcar1,protein_coding,517
ENSDART00000134893,ENSDARG00000056530,cpamd8,protein_coding,364
ENSDART00000148230,ENSDARG00000056530,cpamd8,protein_coding,364
ENSDART00000079046,ENSDARG00000056530,cpamd8,protein_coding,364
ENSDART00000079050,ENSDARG00000056531,nutf2,protein_coding,542
ENSDART00000132034,ENSDARG00000056531,nutf2,protein_coding,542
ENSDART00000151454,ENSDARG00000056532,serinc2,protein_coding,642
ENSDART00000027697,ENSDARG00000056532,serinc2,protein_coding,642
ENSDART00000157098,ENSDARG00000056535,pla2g4f.1,protein_coding,100
ENSDART00000128468,ENSDARG00000056541,nr0b1,protein_coding,75
ENSDART00000078140,ENSDARG00000056549,vps26a,protein_coding,554
ENSDART00000134637,ENSDARG00000056549,vps26a,protein_coding,554
ENSDART00000136621,ENSDARG00000056549,vps26a,protein_coding,554
ENSDART00000079064,ENSDARG00000056550,tango2,protein_coding,249
ENSDART00000193543,ENSDARG00000056550,tango2,protein_coding,249
ENSDART00000155747,ENSDARG00000056551,slc22a13a,protein_coding,39
ENSDART00000079035,ENSDARG00000056554,rap1gap,protein_coding,234
ENSDART00000147696,ENSDARG00000056554,rap1gap,protein_coding,234
ENSDART00000135613,ENSDARG00000056554,rap1gap,protein_coding,234
ENSDART00000079042,ENSDARG00000056557,copb1,protein_coding,1190
ENSDART00000079065,ENSDARG00000056559,ccz1,protein_coding,279
ENSDART00000079068,ENSDARG00000056561,asb11,protein_coding,6
ENSDART00000035049,ENSDARG00000056566,necab1,protein_coding,140
ENSDART00000158438,ENSDARG00000056566,necab1,protein_coding,140
ENSDART00000079092,ENSDARG00000056572,nrsn1l,protein_coding,59
ENSDART00000186994,ENSDARG00000056572,nrsn1l,protein_coding,59
ENSDART00000079101,ENSDARG00000056582,arf2b,protein_coding,102
ENSDART00000179898,ENSDARG00000056582,arf2b,protein_coding,102
ENSDART00000151756,ENSDARG00000056583,ndufs6,protein_coding,457
ENSDART00000079104,ENSDARG00000056583,ndufs6,protein_coding,457
ENSDART00000148782,ENSDARG00000056587,cyp2r1,protein_coding,72
ENSDART00000079091,ENSDARG00000056587,cyp2r1,protein_coding,72
ENSDART00000149496,ENSDARG00000056587,cyp2r1,protein_coding,72
ENSDART00000148417,ENSDARG00000056587,cyp2r1,protein_coding,72
ENSDART00000100989,ENSDARG00000056590,calca,protein_coding,65
ENSDART00000173470,ENSDARG00000056590,calca,protein_coding,65
ENSDART00000079112,ENSDARG00000056590,calca,protein_coding,65
ENSDART00000188342,ENSDARG00000056590,calca,protein_coding,65
ENSDART00000079062,ENSDARG00000056591,gucy1b2,protein_coding,0
ENSDART00000079114,ENSDARG00000056594,irx1b,protein_coding,104
ENSDART00000143269,ENSDARG00000056598,pimr47,protein_coding,0
ENSDART00000133807,ENSDARG00000056598,pimr47,protein_coding,0
ENSDART00000079115,ENSDARG00000056600,papss2b,protein_coding,312
ENSDART00000079117,ENSDARG00000056601,plekha3,protein_coding,240
ENSDART00000134948,ENSDARG00000056601,plekha3,protein_coding,240
ENSDART00000141955,ENSDARG00000056603,mcf2b,protein_coding,29
ENSDART00000098932,ENSDARG00000056605,wbp2,protein_coding,359
ENSDART00000079130,ENSDARG00000056609,atad1b,protein_coding,168
ENSDART00000189257,ENSDARG00000056609,atad1b,protein_coding,168
