gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
ENSDARG00000003446	Exp2	-0.00919866548996293	NA	NA	7.55182352626268	NA	0.321873715728503	11.83	0.768098946432194	7.77648046897013	FALSE	1.40855891707631	NA	3.96520622417889	7.45460675324163	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000003684	Exp2	-0.00840103427012727	NA	NA	8.16420395768132	NA	0.259196940573709	5.77	0.687613166488114	8.37115602662247	FALSE	0.764170327252878	NA	2.85445306273665	8.11195908604876	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000006279	Exp4	592.387179129771	0.873070813203402	NA	5.66841869516867	NA	0.282699203330729	8.98	0.744205386249764	5.55127174440489	FALSE	0.00136960948780973	0.000681471288666999	0.00245589458206517	5.26857254107416	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000007561	Exp2	-0.0153170059054959	NA	NA	4.88007801128849	NA	0.473351545391109	22.63	0.16480242303716	4.53168519923333	FALSE	12.038171585755	8.38744866708933	15.4953413877828	4.05833365384222	TRUE	FALSE	TRUE	TRUE	FALSE
ENSDARG00000008403	Exp2	-0.0323993445531547	NA	NA	5.41556450405892	NA	0.356528212363243	14.69	0.728888603003777	5.65502912063146	FALSE	0.674494690786984	NA	1.80539861214422	5.29850090826822	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000010294	Exp2	-0.0149145605730657	NA	NA	5.97735272617716	NA	0.344840074629999	13.76	0.385685703889456	6.06396736668519	FALSE	2.96096960797834	0.757063215881232	5.0947048137357	5.71912729205519	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000010940	Poly2	5.59357167408975	-1.67302518660812	0.482399071245302	NA	NA	0.303653901914312	10.98	0.51943366600384	5.54964650413502	FALSE	0.221960267300606	0.115184643547332	0.336882012438421	5.24599260222071	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000012060	Exp2	-0.0158375928532741	NA	NA	6.47365664287994	NA	0.496900676651699	23.99	0.818580204191902	6.80022069299504	FALSE	1.6836293129547	NA	4.34483615148928	6.30332001634334	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000013926	Exp2	0.00747374079311216	NA	NA	9.08994536123843	NA	0.346507283966865	13.9	0.564908716643306	8.75620731922603	TRUE	0.187825319345342	NA	3.03199921197417	9.10271460319289	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000014623	Exp2	-0.0244568309749546	NA	NA	4.35166437384757	NA	0.383591172382688	16.74	0.244845222868903	4.80853437545277	FALSE	NA	NA	NA	4.42494320307008	FALSE	NA	NA	NA	FALSE
ENSDARG00000015515	Lin	0.102564346964321	NA	3.89428319148146	NA	NA	0.412097313217444	18.75	0.826085507968894	3.74289039044023	TRUE	2.54186287669834	1.36761347159198	NA	4.15498770365767	FALSE	TRUE	NA	TRUE	FALSE
ENSDARG00000016088	Exp2	-0.012191398349924	NA	NA	8.36577704555877	NA	0.295514950556451	9.44	0.697066534875142	8.58003963881799	FALSE	0.800559744477529	NA	2.40576664573881	8.28452468826153	FALSE	TRUE	NA	NA	FALSE
