"summary.plate_id" "summary.embryo_id" "summary.is_VC" "summary.endpoint" "summary.endpoint_value"
"133" "EE2" "Dose2_5" 0 "a" 4654.6
"134" "EE2" "Dose2_5" 0 "b" 3565.3
"135" "EE2" "Dose2_5" 0 "c" 5055.25
"136" "EE2" "Dose2_5" 0 "d" 3388.25
"137" "EE2" "Dose2_5" 0 "e" 4931.3
"138" "EE2" "Dose2_5" 0 "f" 3887.8
"139" "EE2" "Dose2_6" 0 "a" 5737.8
"140" "EE2" "Dose2_6" 0 "b" 3946.4
"141" "EE2" "Dose2_6" 0 "c" 5706.75
"142" "EE2" "Dose2_6" 0 "d" 4622.65
"143" "EE2" "Dose2_6" 0 "e" 6230.65
"144" "EE2" "Dose2_6" 0 "f" 4109.8
"145" "EE2" "Dose2_7" 0 "a" 3971.3
"146" "EE2" "Dose2_7" 0 "b" 3313.9
"147" "EE2" "Dose2_7" 0 "c" 4867.45
"148" "EE2" "Dose2_7" 0 "d" 2975.35
"149" "EE2" "Dose2_7" 0 "e" 4226.25
"150" "EE2" "Dose2_7" 0 "f" 1301.05
"151" "EE2" "Dose2_8" 0 "a" 5036
"152" "EE2" "Dose2_8" 0 "b" 3737.05
"153" "EE2" "Dose2_8" 0 "c" 5836.9
"154" "EE2" "Dose2_8" 0 "d" 4820.2
"155" "EE2" "Dose2_8" 0 "e" 5588.15
"156" "EE2" "Dose2_8" 0 "f" 3293.05
"157" "EE2" "Dose2_9" 0 "a" 4290.8
"158" "EE2" "Dose2_9" 0 "b" 2187.65
"159" "EE2" "Dose2_9" 0 "c" 5260.2
"160" "EE2" "Dose2_9" 0 "d" 1118.4
"161" "EE2" "Dose2_9" 0 "e" 5931.7
"162" "EE2" "Dose2_9" 0 "f" 3905.1
"163" "EE2" "Dose3_1" 0 "a" 5231.45
"164" "EE2" "Dose3_1" 0 "b" 5891.15
"165" "EE2" "Dose3_1" 0 "c" 6149.1
"166" "EE2" "Dose3_1" 0 "d" 5033
"167" "EE2" "Dose3_1" 0 "e" 5682.2
"168" "EE2" "Dose3_1" 0 "f" 3398.6
"169" "EE2" "Dose3_2" 0 "a" 6808.4
"170" "EE2" "Dose3_2" 0 "b" 3634.45
"171" "EE2" "Dose3_2" 0 "c" 6954.05
"172" "EE2" "Dose3_2" 0 "d" 4214.6
"173" "EE2" "Dose3_2" 0 "e" 6757.55
"174" "EE2" "Dose3_2" 0 "f" 4658
"175" "EE2" "Dose3_3" 0 "a" 5149.4
"176" "EE2" "Dose3_3" 0 "b" 4285.45
"177" "EE2" "Dose3_3" 0 "c" 5735.2
"178" "EE2" "Dose3_3" 0 "d" 4759.2
"179" "EE2" "Dose3_3" 0 "e" 5952.6
"180" "EE2" "Dose3_3" 0 "f" 4091.15
"181" "EE2" "Dose3_4" 0 "a" 4170.75
"182" "EE2" "Dose3_4" 0 "b" 1424.1
"183" "EE2" "Dose3_4" 0 "c" 4515.6
"184" "EE2" "Dose3_4" 0 "d" 7433.15
"185" "EE2" "Dose3_4" 0 "e" 5257.2
"186" "EE2" "Dose3_4" 0 "f" 3751.1
"187" "EE2" "Dose3_5" 0 "a" 3806.85
"188" "EE2" "Dose3_5" 0 "b" 2664.65
"189" "EE2" "Dose3_5" 0 "c" 4524.2
"190" "EE2" "Dose3_5" 0 "d" 3262.8
"191" "EE2" "Dose3_5" 0 "e" 4702.9
"192" "EE2" "Dose3_5" 0 "f" 3564.1
"193" "EE2" "Dose3_6" 0 "a" 4563.7
"194" "EE2" "Dose3_6" 0 "b" 2974.3
"195" "EE2" "Dose3_6" 0 "c" 5452.35
"196" "EE2" "Dose3_6" 0 "d" 5865.45
"197" "EE2" "Dose3_6" 0 "e" 4591
"198" "EE2" "Dose3_6" 0 "f" 4170.9
"199" "EE2" "Dose3_7" 0 "a" 4562.15
"200" "EE2" "Dose3_7" 0 "b" 3396.3
"201" "EE2" "Dose3_7" 0 "c" 5692.4
"202" "EE2" "Dose3_7" 0 "d" 2089.85
"203" "EE2" "Dose3_7" 0 "e" 5332.45
"204" "EE2" "Dose3_7" 0 "f" 1429.85
"205" "EE2" "Dose3_8" 0 "a" 3919.3
"206" "EE2" "Dose3_8" 0 "b" 4676.15
"207" "EE2" "Dose3_8" 0 "c" 5585.9
"208" "EE2" "Dose3_8" 0 "d" 3704.35
"209" "EE2" "Dose3_8" 0 "e" 6019.65
"210" "EE2" "Dose3_8" 0 "f" 4035.45
"211" "EE2" "Dose3_9" 0 "a" 3888.9
"212" "EE2" "Dose3_9" 0 "b" 3007.7
"213" "EE2" "Dose3_9" 0 "c" 4913.05
"214" "EE2" "Dose3_9" 0 "d" 2529.55
"215" "EE2" "Dose3_9" 0 "e" 4600.55
"216" "EE2" "Dose3_9" 0 "f" 2773.45
"217" "EE2" "Dose4_1" 0 "a" 10436.05
"218" "EE2" "Dose4_1" 0 "b" 1480.3
"219" "EE2" "Dose4_1" 0 "c" 5968.55
"220" "EE2" "Dose4_1" 0 "d" 3777.15
"221" "EE2" "Dose4_1" 0 "e" 6696.55
"222" "EE2" "Dose4_1" 0 "f" 5343.65
"223" "EE2" "Dose4_2" 0 "a" 5238.35
"224" "EE2" "Dose4_2" 0 "b" 5844.2
"225" "EE2" "Dose4_2" 0 "c" 4788.65
"226" "EE2" "Dose4_2" 0 "d" 613.3
"227" "EE2" "Dose4_2" 0 "e" 4515.85
"228" "EE2" "Dose4_2" 0 "f" 3261.15
"229" "EE2" "Dose4_3" 0 "a" 6112.25
"230" "EE2" "Dose4_3" 0 "b" 3735.25
"231" "EE2" "Dose4_3" 0 "c" 6513.4
"232" "EE2" "Dose4_3" 0 "d" 4266.3
"233" "EE2" "Dose4_3" 0 "e" 6292.2
"234" "EE2" "Dose4_3" 0 "f" 4676.15
"235" "EE2" "Dose4_4" 0 "a" 6733.45
"236" "EE2" "Dose4_4" 0 "b" 4654.8
"237" "EE2" "Dose4_4" 0 "c" 5801.55
"238" "EE2" "Dose4_4" 0 "d" 1557.35
"239" "EE2" "Dose4_4" 0 "e" 5940.1
"240" "EE2" "Dose4_4" 0 "f" 1307.4
"241" "EE2" "Dose4_5" 0 "a" 5020.4
"242" "EE2" "Dose4_5" 0 "b" 3537.7
"243" "EE2" "Dose4_5" 0 "c" 6228.4
"244" "EE2" "Dose4_5" 0 "d" 4493.5
"245" "EE2" "Dose4_5" 0 "e" 6082.1
"246" "EE2" "Dose4_5" 0 "f" 1893.25
"247" "EE2" "Dose4_6" 0 "a" 6378.85
"248" "EE2" "Dose4_6" 0 "b" 2723.75
"249" "EE2" "Dose4_6" 0 "c" 6674.45
"250" "EE2" "Dose4_6" 0 "d" 2587.35
"251" "EE2" "Dose4_6" 0 "e" 5623.1
"252" "EE2" "Dose4_6" 0 "f" 5796.6
"253" "EE2" "Dose4_7" 0 "a" 4428.25
"254" "EE2" "Dose4_7" 0 "b" 4904.05
"255" "EE2" "Dose4_7" 0 "c" 1312.85
"256" "EE2" "Dose4_7" 0 "d" 3488.1
"257" "EE2" "Dose4_7" 0 "e" 7147.8
"258" "EE2" "Dose4_7" 0 "f" 7101.25
"259" "EE2" "Dose4_8" 0 "a" 4400.2
"260" "EE2" "Dose4_8" 0 "b" 3588.85
"261" "EE2" "Dose4_8" 0 "c" 5205.55
"262" "EE2" "Dose4_8" 0 "d" 2760.55
"263" "EE2" "Dose4_8" 0 "e" 4705.6
"264" "EE2" "Dose4_8" 0 "f" 1965.15
"265" "EE2" "Dose4_9" 0 "a" 4630.5
"266" "EE2" "Dose4_9" 0 "b" 2739.55
"267" "EE2" "Dose4_9" 0 "c" 3977.05
"268" "EE2" "Dose4_9" 0 "d" 2132.35
"269" "EE2" "Dose4_9" 0 "e" 4264
"270" "EE2" "Dose4_9" 0 "f" 1327.1
"271" "EE2" "Dose5_1" 0 "a" 3402.95
"272" "EE2" "Dose5_1" 0 "b" 2984.7
"273" "EE2" "Dose5_1" 0 "c" 4953.95
"274" "EE2" "Dose5_1" 0 "d" 3372.05
"275" "EE2" "Dose5_1" 0 "e" 5894.15
"276" "EE2" "Dose5_1" 0 "f" 3432.65
"277" "EE2" "Dose5_2" 0 "a" 6812.6
"278" "EE2" "Dose5_2" 0 "b" 3765.55
"279" "EE2" "Dose5_2" 0 "c" 6974.15
"280" "EE2" "Dose5_2" 0 "d" 4196.3
"281" "EE2" "Dose5_2" 0 "e" 7261.15
"282" "EE2" "Dose5_2" 0 "f" 4185.75
"283" "EE2" "Dose5_3" 0 "a" 4583.6
"284" "EE2" "Dose5_3" 0 "b" 6601.2
"285" "EE2" "Dose5_3" 0 "c" 5134.7
"286" "EE2" "Dose5_3" 0 "d" 2376.65
"287" "EE2" "Dose5_3" 0 "e" 5439.85
"288" "EE2" "Dose5_3" 0 "f" 6236.2
"289" "EE2" "Dose5_4" 0 "a" 5800.75
"290" "EE2" "Dose5_4" 0 "b" 3201.65
"291" "EE2" "Dose5_4" 0 "c" 7089.95
"292" "EE2" "Dose5_4" 0 "d" 3951.7
"293" "EE2" "Dose5_4" 0 "e" 6522.35
"294" "EE2" "Dose5_4" 0 "f" 6434.1
"295" "EE2" "Dose5_5" 0 "a" 5706.35
"296" "EE2" "Dose5_5" 0 "b" 2791.8
"297" "EE2" "Dose5_5" 0 "c" 6435.65
"298" "EE2" "Dose5_5" 0 "d" 5249.65
"299" "EE2" "Dose5_5" 0 "e" 7276.75
"300" "EE2" "Dose5_5" 0 "f" 4242.7
"301" "EE2" "Dose5_6" 0 "a" 4565.05
"302" "EE2" "Dose5_6" 0 "b" 5046.35
"303" "EE2" "Dose5_6" 0 "c" 5474.4
"304" "EE2" "Dose5_6" 0 "d" 1691.7
"305" "EE2" "Dose5_6" 0 "e" 4945.55
"306" "EE2" "Dose5_6" 0 "f" 1615.3
"307" "EE2" "Dose5_7" 0 "a" 5370.7
"308" "EE2" "Dose5_7" 0 "b" 4045
"309" "EE2" "Dose5_7" 0 "c" 6580.8
"310" "EE2" "Dose5_7" 0 "d" 4336.4
"311" "EE2" "Dose5_7" 0 "e" 6132.5
"312" "EE2" "Dose5_7" 0 "f" 2104.8
"313" "EE2" "Dose5_8" 0 "a" 4890.15
"314" "EE2" "Dose5_8" 0 "b" 3321.25
"315" "EE2" "Dose5_8" 0 "c" 5918.65
"316" "EE2" "Dose5_8" 0 "d" 1384.1
"317" "EE2" "Dose5_8" 0 "e" 5444.1
"318" "EE2" "Dose5_8" 0 "f" 5352.35
"319" "EE2" "Dose5_9" 0 "a" 4657.85
"320" "EE2" "Dose5_9" 0 "b" 3572.05
"321" "EE2" "Dose5_9" 0 "c" 5500.3
"322" "EE2" "Dose5_9" 0 "d" 3264.4
"323" "EE2" "Dose5_9" 0 "e" 5945.6
"324" "EE2" "Dose5_9" 0 "f" 3673.5
