	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
571904	5.7239758249	6.4163414909	6.1823387599	6.3683163939	5.7290655899	6.3310686989	5.8665710559	6.6130133929	6.5079612619	6.4248401339	6.3170290459	6.3478852299	6.2190004379	6.8445252819	6.5372599969	6.1396254419	6.2947535589	6.3762737179
559454	5.5133367789	5.8866596769	6.0899414399	6.0589215099	5.8176922139	5.3539787719	5.5691945879	5.1477436629	5.5646875139	5.3643564429	4.6893673849	5.6260568329	5.4659932159	5.0770577879	5.4296511339	5.6401652499	5.7215835379	5.3313859249
335098	9.7833004879	9.8714790649	10.1020727789	10.0025754719	10.0624383999	9.7492848009	9.9172559069	9.7522267349	9.7990117959	9.9976171189	9.7191933009	9.7246688229	9.9422868929	9.7699820799	9.8093951059	9.9670995629	9.7914168639	9.7620654719
406656	10.6577821079	10.7260644899	10.7125285369	10.7410579409	10.4820216309	10.8282771749	10.5339282569	10.9066385489	11.0118496999	10.5472374549	10.6580755419	10.7103561469	10.5562465039	10.8008728179	10.8592436029	10.5066074519	10.9594507749	10.7956332279
550323	7.2973195589	7.1145282319	7.3463160189	7.4388520909	6.9960230329	6.8804668519	6.9803931499	6.8524340939	7.0860982529	7.1249552879	7.0266677469	6.8956380009	7.0640496629	6.7985130109	7.1016584589	6.7339256849	6.8753192319	6.8695512469
140622	9.1175559889	8.9263057939	9.2045171619	8.9367515259	8.8549823119	8.7676859289	8.7825434909	8.3712503599	8.3845846839	8.5687145709	8.4316282889	8.9192235309	8.8417378209	8.5860096809	8.5607148979	8.5997662979	8.4330687179	8.3079633619
406206	4.8099852889	5.7308497159	5.6466185409	5.4963547179	5.4473271319	5.4706317549	4.8848823709	5.4687706179	5.6854376889	5.0714887279	4.9403418999	5.0597951789	5.0649087909	5.3565153969	5.2144300799	5.0545897449	5.4084369749	5.4415402969
334613	12.1647086409	12.3952941149	11.8198876609	11.8405071219	11.4211194459	11.1891006139	11.0993045039	11.3308113549	11.2139398399	11.3153409189	11.6081321479	11.3452256869	11.4434005149	11.4852257939	11.2070260699	11.2323263079	11.5756711789	11.0389119549
100005630	8.0427038719	8.6008384959	8.9435804059	9.2251411199	8.3483902609	6.7557312409	8.3807211829	6.2718327429	6.5172880669	7.8565831239	6.6924307059	6.5794699139	8.2488580699	6.4373746159	7.2599627699	7.6070151139	6.5182672619	7.1020243629
100149472	6.8921749109	7.0718660089	6.9150244529	6.7134036109	6.9653127309	7.2504455329	7.2461448759	7.2260933589	7.0735082879	7.2011327669	6.8941976069	7.0909984799	6.9360686289	6.9394528329	7.1496517829	7.3070035599	7.1203735359	7.3927297359
564067	6.1524279349	5.8866596769	5.3068279929	5.3059513789	5.0968802729	5.7879022639	5.0829187269	5.2179184849	5.9002854169	4.9157845339	5.6989942289	5.6439587619	5.0374500769	5.3565153969	5.7998936619	4.4541797929	5.5734899479	5.6019671079
334868	10.0383020309	10.1071489989	9.9978629819	9.9430563439	9.9215681749	10.1980275639	9.9635315129	10.1921281369	10.2010418039	9.9249380989	10.2218675529	10.1613374869	9.8808478079	10.0966426839	10.2231136459	9.9477852649	10.1914178619	10.1786899559
564232	8.1460499749	8.4311994559	8.3768910689	8.4631220729	7.9421691969	7.8403945489	7.9059535159	8.0698261469	8.0181386039	7.9678133159	7.9592212729	7.6203284349	7.9543827719	7.7260330239	7.6079641139	7.8510989079	8.0434742709	7.7503951029
553670	6.7242050819	6.7587779389	7.0189124809	7.0622279079	6.7747915579	6.5233988669	6.9490114439	6.9030125159	7.0479938779	6.9673098259	6.4711342809	6.4932215809	6.7624605809	6.8520533179	6.7656169369	6.6973850829	6.8753192319	6.7114188999
100005086	5.8919708519	5.9508507249	5.5574196169	5.6645337329	5.5748616769	5.0383390629	5.3750661679	5.0989893749	5.0515262529	4.4547864009	4.8614372429	4.8288862829	5.2195149239	5.0770577879	5.2399915489	4.9341355549	4.7255344419	4.9980631249
100007677	5.7935383369	5.7669573809	6.1368796709	5.8751625289	5.2575914719	5.9706862429	5.7548639889	6.0070111039	6.1841211779	5.8846552349	5.2501084419	5.4941084609	5.6585298869	5.9684411529	5.5158828559	5.6401652499	6.0174651129	5.5635016579
450014	8.1559887999	8.2097044439	8.2756589799	8.4565883579	8.8549823119	8.6632891569	8.6345644609	9.0097907349	8.9157396629	8.9237868859	8.8185894169	8.5973367059	8.5526906599	8.8266206699	8.9261325189	8.8323978649	8.9308895779	8.7091061749
114402	6.4177238329	6.5045297209	6.1823387599	6.5264102389	6.4370977109	6.1446482999	6.3428648929	6.1927227059	6.1957856799	6.2270248349	6.0408565509	6.2460774079	6.3250056089	6.3967736309	5.9622716819	6.0410002989	6.1159362999	6.1868223279
393131	9.6664845029	9.5934237499	9.6630890879	9.8122698369	10.0786697289	9.9898124389	9.9413768099	10.0542750389	10.2409966839	10.0815417969	9.7941321899	9.7904398809	10.0206282409	10.0160034349	10.1132957249	9.9709315869	10.0223970599	10.0858995369
100007552	4.8756120309	5.0700226079	4.5275820169	5.1527080799	5.2575914719	4.6667028649	5.2773798899	5.3064715829	3.5745420049	5.6076868779	5.0862770309	5.1873476529	4.8290450029	5.4782597819	4.2636556569	5.0254058599	4.1599819759	4.5243221389
100148061	9.6336672429	10.0831836339	9.9775913299	10.2709046359	10.0551654409	10.3573975259	10.2011688229	10.7177314549	10.6167694569	10.2909366029	10.2540789389	10.2206944249	10.1416205239	10.4546913589	10.3078907679	10.1790479649	10.5390508309	10.3733202419
101882918	8.0744923639	7.9080601129	7.8982475999	7.6075860149	7.8899817289	7.7354917699	7.6054159439	7.4515733689	7.5756679309	7.8436777519	8.0554130039	7.7582060119	7.6803255119	7.4810292989	7.4635440839	7.8385695009	7.6171882919	7.5035509889
555184	4.7055838259	5.2337848279	4.7849987659	5.5464391589	4.9477622769	5.3335855059	5.5015861139	5.5252154599	5.6002310289	5.3643564429	5.1540579709	5.1376715749	5.7794842279	5.5905252589	5.3379357279	4.7678817329	5.3690451429	5.2610160079
767710	8.1427217599	7.9828860809	8.0200971429	7.6766782879	7.6358456469	7.5710187919	7.8148848179	7.7409141159	7.6239549359	7.7818775509	7.5002227139	7.5743919939	7.8036198459	7.7219302999	7.5478309449	7.8552513119	7.8424281489	7.4465644809
407723	5.0562814029	4.6733170579	4.6185873619	4.9443471099	5.3790667349	4.8211661059	4.8848823709	5.1949040709	5.0769788159	5.0416632999	5.1540579709	5.3268699409	4.4668601749	4.6286021419	5.1073992169	5.4335257829	5.3888755009	5.3540999359
570283	7.0497372949	6.7497843869	7.2781604829	6.8886578059	6.9884065259	6.8663396279	6.8907445909	7.0123661749	7.4449263369	7.0369914699	6.7700869399	6.8189174799	6.8907546289	6.7429089169	6.9550224919	6.7066073649	6.8893089099	6.7968018189
570298	6.6789685279	6.6946129229	6.5947028089	6.4495277689	6.7298209869	6.3310686989	6.5156079499	6.6216684859	6.4796135149	6.5144265159	6.3170290459	6.5607442759	6.4961387609	6.4572545149	6.7118261979	6.6973850829	6.4156758179	6.3311918019
57934	14.4698896989	14.1473661189	14.3761208489	14.2194174889	14.3793962389	14.2394362289	14.2121330289	13.8221955359	14.0535504689	14.1256842789	14.0102375809	14.2773762989	14.1210929789	13.9387786169	14.0221338039	14.1200353389	13.9527126339	14.1083973789
570314	8.2793240559	8.5158609199	8.5716868429	8.8040791879	8.3061252629	8.4406396209	8.3450015109	8.3966869449	8.7614195459	8.3908839209	8.1161529339	8.3306638549	8.2755456379	8.1337354909	8.4637022089	8.2067807609	8.4938470689	8.5085787579
570453	6.6881300239	6.3818297119	6.0414245629	6.8190527739	6.5344552419	6.2132277199	6.1794103859	6.0070111039	5.9144736679	5.9977098369	5.9097436069	6.3369216029	6.2788509759	6.2102090999	6.7026628069	6.3891225329	6.1742335329	6.6299999609
570493	8.8086965399	9.1783506019	8.9869263089	9.1642933649	9.1714900739	9.3881560139	9.4480735439	9.7393603599	9.6005076239	9.5129175499	9.2095528079	9.2741822319	9.3513164579	9.4853559319	9.3466014679	9.3417359829	9.4774410759	9.3830283669
100006675	8.8843789009	8.7925721199	9.0495969909	9.0517562619	8.1913926459	8.4759585719	8.5302827599	8.4965271819	8.7236444229	8.4317006079	8.3652580269	8.3848977399	8.4287111039	8.4561925969	8.0193875509	8.2827402249	8.5344729669	8.2333529189
567378	6.4611248279	6.3224095389	6.2408050299	5.8751625289	6.2586387429	5.9168706229	5.7255314109	5.9668175039	6.0362544659	6.4363474149	6.2871514559	5.9185413249	5.9946554809	5.8828328759	5.6929013799	5.9814601959	5.6899625939	5.7802669259
558923	5.4715009969	5.0110264389	5.6892316589	5.2465927379	5.4473271319	5.5256017929	5.3172515809	4.9419855869	5.2878525359	5.3882533379	5.0151539289	4.7972399109	5.1183064069	5.3565153969	5.5571398839	5.7690031969	5.2439734099	5.3984824749
567084	4.7412303909	3.5917124449	4.7849987659	4.7442980749	5.1524637679	4.6667028649	5.1941702069	4.5650315529	4.4943253699	5.4576570459	5.0511537209	4.5154615279	5.0918546319	5.3565153969	5.2651079969	5.3652858349	5.1070206729	4.5243221389
280649	8.1427217599	7.6713925319	8.4154753039	8.0767169069	8.4627416739	8.1715115989	8.0869596629	7.5133403979	7.7479801019	8.0599626559	7.6008096779	8.2423527459	8.0119482569	7.7783331379	7.9513841919	8.0598011339	7.8206923829	7.5729683429
567021	6.5136020729	6.4388990559	6.8601333719	6.5388348859	5.8516725949	5.8028147639	5.8117984289	5.9393858639	5.9562199439	5.7981088049	5.5307054539	5.8430613259	5.5066111109	5.3565153969	5.2651079969	5.6781649369	5.8124891829	5.5635016579
554366	6.4823453299	6.0712518039	6.5258349019	6.4229620349	6.5344552419	6.2679876589	6.4453777699	6.2607934509	6.0362544659	6.3537996499	6.0762283899	6.7378867859	6.1818608629	6.2218773589	6.3026886759	6.5918472679	6.3863821029	6.2242915319
100007047	5.6320231679	5.4267043199	5.9034542439	5.1527080799	5.0968802729	3.1295167179	3.8947060099	4.0012353389	3.0655698949	4.6253498169	3.9240163499	4.0621892789	3.5091383289	3.8595693719	3.5738225919	4.3163973619	3.8524419319	3.1628190559
101885851	8.0174859659	8.2129802079	8.5773699269	8.7516705059	8.9482334129	8.4430213089	8.9264464529	8.5743825869	8.5908034299	9.1023444099	8.4885299219	8.4801529579	9.0398191219	8.3930883479	8.7007653629	9.2626591039	8.5890647439	8.6298815929
678514	8.0319501279	8.2769803829	8.0200971429	8.1913364169	7.6790696059	6.8734205319	7.6451214829	6.4955004049	6.9272424909	7.6790756999	6.9619525909	6.9178805339	7.7110650959	6.8891153139	7.6226137799	7.2130597299	6.5712962749	7.1867150399
566684	5.3840040149	5.6749350739	5.5802416839	5.8554307089	5.4473271319	4.9606793629	5.8530716129	5.8684341769	5.5646875139	5.8333528099	5.7436790709	5.3268699409	5.5845692459	5.6607916789	5.1349105059	5.6781649369	5.4841337349	5.4415402969
556298	5.3381816019	5.0408260689	5.3068279929	5.2765773209	5.0682642759	5.1591475849	5.4665554039	4.8269412019	4.9992330479	5.2385474079	5.0511537209	5.1376715749	5.3591447199	4.9978318489	4.7284017239	4.8699143249	5.0333388719	5.1355221829
100332784	8.4179364399	8.5078816109	8.5516178799	8.6636431919	8.3334373579	7.9143508859	8.3498155409	8.0855526269	7.7909109599	8.4114366079	8.0195206699	7.8764969119	8.2063372229	8.3270971259	7.9552474339	8.0883042219	8.1919533849	8.0084144619
100144401	6.7766806889	7.0353243869	7.2781604829	7.0622279079	6.4370977109	6.9490995419	6.8907445909	7.0189332069	6.9686261399	6.6784606269	6.9040738979	6.7041557169	6.6491076479	6.9394528329	6.7831105449	6.4230868269	6.8252586169	6.6667545409
100415799	7.3032940959	6.8791332039	6.9851075869	6.8292043269	6.7389279429	6.5143675929	6.3809904079	6.4081481689	5.9144736679	6.5252435589	6.7373161659	6.4327180589	6.4237521219	6.3549968649	6.6748181579	6.2821512229	6.4538312069	6.5730504309
791210	9.0640191179	8.6548309949	9.0331491949	8.5393021969	8.6139427379	7.8331492669	8.2032414169	7.1974320209	7.3119040919	8.0412442299	8.0285778139	7.5975430379	8.3885251559	7.7342036369	7.7614674709	7.9669163269	7.4667035459	7.7546695439
100415792	7.9881151899	8.3140605729	7.9296883049	8.4793280649	7.9421691969	7.0017477109	7.8008905789	6.4573285919	6.6921801229	7.5473112379	7.0535381599	6.7626774139	7.5552150559	6.8293503289	7.3448724789	7.3952022589	6.8540770239	6.8852314239
100415791	7.1191195869	6.5257594899	7.0105352269	6.8292043269	6.3916251369	5.3740877829	5.9702468409	4.9962409599	5.4130506049	5.9178705769	5.0862770309	5.3705318789	6.0368663749	5.1025282429	4.9613760749	5.1657573029	5.0333388719	5.2367753709
368229	6.4928396679	5.6938151019	6.8601333719	6.1263365999	6.2837477739	5.8609695219	5.6018466709	5.6823980019	5.4908603999	5.9341958109	5.6052450299	5.7958020189	5.2910184039	6.0880221979	5.8670534019	5.5610246209	5.7058596979	5.6019671079
559197	6.7594000349	6.9671224089	6.7736704029	6.9457578709	7.2717666799	7.3754120549	7.6951570709	7.6507644649	7.3011450149	7.6397993059	7.3565708799	7.0844582989	7.4653426539	7.2668216619	7.5478309449	7.6168315299	7.4573430529	7.4570944969
559126	7.2109692059	6.9277912439	7.0762295249	6.9642998219	5.9332787459	6.5143675929	6.1130024729	5.9803401749	6.5898082269	6.2002760489	6.1107536989	5.7134244799	5.9363816299	5.8228015659	5.8505542859	6.1259422479	6.2947535589	5.7969423979
394023	7.4824808629	8.1356891749	7.7551554169	8.8986970599	7.7662771119	5.5957814639	6.4272727259	6.3468293709	6.5630385349	7.7173110989	6.5736987759	6.0179889099	6.8984064929	6.1381454519	6.8427198499	6.3425560329	5.9523228439	5.8297260159
558046	8.0138471529	8.3382616009	8.1630093359	8.4631220729	7.8610787469	8.1512627069	8.1351606289	8.2283960969	8.2733868569	8.1289568439	7.9159483089	7.8878095679	8.2696575849	8.0079640849	7.8921586989	8.0307235459	8.1663302569	7.8049987379
337315	11.5756355739	11.3641258349	11.1549489909	11.1673730349	11.0719660889	10.3434414479	10.7382009479	10.4440808239	10.1636657739	10.6994479599	11.0420353219	10.7282971319	10.9118744879	10.6637651899	10.4288228869	10.6042086609	10.5724917869	10.3035568079
378986	12.0492480759	11.7845019819	11.5879609449	11.6071272409	11.5019124449	10.8025407099	11.1635999599	11.0202353729	10.7122434039	11.1289075419	11.5400929959	11.2483520339	11.3138531449	11.1310292609	10.9054025549	11.0184847559	11.2337510389	10.7805155099
553501	7.7507939929	7.3996781399	7.8845603909	7.6367776199	7.3150351979	7.1722148239	7.5479257839	6.8302027659	6.9754094579	7.0520296239	6.7808471739	7.0778883339	7.2489840739	7.1186580969	6.9627192769	7.2513744129	7.1262922209	6.4831754819
556575	7.8883077459	7.4834446109	7.2066248109	7.1699935569	7.8358353719	8.2552108149	8.0038819669	8.4559650499	8.3274081599	8.0747644769	8.5080887769	8.4950239389	7.9172018869	8.5540571889	8.8093328909	8.4292027399	8.4915561779	8.7883813099
393865	7.0568276169	7.3588578869	7.2212185279	7.2015953969	7.2842620959	7.4811707399	7.4526842349	7.7006338969	7.5845684519	7.3484921439	7.4060612539	7.2917044449	7.2309156769	7.6802482829	7.4689587649	7.4008948009	7.6545279569	7.4359570419
192122	7.1326044379	6.8955355719	7.2711644379	7.0273819359	7.1877967869	7.1664611789	7.2666546919	7.2146970609	7.0985792989	6.9830880889	6.9333034749	6.9542059399	7.0296230849	6.9743623829	6.6559519419	7.1263798419	6.8753192319	7.0952990309
447924	7.5841303439	7.6522148009	7.6936930059	8.1433243379	7.5348875339	7.2006438069	7.6989350319	7.3819576179	7.2957352379	7.5683826179	7.5002227139	6.9542059399	7.6214396099	7.6416762219	7.0663729239	7.3952022589	7.5917472379	7.3253587479
100334711	7.1123295989	6.9277912439	6.2408050299	6.6460891179	6.7923944909	7.3090683569	6.7738195199	7.8031109029	7.6996418199	7.0816436899	7.3127559219	7.1548195849	7.0085657839	7.1916773669	7.6274641299	7.2639231399	7.6255699129	7.1930283449
83773	10.1327555619	10.4770526739	10.2093599259	10.1845827689	9.9678118129	10.0011707369	10.0548057569	10.5701611889	10.2743845029	10.2169724279	10.3610232959	9.9811888079	10.2577149659	10.3680836669	9.9033751769	10.1319061259	10.3846580159	10.1194322689
327226	7.3674311049	6.8029234709	7.1992722179	6.9079433589	7.5862495269	7.4765280369	7.2968828639	6.8151892509	7.1771758429	7.1738949839	6.7373161659	7.3364271849	7.2727285619	7.0016942979	7.0005990559	7.1263798419	7.1203735359	6.9831979019
792608	5.7060481849	4.6347553979	5.6027083429	5.5708440969	5.8683672909	5.5256017929	5.2363748719	4.9140730659	4.9723580299	5.0416632999	4.9014289409	5.7958020189	5.3591447199	5.5166605109	5.1073992169	5.4335257829	5.2655862559	5.2610160079
678547	6.9768489369	7.4337705579	7.2570697429	7.3142949959	7.5085041439	7.4196180049	7.5225680919	7.0767288909	7.3437081159	7.4139795049	6.9524659579	7.3142391059	7.3190763599	7.4316413599	7.4743531989	7.4401258119	6.9439492729	7.0473228679
797363	6.1391279579	6.6176072369	6.4032041019	6.5633677079	7.1127167239	6.7860657909	7.0589277069	6.8450616499	6.8628523419	7.1531237749	6.8231030839	6.5225476799	6.8597347559	7.0548521069	6.7118261979	7.2065738399	6.8753192319	6.9976962359
799225	8.3093204009	8.8143026499	8.6600343339	8.8321125529	8.9831429069	9.0838087859	9.2575708889	9.5219611619	9.2411255889	9.4518638889	9.2908444899	9.1228319189	9.3245871889	9.3877330769	9.3213799649	9.4514034589	9.3780090049	9.2256490759
560761	9.2158507849	9.3899503199	9.4627339659	9.4637472779	9.0866437089	9.0761572019	9.1388207919	9.3774116069	9.3508341839	8.9779414599	9.0607710479	8.9909169929	8.9905541069	9.1519289029	9.0194951189	8.9974146809	9.3804873249	9.1351052429
494048	8.4746285879	8.4998579239	8.5487279589	8.4167522069	8.1947060089	8.1454247229	8.0724709129	8.1527822899	8.1854393949	8.2866669529	7.8962912309	7.7416748989	7.8076890269	8.1213289599	7.8677705349	8.0561983249	8.2003942859	7.8416259079
751686	10.4587085409	10.5840206739	10.4050080819	10.5105347269	10.4955179959	11.0808544919	10.5339282569	11.4908353619	11.4003341399	10.8793618189	11.1886290519	11.0060195039	10.6950663259	11.3203276669	11.2098585009	10.7662348949	11.3681281849	11.1586622389
402802	7.7896162289	7.6808866389	7.7144727779	7.8210059289	7.3863181409	7.3090683569	7.4072228599	6.8000178529	6.6073826549	6.9909129779	6.5860214499	6.9966225239	7.2549569329	6.9812440589	6.9855662829	6.8796582989	7.1203735359	6.6667545409
393443	5.6695104049	5.9191121849	5.8667966809	5.7736886119	5.4693812719	5.8466491209	5.9193400489	5.7471124619	5.9002854169	6.0284481559	5.4249219349	5.9185413249	5.7794842279	6.0492528079	5.4948032989	6.0555091529	5.9655887349	5.6394335609
406207	10.2944580849	10.3459323649	10.2946296109	10.4443820689	9.9860932959	8.9661989289	9.9131962549	8.6354869999	8.7515742229	9.6365368119	9.3058224369	8.9447234879	9.5195303279	8.7257392979	9.3213799649	9.3579224619	9.1354786829	9.1643166069
100331208	7.1657752279	7.3350027569	7.1619364429	7.6934464419	7.3688248709	6.3915067169	6.9234051359	6.5509287339	6.5172880669	7.3177132239	7.1228380479	6.6869897519	6.9943548719	6.5801971849	6.8593082919	6.7248769329	6.3361973889	6.0954133369
100000104	5.9841142999	5.7308497159	5.4623401239	6.1588984739	5.9801148209	4.9064820429	5.4123609229	5.1477436629	5.4130506049	5.6279006559	5.6292596139	5.0328733399	5.6220234689	4.9978318489	5.1073992169	5.4986832149	5.4655786289	4.8137052509
322780	8.7746979189	8.6668252389	8.8966205359	8.6057674849	8.6768978169	8.5058841589	8.6167010269	8.3109860789	8.3167645129	8.3819851979	8.3400150899	8.5624642699	8.6868749169	8.3243936429	8.1831728989	8.5442650059	8.4089932679	8.1384080489
561057	7.1326044379	7.1215175419	7.1543519249	7.5162905309	7.5504890369	7.6181495969	7.4210123189	7.4021929589	7.8024010079	7.4821851139	7.3127559219	7.5508633759	7.4075308699	7.6109461119	7.5478309449	7.5569054229	7.3949730769	7.2241869939
393870	8.6181422969	8.5806928379	8.4343872269	8.5909283639	8.5219742219	8.0517779859	8.4740699659	7.5364101379	7.8803667379	8.3366491509	7.7174181969	7.9358312149	8.3912393259	7.5795471629	8.4691162979	8.1162550709	7.8673794589	8.1739508149
568973	6.1916076589	6.6662152759	6.8413622199	6.6913125959	6.6058816189	6.3207448769	6.5907342139	6.3572318729	6.7085575139	6.8773029109	6.2566420049	6.4429798339	6.7624605809	6.4768641949	6.4079206319	6.4671634319	6.4253096849	6.1612910669
100002184	8.1658596229	7.5367033589	8.1892261529	8.0378530719	8.4038385189	7.9682588439	8.1098431979	7.9682985099	7.9160626469	8.0894159739	7.6948383319	8.0341335459	8.0536634139	7.8775676129	7.7166515599	8.0741230679	7.8849412649	7.8049987379
568926	8.6229275629	9.0002150799	9.0455025879	9.1501909829	8.5429243039	8.9875666159	8.6963453779	9.0805577489	9.2509429009	8.6500328599	8.5929633959	8.8301622069	8.6305601869	8.9718939789	8.7235953989	8.5898326739	9.0755607819	8.6228840579
100002802	8.3240878899	8.7344915019	8.6839374349	8.9178497609	8.2046006829	8.2953072009	8.3353249889	8.6161271009	8.6869213889	8.4685948899	8.0686457089	8.2036475169	8.2094163389	8.5447963989	8.0772561959	8.2035273159	8.5455578339	8.2546357169
566876	6.9157650399	6.8287766099	6.8030709309	6.6460891179	6.5958918159	6.1678722149	6.4181342809	6.6557787759	6.5720170699	6.2002760489	6.4307113959	6.4531691319	6.3806969299	5.9262719119	5.8670534019	5.8208816939	6.4156758179	5.8617811849
553756	8.6699270129	8.8837760969	9.0698964969	9.0055061679	8.7096921529	8.9411441119	8.8822724319	9.0031818599	9.1689890229	8.8000892889	8.6931955209	8.7641728669	8.9283784349	8.9907722239	8.7258586569	8.7545049169	9.0178298639	8.7266196879
553528	5.7935383369	5.4039537559	5.9214395529	5.9699657629	5.9801148209	5.3539787719	5.7836120479	5.8538152909	5.5825687289	5.8677563209	5.2187968059	5.9331747539	5.8600647609	5.6946818409	5.9926639839	5.9193566989	5.7828192269	5.9686771889
58148	9.2015267579	10.0515128599	10.1245661989	10.4874843869	9.5181213099	8.1570771629	9.6022780519	7.4515733689	8.0279599499	9.2836870369	8.1330476399	7.4778836659	9.6533029349	7.6241963899	8.4905717319	8.6768650239	8.0054441129	8.2874584129
386772	8.2362529699	8.0757760159	8.4186445569	8.2108792709	8.1880716559	8.3496334299	8.3641619959	8.0443016669	8.2511989269	8.1639862289	8.0285778139	8.2452875009	7.8477617789	8.0673774999	7.9820042939	8.0953428649	7.9892974939	7.9160248729
100148296	5.9841142999	5.8194789849	6.2969939049	6.2523938979	5.8347824459	5.9030970989	6.2220427009	5.9803401749	5.9833944459	5.6868962839	5.8900012239	5.9331747539	6.2067265059	5.7918224339	6.1220221409	6.0981802609	6.4253096849	6.2608121809
100330143	4.8756120309	5.2844866069	5.6248304929	4.9812313209	5.2827185789	5.1821411069	5.0358994109	5.0485296889	4.7048853089	4.9482987889	4.8614372429	4.7317852539	5.3140864769	4.8849389369	5.1349105059	4.9023822589	4.7563934339	4.7118663049
568198	9.1951145859	9.5172992679	9.7194302219	9.6092822829	9.2452453409	9.4651664789	9.5095970089	9.7413472859	9.7523809209	9.3821740749	9.3749182879	9.4511003629	9.4995453509	9.4780765829	9.3670460629	9.4040033999	9.6289517489	9.4971225739
564750	8.2173928849	8.4255629839	8.6384494729	8.7911544199	8.2814060209	7.6800339739	8.0955835799	7.7289476949	7.6325633589	8.0374712239	7.6776684469	7.4577823849	8.1720259819	7.6065021699	7.6371161819	7.8961309669	7.8744298549	7.5826179659
567965	7.9656879319	8.1425769589	8.1929328219	8.0767169069	7.4761936849	7.2449961479	7.2409715379	7.3300915829	7.2683778189	7.7267136859	7.2050289839	6.8030713499	7.3804669019	7.2268462959	6.7479086009	7.3547128559	7.4240946149	7.0048911289
559630	5.0843097869	5.6749350739	6.0081491559	5.4963547179	5.2320189639	5.4706317549	5.3172515809	5.8684341769	5.8568637349	5.0714887279	5.9097436069	5.5521414189	5.7794842279	6.0880221979	5.6929013799	5.7151893689	5.7977304759	5.4625966999
559198	8.4041034839	8.6108068059	8.7954142699	8.8015034809	8.5990160459	8.5985314479	8.5843871869	8.9249206109	8.9139752929	8.5476480739	8.6111650369	8.5387387039	8.4755017649	8.6862760049	8.5657775089	8.5672287399	8.8383721749	8.5945494979
404275	4.9985361739	5.0700226079	5.8291833439	5.5948430529	5.9011880589	5.5075101729	5.7693096239	5.5971960969	5.9424383039	5.9341958109	5.1205655269	5.6439587619	6.1177545249	5.8228015659	5.5158828559	6.1531800769	5.7215835379	5.5038093779
793783	5.5539935039	5.3091845879	6.2118680479	5.9138345499	5.9490603199	6.2463324599	5.7836120479	5.7471124619	6.6160902339	6.2270248349	5.4787830299	5.7134244799	5.6764424259	5.5354842579	5.9468320139	5.4111358679	5.9917600819	5.9085668179
571008	6.9079444439	7.0500522869	7.3857155119	7.5162905309	6.8354844819	6.8592237979	6.7594191979	7.1799578619	7.2683778189	6.9106860109	6.7700869399	6.9178805339	6.7874008849	6.7985130109	6.9079590049	6.8632579279	6.8179631619	6.7801247119
558851	9.5879008089	9.2597962449	9.5476916199	9.3833550189	9.1305558099	8.7846869009	8.9183674689	8.2921336679	8.4735182029	8.8155934039	8.8470266299	8.7497784899	8.9000724469	8.6282719889	8.9707090469	8.8759660499	8.6416658579	8.7946220969
30667	5.1652687499	5.1267007269	5.4623401239	5.4178089039	5.2575914719	5.0129141689	5.1941702069	5.0739801299	4.7048853089	5.3882533379	4.0715301639	4.3937792929	4.7296056519	4.7624562789	4.4504209979	4.2166425089	4.7563934339	4.2125420799
560697	5.3612747249	5.4928795109	6.0248827929	6.0415637519	5.0682642759	4.8501689669	5.1941702069	5.2848376479	5.2878525359	5.4117608439	5.0511537209	4.8288862829	5.0918546319	5.2465733689	4.6542903079	5.0545897449	5.2868800959	4.9980631249
560911	7.0986529939	6.8625422059	7.1694812959	6.6688780489	6.7659088879	6.4589594759	6.5410871969	5.8972349149	6.0232199229	6.3537996499	6.4031195419	6.3802849039	6.1692654579	6.3336458909	6.2533363669	6.1396254419	6.4725370389	6.2727831379
117603	9.0762829209	9.0614643389	8.7305873649	8.4921630489	8.8819525649	8.2953072009	8.9344804459	8.7524118799	8.2057723409	9.1693869399	8.8264007759	8.6336277089	8.8634020279	8.6946742469	8.4985359649	9.2214335569	8.6333774969	8.5993107389
561193	8.5743452779	8.5211560469	8.7254779079	8.4100045789	8.3274125299	8.1570771629	7.9636213949	7.6078479479	7.8474673939	8.0146235929	8.0904340189	7.9752525599	8.0639064249	7.8885906079	7.6983279859	7.8427580719	7.8279740849	7.7288308469
405822	8.4746285879	8.2324801209	8.5516178799	8.3548563879	8.3213624369	8.0138305159	7.9854396699	7.9269959769	7.9815439269	7.9276100049	8.1161529339	8.1762300239	8.0467941139	8.0802546699	7.9240478959	8.0270472919	8.0805276289	7.5874186809
393728	5.1118040029	5.1542260799	5.6466185409	5.3347392809	5.0968802729	4.9064820429	5.2773798899	4.9962409599	5.4329000049	4.8825205709	5.1205655269	5.0328733399	5.6585298869	5.3351870509	5.0507509149	5.3652858349	5.3888755009	5.3083085739
