	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
559479	6.0566455689	5.8701555029	5.4867038709	6.1263365999	4.0658731659	5.2270571129	5.0596006129	5.1235724589	5.0515262529	5.5021380649	5.6761218459	4.6632192169	5.0374500769	4.8552792799	4.6157562459	4.8366988419	5.4084369749	4.8461143779
100334203	6.6604691319	6.6176072369	6.4780260189	6.7671950679	6.4031283529	6.4683432039	6.2008840129	6.4181192909	6.4796135149	6.5035277559	6.1936164959	6.1616074349	6.5260832579	6.1381454519	6.0801783919	6.3660271559	6.5885481309	6.0121714139
431739	8.6629739649	8.8034782989	8.6330024179	8.6721277229	8.4124019329	8.2333615149	8.5658874569	7.6507644649	7.6152948389	8.1674428389	7.7831117909	8.3111898549	8.4181038249	7.8211527639	7.9513841919	8.0047908419	7.6129791489	7.9045297519
449990	7.0848454939	6.8873576979	6.9936333599	7.0273819359	7.0035995399	6.8734205319	6.8640731269	6.4669666479	6.8989788289	6.6589477119	6.5487331009	6.3909250939	6.9871965759	6.6160104879	6.2151816369	6.7607363139	6.6055961239	6.5826995069
101883298	5.2908559159	5.2593584369	5.0033651399	5.5708440969	5.0968802729	4.7613503539	4.4553688509	4.8565737249	5.1507482879	5.0416632999	4.9014289409	4.8598533479	4.8290450029	4.9140010999	4.7640769939	5.0254058599	5.2868800959	5.4833501959
100148543	7.7853538779	7.9040123139	8.1363072739	8.0809711879	7.6013082019	7.5357481549	7.7903050899	7.6883272149	7.7754471459	7.6197527139	7.1479906859	7.3473945569	7.7789607489	7.3700536749	7.3270935199	7.2259446829	7.6002775349	7.3021840039
393871	8.2078695719	8.1630451789	8.1363072739	7.9979132569	7.8230460929	7.8258674159	7.9792394739	7.7878112769	7.8363320869	7.9478516979	7.6891377119	7.6822771119	7.6979711059	7.9175800359	7.7481682659	7.9280206379	7.8279740849	7.7331695609
567941	6.4066664629	5.4928795109	6.4658220809	5.8151385139	6.3446725289	6.2679876589	6.2220427009	5.6489186029	6.0232199229	6.1025452709	5.5559823179	6.2577507219	6.2788509759	6.0622920419	6.2658336189	6.2319376609	6.0797926369	6.0681962229
445096	5.9841142999	6.0272704559	5.9740881029	6.4495277689	6.4811807119	6.0478232389	6.3715530679	5.9668175039	5.8714833199	5.9341958109	5.9861175639	6.1491261989	6.3697293239	5.8828328759	5.9154479539	6.3066174689	5.7977304759	6.3311918019
554151	6.9618187129	6.9902165029	6.8223436099	7.0622279079	6.5027271659	6.1678722149	6.5410871969	6.0841872819	6.1723615959	6.3778705939	6.1774203139	6.2343088709	6.4758247999	5.6946818409	6.1759903599	6.3543393249	5.9917600819	6.0681962229
562772	6.2911654389	6.6076859659	6.4032041019	6.8088292839	6.8690531759	6.4013380689	6.5326440139	6.4378571399	6.6672600789	6.7722524439	6.5487331009	6.5417723849	6.5161706569	6.7985130109	6.8427198499	6.6214043889	6.4910034349	6.7461807659
567051	7.0354512489	7.3289768279	7.3194389309	7.2627952589	6.6058816189	7.0462896989	7.0292258679	7.2089649739	7.2628435279	7.0064365749	7.1228380479	6.9896391319	6.8199977959	6.9949097099	6.8510379129	6.9277696079	7.0721290559	7.0611939109
567300	9.4179718709	9.6537286379	9.4688619139	9.6136936749	9.3939023539	9.7161905509	9.5020485349	9.8812686449	9.9666850459	9.5142755429	9.6650454799	9.7109347009	9.5968117559	9.6934769439	9.8051202659	9.5314302539	9.8053179729	9.7417532709
793364	4.8756120309	4.7474795229	4.9691896019	4.9064951139	4.9159956989	4.7613503539	4.0447497199	5.3694924709	5.0769788159	4.4087973119	4.4406730229	5.3918771209	4.9809132349	4.8849389369	5.1349105059	4.5799430569	5.0828757919	5.0266226869
406598	7.4981924139	7.4054164509	7.2851227639	7.2401484509	7.0700550109	6.9220369949	7.0880303669	7.0057691139	7.0220201039	7.1320491379	7.1228380479	6.9755701119	7.0843180609	6.8817786919	6.8003945699	6.9119101079	7.0782485849	6.8457067329
100330160	8.9198096349	8.7881864579	8.8783211569	8.7911544199	8.6360471399	8.6427154659	8.6086901669	8.6074385999	8.8096628899	8.5894778729	8.5990561609	8.5194732599	8.5933298089	8.8661932649	8.3970969899	8.5997662979	8.7662920019	8.6087863379
100330238	5.9387780889	5.4267043199	5.6466185409	5.5216142689	5.5950629149	4.7613503539	4.4191833309	4.8856098349	4.9170577829	4.7036210509	4.7779661359	4.1649527879	4.7296056519	4.6286021419	4.0490657929	4.4973305359	4.2494718349	4.8461143779
100536590	5.5539935039	5.8365697089	5.5342307159	5.9327886489	5.2059849769	5.5075101729	5.7402722469	5.8390467539	5.8568637349	5.2646022249	5.3401613709	5.2115586429	5.4452472239	5.2235425909	4.9303102269	5.0545897449	5.2220318539	5.3313859249
393408	7.1191195869	7.2922829329	7.2711644379	7.2776980109	6.7114327749	6.9014016449	7.1165575459	6.7216712589	7.0154529309	7.0445301409	7.2209198539	6.9896391319	6.8119173559	6.8293503289	6.8919237009	6.7607363139	6.8540770239	6.9084367049
568430	7.3844392509	7.5981224419	7.4675599129	7.7744827379	7.3028046119	7.4671975659	7.4301326089	7.4946152599	7.7360465189	7.1531237749	7.2751987129	7.5172650279	7.2902839349	7.4614765359	7.2785831169	7.1332355859	7.3652515739	7.1740049369
664708	5.7239758249	5.6749350739	5.3339388469	5.3906470369	5.2320189639	5.1357816519	5.1725956629	4.9962409599	4.9723580299	5.1007100309	5.2501084419	5.4336429119	5.0649087909	5.1521585679	4.6918218529	5.3179306849	5.3078642089	5.1090582059
103910385	4.4278528039	4.3788545429	4.7849987659	4.9064951139	5.1524637679	5.4891887969	5.2974534729	4.8856098349	5.0515262529	5.0112082389	4.7779661359	5.3918771209	5.2437453239	4.7624562789	5.4948032989	5.1922604779	4.9556904769	4.8461143779
406737	9.6688002739	9.6046908039	9.4931166909	9.1742827589	9.1931872199	9.4053568299	9.2917454319	9.0600081689	8.9574498459	9.2563555389	9.3749182879	9.4624942189	9.0118740059	9.0832268179	9.0861948229	9.2358376389	9.0801419679	9.1945223309
566373	8.2046811129	8.2644054659	8.1892261529	8.2865063029	8.4124019329	8.6591978229	8.2477667969	8.7083987289	8.8563450529	8.5127450379	8.6760059549	8.4801529579	8.2843329039	8.7800244249	8.7964696259	8.3312452309	8.8092351369	8.4544246289
100331497	7.5841303439	7.4670758989	7.6074449859	7.8759027319	7.4206809179	7.2395261009	7.5479257839	7.6591966689	7.6496276229	7.3423886669	7.2521859419	7.7745498459	7.3528855119	7.6760130729	7.1224228259	7.3894871669	7.6171882919	7.5386771399
570908	7.0986529939	7.1145282319	7.1467273239	7.1129678599	6.7479777729	6.8231084689	6.7448736879	6.7923719029	6.8107055109	6.5252435589	6.9619525909	6.5512895159	6.5936275119	6.9180943059	6.5059959019	6.6017670769	6.8469262109	6.6847865529
792539	7.2547903319	7.2224865389	7.4177459359	6.9457578709	6.2459184269	6.3716407099	6.8161776399	6.3257966059	5.8120945009	6.6687371589	6.2254733899	6.3695656569	6.6216342559	6.1625688179	5.8505542859	6.6311237109	6.2628701999	5.5828625759
791169	9.0970670439	8.9849667769	9.1654332939	8.9106972619	8.7620009709	8.4642813979	8.6887659069	8.3840247119	8.3033485699	8.6962323779	8.5273860119	8.5458974319	8.6190285669	8.4312811339	8.3538511019	8.5235413469	8.2742190989	8.3108689939
550504	7.2547903319	7.2418592389	7.7196212899	7.6134717799	7.6695755759	7.4244471969	7.6490325899	7.3921107659	7.3489412839	7.4139795049	7.4936969499	7.3582791829	7.5209267809	7.3220737379	7.2785831169	7.7829816639	7.3246457659	7.4933558319
100330213	5.7764596219	6.0998450469	6.0899414399	5.8751625289	5.9490603199	6.2572006909	6.2532100299	6.0966579359	6.2415228609	5.8846552349	6.0762283899	5.8888215079	6.0778772739	5.8228015659	6.2533363669	5.9193566989	6.4059771859	6.0681962229
541328	9.8834078459	9.6882668909	9.7785954719	9.8846307869	10.1605879289	10.2162432559	10.2144267179	9.9601629859	9.9760164139	10.1434051489	10.0457076719	10.2102188649	10.1213296009	10.0646018299	10.3444366289	10.2828874369	9.9698782999	10.2117119059
555279	8.0211156239	7.7989402379	8.1324520269	8.0024060099	8.1578336339	7.7080293329	7.8458841939	7.7527820979	7.7479801019	7.7407036539	7.6485899169	7.8185635009	7.8198281559	7.8439841029	7.5981143679	8.0270472919	7.8460191509	7.7157358609
565038	6.5238722899	6.3818297119	6.7130084499	6.3401972579	6.2586387429	5.5075101729	5.8530716129	5.6489186029	5.1979123369	5.8158384279	5.2187968059	5.0328733399	5.4659932159	5.2465733689	5.0215701989	5.4335257829	5.4655786289	5.2848560679
393160	6.1916076589	6.0123069189	6.6922074229	6.6688780489	6.2459184269	6.2679876589	6.5326440139	6.2384581749	6.0491722979	6.3293202659	6.1444720529	6.1862505669	6.4448072669	6.7828435989	6.2658336189	6.2572628939	6.3463749589	6.2964311189
555714	5.7239758249	4.1789573199	5.2791979049	4.9812313209	5.5950629149	5.6950375459	5.3560509109	4.9962409599	5.1019901079	4.9800963859	5.2187968059	5.5521414189	5.4028382199	5.3982488429	5.0793530889	5.4555735209	5.3888755009	5.6759515979
559160	7.4929742189	7.3289768279	7.5793997019	7.3429185229	7.5811948359	7.5041627589	7.2305688729	7.1858061299	7.1171007189	7.2278658199	7.4060612539	7.6338289149	7.3913534889	7.4011761349	7.0375096479	7.5363638379	7.4096073239	7.6205836979
559029	10.7859834519	11.0706370439	11.1036901749	11.3082999449	10.9034995979	11.2331158439	11.0082274169	11.3238668629	11.4939518119	11.0222266589	11.0058043859	11.2098095869	11.0505356179	11.2479890149	11.1853981439	11.0671793229	11.2898698819	11.1436657659
558954	6.1656064209	6.0856192619	5.4623401239	5.9699657629	5.1249396909	5.6950375459	5.6494796329	5.1715165619	5.4130506049	5.4576570459	5.3972180629	5.4336429119	5.6220234689	5.5354842579	5.8169789639	5.6781649369	5.4467817649	5.5038093779
550447	7.2299129039	7.1284731549	7.2570697429	7.4651294659	7.6013082019	7.2558744119	7.4164304619	7.3248009309	7.3952047169	7.3666491569	7.1479906859	7.4977087179	7.5009612739	7.2441144029	7.4581090049	7.3837493449	7.1784953009	7.1153816969
503753	8.1724028509	8.1007481849	7.9948389539	7.9097798779	7.8144564839	8.4019879679	7.8594507419	8.3269515009	8.6105461539	8.0069265949	8.3900668719	8.2771818249	7.8278645319	8.3879187209	8.4168431759	7.8089039799	8.2821934379	8.3424505739
558690	6.9235434699	6.4049290509	7.0189124809	6.8592373039	6.8855490909	6.6107320199	6.7153351829	6.6302719639	6.5265549639	6.7992408429	6.4711342809	6.4932215809	6.7624605809	6.5057878289	6.7026628069	6.4993590789	6.6718422669	6.4091840959
