	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
405768	4.583641483	4.32532916	4.32901526	4.305167529	4.143101158	4.420516673	4.067832266	4.447923043	4.31834543	4.173302807	4.375687613	4.373261137	3.990588562	4.46306505	4.275302104	3.934338229	4.438895532	4.070359475
405769	3.248288472	3.363250189	3.225088019	3.472434706	3.259379697	3.198108011	3.24685451	3.431537308	3.581700045	3.155870393	3.38811233	3.197025889	3.294193961	3.339918294	3.19067487	3.22017648	3.399212216	3.300476349
405771	7.467891214	7.011494671	7.182318236	7.051134513	6.997598002	6.016924826	6.372143505	6.247074934	5.876518405	6.586575576	6.305339568	6.091480389	6.257897365	6.100777603	6.08754863	6.391162557	6.161586861	5.943560777
405772	6.979909932	6.173508895	6.791620195	6.598603071	6.32962958	6.096405106	5.659724922	5.461980312	5.510556348	6.431317036	5.603398055	6.189086476	5.77350564	5.865144059	6.047201731	5.412740795	5.258300784	5.9034449
405773	1.959231901	1.724134109	1.86035949	1.748806213	1.667149732	1.038441239	1.331168512	1.323907489	1.57534863	1.363370939	1.225226043	1.210487628	0.926909262	1.373366444	0.936493676	1.086361619	1.477570824	1.395289616
405776	3.425652537	3.480102213	3.260240365	3.207637421	3.349797162	3.663205836	3.436724698	3.80087796	4.066898158	3.479339701	4.008202754	3.777831062	3.435299328	3.826632557	3.964676443	3.469499447	3.983769466	4.008375098
405780	5.282991146	5.462970766	5.468234292	5.578496966	5.586685724	5.70795017	5.652083367	5.915525426	5.899486351	5.657073292	5.656047545	5.646231692	5.631808359	5.790091477	5.80989911	5.742970364	5.999100692	5.90249857
405781	4.679315913	4.188097809	3.098726322	3.045927064	3.246884281	4.599062507	3.765422691	4.371804546	4.782881416	3.654193301	4.740521647	4.699880878	3.888548149	4.484646768	4.605141711	3.968650123	4.722332441	4.564890093
405782	5.436483118	5.663384492	5.713695259	5.770658357	5.471922842	5.670481736	5.453181925	5.71049588	5.795008357	5.468887797	5.456116746	5.541001849	5.484690045	5.607610401	5.516762797	5.46174564	5.732614914	5.46968677
405783	4.95397847	4.774243317	5.008266796	4.669629783	4.497091823	4.082008481	4.42920752	3.999975116	3.919114397	4.440907726	4.120707689	4.286307456	4.316703039	4.087071141	4.20687704	4.359049955	4.037237505	4.063602378
405787	4.630267299	4.464098975	3.754146449	4.835176905	4.738226409	5.298436816	4.816444642	5.747827843	5.257810018	5.438931097	5.257568899	4.252609014	5.171792742	5.043871391	5.570538705	5.192482197	4.671612521	5.158928259
405791	6.156531825	5.999851814	6.091899715	5.919342009	5.888664753	5.801227165	5.853754101	6.11171325	5.977111358	5.811627145	5.928725002	6.02253656	5.907189314	5.986085866	5.720136992	5.631977496	5.948283622	5.638330962
405792	2.588273032	2.679073535	3.196336129	3.245383479	3.080811072	3.181380593	3.063147968	3.026444924	3.477532642	3.027147225	2.839274075	2.801893351	3.241946578	3.13074725	3.069787657	3.239040741	2.990970455	3.306212332
405793	3.963232791	4.217249724	4.309010674	4.548035167	4.278176022	4.259840922	4.449187567	4.529296809	4.605139951	4.268127851	4.32600522	4.229173715	4.319506882	4.215957251	4.320161761	4.393135222	4.522882225	4.455583567
405794	2.559121633	2.414016657	2.580985433	2.463598686	2.233756344	1.8782147	2.006571415	2.108553481	2.510880316	2.254196629	2.24709498	1.802597205	2.011983976	2.088419092	1.808981897	2.101059849	2.21633392	1.868257176
405797	2.568904361	2.511375962	2.378321703	2.538485309	2.695773778	2.730848842	2.605957892	2.167840307	2.591207835	2.352988195	2.350107283	2.387090508	2.520824045	2.643234357	2.592580434	2.66322107	2.563665732	2.548168032
405798	3.851451853	4.068774879	3.798818716	4.038995871	3.929066616	3.822721227	4.056299213	3.815782432	3.94990706	3.852956409	3.768893275	3.777831062	3.850282406	3.924629266	3.987105594	3.855035442	3.918218826	3.925088301
405799	3.827202558	3.716238222	4.17911363	4.212919611	3.877311236	3.833467745	3.751186794	3.687954088	3.727053728	3.663847571	3.664255313	3.847823829	3.642065825	3.819101704	3.934217961	3.572249049	3.918218826	3.609684762
405800	3.963232791	4.144921493	4.06446771	4.166454018	3.53076987	3.263143149	3.432270165	2.906255374	3.303011342	3.440551223	3.324477773	3.142369475	3.525483944	3.062225417	3.517822452	3.201062284	3.413555473	3.384209734
405801	5.448456043	5.434291132	5.440918795	5.353296199	5.242560705	5.206765184	5.271857778	5.167382226	5.190687571	5.239565705	5.044691271	5.166507153	5.289730977	5.222903357	5.211739435	5.237776705	5.156800986	5.015365547
405802	5.887153751	5.638456914	5.797444898	5.694927517	5.794141526	5.568035172	5.468490669	5.346126825	5.410789766	5.605405578	5.353582439	5.498114158	5.45567222	5.44954069	5.396238597	5.637912389	5.499257333	5.464566362
405803	4.251407432	4.283063948	4.431259898	4.340476132	4.41849088	4.183496513	4.433671504	4.304712912	4.407321696	4.156304652	4.248118477	4.314047654	4.366356927	4.28318309	4.197289753	4.477633259	4.376809186	4.133021081
405804	5.429788305	5.523868938	5.714962764	5.60341925	5.298120099	5.382915034	5.45428081	5.436893235	5.624162428	5.345342252	5.21032506	5.369181373	5.472145251	5.370599183	5.339260686	5.313890976	5.42568452	5.352613184
405805	5.001707122	5.42043115	5.067018529	5.153376831	5.178209882	4.990157415	5.433257503	5.109588934	5.12624358	5.330264931	5.070781397	5.029321601	5.4103635	5.182389508	5.078822312	5.340337944	5.291038543	5.139434208
405806	3.153950502	3.386249629	3.674033677	3.387204805	3.246884281	2.652098849	3.114097585	2.775135454	2.591207835	2.877529976	2.561139051	2.618277003	3.112132579	2.856896293	2.696049355	3.13545495	2.663056782	2.87586061
405808	4.007067729	4.144921493	4.312364094	4.357811579	3.815190994	3.86872211	3.736809021	3.797127658	3.818882768	3.599908138	3.54524056	3.608946516	3.892319488	3.792429765	3.486677409	3.562297204	3.897958436	3.488792205
405809	2.519313559	1.925968326	2.688126051	1.963318726	2.810602083	2.060015901	2.018507259	2.224786637	1.889591269	2.254196629	2.459478344	2.086138834	2.156978464	1.63590928	2.02671034	2.37565064	2.456917384	1.94379479
405810	5.664594218	5.450749239	5.579575549	5.474265622	5.14996701	5.127479767	5.085852338	4.747100029	4.518776042	5.081069323	4.770015926	5.237759248	5.009738079	4.830114736	4.749890254	5.05291218	4.784352738	4.790349478
405811	2.529369027	2.074962648	2.080875409	2.28663675	1.87630566	1.905631494	1.72998159	1.968854873	1.971909731	2.048479096	2.033768474	2.267332027	1.651560027	1.997932974	1.825671887	2.087245633	1.873122331	2.1745381
405812	3.863425347	3.688750059	3.999381781	3.821335861	3.332161329	3.257834137	3.325825561	3.251408764	3.259972044	3.48479675	3.302626856	3.311544786	3.299884128	3.055831711	3.265982095	3.347322384	3.077587984	3.265573121
405814	4.0807131	4.110806776	3.957159672	3.982002416	3.936866729	3.829894459	3.877798745	3.719998569	3.568531999	3.701831287	3.871408832	3.581818027	3.834687326	3.545566672	3.718825415	3.601699205	3.720897174	3.734048958
405817	4.916158645	4.617853799	4.5151409	4.492613056	4.787596966	5.210892106	4.727074227	5.668006688	5.475712087	4.88452616	5.495173465	5.357231758	4.951281371	5.542791583	5.460433199	5.068815915	5.568191455	5.298965612
405818	4.539546971	4.553272336	4.768091655	4.635921491	4.576632178	4.246500941	4.464538529	4.471644783	4.259471756	4.533337375	4.505694873	4.388997214	4.325098274	4.269433694	4.20687704	4.434639653	4.214262639	4.13946145
405819	5.939936216	5.993312844	5.957000383	5.926330604	5.59039949	5.081640624	5.530236902	4.665116651	4.904895074	5.345342252	5.166638419	5.019245582	5.435136059	4.976083871	5.448359712	5.22836714	5.120830768	5.398979032
405821	3.447028226	3.420075587	3.373730744	3.606103962	3.390127928	3.437627205	3.179346838	3.455527768	3.59041244	3.169488981	3.374211897	3.185057709	3.199959841	3.416772731	3.209873399	3.232780021	3.460361884	3.036311512
405822	4.449746189	4.207597722	4.526735481	4.329973989	4.296480038	3.988948117	3.960557271	3.902113578	3.956661528	3.902727606	4.091270535	4.151347625	4.021911715	4.055372271	3.899165497	4.002164893	4.05564523	3.562536282
405823	4.053099168	4.131372255	4.20098874	4.228081425	4.218632007	4.063870445	4.258547844	3.859593667	4.079330353	4.149448913	3.779478912	4.187789703	4.008074204	3.889105655	4.059446856	4.009508058	3.931569391	4.03970015
405825	0.528595122	1.489397742	0.873427109	1.027403494	1.043381877	0.853717849	1.125811183	0.644015092	1.709363839	1.386878445	0.836554844	0.490579129	1.242693082	0.41679083	0.425538599	0.87749986	0.820314858	1.029745442
405828	3.768983625	3.702559607	3.90924202	4.038995871	3.990317679	3.782617947	4.093449403	3.873906665	3.730998935	3.902727606	3.742084301	3.737426962	3.86571071	3.826632557	3.797076737	4.077464936	3.921568068	3.595701299
405829	6.409532936	6.545155575	6.399174412	6.348433929	6.001748839	5.574455507	5.735802185	5.513170329	5.405862453	5.8533582	5.803364558	5.631975586	5.8884289	5.756972613	5.766256505	5.669545634	5.724008936	5.510008659
405830	4.974364384	4.679667752	4.695467892	4.713382962	4.591533175	4.508085041	4.534785387	4.55617226	4.840620523	4.572305312	4.534102931	4.635376756	4.508280487	4.423881821	4.507666054	4.579825179	4.475815596	4.618893257
405832	3.046022171	2.795327872	2.977226646	2.710279057	2.530343756	2.274990526	2.337171189	2.202277116	2.18247423	2.573891248	2.405828997	2.526407117	2.218357009	1.957345637	2.325526015	2.232380495	2.17202604	2.223858663
405833	5.104492462	5.266246855	5.123471009	5.29329409	4.546360363	3.896318174	4.156920712	3.362160725	3.811449688	3.970421151	3.934338874	3.888983425	4.108758338	3.753450739	4.030944146	3.972412667	4.05564523	3.932524564
405834	4.955843684	4.568434403	5.074937654	4.94206592	5.136482479	4.61160331	5.052862605	4.713670403	4.750208693	4.927238256	4.911476511	4.828546778	4.896001909	4.826363301	4.814026132	5.072326395	4.763974121	4.695194611
405836	4.985363743	5.367959341	5.371885879	5.387459936	5.051020494	5.297526879	5.171197253	5.436893235	5.593070582	5.106071069	5.303119371	5.291773005	5.132801418	5.43236764	5.278424894	5.193330626	5.580956369	5.311853079
405837	4.645044614	4.862998593	4.816128589	4.781767905	4.569123565	4.586411736	4.804945472	4.984908336	4.812970653	4.732264553	4.839953083	4.639767924	4.659781633	4.694697171	4.612373985	4.840828983	4.957492807	4.719040746
405838	3.217522841	3.177967755	3.002358973	3.088085461	3.001210815	2.274990526	2.712663168	3.058127612	2.501672565	2.950338128	2.908421076	2.670715866	2.703639256	2.819642883	2.592580434	2.870991927	2.958730549	2.043313824
405839	4.952110841	5.098821563	5.065031937	4.91421453	4.954423129	5.04203901	5.06873445	5.117129001	4.904895074	5.050115775	5.166638419	5.003998364	5.11999221	4.940085052	5.082298932	5.045787185	4.991354652	5.082080427
405840	5.970702958	5.848668142	5.841051394	5.765471675	5.740557129	5.685388362	5.731276424	5.585616269	5.44361609	5.768652939	5.785095367	5.774570663	5.567218673	5.599940223	5.563532063	5.654401369	5.557467065	5.503782176
405841	5.93899357	5.711983575	5.952708931	5.924004832	5.80590196	5.533302315	5.717613329	5.510882494	5.486254013	5.534820414	5.509551376	5.683927707	5.639682479	5.429897575	5.583296305	5.681087844	5.605111193	5.44390104
405843	3.27243716	2.812409986	2.807001856	2.948599793	2.51999568	3.112461245	2.974017258	2.720742784	2.90934033	3.004530801	3.532780748	3.407373012	2.686365619	3.003635622	3.048617012	2.964637229	3.071570553	3.562536282
405844	4.010661224	4.110806776	4.190092646	4.336983905	3.696153734	3.959817784	4.053401487	4.294108476	4.34175436	4.064533575	3.953162396	4.005853289	4.121667231	3.993155396	3.934217961	3.85095353	4.286178868	4.073726193
405849	3.348240396	3.469372412	3.745238028	3.651795889	3.284050467	3.399564798	3.281937396	3.48379945	3.758317372	3.569413897	3.331688481	3.327964736	3.276987551	3.124650746	3.40017899	3.318050228	3.320209127	3.498845275
405850	5.729271182	6.189124277	6.124695872	6.236682053	6.699928045	6.166077429	6.855264197	6.55641424	6.30811569	6.925423859	6.431513011	6.37044368	6.912286396	6.747510178	6.560455628	7.126177037	6.799104543	6.518052642
405851	3.658792039	3.821234879	3.886923775	3.770462743	3.827830871	3.872200624	3.725930872	3.70005433	3.815171015	3.614916907	3.455673795	3.683150923	3.741588924	3.6340644	3.568281763	3.704814031	3.755090093	3.716925642
405852	4.441782434	4.605656747	4.583350518	4.624508073	4.57163078	4.624036039	4.577770296	4.481025332	4.676431452	4.664152958	4.476716178	4.528138414	4.623938778	4.477488674	4.664331023	4.665990926	4.651487237	4.586263147
405854	3.859445213	3.821234879	4.268149607	3.728431818	4.262743253	3.659184326	3.827801016	3.617400288	3.390417065	3.649341831	3.774195802	3.885289791	3.798969541	3.667997422	3.444076366	3.700283467	3.496743486	3.277301605
405855	3.127715891	3.164726759	3.502619569	2.88306096	2.860666692	2.820003574	2.879015269	2.812768939	2.916286957	3.049414569	2.839274075	3.072626748	2.795115397	2.907486001	2.953108345	3.263815416	3.241995967	3.186921772
405856	2.017545705	2.031857424	1.983266757	1.963318726	1.892440228	2.072165508	1.868314404	1.982128705	1.917555905	2.018692761	1.845102527	1.654227278	1.559686847	1.984530334	1.825671887	1.98665498	1.565833349	1.772059999
405857	3.86739453	3.612779931	3.969956555	3.540816879	3.844513598	3.474711176	3.267006215	3.387322783	3.577324037	3.60492843	3.331688481	3.516461025	3.322422989	3.522567213	3.543272703	3.335684696	3.427757533	3.405741534
405858	3.342548706	3.391942652	3.159571252	3.088085461	2.963524127	3.330439225	3.205686474	3.212517941	3.175640121	3.311376861	3.147829905	3.462947846	3.025495055	3.100003794	3.51267808	3.101497443	3.187394228	3.395015803
405859	4.260491028	4.131372255	4.080290527	4.158562146	4.176427594	4.048579251	4.34876525	4.234348402	4.082421734	4.252217005	3.976351595	4.091696369	4.19983171	4.172292635	3.972191637	4.091372672	4.230556688	3.928811224
405860	5.821155014	5.65275394	5.886756538	5.639304884	5.495881411	5.096587173	5.197684738	5.05567535	5.241353989	5.311961658	5.301284062	5.104318413	5.279687732	5.237101222	5.031049031	5.448299311	5.284550153	5.222162586
405861	6.288201225	6.249948591	6.297086099	6.179334301	6.283728347	6.023196588	6.172285181	6.025391126	5.975449442	6.091950959	5.903541775	6.030082975	5.993114054	5.928632609	5.877492603	6.081991839	5.910857592	5.813675297
405862	2.153783217	2.060736863	1.577825944	1.569960654	0.040990767	-0.803705349	-0.421189	-0.45312066	-0.189490065	-0.404647828	-0.265199025	-0.714295207	-0.364077684	-1.416402605	-0.814969905	0.027866771	-1.10257699	-0.34801387
405863	6.548274838	6.554703917	6.600494605	6.516853421	6.652754439	6.301244538	6.344555109	6.304340597	6.286832528	6.425653496	6.363662607	6.323448165	6.371009124	6.341888022	6.279226613	6.379166117	6.28178178	6.136203904
405864	4.302140936	4.068774879	4.149421102	3.973030858	4.234541298	3.335488122	3.57650222	3.731834096	3.181418231	4.114672854	3.752867745	3.657394713	3.74992721	4.006478516	3.290235583	3.621003872	3.142174365	3.356835057
405865	4.272514201	4.395022006	4.491668388	4.532852481	4.119305961	3.775205142	4.298254947	3.082982148	3.434632301	4.02387837	3.532780748	3.661719474	4.092458076	3.416772731	3.626591853	3.753733232	3.566864839	3.567321075
405867	4.331171488	4.184822045	4.288724798	4.388499939	4.332405774	4.126380308	4.379169848	4.43350049	4.131003633	4.193439708	4.379171735	4.199735335	4.344499236	4.215957251	4.210058696	4.353289953	4.169890111	4.331698034
405868	3.887078278	4.210822236	4.020038319	4.068776875	4.136342483	4.160920646	4.322528135	4.328291684	4.079330353	4.196768701	4.228937357	4.163597549	4.273978047	4.252759559	4.360808514	4.458981008	4.118283304	4.205404328
405869	4.379221085	4.340128745	4.494623422	4.551052625	4.489156439	4.429988727	4.455786562	4.396800412	4.374910482	4.556844212	4.251924287	4.399393378	4.419594812	4.391242734	4.682769989	4.569925637	4.259959387	4.340109997
405870	5.781739604	5.863085791	5.789044667	5.955090752	5.554092882	5.054340308	4.983007929	5.006180461	5.677266742	5.100749906	4.804112793	5.291773005	4.884687219	5.161697797	4.879434011	4.913085559	5.155379266	4.840621497
405871	6.265069547	6.242878141	6.286042083	6.2357447	6.162564049	5.96166832	6.164920621	5.840076119	5.781756753	6.141162289	5.989254631	5.92246574	6.105410387	5.982719296	5.911115503	6.036888369	5.854147773	5.74036428
405872	5.532097234	5.961123602	5.899075698	5.976571327	5.809092783	6.218260283	6.00988428	6.511919381	6.452494081	6.029845707	6.228230931	6.173270512	6.037214335	6.37050685	6.336394293	5.967887957	6.449514972	6.362958143
405873	3.578745816	3.522240777	3.808350417	3.674110396	3.952341567	3.567750539	3.696514973	3.160923731	3.472828451	3.60492843	3.172135027	3.757770452	3.659874787	3.297191339	3.481420567	3.547239523	3.42303903	3.174431744
405874	7.158568248	7.39381515	7.068432953	7.169739062	7.1327724	7.247266615	7.283306931	7.476543351	7.30375723	7.265312003	7.494879816	7.26847212	7.255687789	7.230576864	7.343676303	7.300929002	7.262678513	7.424897157
405875	5.047907203	5.016453068	4.985340464	4.873814661	5.110854162	4.721748757	4.990602105	4.859255751	4.307818281	5.102525809	5.064302966	4.630972181	4.772525923	4.596798352	4.588124063	5.162371587	4.62296863	4.659790196
405877	2.290134856	2.235554111	2.440939682	2.666430197	1.549979278	1.971977117	1.907353739	2.352932125	2.425815178	2.161830949	1.505823055	1.671486701	1.926289846	2.050332081	1.491000457	1.726404956	2.030301398	1.883684419
405878	2.446891696	2.542421797	2.862957557	2.64399565	2.667924765	2.560200254	2.629497055	2.53508083	2.356001706	2.563613625	2.511203963	2.704645267	2.549767267	2.499870643	2.289885002	2.317673634	2.605913841	2.416478046
405879	4.516983808	4.445167551	4.621699288	4.647245324	4.670846218	4.539052715	4.739747451	4.604180124	4.397426344	4.639900237	4.354604306	4.535226796	4.563725325	4.431310198	4.425195026	4.547400132	4.496175314	4.331698034
405880	2.381784064	2.511375962	2.378321703	2.450730756	2.283544867	1.157258708	1.907353739	1.237991956	0.920090457	1.410009049	1.762138961	1.366994722	1.754601829	1.352650621	1.649389288	1.452406985	1.303665079	2.110417431
405881	4.916158645	4.997907146	5.206917451	5.228804647	5.220362942	5.080137417	5.119490582	4.885983388	4.818543184	4.976490314	4.887211721	4.990308664	5.047433459	4.87074926	4.916911703	5.040420252	4.804447505	4.873832513
405882	4.0807131	4.11769456	3.952868695	4.085522587	4.095111704	3.782617947	3.951246956	3.953559597	3.993256205	3.938960628	4.021640889	3.7658282	3.918446373	4.019679723	3.859192634	3.903138239	4.024833897	3.84460201
405883	3.743295019	3.80852065	3.620932031	3.723090798	3.767873619	3.778916305	3.736809021	3.625882066	3.510039365	3.823109983	3.698125974	3.745598814	3.818921823	3.745526945	3.941893079	3.879287313	3.571136292	3.788336448
405884	4.549462879	4.425873076	4.645824458	4.675172049	4.591533175	4.327287661	4.553364532	4.369280975	4.234677042	4.398168467	4.39302469	4.537581871	4.296922058	4.244349663	4.43881981	4.36478705	4.462081055	4.465869895
405885	1.241715477	1.01594367	0.246377652	0.584554649	1.400048215	1.445749356	0.962413501	1.640873017	1.000734172	1.016780901	1.627998598	1.366994722	1.194632525	2.088419092	1.611392287	1.473800816	1.513526364	1.458467797
405886	0.78510289	0.955715877	0.002472198	-0.057692521	-0.211459942	1.654079466	0.394300932	0.388895411	1.173029938	0.012949562	0.876546542	0.089603425	0.597919183	0.889118701	0.425538599	0.777818175	0.426677907	1.110639784
405887	4.257469513	4.26145776	4.285315912	4.272633639	4.183001486	4.152362779	4.207325991	3.970308515	4.131003633	3.974305914	4.030530605	4.190785397	3.907307023	3.983081686	4.038122789	3.96109547	4.067787846	3.96914158
405888	9.224852706	9.123334992	9.122427399	9.164472152	9.654572164	9.585578228	9.627173783	9.461771659	9.374068807	9.682444978	9.61741873	9.56743644	9.605081473	9.451813747	9.706534956	9.763810456	9.354614512	9.848165479
405889	8.885097211	8.837576479	8.793098839	8.815841711	8.992022344	9.049194878	9.022200434	8.94375269	8.871245951	9.058592017	9.089823676	9.098911879	9.021878879	8.986925901	9.101365662	9.1614402	8.926802139	9.081217749
405890	4.257469513	4.51726192	4.637827476	4.799638553	4.281242864	4.401383929	4.3929895	4.511097608	4.565921031	4.348148847	4.43380289	4.260876884	4.336216464	4.421397172	4.1582905	4.236113066	4.459779199	4.199252323
405891	4.163749853	3.973273877	3.877898898	3.775631544	3.488937163	3.797330262	3.612384916	3.936613948	3.880563905	3.35374571	3.810777625	3.785777849	3.465991542	3.999832335	3.416797423	3.453435801	3.944797542	3.518743669
405893	4.331171488	4.319366554	4.488707289	4.447985098	4.74157879	4.469565261	4.627327014	4.542797115	4.530141575	4.528061209	4.420337819	4.375895765	4.589507587	4.373357118	4.507666054	4.647282801	4.549103715	4.572049683
405894	2.951966538	2.894912284	3.075231211	3.353034954	3.61583036	3.465529165	3.52722667	3.565434981	3.620498043	3.490233236	3.532780748	3.462947846	3.601173217	3.517922992	3.563314513	3.740555289	3.670031204	3.453044326
405895	4.49662706	4.21403956	4.60265232	4.589715845	4.632935574	4.530272429	4.567651355	4.409137795	4.362248144	4.577422409	4.293138687	4.457759725	4.485991088	4.554339643	4.337722209	4.52707787	4.553428	4.392276139
405896	3.017729556	3.632150788	3.850480508	3.865636625	3.654187207	3.710609371	3.604487756	3.755217787	4.019299327	3.644473991	3.61190999	3.720943071	3.790910719	3.834124304	3.678048344	3.501099915	3.693730845	3.562536282
405897	3.223728677	3.204090654	3.308057664	3.373633826	3.162914388	3.340519411	3.354359727	2.974259348	3.43946249	3.162695756	3.089473034	3.427830597	3.193860727	3.207742928	3.366356573	3.48011003	3.220402614	3.572090052
405898	4.551931243	4.684314753	4.816128589	4.909519905	4.426823481	4.688592873	4.440341689	4.974983635	4.992955286	4.443712491	4.565024938	4.581613001	4.587182692	4.803647498	4.57090328	4.514229533	4.866584628	4.763498911
405899	5.109528203	5.061800905	5.247773816	5.075883431	4.979185562	4.961051738	4.981484285	4.953242991	5.002778673	4.905023029	4.906656092	4.896177581	4.857935983	4.913810302	4.712239597	4.901291323	5.007204196	4.780081391
405901	5.195711631	5.273974921	5.450081545	5.417530526	5.173265852	5.046664297	5.078744552	5.289860905	5.278219234	5.193651272	5.106952945	5.105906253	5.161212965	5.241333478	5.025641904	5.081065406	5.234260942	5.171212323
406172	6.592706902	6.712600779	6.817811514	6.598603071	6.522745131	6.632914229	6.669044494	6.850885021	6.89896779	6.67814268	6.575137472	6.569425174	6.705981389	6.697046038	6.509716966	6.643860522	6.741049971	6.547408833
406202	2.539354894	2.333472099	2.718775841	2.666430197	2.283544867	1.891988224	1.715389848	1.872352516	2.260972101	2.388357931	2.136157841	2.149099219	1.754601829	1.652953872	0.966904653	1.363510589	1.927440445	1.704169484
406204	7.652016132	8.017971512	7.691283853	7.829670625	7.628601183	7.527596425	7.775882411	7.946420365	7.826796772	7.872578302	7.771991788	7.51307001	7.871780841	7.761048635	7.538495147	7.831134508	7.803138262	7.532800219
406206	0.78510289	1.705967317	1.621736142	1.471472319	1.422444733	1.445749356	0.859999972	1.443888219	1.66055529	1.046606329	0.915459501	1.03491278	1.040026392	1.331632998	1.189547681	1.029707346	1.383554576	1.416657898
406207	6.269575686	6.321049966	6.269747212	6.41949967	5.961210897	4.94131653	5.888313856	4.610604601	4.726691824	5.611654413	5.280940038	4.919841089	5.494647929	4.700856899	5.296497566	5.333040063	5.110596284	5.139434208
406240	6.801076579	6.773837465	6.907018108	6.862413042	6.737257042	6.578589569	6.731108022	6.690829314	6.628301981	6.624149954	6.65419579	6.695527081	6.619892066	6.640485997	6.408794685	6.706196231	6.633852327	6.396953201
406245	8.182267607	8.422622195	8.040973537	8.130029574	8.236367563	8.177415885	8.407589915	8.326533537	8.262413939	8.418966899	8.298287444	8.124310474	8.519505943	8.353920126	8.35720303	8.584281729	8.351611046	8.337266921
406246	3.554332024	3.752092897	3.965703527	3.811303739	3.789574085	3.714490247	3.807306461	3.671660924	3.734933383	3.902727606	3.641224872	3.502062265	3.834687326	3.796270365	3.682636464	3.914917447	4.012322723	3.979947877
406248	6.557517092	6.407199478	6.280060101	6.238554934	6.272984351	6.162530535	6.272249451	5.94632804	5.856794246	6.328844812	6.20780239	6.279098612	6.061702559	6.041338487	6.191003468	6.257234136	5.940050228	6.171198998
406249	6.794316715	6.591040794	6.942618805	6.811735267	7.117839379	6.854409626	6.894653473	6.653981934	6.821529745	6.757496132	6.617791163	7.046675654	6.83894653	6.704729111	6.835906705	6.828006453	6.730108709	6.769194253
406250	6.14022056	6.055613675	6.165133423	6.057310765	5.838538335	5.861971983	5.807208006	5.5414663	5.715601437	5.667908245	5.790338786	5.857970416	5.634062497	5.629303134	5.620835758	5.819120477	5.61548845	5.691893536
406251	6.973019104	6.933130388	6.740880763	6.83791449	7.202374907	7.425049081	7.068334581	7.482977191	7.539371803	7.252972263	7.287105175	7.284685952	7.209577616	7.321996769	7.589776296	7.280966771	7.438085756	7.611349547
406252	2.5786212	2.436226942	2.603059558	2.051190509	2.467111764	2.221450061	2.327608744	2.596786087	2.46424239	2.376664104	1.923553517	2.267332027	2.377502736	2.231443977	2.427452274	2.753454809	2.5023595	2.211685691
406253	5.861513479	5.934064695	5.861798076	5.975448709	5.649742276	5.518949712	5.534399412	5.480805687	5.463907776	5.551818521	5.362410855	5.50414757	5.619347253	5.45683845	5.622030594	5.524598922	5.417405063	5.472240175
406256	4.725967856	4.711886749	4.880801514	4.792006794	4.850890862	4.630212455	4.820368704	4.569424543	4.655826565	4.617718636	4.518389785	4.497013158	4.518077414	4.570128075	4.512828298	4.682163865	4.496175314	4.468430059
406258	4.810859968	4.846508466	4.871738137	4.868986492	5.042008322	4.686618592	4.899951872	4.640212923	4.684591708	4.894810995	4.754002931	4.733139027	4.918368505	4.64870386	4.659684222	4.980027438	4.67945301	4.86024985
406259	5.833381539	5.65275394	6.014748807	5.97993395	6.061835024	5.704051637	5.933930235	5.600755003	5.589815605	5.89391601	5.506368645	5.545689391	5.842382821	5.615240016	5.637474081	5.85012656	5.62989234	5.601484892
406260	5.782790768	5.799184359	5.80222316	5.76026628	5.712431715	5.692292427	5.726736421	5.841897488	5.692520765	5.522934064	5.757250342	5.542175163	5.589458683	5.682149464	5.616046492	5.497436913	5.782278976	5.533427207
406264	5.880295305	5.760099691	6.017833212	5.955090752	6.059157444	5.887119598	5.92919587	5.855484949	5.956198527	6.000620757	5.773227531	5.896095143	6.031240583	5.863314555	5.93822841	5.941257566	6.015649581	5.997735342
406265	3.066883363	2.902908845	3.018873875	2.975801365	2.4454032	2.38622048	2.605957892	2.544059101	2.376295509	2.27953594	2.051345991	2.545255077	2.587476555	2.402448587	2.26562557	1.8944743	2.438332041	2.161939929
406266	8.760711284	8.813916408	8.578529097	8.732573318	8.693359465	8.804677064	8.874773772	8.918299351	8.665683068	8.796332117	9.034555657	8.77611367	8.763464396	8.834656068	8.888383115	8.913814006	8.786559143	8.972129769
406268	4.423027578	4.431412164	4.325700366	4.287183795	4.290404466	4.283546388	4.413473895	4.48336097	4.112976591	4.121695451	4.540340581	4.414848494	4.256527359	4.334267425	4.320161761	4.303378581	4.371920786	4.256663526
406269	7.728201341	7.431963402	7.823194134	7.673679792	8.200570401	7.965187683	8.020844807	7.80489432	7.824029092	7.985153075	7.779591759	8.022900215	8.045678851	7.866416454	8.051459395	8.197645642	7.889475776	8.079964462
406270	4.6287684	4.810828318	4.89875922	4.925884687	4.710063753	4.609520732	4.637037311	4.830189707	4.67233395	4.759534346	4.583264934	4.558606319	4.617117965	4.640181592	4.391960777	4.557454912	4.75461509	4.583903939
