	DMSO_A	DMSO_B	DMSO_C	DMSO_D	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
100333407	2.478375821	2.14406058	2.698415167	2.28663675	2.31979013	2.072165508	2.248737957	2.442084249	1.998337524	2.43420783	2.306856569	2.086138834	2.311434787	2.149744784	2.13780399	2.207055262	2.17202604	2.029510264
100333421	2.890882641	2.94997919	3.002358973	3.028712602	2.540618137	2.890308889	2.690452784	3.026444924	3.029532509	2.910343585	2.667548307	2.448451946	3.059435662	3.269829789	2.659277149	2.770843556	2.997332874	2.943669988
100333462	1.166393621	0.892863819	1.437457725	1.309856882	0.756553153	1.110899253	0.500243479	1.02364729	1.503363751	1.386878445	1.193914407	0.706902855	1.169988209	1.453377383	1.382380685	1.140874904	1.129248572	0.614864707
100333482	2.403814699	2.786710364	2.45314362	2.957724089	1.740289759	2.568800811	2.228327631	2.913201844	2.633974416	2.50036116	2.335833964	1.863939109	2.333795302	2.750062207	2.41647629	2.128297678	2.733349686	2.788405945
100333489	3.79422281	3.674807047	3.720209403	3.104609816	3.326234483	2.652098849	2.943039863	2.622444114	1.846600921	3.229230111	3.51388691	2.754088557	3.025495055	3.036478802	2.714089852	3.016582028	2.70253042	1.929000361
100333499	4.978040163	4.827728948	5.045014098	4.779196789	4.293445451	4.06994183	4.009222315	4.272662857	4.097780051	4.258602416	4.270804185	4.009251147	4.021911715	4.19283402	3.883309006	4.005841147	4.352199844	3.976354764
100333504	3.616968396	3.431176929	3.658307395	3.56490086	3.789574085	3.726070629	3.707616339	3.357075219	3.339645451	3.797026496	3.56984193	3.781809927	3.510839255	3.688807282	3.81390422	3.976165423	3.621430972	3.775988653
100333520	2.19226617	2.402781962	2.512661212	2.873450409	2.423362985	2.199464853	2.524598855	1.941935105	2.227851735	2.489544117	2.051345991	1.97931257	2.642254427	1.857950477	2.582795546	2.059213928	1.940706336	2.384301697
100333521	3.425652537	3.131082633	2.985652828	3.088085461	3.094823553	2.776114789	2.879015269	3.007095868	3.010183044	2.966030579	3.072356696	2.992489745	2.955120187	2.996976302	2.491610327	2.718035636	3.009974148	2.87586061
100333537	1.191940351	1.234476038	1.841914282	1.471472319	0.858631479	0.908952791	1.190544467	1.146634163	1.241005265	1.315174643	0.915459501	0.451147826	1.559686847	0.800114643	0.9966878	0.594658101	1.082138274	0.821231979
100333543	5.269556387	5.435669835	5.456157875	5.578496966	5.22832998	5.399884621	5.433257503	5.64836646	5.669064831	5.485315324	5.17066505	5.171065004	5.420845943	5.343295366	5.324657523	5.338881318	5.553154888	5.333079618
100333552	-0.249749895	0.955715877	0.54891975	1.545961698	1.127581369	1.110899253	1.311899275	1.690235662	1.125865889	1.477255666	1.453900631	1.112789176	1.289204078	1.026247166	1.491000457	0.87749986	1.44069623	1.557980177
100333556	2.179552235	2.803894211	2.535797349	2.804321928	1.955232422	2.434077077	2.088120074	2.526046335	2.573739803	2.27953594	2.200590991	2.111653641	2.105923306	2.308763492	1.825671887	1.761621731	2.520143003	2.056986563
100333558	3.686015711	4.178248117	4.107569628	4.294404212	3.649448002	3.826312301	3.910193177	4.003234061	4.192381387	3.60492843	3.652786048	3.391837172	3.74992721	3.773071891	3.444076366	3.552276232	3.9869701	3.46334871
100333566	4.614669699	4.474975525	4.728476196	4.268973055	4.533557203	4.575784019	4.329731163	4.520225905	4.511913495	4.649650304	4.549646779	4.663683313	4.409103241	4.446053183	4.400341389	4.434639653	4.410571913	4.533447939
100333571	4.665704931	4.911367364	4.846516204	4.868986492	4.390362747	4.467267042	4.468894683	4.679447744	4.906640235	4.504076722	4.496099838	4.286307456	4.403828705	4.706990438	4.266160324	4.267077606	4.675490936	4.226732073
100333576	1.217042568	0.793132902	0.873427109	0.761706272	0.485863794	1.087148646	0.720827796	0.771804851	0.68000291	0.716337366	0.570087135	1.301987542	0.738636985	0.769183127	0.808002893	0.633197689	1.324056007	0.577406502
100333578	1.663012563	2.017197984	2.032896416	1.963318726	0.791387966	1.202174714	0.69130659	1.237991956	1.539805115	1.290458944	0.46907754	1.366994722	0.897187722	0.999844417	1.630515878	0.970737013	1.033437537	0.821231979
100333587	3.094237188	3.369034515	3.380136576	3.413969692	3.654187207	3.524193498	3.596547129	3.708065142	3.877007692	3.743400668	3.442412246	3.516461025	3.686182697	3.697047901	3.830537689	3.649485005	3.824718838	3.784232248
100333605	2.179552235	2.688356428	2.48914799	2.911514358	2.378245954	2.295862478	2.712663168	2.622444114	2.762884257	2.573891248	2.262269057	2.355402505	2.156978464	2.527859045	2.124376192	2.19422396	2.361499704	2.283228921
100333617	2.539354894	3.039748955	2.45314362	2.598052026	2.827484063	2.60269931	2.719991289	2.46116932	2.845267974	2.860838985	2.73436345	2.82521456	2.587476555	2.509260571	2.714089852	2.47447668	2.331598835	2.39510708
100333625	4.173400577	4.532805145	4.446600804	4.350902377	4.059829098	4.230328416	4.032952778	4.16037525	4.299872202	3.878056627	4.103960076	4.178765118	4.111996406	3.910524611	3.838783057	4.009508058	4.222432667	3.928811224
100333644	3.823121084	3.980848788	3.789223622	3.679635508	2.948169411	2.71543898	3.168674842	2.782741096	2.895345917	2.89403007	3.010797874	2.679273318	2.940623684	2.819642883	2.621543103	2.556976379	3.009974148	2.416478046
100333648	1.768655938	2.157491727	2.20152669	2.463598686	2.400980829	2.366624318	2.165304753	2.588130994	2.683675115	2.328917251	2.378237143	1.738530838	2.409435706	2.573332563	2.31374324	2.329456926	2.26987116	2.294815317
100333657	2.810700821	2.786710364	2.758654902	2.814402547	2.128707772	2.415124507	2.652658309	2.403139571	2.675509659	2.584096172	2.306856569	2.197561145	2.144383059	2.137686419	1.874613735	2.269553811	2.227201486	2.362445071
100333665	1.113901632	0.609872999	0.246377652	0.630923258	0.646698541	1.110899253	0.720827796	0.997739805	1.173029938	0.857638172	1.505823055	0.865287258	0.926909262	0.800114643	0.551282237	1.193403144	1.261997697	1.110639784
100333673	2.929362071	3.131082633	3.274064935	3.207637421	3.052371082	3.058521289	3.114097585	3.113460018	3.104435139	2.89403007	3.010797874	2.627150249	2.873524094	3.13074725	2.960683884	3.294197211	2.807634968	2.828816374
100333685	3.431026225	3.81700924	3.43654402	3.359933975	3.066661156	2.594299064	3.016297683	2.680595728	2.990570532	2.860838985	2.974404955	2.80970905	2.720708517	2.871532416	2.621543103	2.709043286	2.829194625	2.746830905
100333689	2.301914499	1.98742452	2.157456361	2.343433995	1.740289759	2.142989816	1.868314404	1.722230063	1.80229007	1.455186579	1.997957609	2.098952642	1.540588675	1.393789012	1.704571835	1.8944743	1.886894788	1.686685651
100333693	2.498989891	2.458100477	2.728849426	2.574519639	2.784902831	2.221450061	2.384055183	2.412974741	2.260972101	2.27953594	2.152537915	2.185597422	2.642254427	2.340672618	2.427452274	2.341144757	2.763524329	2.223858663
100333695	1.113901632	0.793132902	0.909302408	1.061660136	1.127581369	1.134265186	0.630387697	0.802058803	-0.131033589	1.239719826	0.30292195	0.740001359	0.312857256	0.494492103	0.425538599	1.029707346	0.500201346	0.973180726
100333702	3.768983625	4.086437224	4.186442249	3.821335861	3.001210815	2.910749325	3.189940468	2.885213001	2.715882488	3.107166739	3.010797874	2.397500372	3.039167264	2.750062207	2.582795546	2.92635428	3.016253489	2.65091632
100333708	6.124552152	6.109300239	6.07719038	6.198704615	6.214826019	5.845255046	6.176286424	5.410135079	5.467459222	6.088370787	5.859320681	5.73919856	6.122368814	5.558706204	6.107306687	6.106167749	5.584130028	5.995074388
100333714	3.602753336	3.298043226	3.106473759	3.420584042	2.901099688	3.460916152	3.086014659	3.218138373	3.7191308	3.027147225	3.219550316	3.238149534	3.052711119	3.489739264	3.427770973	2.918574259	3.464960075	3.259672928
100333716	2.242030248	2.622085739	2.512661212	2.814402547	2.509572843	2.221450061	2.165304753	2.489331733	2.591207835	2.738260541	2.152537915	2.086138834	2.011983976	2.518589778	2.215847512	2.073297862	2.646959868	1.914052647
100333732	1.403533323	1.182867301	1.281945594	1.09512219	1.043381877	1.087148646	0.962413501	1.673968391	1.592797311	1.075827632	1.061394632	1.388028752	0.866840973	1.244359861	0.873678284	1.086361619	1.129248572	0.973180726
100333733	1.818711517	1.591883262	1.966336748	2.343433995	2.366742738	2.264440211	2.317982494	2.046725491	2.074834733	2.161830949	2.321418019	2.033714238	2.322658365	2.643234357	2.164290369	2.409350465	2.17202604	1.987289015
100333736	3.760471479	3.684117345	3.89141513	3.917997345	3.525606638	3.572034779	3.596547129	3.372278271	3.313573496	3.490233236	3.501152137	3.467895537	3.559087628	3.411774534	3.265982095	3.577199346	3.325275611	3.46334871
100333757	3.493996077	3.316121222	3.502619569	3.56490086	3.162914388	3.170120251	3.368417928	3.561018851	3.532818045	3.248606444	3.188113899	3.160819312	3.169203109	3.264294652	3.290235583	3.306173016	3.413555473	3.180690274
100333759	1.059427388	0.98614404	0.944307203	0.842740775	1.549979278	1.426950504	1.103571466	0.944485907	0.947475631	0.857638172	1.315278972	1.34564948	1.169988209	0.830396881	0.739194595	1.268774765	1.421899366	1.306503526
100333761	5.257508436	5.315005867	5.287504944	5.40924026	5.299633282	5.35583859	5.308777145	5.344842932	5.5434576	5.282498037	5.087916325	5.120118715	5.20735646	5.179451657	5.210151336	5.162371587	5.33565813	5.264025369
100333762	6.177464452	6.580484812	6.974189865	7.179033813	5.941960784	5.466985404	4.958434393	5.094389537	6.342044855	5.17857723	4.524695595	5.935918878	5.463298537	5.377024631	4.593006766	4.751684652	5.316704174	4.630370296
100333777	2.414705131	2.778041072	2.635550103	2.699441151	2.115022111	1.426950504	1.700649012	1.122861264	1.262970137	1.808470411	1.627998598	1.802597205	1.669252889	1.618660906	1.359639729	1.452406985	1.28298181	1.306503526
100333818	0.943890636	1.156353691	1.931868793	1.639651334	1.892440228	1.157258708	1.459294682	1.146634163	1.149640639	1.582804479	1.095683128	1.583047571	1.669252889	1.529183161	1.05447069	1.536142222	1.402854361	1.437714301
100333821	2.768874404	2.829292206	2.656810952	2.834354905	2.901099688	2.60269931	2.532944355	2.432446193	2.64237768	2.604291986	2.485572959	2.526407117	2.559287395	2.471328504	2.512377598	2.653879356	2.793080763	2.498930214
100333845	3.457598464	3.702559607	3.647727156	3.491408132	3.429361834	3.135802097	3.359061031	3.351971723	3.380404678	3.274043269	3.526510255	3.516461025	3.193860727	3.53641084	3.203502234	3.121967708	3.304902036	3.395015803
100333855	3.229907933	3.496048755	3.537424656	3.252815612	2.955867197	2.827190298	3.325825561	2.516954906	2.599863173	3.222713068	2.787772171	2.670715866	3.018610053	2.265089559	2.491610327	2.887027709	2.5023595	2.755242313
100333857	1.851142374	1.705967317	2.215922631	2.28663675	2.030064321	1.732724312	2.165304753	2.202277116	2.099458231	1.700045279	1.651239447	2.060164648	2.039453697	1.997932974	2.228453968	2.087245633	2.183231234	2.056986563
100333871	0.165730113	0.487589013	0.502699618	0.210037567	-0.282134371	1.063000487	-0.297655897	0.503796239	1.077107709	-0.180792056	0.618057998	1.449351133	0.068095769	0.531827753	0.703519325	0.084591966	0.669118528	1.351579471
100333880	2.867292512	3.285864139	3.018873875	3.400649316	2.400980829	2.585849621	2.644979132	3.189814662	3.434632301	2.783243538	2.63294333	2.754088557	2.99073669	2.555314786	2.532850165	2.576884678	2.971713094	2.659904154
100333881	2.03176317	2.157491727	2.45314362	2.384611045	1.740289759	1.38860158	1.560730604	1.215689123	1.465978001	1.582804479	1.651239447	1.583047571	1.615509748	0.376312349	1.264912255	1.218967044	1.129248572	1.057217305
100333889	1.929166606	1.355956272	2.049067353	1.83054831	1.330693787	1.40790346	1.125811183	0.889190667	1.408017606	1.265312433	0.664484986	0.740001359	1.093424008	0.830396881	0.9966878	1.293048286	1.28298181	0.788822852
100333891	1.359121616	1.57196032	0.909302408	1.419586425	1.400048215	1.670155147	1.6401317	2.190889269	1.756575016	2.018692761	1.804217024	1.671486701	1.633647488	2.10089455	1.592011796	1.536142222	1.83099808	1.614551162
100333903	3.721532811	3.752092897	3.868817211	3.701526761	2.948169411	2.415124507	2.605957892	2.913201844	2.997137705	2.966030579	2.511203963	2.729578714	2.803150831	2.796820175	2.449156859	2.442281033	2.919066874	2.211685691
100333907	2.875198825	2.511375962	2.656810952	2.911514358	2.852442312	3.082743912	2.598025375	3.089129449	3.158165629	3.004530801	3.010797874	3.123680634	2.69502829	3.236295866	3.034328662	2.879032098	3.089548071	2.965582883
100333914	3.806678732	4.201126993	4.04846943	3.875299195	3.535914689	3.365415984	3.450006362	3.01357443	3.079897164	3.468363284	3.429027662	3.091984292	3.686182697	2.928635782	3.372048995	3.263815416	3.089548071	3.373322115
100333922	2.467957269	2.760544622	2.862957557	2.731713633	2.467111764	2.498516468	2.590049	2.480005213	2.699868676	2.17539365	2.511203963	2.497665281	2.578141234	2.518589778	2.449156859	2.141726147	2.102903328	2.283228921
100333933	3.134319404	3.53773074	3.380136576	3.510135266	3.378719437	3.474711176	3.39612992	3.830534499	3.815171015	3.599908138	3.481836694	3.333396784	3.322422989	3.586063713	3.470849067	3.495881004	3.677974421	3.384209734
100333944	3.248288472	3.223377027	3.294556532	3.153076751	3.338063926	3.320288111	3.373073717	2.913201844	3.016661744	3.064070791	3.172135027	3.506877837	3.265401536	3.230630308	3.302211121	3.495881004	3.164961461	3.229804496
100333951	1.97403281	1.379071357	1.387460026	1.127825681	1.400048215	1.267030842	1.211492473	1.828932892	0.774778283	0.98632584	1.651239447	1.087294623	1.334262321	1.433786792	0.873678284	0.845031926	0.983035214	0.944044363
100333967	0.943890636	1.129343681	1.485780596	1.28106898	0.442688518	0.935796964	0.720827796	1.049097731	1.539805115	1.187130979	-0.025224574	0.528961318	0.926909262	1.413926511	0.590873847	0.429297394	0.903967957	0.852929025
100333973	4.195671005	4.134771513	4.302280359	4.246812329	4.186277232	4.427626538	4.253506725	4.67332327	4.899646889	4.348148847	4.534102931	4.501845584	4.253598279	4.671883792	4.457680891	4.461660425	4.708826726	4.535891045
100333974	2.478375821	2.157491727	2.272111506	2.242521525	2.000595685	2.084213652	2.456037768	1.784165845	1.241005265	2.411465016	1.942517363	2.073210195	1.669252889	1.984530334	2.055295993	1.708468862	2.137878622	2.161939929
100333981	0.058712804	0.892863819	0.873427109	0.881612715	1.400048215	1.224118978	0.80593126	0.466503577	0.892175384	1.622952726	0.664484986	0.804003884	0.926909262	1.052175389	1.082516818	1.167378079	0.669118528	0.914307417
100333987	5.097750682	5.077783364	5.322849715	5.173096423	4.975403512	5.06501857	5.033877032	5.092860753	5.37845725	4.970668081	5.029251256	4.988588282	4.985226933	5.185321389	4.903217141	4.994901935	5.275417101	4.810668977
100333996	2.890882641	2.965334104	2.977226646	2.621206719	2.948169411	2.471251248	2.644979132	2.759802815	2.837969943	2.456597681	2.472584649	2.535861877	2.461135135	2.668598345	2.64053349	2.566964869	2.671038386	2.548168032
100333998	1.059427388	1.551758395	1.66434926	1.309856882	0.398181176	0.881599644	1.103571466	0.610217212	1.592797311	0.788716993	0.570087135	1.112789176	0.926909262	0.705256535	0.381064688	0.670734476	1.105885709	0.755668914
100334020	4.674793172	4.897426536	4.940533744	4.866566334	4.510221232	4.737091725	4.847387156	4.832023592	4.855153263	4.917182812	4.862531827	4.787579974	4.764317601	4.910270567	4.617175437	4.842885756	4.957492807	4.782140863
100334023	3.621675794	3.501325339	3.720209403	3.739054904	3.182730366	2.976865312	2.980133713	2.960912577	3.24349542	2.981554176	3.250316314	2.82521456	2.962314177	2.928635782	2.705097802	2.66322107	2.919066874	2.746830905
100334054	0.78510289	0.529512606	0.54891975	0.919464711	0.858631479	1.202174714	0.533896623	1.193036086	1.196046086	1.265312433	0.836554844	0.865287258	0.956030836	0.568221515	1.240225598	0.845031926	1.105885709	0.577406502
100334085	3.597983686	3.899256288	3.604612777	3.79612353	3.61583036	3.284185958	3.651235024	3.569837634	3.599072537	3.242176538	3.317230844	3.338808456	3.510839255	3.148883694	3.522948546	3.341515274	3.370090678	3.161832641
100334106	2.699322683	2.697579973	2.977226646	2.911514358	1.939788727	2.274990526	2.258835849	2.451658343	2.675509659	2.50036116	2.033768474	2.04700006	2.230325469	2.617416452	1.808981897	2.244878328	2.756039629	2.187027211
100334151	6.313152139	6.103239996	5.965545178	5.709855128	5.595336354	5.659451481	5.782922142	5.349971663	5.120239742	5.614146388	5.731585597	5.709218647	5.45056552	5.576681937	5.481650822	5.489581476	5.449081612	5.30899913
100334152	2.27825824	1.861777278	2.215922631	1.999112211	2.331672314	1.984887819	2.482131481	1.624036204	1.55768633	2.411465016	2.523850702	2.185597422	2.156978464	1.915583322	1.906342924	2.364240134	1.632750624	2.015573357
100334158	1.944277571	2.183984622	2.272111506	2.598052026	2.31979013	2.38622048	2.006571415	2.489331733	2.599863173	2.532334014	2.405828997	1.833594157	2.322658365	2.412492217	2.215847512	2.431387482	2.351601446	2.12347158
100334171	7.008497287	7.519407654	7.306064291	7.606377978	6.140779738	5.798487428	6.257846625	4.711679621	5.292972448	5.731262795	5.417668331	4.964285002	6.131970589	4.996258382	5.844091684	5.677634867	5.503733401	5.848488248
100334173	1.568653412	1.61153482	1.765680658	0.675847857	1.100057292	1.110899253	1.6401317	0.971358561	1.125865889	1.622952726	1.161908092	1.03491278	1.334262321	1.127276169	0.9966878	1.193403144	1.008456473	1.351579471
100334178	2.883062045	2.854250805	2.977226646	3.13710134	2.924826505	2.890308889	2.88554711	2.834886655	3.164014009	2.756422391	2.849357451	2.943601417	2.881135587	2.781401956	3.012627249	2.753454809	3.142174365	2.972813837
100334190	1.644628006	1.57196032	2.049067353	1.83054831	1.609753698	1.850266772	2.186619747	1.914503465	2.011372067	2.003565757	1.480095415	1.654227278	1.926289846	1.652953872	1.792096565	2.059213928	1.979787447	1.94379479
100334203	2.635586733	2.592724838	2.45314362	2.742312669	2.378245954	2.443460805	2.176001614	2.393236892	2.454731116	2.478645357	2.168734097	2.136725036	2.501200859	2.113263053	2.055295993	2.341144757	2.563665732	1.987289015
100334206	3.441713922	3.204090654	3.294556532	3.380435273	3.520424861	3.659184326	3.560263323	3.326179879	3.63320226	3.543500219	3.250316314	3.402212965	3.549566177	3.470639509	3.563314513	3.547239523	3.583875292	3.708287162
100334213	3.493996077	3.651264997	3.417985515	3.485111341	3.246884281	3.519764584	3.427801836	3.630104328	3.833635013	3.756995152	3.227303543	3.432899986	3.677466588	3.350405201	3.631346296	3.464164747	3.592305893	3.771849125
100334230	1.882860205	1.777300969	2.285823325	2.101454201	1.722349428	1.836087123	1.907353739	1.462949598	1.80229007	1.700045279	1.627998598	2.006769814	1.754601829	1.373366444	1.740221406	1.268774765	1.83099808	1.283426175
100334231	4.833355427	5.202885198	5.0808486	5.287877995	5.065323886	5.316801736	5.294122576	5.459609773	5.580006381	5.244399544	5.178684752	5.263596943	5.204325721	5.331433668	5.415660874	5.234646997	5.502615685	5.180610848
100334245	2.204869039	2.414016657	2.477246092	2.37101553	1.487620807	1.732724312	1.6401317	1.737965063	2.062363569	1.432774647	1.604377215	1.186676244	1.787376082	1.828247042	1.264912255	1.910252595	1.303665079	1.738514055
100334247	1.48845438	1.489397742	1.361796032	1.616793128	1.071997874	0.881599644	1.169287808	1.049097731	1.347630828	1.477255666	1.225226043	0.865287258	1.311909099	1.151465424	1.110028107	0.811816443	1.28298181	1.001740288
100334248	5.119547257	5.329911184	5.082813547	5.361913277	4.703220023	4.636362541	4.947550436	4.485692833	4.550376588	4.736845464	4.549646779	4.572454307	4.92021683	4.522234776	4.955337598	4.633090762	4.826054494	4.810668977
100334257	3.483690122	3.00302127	3.301322892	2.783946885	3.658910896	3.241788866	3.291806352	2.94065801	2.715882488	3.747946411	2.965161451	3.338808456	3.259573449	3.112379903	2.997976137	3.672797175	3.124844693	3.056871179
100334259	2.883062045	2.742833374	3.090937056	3.054457876	3.001210815	2.40555403	2.652658309	2.403139571	2.770571138	2.902209886	2.419429526	2.458429831	2.218357009	2.7017379	2.277806277	2.526589152	2.622472649	2.77191942
100334261	3.635706525	3.919105746	3.789223622	4.068776875	3.571423689	3.775205142	3.814170379	3.986865215	4.34433206	3.861371764	3.962482851	3.964442263	3.762344969	4.090203056	3.94571538	3.686605779	4.299112054	4.103678244
100334264	2.254207607	1.87809478	1.745975773	2.068140397	2.331672314	1.8782147	1.6401317	1.690235662	1.503363751	1.988278461	1.904337072	1.256962862	2.025784215	1.63590928	1.808981897	1.812885688	1.696701139	1.704169484
100334274	4.586052105	4.420312639	4.9252835	5.037670649	4.844684977	4.108795001	4.334513279	4.174898527	4.379944463	4.323996344	3.623707518	4.499431395	4.273978047	4.151454548	3.94571538	4.387509975	4.124109405	4.116793238
100334289	3.462854682	3.67012927	3.520127069	3.252815612	3.390127928	3.335488122	3.340163188	3.305209184	3.568531999	3.434923888	3.8056081	3.289356707	3.282745853	3.40172589	3.470849067	3.294197211	3.474112724	3.473580017
100334297	3.564147173	4.007052089	4.015930605	4.354361114	3.881359007	3.533010746	3.871231648	4.091618057	4.057503198	4.038794974	3.731219649	3.35492273	3.858017182	3.863708209	3.034328662	3.838638037	4.05564523	3.411074643
100334308	2.559121633	3.171362448	3.225088019	3.020027726	3.080811072	3.252505517	2.967874762	3.166748387	3.169838776	3.107166739	3.089473034	2.971740125	3.018610053	3.100003794	2.696049355	3.168631526	2.997332874	2.77191942
100334314	1.191940351	1.446274243	1.197415301	1.90790625	0.922879878	1.329096373	0.886292951	1.424571619	1.55768633	1.603018257	0.99027153	0.490579129	0.984576187	1.198660192	0.551282237	0.811816443	1.363993102	0.883944609
100334336	2.446891696	2.650861002	2.667325024	2.621206719	2.295728079	2.768668408	2.613847031	2.878130117	3.187173292	2.399957735	2.459478344	2.366042695	2.596751857	2.789131662	2.792591577	2.293814338	2.892005357	2.77191942
100334344	7.077795593	6.853877736	6.848164071	6.614555702	6.720973739	6.614340126	6.952958181	6.477770308	5.877408582	6.908265976	7.093902093	6.792878506	6.492138735	6.388427618	6.292794791	6.734721783	6.448934819	6.369136668
100334351	1.588025429	1.379071357	1.10762226	1.52155676	1.487620807	0.705603606	1.423833425	0.860727436	0.920090457	1.432774647	0.99027153	0.804003884	0.804162604	1.052175389	0.629407909	0.338919651	0.957157968	1.236133609
100334363	6.017890407	5.487107542	5.66730717	5.188680299	5.703314533	5.786554739	5.714865113	5.231311213	5.276870522	5.667908245	5.69710526	5.934132358	5.629550695	5.581141091	5.691968179	5.698229841	5.397097748	5.592124436
100334375	4.316729231	4.525054465	4.543954485	4.441495469	3.979029439	4.114680619	4.175696587	4.409137795	4.52787562	4.03135595	4.141372456	3.950370161	4.095732895	4.269433694	3.907028864	4.009508058	4.371920786	4.116793238
100334378	1.529111105	1.972304155	1.82323019	2.150025498	1.775514701	2.221450061	2.258835849	1.900589536	2.406210803	2.106267986	2.306856569	2.185597422	1.819422299	1.997932974	2.26562557	2.219773448	2.341634807	2.136408668
100334384	0.850729632	1.308584463	1.461821472	1.251694922	0.568521283	0.98803177	1.350183769	0.503796239	0.309792379	0.955213987	1.225226043	1.007990941	0.441977776	0.945543562	0.590873847	1.000523461	0.876619018	0.721735123
100334410	3.42025876	3.223377027	3.166999562	3.020027726	2.916960843	2.761183392	2.980133713	2.67243049	2.41604629	2.981554176	2.667548307	3.03977556	2.826992042	2.46168758	3.005320291	3.168631526	2.778378235	2.828816374
100334431	8.74583037	8.538314467	8.829100616	8.433905325	8.364613197	8.028518972	8.006308472	7.922951637	7.929935026	8.153288821	7.981902767	8.011297143	8.010325008	7.975659786	7.651050353	8.026110894	8.058729493	7.555553659
100334442	4.910399178	5.173438579	5.201502032	5.129351922	5.005385888	5.054340308	5.007169902	5.241005963	5.18494654	4.945163305	5.062137007	5.020929813	5.014936723	5.143722732	5.085767194	5.068815915	5.180758308	5.060183143
100334443	3.883162955	3.542857322	3.798818716	3.485111341	3.785260026	3.933420945	3.707616339	3.841500393	4.097780051	3.663847571	3.742084301	3.907311063	3.530332657	3.780846237	3.949527581	3.766791892	4.22514576	3.832728462
100334453	2.890882641	3.363250189	3.347819138	3.540816879	2.695773778	3.175761408	3.034045308	3.256879993	3.550785532	2.966030579	3.203917731	2.817482636	3.039167264	3.036478802	2.850825764	2.6254857	3.209483518	2.906392239
100334463	3.114417491	3.357442579	3.543144735	3.380435273	2.793520214	2.820003574	3.147091061	2.849445639	3.116549374	3.004530801	2.908421076	2.762166838	2.962314177	3.010264345	2.891027913	3.052572755	3.263270884	2.943669988
100334475	3.248288472	3.039748955	3.260240365	3.23791286	3.156248112	3.0214073	3.184653376	3.058127612	3.308302085	3.11422588	3.080940249	3.148545674	3.032347356	3.074928445	3.005320291	3.066721353	3.059459867	3.180690274
100334480	0.446072246	1.467997112	1.437457725	1.127825681	0.527784428	0.674064498	1.125811183	1.302903496	1.218700803	0.955213987	0.520466174	0.706902855	1.356274477	1.026247166	1.21510915	0.811816443	0.820314858	1.283426175
100334486	3.398479702	3.651264997	3.822530921	3.393942722	3.037938045	3.05240155	3.034045308	3.082982148	2.977345818	2.80085123	2.965161451	2.609348845	3.150429332	3.068590913	2.602299404	2.726972284	3.065527918	2.498930214
100334500	2.626247313	2.572813595	2.718775841	2.50152784	2.550819864	2.40555403	2.356108009	2.268778702	2.46424239	2.478645357	1.884861208	2.04700006	2.430338318	1.73528106	2.097139742	2.635012477	2.126314147	2.247900739
100334507	3.544449641	3.707133571	3.745238028	3.826325883	3.861005616	3.647052097	3.821001795	3.837854349	3.811449688	3.950838866	3.623707518	3.516461025	3.605774501	3.616793823	3.77576256	3.625789945	3.666043134	3.668760839
100334510	3.359556852	3.21697684	3.360833113	3.13710134	3.215163895	3.273702919	3.414313206	3.450761485	3.0736969	3.412192449	3.123108287	3.521228854	3.388000869	3.213498903	3.383366895	3.526914982	3.365179421	3.373322115
100334524	1.626006143	1.861777278	1.878571845	1.945083364	1.232709073	1.202174714	1.034718214	1.302903496	1.347630828	1.477255666	0.876546542	0.60279176	1.169988209	1.22169097	0.936493676	1.167378079	1.28298181	1.084175807
100334554	2.690388135	2.845979155	2.718775841	2.721036152	2.571009417	2.707671883	2.582028281	2.752074953	2.731720497	2.376664104	2.419429526	2.653447165	2.491288258	2.599944208	2.50203133	2.293814338	2.800376218	2.384301697
100334559	1.588025429	1.957023639	1.86035949	1.419586425	1.444498873	2.035405357	1.331168512	1.872352516	2.159238779	1.681154898	1.67411183	1.301987542	1.377955821	2.075834814	1.952665464	2.001461651	1.802216037	1.668987332
100334565	1.336392326	2.209999774	1.685192928	1.471472319	0.8911133	1.349205384	1.058036328	1.462949598	1.446915432	1.132552415	0.415790624	0.772357512	0.984576187	1.198660192	0.9966878	1.363510589	1.261997697	1.437714301
100334572	5.203582549	5.46161792	5.48912779	5.412562085	5.040199112	5.167667063	5.020585266	5.357630735	5.3797143	5.128905306	5.104850127	5.152746562	5.060900293	5.143722732	4.885416651	5.015107144	5.196050766	4.938045393
100334599	5.189383833	3.969471454	4.953478291	4.378342845	4.326479935	4.327287661	3.600522906	3.223736993	3.514623964	4.77743199	3.38811233	4.674424257	3.790910719	3.921116009	4.425195026	3.431735536	3.441821147	4.189974847
100334600	1.059427388	0.648434659	1.387460026	1.191089314	1.466220947	1.74795161	1.272571074	1.122861264	1.196046086	1.315174643	0.99027153	1.754816119	0.984576187	0.97294945	1.110028107	0.909253156	0.903967957	0.821231979
100334602	1.851142374	2.414016657	2.285823325	2.437747019	2.571009417	2.434077077	2.420495371	2.704817774	2.303982015	2.478645357	2.015974152	2.33388377	2.633268001	2.527859045	2.766896042	2.615895594	1.616310036	1.868257176
