D2,Counts
ENSDARG00000001777,117
ENSDARG00000001781,3
ENSDARG00000001782,4
ENSDARG00000001785,76
ENSDARG00000001788,555
ENSDARG00000001803,35
ENSDARG00000001804,0
ENSDARG00000001807,81
ENSDARG00000001817,6
ENSDARG00000001818,852
ENSDARG00000001825,9
ENSDARG00000001829,214
ENSDARG00000001835,241
ENSDARG00000001857,599
ENSDARG00000001859,15
ENSDARG00000001870,3258
ENSDARG00000001873,28
ENSDARG00000001879,184
ENSDARG00000001880,13
ENSDARG00000001881,5
ENSDARG00000001882,54
ENSDARG00000001888,81
ENSDARG00000001889,244
ENSDARG00000001890,239
ENSDARG00000001891,14
ENSDARG00000001897,162
ENSDARG00000001898,29
ENSDARG00000001906,6
ENSDARG00000001909,7
ENSDARG00000001910,250
ENSDARG00000001912,6
ENSDARG00000001913,14
ENSDARG00000001929,43
ENSDARG00000001930,32
ENSDARG00000001933,21
ENSDARG00000001937,10
ENSDARG00000001939,68
ENSDARG00000001940,66
ENSDARG00000001950,2020
ENSDARG00000001953,80
ENSDARG00000001968,269
ENSDARG00000001969,71
ENSDARG00000001971,24
ENSDARG00000001975,25
ENSDARG00000001976,33
ENSDARG00000001993,510
ENSDARG00000001994,340
ENSDARG00000001999,80
ENSDARG00000002002,2
ENSDARG00000002006,112
ENSDARG00000002013,99
ENSDARG00000002016,23
ENSDARG00000002020,102
ENSDARG00000002021,42
ENSDARG00000002026,84
ENSDARG00000002031,0
ENSDARG00000002037,21
ENSDARG00000002060,5
ENSDARG00000002071,323
ENSDARG00000002077,35
ENSDARG00000002082,182
ENSDARG00000002084,360
ENSDARG00000002097,16
ENSDARG00000002127,158
ENSDARG00000002128,30
ENSDARG00000002131,360
ENSDARG00000002165,10
ENSDARG00000002167,78
ENSDARG00000002168,36
ENSDARG00000002172,22
ENSDARG00000002174,30
ENSDARG00000002184,28
ENSDARG00000002190,239
ENSDARG00000002192,100
ENSDARG00000002193,2033
ENSDARG00000002194,3
ENSDARG00000002196,124
ENSDARG00000002197,211
ENSDARG00000002204,46
ENSDARG00000002210,10
ENSDARG00000002213,22
ENSDARG00000002215,32
ENSDARG00000002216,12
ENSDARG00000002217,149
ENSDARG00000002219,35
ENSDARG00000002220,0
ENSDARG00000002230,157
ENSDARG00000002231,67
ENSDARG00000002235,336
ENSDARG00000002240,114
ENSDARG00000002241,18
ENSDARG00000002249,63
ENSDARG00000002255,73
ENSDARG00000002259,6
ENSDARG00000002264,28
ENSDARG00000002267,38
ENSDARG00000002271,252
ENSDARG00000002285,89
ENSDARG00000002293,0
ENSDARG00000002295,7
ENSDARG00000002298,18
ENSDARG00000002299,27
ENSDARG00000002300,0
ENSDARG00000002304,10
ENSDARG00000002305,246
ENSDARG00000002311,0
ENSDARG00000002330,19
ENSDARG00000002332,165
ENSDARG00000002333,39
ENSDARG00000002336,162
ENSDARG00000002339,16
ENSDARG00000002344,1009
ENSDARG00000002347,8
ENSDARG00000002353,5
ENSDARG00000002355,0
ENSDARG00000002362,53
ENSDARG00000002365,47
ENSDARG00000002369,261
ENSDARG00000002377,27
ENSDARG00000002385,106
ENSDARG00000002391,13
ENSDARG00000002394,41
ENSDARG00000002396,220
ENSDARG00000002401,43
ENSDARG00000002402,42
ENSDARG00000002403,62
ENSDARG00000002405,78
ENSDARG00000002406,0
ENSDARG00000002411,46
ENSDARG00000002445,31
ENSDARG00000002463,34
ENSDARG00000002467,16
ENSDARG00000002479,26
ENSDARG00000002483,1
ENSDARG00000002487,98
ENSDARG00000002494,68
ENSDARG00000002506,19
ENSDARG00000002507,57
ENSDARG00000002508,28
ENSDARG00000002509,4
ENSDARG00000002510,5
ENSDARG00000002523,199
ENSDARG00000002533,25
ENSDARG00000002536,131
ENSDARG00000002538,39
ENSDARG00000002546,27
ENSDARG00000002549,20
ENSDARG00000002552,282
ENSDARG00000002564,140
ENSDARG00000002571,117
ENSDARG00000002576,45
ENSDARG00000002582,54
ENSDARG00000002587,333
ENSDARG00000002589,1122
ENSDARG00000002591,83
ENSDARG00000002593,11
ENSDARG00000002597,0
ENSDARG00000002600,147
ENSDARG00000002601,6
ENSDARG00000002607,24
ENSDARG00000002609,30
ENSDARG00000002613,0
ENSDARG00000002632,119
ENSDARG00000002634,25
ENSDARG00000002635,64
ENSDARG00000002642,53
ENSDARG00000002644,97
ENSDARG00000002656,131
ENSDARG00000002659,184
ENSDARG00000002663,78
ENSDARG00000002666,14
ENSDARG00000002670,36
ENSDARG00000002682,128
ENSDARG00000002685,0
ENSDARG00000002690,44
ENSDARG00000002696,366
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,1441
ENSDARG00000002720,25
ENSDARG00000002722,3
ENSDARG00000002728,3
ENSDARG00000002731,447
ENSDARG00000002732,51
ENSDARG00000002745,662
ENSDARG00000002748,59
ENSDARG00000002750,42
ENSDARG00000002754,25
ENSDARG00000002758,730
ENSDARG00000002760,12
ENSDARG00000002764,29
ENSDARG00000002768,6483
ENSDARG00000002771,50
ENSDARG00000002779,2
ENSDARG00000002787,87
ENSDARG00000002790,311
ENSDARG00000002791,1480
ENSDARG00000002792,165
ENSDARG00000002795,66
ENSDARG00000002797,0
ENSDARG00000002798,17
ENSDARG00000002816,58
ENSDARG00000002826,11
ENSDARG00000002830,25
ENSDARG00000002831,26
ENSDARG00000002840,118
ENSDARG00000002847,48
ENSDARG00000002872,18
ENSDARG00000002877,167
ENSDARG00000002880,141
ENSDARG00000002894,41
ENSDARG00000002897,50
ENSDARG00000002909,102
ENSDARG00000002912,43
ENSDARG00000002916,165
ENSDARG00000002917,3
ENSDARG00000002933,35
ENSDARG00000002937,183
ENSDARG00000002945,15
ENSDARG00000002947,49
ENSDARG00000002949,203
ENSDARG00000002952,115
ENSDARG00000002956,13
ENSDARG00000002959,2
ENSDARG00000002967,75
ENSDARG00000002968,305
ENSDARG00000002970,72
ENSDARG00000002971,54
ENSDARG00000002986,94
ENSDARG00000002988,337
ENSDARG00000002991,52
ENSDARG00000002994,91
ENSDARG00000003008,117
ENSDARG00000003017,66
ENSDARG00000003020,40
ENSDARG00000003021,24
ENSDARG00000003022,22
ENSDARG00000003027,0
ENSDARG00000003032,1926
ENSDARG00000003035,626
ENSDARG00000003041,1
ENSDARG00000003046,45
ENSDARG00000003054,2
ENSDARG00000003058,126
ENSDARG00000003061,17
ENSDARG00000003068,145
ENSDARG00000003069,13
ENSDARG00000003077,29
ENSDARG00000003081,10390
ENSDARG00000003084,37
ENSDARG00000003085,17
ENSDARG00000003087,177
ENSDARG00000003090,0
ENSDARG00000003091,95
ENSDARG00000003098,371
ENSDARG00000003109,68
ENSDARG00000003113,486
ENSDARG00000003127,81
ENSDARG00000003132,66
ENSDARG00000003142,33
ENSDARG00000003144,10
ENSDARG00000003146,15
ENSDARG00000003151,490
ENSDARG00000003153,29
ENSDARG00000003157,26
ENSDARG00000003165,72
ENSDARG00000003167,41
ENSDARG00000003169,286
ENSDARG00000003175,93
ENSDARG00000003181,9
ENSDARG00000003189,302
ENSDARG00000003193,27
ENSDARG00000003197,3
ENSDARG00000003200,18
ENSDARG00000003203,379
ENSDARG00000003205,32
ENSDARG00000003206,27
ENSDARG00000003207,43
ENSDARG00000003208,56
ENSDARG00000003210,15
ENSDARG00000003213,383
ENSDARG00000003216,365
ENSDARG00000003217,67
ENSDARG00000003219,83
ENSDARG00000003229,0
ENSDARG00000003235,27
ENSDARG00000003244,12
ENSDARG00000003250,24
ENSDARG00000003251,59
ENSDARG00000003257,9
ENSDARG00000003259,24
ENSDARG00000003269,309
ENSDARG00000003270,58
ENSDARG00000003281,60
ENSDARG00000003287,20
ENSDARG00000003290,24
ENSDARG00000003293,278
ENSDARG00000003303,6
ENSDARG00000003307,38
ENSDARG00000003308,78
ENSDARG00000003311,72
ENSDARG00000003313,44
ENSDARG00000003320,142
ENSDARG00000003326,5
ENSDARG00000003328,38
ENSDARG00000003344,5
ENSDARG00000003373,34
ENSDARG00000003375,41
ENSDARG00000003380,16
ENSDARG00000003381,51
ENSDARG00000003382,54
ENSDARG00000003383,91
ENSDARG00000003395,18
ENSDARG00000003398,26
ENSDARG00000003399,10
ENSDARG00000003403,93
ENSDARG00000003411,72
ENSDARG00000003414,5
ENSDARG00000003420,5
ENSDARG00000003421,173
ENSDARG00000003429,150
ENSDARG00000003444,25
ENSDARG00000003446,38
ENSDARG00000003449,83
ENSDARG00000003462,197
ENSDARG00000003469,29
ENSDARG00000003475,11
ENSDARG00000003486,299
ENSDARG00000003487,99
ENSDARG00000003495,230
ENSDARG00000003512,382
ENSDARG00000003517,17
ENSDARG00000003519,29
ENSDARG00000003520,81
ENSDARG00000003523,2
ENSDARG00000003526,359
ENSDARG00000003527,136
ENSDARG00000003531,50
ENSDARG00000003533,8
ENSDARG00000003544,101
ENSDARG00000003553,0
ENSDARG00000003564,52
ENSDARG00000003570,401
ENSDARG00000003573,82
ENSDARG00000003576,1
ENSDARG00000003584,67
ENSDARG00000003592,8
ENSDARG00000003599,5514
ENSDARG00000003607,56
ENSDARG00000003615,70
ENSDARG00000003616,115
ENSDARG00000003631,133
ENSDARG00000003632,20
ENSDARG00000003635,23
ENSDARG00000003641,105
ENSDARG00000003642,22
ENSDARG00000003655,356
ENSDARG00000003675,5
ENSDARG00000003680,248
ENSDARG00000003681,464
ENSDARG00000003684,123
ENSDARG00000003693,137
ENSDARG00000003695,941
ENSDARG00000003697,19
ENSDARG00000003699,121
ENSDARG00000003701,3
ENSDARG00000003705,252
ENSDARG00000003706,44
ENSDARG00000003732,11
ENSDARG00000003749,48
ENSDARG00000003750,92
ENSDARG00000003751,93
ENSDARG00000003754,60
ENSDARG00000003757,45
ENSDARG00000003769,18
ENSDARG00000003776,105
ENSDARG00000003779,165
ENSDARG00000003789,147
ENSDARG00000003795,1636
ENSDARG00000003797,11
ENSDARG00000003803,2
ENSDARG00000003808,131
ENSDARG00000003811,662
ENSDARG00000003818,123
ENSDARG00000003820,231
ENSDARG00000003822,8
ENSDARG00000003827,11
ENSDARG00000003829,194
ENSDARG00000003835,405
ENSDARG00000003841,18
ENSDARG00000003845,56
ENSDARG00000003846,6
ENSDARG00000003854,371
ENSDARG00000003860,123
ENSDARG00000003865,48
ENSDARG00000003866,250
ENSDARG00000003867,31
ENSDARG00000003869,47
ENSDARG00000003872,78
ENSDARG00000003877,112
ENSDARG00000003899,1
ENSDARG00000003900,3
ENSDARG00000003902,1338
ENSDARG00000003903,4
ENSDARG00000003904,1
ENSDARG00000003909,8
ENSDARG00000003910,145
ENSDARG00000003920,263
ENSDARG00000003925,1
ENSDARG00000003927,54
ENSDARG00000003931,183
ENSDARG00000003934,13
ENSDARG00000003938,156
ENSDARG00000003940,125
ENSDARG00000003941,97
ENSDARG00000003944,0
ENSDARG00000003952,571
ENSDARG00000003961,31
ENSDARG00000003963,112
ENSDARG00000003965,4
ENSDARG00000003968,0
ENSDARG00000003970,68
ENSDARG00000003971,60
ENSDARG00000003973,36
ENSDARG00000003974,99
ENSDARG00000003977,25
ENSDARG00000003984,100
ENSDARG00000003989,67
ENSDARG00000003991,92
ENSDARG00000003994,23
ENSDARG00000003998,21
ENSDARG00000004015,5
ENSDARG00000004017,39
ENSDARG00000004018,5
ENSDARG00000004023,275
ENSDARG00000004034,221
ENSDARG00000004037,27
ENSDARG00000004046,39
ENSDARG00000004049,14
ENSDARG00000004051,3
ENSDARG00000004055,133
ENSDARG00000004059,6
ENSDARG00000004060,884
ENSDARG00000004074,191
ENSDARG00000004078,139
ENSDARG00000004082,11
ENSDARG00000004094,210
ENSDARG00000004105,157
ENSDARG00000004109,0
ENSDARG00000004111,9
ENSDARG00000004114,30
ENSDARG00000004115,51
ENSDARG00000004130,1
ENSDARG00000004131,2
ENSDARG00000004132,251
ENSDARG00000004150,19
ENSDARG00000004151,24
ENSDARG00000004154,2
ENSDARG00000004158,22
ENSDARG00000004160,97
ENSDARG00000004161,149
ENSDARG00000004167,14
ENSDARG00000004169,141
ENSDARG00000004171,60
ENSDARG00000004173,342
ENSDARG00000004174,554
ENSDARG00000004176,3
ENSDARG00000004177,78
ENSDARG00000004184,133
ENSDARG00000004187,31
ENSDARG00000004189,122
ENSDARG00000004196,232
ENSDARG00000004199,11
ENSDARG00000004204,2
ENSDARG00000004211,30
ENSDARG00000004218,27
ENSDARG00000004219,3
ENSDARG00000004227,72
ENSDARG00000004232,28
ENSDARG00000004243,0
ENSDARG00000004246,313
ENSDARG00000004251,19
ENSDARG00000004256,1
ENSDARG00000004260,12
ENSDARG00000004261,199
ENSDARG00000004262,45
ENSDARG00000004270,70
ENSDARG00000004274,19
ENSDARG00000004280,44
ENSDARG00000004282,85
ENSDARG00000004291,94
ENSDARG00000004296,243
ENSDARG00000004297,321
ENSDARG00000004301,31
ENSDARG00000004302,21
ENSDARG00000004305,34
ENSDARG00000004306,17
ENSDARG00000004307,12
ENSDARG00000004308,11
ENSDARG00000004311,20
ENSDARG00000004318,11
ENSDARG00000004322,6
ENSDARG00000004325,23
ENSDARG00000004328,20
ENSDARG00000004336,168
ENSDARG00000004343,26
ENSDARG00000004358,40
ENSDARG00000004363,14
ENSDARG00000004372,77
ENSDARG00000004377,197
ENSDARG00000004378,134
ENSDARG00000004386,95
ENSDARG00000004392,28
ENSDARG00000004396,6
ENSDARG00000004402,51
ENSDARG00000004405,17
ENSDARG00000004406,14
ENSDARG00000004415,208
ENSDARG00000004427,7
ENSDARG00000004433,0
ENSDARG00000004436,11
ENSDARG00000004445,21
ENSDARG00000004447,2
ENSDARG00000004451,49
ENSDARG00000004452,631
ENSDARG00000004455,13
ENSDARG00000004459,14
ENSDARG00000004460,33
ENSDARG00000004470,190
ENSDARG00000004472,15
ENSDARG00000004473,18
ENSDARG00000004492,8
ENSDARG00000004497,5
ENSDARG00000004498,0
ENSDARG00000004502,17
ENSDARG00000004517,36
ENSDARG00000004525,38
ENSDARG00000004527,24
ENSDARG00000004529,3
ENSDARG00000004537,612
ENSDARG00000004539,38
ENSDARG00000004561,22
ENSDARG00000004574,9
ENSDARG00000004576,32
ENSDARG00000004580,48
ENSDARG00000004581,116
ENSDARG00000004586,10
ENSDARG00000004587,67
ENSDARG00000004588,466
ENSDARG00000004592,17
ENSDARG00000004594,90
ENSDARG00000004597,22
ENSDARG00000004598,0
ENSDARG00000004616,18
ENSDARG00000004618,25
ENSDARG00000004621,329
ENSDARG00000004627,5
ENSDARG00000004632,31
ENSDARG00000004633,2
ENSDARG00000004634,332
ENSDARG00000004635,209
ENSDARG00000004636,124
ENSDARG00000004643,92
ENSDARG00000004647,0
ENSDARG00000004648,0
ENSDARG00000004658,166
ENSDARG00000004672,164
ENSDARG00000004680,39
ENSDARG00000004687,61
ENSDARG00000004692,134
ENSDARG00000004695,19
ENSDARG00000004696,67
ENSDARG00000004697,24
ENSDARG00000004702,160
ENSDARG00000004706,163
ENSDARG00000004712,56
ENSDARG00000004713,10
ENSDARG00000004714,324
ENSDARG00000004721,12
ENSDARG00000004724,100
ENSDARG00000004726,122
ENSDARG00000004735,364
ENSDARG00000004745,33
ENSDARG00000004748,93
ENSDARG00000004753,111
ENSDARG00000004754,137
ENSDARG00000004757,3540
ENSDARG00000004763,9
ENSDARG00000004771,11
ENSDARG00000004774,122
ENSDARG00000004782,574
ENSDARG00000004785,289
ENSDARG00000004789,56
ENSDARG00000004794,8
ENSDARG00000004796,217
ENSDARG00000004806,37
ENSDARG00000004823,0
ENSDARG00000004830,372
ENSDARG00000004836,114
ENSDARG00000004840,76
ENSDARG00000004843,108
ENSDARG00000004851,25
ENSDARG00000004861,65
ENSDARG00000004864,0
ENSDARG00000004866,67
ENSDARG00000004869,41
ENSDARG00000004870,33
ENSDARG00000004871,11
ENSDARG00000004874,15
ENSDARG00000004875,16
ENSDARG00000004877,333
ENSDARG00000004880,50
ENSDARG00000004889,13
ENSDARG00000004891,100
ENSDARG00000004898,0
ENSDARG00000004904,62
ENSDARG00000004906,185
ENSDARG00000004925,16
ENSDARG00000004930,615
ENSDARG00000004931,45
ENSDARG00000004932,68
ENSDARG00000004937,11
ENSDARG00000004939,62
ENSDARG00000004948,227
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,4
ENSDARG00000004956,33
ENSDARG00000004964,120
ENSDARG00000004979,22
ENSDARG00000004988,132
ENSDARG00000005002,4
ENSDARG00000005004,10
ENSDARG00000005010,18
ENSDARG00000005015,269
ENSDARG00000005023,104
ENSDARG00000005026,201
ENSDARG00000005034,52
ENSDARG00000005049,3
ENSDARG00000005050,1
ENSDARG00000005057,16
ENSDARG00000005058,103
ENSDARG00000005078,33
ENSDARG00000005085,99
ENSDARG00000005092,18
ENSDARG00000005095,2
ENSDARG00000005098,28
ENSDARG00000005104,136
ENSDARG00000005108,123
ENSDARG00000005112,950
ENSDARG00000005115,52
ENSDARG00000005122,283
ENSDARG00000005126,28
ENSDARG00000005128,21
ENSDARG00000005134,102
ENSDARG00000005139,106
ENSDARG00000005141,63
ENSDARG00000005150,26
ENSDARG00000005154,20
ENSDARG00000005159,64
ENSDARG00000005162,666
ENSDARG00000005163,56
ENSDARG00000005172,32
ENSDARG00000005176,7
ENSDARG00000005179,63
ENSDARG00000005185,663
ENSDARG00000005186,112
ENSDARG00000005191,1175
ENSDARG00000005210,42
ENSDARG00000005216,35
ENSDARG00000005218,0
ENSDARG00000005220,53
ENSDARG00000005221,106
ENSDARG00000005230,200
ENSDARG00000005232,121
ENSDARG00000005236,534
ENSDARG00000005246,11
ENSDARG00000005251,35
ENSDARG00000005254,103
ENSDARG00000005271,0
ENSDARG00000005274,4
ENSDARG00000005284,3
ENSDARG00000005314,0
ENSDARG00000005315,173
ENSDARG00000005318,102
ENSDARG00000005320,35
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,2
ENSDARG00000005343,6
ENSDARG00000005350,165
ENSDARG00000005355,94
ENSDARG00000005356,50
ENSDARG00000005359,283
ENSDARG00000005364,1
ENSDARG00000005368,156
ENSDARG00000005371,3
ENSDARG00000005372,42
ENSDARG00000005374,43
ENSDARG00000005382,7
ENSDARG00000005392,0
ENSDARG00000005394,81
ENSDARG00000005397,140
ENSDARG00000005414,0
ENSDARG00000005416,58
ENSDARG00000005423,81
ENSDARG00000005425,47
ENSDARG00000005448,9
ENSDARG00000005451,433
ENSDARG00000005453,126
ENSDARG00000005454,86
ENSDARG00000005456,202
ENSDARG00000005458,137
ENSDARG00000005462,202
ENSDARG00000005463,152
ENSDARG00000005464,5
ENSDARG00000005468,181
ENSDARG00000005476,229
ENSDARG00000005479,497
ENSDARG00000005481,72
ENSDARG00000005482,384
ENSDARG00000005485,44
ENSDARG00000005500,46
ENSDARG00000005510,0
ENSDARG00000005513,2819
ENSDARG00000005518,7
ENSDARG00000005522,0
ENSDARG00000005525,28
ENSDARG00000005526,131
ENSDARG00000005536,210
ENSDARG00000005540,282
ENSDARG00000005541,28
ENSDARG00000005544,29
ENSDARG00000005547,19
ENSDARG00000005549,61
ENSDARG00000005551,51
ENSDARG00000005559,21
ENSDARG00000005560,202
ENSDARG00000005561,14
ENSDARG00000005565,149
ENSDARG00000005574,51
ENSDARG00000005576,140
ENSDARG00000005578,232
ENSDARG00000005586,23
ENSDARG00000005590,79
ENSDARG00000005595,8
ENSDARG00000005606,76
ENSDARG00000005612,28
ENSDARG00000005616,51
ENSDARG00000005619,20
ENSDARG00000005625,122
ENSDARG00000005626,0
ENSDARG00000005627,6
ENSDARG00000005629,166
ENSDARG00000005640,2
ENSDARG00000005643,31
ENSDARG00000005645,226
ENSDARG00000005648,28
ENSDARG00000005651,9
ENSDARG00000005652,285
ENSDARG00000005670,53
ENSDARG00000005673,7
ENSDARG00000005675,117
ENSDARG00000005679,80
ENSDARG00000005690,89
ENSDARG00000005699,80
ENSDARG00000005704,110
ENSDARG00000005713,93
ENSDARG00000005716,42
ENSDARG00000005738,51
ENSDARG00000005739,27
ENSDARG00000005749,92
ENSDARG00000005754,682
ENSDARG00000005762,133
ENSDARG00000005772,27
ENSDARG00000005774,522
ENSDARG00000005775,396
ENSDARG00000005776,54
ENSDARG00000005780,0
ENSDARG00000005783,77
ENSDARG00000005786,48
ENSDARG00000005789,78
ENSDARG00000005791,1572
ENSDARG00000005799,14
ENSDARG00000005800,69
ENSDARG00000005814,0
ENSDARG00000005821,0
ENSDARG00000005823,193
ENSDARG00000005827,199
ENSDARG00000005828,0
ENSDARG00000005834,165
ENSDARG00000005840,255
ENSDARG00000005841,90
ENSDARG00000005842,33
ENSDARG00000005853,4
ENSDARG00000005861,439
ENSDARG00000005865,0
ENSDARG00000005867,113
ENSDARG00000005870,53
ENSDARG00000005883,54
ENSDARG00000005891,288
ENSDARG00000005894,12
ENSDARG00000005897,34
ENSDARG00000005908,59
ENSDARG00000005913,44
ENSDARG00000005915,188
ENSDARG00000005916,16
ENSDARG00000005924,318
ENSDARG00000005926,52
ENSDARG00000005927,171
ENSDARG00000005941,366
ENSDARG00000005942,4
ENSDARG00000005943,33
ENSDARG00000005945,142
ENSDARG00000005948,22
ENSDARG00000005972,12
ENSDARG00000005980,66
ENSDARG00000005989,79
ENSDARG00000005993,5
ENSDARG00000006003,67
ENSDARG00000006008,137
ENSDARG00000006010,35
ENSDARG00000006011,38
ENSDARG00000006019,230
ENSDARG00000006025,49
ENSDARG00000006029,23
ENSDARG00000006031,1132
ENSDARG00000006038,51
ENSDARG00000006040,43
ENSDARG00000006044,19
ENSDARG00000006052,23
ENSDARG00000006060,323
ENSDARG00000006062,341
ENSDARG00000006065,19
ENSDARG00000006074,34
ENSDARG00000006079,0
ENSDARG00000006092,763
ENSDARG00000006093,7
ENSDARG00000006094,322
ENSDARG00000006109,0
ENSDARG00000006110,11
ENSDARG00000006112,157
ENSDARG00000006120,125
ENSDARG00000006124,392
ENSDARG00000006125,178
ENSDARG00000006128,132
ENSDARG00000006137,5
ENSDARG00000006151,0
ENSDARG00000006169,122
ENSDARG00000006174,0
ENSDARG00000006181,45
ENSDARG00000006192,146
ENSDARG00000006196,37
ENSDARG00000006200,945
ENSDARG00000006202,404
ENSDARG00000006206,27
ENSDARG00000006207,3
ENSDARG00000006215,276
ENSDARG00000006219,202
ENSDARG00000006220,596
ENSDARG00000006225,241
ENSDARG00000006235,55
ENSDARG00000006240,22
ENSDARG00000006242,597
ENSDARG00000006251,243
ENSDARG00000006253,25
ENSDARG00000006257,304
ENSDARG00000006260,1644
ENSDARG00000006266,298
ENSDARG00000006272,112
ENSDARG00000006279,26
ENSDARG00000006283,303
ENSDARG00000006288,15
ENSDARG00000006290,54
ENSDARG00000006292,0
ENSDARG00000006299,58
ENSDARG00000006300,33
ENSDARG00000006301,251
ENSDARG00000006307,83
ENSDARG00000006308,19
ENSDARG00000006314,474
ENSDARG00000006316,952
ENSDARG00000006332,190
ENSDARG00000006341,3
ENSDARG00000006345,74
ENSDARG00000006350,0
ENSDARG00000006353,129
ENSDARG00000006356,56
ENSDARG00000006368,19
ENSDARG00000006370,68
ENSDARG00000006372,9
ENSDARG00000006383,102
ENSDARG00000006385,69
ENSDARG00000006389,116
ENSDARG00000006392,37
ENSDARG00000006395,400
ENSDARG00000006396,217
ENSDARG00000006397,221
ENSDARG00000006399,221
ENSDARG00000006408,199
ENSDARG00000006409,0
ENSDARG00000006413,94
ENSDARG00000006420,155
ENSDARG00000006422,85
ENSDARG00000006427,1119
ENSDARG00000006434,24
ENSDARG00000006447,3
ENSDARG00000006456,64
ENSDARG00000006467,11
ENSDARG00000006468,18
ENSDARG00000006474,12
ENSDARG00000006477,89
ENSDARG00000006487,253
ENSDARG00000006491,56
ENSDARG00000006494,66
ENSDARG00000006497,521
ENSDARG00000006501,12
ENSDARG00000006508,39
ENSDARG00000006514,86
ENSDARG00000006522,5
ENSDARG00000006524,419
ENSDARG00000006526,2272
ENSDARG00000006527,85
ENSDARG00000006544,6
ENSDARG00000006545,112
ENSDARG00000006546,129
ENSDARG00000006553,65
ENSDARG00000006560,0
ENSDARG00000006566,104
ENSDARG00000006567,11
ENSDARG00000006568,0
ENSDARG00000006577,16
ENSDARG00000006580,0
ENSDARG00000006584,227
ENSDARG00000006585,62
ENSDARG00000006588,60
ENSDARG00000006598,38
ENSDARG00000006600,82
ENSDARG00000006601,41
ENSDARG00000006602,15
ENSDARG00000006603,151
ENSDARG00000006604,29
ENSDARG00000006607,25
ENSDARG00000006609,88
ENSDARG00000006615,83
ENSDARG00000006617,77
ENSDARG00000006621,94
ENSDARG00000006624,95
ENSDARG00000006636,55
ENSDARG00000006639,47
ENSDARG00000006640,33
ENSDARG00000006642,58
ENSDARG00000006666,0
ENSDARG00000006672,67
ENSDARG00000006677,114
ENSDARG00000006678,7
ENSDARG00000006683,213
ENSDARG00000006691,1035
ENSDARG00000006712,26
