"","diff","lwr.ci","upr.ci","pval"
"0.1-0",5.50101614743627,-30.6083999879538,41.6104322828263,0.993758912886586
"1-0",8.68513641718075,-27.4242797182093,44.7945525525708,0.955652431753366
"10-0",4.81856727268772,-31.2908488627023,40.9279834080778,0.996606823910472
"100-0",-8.86655941896775,-44.9759755543578,27.2428567164223,0.951860132163128
"1000-0",-17.3551522205559,-53.4645683559459,18.7542639148342,0.60019580608989
