Chemical,Dose,Dose(mg/L),Animal,Group,control_mean,control_sd,Norm_Fluorescence,z_score,Outlier
4C3MP,Dose_1,1,5,B,7.218444444444445,3.245326259065146,10.47,1.0019194669482028,FALSE
4C3MP,Dose_1,1,6,B,7.218444444444445,3.245326259065146,13.978,2.0828585528725,FALSE
4C3MP,Dose_2,0.1,13,B,7.218444444444445,3.245326259065146,12.505,1.6289750655388373,FALSE
4C3MP,Dose_2,0.1,14,B,7.218444444444445,3.245326259065146,6.085,-0.34925439045716977,FALSE
4C3MP,Dose_2,0.1,15,B,7.218444444444445,3.245326259065146,6.776,-0.13633280882270865,FALSE
4C3MP,Dose_3,0.01,22,B,7.218444444444445,3.245326259065146,5.627,-0.490380417068723,FALSE
4C3MP,Dose_3,0.01,23,B,7.218444444444445,3.245326259065146,9.229,0.6195233992081641,FALSE
4C3MP,Dose_3,0.01,24,B,7.218444444444445,3.245326259065146,11.155,1.2129922360069663,FALSE
4C3MP,Dose_4,0.001,31,B,7.218444444444445,3.245326259065146,7.068,-0.046357263472111526,FALSE
4C3MP,Dose_4,0.001,32,B,7.218444444444445,3.245326259065146,5.628,-0.49007228163944,FALSE
4C3MP,Dose_4,0.001,33,B,7.218444444444445,3.245326259065146,9.47,0.6937840376653356,FALSE
4C3MP,Dose_5,1e-4,40,B,7.218444444444445,3.245326259065146,13.049,1.7966007390687166,FALSE
4C3MP,Dose_5,1e-4,41,B,7.218444444444445,3.245326259065146,4.576,-0.8142307532450164,FALSE
4C3MP,Dose_5,1e-4,42,B,7.218444444444445,3.245326259065146,3.098,-1.2696549177250938,FALSE
4C3MP,Dose_6,0,49,B,7.218444444444445,3.245326259065146,7.482,0.08121080425099564,FALSE
4C3MP,Dose_6,0,50,B,7.218444444444445,3.245326259065146,4.414,-0.8641486927888408,FALSE
4C3MP,Dose_6,0,51,B,7.218444444444445,3.245326259065146,7.113,-0.03249116915438226,FALSE
4C3MP,Dose_1,1,7,C,7.218444444444445,3.245326259065146,12.805,1.7214156943236971,FALSE
4C3MP,Dose_1,1,8,C,7.218444444444445,3.245326259065146,14.013,2.0936432928974007,FALSE
4C3MP,Dose_1,1,9,C,7.218444444444445,3.245326259065146,9.938,0.8379914185697174,FALSE
4C3MP,Dose_2,0.1,16,C,7.218444444444445,3.245326259065146,4.05,-0.9763099890478044,FALSE
4C3MP,Dose_2,0.1,17,C,7.218444444444445,3.245326259065146,2.174,-1.5543720543824628,FALSE
4C3MP,Dose_2,0.1,18,C,7.218444444444445,3.245326259065146,6.7,-0.15975110144820645,FALSE
4C3MP,Dose_3,0.01,25,C,7.218444444444445,3.245326259065146,14.443,2.2261415274890335,FALSE
4C3MP,Dose_3,0.01,26,C,7.218444444444445,3.245326259065146,11.54,1.33162437628087,FALSE
4C3MP,Dose_3,0.01,27,C,7.218444444444445,3.245326259065146,9.177,0.6035003568854552,FALSE
4C3MP,Dose_4,0.001,34,C,7.218444444444445,3.245326259065146,6.923,-0.09103690071812713,FALSE
4C3MP,Dose_4,0.001,35,C,7.218444444444445,3.245326259065146,7.199,-0.005991522236055865,FALSE
4C3MP,Dose_4,0.001,36,C,7.218444444444445,3.245326259065146,8.509,0.3976658901245002,FALSE
4C3MP,Dose_5,1e-4,43,C,7.218444444444445,3.245326259065146,6.588,-0.19426226952788758,FALSE
4C3MP,Dose_5,1e-4,44,C,7.218444444444445,3.245326259065146,5.86,-0.4185848620458148,FALSE
4C3MP,Dose_5,1e-4,45,C,7.218444444444445,3.245326259065146,4.97,-0.6928253941075667,FALSE
4C3MP,Dose_6,0,52,C,7.218444444444445,3.245326259065146,14.001,2.089945667746006,FALSE
4C3MP,Dose_6,0,53,C,7.218444444444445,3.245326259065146,7.822,0.18597685020717042,FALSE
4C3MP,Dose_6,0,54,C,7.218444444444445,3.245326259065146,3.246,-1.2240508741912295,FALSE
4TOP,Dose_1,0.1,1,A,16.09422222222222,5.924934277647681,3.085,-2.1956736754533495,FALSE
4TOP,Dose_1,0.1,2,A,16.09422222222222,5.924934277647681,5.905,-1.7197190288948736,FALSE
4TOP,Dose_1,0.1,3,A,16.09422222222222,5.924934277647681,1.426,-2.47567678135424,FALSE
4TOP,Dose_2,0.01,10,A,16.09422222222222,5.924934277647681,-0.064,-2.7271563641103143,FALSE
4TOP,Dose_2,0.01,11,A,16.09422222222222,5.924934277647681,3.893,-2.059300854737304,FALSE
4TOP,Dose_2,0.01,12,A,16.09422222222222,5.924934277647681,4.339,-1.9840257581539422,FALSE
4TOP,Dose_3,0.001,19,A,16.09422222222222,5.924934277647681,15.746,-0.058772335000561754,FALSE
4TOP,Dose_3,0.001,20,A,16.09422222222222,5.924934277647681,11.796,-0.7254463966693488,FALSE
4TOP,Dose_3,0.001,21,A,16.09422222222222,5.924934277647681,21.867,0.9743192932208674,FALSE
4TOP,Dose_4,1e-4,28,A,16.09422222222222,5.924934277647681,13.88,-0.3737125372977659,FALSE
4TOP,Dose_4,1e-4,29,A,16.09422222222222,5.924934277647681,15.767,-0.055227991887892416,FALSE
4TOP,Dose_4,1e-4,30,A,16.09422222222222,5.924934277647681,19.208,0.5255379438595241,FALSE
4TOP,Dose_5,1e-5,37,A,16.09422222222222,5.924934277647681,10.988,-0.8618192173853945,FALSE
4TOP,Dose_5,1e-5,38,A,16.09422222222222,5.924934277647681,14.938,-0.19514515571660726,FALSE
4TOP,Dose_5,1e-5,39,A,16.09422222222222,5.924934277647681,19.19,0.5224999354772365,FALSE
4TOP,Dose_6,0,46,A,16.09422222222222,5.924934277647681,9.599,-1.0962521975519626,FALSE
4TOP,Dose_6,0,47,A,16.09422222222222,5.924934277647681,8.426,-1.2942290771310734,FALSE
4TOP,Dose_6,0,48,A,16.09422222222222,5.924934277647681,13.361,-0.4613084456537407,FALSE
4TOP,Dose_1,0.1,4,B,16.09422222222222,5.924934277647681,1.503,-2.4626808566077854,FALSE
4TOP,Dose_1,0.1,5,B,16.09422222222222,5.924934277647681,6.432,-1.6307728945912154,FALSE
4TOP,Dose_1,0.1,6,B,16.09422222222222,5.924934277647681,5.096,-1.8562606278543798,FALSE
4TOP,Dose_2,0.01,13,B,16.09422222222222,5.924934277647681,9.836,-1.0562517538518355,FALSE
4TOP,Dose_2,0.01,14,B,16.09422222222222,5.924934277647681,15.049,-0.17641077069249722,FALSE
4TOP,Dose_2,0.01,15,B,16.09422222222222,5.924934277647681,24.852,1.4781223499503178,FALSE
4TOP,Dose_3,0.001,22,B,16.09422222222222,5.924934277647681,NA,NA,TRUE
4TOP,Dose_3,0.001,23,B,16.09422222222222,5.924934277647681,16.668,0.09684120546997516,FALSE
4TOP,Dose_3,0.001,24,B,16.09422222222222,5.924934277647681,16.251,0.02646067794696684,FALSE
4TOP,Dose_4,1e-4,31,B,16.09422222222222,5.924934277647681,15.356,-0.12459584995013828,FALSE
4TOP,Dose_4,1e-4,32,B,16.09422222222222,5.924934277647681,9.628,-1.0913576284916096,FALSE
4TOP,Dose_4,1e-4,33,B,16.09422222222222,5.924934277647681,23.142,1.189511553632944,FALSE
4TOP,Dose_5,1e-5,40,B,16.09422222222222,5.924934277647681,10.067,-1.017263979612471,FALSE
4TOP,Dose_5,1e-5,41,B,16.09422222222222,5.924934277647681,25.473,1.5829336391392586,FALSE
4TOP,Dose_5,1e-5,42,B,16.09422222222222,5.924934277647681,19.188,0.5221623789903151,FALSE
4TOP,Dose_6,0,49,B,16.09422222222222,5.924934277647681,27.437,1.9144141092955873,FALSE
4TOP,Dose_6,0,50,B,16.09422222222222,5.924934277647681,15.274,-0.1384356659138955,FALSE
4TOP,Dose_6,0,51,B,16.09422222222222,5.924934277647681,15.692,-0.06788636014742623,FALSE
4TOP,Dose_1,0.1,7,C,16.09422222222222,5.924934277647681,4.259,-1.9975280176307784,FALSE
4TOP,Dose_1,0.1,8,C,16.09422222222222,5.924934277647681,NA,NA,TRUE
4TOP,Dose_1,0.1,9,C,16.09422222222222,5.924934277647681,10.426,-0.9566725902101686,FALSE
4TOP,Dose_2,0.01,16,C,16.09422222222222,5.924934277647681,27.582,1.9388869545973528,FALSE
4TOP,Dose_2,0.01,17,C,16.09422222222222,5.924934277647681,10.944,-0.8692454600976541,FALSE
4TOP,Dose_2,0.01,18,C,16.09422222222222,5.924934277647681,16.643,0.09262174938346408,FALSE
4TOP,Dose_3,0.001,25,C,16.09422222222222,5.924934277647681,14.435,-0.2800406121772148,FALSE
4TOP,Dose_3,0.001,26,C,16.09422222222222,5.924934277647681,9.755,-1.069922791572132,FALSE
4TOP,Dose_3,0.001,27,C,16.09422222222222,5.924934277647681,5.697,-1.7548249035346482,FALSE
4TOP,Dose_4,1e-4,34,C,16.09422222222222,5.924934277647681,20.884,0.8084102798992426,FALSE
4TOP,Dose_4,1e-4,35,C,16.09422222222222,5.924934277647681,19.188,0.5221623789903151,FALSE
4TOP,Dose_4,1e-4,36,C,16.09422222222222,5.924934277647681,11.866,-0.7136319196271171,FALSE
4TOP,Dose_5,1e-5,43,C,16.09422222222222,5.924934277647681,16.292,0.03338058592884545,FALSE
4TOP,Dose_5,1e-5,44,C,16.09422222222222,5.924934277647681,25.88,1.6516263842276626,FALSE
4TOP,Dose_5,1e-5,45,C,16.09422222222222,5.924934277647681,14.047,-0.34552657063987036,FALSE
4TOP,Dose_6,0,52,C,16.09422222222222,5.924934277647681,22.497,1.0806495866009522,FALSE
4TOP,Dose_6,0,53,C,16.09422222222222,5.924934277647681,17.235,0.1925384695120517,FALSE
4TOP,Dose_6,0,54,C,16.09422222222222,5.924934277647681,15.327,-0.12949041901049138,FALSE
Aniline,Dose_1,10,1,A,9.181666666666667,2.6548926531971118,11.068,0.7105120921035155,FALSE
Aniline,Dose_1,10,2,A,9.181666666666667,2.6548926531971118,14.234,1.9030273511244014,FALSE
Aniline,Dose_1,10,3,A,9.181666666666667,2.6548926531971118,12.009,1.0649520348510373,FALSE
Aniline,Dose_2,1,10,A,9.181666666666667,2.6548926531971118,4.675,-1.6974948728113681,FALSE
Aniline,Dose_2,1,11,A,9.181666666666667,2.6548926531971118,11.548,0.8913103625804661,FALSE
Aniline,Dose_2,1,12,A,9.181666666666667,2.6548926531971118,12.462,1.2355804026136592,FALSE
Aniline,Dose_3,0.1,19,A,9.181666666666667,2.6548926531971118,10.414,0.4641744485786706,FALSE
Aniline,Dose_3,0.1,20,A,9.181666666666667,2.6548926531971118,10.545,0.5135173098963384,FALSE
Aniline,Dose_3,0.1,21,A,9.181666666666667,2.6548926531971118,12.389,1.2080839989786227,FALSE
Aniline,Dose_4,0.01,28,A,9.181666666666667,2.6548926531971118,8.036,-0.43153031640922146,FALSE
Aniline,Dose_4,0.01,29,A,9.181666666666667,2.6548926531971118,4.417,-1.794673943192729,FALSE
Aniline,Dose_4,0.01,30,A,9.181666666666667,2.6548926531971118,6.836,-0.8835259926015973,FALSE
Aniline,Dose_5,0.001,37,A,9.181666666666667,2.6548926531971118,4.879,-1.6206556078586642,FALSE
Aniline,Dose_5,0.001,38,A,9.181666666666667,2.6548926531971118,8.203,-0.3686275848057825,FALSE
Aniline,Dose_5,0.001,39,A,9.181666666666667,2.6548926531971118,9.32,0.05210505711662125,FALSE
Aniline,Dose_6,0,46,A,9.181666666666667,2.6548926531971118,6.595,-0.9743017909035664,FALSE
Aniline,Dose_6,0,47,A,9.181666666666667,2.6548926531971118,7.937,-0.4688199596950922,FALSE
Aniline,Dose_6,0,48,A,9.181666666666667,2.6548926531971118,7.288,-0.7132742879024689,FALSE
Aniline,Dose_1,10,4,B,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_1,10,5,B,9.181666666666667,2.6548926531971118,21.156,4.510289076627424,FALSE
Aniline,Dose_1,10,6,B,9.181666666666667,2.6548926531971118,18.182,3.390093125797318,FALSE
Aniline,Dose_2,1,13,B,9.181666666666667,2.6548926531971118,3.535,-2.1268907651941253,FALSE
Aniline,Dose_2,1,14,B,9.181666666666667,2.6548926531971118,10.234,0.3963750971498143,FALSE
Aniline,Dose_2,1,15,B,9.181666666666667,2.6548926531971118,20.521,4.271108031308959,FALSE
Aniline,Dose_3,0.1,22,B,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_3,0.1,23,B,9.181666666666667,2.6548926531971118,7.121,-0.7761770195059079,FALSE
Aniline,Dose_3,0.1,24,B,9.181666666666667,2.6548926531971118,10.576,0.5251938648646417,FALSE
Aniline,Dose_4,0.01,31,B,9.181666666666667,2.6548926531971118,6.598,-0.9731718017130854,FALSE
Aniline,Dose_4,0.01,32,B,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_4,0.01,33,B,9.181666666666667,2.6548926531971118,3.556,-2.118980840860759,FALSE
Aniline,Dose_5,0.001,40,B,9.181666666666667,2.6548926531971118,15.647,2.435252259840924,FALSE
Aniline,Dose_5,0.001,41,B,9.181666666666667,2.6548926531971118,12.785,1.3572425721221073,FALSE
Aniline,Dose_5,0.001,42,B,9.181666666666667,2.6548926531971118,9.669,0.18356046627590406,FALSE
Aniline,Dose_6,0,49,B,9.181666666666667,2.6548926531971118,9.036,-0.05486725291557469,FALSE
Aniline,Dose_6,0,50,B,9.181666666666667,2.6548926531971118,14.727,2.0887222414267694,FALSE
Aniline,Dose_6,0,51,B,9.181666666666667,2.6548926531971118,7.834,-0.507616255234938,FALSE
Aniline,Dose_1,10,7,C,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_1,10,8,C,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_1,10,9,C,9.181666666666667,2.6548926531971118,NA,NA,TRUE
Aniline,Dose_2,1,16,C,9.181666666666667,2.6548926531971118,11.393,0.8329275877389511,FALSE
Aniline,Dose_2,1,17,C,9.181666666666667,2.6548926531971118,10.914,0.652505980325494,FALSE
Aniline,Dose_2,1,18,C,9.181666666666667,2.6548926531971118,10.737,0.5858366180871186,FALSE
Aniline,Dose_3,0.1,25,C,9.181666666666667,2.6548926531971118,7.768,-0.5324760174255186,FALSE
Aniline,Dose_3,0.1,26,C,9.181666666666667,2.6548926531971118,13.054,1.4585649362018982,FALSE
Aniline,Dose_3,0.1,27,C,9.181666666666667,2.6548926531971118,5.281,-1.4692370563342183,FALSE
Aniline,Dose_4,0.01,34,C,9.181666666666667,2.6548926531971118,6.081,-1.1679066055393006,FALSE
Aniline,Dose_4,0.01,35,C,9.181666666666667,2.6548926531971118,5.645,-1.3321317012225309,FALSE
Aniline,Dose_4,0.01,36,C,9.181666666666667,2.6548926531971118,5.428,-1.413867586000652,FALSE
Aniline,Dose_5,0.001,43,C,9.181666666666667,2.6548926531971118,8.089,-0.41156717404405785,FALSE
Aniline,Dose_5,0.001,44,C,9.181666666666667,2.6548926531971118,6.792,-0.9000991673953179,FALSE
Aniline,Dose_5,0.001,45,C,9.181666666666667,2.6548926531971118,6.457,-1.0262812936656895,FALSE
Aniline,Dose_6,0,52,C,9.181666666666667,2.6548926531971118,12.083,1.0928251015495671,FALSE
Aniline,Dose_6,0,53,C,9.181666666666667,2.6548926531971118,7.384,-0.6771146338070788,FALSE
Aniline,Dose_6,0,54,C,9.181666666666667,2.6548926531971118,9.751,0.2144468374823827,FALSE
BPA,Dose_1,1,1,A,23.179666666666666,14.24917787102119,26.634,0.2424233429185044,FALSE
BPA,Dose_1,1,2,A,23.179666666666666,14.24917787102119,52.624,2.066388222524389,FALSE
BPA,Dose_1,1,3,A,23.179666666666666,14.24917787102119,33.822,0.7468734989249338,FALSE
BPA,Dose_2,0.1,10,A,23.179666666666666,14.24917787102119,4.577,-1.3055256124284365,FALSE
BPA,Dose_2,0.1,11,A,23.179666666666666,14.24917787102119,12.309,-0.762897815232873,FALSE
BPA,Dose_2,0.1,12,A,23.179666666666666,14.24917787102119,9.298,-0.9742082520352322,FALSE
BPA,Dose_3,0.01,19,A,23.179666666666666,14.24917787102119,18.419,-0.334101146729912,FALSE
BPA,Dose_3,0.01,20,A,23.179666666666666,14.24917787102119,25.4,0.15582185536815177,FALSE
BPA,Dose_3,0.01,21,A,23.179666666666666,14.24917787102119,16.766,-0.45010783953439565,FALSE
BPA,Dose_4,0.001,28,A,23.179666666666666,14.24917787102119,8.535,-1.0277552009824924,FALSE
BPA,Dose_4,0.001,29,A,23.179666666666666,14.24917787102119,13.141,-0.704508481649491,FALSE
BPA,Dose_4,0.001,30,A,23.179666666666666,14.24917787102119,13.335,-0.6908936610783658,FALSE
BPA,Dose_5,1e-4,37,A,23.179666666666666,14.24917787102119,5.662,-1.229380868512608,FALSE
BPA,Dose_5,1e-4,38,A,23.179666666666666,14.24917787102119,8.879,-1.0036134572893634,FALSE
BPA,Dose_5,1e-4,39,A,23.179666666666666,14.24917787102119,13.449,-0.6828931995056429,FALSE
BPA,Dose_6,0,46,A,23.179666666666666,14.24917787102119,17.965,-0.36596263404584395,FALSE
BPA,Dose_6,0,47,A,23.179666666666666,14.24917787102119,17.705,-0.3842093007906509,FALSE
BPA,Dose_6,0,48,A,23.179666666666666,14.24917787102119,32.614,0.6620966780490617,FALSE
BPA,Dose_1,1,4,B,23.179666666666666,14.24917787102119,29.417,0.4377328565754178,FALSE
BPA,Dose_1,1,5,B,23.179666666666666,14.24917787102119,30.472,0.5117722158668455,FALSE
BPA,Dose_1,1,6,B,23.179666666666666,14.24917787102119,32.191,0.6324107548450109,FALSE
BPA,Dose_2,0.1,13,B,23.179666666666666,14.24917787102119,14.871,-0.5830979683090454,FALSE
BPA,Dose_2,0.1,14,B,23.179666666666666,14.24917787102119,21.191,-0.13956360743527907,FALSE
BPA,Dose_2,0.1,15,B,23.179666666666666,14.24917787102119,22.087,-0.07668278665317542,FALSE
BPA,Dose_3,0.01,22,B,23.179666666666666,14.24917787102119,24.756,0.11062626543101492,FALSE
BPA,Dose_3,0.01,23,B,23.179666666666666,14.24917787102119,21.13,-0.14384455617156067,FALSE
BPA,Dose_3,0.01,24,B,23.179666666666666,14.24917787102119,25.678,0.17533175288759925,FALSE
BPA,Dose_4,0.001,31,B,23.179666666666666,14.24917787102119,21.539,-0.11514114579222973,FALSE
BPA,Dose_4,0.001,32,B,23.179666666666666,14.24917787102119,12.13,-0.7754599434917976,FALSE
BPA,Dose_4,0.001,33,B,23.179666666666666,14.24917787102119,12.024,-0.7828989691646805,FALSE
BPA,Dose_5,1e-4,40,B,23.179666666666666,14.24917787102119,15.344,-0.549903070730993,FALSE
BPA,Dose_5,1e-4,41,B,23.179666666666666,14.24917787102119,36.04,0.902531602155632,FALSE
BPA,Dose_5,1e-4,42,B,23.179666666666666,14.24917787102119,37.709,1.0196611667597963,FALSE
BPA,Dose_6,0,49,B,23.179666666666666,14.24917787102119,34.838,0.8181758582046404,FALSE
BPA,Dose_6,0,50,B,23.179666666666666,14.24917787102119,23.503,0.022691367618541906,FALSE
BPA,Dose_6,0,51,B,23.179666666666666,14.24917787102119,15.69,-0.5256209680629039,FALSE
BPA,Dose_1,1,7,C,23.179666666666666,14.24917787102119,45.899,1.5944311692212119,FALSE
BPA,Dose_1,1,8,C,23.179666666666666,14.24917787102119,38.604,1.0824718080544196,FALSE
BPA,Dose_1,1,9,C,23.179666666666666,14.24917787102119,23.72,0.03792031640170753,FALSE
BPA,Dose_2,0.1,16,C,23.179666666666666,14.24917787102119,31.647,0.5942331136558763,FALSE
BPA,Dose_2,0.1,17,C,23.179666666666666,14.24917787102119,39.647,1.155669013496087,FALSE
BPA,Dose_2,0.1,18,C,23.179666666666666,14.24917787102119,35.63,0.8737580122888214,FALSE
BPA,Dose_3,0.01,25,C,23.179666666666666,14.24917787102119,35.198,0.8434404736974499,FALSE
BPA,Dose_3,0.01,26,C,23.179666666666666,14.24917787102119,18.819,-0.3060293517379015,FALSE
BPA,Dose_3,0.01,27,C,23.179666666666666,14.24917787102119,24.963,0.12515341933938043,FALSE
BPA,Dose_4,0.001,34,C,23.179666666666666,14.24917787102119,20.368,-0.19732132563134078,FALSE
BPA,Dose_4,0.001,35,C,23.179666666666666,14.24917787102119,10.623,-0.8812204311241973,FALSE
BPA,Dose_4,0.001,36,C,23.179666666666666,14.24917787102119,6.884,-1.1436215348120158,FALSE
BPA,Dose_5,1e-4,43,C,23.179666666666666,14.24917787102119,26.213,0.21287777868941335,FALSE
BPA,Dose_5,1e-4,44,C,23.179666666666666,14.24917787102119,19.356,-0.2683429669611272,FALSE
BPA,Dose_5,1e-4,45,C,23.179666666666666,14.24917787102119,26.348,0.22235200949921677,FALSE
BPA,Dose_6,0,52,C,23.179666666666666,14.24917787102119,51.333,1.9757865041876748,FALSE
BPA,Dose_6,0,53,C,23.179666666666666,14.24917787102119,8.092,-1.0588447139361439,FALSE
BPA,Dose_6,0,54,C,23.179666666666666,14.24917787102119,6.877,-1.144112791224376,FALSE
BPAF,Dose_1,1,1,A,3.1355555555555554,2.3046226432493837,1.437,-0.7370211173316821,FALSE
BPAF,Dose_1,1,2,A,3.1355555555555554,2.3046226432493837,2.947,-0.08181623837979089,FALSE
BPAF,Dose_1,1,3,A,3.1355555555555554,2.3046226432493837,2.311,-0.35778332646813715,FALSE
BPAF,Dose_2,0.1,10,A,3.1355555555555554,2.3046226432493837,4.327,0.516980273510017,FALSE
BPAF,Dose_2,0.1,11,A,3.1355555555555554,2.3046226432493837,4.301,0.5056986000976004,FALSE
BPAF,Dose_2,0.1,12,A,3.1355555555555554,2.3046226432493837,3.625,0.21237509137476684,FALSE
BPAF,Dose_3,0.01,19,A,3.1355555555555554,2.3046226432493837,1.099,-0.8836828716930988,FALSE
BPAF,Dose_3,0.01,20,A,3.1355555555555554,2.3046226432493837,NA,NA,TRUE
BPAF,Dose_3,0.01,21,A,3.1355555555555554,2.3046226432493837,2.61,-0.2280440822253455,FALSE
BPAF,Dose_4,0.001,28,A,3.1355555555555554,2.3046226432493837,4.06,0.4011261657748148,FALSE
BPAF,Dose_4,0.001,29,A,3.1355555555555554,2.3046226432493837,4.902,0.7664788201307703,FALSE
BPAF,Dose_4,0.001,30,A,3.1355555555555554,2.3046226432493837,3.525,0.16898403978854884,FALSE
BPAF,Dose_5,1e-4,37,A,3.1355555555555554,2.3046226432493837,1.877,-0.5461004903523231,FALSE
BPAF,Dose_5,1e-4,38,A,3.1355555555555554,2.3046226432493837,0.844,-0.9943300532379546,FALSE
BPAF,Dose_5,1e-4,39,A,3.1355555555555554,2.3046226432493837,4.547,0.6124405869996963,FALSE
BPAF,Dose_6,0,46,A,3.1355555555555554,2.3046226432493837,0.7,-1.0568131675221084,FALSE
BPAF,Dose_6,0,47,A,3.1355555555555554,2.3046226432493837,1.885,-0.5426292062254257,FALSE
BPAF,Dose_6,0,48,A,3.1355555555555554,2.3046226432493837,2.788,-0.15080801040187755,FALSE
BPAF,Dose_1,1,4,B,3.1355555555555554,2.3046226432493837,6.044,1.262004629245379,FALSE
BPAF,Dose_1,1,5,B,3.1355555555555554,2.3046226432493837,3.769,0.2748582056589208,FALSE
BPAF,Dose_1,1,6,B,3.1355555555555554,2.3046226432493837,6.319,1.3813300211074786,FALSE
BPAF,Dose_2,0.1,13,B,3.1355555555555554,2.3046226432493837,2.637,-0.2163284982970666,FALSE
BPAF,Dose_2,0.1,14,B,3.1355555555555554,2.3046226432493837,2.25,-0.38425186793573013,FALSE
BPAF,Dose_2,0.1,15,B,3.1355555555555554,2.3046226432493837,3.579,0.19241520764510667,FALSE
BPAF,Dose_3,0.01,22,B,3.1355555555555554,2.3046226432493837,4.289,0.500491673907254,FALSE
BPAF,Dose_3,0.01,23,B,3.1355555555555554,2.3046226432493837,1.874,-0.5474022218999096,FALSE
BPAF,Dose_3,0.01,24,B,3.1355555555555554,2.3046226432493837,5.999,1.242478656031581,FALSE
BPAF,Dose_4,0.001,31,B,3.1355555555555554,2.3046226432493837,3.443,0.1334033774878502,FALSE
BPAF,Dose_4,0.001,32,B,3.1355555555555554,2.3046226432493837,3.058,-0.03365217111908906,FALSE
BPAF,Dose_4,0.001,33,B,3.1355555555555554,2.3046226432493837,2.629,-0.21979978242396403,FALSE
BPAF,Dose_5,1e-4,40,B,3.1355555555555554,2.3046226432493837,5.014,0.8150767979073344,FALSE
BPAF,Dose_5,1e-4,41,B,3.1355555555555554,2.3046226432493837,3.68,0.2362401697471868,FALSE
BPAF,Dose_5,1e-4,42,B,3.1355555555555554,2.3046226432493837,5.793,1.1530930897639724,FALSE
BPAF,Dose_6,0,49,B,3.1355555555555554,2.3046226432493837,1.723,-0.6129227097950988,FALSE
BPAF,Dose_6,0,50,B,3.1355555555555554,2.3046226432493837,2.6,-0.2323831873839672,FALSE
BPAF,Dose_6,0,51,B,3.1355555555555554,2.3046226432493837,7.159,1.7458148544317096,FALSE
BPAF,Dose_1,1,7,C,3.1355555555555554,2.3046226432493837,6.132,1.300188754641251,FALSE
BPAF,Dose_1,1,8,C,3.1355555555555554,2.3046226432493837,2.719,-0.18074783599636793,FALSE
BPAF,Dose_1,1,9,C,3.1355555555555554,2.3046226432493837,5.055,0.8328671290576836,FALSE
BPAF,Dose_2,0.1,16,C,3.1355555555555554,2.3046226432493837,5.721,1.1218515326218954,FALSE
BPAF,Dose_2,0.1,17,C,3.1355555555555554,2.3046226432493837,7.072,1.7080646395517,FALSE
BPAF,Dose_2,0.1,18,C,3.1355555555555554,2.3046226432493837,1.833,-0.5651925530502591,FALSE
BPAF,Dose_3,0.01,25,C,3.1355555555555554,2.3046226432493837,3.655,0.22539240685063217,FALSE
BPAF,Dose_3,0.01,26,C,3.1355555555555554,2.3046226432493837,2.577,-0.24236312924879738,FALSE
BPAF,Dose_3,0.01,27,C,3.1355555555555554,2.3046226432493837,2.31,-0.3582172369839993,FALSE
BPAF,Dose_4,0.001,34,C,3.1355555555555554,2.3046226432493837,5.297,0.937873473896331,FALSE
BPAF,Dose_4,0.001,35,C,3.1355555555555554,2.3046226432493837,5.474,1.014675635203937,FALSE
BPAF,Dose_4,0.001,36,C,3.1355555555555554,2.3046226432493837,3.813,0.29395026835685667,FALSE
BPAF,Dose_5,1e-4,43,C,3.1355555555555554,2.3046226432493837,4.246,0.48183352172518057,FALSE
BPAF,Dose_5,1e-4,44,C,3.1355555555555554,2.3046226432493837,3.135,-2.4106139770124858e-4,FALSE
BPAF,Dose_5,1e-4,45,C,3.1355555555555554,2.3046226432493837,3.563,0.18547263939131178,FALSE
BPAF,Dose_6,0,52,C,3.1355555555555554,2.3046226432493837,2.525,-0.26492647607363073,FALSE
BPAF,Dose_6,0,53,C,3.1355555555555554,2.3046226432493837,6.943,1.6520901830054786,FALSE
BPAF,Dose_6,0,54,C,3.1355555555555554,2.3046226432493837,1.897,-0.5374222800350795,FALSE
Clofibric-acid,Dose_1,10,1,A,4.246571428571428,2.857595892654223,-0.426,-1.6351407281144292,FALSE
Clofibric-acid,Dose_1,10,2,A,4.246571428571428,2.857595892654223,0.352,-1.3628838978187467,FALSE
Clofibric-acid,Dose_1,10,3,A,4.246571428571428,2.857595892654223,-0.542,-1.6757342915004179,FALSE
Clofibric-acid,Dose_2,1,10,A,4.246571428571428,2.857595892654223,-0.219,-1.5627022141411566,FALSE
Clofibric-acid,Dose_2,1,11,A,4.246571428571428,2.857595892654223,4.679,0.1513260053810194,FALSE
Clofibric-acid,Dose_2,1,12,A,4.246571428571428,2.857595892654223,4.998,0.26295830469248815,FALSE
Clofibric-acid,Dose_3,0.1,19,A,4.246571428571428,2.857595892654223,2.465,-0.6234511440722468,FALSE
Clofibric-acid,Dose_3,0.1,20,A,4.246571428571428,2.857595892654223,6.85,0.9110555408205135,FALSE
Clofibric-acid,Dose_3,0.1,21,A,4.246571428571428,2.857595892654223,6.27,0.7080877238905703,FALSE
Clofibric-acid,Dose_4,0.01,28,A,4.246571428571428,2.857595892654223,NA,NA,TRUE
