Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_1,Baseline_2,Baseline_Fluorescence,24h_1,24h_2,h24_Fluorescence,Delta_Fluorescence,Norm_factor,Norm_Fluorescence,Outlier
4C3MP,1,Dose_1,3,A,28.836,27.368,28.101999999999997,44.87,40.699,42.784499999999994,14.682499999999996,-0.4397500000000001,15.122,FALSE
4C3MP,1,Dose_1,4,B,28.571,27.959,28.265,41.053,39.732,40.3925,12.127499999999998,-0.4397500000000001,12.567,FALSE
4C3MP,1,Dose_1,5,B,28.777,27.846,28.3115,38.875,37.809,38.342,10.030499999999996,-0.4397500000000001,10.47,FALSE
4C3MP,1,Dose_1,6,B,27.517,27.17,27.3435,41.372,40.392,40.882000000000005,13.538500000000006,-0.4397500000000001,13.978,FALSE
4C3MP,1,Dose_1,7,C,28.226,27.292,27.759,38.799,41.449,40.123999999999995,12.364999999999997,-0.4397500000000001,12.805,FALSE
4C3MP,1,Dose_1,8,C,29.464,29.277,29.3705,43.311,42.576,42.9435,13.573,-0.4397500000000001,14.013,FALSE
4C3MP,1,Dose_1,9,C,27.978,27.103,27.5405,37.821,36.257,37.039,9.4985,-0.4397500000000001,9.938,FALSE
4C3MP,0.1,Dose_2,10,A,29.666,28.556,29.111,35.169,34.423,34.796,5.684999999999999,-0.4397500000000001,6.125,FALSE
4C3MP,0.1,Dose_2,11,A,28.728,28.337,28.5325,31.815,30.548,31.1815,2.649000000000001,-0.4397500000000001,3.089,FALSE
4C3MP,0.1,Dose_2,12,A,29.294,29.333,29.3135,33.342,32.605,32.9735,3.660000000000004,-0.4397500000000001,4.1,FALSE
4C3MP,0.1,Dose_2,13,B,28.693,28.603,28.648000000000003,41.023,40.403,40.713,12.064999999999998,-0.4397500000000001,12.505,FALSE
4C3MP,0.1,Dose_2,14,B,28.979,28.177,28.578,34.903,33.544,34.2235,5.645500000000002,-0.4397500000000001,6.085,FALSE
4C3MP,0.1,Dose_2,15,B,28.753,27.389,28.071,34.482,34.332,34.407,6.3359999999999985,-0.4397500000000001,6.776,FALSE
4C3MP,0.1,Dose_2,16,C,27.437,27.555,27.496,30.481,31.731,31.106,3.609999999999999,-0.4397500000000001,4.05,FALSE
4C3MP,0.1,Dose_2,17,C,29.116,27.749,28.432499999999997,30.445,29.889,30.167,1.734500000000004,-0.4397500000000001,2.174,FALSE
4C3MP,0.1,Dose_2,18,C,28.694,27.333,28.0135,34.663,33.884,34.2735,6.259999999999998,-0.4397500000000001,6.7,FALSE
4C3MP,0.01,Dose_3,19,A,30.546,30.398,30.472,35.271,34.495,34.882999999999996,4.410999999999994,-0.4397500000000001,4.851,FALSE
4C3MP,0.01,Dose_3,20,A,29.993,29.772,29.8825,37.214,36.689,36.9515,7.0689999999999955,-0.4397500000000001,7.509,FALSE
4C3MP,0.01,Dose_3,21,A,30.282,28.425,29.3535,40.342,40.008,40.175,10.821499999999997,-0.4397500000000001,11.261,FALSE
4C3MP,0.01,Dose_3,22,B,29.994,30.217,30.1055,36.183,34.402,35.292500000000004,5.187000000000005,-0.4397500000000001,5.627,FALSE
4C3MP,0.01,Dose_3,23,B,30.664,28.39,29.527,38.497,38.136,38.316500000000005,8.789500000000004,-0.4397500000000001,9.229,FALSE
4C3MP,0.01,Dose_3,24,B,28.426,28.737,28.5815,39.928,38.666,39.297,10.7155,-0.4397500000000001,11.155,FALSE
4C3MP,0.01,Dose_3,25,C,29.298,29.459,29.3785,43.65,43.114,43.382,14.0035,-0.4397500000000001,14.443,FALSE
4C3MP,0.01,Dose_3,26,C,31.027,29.351,30.189,40.868,41.711,41.2895,11.100500000000004,-0.4397500000000001,11.54,FALSE
4C3MP,0.01,Dose_3,27,C,29.357,28.533,28.945,38.875,36.49,37.682500000000005,8.737500000000004,-0.4397500000000001,9.177,FALSE
4C3MP,0.001,Dose_4,28,A,31.727,30.855,31.291,32.727,31.377,32.052,0.7609999999999992,-0.4397500000000001,1.201,FALSE
4C3MP,0.001,Dose_4,29,A,31.973,30.526,31.2495,39.154,40.514,39.834,8.584500000000006,-0.4397500000000001,9.024,FALSE
4C3MP,0.001,Dose_4,30,A,30.733,30.128,30.4305,38.323,37.464,37.8935,7.463000000000001,-0.4397500000000001,7.903,FALSE
4C3MP,0.001,Dose_4,31,B,28.465,27.988,28.2265,34.887,34.822,34.8545,6.628,-0.4397500000000001,7.068,FALSE
4C3MP,0.001,Dose_4,32,B,29.784,28.736,29.26,35.677,33.22,34.448499999999996,5.188499999999998,-0.4397500000000001,5.628,FALSE
4C3MP,0.001,Dose_4,33,B,29.639,28.757,29.198,39.046,37.411,38.2285,9.030499999999996,-0.4397500000000001,9.47,FALSE
4C3MP,0.001,Dose_4,34,C,29.007,28.814,28.9105,35.085,35.702,35.3935,6.483000000000004,-0.4397500000000001,6.923,FALSE
4C3MP,0.001,Dose_4,35,C,27.344,27.501,27.4225,34.135,34.229,34.182,6.759500000000003,-0.4397500000000001,7.199,FALSE
4C3MP,0.001,Dose_4,36,C,27.606,28.655,28.1305,36.685,35.715,36.2,8.069500000000001,-0.4397500000000001,8.509,FALSE
4C3MP,1e-4,Dose_5,37,A,32.634,34.188,33.411,39.465,41.15,40.307500000000005,6.896500000000003,-0.4397500000000001,7.336,FALSE
4C3MP,1e-4,Dose_5,38,A,31.81,31.012,31.411,38.443,39.378,38.9105,7.499499999999998,-0.4397500000000001,7.939,FALSE
4C3MP,1e-4,Dose_5,39,A,29.426,31.163,30.2945,35.059,33.808,34.433499999999995,4.138999999999996,-0.4397500000000001,4.579,FALSE
4C3MP,1e-4,Dose_5,40,B,27.727,28.114,27.9205,40.755,40.304,40.5295,12.608999999999998,-0.4397500000000001,13.049,FALSE
4C3MP,1e-4,Dose_5,41,B,30.69,29.77,30.23,32.819,35.914,34.3665,4.136500000000002,-0.4397500000000001,4.576,FALSE
4C3MP,1e-4,Dose_5,42,B,31.854,33.742,32.798,35.747,35.166,35.4565,2.6584999999999965,-0.4397500000000001,3.098,FALSE
4C3MP,1e-4,Dose_5,43,C,32.241,31.503,31.872,38.16,37.88,38.02,6.147999999999996,-0.4397500000000001,6.588,FALSE
4C3MP,1e-4,Dose_5,44,C,30.241,28.584,29.4125,35.069,34.596,34.832499999999996,5.419999999999995,-0.4397500000000001,5.86,FALSE
4C3MP,1e-4,Dose_5,45,C,28.858,27.814,28.336,33.306,32.426,32.866,4.530000000000001,-0.4397500000000001,4.97,FALSE
4C3MP,0,Dose_6,46,A,31.398,30.762,31.08,37.149,37.175,37.162,6.082000000000001,-0.4397500000000001,6.522,FALSE
4C3MP,0,Dose_6,47,A,30.311,29.374,29.8425,31.895,36.047,33.971,4.128499999999995,-0.4397500000000001,4.568,FALSE
4C3MP,0,Dose_6,48,A,28.395,27.884,28.1395,37.265,37.73,37.4975,9.358000000000004,-0.4397500000000001,9.798,FALSE
4C3MP,0,Dose_6,49,B,30.77,29.063,29.9165,36.128,37.79,36.959,7.042500000000004,-0.4397500000000001,7.482,FALSE
4C3MP,0,Dose_6,50,B,28.871,29.947,29.409,33.719,33.047,33.382999999999996,3.9739999999999966,-0.4397500000000001,4.414,FALSE
4C3MP,0,Dose_6,51,B,31.491,30.741,31.116,38.604,36.975,37.7895,6.673500000000004,-0.4397500000000001,7.113,FALSE
4C3MP,0,Dose_6,52,C,29.361,29.141,29.251,42.056,43.569,42.8125,13.561500000000002,-0.4397500000000001,14.001,FALSE
4C3MP,0,Dose_6,53,C,31.025,29.666,30.3455,39.895,35.56,37.727500000000006,7.382000000000005,-0.4397500000000001,7.822,FALSE
4C3MP,0,Dose_6,54,C,32.375,29.876,31.1255,33.017,34.846,33.9315,2.8059999999999974,-0.4397500000000001,3.246,FALSE
4TOP,0.1,Dose_1,1,A,29.716,28.417,29.0665,35.485,33.406,34.445499999999996,5.378999999999994,2.2936249999999987,3.085,FALSE
4TOP,0.1,Dose_1,2,A,29.697,28.994,29.3455,38.467,36.622,37.5445,8.198999999999998,2.2936249999999987,5.905,FALSE
4TOP,0.1,Dose_1,3,A,28.33,27.867,28.0985,32.283,31.354,31.8185,3.719999999999999,2.2936249999999987,1.426,FALSE
4TOP,0.1,Dose_1,4,B,29.684,27.639,28.6615,32.195,32.722,32.4585,3.7970000000000006,2.2936249999999987,1.503,FALSE
4TOP,0.1,Dose_1,5,B,30.647,28.177,29.412,39.042,37.234,38.138000000000005,8.726000000000006,2.2936249999999987,6.432,FALSE
4TOP,0.1,Dose_1,6,B,29.517,29.679,29.598,37.255,36.72,36.9875,7.389499999999998,2.2936249999999987,5.096,FALSE
4TOP,0.1,Dose_1,7,C,28.868,27.655,28.2615,36.981,32.648,34.8145,6.553000000000004,2.2936249999999987,4.259,FALSE
4TOP,0.1,Dose_1,8,C,29.939,27.879,28.909,103.879,93.722,98.8005,69.89150000000001,2.2936249999999987,NA,TRUE
4TOP,0.1,Dose_1,9,C,29.391,29.764,29.5775,43.043,41.551,42.297,12.719499999999996,2.2936249999999987,10.426,FALSE
4TOP,0.01,Dose_2,10,A,29.22,29.414,29.317,31.078,32.016,31.546999999999997,2.229999999999997,2.2936249999999987,-0.064,FALSE
4TOP,0.01,Dose_2,11,A,30.683,27.858,29.2705,35.6,35.315,35.457499999999996,6.186999999999998,2.2936249999999987,3.893,FALSE
4TOP,0.01,Dose_2,12,A,30.425,29.055,29.74,36.902,35.843,36.3725,6.6325,2.2936249999999987,4.339,FALSE
4TOP,0.01,Dose_2,13,B,27.918,27.49,27.704,40.796,38.871,39.8335,12.1295,2.2936249999999987,9.836,FALSE
4TOP,0.01,Dose_2,14,B,28.233,27.832,28.0325,44.748,46.003,45.3755,17.343000000000004,2.2936249999999987,15.049,FALSE
4TOP,0.01,Dose_2,15,B,29.297,28.83,29.0635,56.581,55.837,56.209,27.14550000000001,2.2936249999999987,24.852,FALSE
4TOP,0.01,Dose_2,16,C,27.659,26.896,27.2775,58.395,55.911,57.153000000000006,29.87550000000001,2.2936249999999987,27.582,FALSE
4TOP,0.01,Dose_2,17,C,28.563,27.337,27.95,41.193,41.182,41.1875,13.2375,2.2936249999999987,10.944,FALSE
4TOP,0.01,Dose_2,18,C,27.191,26.488,26.8395,46.661,44.892,45.7765,18.937,2.2936249999999987,16.643,FALSE
4TOP,0.001,Dose_3,19,A,29.146,28.727,28.9365,47.208,46.745,46.9765,18.04,2.2936249999999987,15.746,FALSE
4TOP,0.001,Dose_3,20,A,31.955,32.349,32.152,47.566,44.917,46.2415,14.0895,2.2936249999999987,11.796,FALSE
4TOP,0.001,Dose_3,21,A,30.731,29.903,30.317,55.698,53.257,54.4775,24.1605,2.2936249999999987,21.867,FALSE
4TOP,0.001,Dose_3,22,B,28.229,26.164,27.1965,106.119,103.495,104.807,77.6105,2.2936249999999987,NA,TRUE
4TOP,0.001,Dose_3,23,B,28.116,27.628,27.872,47.225,46.443,46.834,18.962000000000003,2.2936249999999987,16.668,FALSE
4TOP,0.001,Dose_3,24,B,31.626,30.508,31.067,50.19,49.033,49.6115,18.5445,2.2936249999999987,16.251,FALSE
4TOP,0.001,Dose_3,25,C,28.198,27.13,27.664,44.239,44.547,44.393,16.729,2.2936249999999987,14.435,FALSE
4TOP,0.001,Dose_3,26,C,26.547,25.678,26.1125,39.869,36.453,38.161,12.0485,2.2936249999999987,9.755,FALSE
4TOP,0.001,Dose_3,27,C,28.275,27.359,27.817,35.263,36.353,35.808,7.991,2.2936249999999987,5.697,FALSE
4TOP,1e-4,Dose_4,28,A,30.093,29.069,29.581,45.561,45.948,45.7545,16.1735,2.2936249999999987,13.88,FALSE
4TOP,1e-4,Dose_4,29,A,28.945,28.087,28.516,47.613,45.54,46.5765,18.0605,2.2936249999999987,15.767,FALSE
4TOP,1e-4,Dose_4,30,A,28.402,25.992,27.197000000000003,48.964,48.434,48.699,21.501999999999995,2.2936249999999987,19.208,FALSE
4TOP,1e-4,Dose_4,31,B,27.499,27.99,27.7445,45.375,45.414,45.3945,17.650000000000002,2.2936249999999987,15.356,FALSE
4TOP,1e-4,Dose_4,32,B,27.144,25.685,26.414499999999997,38.315,38.357,38.336,11.921500000000002,2.2936249999999987,9.628,FALSE
4TOP,1e-4,Dose_4,33,B,27.735,26.767,27.251,52.782,52.592,52.687,25.436,2.2936249999999987,23.142,FALSE
4TOP,1e-4,Dose_4,34,C,26.87,25.806,26.338,49.695,49.336,49.5155,23.1775,2.2936249999999987,20.884,FALSE
4TOP,1e-4,Dose_4,35,C,28.811,25.917,27.364,50.917,46.775,48.846,21.482000000000003,2.2936249999999987,19.188,FALSE
4TOP,1e-4,Dose_4,36,C,29.671,28.337,29.004,42.957,43.371,43.164,14.160000000000004,2.2936249999999987,11.866,FALSE
4TOP,1e-5,Dose_5,37,A,27.844,29.133,28.4885,41.91,41.631,41.7705,13.281999999999996,2.2936249999999987,10.988,FALSE
4TOP,1e-5,Dose_5,38,A,29.809,28.518,29.1635,47.183,45.608,46.3955,17.232,2.2936249999999987,14.938,FALSE
4TOP,1e-5,Dose_5,39,A,28.36,26.247,27.3035,49.58,47.994,48.787,21.4835,2.2936249999999987,19.19,FALSE
4TOP,1e-5,Dose_5,40,B,28.358,28.434,28.396,41.91,39.603,40.7565,12.360500000000002,2.2936249999999987,10.067,FALSE
4TOP,1e-5,Dose_5,41,B,26.635,25.007,25.821,54.008,53.167,53.587500000000006,27.766500000000004,2.2936249999999987,25.473,FALSE
4TOP,1e-5,Dose_5,42,B,26.773,25.547,26.16,48.119,47.165,47.642,21.481999999999996,2.2936249999999987,19.188,FALSE
4TOP,1e-5,Dose_5,43,C,26.272,26.585,26.4285,45.129,44.9,45.0145,18.586,2.2936249999999987,16.292,FALSE
4TOP,1e-5,Dose_5,44,C,28.065,26.619,27.342,56.456,54.576,55.516000000000005,28.174000000000007,2.2936249999999987,25.88,FALSE
4TOP,1e-5,Dose_5,45,C,30.639,29.671,30.155,45.734,47.257,46.4955,16.3405,2.2936249999999987,14.047,FALSE
4TOP,0,Dose_6,46,A,30.084,28.846,29.465,42.443,40.272,41.3575,11.892500000000002,2.2936249999999987,9.599,FALSE
4TOP,0,Dose_6,47,A,28.333,28.473,28.403,38.414,39.831,39.1225,10.719500000000004,2.2936249999999987,8.426,FALSE
4TOP,0,Dose_6,48,A,26.574,27.592,27.083,42.711,42.764,42.7375,15.6545,2.2936249999999987,13.361,FALSE
4TOP,0,Dose_6,49,B,28.171,27.124,27.6475,56.28,58.477,57.3785,29.731,2.2936249999999987,27.437,FALSE
4TOP,0,Dose_6,50,B,27.221,27.261,27.241,43.202,46.415,44.808499999999995,17.567499999999995,2.2936249999999987,15.274,FALSE
4TOP,0,Dose_6,51,B,25.564,26.276,25.92,45.831,41.98,43.9055,17.985500000000002,2.2936249999999987,15.692,FALSE
4TOP,0,Dose_6,52,C,26.454,24.984,25.719,53.944,47.075,50.5095,24.7905,2.2936249999999987,22.497,FALSE
4TOP,0,Dose_6,53,C,26.31,24.525,25.417499999999997,46.863,43.03,44.9465,19.529000000000003,2.2936249999999987,17.235,FALSE
4TOP,0,Dose_6,54,C,26.966,26.51,26.738,45.078,43.639,44.35850000000001,17.620500000000007,2.2936249999999987,15.327,FALSE
Aniline,10,Dose_1,1,A,20.575,20.577,20.576,33.954,33.043,33.4985,12.9225,1.854875,11.068,FALSE
Aniline,10,Dose_1,2,A,20.938,18.716,19.827,35.957,35.875,35.916,16.089,1.854875,14.234,FALSE
Aniline,10,Dose_1,3,A,20.202,19.938,20.07,34.396,33.471,33.933499999999995,13.863499999999997,1.854875,12.009,FALSE
Aniline,10,Dose_1,4,B,19.689,17.775,18.732,54.438,49.848,52.143,33.411,1.854875,NA,TRUE
Aniline,10,Dose_1,5,B,19.058,19.497,19.2775,40.814,43.762,42.288,23.010499999999997,1.854875,21.156,FALSE
Aniline,10,Dose_1,6,B,21.074,20.514,20.794,42.039,39.622,40.8305,20.0365,1.854875,18.182,FALSE
Aniline,10,Dose_1,7,C,21.187,19.951,20.569000000000003,71.298,70.529,70.9135,50.3445,1.854875,NA,TRUE
Aniline,10,Dose_1,8,C,19.508,20.317,19.9125,73.441,67.84,70.6405,50.728,1.854875,NA,TRUE
Aniline,10,Dose_1,9,C,20.547,19.844,20.195500000000003,74.662,68.128,71.39500000000001,51.19950000000001,1.854875,NA,TRUE
Aniline,1,Dose_2,10,A,21.351,20.34,20.8455,29.392,25.359,27.3755,6.530000000000001,1.854875,4.675,FALSE
Aniline,1,Dose_2,11,A,21.339,19.838,20.5885,33.84,34.143,33.9915,13.403000000000002,1.854875,11.548,FALSE
Aniline,1,Dose_2,12,A,21.155,19.506,20.3305,35.021,34.273,34.647000000000006,14.316500000000003,1.854875,12.462,FALSE
Aniline,1,Dose_2,13,B,20.526,20.077,20.3015,26.577,24.806,25.6915,5.390000000000001,1.854875,3.535,FALSE
Aniline,1,Dose_2,14,B,20.564,19.844,20.204,33.813,30.773,32.293,12.089,1.854875,10.234,FALSE
Aniline,1,Dose_2,15,B,19.751,18.378,19.0645,41.735,41.145,41.44,22.375499999999995,1.854875,20.521,FALSE
Aniline,1,Dose_2,16,C,19.451,20.097,19.774,33.679,32.364,33.0215,13.247500000000002,1.854875,11.393,FALSE
Aniline,1,Dose_2,17,C,19.723,19.782,19.7525,33.105,31.937,32.521,12.768500000000005,1.854875,10.914,FALSE
Aniline,1,Dose_2,18,C,19.587,19.627,19.607,33.157,31.241,32.199,12.592,1.854875,10.737,FALSE
Aniline,0.1,Dose_3,19,A,19.587,20.367,19.977,32.331,32.16,32.2455,12.2685,1.854875,10.414,FALSE
Aniline,0.1,Dose_3,20,A,21.057,20.963,21.01,34.236,32.584,33.41,12.4,1.854875,10.545,FALSE
Aniline,0.1,Dose_3,21,A,19.541,20.134,19.8375,34.223,33.94,34.0815,14.244,1.854875,12.389,FALSE
Aniline,0.1,Dose_3,22,B,18.947,20.481,19.714,55.46,53.292,54.376000000000005,34.662000000000006,1.854875,NA,TRUE
Aniline,0.1,Dose_3,23,B,19.898,20.244,20.071,28.706,29.388,29.047,8.976000000000003,1.854875,7.121,FALSE
Aniline,0.1,Dose_3,24,B,19.334,18.539,18.9365,31.926,30.809,31.3675,12.430999999999996,1.854875,10.576,FALSE
Aniline,0.1,Dose_3,25,C,19.508,19.285,19.3965,29.439,28.6,29.0195,9.623,1.854875,7.768,FALSE
Aniline,0.1,Dose_3,26,C,19.617,20.188,19.9025,35.548,34.075,34.8115,14.909000000000002,1.854875,13.054,FALSE
Aniline,0.1,Dose_3,27,C,21.005,19.538,20.2715,29.172,25.642,27.407,7.1355,1.854875,5.281,FALSE
Aniline,0.01,Dose_4,28,A,21.93,20.324,21.127,31.524,30.511,31.0175,9.890499999999996,1.854875,8.036,FALSE
Aniline,0.01,Dose_4,29,A,19.546,20.195,19.8705,26.969,25.316,26.1425,6.2719999999999985,1.854875,4.417,FALSE
Aniline,0.01,Dose_4,30,A,20.795,20.203,20.499,29.35,29.029,29.1895,8.6905,1.854875,6.836,FALSE
Aniline,0.01,Dose_4,31,B,19.18,19.877,19.5285,28,27.962,27.981,8.4525,1.854875,6.598,FALSE
Aniline,0.01,Dose_4,32,B,19.866,20.418,20.142,46.524,45.833,46.1785,26.0365,1.854875,NA,TRUE
Aniline,0.01,Dose_4,33,B,19.615,19.725,19.67,26.107,24.055,25.081,5.410999999999998,1.854875,3.556,FALSE
Aniline,0.01,Dose_4,34,C,20.504,19.98,20.242,28.973,27.383,28.177999999999997,7.935999999999996,1.854875,6.081,FALSE
Aniline,0.01,Dose_4,35,C,19.892,19.918,19.905,27.152,27.658,27.405,7.5,1.854875,5.645,FALSE
Aniline,0.01,Dose_4,36,C,19.084,19.368,19.226,27.042,25.975,26.5085,7.282500000000002,1.854875,5.428,FALSE
Aniline,0.001,Dose_5,37,A,19.818,20.249,20.0335,27.035,26.5,26.7675,6.733999999999998,1.854875,4.879,FALSE
Aniline,0.001,Dose_5,38,A,20.656,19.812,20.234,30.444,30.14,30.292,10.058,1.854875,8.203,FALSE
Aniline,0.001,Dose_5,39,A,19.468,18.885,19.1765,30.665,30.038,30.3515,11.175,1.854875,9.32,FALSE
Aniline,0.001,Dose_5,40,B,19.647,20.306,19.9765,36.807,38.15,37.4785,17.501999999999995,1.854875,15.647,FALSE
Aniline,0.001,Dose_5,41,B,20.737,19.305,20.021,34.657,34.665,34.661,14.64,1.854875,12.785,FALSE
Aniline,0.001,Dose_5,42,B,19.602,18.937,19.2695,31.784,29.802,30.793,11.5235,1.854875,9.669,FALSE
Aniline,0.001,Dose_5,43,C,19.993,19.26,19.6265,29.832,29.309,29.570500000000003,9.944000000000004,1.854875,8.089,FALSE
Aniline,0.001,Dose_5,44,C,20.049,21.405,20.727,29.412,29.336,29.374,8.646999999999998,1.854875,6.792,FALSE
Aniline,0.001,Dose_5,45,C,19.47,20.352,19.911,28.579,27.866,28.2225,8.311499999999999,1.854875,6.457,FALSE
Aniline,0,Dose_6,46,A,20.533,21.779,21.156,30.028,29.184,29.606,8.450000000000003,1.854875,6.595,FALSE
Aniline,0,Dose_6,47,A,19.911,21.626,20.768500000000003,30.939,30.182,30.5605,9.791999999999994,1.854875,7.937,FALSE
Aniline,0,Dose_6,48,A,20.631,19.344,19.9875,28.19,30.071,29.1305,9.143,1.854875,7.288,FALSE
Aniline,0,Dose_6,49,B,19.875,19.935,19.905,31.858,29.734,30.796,10.890999999999998,1.854875,9.036,FALSE
Aniline,0,Dose_6,50,B,19.966,20.115,20.0405,36.555,36.69,36.6225,16.582,1.854875,14.727,FALSE
Aniline,0,Dose_6,51,B,19.821,20.204,20.012500000000003,30.991,28.411,29.701,9.688499999999998,1.854875,7.834,FALSE
Aniline,0,Dose_6,52,C,18.953,18.941,18.947,33.566,32.203,32.8845,13.937500000000004,1.854875,12.083,FALSE
Aniline,0,Dose_6,53,C,20.513,20.991,20.752,31.224,28.757,29.9905,9.238499999999998,1.854875,7.384,FALSE
Aniline,0,Dose_6,54,C,19.626,19.696,19.661,32.344,30.189,31.2665,11.6055,1.854875,9.751,FALSE
BPA,1,Dose_1,1,A,39.482,39.44,39.461,63.282,60.555,61.918499999999995,22.457499999999996,-4.176749999999998,26.634,FALSE
BPA,1,Dose_1,2,A,39.455,38.975,39.215,90.826,84.499,87.6625,48.44749999999999,-4.176749999999998,52.624,FALSE
BPA,1,Dose_1,3,A,40.916,40.409,40.662499999999994,71.834,68.781,70.3075,29.64500000000001,-4.176749999999998,33.822,FALSE
BPA,1,Dose_1,4,B,40.695,38.975,39.835,68.165,61.986,65.0755,25.240500000000004,-4.176749999999998,29.417,FALSE
BPA,1,Dose_1,5,B,38.547,40.424,39.4855,66.097,65.464,65.78049999999999,26.294999999999987,-4.176749999999998,30.472,FALSE
BPA,1,Dose_1,6,B,40.042,40.069,40.0555,69.292,66.848,68.07,28.01449999999999,-4.176749999999998,32.191,FALSE
BPA,1,Dose_1,7,C,39.925,37.724,38.8245,82.554,78.54,80.547,41.7225,-4.176749999999998,45.899,FALSE
BPA,1,Dose_1,8,C,38.438,39.299,38.8685,74.374,72.217,73.2955,34.42700000000001,-4.176749999999998,38.604,FALSE
BPA,1,Dose_1,9,C,38.655,37.854,38.2545,59.595,56,57.7975,19.543,-4.176749999999998,23.72,FALSE
BPA,0.1,Dose_2,10,A,39.126,40.441,39.7835,42.876,37.492,40.184,0.40049999999999386,-4.176749999999998,4.577,FALSE
BPA,0.1,Dose_2,11,A,40.703,39.161,39.932,49.494,46.635,48.064499999999995,8.132499999999993,-4.176749999999998,12.309,FALSE
BPA,0.1,Dose_2,12,A,39.771,38.032,38.9015,45.925,42.121,44.023,5.1214999999999975,-4.176749999999998,9.298,FALSE
BPA,0.1,Dose_2,13,B,39.435,38.572,39.0035,51.438,47.957,49.697500000000005,10.694000000000004,-4.176749999999998,14.871,FALSE
BPA,0.1,Dose_2,14,B,37.755,37.655,37.705,55.85,53.588,54.719,17.014000000000003,-4.176749999999998,21.191,FALSE
BPA,0.1,Dose_2,15,B,39.323,37.612,38.4675,58.124,54.632,56.378,17.9105,-4.176749999999998,22.087,FALSE
BPA,0.1,Dose_2,16,C,37.005,38.706,37.855500000000006,66.082,64.569,65.3255,27.47,-4.176749999999998,31.647,FALSE
BPA,0.1,Dose_2,17,C,40.001,37.745,38.873,76.165,72.522,74.3435,35.47050000000001,-4.176749999999998,39.647,FALSE
BPA,0.1,Dose_2,18,C,37.833,37.633,37.733,71.303,67.069,69.186,31.453000000000003,-4.176749999999998,35.63,FALSE
BPA,0.01,Dose_3,19,A,39.84,40.451,40.1455,55.077,53.699,54.388,14.2425,-4.176749999999998,18.419,FALSE
BPA,0.01,Dose_3,20,A,39.609,39.341,39.475,62.202,59.194,60.698,21.223,-4.176749999999998,25.4,FALSE
BPA,0.01,Dose_3,21,A,39.129,39.474,39.3015,55.701,48.081,51.891000000000005,12.589500000000008,-4.176749999999998,16.766,FALSE
BPA,0.01,Dose_3,22,B,38.453,41.164,39.8085,63.282,57.494,60.388,20.579499999999996,-4.176749999999998,24.756,FALSE
BPA,0.01,Dose_3,23,B,39.108,40.12,39.614,56.555,56.58,56.567499999999995,16.9535,-4.176749999999998,21.13,FALSE
BPA,0.01,Dose_3,24,B,39.936,38.59,39.263000000000005,62.689,58.839,60.764,21.50099999999999,-4.176749999999998,25.678,FALSE
BPA,0.01,Dose_3,25,C,38.978,39.162,39.07,70.433,69.75,70.0915,31.021499999999996,-4.176749999999998,35.198,FALSE
BPA,0.01,Dose_3,26,C,38.211,37.925,38.068,53.959,51.461,52.71,14.642000000000005,-4.176749999999998,18.819,FALSE
BPA,0.01,Dose_3,27,C,40.627,39.711,40.169,61.619,60.291,60.955,20.786,-4.176749999999998,24.963,FALSE
BPA,0.001,Dose_4,28,A,41.892,41.324,41.608,46.238,45.694,45.966,4.357999999999997,-4.176749999999998,8.535,FALSE
BPA,0.001,Dose_4,29,A,39.063,38.671,38.867,50.278,45.385,47.8315,8.964499999999994,-4.176749999999998,13.141,FALSE
BPA,0.001,Dose_4,30,A,39.38,36.734,38.057,50.058,44.372,47.215,9.158,-4.176749999999998,13.335,FALSE
BPA,0.001,Dose_4,31,B,38.635,36.775,37.705,56.415,53.72,55.067499999999995,17.362499999999997,-4.176749999999998,21.539,FALSE
BPA,0.001,Dose_4,32,B,37.767,35.832,36.7995,46.432,43.074,44.753,7.953499999999998,-4.176749999999998,12.13,FALSE
BPA,0.001,Dose_4,33,B,32.756,32.174,32.465,42.802,37.822,40.312,7.846999999999994,-4.176749999999998,12.024,FALSE
BPA,0.001,Dose_4,34,C,38.69,39.027,38.8585,56.73,53.37,55.05,16.191499999999998,-4.176749999999998,20.368,FALSE
BPA,0.001,Dose_4,35,C,39.205,37.597,38.401,44.212,45.482,44.847,6.446000000000005,-4.176749999999998,10.623,FALSE
BPA,0.001,Dose_4,36,C,48.258,49.189,48.7235,52.454,50.408,51.431,2.707499999999996,-4.176749999999998,6.884,FALSE
BPA,1e-4,Dose_5,37,A,38.299,39.237,38.768,42.037,38.47,40.2535,1.4855000000000018,-4.176749999999998,5.662,FALSE
BPA,1e-4,Dose_5,38,A,41.791,40.332,41.061499999999995,48.245,43.282,45.76349999999999,4.701999999999998,-4.176749999999998,8.879,FALSE
BPA,1e-4,Dose_5,39,A,37.274,39.532,38.403,48.316,47.034,47.675,9.271999999999998,-4.176749999999998,13.449,FALSE
BPA,1e-4,Dose_5,40,B,41.399,39.369,40.384,52.689,50.414,51.5515,11.167500000000004,-4.176749999999998,15.344,FALSE
BPA,1e-4,Dose_5,41,B,37.812,38.45,38.131,70.688,69.3,69.994,31.863,-4.176749999999998,36.04,FALSE
BPA,1e-4,Dose_5,42,B,38.674,39.264,38.969,73.95,71.053,72.5015,33.53249999999999,-4.176749999999998,37.709,FALSE
