Chemical,Dose(mg/L),Animal,Group,Replicate,Delta_Fluorescence
BPAF,1e-4,29,B,2,3.68025
BPAF,0,30,B,2,2.599749999999996
BPAF,1,31,B,3,6.319249999999996
BPAF,0.1,32,B,3,3.5792499999999974
BPAF,0.01,33,B,3,5.99875
BPAF,0.001,34,B,3,2.6292500000000016
BPAF,1e-4,35,B,3,5.792749999999997
BPAF,0,36,B,3,7.158749999999997
BPAF,1,37,C,1,6.132249999999998
BPAF,0.1,38,C,1,5.720749999999998
BPAF,0.01,39,C,1,3.6547499999999955
BPAF,0.001,40,C,1,5.297250000000001
BPAF,1e-4,41,C,1,4.246249999999995
BPAF,0,42,C,1,2.5247499999999965
BPAF,1,43,C,2,2.7187499999999956
BPAF,0.1,44,C,2,7.0722499999999995
BPAF,0.01,45,C,2,2.576749999999996
BPAF,0.001,46,C,2,5.474249999999999
BPAF,1e-4,47,C,2,3.1347499999999995
BPAF,0,48,C,2,6.942749999999999
BPAF,1,49,C,3,5.054750000000001
BPAF,0.1,50,C,3,1.832749999999998
BPAF,0.01,51,C,3,2.3097499999999966
BPAF,0.001,52,C,3,3.8127499999999968
BPAF,1e-4,53,C,3,3.5632499999999956
BPAF,0,54,C,3,1.8972499999999988
Clofibric-acid,10,1,A,1,-0.42625000000000046
Clofibric-acid,1,2,A,1,-0.2187500000000009
Clofibric-acid,0.1,3,A,1,2.464750000000005
Clofibric-acid,0.01,4,A,1,34.21725000000001
Clofibric-acid,0.001,5,A,1,3.9322500000000025
Clofibric-acid,0,6,A,1,2.194250000000003
Clofibric-acid,10,7,A,2,0.3517500000000018
Clofibric-acid,1,8,A,2,4.67875
Clofibric-acid,0.1,9,A,2,6.8497500000000064
Clofibric-acid,0.01,10,A,2,5.202750000000001
Clofibric-acid,0.001,11,A,2,5.080249999999999
Clofibric-acid,0,12,A,2,8.849750000000004
Clofibric-acid,10,13,A,3,-0.5422500000000001
Clofibric-acid,1,14,A,3,4.997750000000003
Clofibric-acid,0.1,15,A,3,6.270250000000003
Clofibric-acid,0.01,16,A,3,5.529749999999999
Clofibric-acid,0.001,17,A,3,4.485250000000003
Clofibric-acid,0,18,A,3,6.378750000000003
Clofibric-acid,10,19,B,1,-0.13324999999999765
Clofibric-acid,1,20,B,1,4.478750000000004
Clofibric-acid,0.1,21,B,1,4.605249999999997
Clofibric-acid,0.01,22,B,1,5.099749999999999
Clofibric-acid,0.001,23,B,1,4.635750000000001
Clofibric-acid,0,24,B,1,5.540750000000002
Clofibric-acid,10,25,B,2,-2.272249999999997
Clofibric-acid,1,26,B,2,6.363749999999995
Clofibric-acid,0.1,27,B,2,4.5892500000000025
Clofibric-acid,0.01,28,B,2,6.449249999999998
Clofibric-acid,0.001,29,B,2,6.004250000000005
Clofibric-acid,0,30,B,2,2.9837499999999997
Clofibric-acid,10,31,B,3,1.0057499999999981
Clofibric-acid,1,32,B,3,3.1662500000000042
Clofibric-acid,0.1,33,B,3,5.298249999999995
Clofibric-acid,0.01,34,B,3,6.978250000000002
Clofibric-acid,0.001,35,B,3,6.458750000000008
Clofibric-acid,0,36,B,3,0.362750000000001
Clofibric-acid,10,37,C,1,-1.0452499999999967
Clofibric-acid,1,38,C,1,2.6182500000000024
Clofibric-acid,0.1,39,C,1,7.455750000000001
Clofibric-acid,0.01,40,C,1,9.185249999999996
Clofibric-acid,0.001,41,C,1,10.629250000000003
Clofibric-acid,0,42,C,1,3.415250000000003
Clofibric-acid,10,43,C,2,-1.1027500000000012
Clofibric-acid,1,44,C,2,1.3267499999999997
Clofibric-acid,0.1,45,C,2,27.214750000000002
Clofibric-acid,0.01,46,C,2,6.513250000000002
Clofibric-acid,0.001,47,C,2,4.5147499999999985
Clofibric-acid,0,48,C,2,26.91725000000001
Clofibric-acid,10,49,C,3,-0.39124999999999677
Clofibric-acid,1,50,C,3,-0.7497499999999961
Clofibric-acid,0.1,51,C,3,2.996750000000005
Clofibric-acid,0.01,52,C,3,-1.049249999999998
Clofibric-acid,0.001,53,C,3,1.1757500000000034
Clofibric-acid,0,54,C,3,28.35125
DES,0.1,1,A,1,30.52375
DES,0.01,2,A,1,19.130750000000003
DES,0.001,3,A,1,17.868249999999996
DES,1e-4,4,A,1,23.76875
DES,1e-5,5,A,1,17.455249999999996
DES,0,6,A,1,14.35275
DES,0.1,7,A,2,14.591249999999999
DES,0.01,8,A,2,14.554749999999999
DES,0.001,9,A,2,14.91675
DES,1e-4,10,A,2,20.160250000000005
DES,1e-5,11,A,2,20.40775
DES,0,12,A,2,8.60275
DES,0.1,13,A,3,22.68275
DES,0.01,14,A,3,17.570249999999998
DES,0.001,15,A,3,11.163750000000004
DES,1e-4,16,A,3,17.78225
DES,1e-5,17,A,3,10.941749999999999
DES,0,18,A,3,14.364249999999998
DES,0.1,19,B,1,3.059750000000001
DES,0.01,20,B,1,4.843249999999999
DES,0.001,21,B,1,1.9362499999999976
DES,1e-4,22,B,1,1.1167500000000032
DES,1e-5,23,B,1,7.630749999999999
DES,0,24,B,1,7.795249999999999
DES,0.1,25,B,2,4.367250000000002
DES,0.01,26,B,2,0.8797500000000014
DES,0.001,27,B,2,9.27525
DES,1e-4,28,B,2,2.237250000000003
DES,1e-5,29,B,2,1.7177500000000023
DES,0,30,B,2,6.47325
DES,0.1,31,B,3,2.156749999999999
DES,0.01,32,B,3,2.6627500000000026
DES,0.001,33,B,3,1.9127500000000026
DES,1e-4,34,B,3,NA
DES,1e-5,35,B,3,5.118750000000002
DES,0,36,B,3,10.639750000000003
DES,0.1,37,C,1,12.052250000000004
DES,0.01,38,C,1,7.517750000000001
DES,0.001,39,C,1,4.849250000000005
DES,1e-4,40,C,1,1.6137500000000031
DES,1e-5,41,C,1,9.298750000000002
DES,0,42,C,1,7.764750000000001
DES,0.1,43,C,2,5.860250000000001
DES,0.01,44,C,2,5.932750000000002
DES,0.001,45,C,2,3.6162500000000026
DES,1e-4,46,C,2,11.368250000000003
DES,1e-5,47,C,2,0.4152500000000021
DES,0,48,C,2,11.076749999999997
DES,0.1,49,C,3,3.7292500000000004
DES,0.01,50,C,3,2.0397500000000015
DES,0.001,51,C,3,1.867750000000001
DES,1e-4,52,C,3,2.8897499999999994
DES,1e-5,53,C,3,0.5672500000000014
DES,0,54,C,3,14.306750000000008
DMSO,10,1,A,1,7.809875
DMSO,1,2,A,1,3.9223749999999966
DMSO,0.1,3,A,1,17.115875
DMSO,0.01,4,A,1,3.748374999999999
DMSO,0.001,5,A,1,4.845875000000001
DMSO,0,6,A,1,3.353375000000001
DMSO,10,7,A,2,15.645875000000002
DMSO,1,8,A,2,6.192375
DMSO,0.1,9,A,2,13.256375
DMSO,0.01,10,A,2,5.879375000000001
DMSO,0.001,11,A,2,2.1818749999999993
DMSO,0,12,A,2,4.771875
DMSO,10,13,A,3,7.531375000000001
DMSO,1,14,A,3,23.754375
DMSO,0.1,15,A,3,14.033875000000004
DMSO,0.01,16,A,3,7.044875000000003
DMSO,0.001,17,A,3,3.434374999999999
DMSO,0,18,A,3,3.905875000000003
DMSO,10,19,B,1,7.031374999999999
DMSO,1,20,B,1,14.177375000000003
DMSO,0.1,21,B,1,11.306375000000001
DMSO,0.01,22,B,1,18.464875
DMSO,0.001,23,B,1,7.614375000000001
DMSO,0,24,B,1,8.660375
DMSO,10,25,B,2,4.545374999999998
DMSO,1,26,B,2,9.178375000000004
DMSO,0.1,27,B,2,14.903374999999999
DMSO,0.01,28,B,2,4.178875000000003
DMSO,0.001,29,B,2,2.3588750000000025
DMSO,0,30,B,2,18.563874999999996
DMSO,10,31,B,3,2.4533750000000025
DMSO,1,32,B,3,10.486375
DMSO,0.1,33,B,3,13.211374999999999
DMSO,0.01,34,B,3,13.043375000000001
DMSO,0.001,35,B,3,7.299874999999998
DMSO,0,36,B,3,6.379375000000001
DMSO,10,37,C,1,6.160875000000004
DMSO,1,38,C,1,6.750375000000002
DMSO,0.1,39,C,1,23.959375
DMSO,0.01,40,C,1,13.069375000000003
DMSO,0.001,41,C,1,3.1903750000000026
DMSO,0,42,C,1,6.3583750000000006
DMSO,10,43,C,2,5.956375000000001
DMSO,1,44,C,2,14.798375000000005
DMSO,0.1,45,C,2,12.547375
DMSO,0.01,46,C,2,20.431374999999996
DMSO,0.001,47,C,2,4.786375000000001
DMSO,0,48,C,2,5.900875000000003
DMSO,10,49,C,3,3.9038750000000007
DMSO,1,50,C,3,12.074875000000004
DMSO,0.1,51,C,3,10.835875000000001
DMSO,0.01,52,C,3,4.715874999999999
DMSO,0.001,53,C,3,2.4418749999999974
DMSO,0,54,C,3,7.819374999999999
EE2,0.001,1,A,1,6.398124999999998
EE2,1e-4,2,A,1,3.8431250000000015
EE2,1e-5,3,A,1,2.4126249999999994
EE2,1e-6,4,A,1,1.1886249999999992
EE2,1e-7,5,A,1,1.2981249999999998
EE2,0,6,A,1,4.181124999999999
EE2,0.001,7,A,2,6.127124999999997
EE2,1e-4,8,A,2,2.5746249999999984
EE2,1e-5,9,A,2,4.6621250000000005
EE2,1e-6,10,A,2,2.0706250000000006
EE2,1e-7,11,A,2,4.110624999999996
EE2,0,12,A,2,11.569624999999998
EE2,0.001,13,A,3,4.204124999999999
EE2,1e-4,14,A,3,3.6241250000000003
EE2,1e-5,15,A,3,NA
EE2,1e-6,16,A,3,5.243624999999999
EE2,1e-7,17,A,3,4.231125
EE2,0,18,A,3,9.115125000000003
EE2,0.001,19,B,1,5.191125
EE2,1e-4,20,B,1,3.353625000000002
EE2,1e-5,21,B,1,6.038625000000001
EE2,1e-6,22,B,1,9.091124999999998
EE2,1e-7,23,B,1,1.5246250000000012
EE2,0,24,B,1,12.938125
EE2,0.001,25,B,2,4.3496250000000005
EE2,1e-4,26,B,2,6.429125
EE2,1e-5,27,B,2,5.313125
EE2,1e-6,28,B,2,1.9636250000000013
EE2,1e-7,29,B,2,5.754625000000002
EE2,0,30,B,2,6.832625000000001
EE2,0.001,31,B,3,5.436625
EE2,1e-4,32,B,3,5.890125000000002
EE2,1e-5,33,B,3,3.7486250000000014
EE2,1e-6,34,B,3,3.6201250000000025
EE2,1e-7,35,B,3,4.958125
EE2,0,36,B,3,4.359125000000003
EE2,0.001,37,C,1,5.986625000000001
EE2,1e-4,38,C,1,5.2231250000000005
EE2,1e-5,39,C,1,5.031125
EE2,1e-6,40,C,1,2.419125
EE2,1e-7,41,C,1,9.924625000000002
EE2,0,42,C,1,6.1876250000000015
EE2,0.001,43,C,2,NA
EE2,1e-4,44,C,2,6.526625
EE2,1e-5,45,C,2,22.499624999999998
EE2,1e-6,46,C,2,5.675125000000002
EE2,1e-7,47,C,2,8.776625
EE2,0,48,C,2,1.3711250000000001
EE2,0.001,49,C,3,3.4791250000000007
EE2,1e-4,50,C,3,4.839625000000001
EE2,1e-5,51,C,3,3.264124999999999
EE2,1e-6,52,C,3,4.610125000000001
EE2,1e-7,53,C,3,12.485624999999999
EE2,0,54,C,3,4.194624999999999
Fadrozole,1,1,A,1,1.5147500000000003
Fadrozole,0.1,2,A,1,10.45825
Fadrozole,0.01,3,A,1,0.9872500000000004
Fadrozole,0.001,4,A,1,0.262249999999999
Fadrozole,1e-4,5,A,1,9.995749999999997
Fadrozole,0,6,A,1,0.3312500000000016
Fadrozole,1,7,A,2,2.955749999999999
Fadrozole,0.1,8,A,2,7.172249999999999
Fadrozole,0.01,9,A,2,6.560750000000003
Fadrozole,0.001,10,A,2,4.535250000000002
Fadrozole,1e-4,11,A,2,5.817249999999999
Fadrozole,0,12,A,2,0.4172500000000001
Fadrozole,1,13,A,3,1.6027500000000012
Fadrozole,0.1,14,A,3,9.912749999999999
Fadrozole,0.01,15,A,3,6.523249999999998
Fadrozole,0.001,16,A,3,3.3407500000000043
Fadrozole,1e-4,17,A,3,15.789750000000002
Fadrozole,0,18,A,3,4.148250000000002
Fadrozole,1,19,B,1,3.454750000000005
Fadrozole,0.1,20,B,1,10.86025
Fadrozole,0.01,21,B,1,5.989250000000003
Fadrozole,0.001,22,B,1,9.771249999999995
Fadrozole,1e-4,23,B,1,7.286749999999999
Fadrozole,0,24,B,1,6.803750000000002
Fadrozole,1,25,B,2,7.712249999999998
Fadrozole,0.1,26,B,2,6.691250000000001
Fadrozole,0.01,27,B,2,8.661250000000003
Fadrozole,0.001,28,B,2,13.820250000000001
Fadrozole,1e-4,29,B,2,13.54925
Fadrozole,0,30,B,2,11.447750000000003
Fadrozole,1,31,B,3,12.07725
Fadrozole,0.1,32,B,3,14.24175
Fadrozole,0.01,33,B,3,9.713250000000002
Fadrozole,0.001,34,B,3,8.848250000000004
Fadrozole,1e-4,35,B,3,10.94775
Fadrozole,0,36,B,3,7.440750000000002
Fadrozole,1,37,C,1,10.910250000000001
Fadrozole,0.1,38,C,1,23.25425
Fadrozole,0.01,39,C,1,16.70225
Fadrozole,0.001,40,C,1,12.598749999999995
Fadrozole,1e-4,41,C,1,23.092249999999996
Fadrozole,0,42,C,1,6.597250000000003
Fadrozole,1,43,C,2,10.67875
Fadrozole,0.1,44,C,2,8.41075
Fadrozole,0.01,45,C,2,11.735249999999994
Fadrozole,0.001,46,C,2,11.562249999999999
Fadrozole,1e-4,47,C,2,16.624249999999996
Fadrozole,0,48,C,2,7.646750000000002
Fadrozole,1,49,C,3,20.56475
Fadrozole,0.1,50,C,3,8.914250000000003
Fadrozole,0.01,51,C,3,29.37575
Fadrozole,0.001,52,C,3,13.195749999999997
Fadrozole,1e-4,53,C,3,10.86625
Fadrozole,0,54,C,3,10.628250000000001
Fenitrothione,1,1,A,1,-1.8693749999999971
Fenitrothione,0.1,2,A,1,-3.0888750000000007
Fenitrothione,0.01,3,A,1,0.9676249999999991
Fenitrothione,0.001,4,A,1,1.0281250000000002
Fenitrothione,1e-4,5,A,1,-2.232874999999999
Fenitrothione,0,6,A,1,-0.26437500000000025
Fenitrothione,1,7,A,2,-0.8473749999999951
Fenitrothione,0.1,8,A,2,-0.9593750000000005
Fenitrothione,0.01,9,A,2,3.597625000000005
Fenitrothione,0.001,10,A,2,1.9411250000000004
Fenitrothione,1e-4,11,A,2,-2.011375
Fenitrothione,0,12,A,2,1.3201250000000018
Fenitrothione,1,13,A,3,-3.942875
Fenitrothione,0.1,14,A,3,-3.4143749999999953
Fenitrothione,0.01,15,A,3,3.2041250000000057
Fenitrothione,0.001,16,A,3,4.045625000000002
Fenitrothione,1e-4,17,A,3,3.088625000000005
Fenitrothione,0,18,A,3,1.081125000000001
Fenitrothione,1,19,B,1,-4.203875000000003
Fenitrothione,0.1,20,B,1,0.11562500000000231
Fenitrothione,0.01,21,B,1,1.869625
Fenitrothione,0.001,22,B,1,8.694624999999995
Fenitrothione,1e-4,23,B,1,4.7401250000000035
Fenitrothione,0,24,B,1,7.812125000000003
Fenitrothione,1,25,B,2,-3.7518749999999974
Fenitrothione,0.1,26,B,2,0.2971250000000021
Fenitrothione,0.01,27,B,2,8.914124999999999
Fenitrothione,0.001,28,B,2,8.508125
Fenitrothione,1e-4,29,B,2,4.6146249999999975
Fenitrothione,0,30,B,2,-2.570374999999994
Fenitrothione,1,31,B,3,-2.6328749999999976
Fenitrothione,0.1,32,B,3,-0.07537500000000019
Fenitrothione,0.01,33,B,3,9.361624999999997
Fenitrothione,0.001,34,B,3,8.724625000000003
Fenitrothione,1e-4,35,B,3,5.162624999999996
Fenitrothione,0,36,B,3,1.4706250000000027
Fenitrothione,1,37,C,1,4.634625000000001
Fenitrothione,0.1,38,C,1,7.5051250000000005
Fenitrothione,0.01,39,C,1,3.2826250000000003
Fenitrothione,0.001,40,C,1,4.271124999999999
Fenitrothione,1e-4,41,C,1,4.920125
Fenitrothione,0,42,C,1,5.919625000000004
Fenitrothione,1,43,C,2,4.210124999999999
Fenitrothione,0.1,44,C,2,8.918124999999996
Fenitrothione,0.01,45,C,2,6.484125
Fenitrothione,0.001,46,C,2,1.6361250000000007
Fenitrothione,1e-4,47,C,2,18.546625000000006
Fenitrothione,0,48,C,2,1.1701249999999996
Fenitrothione,1,49,C,3,12.175624999999997
Fenitrothione,0.1,50,C,3,4.455625000000006
Fenitrothione,0.01,51,C,3,11.123625000000004
Fenitrothione,0.001,52,C,3,2.9126249999999994
Fenitrothione,1e-4,53,C,3,6.575125000000001
Fenitrothione,0,54,C,3,2.818125000000003
Fluoxetine,0.1,1,A,1,-3.6112499999999974
Fluoxetine,0.01,2,A,1,-3.4757500000000006
Fluoxetine,0.001,3,A,1,2.309250000000003
Fluoxetine,1e-4,4,A,1,1.0022500000000045
Fluoxetine,1e-5,5,A,1,-0.9507499999999984
Fluoxetine,0,6,A,1,-1.6052499999999972
Fluoxetine,0.1,7,A,2,-3.507249999999998
Fluoxetine,0.01,8,A,2,2.0602500000000044
Fluoxetine,0.001,9,A,2,4.547750000000005
Fluoxetine,1e-4,10,A,2,1.7042500000000063
Fluoxetine,1e-5,11,A,2,6.388750000000006
Fluoxetine,0,12,A,2,1.6957500000000012
Fluoxetine,0.1,13,A,3,-1.2477499999999955
Fluoxetine,0.01,14,A,3,1.600250000000007
Fluoxetine,0.001,15,A,3,3.551750000000003
Fluoxetine,1e-4,16,A,3,3.59875
Fluoxetine,1e-5,17,A,3,2.1997500000000025
Fluoxetine,0,18,A,3,2.451250000000006
Fluoxetine,0.1,19,B,1,-1.832250000000001
Fluoxetine,0.01,20,B,1,3.200250000000005
Fluoxetine,0.001,21,B,1,2.640249999999999
Fluoxetine,1e-4,22,B,1,2.6667500000000013
Fluoxetine,1e-5,23,B,1,6.102250000000006
Fluoxetine,0,24,B,1,2.1672500000000072
Fluoxetine,0.1,25,B,2,-1.8197500000000018
Fluoxetine,0.01,26,B,2,3.800250000000003
Fluoxetine,0.001,27,B,2,3.7332500000000026
Fluoxetine,1e-4,28,B,2,2.962250000000002
Fluoxetine,1e-5,29,B,2,3.8782500000000057
Fluoxetine,0,30,B,2,5.308250000000002
Fluoxetine,0.1,31,B,3,-1.7327499999999985
Fluoxetine,0.01,32,B,3,3.124250000000001
Fluoxetine,0.001,33,B,3,2.2862500000000034
Fluoxetine,1e-4,34,B,3,1.8567500000000026
Fluoxetine,1e-5,35,B,3,0.8627500000000028
Fluoxetine,0,36,B,3,2.3487500000000034
Fluoxetine,0.1,37,C,1,-1.2612499999999924
Fluoxetine,0.01,38,C,1,2.525250000000004
Fluoxetine,0.001,39,C,1,1.60325
Fluoxetine,1e-4,40,C,1,0.35275000000000123
Fluoxetine,1e-5,41,C,1,5.539750000000002
Fluoxetine,0,42,C,1,1.2647500000000038
Fluoxetine,0.1,43,C,2,-3.1322500000000018
Fluoxetine,0.01,44,C,2,1.4037500000000032
Fluoxetine,0.001,45,C,2,5.259750000000001
Fluoxetine,1e-4,46,C,2,8.203750000000003
Fluoxetine,1e-5,47,C,2,4.685750000000003
Fluoxetine,0,48,C,2,-0.3527499999999959
Fluoxetine,0.1,49,C,3,-4.317749999999992
Fluoxetine,0.01,50,C,3,-1.4972499999999966
Fluoxetine,0.001,51,C,3,1.0792500000000027
Fluoxetine,1e-4,52,C,3,2.5107500000000025
Fluoxetine,1e-5,53,C,3,1.245250000000003
Fluoxetine,0,54,C,3,-2.1287499999999993
Flutamide,1,1,A,1,5.486750000000003
Flutamide,0.1,2,A,1,5.782749999999999
Flutamide,0.01,3,A,1,5.8407500000000026
Flutamide,0.001,4,A,1,1.0477500000000033
Flutamide,1e-4,5,A,1,5.82525
Flutamide,0,6,A,1,6.445749999999999
Flutamide,1,7,A,2,4.381750000000003
Flutamide,0.1,8,A,2,11.425250000000002
Flutamide,0.01,9,A,2,6.326250000000001
Flutamide,0.001,10,A,2,9.038749999999997
Flutamide,1e-4,11,A,2,8.397250000000003
Flutamide,0,12,A,2,6.667750000000001
Flutamide,1,13,A,3,2.517750000000002
Flutamide,0.1,14,A,3,14.010250000000003
Flutamide,0.01,15,A,3,9.863750000000003
Flutamide,0.001,16,A,3,5.18025
Flutamide,1e-4,17,A,3,8.306250000000002
Flutamide,0,18,A,3,1.6632500000000006
Flutamide,1,19,B,1,6.894750000000001
Flutamide,0.1,20,B,1,13.283250000000002
Flutamide,0.01,21,B,1,9.454750000000004
Flutamide,0.001,22,B,1,0.5877500000000024
Flutamide,1e-4,23,B,1,12.033749999999998
Flutamide,0,24,B,1,3.033750000000004
Flutamide,1,25,B,2,10.472249999999999
Flutamide,0.1,26,B,2,11.05275
Flutamide,0.01,27,B,2,14.209249999999997
Flutamide,0.001,28,B,2,14.036250000000006
Flutamide,1e-4,29,B,2,14.31775
Flutamide,0,30,B,2,5.903750000000001
Flutamide,1,31,B,3,7.425250000000005
Flutamide,0.1,32,B,3,11.43675
Flutamide,0.01,33,B,3,12.906250000000004
Flutamide,0.001,34,B,3,2.2247499999999993
Flutamide,1e-4,35,B,3,10.35275
Flutamide,0,36,B,3,3.3362500000000024
Flutamide,1,37,C,1,6.18625
Flutamide,0.1,38,C,1,11.677249999999997
Flutamide,0.01,39,C,1,8.92025
Flutamide,0.001,40,C,1,25.81525
Flutamide,1e-4,41,C,1,12.98375
Flutamide,0,42,C,1,6.61025
Flutamide,1,43,C,2,1.134750000000003
Flutamide,0.1,44,C,2,10.968250000000005
Flutamide,0.01,45,C,2,5.163250000000004
Flutamide,0.001,46,C,2,6.670750000000001
Flutamide,1e-4,47,C,2,3.5807499999999974
Flutamide,0,48,C,2,5.504249999999998
Flutamide,1,49,C,3,11.517249999999997
Flutamide,0.1,50,C,3,12.629750000000001
Flutamide,0.01,51,C,3,4.299250000000003
Flutamide,0.001,52,C,3,5.2207500000000016
Flutamide,1e-4,53,C,3,3.8147500000000027
Flutamide,0,54,C,3,5.592250000000003
Glyphosate,1,1,A,1,10.711999999999998
Glyphosate,0.1,2,A,1,9.632499999999999
Glyphosate,0.01,3,A,1,17.991
Glyphosate,0.001,4,A,1,3.357999999999995
Glyphosate,1e-4,5,A,1,18.649499999999996
Glyphosate,0,6,A,1,-0.9809999999999963
Glyphosate,1,7,A,2,7.645999999999999
Glyphosate,0.1,8,A,2,14.520999999999999
Glyphosate,0.01,9,A,2,16.622500000000002
Glyphosate,0.001,10,A,2,4.998499999999995
Glyphosate,1e-4,11,A,2,12.464999999999995
Glyphosate,0,12,A,2,10.324
Glyphosate,1,13,A,3,10.995999999999997
Glyphosate,0.1,14,A,3,8.3135
Glyphosate,0.01,15,A,3,13.927000000000005
Glyphosate,0.001,16,A,3,9.480999999999996
Glyphosate,1e-4,17,A,3,20.861500000000007
Glyphosate,0,18,A,3,6.609499999999999
Glyphosate,1,19,B,1,34.5045
Glyphosate,0.1,20,B,1,14.776000000000002
Glyphosate,0.01,21,B,1,12.0085
Glyphosate,0.001,22,B,1,5.020499999999997
Glyphosate,1e-4,23,B,1,3.3209999999999997
Glyphosate,0,24,B,1,7.1945
Glyphosate,1,25,B,2,12.137999999999996
Glyphosate,0.1,26,B,2,14.086000000000004
Glyphosate,0.01,27,B,2,8.463499999999998
Glyphosate,0.001,28,B,2,8.767499999999997
Glyphosate,1e-4,29,B,2,4.243499999999999
Glyphosate,0,30,B,2,2.6704999999999988
Glyphosate,1,31,B,3,23.400999999999996
Glyphosate,0.1,32,B,3,10.6535
Glyphosate,0.01,33,B,3,6.315499999999998
Glyphosate,0.001,34,B,3,4.703999999999999
Glyphosate,1e-4,35,B,3,0.9639999999999969
Glyphosate,0,36,B,3,10.620999999999997
Glyphosate,1,37,C,1,10.937
Glyphosate,0.1,38,C,1,11.963
Glyphosate,0.01,39,C,1,7.184499999999998
Glyphosate,0.001,40,C,1,2.4850000000000048
Glyphosate,1e-4,41,C,1,13.805499999999993
Glyphosate,0,42,C,1,8.960499999999994
Glyphosate,1,43,C,2,7.402499999999998
Glyphosate,0.1,44,C,2,11.028
Glyphosate,0.01,45,C,2,5.797499999999998
Glyphosate,0.001,46,C,2,6.730999999999996
Glyphosate,1e-4,47,C,2,13.545999999999998
Glyphosate,0,48,C,2,7.736499999999998
Glyphosate,1,49,C,3,11.0875
Glyphosate,0.1,50,C,3,1.306499999999998
Glyphosate,0.01,51,C,3,0.5859999999999967
Glyphosate,0.001,52,C,3,4.4
Glyphosate,1e-4,53,C,3,13.446999999999997
Glyphosate,0,54,C,3,9.0385
NN-Dimethylformamide,1000,1,A,1,6.774624999999996
NN-Dimethylformamide,100,2,A,1,8.728125000000002
NN-Dimethylformamide,10,3,A,1,9.073625
NN-Dimethylformamide,1,4,A,1,5.390125
NN-Dimethylformamide,0.1,5,A,1,5.064624999999999
NN-Dimethylformamide,0,6,A,1,6.603125000000001
NN-Dimethylformamide,1000,7,A,2,6.913624999999999
NN-Dimethylformamide,100,8,A,2,14.271124999999998
NN-Dimethylformamide,10,9,A,2,8.803625
NN-Dimethylformamide,1,10,A,2,7.950124999999999
NN-Dimethylformamide,0.1,11,A,2,3.4956249999999995
NN-Dimethylformamide,0,12,A,2,13.891625000000001
NN-Dimethylformamide,1000,13,A,3,4.219125000000001
NN-Dimethylformamide,100,14,A,3,10.435625000000005
NN-Dimethylformamide,10,15,A,3,10.219125000000002
NN-Dimethylformamide,1,16,A,3,4.6376250000000026
NN-Dimethylformamide,0.1,17,A,3,4.458124999999998
NN-Dimethylformamide,0,18,A,3,12.745625
NN-Dimethylformamide,1000,19,B,1,4.470125000000002
NN-Dimethylformamide,100,20,B,1,10.732624999999999
NN-Dimethylformamide,10,21,B,1,2.940125000000001
NN-Dimethylformamide,1,22,B,1,24.292625
NN-Dimethylformamide,0.1,23,B,1,0.24762500000000198
NN-Dimethylformamide,0,24,B,1,11.430625000000003
NN-Dimethylformamide,1000,25,B,2,8.629625
NN-Dimethylformamide,100,26,B,2,5.073125
NN-Dimethylformamide,10,27,B,2,9.677624999999999
NN-Dimethylformamide,1,28,B,2,7.878625000000002
NN-Dimethylformamide,0.1,29,B,2,4.340125000000003
NN-Dimethylformamide,0,30,B,2,12.994125
NN-Dimethylformamide,1000,31,B,3,7.361125
NN-Dimethylformamide,100,32,B,3,5.819125000000002
NN-Dimethylformamide,10,33,B,3,6.979124999999999
NN-Dimethylformamide,1,34,B,3,6.988624999999998
NN-Dimethylformamide,0.1,35,B,3,4.940125000000001
NN-Dimethylformamide,0,36,B,3,11.897124999999999
NN-Dimethylformamide,1000,37,C,1,13.367124999999998
NN-Dimethylformamide,100,38,C,1,6.455625
NN-Dimethylformamide,10,39,C,1,8.722124999999998
NN-Dimethylformamide,1,40,C,1,6.6681250000000025
NN-Dimethylformamide,0.1,41,C,1,9.847625000000004
NN-Dimethylformamide,0,42,C,1,10.405125000000002
NN-Dimethylformamide,1000,43,C,2,7.468625000000002
NN-Dimethylformamide,100,44,C,2,3.997625000000002
NN-Dimethylformamide,10,45,C,2,9.158124999999998
NN-Dimethylformamide,1,46,C,2,14.325125000000003
NN-Dimethylformamide,0.1,47,C,2,10.927125000000004
NN-Dimethylformamide,0,48,C,2,12.739625
NN-Dimethylformamide,1000,49,C,3,4.555124999999999
NN-Dimethylformamide,100,50,C,3,1.7686250000000028
NN-Dimethylformamide,10,51,C,3,8.413625000000003
NN-Dimethylformamide,1,52,C,3,11.116624999999999
NN-Dimethylformamide,0.1,53,C,3,16.355625
NN-Dimethylformamide,0,54,C,3,7.078124999999999
Prochloraz,1,1,A,1,7.008624999999997
Prochloraz,0.1,2,A,1,3.7636249999999993
Prochloraz,0.01,3,A,1,4.707125
Prochloraz,0.001,4,A,1,3.9241249999999983
Prochloraz,1e-4,5,A,1,6.197625
Prochloraz,0,6,A,1,2.3576250000000005
Prochloraz,1,7,A,2,7.272125000000004
Prochloraz,0.1,8,A,2,4.830625000000003
Prochloraz,0.01,9,A,2,10.643625000000002
Prochloraz,0.001,10,A,2,5.321125000000004
Prochloraz,1e-4,11,A,2,10.647625
Prochloraz,0,12,A,2,4.174625000000001
Prochloraz,1,13,A,3,8.817624999999998
