Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_1,Baseline_2,Baseline_Fluorescence,24h_1,24h_2,h24_Fluorescence,Delta_Fluorescence,Baseline_Blank,h24_Blank,Norm_Baseline_Fluorescence,Norm_h24_Fluorescence,Relative_Delta_Fluorescence,Outlier
4C3MP,0.001,Dose_4,28,A,31.727,30.855,31.291,32.727,31.377,32.052,1.201,32.025,31.58525,-0.7339999999999982,0.4667500000000011,-0.635899182561311,FALSE
4C3MP,0.001,Dose_4,29,A,31.973,30.526,31.249499999999998,39.154,40.514,39.834,9.024,32.025,31.58525,-0.775500000000001,8.248750000000005,-10.636686009026427,FALSE
4C3MP,0.001,Dose_4,30,A,30.733,30.128,30.430500000000002,38.323,37.464,37.8935,7.903,32.025,31.58525,-1.5944999999999965,6.308250000000005,-3.956255879586089,FALSE
4C3MP,0.001,Dose_4,31,B,28.465,27.988,28.2265,34.887,34.822,34.8545,7.068,32.025,31.58525,-3.798499999999997,3.269250000000003,-0.8606686850072411,FALSE
4C3MP,0.001,Dose_4,32,B,29.784,28.736,29.259999999999998,35.677,33.22,34.448499999999996,5.628,32.025,31.58525,-2.7650000000000006,2.863249999999997,-1.035533453887883,FALSE
4C3MP,0.001,Dose_4,33,B,29.639,28.757,29.198,39.046,37.411,38.2285,9.47,32.025,31.58525,-2.826999999999998,6.643249999999998,-2.349929253625753,FALSE
4C3MP,0.001,Dose_4,34,C,29.007,28.814,28.9105,35.085,35.702,35.3935,6.923,32.025,31.58525,-3.1144999999999996,3.8082500000000046,-1.2227484347407305,FALSE
4C3MP,0.001,Dose_4,35,C,27.344,27.501,27.4225,34.135,34.229,34.182,7.199,32.025,31.58525,-4.602499999999999,2.5967500000000037,-0.5642042368278118,FALSE
4C3MP,0.001,Dose_4,36,C,27.606,28.655,28.1305,36.685,35.715,36.2,8.509,32.025,31.58525,-3.894499999999997,4.614750000000004,-1.1849403004236765,FALSE
4C3MP,1e-4,Dose_5,37,A,32.634,34.188,33.411,39.465,41.15,40.307500000000005,7.336,32.025,31.58525,1.3860000000000028,8.722250000000006,6.293109668109659,FALSE
4C3MP,1e-4,Dose_5,38,A,31.81,31.012,31.411,38.443,39.378,38.9105,7.939,32.025,31.58525,-0.6139999999999972,7.3252500000000005,-11.930374592833932,FALSE
4C3MP,1e-4,Dose_5,39,A,29.426,31.163,30.2945,35.059,33.808,34.433499999999995,4.579,32.025,31.58525,-1.7304999999999993,2.8482499999999966,-1.6459115862467482,FALSE
4C3MP,1e-4,Dose_5,40,B,27.727,28.114,27.9205,40.755,40.304,40.5295,13.049,32.025,31.58525,-4.104499999999998,8.94425,-2.179132659276405,FALSE
4C3MP,1e-4,Dose_5,41,B,30.69,29.77,30.23,32.819,35.914,34.3665,4.576,32.025,31.58525,-1.7949999999999982,2.7812500000000036,-1.5494428969359366,FALSE
4C3MP,1e-4,Dose_5,42,B,31.854,33.742,32.798,35.747,35.166,35.4565,3.098,32.025,31.58525,0.7730000000000032,3.87125,5.008085381629992,FALSE
4C3MP,1e-4,Dose_5,43,C,32.241,31.503,31.872,38.16,37.88,38.019999999999996,6.588,32.025,31.58525,-0.1529999999999987,6.4347499999999975,-42.057189542484004,FALSE
4C3MP,1e-4,Dose_5,44,C,30.241,28.584,29.4125,35.069,34.596,34.832499999999996,5.86,32.025,31.58525,-2.612499999999997,3.2472499999999975,-1.242966507177034,FALSE
4C3MP,1e-4,Dose_5,45,C,28.858,27.814,28.336,33.306,32.426,32.866,4.97,32.025,31.58525,-3.689,1.2807500000000012,-0.34718080780699406,FALSE
4C3MP,0,Dose_6,46,A,31.398,30.762,31.08,37.149,37.175,37.162,6.522,32.025,31.58525,-0.9450000000000003,5.5767500000000005,-5.90132275132275,FALSE
4C3MP,0,Dose_6,47,A,30.311,29.374,29.8425,31.895,36.047,33.971,4.568,32.025,31.58525,-2.1824999999999974,2.385749999999998,-1.0931271477663234,FALSE
4C3MP,0,Dose_6,48,A,28.395,27.884,28.139499999999998,37.265,37.73,37.4975,9.798,32.025,31.58525,-3.8855000000000004,5.912250000000004,-1.5216188392742256,FALSE
4C3MP,0,Dose_6,49,B,30.77,29.063,29.9165,36.128,37.79,36.959,7.482,32.025,31.58525,-2.1084999999999994,5.373750000000005,-2.5486127578847553,FALSE
4C3MP,0,Dose_6,50,B,28.871,29.947,29.409,33.719,33.047,33.382999999999996,4.414,32.025,31.58525,-2.6159999999999997,1.797749999999997,-0.6872133027522925,FALSE
4C3MP,0,Dose_6,51,B,31.491,30.741,31.116,38.604,36.975,37.789500000000004,7.113,32.025,31.58525,-0.9089999999999989,6.204250000000005,-6.825357535753589,FALSE
4C3MP,0,Dose_6,52,C,29.361,29.141,29.250999999999998,42.056,43.569,42.8125,14.001,32.025,31.58525,-2.774000000000001,11.227250000000002,-4.047314347512616,FALSE
4C3MP,0,Dose_6,53,C,31.025,29.666,30.3455,39.895,35.56,37.727500000000006,7.822,32.025,31.58525,-1.6794999999999973,6.142250000000008,-3.6571896397737524,FALSE
4C3MP,0,Dose_6,54,C,32.375,29.876,31.125500000000002,33.017,34.846,33.9315,3.246,32.025,31.58525,-0.8994999999999962,2.3462500000000013,-2.608393551973331,FALSE
4TOP,0.1,Dose_1,1,A,29.716,28.417,29.0665,35.485,33.406,34.445499999999996,3.085,31.62025,33.913875,-2.5537499999999973,0.5316249999999982,-0.20817425354870242,FALSE
4TOP,0.1,Dose_1,2,A,29.697,28.994,29.3455,38.467,36.622,37.5445,5.905,31.62025,33.913875,-2.2747499999999974,3.630625000000002,-1.5960545114847813,FALSE
4TOP,0.1,Dose_1,3,A,28.33,27.867,28.0985,32.283,31.354,31.8185,1.426,31.62025,33.913875,-3.5217499999999973,-2.095374999999997,0.5949811883296653,FALSE
4TOP,0.1,Dose_1,4,B,29.684,27.639,28.6615,32.195,32.722,32.4585,1.503,31.62025,33.913875,-2.9587499999999984,-1.4553749999999965,0.49188846641318035,FALSE
4TOP,0.1,Dose_1,5,B,30.647,28.177,29.412,39.042,37.234,38.138000000000005,6.432,31.62025,33.913875,-2.2082499999999996,4.224125000000008,-1.9128835050379298,FALSE
4TOP,0.1,Dose_1,6,B,29.517,29.679,29.598,37.255,36.72,36.9875,5.096,31.62025,33.913875,-2.0222499999999997,3.073625,-1.5199035727531216,FALSE
4TOP,0.1,Dose_1,7,C,28.868,27.655,28.261499999999998,36.981,32.648,34.8145,4.259,31.62025,33.913875,-3.3587500000000006,0.9006250000000051,-0.26814291030889614,FALSE
4TOP,0.1,Dose_1,8,C,29.939,27.879,28.909,103.879,93.722,98.8005,67.598,31.62025,33.913875,-2.7112499999999997,64.88662500000001,-23.93236514522822,TRUE
4TOP,0.1,Dose_1,9,C,29.391,29.764,29.5775,43.043,41.551,42.297,10.426,31.62025,33.913875,-2.042749999999998,8.383125,-4.103842858891205,FALSE
4TOP,0.01,Dose_2,10,A,29.22,29.414,29.317,31.078,32.016,31.546999999999997,-0.064,31.62025,33.913875,-2.3032499999999985,-2.3668750000000003,1.0276240095517213,FALSE
4TOP,0.01,Dose_2,11,A,30.683,27.858,29.2705,35.6,35.315,35.457499999999996,3.893,31.62025,33.913875,-2.3497500000000002,1.5436249999999987,-0.6569315884668575,FALSE
4TOP,0.01,Dose_2,12,A,30.425,29.055,29.740000000000002,36.902,35.843,36.3725,4.339,31.62025,33.913875,-1.8802499999999966,2.458625000000005,-1.3076053716261185,FALSE
4TOP,0.01,Dose_2,13,B,27.918,27.49,27.704,40.796,38.871,39.8335,9.836,31.62025,33.913875,-3.916249999999998,5.9196250000000035,-1.5115544206830531,FALSE
4TOP,0.01,Dose_2,14,B,28.233,27.832,28.0325,44.748,46.003,45.3755,15.049,31.62025,33.913875,-3.5877499999999998,11.461625000000005,-3.1946554247090813,FALSE
4TOP,0.01,Dose_2,15,B,29.297,28.83,29.063499999999998,56.581,55.837,56.209,24.852,31.62025,33.913875,-2.556750000000001,22.295125000000006,-8.720103647208369,FALSE
4TOP,0.01,Dose_2,16,C,27.659,26.896,27.2775,58.395,55.911,57.153000000000006,27.582,31.62025,33.913875,-4.342749999999999,23.23912500000001,-5.351246330090384,FALSE
4TOP,0.01,Dose_2,17,C,28.563,27.337,27.95,41.193,41.182,41.1875,10.944,31.62025,33.913875,-3.6702499999999993,7.273625000000003,-1.9817791703562437,FALSE
4TOP,0.01,Dose_2,18,C,27.191,26.488,26.8395,46.661,44.892,45.7765,16.643,31.62025,33.913875,-4.780749999999998,11.862625000000001,-2.4813313810594586,FALSE
4TOP,0.001,Dose_3,19,A,29.146,28.727,28.936500000000002,47.208,46.745,46.9765,15.746,31.62025,33.913875,-2.6837499999999963,13.062625000000004,-4.867303213786688,FALSE
4TOP,0.001,Dose_3,20,A,31.955,32.349,32.152,47.566,44.917,46.2415,11.796,31.62025,33.913875,0.5317500000000024,12.327625000000005,23.183121767747906,FALSE
4TOP,0.001,Dose_3,21,A,30.731,29.903,30.317,55.698,53.257,54.4775,21.867,31.62025,33.913875,-1.3032499999999985,20.563625000000002,-15.778726261269922,FALSE
4TOP,0.001,Dose_3,22,B,28.229,26.164,27.1965,106.119,103.495,104.807,75.317,31.62025,33.913875,-4.423749999999998,70.893125,-16.025572195535467,TRUE
4TOP,0.001,Dose_3,23,B,28.116,27.628,27.872,47.225,46.443,46.834,16.668,31.62025,33.913875,-3.7482499999999987,12.920125000000006,-3.4469752551190584,FALSE
4TOP,0.001,Dose_3,24,B,31.626,30.508,31.067,50.19,49.033,49.6115,16.251,31.62025,33.913875,-0.5532499999999985,15.697625000000002,-28.373474920921907,FALSE
4TOP,0.001,Dose_3,25,C,28.198,27.13,27.664,44.239,44.547,44.393,14.435,31.62025,33.913875,-3.956249999999997,10.479125000000003,-2.6487519747235413,FALSE
4TOP,0.001,Dose_3,26,C,26.547,25.678,26.1125,39.869,36.453,38.161,9.755,31.62025,33.913875,-5.507749999999998,4.247125000000004,-0.7711179701329954,FALSE
4TOP,0.001,Dose_3,27,C,28.275,27.359,27.817,35.263,36.353,35.808,5.697,31.62025,33.913875,-3.8032499999999985,1.8941250000000025,-0.498028002366398,FALSE
4TOP,1e-4,Dose_4,28,A,30.093,29.069,29.581,45.561,45.948,45.7545,13.88,31.62025,33.913875,-2.039249999999999,11.840625000000003,-5.806362633321078,FALSE
4TOP,1e-4,Dose_4,29,A,28.945,28.087,28.516,47.613,45.54,46.576499999999996,15.767,31.62025,33.913875,-3.1042500000000004,12.662624999999998,-4.079125392606909,FALSE
4TOP,1e-4,Dose_4,30,A,28.402,25.992,27.197000000000003,48.964,48.434,48.699,19.208,31.62025,33.913875,-4.423249999999996,14.785125,-3.342593115921554,FALSE
4TOP,1e-4,Dose_4,31,B,27.499,27.99,27.7445,45.375,45.414,45.3945,15.356,31.62025,33.913875,-3.87575,11.480625000000003,-2.9621686125266087,FALSE
4TOP,1e-4,Dose_4,32,B,27.144,25.685,26.414499999999997,38.315,38.357,38.336,9.628,31.62025,33.913875,-5.205750000000002,4.422125000000001,-0.8494693367910483,FALSE
4TOP,1e-4,Dose_4,33,B,27.735,26.767,27.250999999999998,52.782,52.592,52.687,23.142,31.62025,33.913875,-4.369250000000001,18.773125,-4.296647021800079,FALSE
4TOP,1e-4,Dose_4,34,C,26.87,25.806,26.338,49.695,49.336,49.5155,20.884,31.62025,33.913875,-5.282249999999998,15.601625000000006,-2.953594585640591,FALSE
4TOP,1e-4,Dose_4,35,C,28.811,25.917,27.364,50.917,46.775,48.846000000000004,19.188,31.62025,33.913875,-4.256249999999998,14.932125000000006,-3.5082819383259944,FALSE
4TOP,1e-4,Dose_4,36,C,29.671,28.337,29.003999999999998,42.957,43.371,43.164,11.866,31.62025,33.913875,-2.616250000000001,9.250125000000004,-3.5356426182513143,FALSE
4TOP,1e-5,Dose_5,37,A,27.844,29.133,28.488500000000002,41.91,41.631,41.7705,10.988,31.62025,33.913875,-3.1317499999999967,7.856625000000001,-2.508701205396347,FALSE
4TOP,1e-5,Dose_5,38,A,29.809,28.518,29.1635,47.183,45.608,46.3955,14.938,31.62025,33.913875,-2.4567499999999995,12.481625000000001,-5.080543400834437,FALSE
4TOP,1e-5,Dose_5,39,A,28.36,26.247,27.3035,49.58,47.994,48.787,19.19,31.62025,33.913875,-4.316749999999999,14.873125000000002,-3.44544506862802,FALSE
4TOP,1e-5,Dose_5,40,B,28.358,28.434,28.396,41.91,39.603,40.7565,10.067,31.62025,33.913875,-3.224249999999998,6.842625000000005,-2.1222377297045854,FALSE
4TOP,1e-5,Dose_5,41,B,26.635,25.007,25.821,54.008,53.167,53.587500000000006,25.473,31.62025,33.913875,-5.799249999999997,19.67362500000001,-3.392442988317458,FALSE
4TOP,1e-5,Dose_5,42,B,26.773,25.547,26.16,48.119,47.165,47.641999999999996,19.188,31.62025,33.913875,-5.4602499999999985,13.728124999999999,-2.514193489309098,FALSE
4TOP,1e-5,Dose_5,43,C,26.272,26.585,26.4285,45.129,44.9,45.0145,16.292,31.62025,33.913875,-5.191749999999999,11.100625,-2.1381277989117358,FALSE
4TOP,1e-5,Dose_5,44,C,28.065,26.619,27.342,56.456,54.576,55.516000000000005,25.88,31.62025,33.913875,-4.27825,21.602125000000008,-5.049290013440077,FALSE
4TOP,1e-5,Dose_5,45,C,30.639,29.671,30.155,45.734,47.257,46.4955,14.047,31.62025,33.913875,-1.4652499999999975,12.581625000000003,-8.586674628902934,FALSE
4TOP,0,Dose_6,46,A,30.084,28.846,29.465,42.443,40.272,41.3575,9.599,31.62025,33.913875,-2.1552499999999988,7.443625000000004,-3.453717666164022,FALSE
4TOP,0,Dose_6,47,A,28.333,28.473,28.403,38.414,39.831,39.1225,8.426,31.62025,33.913875,-3.21725,5.208625000000005,-1.6189680627865428,FALSE
4TOP,0,Dose_6,48,A,26.574,27.592,27.083,42.711,42.764,42.7375,13.361,31.62025,33.913875,-4.53725,8.823625,-1.9447076973937956,FALSE
4TOP,0,Dose_6,49,B,28.171,27.124,27.6475,56.28,58.477,57.3785,27.437,31.62025,33.913875,-3.972749999999998,23.464625000000005,-5.906393556100943,FALSE
4TOP,0,Dose_6,50,B,27.221,27.261,27.241,43.202,46.415,44.808499999999995,15.274,31.62025,33.913875,-4.379249999999999,10.894624999999998,-2.4877832962265227,FALSE
4TOP,0,Dose_6,51,B,25.564,26.276,25.92,45.831,41.98,43.9055,15.692,31.62025,33.913875,-5.700249999999997,9.991625000000006,-1.7528397877286104,FALSE
4TOP,0,Dose_6,52,C,26.454,24.984,25.719,53.944,47.075,50.5095,22.497,31.62025,33.913875,-5.9012499999999974,16.595625000000005,-2.812221986867191,FALSE
4TOP,0,Dose_6,53,C,26.31,24.525,25.417499999999997,46.863,43.03,44.9465,17.235,31.62025,33.913875,-6.202750000000002,11.032625000000003,-1.7786667204062714,FALSE
4TOP,0,Dose_6,54,C,26.966,26.51,26.738,45.078,43.639,44.35850000000001,15.327,31.62025,33.913875,-4.882249999999999,10.44462500000001,-2.139305648010653,FALSE
Aniline,10,Dose_1,1,A,20.575,20.577,20.576,33.954,33.043,33.4985,11.068,21.72625,23.581125,-1.1502499999999998,9.917375,-8.621930015214085,FALSE
Aniline,10,Dose_1,2,A,20.938,18.716,19.826999999999998,35.957,35.875,35.916,14.234,21.72625,23.581125,-1.899250000000002,12.334874999999997,-6.494603132815576,FALSE
Aniline,10,Dose_1,3,A,20.202,19.938,20.07,34.396,33.471,33.933499999999995,12.009,21.72625,23.581125,-1.65625,10.352374999999995,-6.250490566037733,FALSE
Aniline,10,Dose_1,4,B,19.689,17.775,18.732,54.438,49.848,52.143,31.556,21.72625,23.581125,-2.994250000000001,28.561875,-9.538907906821406,TRUE
Aniline,10,Dose_1,5,B,19.058,19.497,19.2775,40.814,43.762,42.288,21.156,21.72625,23.581125,-2.4487500000000004,18.706874999999997,-7.639356814701376,FALSE
Aniline,10,Dose_1,6,B,21.074,20.514,20.794,42.039,39.622,40.8305,18.182,21.72625,23.581125,-0.9322499999999998,17.249375,-18.502949852507378,FALSE
Aniline,10,Dose_1,7,C,21.187,19.951,20.569000000000003,71.298,70.529,70.9135,48.49,21.72625,23.581125,-1.1572499999999977,47.332375,-40.90073449989207,TRUE
Aniline,10,Dose_1,8,C,19.508,20.317,19.9125,73.441,67.84,70.6405,48.873,21.72625,23.581125,-1.8137499999999989,47.059375,-25.94589937973813,TRUE
Aniline,10,Dose_1,9,C,20.547,19.844,20.195500000000003,74.662,68.128,71.39500000000001,49.345,21.72625,23.581125,-1.5307499999999976,47.81387500000001,-31.235587130491645,TRUE
Aniline,1,Dose_2,10,A,21.351,20.34,20.8455,29.392,25.359,27.375500000000002,4.675,21.72625,23.581125,-0.880749999999999,3.7943750000000023,-4.308118081180819,FALSE
Aniline,1,Dose_2,11,A,21.339,19.838,20.5885,33.84,34.143,33.9915,11.548,21.72625,23.581125,-1.1377500000000005,10.410375000000002,-9.14996704021094,FALSE
Aniline,1,Dose_2,12,A,21.155,19.506,20.3305,35.021,34.273,34.647000000000006,12.462,21.72625,23.581125,-1.3957499999999996,11.065875000000005,-7.928264373992484,FALSE
Aniline,1,Dose_2,13,B,20.526,20.077,20.3015,26.577,24.806,25.6915,3.535,21.72625,23.581125,-1.4247499999999995,2.1103750000000012,-1.4812247762765411,FALSE
Aniline,1,Dose_2,14,B,20.564,19.844,20.204,33.813,30.773,32.293,10.234,21.72625,23.581125,-1.5222499999999997,8.711875,-5.7230251272787,FALSE
Aniline,1,Dose_2,15,B,19.751,18.378,19.064500000000002,41.735,41.145,41.44,20.521,21.72625,23.581125,-2.661749999999998,17.858874999999998,-6.709448670987137,FALSE
Aniline,1,Dose_2,16,C,19.451,20.097,19.774,33.679,32.364,33.0215,11.393,21.72625,23.581125,-1.9522499999999994,9.440375000000003,-4.835638365987966,FALSE
Aniline,1,Dose_2,17,C,19.723,19.782,19.752499999999998,33.105,31.937,32.521,10.914,21.72625,23.581125,-1.9737500000000026,8.939875,-4.5293856871437566,FALSE
Aniline,1,Dose_2,18,C,19.587,19.627,19.607,33.157,31.241,32.199,10.737,21.72625,23.581125,-2.119250000000001,8.617874999999998,-4.066473988439304,FALSE
Aniline,0.1,Dose_3,19,A,19.587,20.367,19.977,32.331,32.16,32.2455,10.414,21.72625,23.581125,-1.74925,8.664375,-4.953194226096898,FALSE
Aniline,0.1,Dose_3,20,A,21.057,20.963,21.009999999999998,34.236,32.584,33.41,10.545,21.72625,23.581125,-0.7162500000000023,9.828874999999996,-13.722687609074995,FALSE
Aniline,0.1,Dose_3,21,A,19.541,20.134,19.8375,34.223,33.94,34.0815,12.389,21.72625,23.581125,-1.8887500000000017,10.500374999999998,-5.559430840502972,FALSE
Aniline,0.1,Dose_3,22,B,18.947,20.481,19.714,55.46,53.292,54.376000000000005,32.807,21.72625,23.581125,-2.0122500000000016,30.794875000000005,-15.303702323269961,TRUE
Aniline,0.1,Dose_3,23,B,19.898,20.244,20.070999999999998,28.706,29.388,29.047,7.121,21.72625,23.581125,-1.6552500000000023,5.4658750000000005,-3.3021446911342656,FALSE
Aniline,0.1,Dose_3,24,B,19.334,18.539,18.936500000000002,31.926,30.809,31.3675,10.576,21.72625,23.581125,-2.789749999999998,7.786375,-2.791065507661979,FALSE
Aniline,0.1,Dose_3,25,C,19.508,19.285,19.3965,29.439,28.6,29.0195,7.768,21.72625,23.581125,-2.3297500000000007,5.438375000000001,-2.3343169868011584,FALSE
Aniline,0.1,Dose_3,26,C,19.617,20.188,19.9025,35.548,34.075,34.8115,13.054,21.72625,23.581125,-1.8237500000000004,11.230375000000002,-6.157847840986977,FALSE
Aniline,0.1,Dose_3,27,C,21.005,19.538,20.2715,29.172,25.642,27.407,5.281,21.72625,23.581125,-1.4547500000000007,3.825875,-2.629919230108265,FALSE
Aniline,0.01,Dose_4,28,A,21.93,20.324,21.127000000000002,31.524,30.511,31.0175,8.036,21.72625,23.581125,-0.5992499999999978,7.436374999999998,-12.409470171047184,FALSE
Aniline,0.01,Dose_4,29,A,19.546,20.195,19.8705,26.969,25.316,26.1425,4.417,21.72625,23.581125,-1.8557500000000005,2.561374999999998,-1.3802371009025987,FALSE
Aniline,0.01,Dose_4,30,A,20.795,20.203,20.499000000000002,29.35,29.029,29.189500000000002,6.836,21.72625,23.581125,-1.227249999999998,5.608375000000002,-4.569871664290089,FALSE
Aniline,0.01,Dose_4,31,B,19.18,19.877,19.5285,28,27.962,27.981,6.598,21.72625,23.581125,-2.197749999999999,4.3998750000000015,-2.001990672278468,FALSE
Aniline,0.01,Dose_4,32,B,19.866,20.418,20.142,46.524,45.833,46.1785,24.182,21.72625,23.581125,-1.5842500000000008,22.597375,-14.263768344642568,TRUE
Aniline,0.01,Dose_4,33,B,19.615,19.725,19.67,26.107,24.055,25.081,3.556,21.72625,23.581125,-2.0562499999999986,1.4998749999999994,-0.729422492401216,FALSE
Aniline,0.01,Dose_4,34,C,20.504,19.98,20.242,28.973,27.383,28.177999999999997,6.081,21.72625,23.581125,-1.4842499999999994,4.596874999999997,-3.0971029139295934,FALSE
Aniline,0.01,Dose_4,35,C,19.892,19.918,19.905,27.152,27.658,27.405,5.645,21.72625,23.581125,-1.8212499999999991,3.823875000000001,-2.0995881949210724,FALSE
Aniline,0.01,Dose_4,36,C,19.084,19.368,19.226,27.042,25.975,26.5085,5.428,21.72625,23.581125,-2.500250000000001,2.9273750000000014,-1.1708329167083291,FALSE
Aniline,0.001,Dose_5,37,A,19.818,20.249,20.0335,27.035,26.5,26.7675,4.879,21.72625,23.581125,-1.6927500000000002,3.186374999999998,-1.8823659725299056,FALSE
Aniline,0.001,Dose_5,38,A,20.656,19.812,20.234,30.444,30.14,30.292,8.203,21.72625,23.581125,-1.4922499999999985,6.7108750000000015,-4.497151951750717,FALSE
Aniline,0.001,Dose_5,39,A,19.468,18.885,19.1765,30.665,30.038,30.3515,9.32,21.72625,23.581125,-2.5497499999999995,6.770375000000001,-2.6553093440533395,FALSE
Aniline,0.001,Dose_5,40,B,19.647,20.306,19.9765,36.807,38.15,37.4785,15.647,21.72625,23.581125,-1.7497499999999988,13.897374999999997,-7.942491784540652,FALSE
Aniline,0.001,Dose_5,41,B,20.737,19.305,20.021,34.657,34.665,34.661,12.785,21.72625,23.581125,-1.7052499999999995,11.079875000000001,-6.497507696818651,FALSE
Aniline,0.001,Dose_5,42,B,19.602,18.937,19.2695,31.784,29.802,30.793,9.669,21.72625,23.581125,-2.4567499999999995,7.211874999999999,-2.9355347511956857,FALSE
Aniline,0.001,Dose_5,43,C,19.993,19.26,19.6265,29.832,29.309,29.570500000000003,8.089,21.72625,23.581125,-2.0997500000000002,5.989375000000003,-2.8524229074889877,FALSE
Aniline,0.001,Dose_5,44,C,20.049,21.405,20.727,29.412,29.336,29.374,6.792,21.72625,23.581125,-0.99925,5.792874999999999,-5.79722291718789,FALSE
Aniline,0.001,Dose_5,45,C,19.47,20.352,19.911,28.579,27.866,28.2225,6.457,21.72625,23.581125,-1.815249999999999,4.641375,-2.556879217738605,FALSE
Aniline,0,Dose_6,46,A,20.533,21.779,21.156,30.028,29.184,29.606,6.595,21.72625,23.581125,-0.5702500000000015,6.0248750000000015,-10.565322227093356,FALSE
Aniline,0,Dose_6,47,A,19.911,21.626,20.768500000000003,30.939,30.182,30.560499999999998,7.937,21.72625,23.581125,-0.9577499999999972,6.9793749999999974,-7.287261811537476,FALSE
Aniline,0,Dose_6,48,A,20.631,19.344,19.9875,28.19,30.071,29.1305,7.288,21.72625,23.581125,-1.7387499999999996,5.549375000000001,-3.1915887850467306,FALSE
Aniline,0,Dose_6,49,B,19.875,19.935,19.905,31.858,29.734,30.796,9.036,21.72625,23.581125,-1.8212499999999991,7.214874999999999,-3.9614962251201113,FALSE
Aniline,0,Dose_6,50,B,19.966,20.115,20.0405,36.555,36.69,36.6225,14.727,21.72625,23.581125,-1.6857499999999987,13.041375000000002,-7.736244994809439,FALSE
Aniline,0,Dose_6,51,B,19.821,20.204,20.012500000000003,30.991,28.411,29.701,7.834,21.72625,23.581125,-1.7137499999999974,6.119875,-3.571043034281552,FALSE
Aniline,0,Dose_6,52,C,18.953,18.941,18.947,33.566,32.203,32.8845,12.083,21.72625,23.581125,-2.779250000000001,9.303375000000003,-3.347440856346136,FALSE
Aniline,0,Dose_6,53,C,20.513,20.991,20.752000000000002,31.224,28.757,29.9905,7.384,21.72625,23.581125,-0.9742499999999978,6.409375000000001,-6.578778547600733,FALSE
Aniline,0,Dose_6,54,C,19.626,19.696,19.661,32.344,30.189,31.2665,9.751,21.72625,23.581125,-2.065249999999999,7.6853750000000005,-3.721280716620266,FALSE
BPA,1,Dose_1,1,A,39.482,39.44,39.461,63.282,60.555,61.918499999999995,26.634,42.7565,38.579750000000004,-3.295500000000004,23.33874999999999,-7.082005765437707,FALSE
BPA,1,Dose_1,2,A,39.455,38.975,39.215,90.826,84.499,87.6625,52.624,42.7565,38.579750000000004,-3.541499999999999,49.08274999999999,-13.859311026401242,FALSE
BPA,1,Dose_1,3,A,40.916,40.409,40.662499999999994,71.834,68.781,70.3075,33.822,42.7565,38.579750000000004,-2.0940000000000083,31.72775,-15.151743075453616,FALSE
BPA,1,Dose_1,4,B,40.695,38.975,39.835,68.165,61.986,65.0755,29.417,42.7565,38.579750000000004,-2.9215000000000018,26.49575,-9.069228136231382,FALSE
BPA,1,Dose_1,5,B,38.547,40.424,39.4855,66.097,65.464,65.78049999999999,30.472,42.7565,38.579750000000004,-3.271000000000001,27.200749999999985,-8.315729134821149,FALSE
BPA,1,Dose_1,6,B,40.042,40.069,40.0555,69.292,66.848,68.07,32.191,42.7565,38.579750000000004,-2.7010000000000005,29.49024999999999,-10.918271010736758,FALSE
BPA,1,Dose_1,7,C,39.925,37.724,38.8245,82.554,78.54,80.547,45.899,42.7565,38.579750000000004,-3.932000000000002,41.96724999999999,-10.673257884028477,FALSE
BPA,1,Dose_1,8,C,38.438,39.299,38.8685,74.374,72.217,73.2955,38.604,42.7565,38.579750000000004,-3.8880000000000052,34.71575,-8.928948045267477,FALSE
BPA,1,Dose_1,9,C,38.655,37.854,38.2545,59.595,56,57.7975,23.72,42.7565,38.579750000000004,-4.5020000000000024,19.217749999999995,-4.268713904931138,FALSE
BPA,0.1,Dose_2,10,A,39.126,40.441,39.783500000000004,42.876,37.492,40.184,4.577,42.7565,38.579750000000004,-2.972999999999999,1.6042499999999933,-0.5396064581231059,FALSE
BPA,0.1,Dose_2,11,A,40.703,39.161,39.932,49.494,46.635,48.064499999999995,12.309,42.7565,38.579750000000004,-2.8245000000000005,9.484749999999991,-3.3580279695521296,FALSE
BPA,0.1,Dose_2,12,A,39.771,38.032,38.9015,45.925,42.121,44.022999999999996,9.298,42.7565,38.579750000000004,-3.855000000000004,5.443249999999992,-1.411997405966274,FALSE
BPA,0.1,Dose_2,13,B,39.435,38.572,39.0035,51.438,47.957,49.697500000000005,14.871,42.7565,38.579750000000004,-3.753,11.117750000000001,-2.96236344257927,FALSE
BPA,0.1,Dose_2,14,B,37.755,37.655,37.705,55.85,53.588,54.719,21.191,42.7565,38.579750000000004,-5.051500000000004,16.139249999999997,-3.1949420964070043,FALSE
BPA,0.1,Dose_2,15,B,39.323,37.612,38.4675,58.124,54.632,56.378,22.087,42.7565,38.579750000000004,-4.2890000000000015,17.798249999999996,-4.149743529960362,FALSE
BPA,0.1,Dose_2,16,C,37.005,38.706,37.855500000000006,66.082,64.569,65.3255,31.647,42.7565,38.579750000000004,-4.900999999999996,26.74575,-5.4572026117119,FALSE
BPA,0.1,Dose_2,17,C,40.001,37.745,38.873,76.165,72.522,74.3435,39.647,42.7565,38.579750000000004,-3.883500000000005,35.76375,-9.209154113557346,FALSE
