Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_1,Baseline_2,Baseline_Fluorescence,24h_1,24h_2,h24_Fluorescence,Delta_Fluorescence,Norm_factor,Norm_Fluorescence,Outlier
1-Decanol,1,Dose_1,9,C,38.054,37.698,37.876,39.93,39.743,39.8365,1.9605,-0.622000000000007,2.583,FALSE
1-Decanol,0.1,Dose_2,16,C,37.52,35.974,36.747,48.827,48.086,48.4565,11.7095,-0.622000000000007,12.332,FALSE
1-Decanol,0.1,Dose_2,17,C,37.218,36.864,37.041,42.48,42.554,42.517,5.476,-0.622000000000007,6.098,FALSE
1-Decanol,0.1,Dose_2,18,C,36.708,36.977,36.8425,40.214,39.461,39.8375,2.995,-0.622000000000007,3.617,FALSE
1-Decanol,0.01,Dose_3,25,C,38.475,37.772,38.1235,50.592,51.218,50.905,12.7815,-0.622000000000007,13.404,FALSE
1-Decanol,0.01,Dose_3,26,C,37.057,37.135,37.096,43.157,42.998,43.0775,5.9815,-0.622000000000007,6.604,FALSE
1-Decanol,0.01,Dose_3,27,C,35.414,35.701,35.5575,40.613,39.109,39.861,4.3035,-0.622000000000007,4.926,FALSE
1-Decanol,0.001,Dose_4,34,C,37.222,35.228,36.225,39.902,42.3,41.101,4.876,-0.622000000000007,5.498,FALSE
1-Decanol,0.001,Dose_4,35,C,37.664,36.614,37.139,44.128,43.586,43.857,6.718,-0.622000000000007,7.34,FALSE
1-Decanol,0.001,Dose_4,36,C,38.39,35.94,37.165,36.938,37.797,37.3675,0.202500000000001,-0.622000000000007,0.825,FALSE
1-Decanol,0.0001,Dose_5,43,C,37.526,37.756,37.641,46.498,43.659,45.0785,7.43749999999999,-0.622000000000007,8.06,FALSE
1-Decanol,0.0001,Dose_5,44,C,37.046,34.939,35.9925,43.712,43.601,43.6565,7.664,-0.622000000000007,8.286,FALSE
1-Decanol,0.0001,Dose_5,45,C,38.328,37.686,38.007,40.42,41.289,40.8545,2.8475,-0.622000000000007,3.47,FALSE
1-Decanol,0,Dose_6,52,C,38.293,35.848,37.0705,43.593,43.308,43.4505,6.38000000000001,-0.622000000000007,7.002,FALSE
1-Decanol,0,Dose_6,53,C,36.141,36.673,36.407,39.867,40.943,40.405,3.998,-0.622000000000007,4.62,FALSE
1-Decanol,0,Dose_6,54,C,40.248,37.315,38.7815,39.778,39.321,39.5495,0.768000000000001,-0.622000000000007,1.39,FALSE
1-Octanol,10,Dose_1,1,A,15.595,15.801,15.698,19.144,18.627,18.8855,3.1875,2.356625,0.831,FALSE
1-Octanol,10,Dose_1,2,A,15.327,15.152,15.2395,19.764,20.62,20.192,4.9525,2.356625,2.596,FALSE
1-Octanol,10,Dose_1,3,A,15.423,14.849,15.136,20.363,21.393,20.878,5.742,2.356625,3.385,FALSE
1-Octanol,1,Dose_2,10,A,15.577,15.452,15.5145,22.682,23.616,23.149,7.6345,2.356625,5.278,FALSE
1-Octanol,1,Dose_2,11,A,16.587,15.907,16.247,18.337,19.984,19.1605,2.9135,2.356625,0.557,FALSE
1-Octanol,1,Dose_2,12,A,16.133,15.281,15.707,43.907,43.725,43.816,28.109,2.356625,NA,TRUE
1-Octanol,0.1,Dose_3,19,A,16.494,17.538,17.016,19.433,19.082,19.2575,2.2415,2.356625,-0.115,FALSE
1-Octanol,0.1,Dose_3,20,A,16.819,16.7,16.7595,19.494,18.775,19.1345,2.375,2.356625,0.018,FALSE
1-Octanol,0.1,Dose_3,21,A,16.229,16.232,16.2305,22.415,20.903,21.659,5.4285,2.356625,3.072,FALSE
1-Octanol,0.01,Dose_4,28,A,16.337,15.834,16.0855,21.913,21.347,21.63,5.5445,2.356625,3.188,FALSE
1-Octanol,0.01,Dose_4,29,A,15.566,16.093,15.8295,21.09,20.461,20.7755,4.946,2.356625,2.589,FALSE
1-Octanol,0.01,Dose_4,30,A,16.139,16.044,16.0915,19.522,19.233,19.3775,3.286,2.356625,0.929,FALSE
1-Octanol,0.001,Dose_5,37,A,16.808,15.852,16.33,22.903,23.835,23.369,7.039,2.356625,4.682,FALSE
1-Octanol,0.001,Dose_5,38,A,15.432,14.486,14.959,20.611,20.924,20.7675,5.8085,2.356625,3.452,FALSE
1-Octanol,0.001,Dose_5,39,A,15.881,16.526,16.2035,21.686,22.074,21.88,5.6765,2.356625,3.32,FALSE
1-Octanol,0,Dose_6,46,A,15.302,14.834,15.068,16.796,17.437,17.1165,2.0485,2.356625,-0.308,FALSE
1-Octanol,0,Dose_6,47,A,14.999,15.171,15.085,18.884,18.651,18.7675,3.6825,2.356625,1.326,FALSE
1-Octanol,0,Dose_6,48,A,16.002,14.679,15.3405,53.854,50.101,51.9775,36.637,2.356625,NA,TRUE
1-Octanol,10,Dose_1,4,B,14.132,13.052,13.592,19.663,19.942,19.8025,6.2105,2.356625,3.854,FALSE
1-Octanol,10,Dose_1,5,B,15.135,14.787,14.961,20.757,20.789,20.773,5.812,2.356625,3.455,FALSE
1-Octanol,10,Dose_1,6,B,14.695,14.036,14.3655,19.965,19.82,19.8925,5.527,2.356625,3.17,FALSE
1-Octanol,1,Dose_2,13,B,15.029,14.764,14.8965,20.76,19.974,20.367,5.4705,2.356625,3.114,FALSE
1-Octanol,1,Dose_2,14,B,15.683,15.027,15.355,22.574,23.994,23.284,7.929,2.356625,5.572,FALSE
1-Octanol,1,Dose_2,15,B,13.985,13.691,13.838,21.375,20.859,21.117,7.279,2.356625,4.922,FALSE
1-Octanol,0.1,Dose_3,22,B,16.806,15.339,16.0725,29.727,31.667,30.697,14.6245,2.356625,NA,TRUE
1-Octanol,0.1,Dose_3,23,B,15.143,15.043,15.093,23.668,22.523,23.0955,8.0025,2.356625,5.646,FALSE
1-Octanol,0.1,Dose_3,24,B,12.238,12.031,12.1345,18.759,17.24,17.9995,5.865,2.356625,3.508,FALSE
1-Octanol,0.01,Dose_4,31,B,15.378,14.802,15.09,18.437,17.766,18.1015,3.0115,2.356625,0.655,FALSE
1-Octanol,0.01,Dose_4,32,B,13.22,12.717,12.9685,17.475,17.926,17.7005,4.732,2.356625,2.375,FALSE
1-Octanol,0.01,Dose_4,33,B,14.656,15.482,15.069,19.232,17.046,18.139,3.07,2.356625,0.713,FALSE
1-Octanol,0.001,Dose_5,40,B,14.177,13.993,14.085,30.456,28.69,29.573,15.488,2.356625,NA,TRUE
1-Octanol,0.001,Dose_5,41,B,16.129,15.858,15.9935,19.952,19.225,19.5885,3.595,2.356625,1.238,FALSE
1-Octanol,0.001,Dose_5,42,B,15.91,15.573,15.7415,20.456,20.045,20.2505,4.509,2.356625,2.152,FALSE
1-Octanol,0,Dose_6,49,B,15.742,15.926,15.834,25.916,26.259,26.0875,10.2535,2.356625,7.897,FALSE
1-Octanol,0,Dose_6,50,B,15.225,14.814,15.0195,21.204,19.682,20.443,5.4235,2.356625,3.067,FALSE
1-Octanol,0,Dose_6,51,B,16.326,15.88,16.103,22.488,22.146,22.317,6.214,2.356625,3.857,FALSE
1-Octanol,10,Dose_1,7,C,15.686,14.949,15.3175,16.623,16.817,16.72,1.4025,2.356625,-0.954,FALSE
1-Octanol,10,Dose_1,8,C,15.7,15.589,15.6445,22.639,21.955,22.297,6.6525,2.356625,4.296,FALSE
1-Octanol,10,Dose_1,9,C,15.499,15.042,15.2705,24.121,23.689,23.905,8.6345,2.356625,6.278,FALSE
1-Octanol,1,Dose_2,16,C,15.716,16.375,16.0455,25.278,24.956,25.117,9.0715,2.356625,6.715,FALSE
1-Octanol,1,Dose_2,17,C,15.885,14.434,15.1595,21.219,20.6,20.9095,5.75,2.356625,3.393,FALSE
1-Octanol,1,Dose_2,18,C,15.239,15.427,15.333,21.691,20.514,21.1025,5.7695,2.356625,3.413,FALSE
1-Octanol,0.1,Dose_3,25,C,14.856,14.075,14.4655,20.114,19.85,19.982,5.5165,2.356625,3.16,FALSE
1-Octanol,0.1,Dose_3,26,C,12.85,13.298,13.074,17.268,17.883,17.5755,4.5015,2.356625,2.145,FALSE
1-Octanol,0.1,Dose_3,27,C,15.277,15.658,15.4675,18.509,17.668,18.0885,2.621,2.356625,0.264,FALSE
1-Octanol,0.01,Dose_4,34,C,14.771,14.449,14.61,20.615,19.246,19.9305,5.3205,2.356625,2.964,FALSE
1-Octanol,0.01,Dose_4,35,C,13.095,13.79,13.4425,24.774,23.997,24.3855,10.943,2.356625,8.586,FALSE
1-Octanol,0.01,Dose_4,36,C,15.62,14.47,15.045,18.616,18.216,18.416,3.371,2.356625,1.014,FALSE
1-Octanol,0.001,Dose_5,43,C,16.54,16.215,16.3775,27.682,28.003,27.8425,11.465,2.356625,9.108,FALSE
1-Octanol,0.001,Dose_5,44,C,14.59,17.737,16.1635,24.023,23.275,23.649,7.4855,2.356625,5.129,FALSE
1-Octanol,0.001,Dose_5,45,C,15.054,15.56,15.307,19.107,17.349,18.228,2.921,2.356625,0.564,FALSE
1-Octanol,0,Dose_6,52,C,11.793,12.206,11.9995,14.401,13.731,14.066,2.0665,2.356625,-0.29,FALSE
1-Octanol,0,Dose_6,53,C,15.125,17.087,16.106,19.082,17.903,18.4925,2.3865,2.356625,0.03,FALSE
1-Octanol,0,Dose_6,54,C,15.22,14.034,14.627,19.572,17.14,18.356,3.729,2.356625,1.372,FALSE
17betaestradiol,0.1,Dose_1,1,A,161.925,155.825,158.875,147.637,138.624,143.1305,-15.7445,-21.672375,5.928,FALSE
17betaestradiol,0.1,Dose_1,2,A,157.104,151.766,154.435,154.977,153.215,154.096,-0.338999999999999,-21.672375,21.333,FALSE
17betaestradiol,0.1,Dose_1,3,A,154.04,149.038,151.539,126.61,119.85,123.23,-28.309,-21.672375,-6.637,FALSE
17betaestradiol,0.01,Dose_2,10,A,150.107,153.465,151.786,139.109,135.1,137.1045,-14.6815,-21.672375,6.991,FALSE
17betaestradiol,0.01,Dose_2,11,A,151.792,143.701,147.7465,134.983,136.211,135.597,-12.1495,-21.672375,9.523,FALSE
17betaestradiol,0.01,Dose_2,12,A,152.96,149.646,151.303,142.905,142.194,142.5495,-8.7535,-21.672375,12.919,FALSE
17betaestradiol,0.001,Dose_3,19,A,149.591,142.213,145.902,135.966,128.944,132.455,-13.447,-21.672375,8.225,FALSE
17betaestradiol,0.001,Dose_3,20,A,152.22,150.818,151.519,149.752,138.906,144.329,-7.19,-21.672375,14.482,FALSE
17betaestradiol,0.001,Dose_3,21,A,146.19,145.682,145.936,144.015,140.288,142.1515,-3.78449999999998,-21.672375,17.888,FALSE
17betaestradiol,0.0001,Dose_4,28,A,156.051,154.966,155.5085,156.71,157.591,157.1505,1.64200000000002,-21.672375,23.314,FALSE
17betaestradiol,0.0001,Dose_4,29,A,146.608,143.276,144.942,157.815,154.179,155.997,11.055,-21.672375,32.727,FALSE
17betaestradiol,0.0001,Dose_4,30,A,123.752,124.111,123.9315,130.555,130.404,130.4795,6.548,-21.672375,28.22,FALSE
17betaestradiol,0.00001,Dose_5,37,A,144.068,141.814,142.941,141.99,143.123,142.5565,-0.384500000000003,-21.672375,21.288,FALSE
17betaestradiol,0.00001,Dose_5,38,A,146.793,150.496,148.6445,167.283,165.997,166.64,17.9955,-21.672375,39.668,FALSE
17betaestradiol,0.00001,Dose_5,39,A,151.61,146.274,148.942,152.039,151.988,152.0135,3.07149999999999,-21.672375,24.744,FALSE
17betaestradiol,0,Dose_6,46,A,161.033,154.515,157.774,151.116,147.574,149.345,-8.42899999999997,-21.672375,13.243,FALSE
17betaestradiol,0,Dose_6,47,A,145.742,138.666,142.204,154.583,152.825,153.704,11.5,-21.672375,33.172,FALSE
17betaestradiol,0,Dose_6,48,A,131.389,139.81,135.5995,149.65,150.106,149.878,14.2785,-21.672375,35.951,FALSE
17betaestradiol,0.1,Dose_1,4,B,153.712,148.436,151.074,142.455,132.576,137.5155,-13.5585,-21.672375,8.114,FALSE
17betaestradiol,0.1,Dose_1,5,B,140.123,137.84,138.9815,126.407,121.175,123.791,-15.1905,-21.672375,6.482,FALSE
17betaestradiol,0.1,Dose_1,6,B,139.608,134.366,136.987,118.837,118.688,118.7625,-18.2245,-21.672375,3.448,FALSE
17betaestradiol,0.01,Dose_2,13,B,155.18,152.606,153.893,142.952,138.954,140.953,-12.94,-21.672375,8.732,FALSE
17betaestradiol,0.01,Dose_2,14,B,147.286,147.821,147.5535,137.262,132.465,134.8635,-12.69,-21.672375,8.982,FALSE
17betaestradiol,0.01,Dose_2,15,B,147.121,144.457,145.789,142.358,138.081,140.2195,-5.56950000000001,-21.672375,16.103,FALSE
17betaestradiol,0.001,Dose_3,22,B,140.182,137.889,139.0355,132.1,129.342,130.721,-8.31450000000001,-21.672375,13.358,FALSE
17betaestradiol,0.001,Dose_3,23,B,130.728,119.353,125.0405,129.493,127.481,128.487,3.44649999999999,-21.672375,25.119,FALSE
17betaestradiol,0.001,Dose_3,24,B,132.02,130.245,131.1325,135.544,131.66,133.602,2.46950000000001,-21.672375,24.142,FALSE
17betaestradiol,0.0001,Dose_4,31,B,143.686,141.653,142.6695,141.762,133.301,137.5315,-5.13800000000001,-21.672375,16.534,FALSE
17betaestradiol,0.0001,Dose_4,32,B,147.422,141.713,144.5675,156.55,148.34,152.445,7.8775,-21.672375,29.55,FALSE
17betaestradiol,0.0001,Dose_4,33,B,139.93,133.094,136.512,138.165,132.411,135.288,-1.22399999999999,-21.672375,20.448,FALSE
17betaestradiol,0.00001,Dose_5,40,B,148.086,143.176,145.631,147.717,142.636,145.1765,-0.454499999999996,-21.672375,21.218,FALSE
17betaestradiol,0.00001,Dose_5,41,B,148.931,145.055,146.993,141.077,129.209,135.143,-11.85,-21.672375,9.822,FALSE
17betaestradiol,0.00001,Dose_5,42,B,145.581,141.126,143.3535,144.117,140.126,142.1215,-1.232,-21.672375,20.44,FALSE
17betaestradiol,0,Dose_6,49,B,143.837,146.417,145.127,152.381,146.374,149.3775,4.25049999999999,-21.672375,25.923,FALSE
17betaestradiol,0,Dose_6,50,B,132.914,130.225,131.5695,142.325,141.959,142.142,10.5725,-21.672375,32.245,FALSE
17betaestradiol,0,Dose_6,51,B,145.716,139.566,142.641,152.131,148.176,150.1535,7.51249999999999,-21.672375,29.185,FALSE
17betaestradiol,0.1,Dose_1,7,C,132.694,131.922,132.308,112.235,112.309,112.272,-20.036,-21.672375,1.636,FALSE
17betaestradiol,0.1,Dose_1,8,C,143.939,148.504,146.2215,133.522,126.526,130.024,-16.1975,-21.672375,5.475,FALSE
17betaestradiol,0.1,Dose_1,9,C,154.941,151.692,153.3165,128.032,120.455,124.2435,-29.073,-21.672375,-7.401,FALSE
17betaestradiol,0.01,Dose_2,16,C,148.216,143.479,145.8475,136.74,137.102,136.921,-8.92650000000003,-21.672375,12.746,FALSE
17betaestradiol,0.01,Dose_2,17,C,146.748,146.968,146.858,134.561,131.941,133.251,-13.607,-21.672375,8.065,FALSE
17betaestradiol,0.01,Dose_2,18,C,153.095,151,152.0475,133.828,134.771,134.2995,-17.748,-21.672375,3.924,FALSE
17betaestradiol,0.001,Dose_3,25,C,128.199,120.937,124.568,133.939,128.98,131.4595,6.89149999999998,-21.672375,28.564,FALSE
17betaestradiol,0.001,Dose_3,26,C,147.656,146.43,147.043,156.069,155.948,156.0085,8.96549999999999,-21.672375,30.638,FALSE
17betaestradiol,0.001,Dose_3,27,C,140.777,135.403,138.09,122.115,124.958,123.5365,-14.5535,-21.672375,7.119,FALSE
17betaestradiol,0.0001,Dose_4,34,C,137.934,134.583,136.2585,140.647,137.859,139.253,2.99449999999999,-21.672375,24.667,FALSE
17betaestradiol,0.0001,Dose_4,35,C,146.64,137.593,142.1165,147.895,147.876,147.8855,5.76900000000003,-21.672375,27.441,FALSE
17betaestradiol,0.0001,Dose_4,36,C,150.538,143.932,147.235,150.05,145.244,147.647,0.411999999999978,-21.672375,22.084,FALSE
17betaestradiol,0.00001,Dose_5,43,C,144.428,145.786,145.107,158.933,152.891,155.912,10.805,-21.672375,32.477,FALSE
17betaestradiol,0.00001,Dose_5,44,C,139.941,139.033,139.487,141.939,136.247,139.093,-0.393999999999977,-21.672375,21.278,FALSE
17betaestradiol,0.00001,Dose_5,45,C,121.981,118.991,120.486,117.566,114.345,115.9555,-4.53049999999999,-21.672375,17.142,FALSE
17betaestradiol,0,Dose_6,52,C,149.803,144.676,147.2395,150.224,147.912,149.068,1.82849999999999,-21.672375,23.501,FALSE
17betaestradiol,0,Dose_6,53,C,149.756,145.884,147.82,143.01,143.079,143.0445,-4.77549999999999,-21.672375,16.897,FALSE
17betaestradiol,0,Dose_6,54,C,151.061,144.64,147.8505,158.009,156.254,157.1315,9.28099999999998,-21.672375,30.953,FALSE
24-DMP,1,Dose_1,1,A,24.924,23.591,24.2575,25.566,24.928,25.247,0.9895,-0.948124999999997,NA,TRUE
24-DMP,1,Dose_1,2,A,26.287,25.207,25.747,23.179,22.22,22.6995,-3.0475,-0.948124999999997,NA,TRUE
24-DMP,1,Dose_1,3,A,24.606,23.688,24.147,26.67,26.3,26.485,2.338,-0.948124999999997,NA,TRUE
24-DMP,0.1,Dose_2,10,A,26.049,23.041,24.545,26.216,24.295,25.2555,0.7105,-0.948124999999997,NA,TRUE
24-DMP,0.1,Dose_2,11,A,25.362,24.802,25.082,26.078,26.312,26.195,1.113,-0.948124999999997,NA,TRUE
24-DMP,0.1,Dose_2,12,A,24.949,24.264,24.6065,26.582,26.833,26.7075,2.101,-0.948124999999997,NA,TRUE
24-DMP,0.01,Dose_3,19,A,27.578,26.006,26.792,24.105,22.95,23.5275,-3.2645,-0.948124999999997,NA,TRUE
24-DMP,0.01,Dose_3,20,A,25.352,24.936,25.144,26.534,26.601,26.5675,1.4235,-0.948124999999997,NA,TRUE
24-DMP,0.01,Dose_3,21,A,25.412,25.009,25.2105,28.399,27.434,27.9165,2.706,-0.948124999999997,NA,TRUE
24-DMP,0.001,Dose_4,28,A,27.523,27.097,27.31,26.745,25.646,26.1955,-1.1145,-0.948124999999997,NA,TRUE
24-DMP,0.001,Dose_4,29,A,26.3,24.988,25.644,28.95,30.496,29.723,4.079,-0.948124999999997,NA,TRUE
24-DMP,0.001,Dose_4,30,A,26.612,25.811,26.2115,28.722,27.917,28.3195,2.108,-0.948124999999997,NA,TRUE
24-DMP,0.0001,Dose_5,37,A,26.612,25.534,26.073,27.122,26.544,26.833,0.759999999999998,-0.948124999999997,NA,TRUE
24-DMP,0.0001,Dose_5,38,A,27.716,26.201,26.9585,35.311,33.071,34.191,7.2325,-0.948124999999997,NA,TRUE
24-DMP,0.0001,Dose_5,39,A,25.477,25.866,25.6715,31.729,29.254,30.4915,4.82,-0.948124999999997,NA,TRUE
24-DMP,0,Dose_6,46,A,25.754,26.295,26.0245,27.557,27.36,27.4585,1.434,-0.948124999999997,NA,TRUE
24-DMP,0,Dose_6,47,A,25.413,24.514,24.9635,28.772,27.306,28.039,3.0755,-0.948124999999997,NA,TRUE
24-DMP,0,Dose_6,48,A,24.509,25.761,25.135,30.179,29.785,29.982,4.847,-0.948124999999997,NA,TRUE
24-DMP,1,Dose_1,4,B,25.795,25.783,25.789,30.512,29.838,30.175,4.386,-0.948124999999997,5.334,FALSE
24-DMP,1,Dose_1,5,B,22.089,21.771,21.93,28.234,26.857,27.5455,5.6155,-0.948124999999997,6.564,FALSE
24-DMP,1,Dose_1,6,B,25.465,24.33,24.8975,28.64,28.158,28.399,3.5015,-0.948124999999997,4.45,FALSE
24-DMP,0.1,Dose_2,13,B,25.526,26.111,25.8185,28.23,28.635,28.4325,2.614,-0.948124999999997,3.562,FALSE
24-DMP,0.1,Dose_2,14,B,26.978,26.638,26.808,29.286,28.576,28.931,2.123,-0.948124999999997,3.071,FALSE
24-DMP,0.1,Dose_2,15,B,24.547,25.52,25.0335,27.362,27.247,27.3045,2.271,-0.948124999999997,3.219,FALSE
24-DMP,0.01,Dose_3,22,B,24.944,24.787,24.8655,29.893,28.68,29.2865,4.421,-0.948124999999997,5.369,FALSE
24-DMP,0.01,Dose_3,23,B,24.912,22.666,23.789,26.236,25.769,26.0025,2.2135,-0.948124999999997,3.162,FALSE
24-DMP,0.01,Dose_3,24,B,25.811,24.742,25.2765,27.582,26.76,27.171,1.8945,-0.948124999999997,2.843,FALSE
24-DMP,0.001,Dose_4,31,B,25.849,24.967,25.408,29.101,29.123,29.112,3.704,-0.948124999999997,4.652,FALSE
24-DMP,0.001,Dose_4,32,B,24.209,23.162,23.6855,25.876,27.04,26.458,2.7725,-0.948124999999997,3.721,FALSE
24-DMP,0.001,Dose_4,33,B,23.485,23.37,23.4275,28.144,27.183,27.6635,4.236,-0.948124999999997,5.184,FALSE
24-DMP,0.0001,Dose_5,40,B,25.749,25.886,25.8175,34.413,33.82,34.1165,8.299,-0.948124999999997,9.247,FALSE
24-DMP,0.0001,Dose_5,41,B,24.894,25.44,25.167,30.215,30.187,30.201,5.034,-0.948124999999997,5.982,FALSE
24-DMP,0.0001,Dose_5,42,B,25.903,24.568,25.2355,29.688,29.855,29.7715,4.536,-0.948124999999997,5.484,FALSE
24-DMP,0,Dose_6,49,B,25.944,23.905,24.9245,27.889,28.253,28.071,3.1465,-0.948124999999997,4.095,FALSE
24-DMP,0,Dose_6,50,B,26.86,25.219,26.0395,29.174,28.33,28.752,2.7125,-0.948124999999997,3.661,FALSE
24-DMP,0,Dose_6,51,B,24.379,23.206,23.7925,29.152,28.805,28.9785,5.186,-0.948124999999997,6.134,FALSE
24-DMP,1,Dose_1,7,C,24.755,24.809,24.782,27.756,25.784,26.77,1.988,-0.948124999999997,2.936,FALSE
24-DMP,1,Dose_1,8,C,24.852,24.129,24.4905,29.788,28.719,29.2535,4.763,-0.948124999999997,5.711,FALSE
24-DMP,1,Dose_1,9,C,24.367,24.974,24.6705,28.943,25.884,27.4135,2.743,-0.948124999999997,3.691,FALSE
24-DMP,0.1,Dose_2,16,C,25.652,25.838,25.745,29.745,29.792,29.7685,4.0235,-0.948124999999997,4.972,FALSE
24-DMP,0.1,Dose_2,17,C,23.432,24.753,24.0925,26.124,25.993,26.0585,1.966,-0.948124999999997,2.914,FALSE
24-DMP,0.1,Dose_2,18,C,25.175,23.548,24.3615,25.592,24.359,24.9755,0.614000000000001,-0.948124999999997,1.562,FALSE
24-DMP,0.01,Dose_3,25,C,25.957,24.931,25.444,27.998,27.622,27.81,2.366,-0.948124999999997,3.314,FALSE
24-DMP,0.01,Dose_3,26,C,25.808,24.395,25.1015,27.354,28.491,27.9225,2.821,-0.948124999999997,3.769,FALSE
