Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_1,Baseline_2,Baseline_Fluorescence,24h_1,24h_2,h24_Fluorescence,Delta_Fluorescence,Norm_factor,Norm_Fluorescence,Outlier
24-DMP,0.01,Dose_3,27,C,24.924,26.138,25.531,28.143,27.465,27.804,2.273,-0.948124999999997,3.221,FALSE
24-DMP,0.001,Dose_4,34,C,24.744,24.075,24.4095,34.202,34.211,34.2065,9.797,-0.948124999999997,10.745,FALSE
24-DMP,0.001,Dose_4,35,C,40.928,40.851,40.8895,72.442,71.787,72.1145,31.225,-0.948124999999997,NA,TRUE
24-DMP,0.001,Dose_4,36,C,24.862,24.638,24.75,28.331,28.569,28.45,3.7,-0.948124999999997,4.648,FALSE
24-DMP,0.0001,Dose_5,43,C,26,24.861,25.4305,27.887,28.221,28.054,2.6235,-0.948124999999997,3.572,FALSE
24-DMP,0.0001,Dose_5,44,C,24.322,24.015,24.1685,31.164,29.703,30.4335,6.265,-0.948124999999997,7.213,FALSE
24-DMP,0.0001,Dose_5,45,C,26.272,25.158,25.715,28.336,28.44,28.388,2.673,-0.948124999999997,3.621,FALSE
24-DMP,0,Dose_6,52,C,25.961,24.242,25.1015,32.825,32.375,32.6,7.4985,-0.948124999999997,8.447,FALSE
24-DMP,0,Dose_6,53,C,23.628,23.618,23.623,29.24,29.41,29.325,5.702,-0.948124999999997,6.65,FALSE
24-DMP,0,Dose_6,54,C,25.865,25.485,25.675,29.94,29.987,29.9635,4.2885,-0.948124999999997,5.237,FALSE
24-DNP,10,Dose_1,1,A,21.128,20.569,20.8485,31.075,29.303,30.189,9.3405,1.741375,7.599,FALSE
24-DNP,10,Dose_1,2,A,20.954,19.879,20.4165,33.839,31.699,32.769,12.3525,1.741375,10.611,FALSE
24-DNP,10,Dose_1,3,A,20.961,21.531,21.246,32.775,32.87,32.8225,11.5765,1.741375,9.835,FALSE
24-DNP,1,Dose_2,10,A,20.97,20.385,20.6775,27.276,26.383,26.8295,6.152,1.741375,4.411,FALSE
24-DNP,1,Dose_2,11,A,19.626,19.845,19.7355,29.198,27.769,28.4835,8.748,1.741375,7.007,FALSE
24-DNP,1,Dose_2,12,A,20.067,18.934,19.5005,33.51,33.737,33.6235,14.123,1.741375,12.382,FALSE
24-DNP,0.1,Dose_3,19,A,21.073,20.992,21.0325,32.624,30.116,31.37,10.3375,1.741375,8.596,FALSE
24-DNP,0.1,Dose_3,20,A,19.946,19.299,19.6225,32.817,31.7,32.2585,12.636,1.741375,10.895,FALSE
24-DNP,0.1,Dose_3,21,A,19.871,20.212,20.0415,30.449,28.705,29.577,9.5355,1.741375,7.794,FALSE
24-DNP,0.01,Dose_4,28,A,21.839,20.844,21.3415,28.987,26.628,27.8075,6.466,1.741375,4.725,FALSE
24-DNP,0.01,Dose_4,29,A,21.73,20.506,21.118,30.22,30.142,30.181,9.063,1.741375,7.322,FALSE
24-DNP,0.01,Dose_4,30,A,19.94,20.369,20.1545,44.485,43.57,44.0275,23.873,1.741375,NA,TRUE
24-DNP,0.001,Dose_5,37,A,21.562,21.237,21.3995,32.032,31.477,31.7545,10.355,1.741375,8.614,FALSE
24-DNP,0.001,Dose_5,38,A,20.52,21.075,20.7975,31.43,31.83,31.63,10.8325,1.741375,9.091,FALSE
24-DNP,0.001,Dose_5,39,A,21.163,21.229,21.196,33.773,31.235,32.504,11.308,1.741375,9.567,FALSE
24-DNP,0,Dose_6,46,A,22.576,21.435,22.0055,28.301,24.926,26.6135,4.608,1.741375,2.867,FALSE
24-DNP,0,Dose_6,47,A,21.88,21.674,21.777,32.846,33.347,33.0965,11.3195,1.741375,9.578,FALSE
24-DNP,0,Dose_6,48,A,21.469,20.995,21.232,31.501,31.027,31.264,10.032,1.741375,8.291,FALSE
24-DNP,10,Dose_1,4,B,20.158,20.754,20.456,27.521,27.587,27.554,7.098,1.741375,5.357,FALSE
24-DNP,10,Dose_1,5,B,20.987,20.615,20.801,28.282,28.576,28.429,7.628,1.741375,5.887,FALSE
24-DNP,10,Dose_1,6,B,19.865,19.389,19.627,23.854,22.776,23.315,3.688,1.741375,1.947,FALSE
24-DNP,1,Dose_2,13,B,19.936,18.851,19.3935,30.468,31.037,30.7525,11.359,1.741375,9.618,FALSE
24-DNP,1,Dose_2,14,B,19.426,18.906,19.166,26.525,28.401,27.463,8.297,1.741375,6.556,FALSE
24-DNP,1,Dose_2,15,B,19.685,18.742,19.2135,24.913,26.015,25.464,6.2505,1.741375,4.509,FALSE
24-DNP,0.1,Dose_3,22,B,21.166,19.428,20.297,31.257,30.76,31.0085,10.7115,1.741375,8.97,FALSE
24-DNP,0.1,Dose_3,23,B,19.425,18.857,19.141,28.144,25.414,26.779,7.638,1.741375,5.897,FALSE
24-DNP,0.1,Dose_3,24,B,21.84,21.042,21.441,27.062,28.294,27.678,6.237,1.741375,4.496,FALSE
24-DNP,0.01,Dose_4,31,B,17.978,16.971,17.4745,31.311,30.832,31.0715,13.597,1.741375,11.856,FALSE
24-DNP,0.01,Dose_4,32,B,19.229,19.799,19.514,38.324,37.301,37.8125,18.2985,1.741375,NA,TRUE
24-DNP,0.01,Dose_4,33,B,20.542,19.265,19.9035,33.327,34.708,34.0175,14.114,1.741375,12.373,FALSE
24-DNP,0.001,Dose_5,40,B,20.123,20.998,20.5605,26.141,24.968,25.5545,4.994,1.741375,3.253,FALSE
24-DNP,0.001,Dose_5,41,B,20.178,19.585,19.8815,30.967,29.373,30.17,10.2885,1.741375,8.547,FALSE
24-DNP,0.001,Dose_5,42,B,19.986,21.319,20.6525,28.854,26.882,27.868,7.2155,1.741375,5.474,FALSE
24-DNP,0,Dose_6,49,B,20.9,20.829,20.8645,30.625,31.471,31.048,10.1835,1.741375,8.442,FALSE
24-DNP,0,Dose_6,50,B,20.576,18.847,19.7115,26.943,26.238,26.5905,6.879,1.741375,5.138,FALSE
24-DNP,0,Dose_6,51,B,19.462,19.818,19.64,51.656,50.779,51.2175,31.5775,1.741375,NA,TRUE
24-DNP,10,Dose_1,7,C,19.909,20.194,20.0515,29.666,27.644,28.655,8.6035,1.741375,6.862,FALSE
24-DNP,10,Dose_1,8,C,19.734,19.687,19.7105,27.831,27.154,27.4925,7.782,1.741375,6.041,FALSE
24-DNP,10,Dose_1,9,C,20.917,22.364,21.6405,24.683,25.077,24.88,3.2395,1.741375,1.498,FALSE
24-DNP,1,Dose_2,16,C,20.327,19.408,19.8675,27.044,26.074,26.559,6.6915,1.741375,4.95,FALSE
24-DNP,1,Dose_2,17,C,18.744,19.063,18.9035,24.623,24.713,24.668,5.7645,1.741375,4.023,FALSE
24-DNP,1,Dose_2,18,C,19.629,19.895,19.762,23.001,22.323,22.662,2.9,1.741375,1.159,FALSE
24-DNP,0.1,Dose_3,25,C,20.146,19.581,19.8635,31.847,32.006,31.9265,12.063,1.741375,10.322,FALSE
24-DNP,0.1,Dose_3,26,C,20.837,18.927,19.882,25.787,25.78,25.7835,5.9015,1.741375,4.16,FALSE
24-DNP,0.1,Dose_3,27,C,19.135,19.112,19.1235,23.441,24.514,23.9775,4.854,1.741375,3.113,FALSE
24-DNP,0.01,Dose_4,34,C,19.266,20.333,19.7995,28.259,29.663,28.961,9.1615,1.741375,7.42,FALSE
24-DNP,0.01,Dose_4,35,C,19.23,19.784,19.507,28.409,28.236,28.3225,8.8155,1.741375,7.074,FALSE
24-DNP,0.01,Dose_4,36,C,20.598,20.096,20.347,25.652,26.458,26.055,5.708,1.741375,3.967,FALSE
24-DNP,0.001,Dose_5,43,C,19.419,19.575,19.497,28.99,29.308,29.149,9.652,1.741375,7.911,FALSE
24-DNP,0.001,Dose_5,44,C,19.762,18.939,19.3505,27.751,25.02,26.3855,7.035,1.741375,5.294,FALSE
24-DNP,0.001,Dose_5,45,C,19.6,19.589,19.5945,24.526,25.75,25.138,5.5435,1.741375,3.802,FALSE
24-DNP,0,Dose_6,52,C,20.63,19.969,20.2995,28.891,28.546,28.7185,8.419,1.741375,6.678,FALSE
24-DNP,0,Dose_6,53,C,20.862,19.767,20.3145,27.224,28.607,27.9155,7.601,1.741375,5.86,FALSE
24-DNP,0,Dose_6,54,C,19.092,20.066,19.579,29.565,27.793,28.679,9.1,1.741375,7.359,FALSE
34-DCA,1,Dose_1,1,A,37.881,37.855,37.868,36.356,36.976,36.666,-1.202,-5.255875,4.054,FALSE
34-DCA,1,Dose_1,2,A,37.434,37.793,37.6135,40.672,40.828,40.75,3.1365,-5.255875,8.392,FALSE
34-DCA,1,Dose_1,3,A,36.094,35.119,35.6065,37.164,36.122,36.643,1.0365,-5.255875,6.292,FALSE
34-DCA,0.1,Dose_2,10,A,37.391,35.901,36.646,68.226,66.328,67.277,30.631,-5.255875,35.887,FALSE
34-DCA,0.1,Dose_2,11,A,36.73,36.599,36.6645,44.989,45.911,45.45,8.78550000000001,-5.255875,14.041,FALSE
34-DCA,0.1,Dose_2,12,A,37.42,36.969,37.1945,44.99,44.714,44.852,7.6575,-5.255875,12.913,FALSE
34-DCA,0.01,Dose_3,19,A,40.404,38.979,39.6915,65.064,62.797,63.9305,24.239,-5.255875,29.495,FALSE
34-DCA,0.01,Dose_3,20,A,37.5,36.994,37.247,49.34,48.974,49.157,11.91,-5.255875,17.166,FALSE
34-DCA,0.01,Dose_3,21,A,40.706,36.813,38.7595,62.127,61.833,61.98,23.2205,-5.255875,28.476,FALSE
34-DCA,0.001,Dose_4,28,A,38.083,37.259,37.671,35.153,37.257,36.205,-1.466,-5.255875,3.79,FALSE
34-DCA,0.001,Dose_4,29,A,37.759,38.769,38.264,46.198,46.392,46.295,8.03100000000001,-5.255875,13.287,FALSE
34-DCA,0.001,Dose_4,30,A,38.22,38.493,38.3565,37.948,39.379,38.6635,0.307000000000002,-5.255875,5.563,FALSE
34-DCA,0.0001,Dose_5,37,A,36.389,35.538,35.9635,51.789,51.523,51.656,15.6925,-5.255875,20.948,FALSE
34-DCA,0.0001,Dose_5,38,A,36.038,35.993,36.0155,49.487,50.382,49.9345,13.919,-5.255875,19.175,FALSE
34-DCA,0.0001,Dose_5,39,A,36.493,33.968,35.2305,46.696,47.916,47.306,12.0755,-5.255875,17.331,FALSE
34-DCA,0,Dose_6,46,A,37.94,37.939,37.9395,54.37,55.414,54.892,16.9525,-5.255875,22.208,FALSE
34-DCA,0,Dose_6,47,A,38.702,36.837,37.7695,55.087,52.806,53.9465,16.177,-5.255875,21.433,FALSE
34-DCA,0,Dose_6,48,A,36.243,35.478,35.8605,56.472,56.098,56.285,20.4245,-5.255875,25.68,FALSE
34-DCA,1,Dose_1,4,B,29.902,27.087,28.4945,44.059,44.797,44.428,15.9335,-5.255875,21.189,FALSE
34-DCA,1,Dose_1,5,B,31.725,28.863,30.294,36.78,34.879,35.8295,5.5355,-5.255875,10.791,FALSE
34-DCA,1,Dose_1,6,B,27.121,26.99,27.0555,52.908,46.53,49.719,22.6635,-5.255875,27.919,FALSE
34-DCA,0.1,Dose_2,13,B,36.685,34.604,35.6445,45.768,45.403,45.5855,9.941,-5.255875,15.197,FALSE
34-DCA,0.1,Dose_2,14,B,30.584,29.943,30.2635,38.965,40.475,39.72,9.4565,-5.255875,14.712,FALSE
34-DCA,0.1,Dose_2,15,B,38.336,36.93,37.633,46.013,48.209,47.111,9.47800000000001,-5.255875,14.734,FALSE
34-DCA,0.01,Dose_3,22,B,35.762,35.32,35.541,49.637,48.842,49.2395,13.6985,-5.255875,18.954,FALSE
34-DCA,0.01,Dose_3,23,B,37.666,35.717,36.6915,54.042,56.372,55.207,18.5155,-5.255875,23.771,FALSE
34-DCA,0.01,Dose_3,24,B,38.609,36.708,37.6585,60.401,60.209,60.305,22.6465,-5.255875,27.902,FALSE
34-DCA,0.001,Dose_4,31,B,37.596,38.279,37.9375,42.215,41.467,41.841,3.9035,-5.255875,9.159,FALSE
34-DCA,0.001,Dose_4,32,B,36.118,37.025,36.5715,63.435,61.227,62.331,25.7595,-5.255875,31.015,FALSE
34-DCA,0.001,Dose_4,33,B,32.866,34.187,33.5265,44.519,44.913,44.716,11.1895,-5.255875,16.445,FALSE
34-DCA,0.0001,Dose_5,40,B,38.581,36.777,37.679,43.363,44.794,44.0785,6.3995,-5.255875,11.655,FALSE
34-DCA,0.0001,Dose_5,41,B,37.451,35.839,36.645,37.084,36.782,36.933,0.288000000000004,-5.255875,5.544,FALSE
34-DCA,0.0001,Dose_5,42,B,36.39,32.979,34.6845,43.673,43.581,43.627,8.9425,-5.255875,14.198,FALSE
34-DCA,0,Dose_6,49,B,36.561,35.861,36.211,45.348,46.384,45.866,9.655,-5.255875,14.911,FALSE
34-DCA,0,Dose_6,50,B,34.511,34.252,34.3815,58.085,59.029,58.557,24.1755,-5.255875,29.431,FALSE
34-DCA,0,Dose_6,51,B,34.629,35.309,34.969,43.458,42.479,42.9685,7.99950000000001,-5.255875,13.255,FALSE
34-DCA,1,Dose_1,7,C,32.67,33.338,33.004,45.087,45.381,45.234,12.23,-5.255875,17.486,FALSE
34-DCA,1,Dose_1,8,C,33.394,34.357,33.8755,31.351,29.918,30.6345,-3.241,-5.255875,2.015,FALSE
34-DCA,1,Dose_1,9,C,35.669,35.508,35.5885,33.874,34.666,34.27,-1.3185,-5.255875,3.937,FALSE
34-DCA,0.1,Dose_2,16,C,37.693,37.312,37.5025,52.911,51.474,52.1925,14.69,-5.255875,19.946,FALSE
34-DCA,0.1,Dose_2,17,C,38.884,38.114,38.499,37.332,40.091,38.7115,0.212500000000006,-5.255875,5.468,FALSE
34-DCA,0.1,Dose_2,18,C,39.596,36.987,38.2915,41.383,40.063,40.723,2.4315,-5.255875,7.687,FALSE
34-DCA,0.01,Dose_3,25,C,37.663,36.688,37.1755,49.122,49.908,49.515,12.3395,-5.255875,17.595,FALSE
34-DCA,0.01,Dose_3,26,C,36.638,36.827,36.7325,43.1,41.236,42.168,5.4355,-5.255875,10.691,FALSE
34-DCA,0.01,Dose_3,27,C,37.591,38.813,38.202,38.799,38.18,38.4895,0.287500000000001,-5.255875,5.543,FALSE
34-DCA,0.001,Dose_4,34,C,37.387,36.465,36.926,59.626,55.91,57.768,20.842,-5.255875,26.098,FALSE
34-DCA,0.001,Dose_4,35,C,23.123,22.892,23.0075,39.541,40.263,39.902,16.8945,-5.255875,22.15,FALSE
34-DCA,0.001,Dose_4,36,C,36.768,34.315,35.5415,38.975,39.786,39.3805,3.839,-5.255875,9.095,FALSE
34-DCA,0.0001,Dose_5,43,C,36.916,34.996,35.956,46.905,44.833,45.869,9.913,-5.255875,15.169,FALSE
34-DCA,0.0001,Dose_5,44,C,36.468,35.929,36.1985,42.496,40.61,41.553,5.35449999999999,-5.255875,10.61,FALSE
34-DCA,0.0001,Dose_5,45,C,38.43,34.761,36.5955,35.833,36.214,36.0235,-0.572000000000003,-5.255875,4.684,FALSE
34-DCA,0,Dose_6,52,C,34.474,32.861,33.6675,38.28,36.655,37.4675,3.8,-5.255875,9.056,FALSE
34-DCA,0,Dose_6,53,C,35.251,35.326,35.2885,40.398,42.908,41.653,6.36450000000001,-5.255875,11.62,FALSE
34-DCA,0,Dose_6,54,C,37.065,35.581,36.323,38.183,37.583,37.883,1.56,-5.255875,6.816,FALSE
4-TPP,1,Dose_1,1,A,27.861,27.855,27.858,52.093,49.657,50.875,23.017,0.505125000000007,22.512,FALSE
4-TPP,1,Dose_1,2,A,27.652,27.902,27.777,36.431,35.778,36.1045,8.3275,0.505125000000007,7.822,FALSE
4-TPP,1,Dose_1,3,A,26.082,26.284,26.183,52.209,49.705,50.957,24.774,0.505125000000007,24.269,FALSE
4-TPP,0.1,Dose_2,10,A,27.122,27.624,27.373,33.082,36.911,34.9965,7.6235,0.505125000000007,7.118,FALSE
4-TPP,0.1,Dose_2,11,A,26.133,27.608,26.8705,37.657,37.255,37.456,10.5855,0.505125000000007,10.08,FALSE
4-TPP,0.1,Dose_2,12,A,26.626,26.027,26.3265,34.972,31.528,33.25,6.9235,0.505125000000007,6.418,FALSE
4-TPP,0.01,Dose_3,19,A,28.222,28.245,28.2335,36.662,34.091,35.3765,7.143,0.505125000000007,6.638,FALSE
4-TPP,0.01,Dose_3,20,A,28.235,27.182,27.7085,38.441,34.492,36.4665,8.758,0.505125000000007,8.253,FALSE
4-TPP,0.01,Dose_3,21,A,26.937,25.615,26.276,34.591,34.669,34.63,8.354,0.505125000000007,7.849,FALSE
4-TPP,0.001,Dose_4,28,A,28.73,27.997,28.3635,38.806,36.051,37.4285,9.065,0.505125000000007,8.56,FALSE
4-TPP,0.001,Dose_4,29,A,31.094,28.736,29.915,37.661,33.879,35.77,5.855,0.505125000000007,5.35,FALSE
4-TPP,0.001,Dose_4,30,A,26.558,25.781,26.1695,31.949,30.344,31.1465,4.977,0.505125000000007,4.472,FALSE
4-TPP,0.0001,Dose_5,37,A,28.158,26.965,27.5615,35.439,33.204,34.3215,6.76,0.505125000000007,6.255,FALSE
4-TPP,0.0001,Dose_5,38,A,25.321,25.76,25.5405,36.399,34.295,35.347,9.8065,0.505125000000007,9.301,FALSE
4-TPP,0.0001,Dose_5,39,A,28.581,26.765,27.673,35.661,30.307,32.984,5.311,0.505125000000007,4.806,FALSE
4-TPP,0,Dose_6,46,A,28.606,28.247,28.4265,34.725,32.338,33.5315,5.105,0.505125000000007,4.6,FALSE
4-TPP,0,Dose_6,47,A,27.604,26.322,26.963,34.608,32.156,33.382,6.419,0.505125000000007,5.914,FALSE
4-TPP,0,Dose_6,48,A,28.451,28.257,28.354,40.155,36.81,38.4825,10.1285,0.505125000000007,9.623,FALSE
4-TPP,1,Dose_1,4,B,28.054,27.786,27.92,49.313,46.322,47.8175,19.8975,0.505125000000007,19.392,FALSE
4-TPP,1,Dose_1,5,B,27.622,26.981,27.3015,42.9,41.319,42.1095,14.808,0.505125000000007,14.303,FALSE
4-TPP,1,Dose_1,6,B,27.138,27.322,27.23,50.049,46.564,48.3065,21.0765,0.505125000000007,20.571,FALSE
4-TPP,0.1,Dose_2,13,B,27.727,27.185,27.456,42.938,39.614,41.276,13.82,0.505125000000007,13.315,FALSE
4-TPP,0.1,Dose_2,14,B,27.098,27.303,27.2005,38.155,37.376,37.7655,10.565,0.505125000000007,10.06,FALSE
4-TPP,0.1,Dose_2,15,B,24.182,23.502,23.842,37.521,33.683,35.602,11.76,0.505125000000007,11.255,FALSE
4-TPP,0.01,Dose_3,22,B,26.383,26.478,26.4305,42.722,43.073,42.8975,16.467,0.505125000000007,15.962,FALSE
4-TPP,0.01,Dose_3,23,B,26.996,26.101,26.5485,71.424,68.54,69.982,43.4335,0.505125000000007,NA,TRUE
4-TPP,0.01,Dose_3,24,B,27.133,25.872,26.5025,45.721,44.136,44.9285,18.426,0.505125000000007,17.921,FALSE
4-TPP,0.001,Dose_4,31,B,36.725,35.173,35.949,48.601,38.817,43.709,7.76000000000001,0.505125000000007,7.255,FALSE
4-TPP,0.001,Dose_4,32,B,27.537,26.985,27.261,35.899,34.654,35.2765,8.0155,0.505125000000007,7.51,FALSE
4-TPP,0.001,Dose_4,33,B,26.088,24.73,25.409,42.761,40.141,41.451,16.042,0.505125000000007,15.537,FALSE
4-TPP,0.0001,Dose_5,40,B,24.973,24.691,24.832,39.769,36.747,38.258,13.426,0.505125000000007,12.921,FALSE
4-TPP,0.0001,Dose_5,41,B,27.188,26.795,26.9915,40.168,37.928,39.048,12.0565,0.505125000000007,11.551,FALSE
4-TPP,0.0001,Dose_5,42,B,26.854,25.991,26.4225,35.293,33.723,34.508,8.0855,0.505125000000007,7.58,FALSE
4-TPP,0,Dose_6,49,B,28.11,27.289,27.6995,41.133,37.401,39.267,11.5675,0.505125000000007,11.062,FALSE
4-TPP,0,Dose_6,50,B,27.094,27.193,27.1435,30.122,29.55,29.836,2.6925,0.505125000000007,2.187,FALSE
4-TPP,0,Dose_6,51,B,31.898,30.5,31.199,37.515,32.816,35.1655,3.9665,0.505125000000007,3.461,FALSE
4-TPP,1,Dose_1,7,C,28.067,27.709,27.888,59.89,59.529,59.7095,31.8215,0.505125000000007,NA,TRUE
4-TPP,1,Dose_1,8,C,26.964,26.236,26.6,41.554,38.53,40.042,13.442,0.505125000000007,12.937,FALSE
4-TPP,1,Dose_1,9,C,27.711,26.486,27.0985,44.226,42.375,43.3005,16.202,0.505125000000007,15.697,FALSE
4-TPP,0.1,Dose_2,16,C,25.139,25.35,25.2445,37.589,34.815,36.202,10.9575,0.505125000000007,10.452,FALSE
4-TPP,0.1,Dose_2,17,C,25.462,26.686,26.074,46.711,44.57,45.6405,19.5665,0.505125000000007,19.061,FALSE
4-TPP,0.1,Dose_2,18,C,24.591,25.178,24.8845,29.918,27.992,28.955,4.0705,0.505125000000007,3.565,FALSE
4-TPP,0.01,Dose_3,25,C,32.95,30.736,31.843,53.699,50.669,52.184,20.341,0.505125000000007,19.836,FALSE
4-TPP,0.01,Dose_3,26,C,26.531,24.743,25.637,68.557,66.638,67.5975,41.9605,0.505125000000007,NA,TRUE
4-TPP,0.01,Dose_3,27,C,29.902,29.711,29.8065,42.558,40.371,41.4645,11.658,0.505125000000007,11.153,FALSE
4-TPP,0.001,Dose_4,34,C,27.138,26.293,26.7155,35.49,34.174,34.832,8.1165,0.505125000000007,7.611,FALSE
4-TPP,0.001,Dose_4,35,C,31.457,30.75,31.1035,39.462,37.047,38.2545,7.151,0.505125000000007,6.646,FALSE
4-TPP,0.001,Dose_4,36,C,27.718,26.438,27.078,46.403,44.775,45.589,18.511,0.505125000000007,18.006,FALSE
4-TPP,0.0001,Dose_5,43,C,27.851,26.61,27.2305,36.035,32.499,34.267,7.0365,0.505125000000007,6.531,FALSE
4-TPP,0.0001,Dose_5,44,C,33.161,32.115,32.638,36.731,34.068,35.3995,2.7615,0.505125000000007,2.256,FALSE
4-TPP,0.0001,Dose_5,45,C,27.199,26.995,27.097,30.429,28.804,29.6165,2.5195,0.505125000000007,2.014,FALSE
4-TPP,0,Dose_6,52,C,26.454,26.516,26.485,34.194,32.093,33.1435,6.6585,0.505125000000007,6.153,FALSE
4-TPP,0,Dose_6,53,C,27.495,29.791,28.643,33.969,30.954,32.4615,3.8185,0.505125000000007,3.313,FALSE
4-TPP,0,Dose_6,54,C,26.145,25.752,25.9485,29.029,27.215,28.122,2.1735,0.505125000000007,1.668,FALSE
4C3MP,1,Dose_1,1,A,28.852,30.626,29.739,38.45,36.126,37.288,7.549,-0.43975,7.989,FALSE
4C3MP,1,Dose_1,2,A,29.46,28.284,28.872,38.266,36.055,37.1605,8.2885,-0.43975,8.728,FALSE
4C3MP,1,Dose_1,3,A,28.836,27.368,28.102,44.87,40.699,42.7845,14.6825,-0.43975,15.122,FALSE
4C3MP,0.1,Dose_2,10,A,29.666,28.556,29.111,35.169,34.423,34.796,5.685,-0.43975,6.125,FALSE
4C3MP,0.1,Dose_2,11,A,28.728,28.337,28.5325,31.815,30.548,31.1815,2.649,-0.43975,3.089,FALSE
4C3MP,0.1,Dose_2,12,A,29.294,29.333,29.3135,33.342,32.605,32.9735,3.66,-0.43975,4.1,FALSE
4C3MP,0.01,Dose_3,19,A,30.546,30.398,30.472,35.271,34.495,34.883,4.41099999999999,-0.43975,4.851,FALSE
4C3MP,0.01,Dose_3,20,A,29.993,29.772,29.8825,37.214,36.689,36.9515,7.069,-0.43975,7.509,FALSE
4C3MP,0.01,Dose_3,21,A,30.282,28.425,29.3535,40.342,40.008,40.175,10.8215,-0.43975,11.261,FALSE
4C3MP,0.001,Dose_4,28,A,31.727,30.855,31.291,32.727,31.377,32.052,0.760999999999999,-0.43975,1.201,FALSE
4C3MP,0.001,Dose_4,29,A,31.973,30.526,31.2495,39.154,40.514,39.834,8.58450000000001,-0.43975,9.024,FALSE
4C3MP,0.001,Dose_4,30,A,30.733,30.128,30.4305,38.323,37.464,37.8935,7.463,-0.43975,7.903,FALSE
4C3MP,0.0001,Dose_5,37,A,32.634,34.188,33.411,39.465,41.15,40.3075,6.8965,-0.43975,7.336,FALSE
4C3MP,0.0001,Dose_5,38,A,31.81,31.012,31.411,38.443,39.378,38.9105,7.4995,-0.43975,7.939,FALSE
4C3MP,0.0001,Dose_5,39,A,29.426,31.163,30.2945,35.059,33.808,34.4335,4.139,-0.43975,4.579,FALSE
4C3MP,0,Dose_6,46,A,31.398,30.762,31.08,37.149,37.175,37.162,6.082,-0.43975,6.522,FALSE
4C3MP,0,Dose_6,47,A,30.311,29.374,29.8425,31.895,36.047,33.971,4.1285,-0.43975,4.568,FALSE
4C3MP,0,Dose_6,48,A,28.395,27.884,28.1395,37.265,37.73,37.4975,9.358,-0.43975,9.798,FALSE
4C3MP,1,Dose_1,4,B,28.571,27.959,28.265,41.053,39.732,40.3925,12.1275,-0.43975,12.567,FALSE
4C3MP,1,Dose_1,5,B,28.777,27.846,28.3115,38.875,37.809,38.342,10.0305,-0.43975,10.47,FALSE
4C3MP,1,Dose_1,6,B,27.517,27.17,27.3435,41.372,40.392,40.882,13.5385,-0.43975,13.978,FALSE
4C3MP,0.1,Dose_2,13,B,28.693,28.603,28.648,41.023,40.403,40.713,12.065,-0.43975,12.505,FALSE
4C3MP,0.1,Dose_2,14,B,28.979,28.177,28.578,34.903,33.544,34.2235,5.6455,-0.43975,6.085,FALSE
4C3MP,0.1,Dose_2,15,B,28.753,27.389,28.071,34.482,34.332,34.407,6.336,-0.43975,6.776,FALSE
4C3MP,0.01,Dose_3,22,B,29.994,30.217,30.1055,36.183,34.402,35.2925,5.18700000000001,-0.43975,5.627,FALSE
4C3MP,0.01,Dose_3,23,B,30.664,28.39,29.527,38.497,38.136,38.3165,8.7895,-0.43975,9.229,FALSE
4C3MP,0.01,Dose_3,24,B,28.426,28.737,28.5815,39.928,38.666,39.297,10.7155,-0.43975,11.155,FALSE
4C3MP,0.001,Dose_4,31,B,28.465,27.988,28.2265,34.887,34.822,34.8545,6.628,-0.43975,7.068,FALSE
4C3MP,0.001,Dose_4,32,B,29.784,28.736,29.26,35.677,33.22,34.4485,5.1885,-0.43975,5.628,FALSE
4C3MP,0.001,Dose_4,33,B,29.639,28.757,29.198,39.046,37.411,38.2285,9.0305,-0.43975,9.47,FALSE
4C3MP,0.0001,Dose_5,40,B,27.727,28.114,27.9205,40.755,40.304,40.5295,12.609,-0.43975,13.049,FALSE
4C3MP,0.0001,Dose_5,41,B,30.69,29.77,30.23,32.819,35.914,34.3665,4.1365,-0.43975,4.576,FALSE
4C3MP,0.0001,Dose_5,42,B,31.854,33.742,32.798,35.747,35.166,35.4565,2.6585,-0.43975,3.098,FALSE
4C3MP,0,Dose_6,49,B,30.77,29.063,29.9165,36.128,37.79,36.959,7.0425,-0.43975,7.482,FALSE
4C3MP,0,Dose_6,50,B,28.871,29.947,29.409,33.719,33.047,33.383,3.974,-0.43975,4.414,FALSE
4C3MP,0,Dose_6,51,B,31.491,30.741,31.116,38.604,36.975,37.7895,6.6735,-0.43975,7.113,FALSE
4C3MP,1,Dose_1,7,C,28.226,27.292,27.759,38.799,41.449,40.124,12.365,-0.43975,12.805,FALSE
4C3MP,1,Dose_1,8,C,29.464,29.277,29.3705,43.311,42.576,42.9435,13.573,-0.43975,14.013,FALSE
4C3MP,1,Dose_1,9,C,27.978,27.103,27.5405,37.821,36.257,37.039,9.4985,-0.43975,9.938,FALSE
4C3MP,0.1,Dose_2,16,C,27.437,27.555,27.496,30.481,31.731,31.106,3.61,-0.43975,4.05,FALSE
4C3MP,0.1,Dose_2,17,C,29.116,27.749,28.4325,30.445,29.889,30.167,1.7345,-0.43975,2.174,FALSE
4C3MP,0.1,Dose_2,18,C,28.694,27.333,28.0135,34.663,33.884,34.2735,6.26,-0.43975,6.7,FALSE
4C3MP,0.01,Dose_3,25,C,29.298,29.459,29.3785,43.65,43.114,43.382,14.0035,-0.43975,14.443,FALSE
