"","diff","lwr.ci","upr.ci","pval"
"0.1-0",-13.8674435732467,-47.8231436194502,20.0882564729568,0.732411337475091
"1-0",5.74377887693262,-28.2119211692709,39.6994789231361,0.990007036037275
"10-0",7.49888995478829,-26.4568100914152,41.4545900009918,0.96859122520559
"100-0",-12.1109510479774,-46.0666510941809,21.8447489982261,0.819414842097555
"1000-0",-5.14593135846127,-39.1016314046648,28.8097686877422,0.99390392817558
