"","diff","lwr.ci","upr.ci","pval"
"0.1-0",21.4549792546947,-21.5624630989753,64.4724216083646,0.566886123391717
"1-0",1.07195163595916,-41.9454907177108,44.0893939896291,0.999999083708177
"10-0",-22.7965496868966,-65.8139920405666,20.2208926667733,0.510580789909821
"100-0",-10.5674062585728,-53.5848486122427,32.4500360950971,0.951777567244212
"1000-0",-1.92417658636558,-44.9416189400355,41.0932657673044,0.999983148078412
