"","plate_id","is_VC","endpoint","endpoint_value_norm","dose"
"1","4TOP",FALSE,"ld_pearson",0.67372850476292,"100"
"2","4TOP",FALSE,"ld_pearson",10.9014281508331,"100"
"3","4TOP",FALSE,"ld_pearson",4.85861871694178,"100"
"4","4TOP",FALSE,"ld_pearson",-10.2565348664094,"100"
"5","4TOP",FALSE,"ld_pearson",-18.9074714387677,"100"
"6","4TOP",FALSE,"ld_pearson",-6.87052402168207,"100"
"7","4TOP",FALSE,"ld_pearson",-12.1124799107117,"100"
"8","4TOP",FALSE,"ld_pearson",-1.93544557032823,"100"
"9","4TOP",FALSE,"ld_pearson",-0.414529311618622,"100"
"10","4TOP",FALSE,"ld_pearson",3.81178433918157,"10"
"11","4TOP",FALSE,"ld_pearson",4.67320087598159,"10"
"12","4TOP",FALSE,"ld_pearson",5.51830542046613,"10"
"13","4TOP",FALSE,"ld_pearson",-6.99125085018606,"10"
"14","4TOP",FALSE,"ld_pearson",21.2243611429021,"10"
"15","4TOP",FALSE,"ld_pearson",-2.81580264684457,"10"
"16","4TOP",FALSE,"ld_pearson",-30.1965253933832,"10"
"17","4TOP",FALSE,"ld_pearson",9.40080362417876,"10"
"18","4TOP",FALSE,"ld_pearson",-6.48646716587625,"10"
"19","4TOP",FALSE,"ld_pearson",-18.2796322670647,"1"
"20","4TOP",FALSE,"ld_pearson",16.6480335972997,"1"
"21","4TOP",FALSE,"ld_pearson",1.24721283776803,"1"
"22","4TOP",FALSE,"ld_pearson",6.51468390091703,"1"
"23","4TOP",FALSE,"ld_pearson",-8.88778057836478,"1"
"24","4TOP",FALSE,"ld_pearson",14.6197841690212,"1"
"25","4TOP",FALSE,"ld_pearson",14.8902606639171,"1"
"26","4TOP",FALSE,"ld_pearson",3.13313590834193,"1"
"27","4TOP",FALSE,"ld_pearson",16.5984101689407,"1"
"28","4TOP",FALSE,"ld_pearson",-28.4754352301773,"0.1"
"29","4TOP",FALSE,"ld_pearson",-41.048757396469,"0.1"
"30","4TOP",FALSE,"ld_pearson",-8.77635300701456,"0.1"
"31","4TOP",FALSE,"ld_pearson",16.0837688358289,"0.1"
"32","4TOP",FALSE,"ld_pearson",-1.37548029845297,"0.1"
"33","4TOP",FALSE,"ld_pearson",2.9157306003968,"0.1"
"34","4TOP",FALSE,"ld_pearson",-29.8734180061708,"0.1"
"35","4TOP",FALSE,"ld_pearson",20.1536362098323,"0.1"
"36","4TOP",FALSE,"ld_pearson",13.6457171480642,"0.1"
"37","4TOP",FALSE,"ld_pearson",-3.13740916460389,"0.01"
"38","4TOP",FALSE,"ld_pearson",15.9218137543847,"0.01"
"39","4TOP",FALSE,"ld_pearson",-30.7506637918538,"0.01"
"40","4TOP",FALSE,"ld_pearson",3.01846525845339,"0.01"
"41","4TOP",FALSE,"ld_pearson",5.31135996568972,"0.01"
"42","4TOP",FALSE,"ld_pearson",16.5247689803546,"0.01"
"43","4TOP",FALSE,"ld_pearson",6.93569545904977,"0.01"
"44","4TOP",FALSE,"ld_pearson",11.0499018625039,"0.01"
"45","4TOP",FALSE,"ld_pearson",-16.4987711591658,"0.01"
"46","4TOP",TRUE,"ld_pearson",-3.51027972312905,"0"
"47","4TOP",TRUE,"ld_pearson",7.40354255317268,"0"
"48","4TOP",TRUE,"ld_pearson",1.31193540213783,"0"
"49","4TOP",TRUE,"ld_pearson",0,"0"
"50","4TOP",TRUE,"ld_pearson",-31.4749181012009,"0"
"51","4TOP",TRUE,"ld_pearson",6.14040277873875,"0"
"52","4TOP",TRUE,"ld_pearson",-73.7630803917893,"0"
"53","4TOP",TRUE,"ld_pearson",-4.15302516651575,"0"
"54","4TOP",TRUE,"ld_pearson",4.29928939241844,"0"
