"summary.plate_id" "summary.embryo_id" "summary.is_VC" "summary.endpoint" "summary.endpoint_value"
"64" "TGSH" "Dose1_2" 0 "d" 3417.8
"65" "TGSH" "Dose1_2" 0 "e" 5459.95
"66" "TGSH" "Dose1_2" 0 "f" 2689.65
"67" "TGSH" "Dose1_3" 0 "a" 4559.25
"68" "TGSH" "Dose1_3" 0 "b" 1423.8
"69" "TGSH" "Dose1_3" 0 "c" 4691.45
"70" "TGSH" "Dose1_3" 0 "d" 4147.3
"71" "TGSH" "Dose1_3" 0 "e" 5506.35
"72" "TGSH" "Dose1_3" 0 "f" 2947.6
"73" "TGSH" "Dose1_4" 0 "a" 5689.55
"74" "TGSH" "Dose1_4" 0 "b" 6202.05
"75" "TGSH" "Dose1_4" 0 "c" 6953.8
"76" "TGSH" "Dose1_4" 0 "d" 1672.95
"77" "TGSH" "Dose1_4" 0 "e" 4735.55
"78" "TGSH" "Dose1_4" 0 "f" 2641.75
"79" "TGSH" "Dose1_5" 0 "a" 5796.55
"80" "TGSH" "Dose1_5" 0 "b" 4959.3
"81" "TGSH" "Dose1_5" 0 "c" 7701.2
"82" "TGSH" "Dose1_5" 0 "d" 3653.85
"83" "TGSH" "Dose1_5" 0 "e" 7281.15
"84" "TGSH" "Dose1_5" 0 "f" 2212.55
"85" "TGSH" "Dose1_6" 0 "a" 6321.85
"86" "TGSH" "Dose1_6" 0 "b" 4395.6
"87" "TGSH" "Dose1_6" 0 "c" 7097.4
"88" "TGSH" "Dose1_6" 0 "d" 2667.15
"89" "TGSH" "Dose1_6" 0 "e" 6824.4
"90" "TGSH" "Dose1_6" 0 "f" 2845.7
"91" "TGSH" "Dose1_7" 0 "a" 4837
"92" "TGSH" "Dose1_7" 0 "b" 3213.85
"93" "TGSH" "Dose1_7" 0 "c" 5623.9
"94" "TGSH" "Dose1_7" 0 "d" 5004.55
"95" "TGSH" "Dose1_7" 0 "e" 5919.1
"96" "TGSH" "Dose1_7" 0 "f" 4620.8
"97" "TGSH" "Dose1_8" 0 "a" 4464.55
"98" "TGSH" "Dose1_8" 0 "b" 3657.9
"99" "TGSH" "Dose1_8" 0 "c" 5461.1
"100" "TGSH" "Dose1_8" 0 "d" 3406.25
"101" "TGSH" "Dose1_8" 0 "e" 5726.05
"102" "TGSH" "Dose1_8" 0 "f" 1063.4
"103" "TGSH" "Dose1_9" 0 "a" 5200
"104" "TGSH" "Dose1_9" 0 "b" 2758.75
"105" "TGSH" "Dose1_9" 0 "c" 5133.15
"106" "TGSH" "Dose1_9" 0 "d" 8813.55
"107" "TGSH" "Dose1_9" 0 "e" 6249.1
"108" "TGSH" "Dose1_9" 0 "f" 1122.5
"109" "TGSH" "Dose2_1" 0 "a" 4217.5
"110" "TGSH" "Dose2_1" 0 "b" 2539.4
"111" "TGSH" "Dose2_1" 0 "c" 4834.6
"112" "TGSH" "Dose2_1" 0 "d" 2882.3
"113" "TGSH" "Dose2_1" 0 "e" 5235.1
"114" "TGSH" "Dose2_1" 0 "f" 3016.8
"115" "TGSH" "Dose2_2" 0 "a" 3464.05
"116" "TGSH" "Dose2_2" 0 "b" 3700.1
"117" "TGSH" "Dose2_2" 0 "c" 4570.95
"118" "TGSH" "Dose2_2" 0 "d" 3708.85
"119" "TGSH" "Dose2_2" 0 "e" 4522.25
"120" "TGSH" "Dose2_2" 0 "f" 2830.55
"121" "TGSH" "Dose2_3" 0 "a" 4879.1
"122" "TGSH" "Dose2_3" 0 "b" 3379.7
"123" "TGSH" "Dose2_3" 0 "c" 5640.95
"124" "TGSH" "Dose2_3" 0 "d" 3104.6
"125" "TGSH" "Dose2_3" 0 "e" 5561.45
"126" "TGSH" "Dose2_3" 0 "f" 3199.6
"127" "TGSH" "Dose2_4" 0 "a" 5043.95
"128" "TGSH" "Dose2_4" 0 "b" 5402.15
"129" "TGSH" "Dose2_4" 0 "c" 5698.75
"130" "TGSH" "Dose2_4" 0 "d" 3532.5
"131" "TGSH" "Dose2_4" 0 "e" 4997.05
"132" "TGSH" "Dose2_4" 0 "f" 3381.3
"133" "TGSH" "Dose2_5" 0 "a" 4857.35
"134" "TGSH" "Dose2_5" 0 "b" 3758.75
"135" "TGSH" "Dose2_5" 0 "c" 6609.8
"136" "TGSH" "Dose2_5" 0 "d" 2612.5
"137" "TGSH" "Dose2_5" 0 "e" 5672.4
"138" "TGSH" "Dose2_5" 0 "f" 3502.2
"139" "TGSH" "Dose2_6" 0 "a" 4587.85
"140" "TGSH" "Dose2_6" 0 "b" 2462.65
"141" "TGSH" "Dose2_6" 0 "c" 5429
"142" "TGSH" "Dose2_6" 0 "d" 5164.9
"143" "TGSH" "Dose2_6" 0 "e" 5248
"144" "TGSH" "Dose2_6" 0 "f" 3202
"145" "TGSH" "Dose2_7" 0 "a" 4445.45
"146" "TGSH" "Dose2_7" 0 "b" 5597.4
"147" "TGSH" "Dose2_7" 0 "c" 6070.25
"148" "TGSH" "Dose2_7" 0 "d" 3137.35
"149" "TGSH" "Dose2_7" 0 "e" 5087.15
"150" "TGSH" "Dose2_7" 0 "f" 1900.4
"151" "TGSH" "Dose2_8" 0 "a" 4449
"152" "TGSH" "Dose2_8" 0 "b" 4103.6
"153" "TGSH" "Dose2_8" 0 "c" 5855.25
"154" "TGSH" "Dose2_8" 0 "d" 4466.1
"155" "TGSH" "Dose2_8" 0 "e" 1407.55
"156" "TGSH" "Dose2_8" 0 "f" 4676.8
"157" "TGSH" "Dose2_9" 0 "a" 4625.5
"158" "TGSH" "Dose2_9" 0 "b" 3805.05
"159" "TGSH" "Dose2_9" 0 "c" 5475.05
"160" "TGSH" "Dose2_9" 0 "d" 3406.95
"161" "TGSH" "Dose2_9" 0 "e" 4987.1
"162" "TGSH" "Dose2_9" 0 "f" 2793.3
"163" "TGSH" "Dose3_1" 0 "a" 6833.65
"164" "TGSH" "Dose3_1" 0 "b" 5764.4
"165" "TGSH" "Dose3_1" 0 "c" 7632.25
"166" "TGSH" "Dose3_1" 0 "d" 5731.3
"167" "TGSH" "Dose3_1" 0 "e" 7699.5
"168" "TGSH" "Dose3_1" 0 "f" 2700
"169" "TGSH" "Dose3_2" 0 "a" 4554.7
"170" "TGSH" "Dose3_2" 0 "b" 2917.85
"171" "TGSH" "Dose3_2" 0 "c" 5262.1
"172" "TGSH" "Dose3_2" 0 "d" 4146.6
"173" "TGSH" "Dose3_2" 0 "e" 5175.4
"174" "TGSH" "Dose3_2" 0 "f" 4490.3
"175" "TGSH" "Dose3_3" 0 "a" 4136.9
"176" "TGSH" "Dose3_3" 0 "b" 3868.1
"177" "TGSH" "Dose3_3" 0 "c" 5028.45
"178" "TGSH" "Dose3_3" 0 "d" 1847.95
"179" "TGSH" "Dose3_3" 0 "e" 4339
"180" "TGSH" "Dose3_3" 0 "f" 6441.4
"181" "TGSH" "Dose3_4" 0 "a" 4426.6
"182" "TGSH" "Dose3_4" 0 "b" 816.65
"183" "TGSH" "Dose3_4" 0 "c" 4612.4
"184" "TGSH" "Dose3_4" 0 "d" 3245.7
"185" "TGSH" "Dose3_4" 0 "e" 4407.85
"186" "TGSH" "Dose3_4" 0 "f" 3368.85
"187" "TGSH" "Dose3_5" 0 "a" 4124.3
"188" "TGSH" "Dose3_5" 0 "b" 4670.25
"189" "TGSH" "Dose3_5" 0 "c" 5679.55
"190" "TGSH" "Dose3_5" 0 "d" 1406.5
"191" "TGSH" "Dose3_5" 0 "e" 4762.25
"192" "TGSH" "Dose3_5" 0 "f" 6954.45
"193" "TGSH" "Dose3_6" 0 "a" 4435.6
"194" "TGSH" "Dose3_6" 0 "b" 4250.35
"195" "TGSH" "Dose3_6" 0 "c" 5336.7
"196" "TGSH" "Dose3_6" 0 "d" 1515.95
"197" "TGSH" "Dose3_6" 0 "e" 5226.3
"198" "TGSH" "Dose3_6" 0 "f" 3580.5
"199" "TGSH" "Dose3_7" 0 "a" 5600.5
"200" "TGSH" "Dose3_7" 0 "b" 3776.6
"201" "TGSH" "Dose3_7" 0 "c" 4727.35
"202" "TGSH" "Dose3_7" 0 "d" 4418.1
"203" "TGSH" "Dose3_7" 0 "e" 5768.1
"204" "TGSH" "Dose3_7" 0 "f" 3249.8
"205" "TGSH" "Dose3_8" 0 "a" 4310.35
"206" "TGSH" "Dose3_8" 0 "b" 1980.45
"207" "TGSH" "Dose3_8" 0 "c" 5266.35
"208" "TGSH" "Dose3_8" 0 "d" 1784.1
"209" "TGSH" "Dose3_8" 0 "e" 5093.75
"210" "TGSH" "Dose3_8" 0 "f" 847.8
"211" "TGSH" "Dose3_9" 0 "a" 3536.85
"212" "TGSH" "Dose3_9" 0 "b" 6318.75
"213" "TGSH" "Dose3_9" 0 "c" 4132.85
"214" "TGSH" "Dose3_9" 0 "d" 3857.05
"215" "TGSH" "Dose3_9" 0 "e" 5305.55
"216" "TGSH" "Dose3_9" 0 "f" 5232.25
"217" "TGSH" "Dose4_1" 0 "a" 5818.4
"218" "TGSH" "Dose4_1" 0 "b" 3999.45
"219" "TGSH" "Dose4_1" 0 "c" 6280.35
"220" "TGSH" "Dose4_1" 0 "d" 3952.9
"221" "TGSH" "Dose4_1" 0 "e" 6001.9
"222" "TGSH" "Dose4_1" 0 "f" 4285.35
"223" "TGSH" "Dose4_2" 0 "a" 4030.85
"224" "TGSH" "Dose4_2" 0 "b" 3434.65
"225" "TGSH" "Dose4_2" 0 "c" 4883.25
"226" "TGSH" "Dose4_2" 0 "d" 4504.8
"227" "TGSH" "Dose4_2" 0 "e" 5168.7
"228" "TGSH" "Dose4_2" 0 "f" 2717.55
"229" "TGSH" "Dose4_3" 0 "a" 4255.95
"230" "TGSH" "Dose4_3" 0 "b" 4963.6
"231" "TGSH" "Dose4_3" 0 "c" 5505.4
"232" "TGSH" "Dose4_3" 0 "d" 6105.7
"233" "TGSH" "Dose4_3" 0 "e" 6247
"234" "TGSH" "Dose4_3" 0 "f" 5641.6
"235" "TGSH" "Dose4_4" 0 "a" 4095.95
"236" "TGSH" "Dose4_4" 0 "b" 4061.85
"237" "TGSH" "Dose4_4" 0 "c" 5753.45
"238" "TGSH" "Dose4_4" 0 "d" 3457.45
"239" "TGSH" "Dose4_4" 0 "e" 5541.7
"240" "TGSH" "Dose4_4" 0 "f" 3596.8
"241" "TGSH" "Dose4_5" 0 "a" 4755.95
"242" "TGSH" "Dose4_5" 0 "b" 5831.6
"243" "TGSH" "Dose4_5" 0 "c" 6189.8
"244" "TGSH" "Dose4_5" 0 "d" 3817.4
"245" "TGSH" "Dose4_5" 0 "e" 5052.35
"246" "TGSH" "Dose4_5" 0 "f" 4120.35
"247" "TGSH" "Dose4_6" 0 "a" 256.7
"248" "TGSH" "Dose4_6" 0 "b" 107.7
"249" "TGSH" "Dose4_6" 0 "c" 4479
"250" "TGSH" "Dose4_6" 0 "d" 2497.9
"251" "TGSH" "Dose4_6" 0 "e" 3885.85
"252" "TGSH" "Dose4_6" 0 "f" 1114.15
"253" "TGSH" "Dose4_7" 0 "a" 4500.35
"254" "TGSH" "Dose4_7" 0 "b" 3979.05
"255" "TGSH" "Dose4_7" 0 "c" 5156.95
"256" "TGSH" "Dose4_7" 0 "d" 3103
"257" "TGSH" "Dose4_7" 0 "e" 4226.95
"258" "TGSH" "Dose4_7" 0 "f" 1445.15
"259" "TGSH" "Dose4_8" 0 "a" 5134.95
"260" "TGSH" "Dose4_8" 0 "b" 5369.4
"261" "TGSH" "Dose4_8" 0 "c" 6434.35
"262" "TGSH" "Dose4_8" 0 "d" 3323.65
"263" "TGSH" "Dose4_8" 0 "e" 6156.95
"264" "TGSH" "Dose4_8" 0 "f" 4956.25
"265" "TGSH" "Dose4_9" 0 "a" 4023.85
"266" "TGSH" "Dose4_9" 0 "b" 5554.3
"267" "TGSH" "Dose4_9" 0 "c" 5605.6
"268" "TGSH" "Dose4_9" 0 "d" 2711.4
"269" "TGSH" "Dose4_9" 0 "e" 4713.25
"270" "TGSH" "Dose4_9" 0 "f" 3114.2
"271" "TGSH" "Dose5_1" 0 "a" 4089.8
"272" "TGSH" "Dose5_1" 0 "b" 4519.8
"273" "TGSH" "Dose5_1" 0 "c" 5577.25
"274" "TGSH" "Dose5_1" 0 "d" 4854.4
"275" "TGSH" "Dose5_1" 0 "e" 5412.45
"276" "TGSH" "Dose5_1" 0 "f" 2381.95
"277" "TGSH" "Dose5_2" 0 "a" 5188.85
"278" "TGSH" "Dose5_2" 0 "b" 4237.6
"279" "TGSH" "Dose5_2" 0 "c" 5462.75
"280" "TGSH" "Dose5_2" 0 "d" 2862.85
"281" "TGSH" "Dose5_2" 0 "e" 5255.05
"282" "TGSH" "Dose5_2" 0 "f" 4109.9
"283" "TGSH" "Dose5_3" 0 "a" 5078.15
"284" "TGSH" "Dose5_3" 0 "b" 4000.95
"285" "TGSH" "Dose5_3" 0 "c" 6165.45
"286" "TGSH" "Dose5_3" 0 "d" 3649.75
"287" "TGSH" "Dose5_3" 0 "e" 6080.2
"288" "TGSH" "Dose5_3" 0 "f" 4250.85
"289" "TGSH" "Dose5_4" 0 "a" 3543.3
"290" "TGSH" "Dose5_4" 0 "b" 1532.55
"291" "TGSH" "Dose5_4" 0 "c" 4303.15
"292" "TGSH" "Dose5_4" 0 "d" 2097.45
"293" "TGSH" "Dose5_4" 0 "e" 4946.85
"294" "TGSH" "Dose5_4" 0 "f" 3583.55
"295" "TGSH" "Dose5_5" 0 "a" 4265.45
"296" "TGSH" "Dose5_5" 0 "b" 4783.3
"297" "TGSH" "Dose5_5" 0 "c" 5732.4
"298" "TGSH" "Dose5_5" 0 "d" 3709.95
"299" "TGSH" "Dose5_5" 0 "e" 5928.7
"300" "TGSH" "Dose5_5" 0 "f" 1532.1
"301" "TGSH" "Dose5_6" 0 "a" 4030.55
"302" "TGSH" "Dose5_6" 0 "b" 4256.8
"303" "TGSH" "Dose5_6" 0 "c" 5035.4
"304" "TGSH" "Dose5_6" 0 "d" 3174.7
"305" "TGSH" "Dose5_6" 0 "e" 5406.6
"306" "TGSH" "Dose5_6" 0 "f" 4130.4
"307" "TGSH" "Dose5_7" 0 "a" 4645.65
"308" "TGSH" "Dose5_7" 0 "b" 2878.65
"309" "TGSH" "Dose5_7" 0 "c" 4618.6
"310" "TGSH" "Dose5_7" 0 "d" 4197.2
"311" "TGSH" "Dose5_7" 0 "e" 5700.9
"312" "TGSH" "Dose5_7" 0 "f" 3794.95
"313" "TGSH" "Dose5_8" 0 "a" 3966.3
"314" "TGSH" "Dose5_8" 0 "b" 6072.75
"315" "TGSH" "Dose5_8" 0 "c" 2739.1
"316" "TGSH" "Dose5_8" 0 "d" 2642.9
"317" "TGSH" "Dose5_8" 0 "e" 1127.05
"318" "TGSH" "Dose5_8" 0 "f" 2987.35
"319" "TGSH" "Dose5_9" 0 "a" 4693.25
"320" "TGSH" "Dose5_9" 0 "b" 4785.5
"321" "TGSH" "Dose5_9" 0 "c" 5337.5
"322" "TGSH" "Dose5_9" 0 "d" 3172.05
"323" "TGSH" "Dose5_9" 0 "e" 4640.1
"324" "TGSH" "Dose5_9" 0 "f" 2194.2
