"","diff","lwr.ci","upr.ci","pval"
"0.1-0",-0.360998869877503,-41.1793876754545,40.4573899356995,0.999999994808605
"1-0",-4.71750265985321,-45.5358914654302,36.1008861457238,0.998272534402924
"10-0",-10.1424159089436,-50.9608047145206,30.6759728966334,0.949571195012693
"100-0",2.88199266099947,-37.9363961445775,43.7003814665765,0.999839781595366
"1000-0",8.1828959430259,-32.6354928625511,49.0012847486029,0.979043884333995
