	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
ENSDARG00000029747	10.8524672408366	10.7913988145162	10.3916806958857	10.7511637875535	10.7913988145162	10.4687332504122	10.9104631166846	10.7599452739165	10.4495878687373	10.9164282282818	10.7599452739165	10.3258937525185	10.4136157234954	9.68815080890895	9.70933792904497
ENSDARG00000029822	7.41236840725544	8.51749266037896	8.48994596736883	7.92858665767823	8.25536806863792	8.56003748019148	8.94411317980777	7.88508247463499	7.98370472433769	7.85624759685754	7.37151970900434	8.14380788960102	7.37217177705718	6.98025681216188	7.15206096683609
ENSDARG00000029890	4.73249811904675	5.41771074783916	5.11123312429196	5.28039721073296	5.31779874339085	5.0631337991876	5.20626308150491	5.24480122676077	4.31207005244044	5.257161962049	5.41138498713261	5.31318650571445	4.38396740108273	4.57727954450326	4.4370135347182
ENSDARG00000030254	6.72125022582906	7.29478982527918	6.66812665462395	7.2066700744537	7.27512138703858	6.9590096034838	6.84308085538343	7.25114088281121	6.75366838598171	6.41565433998046	7.13216695044814	7.03509712069454	6.62365756311612	6.15654869316393	5.90681981068858
ENSDARG00000030270	12.3534448960567	12.1635218986747	12.4478898341977	12.3088111251757	12.2354342610846	12.5656564244591	11.9661336237577	12.3412514551727	12.8690441646981	12.0473934862965	12.3077767095714	12.6228544566799	12.6493183766744	13.1028261706257	13.2101995769857
ENSDARG00000030872	7.81903531998111	8.24032467359116	7.73925293713569	8.16392980848639	8.53253736432089	7.94049997924369	8.52809425747526	8.21180514934218	7.61739396587659	8.55025727368271	8.22770502841335	8.17943001013236	7.65525001962526	7.38126939129414	6.89294379094624
ENSDARG00000030915	8.23367257190494	8.89388297568305	8.7498804398499	8.55011436173594	8.63160647175218	8.99123176894645	9.28645227828402	8.6481975580806	8.16905250480802	8.40142910710242	7.69947721055465	8.61321441404371	8.00019713573679	7.22218658468029	7.71636794110449
ENSDARG00000031278	6.63109282299732	7.0947446161049	6.2562991891391	6.9150855510628	6.92727215590076	6.5821854916766	6.99055114949121	6.62365756311612	6.59373473903815	7.29937605149832	6.99224233518924	6.31126337878039	6.17805166163379	5.5505434407457	5.88488752572159
ENSDARG00000031616	7.76757461459749	8.65018090544893	8.47378845332724	8.47270255215499	8.62879547840546	8.43968968180891	8.37720393149543	8.27992304029653	8.03966366006337	8.33497354959909	8.40856781326197	8.77980257784243	7.98980623749511	7.23730058532414	7.36506292423007
ENSDARG00000031664	6.22496288069899	7.03849352619949	6.53284199106606	6.82953199588299	6.95189473563133	7.31691818039169	6.72165265357241	7.17875868411533	7.13896971725543	7.08294467411745	6.99224233518924	7.07956430840227	6.98813919400764	7.47099168892072	7.56115822566026
ENSDARG00000031683	8.96930653184526	7.01732241563438	7.22218658468029	8.93966631844976	7.82033122714729	8.05858822249072	8.73014263660243	8.76087497808083	8.34683976691371	9.04077954996331	8.69117301778678	8.19763432250046	9.09389501705879	9.06783832696173	8.67238627253098
ENSDARG00000031848	7.0534913388556	6.72032094643187	6.78535802146766	6.95010368925022	6.83253962953151	6.48611214794922	6.89294379094624	6.74937732626415	6.63486731454016	7.34097589524843	7.07065499273807	6.63723605686452	6.2646831429447	5.83926836259424	6.02508898085363
ENSDARG00000032242	6.98273942516215	6.76110585106045	6.35921559033632	6.85398960544216	6.83253962953151	6.61070645547885	6.49669562688041	6.94970460119469	6.9279377618056	6.34203120302455	6.29404810206603	6.72556758360704	7.12725102230241	7.51334920989221	7.44010023272572
ENSDARG00000032584	6.8373504094102	6.74937732626415	6.51694170465957	6.62011624755702	6.70295256718066	6.2371159843961	6.02221646221544	6.76030099557375	6.13860625858354	6.57288008615695	6.74521736586251	5.92017654459494	6.05520284924112	6.11997986725539	5.81704602231417
ENSDARG00000032639	12.2088537722953	12.1058287497191	11.9280305767193	12.1724134120649	12.051833796162	11.908982125314	12.3128174405028	12.1779969075332	11.7555246053358	12.2966623874721	12.0892389402791	11.7652687994806	11.6860454007962	10.752012999452	11.110785648224
ENSDARG00000033046	3.79015841354903	4.16773362884725	3.49507337045329	4.47017062072647	4.2182224772824	3.48590646886996	4.24069147643424	3.91288948741458	4.02369817816415	3.6535191541897	4.260848913388	4.37539975171456	4.63739612198028	4.40264618191262	4.36407141828507
ENSDARG00000033273	6.05256762496201	6.54255410589889	6.34203120302455	6.15365536268909	6.6908200800295	6.40492331540672	5.85069562481813	6.44847149747784	6.85398960544216	5.92017654459494	6.53181332169475	6.85753588910302	6.84161592171793	7.23000742401058	6.9406014506678
ENSDARG00000033594	7.07311733317611	7.00533967189084	6.8157832365425	6.75852950210737	6.05982498398167	6.5532636684418	6.66905593402114	6.93991689497088	6.42543148555899	6.51694170465957	6.39187839542633	6.63723605686452	5.45729995657546	6.07849932789557	5.81704602231417
ENSDARG00000034650	7.63447737533764	7.39777073037127	7.08900018931917	7.41343370625984	7.55450066172096	7.74728969053162	7.29321769028816	7.37217177705718	7.60770547645607	7.40226439869069	7.33810660067985	7.68982091059276	7.87440443485338	8.11016531466907	7.9555589742227
ENSDARG00000034862	8.01046988314799	8.31397444043206	8.11461549597409	8.33029827549917	8.41948436763365	8.53984282841488	8.30570187628067	8.30999291872559	8.19351553810362	8.12216626208677	8.3299715532551	8.59280807921592	7.64538062997016	7.23000742401058	7.47785014951961
ENSDARG00000035652	10.4353629673669	10.543023241284	10.5221811349314	10.3781203592977	10.5275579910131	10.5539950147789	10.5859624272775	10.4282509277939	10.2051969071324	10.6013528031077	10.6536012506724	10.5740441256055	10.0274920885561	9.84545778593865	9.85833949321996
ENSDARG00000035882	10.1994428988919	10.2513077574551	9.99449732089993	10.3219358674329	10.2131986056777	10.268409325916	10.3494432464414	10.0555700580535	9.95939406756945	10.2226399043327	10.167662453162	10.2923901627641	9.89329315259769	9.2239618531953	9.47129938109085
ENSDARG00000036041	10.2801300159224	10.5956478644743	10.426043080845	10.5437930294333	10.7728011479152	10.6389839361231	10.3087833520281	10.5837773042565	10.3384555381902	10.4013890954807	10.6778058111436	10.9156206854569	10.0082183038594	9.74030603408747	9.69342372232493
ENSDARG00000036545	3.79015841354903	3.67751221719546	3.6107300193805	4.60020612735394	4.37949312135883	4.20385540823232	4.08377758649574	4.22784847123808	4.44093978065511	3.94350886990315	3.86625430864784	4.44521513648309	4.71196777736428	4.33710872116972	5.11666163091488
ENSDARG00000036833	8.34156548834764	8.75181582800196	8.4948394727938	8.64219187527515	8.82796225098517	8.96571352474961	8.80016209882103	8.47887763198502	8.17439739165245	9.06457235634955	8.37865671116185	8.98039306103005	8.41814341706456	7.13403423860117	7.44010023272572
ENSDARG00000036846	9.08944653925745	8.89388297568305	8.4197498203141	9.00110354901043	8.80968963095598	8.57382385096939	9.18202063604838	8.86070695183168	8.55123661285952	8.95881542905608	8.90705880239624	8.37470230578692	8.47378845332724	8.00038317014557	7.96208184699077
ENSDARG00000037191	10.2276407692462	10.6324207825066	10.0751939131781	10.3243010115677	10.6334174335927	10.2440928529918	10.1768504946318	10.4301240101212	9.82608949429904	10.3517686780577	10.449261540179	10.4258403621334	9.75033800428013	9.71403211968397	9.14321032811168
ENSDARG00000037281	11.3016362256105	11.3845555009803	11.1267942102884	11.3004830984817	11.6309091064396	11.404891941087	11.0882245054068	11.8635180487323	11.1545760920045	11.1593810676649	11.4607698502489	11.6944637726644	10.8257475164022	10.4755819555705	10.3676887411087
ENSDARG00000037359	5.71808277400182	5.45128774342506	5.66152563375539	5.60783170382591	5.56608690362352	5.63402897137725	5.38120718919722	5.35404828742812	5.29237865958326	5.85535757224917	4.68141389181406	5.35404828742812	5.15527897778059	4.91689631542561	4.77329017015337
ENSDARG00000037383	3.93730157627705	3.3005403670692	4.29058020397672	3.72508851852424	4.2182224772824	4.02990547179025	3.88139610517035	3.91288948741458	4.44093978065511	4.19372186866932	4.53011457385735	4.02369817816415	4.15640529541777	4.69168722743277	4.68141389181406
ENSDARG00000037421	11.0704459148197	10.1108157963624	10.2328669626415	10.9777187014265	10.3354131063157	10.5271597589505	11.110785648224	11.0569986071967	10.7029074053445	11.1297438681052	11.1320663116824	11.0084189598644	11.0809566430789	11.3542597676024	10.9789964612054
ENSDARG00000037533	7.94193892438974	8.42987540003231	7.49504732833918	8.35240229512791	8.13641969516833	7.49504732833918	8.60726598032073	7.91363874684394	7.40107038550017	8.43968968180891	8.00970963671977	7.0082107615645	7.43110133189955	5.5505434407457	5.93959755365607
ENSDARG00000037618	10.3492675177872	9.39920068054062	9.50096537148412	10.0565969876084	9.68360685196449	9.76067253842029	10.2159986148553	10.0216480552493	9.54899287761208	10.3581110467441	9.9502206213017	9.78083232184056	10.6660244806144	10.5432617695757	10.081557830301
