gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
ENSDARG00000000887	Exp2	0.0322021261212113	NA	NA	5.59450509653744	NA	0.187355982956804	-3.82	0.71337575456236	5.49983549286771	TRUE	0.510266075178618	NA	1.0574442072101	5.68719147582451	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000001818	Lin	-0.309779728273035	NA	8.95361272781016	NA	NA	0.283710904165067	8.63	0.6342846295666	8.84446781401774	FALSE	1.26817797095935	0.931470722586796	1.98940212370942	8.56075690985268	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000001870	Lin	-0.255537819762699	NA	12.8939906327052	NA	NA	0.343050845418586	14.33	0.954894869139355	12.8759936013003	FALSE	1.41289410709411	0.924554204144561	3.01495335109549	12.5329427558817	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002197	Lin	-0.362111590871946	NA	10.0510388426463	NA	NA	0.270125539663438	7.16	0.452924969473566	9.99957531975111	FALSE	0.888093824457258	0.685717541549549	1.26018037899818	9.72944978008768	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002479	Exp2	0.0220229997101575	NA	NA	7.49722523156347	NA	0.259235873496832	5.92	0.803081632556948	7.41603513637673	TRUE	1.06573225366847	0.248074329167685	1.89840170248373	7.67527100987356	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002509	Lin	0.215735809772977	NA	4.59871513249515	NA	NA	0.357647935725915	15.58	0.370094430744805	4.32858877570893	TRUE	0.405688672686347	0.252671449255175	1.17974245206398	4.68623671143484	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002764	Poly2	7.69503133581999	1.09653595252649	-0.492641235776771	NA	NA	0.413381000838681	20.72	0.421980530279013	7.54747324215114	FALSE	2.65473780748702	2.5082530280822	2.78844935419895	7.13409224131246	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002968	Lin	-0.390964300914615	NA	8.37289071240028	NA	NA	0.26649086019246	6.75	0.681470548093684	8.49920118668405	FALSE	0.35855034758795	0.282388502002465	0.491012967933285	8.23271032649159	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000002986	Poly2	9.75787288627141	0.483655361507391	-0.241862386511151	NA	NA	0.171232571812831	-5.72	0.60817808235195	9.68756203004415	FALSE	2.41350224427405	2.27867795917659	2.5365284133706	9.51632945823132	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000003054	Exp4	221.26030976462	0.889608761213461	NA	6.14616512941703	NA	0.199075952861176	-1.2	0.835659560292964	6.10282139636223	FALSE	0.00199797313024427	0.000996318561514725	0.00323464512872891	5.90374544350106	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000003615	Lin	-0.297975971808995	NA	10.2765379164975	NA	NA	0.369102411134786	16.52	0.954807783058835	10.1984625910414	FALSE	1.50071742995788	1.00786403280687	2.94494375923797	9.82936017990658	TRUE	TRUE	TRUE	TRUE	TRUE
