"","plate_id","is_VC","endpoint","endpoint_value_norm","dose","Group"
"1","24DNP",FALSE,"ld_pearson",-42.6881203836617,"Dose1","A"
"2","24DNP",FALSE,"ld_pearson",17.6630094126437,"Dose1","A"
"3","24DNP",FALSE,"ld_pearson",10.2239807543555,"Dose1","A"
"4","24DNP",FALSE,"ld_pearson",26.6094628984527,"Dose1","B"
"5","24DNP",FALSE,"ld_pearson",9.45241372611405,"Dose1","B"
"6","24DNP",FALSE,"ld_pearson",-6.96709831201736,"Dose1","B"
"7","24DNP",FALSE,"ld_pearson",-13.5745172761727,"Dose1","C"
"8","24DNP",FALSE,"ld_pearson",7.68768524969798,"Dose1","C"
"9","24DNP",FALSE,"ld_pearson",25.9885750153032,"Dose2","C"
"10","24DNP",FALSE,"ld_pearson",30.9135590810915,"Dose2","A"
"11","24DNP",FALSE,"ld_pearson",7.35568503088193,"Dose2","A"
"12","24DNP",FALSE,"ld_pearson",20.1841905139328,"Dose2","A"
"13","24DNP",FALSE,"ld_pearson",31.0267086516824,"Dose2","B"
"14","24DNP",FALSE,"ld_pearson",12.0104209437766,"Dose2","B"
"15","24DNP",FALSE,"ld_pearson",28.1041319800593,"Dose2","B"
"16","24DNP",FALSE,"ld_pearson",-24.296766717229,"Dose2","C"
"17","24DNP",FALSE,"ld_pearson",5.50008561809582,"Dose2","C"
"18","24DNP",FALSE,"ld_pearson",22.7862294661014,"Dose3","C"
"19","24DNP",FALSE,"ld_pearson",19.2001526576955,"Dose3","A"
"20","24DNP",FALSE,"ld_pearson",13.8538629302535,"Dose3","A"
"21","24DNP",FALSE,"ld_pearson",9.73802210657975,"Dose3","A"
"22","24DNP",FALSE,"ld_pearson",20.9184944543463,"Dose3","B"
"23","24DNP",FALSE,"ld_pearson",26.5357117710525,"Dose3","B"
"24","24DNP",FALSE,"ld_pearson",6.47261359726137,"Dose3","B"
"25","24DNP",FALSE,"ld_pearson",20.6356637541259,"Dose3","C"
"26","24DNP",FALSE,"ld_pearson",27.0394185837103,"Dose3","C"
"27","24DNP",FALSE,"ld_pearson",-4.61069017415893,"Dose4","C"
"28","24DNP",FALSE,"ld_pearson",-22.0840201632389,"Dose4","A"
"29","24DNP",FALSE,"ld_pearson",32.6506190490582,"Dose4","A"
"30","24DNP",FALSE,"ld_pearson",5.49606361304649,"Dose4","A"
"31","24DNP",FALSE,"ld_pearson",19.5935780106555,"Dose4","B"
"32","24DNP",FALSE,"ld_pearson",12.5825887528324,"Dose4","B"
"33","24DNP",FALSE,"ld_pearson",-6.09864394786734,"Dose4","B"
"34","24DNP",FALSE,"ld_pearson",-83.58611654996,"Dose4","C"
"35","24DNP",FALSE,"ld_pearson",19.7331068462161,"Dose4","C"
"36","24DNP",FALSE,"ld_pearson",24.2434601763056,"Dose5","C"
"37","24DNP",FALSE,"ld_pearson",-41.7183552923211,"Dose5","A"
"38","24DNP",FALSE,"ld_pearson",30.3951283099706,"Dose5","A"
"39","24DNP",FALSE,"ld_pearson",-12.0786433948783,"Dose5","A"
"40","24DNP",FALSE,"ld_pearson",25.607145085158,"Dose5","B"
"41","24DNP",FALSE,"ld_pearson",17.8881535186119,"Dose5","B"
"42","24DNP",FALSE,"ld_pearson",11.0066144067505,"Dose5","B"
"43","24DNP",FALSE,"ld_pearson",-9.49131732570841,"Dose5","C"
"44","24DNP",FALSE,"ld_pearson",8.80492174802502,"Dose5","C"
"45","24DNP",TRUE,"ld_pearson",-1.74824095967699,"Control","C"
"46","24DNP",TRUE,"ld_pearson",14.3945408285545,"Control","A"
"47","24DNP",TRUE,"ld_pearson",24.2292828677816,"Control","A"
"48","24DNP",TRUE,"ld_pearson",-40.9321915972886,"Control","A"
"49","24DNP",TRUE,"ld_pearson",2.62422791939105,"Control","B"
"50","24DNP",TRUE,"ld_pearson",8.67614228314383,"Control","B"
"51","24DNP",TRUE,"ld_pearson",-16.5457555112437,"Control","B"
"52","24DNP",TRUE,"ld_pearson",-22.9453200997906,"Control","C"
"53","24DNP",TRUE,"ld_pearson",0,"Control","C"
"54","24DNP",FALSE,"ld_pearson",11.5466996337071,"Dose1","C"
