Identifier,TGSH-10ug/L-C
ENSDARG00000087330,9
ENSDARG00000070686,12
ENSDARG00000074899,25
ENSDARG00000056324,0
ENSDARG00000046140,0
ENSDARG00000097774,0
ENSDARG00000061858,4
ENSDARG00000007344,16
ENSDARG00000002564,11
ENSDARG00000075249,10
ENSDARG00000018687,0
ENSDARG00000097315,0
ENSDARG00000105007,0
ENSDARG00000081613,0
ENSDARG00000003989,18
ENSDARG00000097409,0
ENSDARG00000075428,0
ENSDARG00000056258,14
ENSDARG00000088238,24
ENSDARG00000087616,78
ENSDARG00000011519,14
ENSDARG00000034588,16
ENSDARG00000038185,1
ENSDARG00000070676,0
ENSDARG00000038186,0
ENSDARG00000069012,0
ENSDARG00000025607,0
ENSDARG00000061798,8
ENSDARG00000097456,18
ENSDARG00000088967,6
ENSDARG00000098339,0
ENSDARG00000079097,15
ENSDARG00000038176,1
ENSDARG00000098353,4
ENSDARG00000075139,17
ENSDARG00000028848,11
ENSDARG00000088833,1
ENSDARG00000077193,3
ENSDARG00000070605,1
ENSDARG00000094579,0
ENSDARG00000010680,50
ENSDARG00000096994,0
ENSDARG00000097738,3
ENSDARG00000012405,440
ENSDARG00000079366,8
ENSDARG00000079912,0
ENSDARG00000107397,0
ENSDARG00000029911,4
ENSDARG00000074734,6
ENSDARG00000055813,0
ENSDARG00000033160,7
ENSDARG00000101975,0
ENSDARG00000061478,98
ENSDARG00000029215,14
ENSDARG00000056008,208
ENSDARG00000056012,1
ENSDARG00000056015,1
ENSDARG00000011579,3
ENSDARG00000081346,0
ENSDARG00000056023,7
ENSDARG00000097849,0
ENSDARG00000056027,15
ENSDARG00000056030,4
ENSDARG00000029263,20
ENSDARG00000097891,0
ENSDARG00000010630,1
ENSDARG00000013057,11
ENSDARG00000013533,1
ENSDARG00000081638,0
ENSDARG00000097515,0
ENSDARG00000000175,5
ENSDARG00000008174,0
ENSDARG00000105205,0
ENSDARG00000097621,0
ENSDARG00000097724,0
ENSDARG00000004189,46
ENSDARG00000030616,2
ENSDARG00000006786,13
ENSDARG00000080838,0
ENSDARG00000097637,5
ENSDARG00000096864,0
ENSDARG00000097087,0
ENSDARG00000025615,2
ENSDARG00000038141,40
ENSDARG00000074773,1
ENSDARG00000017049,11
ENSDARG00000056144,0
ENSDARG00000038139,6
ENSDARG00000009311,32
ENSDARG00000097380,0
ENSDARG00000076586,0
ENSDARG00000080075,0
ENSDARG00000016483,0
ENSDARG00000096921,0
ENSDARG00000097543,3
ENSDARG00000040430,2
ENSDARG00000031116,1
ENSDARG00000055359,1
ENSDARG00000102588,0
ENSDARG00000090449,0
ENSDARG00000099247,0
ENSDARG00000104350,0
ENSDARG00000078206,1
ENSDARG00000104144,0
ENSDARG00000038133,0
ENSDARG00000087575,0
ENSDARG00000099678,1
ENSDARG00000061684,0
ENSDARG00000075867,0
ENSDARG00000107507,0
ENSDARG00000105972,0
ENSDARG00000033140,15
ENSDARG00000038025,22
ENSDARG00000061108,40
ENSDARG00000097379,0
ENSDARG00000007916,3
ENSDARG00000021973,18
ENSDARG00000038030,72
ENSDARG00000055160,0
ENSDARG00000009313,1
ENSDARG00000097402,0
ENSDARG00000060991,8
ENSDARG00000055172,6
ENSDARG00000093235,13
ENSDARG00000075720,0
ENSDARG00000055175,1
ENSDARG00000038069,1
ENSDARG00000038068,47
ENSDARG00000038067,14
ENSDARG00000038066,9
ENSDARG00000077361,38
ENSDARG00000038059,28
ENSDARG00000022525,1
ENSDARG00000088072,0
ENSDARG00000097506,0
ENSDARG00000097640,0
ENSDARG00000022531,21
ENSDARG00000097200,0
ENSDARG00000097089,0
ENSDARG00000091140,0
ENSDARG00000097387,0
ENSDARG00000014761,0
ENSDARG00000067813,0
ENSDARG00000104581,6
ENSDARG00000096978,1
ENSDARG00000097189,0
ENSDARG00000005643,10
ENSDARG00000019507,8
ENSDARG00000027529,3
ENSDARG00000061354,4
ENSDARG00000055743,9
ENSDARG00000075783,4
ENSDARG00000055731,1
ENSDARG00000020574,1646
ENSDARG00000079699,1
ENSDARG00000029688,4
ENSDARG00000092362,4
ENSDARG00000021924,2
ENSDARG00000061213,4
ENSDARG00000087869,7
ENSDARG00000055510,14
ENSDARG00000074466,6
ENSDARG00000106879,0
ENSDARG00000070573,22
ENSDARG00000087927,8
ENSDARG00000070570,1
ENSDARG00000070568,7
ENSDARG00000070565,0
ENSDARG00000099996,12
ENSDARG00000103966,0
ENSDARG00000061257,15
ENSDARG00000101707,19
ENSDARG00000010160,676
ENSDARG00000061248,0
ENSDARG00000081158,0
ENSDARG00000013252,3
ENSDARG00000061208,6
ENSDARG00000038097,8
ENSDARG00000038095,5
ENSDARG00000038094,9
ENSDARG00000055474,5
ENSDARG00000090851,0
ENSDARG00000055472,4
ENSDARG00000044588,27
ENSDARG00000097153,0
ENSDARG00000089698,3
ENSDARG00000034493,22
ENSDARG00000107783,0
ENSDARG00000096260,0
ENSDARG00000117681,0
ENSDARG00000117250,0
ENSDARG00000106124,0
ENSDARG00000055383,11
ENSDARG00000073710,42
ENSDARG00000038072,0
ENSDARG00000087093,17
ENSDARG00000019556,15
ENSDARG00000115268,0
ENSDARG00000004034,37
ENSDARG00000018002,10
ENSDARG00000012539,0
ENSDARG00000061185,0
ENSDARG00000053129,11
ENSDARG00000006031,69
ENSDARG00000077863,1
ENSDARG00000038089,2
ENSDARG00000014746,109
ENSDARG00000096347,0
ENSDARG00000019191,12
ENSDARG00000060915,8
ENSDARG00000096409,0
ENSDARG00000096338,1
ENSDARG00000037390,4
ENSDARG00000096266,0
ENSDARG00000096242,8
ENSDARG00000038024,5
ENSDARG00000075345,0
ENSDARG00000106809,0
ENSDARG00000054963,3
ENSDARG00000054950,1
ENSDARG00000096287,0
ENSDARG00000088711,10
ENSDARG00000054942,25
ENSDARG00000070522,1
ENSDARG00000083676,0
ENSDARG00000108752,0
ENSDARG00000117270,0
ENSDARG00000006468,2
ENSDARG00000038012,0
ENSDARG00000038011,0
ENSDARG00000038010,7
ENSDARG00000085140,0
ENSDARG00000014477,0
ENSDARG00000021257,80
ENSDARG00000103130,0
ENSDARG00000009885,3
ENSDARG00000038009,1
ENSDARG00000073718,0
ENSDARG00000096250,0
ENSDARG00000097358,0
ENSDARG00000032565,20
ENSDARG00000106236,0
ENSDARG00000097948,0
ENSDARG00000003599,865
ENSDARG00000083593,0
ENSDARG00000083950,0
ENSDARG00000007449,4
ENSDARG00000113664,0
ENSDARG00000015128,442
ENSDARG00000091962,0
ENSDARG00000004954,0
ENSDARG00000097308,0
ENSDARG00000075643,1
ENSDARG00000054849,13
ENSDARG00000054842,3
ENSDARG00000086571,1
ENSDARG00000097575,0
ENSDARG00000077053,28
ENSDARG00000054833,7
ENSDARG00000019741,0
ENSDARG00000005927,6
ENSDARG00000074667,49
ENSDARG00000070484,22
ENSDARG00000054793,24
ENSDARG00000087732,9
ENSDARG00000030157,11
ENSDARG00000096295,0
ENSDARG00000096420,0
ENSDARG00000004597,15
ENSDARG00000038005,5
ENSDARG00000070465,0
ENSDARG00000075830,32
ENSDARG00000054645,2
ENSDARG00000097595,0
ENSDARG00000080424,0
ENSDARG00000060539,1
ENSDARG00000080934,0
ENSDARG00000075461,35
ENSDARG00000003486,36
ENSDARG00000054616,25
ENSDARG00000054610,4
ENSDARG00000076960,0
ENSDARG00000060662,0
ENSDARG00000030394,0
ENSDARG00000091783,0
ENSDARG00000054588,4
ENSDARG00000078083,0
ENSDARG00000096714,2
ENSDARG00000097740,0
ENSDARG00000097471,0
ENSDARG00000037980,41
ENSDARG00000070458,0
ENSDARG00000088084,0
ENSDARG00000096689,1
ENSDARG00000096792,2
ENSDARG00000054578,62
ENSDARG00000054570,9
ENSDARG00000115545,0
ENSDARG00000060741,0
ENSDARG00000090900,0
ENSDARG00000106212,0
ENSDARG00000028521,2
ENSDARG00000054446,3
ENSDARG00000090664,0
ENSDARG00000054438,11
ENSDARG00000114012,0
ENSDARG00000075164,8
ENSDARG00000054362,17
ENSDARG00000054355,26
ENSDARG00000001803,5
ENSDARG00000113428,0
ENSDARG00000025301,81
ENSDARG00000060348,0
ENSDARG00000078092,0
ENSDARG00000115048,0
ENSDARG00000016908,0
ENSDARG00000037928,14
ENSDARG00000037929,7
ENSDARG00000037930,2
ENSDARG00000077126,40
ENSDARG00000037932,8
ENSDARG00000076745,0
ENSDARG00000055855,3
ENSDARG00000089995,0
ENSDARG00000030881,2
ENSDARG00000037935,6
ENSDARG00000031776,109
ENSDARG00000076221,7
ENSDARG00000077360,5
ENSDARG00000094210,31
ENSDARG00000113977,3
ENSDARG00000113150,0
ENSDARG00000073936,3
ENSDARG00000116586,0
ENSDARG00000037941,27
ENSDARG00000037954,10
ENSDARG00000037955,5
ENSDARG00000097646,1
ENSDARG00000117414,0
ENSDARG00000117436,0
ENSDARG00000037943,0
ENSDARG00000077545,5
ENSDARG00000096849,165
ENSDARG00000037946,0
ENSDARG00000010246,39
ENSDARG00000054320,96
ENSDARG00000094836,29
ENSDARG00000006553,4
ENSDARG00000087193,1
ENSDARG00000075849,67
ENSDARG00000017579,5
ENSDARG00000096862,0
ENSDARG00000054010,16
ENSDARG00000059993,2
ENSDARG00000096257,548
ENSDARG00000037958,12
ENSDARG00000037961,1
ENSDARG00000053364,8
ENSDARG00000096315,0
ENSDARG00000081593,0
ENSDARG00000090625,1
ENSDARG00000070391,5
ENSDARG00000004459,10
ENSDARG00000096331,0
ENSDARG00000110163,0
ENSDARG00000088283,0
ENSDARG00000077290,0
ENSDARG00000037965,37
ENSDARG00000037966,1
ENSDARG00000037967,6
ENSDARG00000027182,8
ENSDARG00000027187,9
ENSDARG00000027196,0
ENSDARG00000037968,19
ENSDARG00000060030,11
ENSDARG00000036966,12
ENSDARG00000078604,13
ENSDARG00000053254,4289
ENSDARG00000110325,2
ENSDARG00000027357,8
ENSDARG00000089232,16
ENSDARG00000098191,2
ENSDARG00000059919,3
ENSDARG00000053260,0
ENSDARG00000070371,0
ENSDARG00000014967,0
ENSDARG00000014646,28
ENSDARG00000078772,11
ENSDARG00000025608,2
ENSDARG00000093405,0
ENSDARG00000070368,0
ENSDARG00000111315,0
ENSDARG00000101017,0
ENSDARG00000097431,0
ENSDARG00000034893,10
ENSDARG00000101409,0
ENSDARG00000078674,5
ENSDARG00000053449,17
ENSDARG00000098119,0
ENSDARG00000053453,12
ENSDARG00000103039,0
ENSDARG00000104213,3
ENSDARG00000060072,2
ENSDARG00000082395,0
ENSDARG00000053455,0
ENSDARG00000053457,868
ENSDARG00000116621,0
ENSDARG00000053460,2
ENSDARG00000053467,15
ENSDARG00000085621,0
ENSDARG00000019038,12
ENSDARG00000110874,0
ENSDARG00000096325,0
ENSDARG00000099164,0
ENSDARG00000099195,5
ENSDARG00000037905,3
ENSDARG00000037906,4
ENSDARG00000032129,13
ENSDARG00000084425,0
ENSDARG00000096248,0
ENSDARG00000096355,0
ENSDARG00000096330,0
ENSDARG00000114780,0
ENSDARG00000096366,0
ENSDARG00000113829,0
ENSDARG00000096321,0
ENSDARG00000113286,0
ENSDARG00000114651,0
ENSDARG00000112068,0
ENSDARG00000112596,0
ENSDARG00000110663,0
ENSDARG00000096280,1
ENSDARG00000096292,0
ENSDARG00000096351,0
ENSDARG00000109903,0
ENSDARG00000113852,0
ENSDARG00000093274,0
ENSDARG00000096301,0
ENSDARG00000096418,1
ENSDARG00000096243,0
ENSDARG00000096376,0
ENSDARG00000096372,0
ENSDARG00000096408,0
ENSDARG00000113059,0
ENSDARG00000096386,0
ENSDARG00000109214,0
ENSDARG00000096357,0
ENSDARG00000096395,0
ENSDARG00000096350,0
ENSDARG00000096424,0
ENSDARG00000096387,0
ENSDARG00000096406,0
ENSDARG00000113309,0
ENSDARG00000096316,0
ENSDARG00000096430,0
ENSDARG00000114819,0
ENSDARG00000096340,0
ENSDARG00000096303,0
ENSDARG00000096255,0
ENSDARG00000096241,0
ENSDARG00000096318,0
ENSDARG00000096244,0
ENSDARG00000096326,0
ENSDARG00000096289,0
ENSDARG00000096342,0
ENSDARG00000096268,0
ENSDARG00000095516,0
ENSDARG00000096333,0
ENSDARG00000096308,0
ENSDARG00000096276,0
ENSDARG00000096345,0
ENSDARG00000096388,0
ENSDARG00000096267,0
ENSDARG00000096337,0
ENSDARG00000096394,0
ENSDARG00000092616,0
ENSDARG00000096275,0
ENSDARG00000096259,0
ENSDARG00000013839,4
ENSDARG00000020679,5
ENSDARG00000094695,21
ENSDARG00000018698,19
ENSDARG00000082930,0
ENSDARG00000021399,2
ENSDARG00000037909,4
ENSDARG00000082192,0
ENSDARG00000024708,0
ENSDARG00000015538,14
ENSDARG00000076847,116
ENSDARG00000080738,0
ENSDARG00000020235,16
ENSDARG00000079353,1
ENSDARG00000037913,0
ENSDARG00000076437,1
ENSDARG00000096234,0
ENSDARG00000037914,2
ENSDARG00000011956,1
ENSDARG00000060130,0
ENSDARG00000000151,6
ENSDARG00000007654,99
ENSDARG00000095967,15
ENSDARG00000060150,14
ENSDARG00000037916,2
ENSDARG00000037917,0
ENSDARG00000100888,0
ENSDARG00000009568,1
ENSDARG00000016871,36
ENSDARG00000022254,22
ENSDARG00000076401,4
ENSDARG00000037919,60
ENSDARG00000079688,81
ENSDARG00000014915,86
ENSDARG00000060192,1
ENSDARG00000003573,16
ENSDARG00000037921,27
ENSDARG00000060207,2
ENSDARG00000046107,28
ENSDARG00000108644,0
ENSDARG00000070261,6
ENSDARG00000070256,4
ENSDARG00000098319,0
ENSDARG00000098708,0
ENSDARG00000090170,11
ENSDARG00000040070,3
ENSDARG00000040072,5
ENSDARG00000010035,2
ENSDARG00000028583,0
ENSDARG00000110352,0
ENSDARG00000008370,23
ENSDARG00000089260,4
ENSDARG00000040650,15
ENSDARG00000090062,20
ENSDARG00000076128,29
ENSDARG00000090369,7
ENSDARG00000040657,19
ENSDARG00000060246,6
ENSDARG00000037924,0
ENSDARG00000037925,53
ENSDARG00000105131,2
ENSDARG00000105068,7
ENSDARG00000104413,35
ENSDARG00000099213,31
ENSDARG00000101043,63
ENSDARG00000103743,1
ENSDARG00000102997,8
ENSDARG00000099877,2
ENSDARG00000104457,3
ENSDARG00000101886,8
ENSDARG00000098627,42
ENSDARG00000100972,0
ENSDARG00000103902,2
ENSDARG00000104719,12
ENSDARG00000105403,0
ENSDARG00000106657,0
ENSDARG00000094901,0
ENSDARG00000037895,1
ENSDARG00000037894,6
ENSDARG00000098006,0
ENSDARG00000074524,0
ENSDARG00000099290,0
ENSDARG00000070174,12
ENSDARG00000015610,6
ENSDARG00000107560,0
ENSDARG00000059804,38
ENSDARG00000037892,0
ENSDARG00000037891,2
ENSDARG00000055713,3
ENSDARG00000059773,11
ENSDARG00000014763,59
ENSDARG00000037889,0
ENSDARG00000098000,0
ENSDARG00000053070,10
ENSDARG00000059768,62
ENSDARG00000074060,5
ENSDARG00000096233,1
ENSDARG00000089129,0
ENSDARG00000020623,6
ENSDARG00000053058,593
ENSDARG00000115494,0
ENSDARG00000082213,0
ENSDARG00000080422,0
ENSDARG00000117016,0
ENSDARG00000096229,2
ENSDARG00000006849,5
ENSDARG00000097966,0
ENSDARG00000089021,0
ENSDARG00000015184,6
ENSDARG00000091834,4
ENSDARG00000000567,4
ENSDARG00000059747,4
ENSDARG00000094994,0
ENSDARG00000059743,3
ENSDARG00000017036,4
ENSDARG00000030163,0
ENSDARG00000018600,1
ENSDARG00000111413,0
ENSDARG00000070140,0
ENSDARG00000089377,0
ENSDARG00000052966,15
ENSDARG00000097166,0
ENSDARG00000052957,8
ENSDARG00000052950,14
ENSDARG00000097747,1
ENSDARG00000004748,3
ENSDARG00000052905,6
ENSDARG00000097765,3
ENSDARG00000011665,197
ENSDARG00000037865,1
ENSDARG00000019326,5
ENSDARG00000090340,1
ENSDARG00000097190,0
ENSDARG00000005414,3
ENSDARG00000081971,0
ENSDARG00000008377,16
ENSDARG00000011727,11
ENSDARG00000060496,5
ENSDARG00000083829,0
ENSDARG00000097913,0
ENSDARG00000113520,0
ENSDARG00000074703,5
ENSDARG00000009693,3
ENSDARG00000075292,2
ENSDARG00000106997,0
ENSDARG00000006642,8
ENSDARG00000070061,3
ENSDARG00000014871,24
ENSDARG00000014945,6
ENSDARG00000059701,13
ENSDARG00000052827,0
ENSDARG00000052818,0
ENSDARG00000052816,5
ENSDARG00000002967,23
ENSDARG00000017084,23
ENSDARG00000020217,2
ENSDARG00000116912,0
ENSDARG00000037867,149
ENSDARG00000059690,6
ENSDARG00000097119,0
ENSDARG00000077052,57
ENSDARG00000037870,968
ENSDARG00000059680,62
ENSDARG00000087893,4
ENSDARG00000109826,0
ENSDARG00000096870,0
ENSDARG00000016086,10
ENSDARG00000097780,0
ENSDARG00000008383,38
ENSDARG00000027063,3
ENSDARG00000037871,2
ENSDARG00000087446,2
ENSDARG00000078111,1
ENSDARG00000037872,7
ENSDARG00000070021,3
ENSDARG00000037873,4
ENSDARG00000037874,0
ENSDARG00000015575,20
ENSDARG00000078866,6
ENSDARG00000100059,0
ENSDARG00000117275,0
ENSDARG00000105854,0
ENSDARG00000097269,0
ENSDARG00000052741,0
ENSDARG00000115627,0
ENSDARG00000025826,8
ENSDARG00000059654,76
ENSDARG00000028786,1
ENSDARG00000033382,8
ENSDARG00000037879,18
ENSDARG00000034473,25
ENSDARG00000074842,1
ENSDARG00000030573,7
ENSDARG00000075368,2
ENSDARG00000097799,1
ENSDARG00000097321,0
ENSDARG00000097382,0
ENSDARG00000097777,0
ENSDARG00000097610,0
ENSDARG00000113834,3
ENSDARG00000112996,0
ENSDARG00000114676,0
ENSDARG00000098391,17
ENSDARG00000104538,4
ENSDARG00000100947,1
ENSDARG00000100419,8
ENSDARG00000104199,3
ENSDARG00000102366,2
ENSDARG00000099888,2
ENSDARG00000102976,11
ENSDARG00000103511,13
ENSDARG00000105113,1
ENSDARG00000102964,36
ENSDARG00000102711,1
ENSDARG00000099842,0
ENSDARG00000104984,0
ENSDARG00000098065,0
ENSDARG00000099344,0
ENSDARG00000102195,4
ENSDARG00000103483,10
ENSDARG00000103137,0
ENSDARG00000098949,1
ENSDARG00000099750,0
ENSDARG00000098491,0
ENSDARG00000102827,9
ENSDARG00000104568,3
ENSDARG00000116052,0
ENSDARG00000102583,0
ENSDARG00000098780,3
ENSDARG00000102512,1
ENSDARG00000052648,5
ENSDARG00000109060,0
ENSDARG00000059616,1
ENSDARG00000074017,5
ENSDARG00000015722,18
ENSDARG00000062304,18
ENSDARG00000078649,0
ENSDARG00000069961,0
ENSDARG00000052649,30
ENSDARG00000079264,1
ENSDARG00000097197,0
ENSDARG00000085526,0
ENSDARG00000059610,22
ENSDARG00000074661,0
ENSDARG00000020504,189
ENSDARG00000037838,35
ENSDARG00000097600,0
ENSDARG00000117665,0
ENSDARG00000037836,0
ENSDARG00000052642,5
ENSDARG00000095080,0
ENSDARG00000076867,3
ENSDARG00000020363,1
ENSDARG00000037835,9
ENSDARG00000076118,2
ENSDARG00000078180,0
ENSDARG00000078824,1
ENSDARG00000091579,13
ENSDARG00000020326,5
ENSDARG00000052617,4
ENSDARG00000032344,14
ENSDARG00000090120,3
ENSDARG00000096931,0
ENSDARG00000004470,18
ENSDARG00000014420,227
ENSDARG00000113064,1
ENSDARG00000043105,0
ENSDARG00000069937,5
ENSDARG00000081869,0
ENSDARG00000031325,0
ENSDARG00000111357,3
ENSDARG00000111698,0
ENSDARG00000069940,14
ENSDARG00000107930,0
ENSDARG00000089292,2
ENSDARG00000115377,0
ENSDARG00000104027,0
ENSDARG00000098208,0
ENSDARG00000098749,3
ENSDARG00000102267,0
ENSDARG00000117589,0
ENSDARG00000101914,11
ENSDARG00000098355,141
ENSDARG00000102668,1
ENSDARG00000104225,14
ENSDARG00000102424,4
ENSDARG00000099149,0
ENSDARG00000114992,0
ENSDARG00000110960,0
ENSDARG00000111935,0
ENSDARG00000099873,0
ENSDARG00000101749,2
ENSDARG00000104829,2
ENSDARG00000085569,0
ENSDARG00000102720,0
ENSDARG00000101264,2
ENSDARG00000104483,2
ENSDARG00000099615,0
ENSDARG00000099383,4
ENSDARG00000102946,0
ENSDARG00000101585,0
ENSDARG00000102810,2
ENSDARG00000100349,2
ENSDARG00000101037,3
ENSDARG00000102948,1
ENSDARG00000099292,0
ENSDARG00000104436,63
ENSDARG00000103193,0
ENSDARG00000104022,1
ENSDARG00000104603,0
ENSDARG00000097890,0
ENSDARG00000038768,21
ENSDARG00000038770,5
ENSDARG00000020960,26
ENSDARG00000042357,14
ENSDARG00000052215,3
ENSDARG00000086228,0
ENSDARG00000077698,3
ENSDARG00000078953,9
ENSDARG00000052222,1
ENSDARG00000059498,8
ENSDARG00000074443,35
ENSDARG00000052223,36
ENSDARG00000097769,0
ENSDARG00000086204,4
ENSDARG00000097976,0
ENSDARG00000105223,29
ENSDARG00000101457,8
ENSDARG00000102161,0
ENSDARG00000097006,0
ENSDARG00000080933,0
ENSDARG00000010727,6
ENSDARG00000097451,0
ENSDARG00000062799,5
ENSDARG00000078222,11
ENSDARG00000081891,0
ENSDARG00000099792,0
ENSDARG00000070979,0
ENSDARG00000074362,1
ENSDARG00000056062,0
ENSDARG00000096946,0
ENSDARG00000116704,0
ENSDARG00000097960,0
ENSDARG00000097993,1
ENSDARG00000026313,0
ENSDARG00000097138,0
ENSDARG00000097680,0
ENSDARG00000078602,0
ENSDARG00000006240,13
ENSDARG00000003970,0
ENSDARG00000082480,0
ENSDARG00000089883,0
ENSDARG00000002872,7
ENSDARG00000090871,4
ENSDARG00000089951,1
ENSDARG00000021233,5
ENSDARG00000073974,0
ENSDARG00000077249,0
ENSDARG00000077915,0
ENSDARG00000108067,0
ENSDARG00000091754,3
ENSDARG00000029931,9
ENSDARG00000089922,0
ENSDARG00000052150,76
ENSDARG00000042338,1
ENSDARG00000078364,0
ENSDARG00000078904,44
ENSDARG00000098017,11
ENSDARG00000007603,3
ENSDARG00000007092,2
ENSDARG00000059475,4
ENSDARG00000039116,2
ENSDARG00000075015,19
ENSDARG00000052176,0
ENSDARG00000016213,0
ENSDARG00000052139,41
ENSDARG00000028048,16
ENSDARG00000082126,0
ENSDARG00000098294,4
ENSDARG00000077847,17
ENSDARG00000108978,0
ENSDARG00000005679,3
ENSDARG00000079808,1
ENSDARG00000020265,0
ENSDARG00000022232,9
ENSDARG00000014929,0
ENSDARG00000016889,63
ENSDARG00000030756,14
ENSDARG00000036548,1
ENSDARG00000076144,0
ENSDARG00000094952,0
ENSDARG00000095312,0
ENSDARG00000020976,6
ENSDARG00000004796,12
ENSDARG00000079802,5
ENSDARG00000036541,7
ENSDARG00000069729,1
ENSDARG00000010918,4
ENSDARG00000069734,0
ENSDARG00000069735,0
ENSDARG00000097238,0
ENSDARG00000097011,0
ENSDARG00000089087,0
ENSDARG00000079078,0
ENSDARG00000113599,107
ENSDARG00000089475,80
ENSDARG00000115405,43
ENSDARG00000088330,106
ENSDARG00000087390,108
ENSDARG00000089124,51
ENSDARG00000079305,55
ENSDARG00000018393,6
ENSDARG00000035706,4
ENSDARG00000097571,0
ENSDARG00000107630,0
ENSDARG00000018109,0
ENSDARG00000013997,4
ENSDARG00000097737,2
ENSDARG00000080685,0
ENSDARG00000078186,22
ENSDARG00000100149,14
ENSDARG00000079679,0
ENSDARG00000102045,1
ENSDARG00000099841,1
ENSDARG00000100672,1
ENSDARG00000039240,0
ENSDARG00000005159,0
ENSDARG00000097291,0
ENSDARG00000089829,1
ENSDARG00000100331,4
ENSDARG00000087954,1
ENSDARG00000086628,2
ENSDARG00000117771,0
ENSDARG00000115573,1
ENSDARG00000099465,15
ENSDARG00000001804,1
ENSDARG00000062947,1
ENSDARG00000004322,3
ENSDARG00000006522,1
ENSDARG00000021846,4
ENSDARG00000103739,11
ENSDARG00000059574,0
ENSDARG00000109643,0
ENSDARG00000025428,13
ENSDARG00000076742,24
ENSDARG00000032327,41
ENSDARG00000075261,6
ENSDARG00000078608,0
ENSDARG00000037805,0
ENSDARG00000076848,0
ENSDARG00000040528,6
ENSDARG00000012192,7
ENSDARG00000052429,9
ENSDARG00000069787,1
ENSDARG00000095806,0
ENSDARG00000102450,0
ENSDARG00000089291,5
ENSDARG00000031126,0
ENSDARG00000053953,0
ENSDARG00000102254,3
ENSDARG00000097566,0
ENSDARG00000097851,0
ENSDARG00000097809,0
ENSDARG00000096821,0
ENSDARG00000079603,0
ENSDARG00000097337,1
ENSDARG00000078428,0
ENSDARG00000052426,0
ENSDARG00000069878,2
ENSDARG00000014794,48
ENSDARG00000100690,2
ENSDARG00000090901,0
ENSDARG00000117625,0
ENSDARG00000115174,7
ENSDARG00000088258,0
ENSDARG00000117344,0
ENSDARG00000087210,1
ENSDARG00000059914,0
ENSDARG00000035952,0
ENSDARG00000052300,0
ENSDARG00000097343,1
ENSDARG00000086459,6
ENSDARG00000031618,1
ENSDARG00000087306,3
ENSDARG00000115425,0
ENSDARG00000097015,0
ENSDARG00000039453,1
ENSDARG00000097297,0
ENSDARG00000069839,0
ENSDARG00000111019,0
ENSDARG00000093689,0
ENSDARG00000097603,0
ENSDARG00000110539,0
ENSDARG00000097271,0
ENSDARG00000113546,0
ENSDARG00000059567,0
ENSDARG00000014366,15
ENSDARG00000040601,0
ENSDARG00000078975,0
ENSDARG00000117537,0
ENSDARG00000101356,0
ENSDARG00000099238,15
ENSDARG00000099222,2
ENSDARG00000115505,1
ENSDARG00000111820,0
ENSDARG00000098821,4
ENSDARG00000074671,24
ENSDARG00000060263,2
ENSDARG00000116806,17
ENSDARG00000078383,9
ENSDARG00000077732,50
ENSDARG00000043795,34
ENSDARG00000026834,9
ENSDARG00000059556,1
ENSDARG00000089338,1
ENSDARG00000076807,2
ENSDARG00000069869,3
ENSDARG00000103341,0
ENSDARG00000090930,2
ENSDARG00000097523,0
ENSDARG00000059557,0
ENSDARG00000089079,0
ENSDARG00000102593,0
ENSDARG00000074345,12
ENSDARG00000085668,0
ENSDARG00000098465,74
ENSDARG00000102896,5
ENSDARG00000099516,2
ENSDARG00000103893,6
ENSDARG00000102828,0
ENSDARG00000117600,1
ENSDARG00000115335,1
ENSDARG00000101919,2
ENSDARG00000036844,0
ENSDARG00000036846,6
ENSDARG00000090861,0
ENSDARG00000036852,0
ENSDARG00000099260,1
ENSDARG00000030560,12
ENSDARG00000052360,0
ENSDARG00000074669,0
ENSDARG00000018903,18
ENSDARG00000037790,54
ENSDARG00000024433,256
ENSDARG00000098994,0
ENSDARG00000037789,8504
ENSDARG00000032836,15
ENSDARG00000076324,23
ENSDARG00000074086,1
ENSDARG00000097521,0
ENSDARG00000097842,7
ENSDARG00000097501,2
ENSDARG00000088331,0
ENSDARG00000098021,1
ENSDARG00000096851,0
ENSDARG00000086332,8
ENSDARG00000031119,2
ENSDARG00000101684,0
ENSDARG00000097098,0
ENSDARG00000103947,2
ENSDARG00000074768,1
ENSDARG00000037794,0
ENSDARG00000074317,2
ENSDARG00000076679,54
ENSDARG00000067607,0
ENSDARG00000056394,8
ENSDARG00000041300,2
ENSDARG00000079482,0
ENSDARG00000041294,0
